SA2_NAME16	YearOfArrival.max	workers_born_overseas
Birkdale	2010	130
Birkdale	2015	76
Birkdale	2016	12
Birkdale		15
Capalaba	1991	925
Capalaba	1995	179
Capalaba	2000	280
Capalaba	2005	395
Capalaba	2010	525
Capalaba	2015	400
Capalaba	2016	22
Capalaba		48
Thorneside	1991	35
Thorneside	1995	6
Thorneside	2000	11
Thorneside	2005	7
Thorneside	2010	24
Thorneside	2015	4
Wellington Point	1991	196
Wellington Point	1995	30
Wellington Point	2000	39
Wellington Point	2005	78
Wellington Point	2010	93
Wellington Point	2015	44
Wellington Point		9
Cleveland	1991	897
Cleveland	1995	160
Cleveland	2000	291
Cleveland	2005	471
Cleveland	2010	613
Cleveland	2015	378
Cleveland	2016	15
Cleveland		46
Ormiston	1991	155
Ormiston	1995	24
Ormiston	2000	55
Ormiston	2005	69
Ormiston	2010	84
Ormiston	2015	57
Ormiston	2016	4
Ormiston		9
Redland Bay	1991	201
Redland Bay	1995	40
Redland Bay	2000	75
Redland Bay	2005	89
Redland Bay	2010	115
Redland Bay	2015	83
Redland Bay	2016	4
Redland Bay		8
Sheldon - Mount Cotton	1991	150
Sheldon - Mount Cotton	1995	48
Sheldon - Mount Cotton	2000	68
Sheldon - Mount Cotton	2005	99
Sheldon - Mount Cotton	2010	162
Sheldon - Mount Cotton	2015	131
Sheldon - Mount Cotton	2016	10
Sheldon - Mount Cotton		17
Thornlands	1991	208
Thornlands	1995	39
Thornlands	2000	82
Thornlands	2005	102
Thornlands	2010	143
Thornlands	2015	91
Thornlands	2016	3
Thornlands		8
Victoria Point	1991	345
Victoria Point	1995	56
Victoria Point	2000	121
Victoria Point	2005	187
Victoria Point	2010	264
Victoria Point	2015	135
Victoria Point	2016	8
Victoria Point		18
Redland Islands	1991	157
Redland Islands	1995	18
Redland Islands	2000	42
Redland Islands	2005	21
Redland Islands	2010	51
Redland Islands	2015	19
Redland Islands		8
Brisbane Port - Lytton	1991	535
Brisbane Port - Lytton	1995	113
Brisbane Port - Lytton	2000	182
Brisbane Port - Lytton	2005	256
Brisbane Port - Lytton	2010	411
Brisbane Port - Lytton	2015	269
Brisbane Port - Lytton	2016	10
Brisbane Port - Lytton		39
Manly - Lota	1991	190
Manly - Lota	1995	42
Manly - Lota	2000	46
Manly - Lota	2005	62
Manly - Lota	2010	112
Manly - Lota	2015	64
Manly - Lota	2016	5
Manly - Lota		9
Manly West	1991	154
Manly West	1995	36
Manly West	2000	42
Manly West	2005	74
Manly West	2010	98
Manly West	2015	73
Manly West	2016	3
Manly West		12
Murarrie	1991	1106
Murarrie	1995	309
Murarrie	2000	459
Murarrie	2005	618
Murarrie	2010	1070
Murarrie	2015	906
Murarrie	2016	56
Murarrie		97
Tingalpa	1991	353
Tingalpa	1995	82
Tingalpa	2000	122
Tingalpa	2005	157
Tingalpa	2010	261
Tingalpa	2015	182
Tingalpa	2016	9
Tingalpa		32
Wakerley	1991	156
Wakerley	1995	41
Wakerley	2000	62
Wakerley	2005	87
Wakerley	2010	154
Wakerley	2015	100
Wakerley	2016	3
Wakerley		10
Wynnum	1991	317
Wynnum	1995	62
Wynnum	2000	83
Wynnum	2005	107
Wynnum	2010	225
Wynnum	2015	178
Wynnum	2016	9
Wynnum		23
Wynnum West - Hemmant	1991	536
Wynnum West - Hemmant	1995	109
Wynnum West - Hemmant	2000	232
Wynnum West - Hemmant	2005	326
Wynnum West - Hemmant	2010	528
Wynnum West - Hemmant	2015	366
Wynnum West - Hemmant	2016	24
Wynnum West - Hemmant		51
Bald Hills	1991	125
Bald Hills	1995	16
Bald Hills	2000	32
Bald Hills	2005	37
Bald Hills	2010	62
Bald Hills	2015	34
Bald Hills	2016	4
Bald Hills		10
Bridgeman Downs	1991	93
Bridgeman Downs	1995	10
Bridgeman Downs	2000	24
Bridgeman Downs	2005	38
Bridgeman Downs	2010	24
Bridgeman Downs	2015	24
Bridgeman Downs		3
Carseldine	1991	213
Carseldine	1995	34
Carseldine	2000	76
Carseldine	2005	107
Carseldine	2010	104
Carseldine	2015	94
Carseldine	2016	3
Carseldine		10
Everton Park	1991	115
Everton Park	1995	18
Everton Park	2000	31
Everton Park	2005	53
Everton Park	2010	70
Everton Park	2015	88
Everton Park	2016	7
Everton Park		11
McDowall	1991	133
McDowall	1995	30
McDowall	2000	50
McDowall	2005	59
McDowall	2010	73
McDowall	2015	36
McDowall		11
Aspley	1991	324
Aspley	1995	74
Aspley	2000	127
Aspley	2005	116
Aspley	2010	214
Aspley	2015	188
Aspley	2016	16
Aspley		26
Chermside	1991	1147
Chermside	1995	268
Chermside	2000	417
Chermside	2005	563
Chermside	2010	1138
Chermside	2015	662
Chermside	2016	52
Chermside		82
Chermside West	1991	73
Chermside West	1995	15
Chermside West	2000	19
Chermside West	2005	21
Chermside West	2010	39
Chermside West	2015	31
Geebung	1991	544
Geebung	1995	141
Geebung	2000	198
Geebung	2005	198
Geebung	2010	338
Geebung	2015	224
Geebung	2016	15
Geebung		31
Kedron - Gordon Park	1991	353
Kedron - Gordon Park	1995	51
Kedron - Gordon Park	2000	88
Kedron - Gordon Park	2005	124
Kedron - Gordon Park	2010	192
Kedron - Gordon Park	2015	135
Kedron - Gordon Park	2016	15
Kedron - Gordon Park		19
Stafford	1991	333
Stafford	1995	74
Stafford	2000	110
Stafford	2005	148
Stafford	2010	266
Stafford	2015	199
Stafford	2016	16
Stafford		25
Stafford Heights	1991	77
Stafford Heights	1995	14
Stafford Heights	2000	24
Stafford Heights	2005	21
Stafford Heights	2010	42
Stafford Heights	2015	37
Stafford Heights		4
Wavell Heights	1991	106
Wavell Heights	1995	21
Wavell Heights	2000	22
Wavell Heights	2005	33
Wavell Heights	2010	44
Wavell Heights	2015	24
Wavell Heights	2016	3
Wavell Heights		7
Boondall	1991	114
Boondall	1995	28
Boondall	2000	40
Boondall	2005	46
Boondall	2010	96
Boondall	2015	74
Boondall	2016	12
Boondall		5
Brisbane Airport	1991	2027
Brisbane Airport	1995	515
Brisbane Airport	2000	722
Brisbane Airport	2005	895
Brisbane Airport	2010	1685
Brisbane Airport	2015	1018
Brisbane Airport	2016	57
Brisbane Airport		120
Eagle Farm - Pinkenba	1991	1148
Eagle Farm - Pinkenba	1995	233
Eagle Farm - Pinkenba	2000	333
Eagle Farm - Pinkenba	2005	459
Eagle Farm - Pinkenba	2010	817
Eagle Farm - Pinkenba	2015	598
Eagle Farm - Pinkenba	2016	39
Eagle Farm - Pinkenba		78
Northgate - Virginia	1991	943
Northgate - Virginia	1995	217
Northgate - Virginia	2000	307
Northgate - Virginia	2005	379
Northgate - Virginia	2010	658
Northgate - Virginia	2015	466
Northgate - Virginia	2016	22
Northgate - Virginia		70
Nudgee - Banyo	1991	614
Nudgee - Banyo	1995	153
Nudgee - Banyo	2000	233
Nudgee - Banyo	2005	316
Nudgee - Banyo	2010	567
Nudgee - Banyo	2015	451
Nudgee - Banyo	2016	28
Nudgee - Banyo		62
Nundah	1991	348
Nundah	1995	83
Nundah	2000	143
Nundah	2005	149
Nundah	2010	289
Nundah	2015	282
Nundah	2016	22
Nundah		29
Bracken Ridge	1991	185
Bracken Ridge	1995	38
Bracken Ridge	2000	71
Bracken Ridge	2005	83
Bracken Ridge	2010	117
Bracken Ridge	2015	71
Bracken Ridge	2016	4
Bracken Ridge		10
Brighton (Qld)	1991	126
Brighton (Qld)	1995	17
Brighton (Qld)	2000	33
Brighton (Qld)	2005	40
Brighton (Qld)	2010	98
Brighton (Qld)	2015	51
Brighton (Qld)	2016	3
Brighton (Qld)		3
Deagon	1991	77
Deagon	1995	16
Deagon	2000	22
Deagon	2005	28
Deagon	2010	54
Deagon	2015	40
Deagon		12
Sandgate - Shorncliffe	1991	216
Sandgate - Shorncliffe	1995	28
Sandgate - Shorncliffe	2000	69
Sandgate - Shorncliffe	2005	69
Sandgate - Shorncliffe	2010	145
Sandgate - Shorncliffe	2015	120
Sandgate - Shorncliffe	2016	4
Sandgate - Shorncliffe		13
Taigum - Fitzgibbon	1991	133
Taigum - Fitzgibbon	1995	34
Taigum - Fitzgibbon	2000	49
Taigum - Fitzgibbon	2005	87
Taigum - Fitzgibbon	2010	187
Taigum - Fitzgibbon	2015	100
Taigum - Fitzgibbon	2016	16
Taigum - Fitzgibbon		16
Zillmere	1991	180
Zillmere	1995	28
Zillmere	2000	42
Zillmere	2005	40
Zillmere	2010	106
Zillmere	2015	70
Zillmere	2016	7
Zillmere		21
Camp Hill	1991	155
Camp Hill	1995	26
Camp Hill	2000	35
Camp Hill	2005	52
Camp Hill	2010	69
Camp Hill	2015	57
Camp Hill	2016	9
Camp Hill		7
Cannon Hill	1991	381
Cannon Hill	1995	98
Cannon Hill	2000	139
Cannon Hill	2005	200
Cannon Hill	2010	316
Cannon Hill	2015	283
Cannon Hill	2016	15
Cannon Hill		25
Carina	1991	226
Carina	1995	47
Carina	2000	67
Carina	2005	74
Carina	2010	164
Carina	2015	107
Carina	2016	8
Carina		23
Carina Heights	1991	140
Carina Heights	1995	35
Carina Heights	2000	27
Carina Heights	2005	41
Carina Heights	2010	71
Carina Heights	2015	48
Carina Heights	2016	3
Carina Heights		11
Carindale	1991	361
Carindale	1995	107
Carindale	2000	190
Carindale	2005	223
Carindale	2010	389
Carindale	2015	378
Carindale	2016	26
Carindale		34
Annerley	1991	222
Annerley	1995	66
Annerley	2000	63
Annerley	2005	112
Annerley	2010	184
Annerley	2015	133
Annerley	2016	6
Annerley		22
Coorparoo	1991	477
Coorparoo	1995	113
Coorparoo	2000	162
Coorparoo	2005	189
Coorparoo	2010	307
Coorparoo	2015	285
Coorparoo	2016	17
Coorparoo		19
Fairfield - Dutton Park	1991	203
Fairfield - Dutton Park	1995	51
Fairfield - Dutton Park	2000	67
Fairfield - Dutton Park	2005	77
Fairfield - Dutton Park	2010	130
Fairfield - Dutton Park	2015	106
Fairfield - Dutton Park	2016	8
Fairfield - Dutton Park		11
Greenslopes	1991	605
Greenslopes	1995	145
Greenslopes	2000	195
Greenslopes	2005	281
Greenslopes	2010	472
Greenslopes	2015	383
Greenslopes	2016	19
Greenslopes		39
Holland Park	1991	169
Holland Park	1995	37
Holland Park	2000	49
Holland Park	2005	51
Holland Park	2010	101
Holland Park	2015	84
Holland Park	2016	3
Holland Park		11
Holland Park West	1991	89
Holland Park West	1995	15
Holland Park West	2000	21
Holland Park West	2005	34
Holland Park West	2010	57
Holland Park West	2015	67
Holland Park West	2016	3
Woolloongabba	1991	1399
Woolloongabba	1995	443
Woolloongabba	2000	522
Woolloongabba	2005	776
Woolloongabba	2010	1426
Woolloongabba	2015	804
Woolloongabba	2016	84
Woolloongabba		102
Yeronga	1991	383
Yeronga	1995	81
Yeronga	2000	106
Yeronga	2005	180
Yeronga	2010	265
Yeronga	2015	244
Yeronga	2016	21
Yeronga		29
Eight Mile Plains	1991	947
Eight Mile Plains	1995	289
Eight Mile Plains	2000	390
Eight Mile Plains	2005	542
Eight Mile Plains	2010	858
Eight Mile Plains	2015	568
Eight Mile Plains	2016	34
Eight Mile Plains		67
Macgregor (Qld)	1991	182
Macgregor (Qld)	1995	73
Macgregor (Qld)	2000	91
Macgregor (Qld)	2005	120
Macgregor (Qld)	2010	145
Macgregor (Qld)	2015	138
Macgregor (Qld)	2016	8
Macgregor (Qld)		10
Mansfield (Qld)	1991	396
Mansfield (Qld)	1995	94
Mansfield (Qld)	2000	129
Mansfield (Qld)	2005	144
Mansfield (Qld)	2010	279
Mansfield (Qld)	2015	168
Mansfield (Qld)	2016	3
Mansfield (Qld)		23
Mount Gravatt	1991	458
Mount Gravatt	1995	105
Mount Gravatt	2000	165
Mount Gravatt	2005	175
Mount Gravatt	2010	312
Mount Gravatt	2015	263
Mount Gravatt	2016	13
Mount Gravatt		30
Rochedale - Burbank	1991	210
Rochedale - Burbank	1995	43
Rochedale - Burbank	2000	59
Rochedale - Burbank	2005	72
Rochedale - Burbank	2010	78
Rochedale - Burbank	2015	78
Rochedale - Burbank	2016	4
Rochedale - Burbank		12
Upper Mount Gravatt	1991	951
Upper Mount Gravatt	1995	272
Upper Mount Gravatt	2000	395
Upper Mount Gravatt	2005	519
Upper Mount Gravatt	2010	793
Upper Mount Gravatt	2015	725
Upper Mount Gravatt	2016	53
Upper Mount Gravatt		83
Wishart	1991	178
Wishart	1995	46
Wishart	2000	65
Wishart	2005	65
Wishart	2010	102
Wishart	2015	78
Wishart	2016	4
Wishart		14
Coopers Plains	1991	755
Coopers Plains	1995	214
Coopers Plains	2000	293
Coopers Plains	2005	350
Coopers Plains	2010	671
Coopers Plains	2015	464
Coopers Plains	2016	28
Coopers Plains		40
Moorooka	1991	254
Moorooka	1995	49
Moorooka	2000	81
Moorooka	2005	126
Moorooka	2010	217
Moorooka	2015	170
Moorooka	2016	15
Moorooka		13
Robertson	1991	182
Robertson	1995	119
Robertson	2000	134
Robertson	2005	205
Robertson	2010	281
Robertson	2015	307
Robertson	2016	26
Robertson		34
Salisbury - Nathan	1991	870
Salisbury - Nathan	1995	223
Salisbury - Nathan	2000	304
Salisbury - Nathan	2005	434
Salisbury - Nathan	2010	627
Salisbury - Nathan	2015	526
Salisbury - Nathan	2016	22
Salisbury - Nathan		41
Tarragindi	1991	89
Tarragindi	1995	21
Tarragindi	2000	23
Tarragindi	2005	30
Tarragindi	2010	51
Tarragindi	2015	39
Tarragindi	2016	7
Tarragindi		4
Algester	1991	119
Algester	1995	39
Algester	2000	55
Algester	2005	65
Algester	2010	114
Algester	2015	75
Algester	2016	5
Algester		8
Calamvale - Stretton	1991	464
Calamvale - Stretton	1995	144
Calamvale - Stretton	2000	215
Calamvale - Stretton	2005	306
Calamvale - Stretton	2010	428
Calamvale - Stretton	2015	237
Calamvale - Stretton	2016	9
Calamvale - Stretton		36
Pallara - Willawong	1991	837
Pallara - Willawong	1995	211
Pallara - Willawong	2000	336
Pallara - Willawong	2005	352
Pallara - Willawong	2010	542
Pallara - Willawong	2015	383
Pallara - Willawong	2016	18
Pallara - Willawong		54
Parkinson - Drewvale	1991	261
Parkinson - Drewvale	1995	86
Parkinson - Drewvale	2000	140
Parkinson - Drewvale	2005	167
Parkinson - Drewvale	2010	323
Parkinson - Drewvale	2015	186
Parkinson - Drewvale	2016	14
Parkinson - Drewvale		29
Rocklea - Acacia Ridge	1991	2482
Rocklea - Acacia Ridge	1995	546
Rocklea - Acacia Ridge	2000	814
Rocklea - Acacia Ridge	2005	866
Rocklea - Acacia Ridge	2010	1524
Rocklea - Acacia Ridge	2015	1168
Rocklea - Acacia Ridge	2016	73
Rocklea - Acacia Ridge		184
Kuraby	1991	92
Kuraby	1995	31
Kuraby	2000	65
Kuraby	2005	72
Kuraby	2010	87
Kuraby	2015	67
Kuraby	2016	10
Kuraby		5
Runcorn	1991	227
Runcorn	1995	67
Runcorn	2000	117
Runcorn	2005	143
Runcorn	2010	201
Runcorn	2015	186
Runcorn	2016	8
Runcorn		14
Sunnybank	1991	300
Sunnybank	1995	108
Sunnybank	2000	131
Sunnybank	2005	162
Sunnybank	2010	250
Sunnybank	2015	271
Sunnybank	2016	19
Sunnybank		41
Sunnybank Hills	1991	375
Sunnybank Hills	1995	156
Sunnybank Hills	2000	230
Sunnybank Hills	2005	256
Sunnybank Hills	2010	383
Sunnybank Hills	2015	317
Sunnybank Hills	2016	11
Sunnybank Hills		42
Jindalee - Mount Ommaney	1991	314
Jindalee - Mount Ommaney	1995	93
Jindalee - Mount Ommaney	2000	121
Jindalee - Mount Ommaney	2005	138
Jindalee - Mount Ommaney	2010	195
Jindalee - Mount Ommaney	2015	127
Jindalee - Mount Ommaney	2016	7
Jindalee - Mount Ommaney		23
Middle Park - Jamboree Heights	1991	106
Middle Park - Jamboree Heights	1995	22
Middle Park - Jamboree Heights	2000	40
Middle Park - Jamboree Heights	2005	36
Middle Park - Jamboree Heights	2010	61
Middle Park - Jamboree Heights	2015	45
Middle Park - Jamboree Heights	2016	3
Middle Park - Jamboree Heights		10
Riverhills	1991	34
Riverhills	1995	10
Riverhills	2000	3
Riverhills	2005	18
Riverhills	2010	15
Riverhills	2015	12
Riverhills		3
Seventeen Mile Rocks - Sinnamon Park	1991	416
Seventeen Mile Rocks - Sinnamon Park	1995	88
Seventeen Mile Rocks - Sinnamon Park	2000	155
Seventeen Mile Rocks - Sinnamon Park	2005	177
Seventeen Mile Rocks - Sinnamon Park	2010	286
Seventeen Mile Rocks - Sinnamon Park	2015	203
Seventeen Mile Rocks - Sinnamon Park	2016	3
Seventeen Mile Rocks - Sinnamon Park		27
Westlake	1991	50
Westlake	1995	15
Westlake	2000	10
Westlake	2005	15
Westlake	2010	8
Westlake	2015	12
Bellbowrie - Moggill	1991	111
Bellbowrie - Moggill	1995	20
Bellbowrie - Moggill	2000	44
Bellbowrie - Moggill	2005	76
Bellbowrie - Moggill	2010	90
Bellbowrie - Moggill	2015	52
Bellbowrie - Moggill	2016	3
Bellbowrie - Moggill		10
Brookfield - Kenmore Hills	1991	213
Brookfield - Kenmore Hills	1995	52
Brookfield - Kenmore Hills	2000	72
Brookfield - Kenmore Hills	2005	91
Brookfield - Kenmore Hills	2010	145
Brookfield - Kenmore Hills	2015	79
Brookfield - Kenmore Hills	2016	7
Brookfield - Kenmore Hills		9
Chapel Hill	1991	115
Chapel Hill	1995	38
Chapel Hill	2000	62
Chapel Hill	2005	60
Chapel Hill	2010	104
Chapel Hill	2015	78
Chapel Hill	2016	4
Chapel Hill		4
Fig Tree Pocket	1991	80
Fig Tree Pocket	1995	8
Fig Tree Pocket	2000	26
Fig Tree Pocket	2005	40
Fig Tree Pocket	2010	45
Fig Tree Pocket	2015	41
Fig Tree Pocket		5
Kenmore	1991	193
Kenmore	1995	59
Kenmore	2000	73
Kenmore	2005	89
Kenmore	2010	113
Kenmore	2015	71
Kenmore	2016	4
Kenmore		17
Pinjarra Hills - Pullenvale	1991	164
Pinjarra Hills - Pullenvale	1995	32
Pinjarra Hills - Pullenvale	2000	50
Pinjarra Hills - Pullenvale	2005	59
Pinjarra Hills - Pullenvale	2010	74
Pinjarra Hills - Pullenvale	2015	56
Pinjarra Hills - Pullenvale		3
Chelmer - Graceville	1991	144
Chelmer - Graceville	1995	23
Chelmer - Graceville	2000	34
Chelmer - Graceville	2005	56
Chelmer - Graceville	2010	72
Chelmer - Graceville	2015	74
Chelmer - Graceville	2016	6
Chelmer - Graceville		8
Corinda	1991	174
Corinda	1995	33
Corinda	2000	47
Corinda	2005	69
Corinda	2010	91
Corinda	2015	60
Corinda	2016	4
Corinda		10
Indooroopilly	1991	595
Indooroopilly	1995	181
Indooroopilly	2000	283
Indooroopilly	2005	395
Indooroopilly	2010	543
Indooroopilly	2015	596
Indooroopilly	2016	31
Indooroopilly		44
Sherwood	1991	105
Sherwood	1995	28
Sherwood	2000	27
Sherwood	2005	50
Sherwood	2010	76
Sherwood	2015	74
Sherwood	2016	9
Sherwood		8
St Lucia	1991	852
St Lucia	1995	297
St Lucia	2000	425
St Lucia	2005	519
St Lucia	2010	893
St Lucia	2015	1039
St Lucia	2016	96
St Lucia		67
Taringa	1991	225
Taringa	1995	39
Taringa	2000	82
Taringa	2005	98
Taringa	2010	142
Taringa	2015	121
Taringa	2016	12
Taringa		14
Enoggera	1991	440
Enoggera	1995	107
Enoggera	2000	167
Enoggera	2005	160
Enoggera	2010	219
Enoggera	2015	148
Enoggera	2016	13
Enoggera		30
Keperra	1991	99
Keperra	1995	23
Keperra	2000	42
Keperra	2005	45
Keperra	2010	90
Keperra	2015	73
Keperra		3
Mitchelton	1991	204
Mitchelton	1995	54
Mitchelton	2000	51
Mitchelton	2005	76
Mitchelton	2010	161
Mitchelton	2015	122
Mitchelton	2016	6
Mitchelton		10
Mount Coot-tha	1991	42
Mount Coot-tha	1995	9
Mount Coot-tha	2000	9
Mount Coot-tha	2005	14
Mount Coot-tha	2010	16
Mount Coot-tha	2015	7
Mount Coot-tha		3
The Gap	1991	223
The Gap	1995	41
The Gap	2000	79
The Gap	2005	98
The Gap	2010	141
The Gap	2015	117
The Gap	2016	11
The Gap		15
Upper Kedron - Ferny Grove	1991	103
Upper Kedron - Ferny Grove	1995	14
Upper Kedron - Ferny Grove	2000	52
Upper Kedron - Ferny Grove	2005	49
Upper Kedron - Ferny Grove	2010	82
Upper Kedron - Ferny Grove	2015	70
Upper Kedron - Ferny Grove	2016	3
Upper Kedron - Ferny Grove		7
Brisbane City	1991	9833
Brisbane City	1995	2701
Brisbane City	2000	3957
Brisbane City	2005	5382
Brisbane City	2010	7985
Brisbane City	2015	8118
Brisbane City	2016	829
Brisbane City		805
Fortitude Valley	1991	1762
Fortitude Valley	1995	475
Fortitude Valley	2000	679
Fortitude Valley	2005	1088
Fortitude Valley	2010	1647
Fortitude Valley	2015	1588
Fortitude Valley	2016	156
Fortitude Valley		184
Highgate Hill	1991	84
Highgate Hill	1995	17
Highgate Hill	2000	11
Highgate Hill	2005	35
Highgate Hill	2010	51
Highgate Hill	2015	32
Highgate Hill	2016	3
Highgate Hill		3
Kangaroo Point	1991	246
Kangaroo Point	1995	57
Kangaroo Point	2000	103
Kangaroo Point	2005	116
Kangaroo Point	2010	256
Kangaroo Point	2015	222
Kangaroo Point	2016	32
Kangaroo Point		19
New Farm	1991	309
New Farm	1995	74
New Farm	2000	107
New Farm	2005	136
New Farm	2010	307
New Farm	2015	337
New Farm	2016	39
New Farm		42
South Brisbane	1991	2378
South Brisbane	1995	575
South Brisbane	2000	824
South Brisbane	2005	1190
South Brisbane	2010	2034
South Brisbane	2015	1588
South Brisbane	2016	157
South Brisbane		165
Spring Hill	1991	1137
Spring Hill	1995	246
Spring Hill	2000	371
Spring Hill	2005	518
Spring Hill	2010	913
Spring Hill	2015	767
Spring Hill	2016	84
Spring Hill		93
West End	1991	660
West End	1995	184
West End	2000	220
West End	2005	307
West End	2010	483
West End	2015	441
West End	2016	54
West End		46
Balmoral	1991	65
Balmoral	1995	8
Balmoral	2000	17
Balmoral	2005	29
Balmoral	2010	35
Balmoral	2015	26
Balmoral	2016	4
Balmoral		4
Bulimba	1991	165
Bulimba	1995	28
Bulimba	2000	63
Bulimba	2005	67
Bulimba	2010	140
Bulimba	2015	175
Bulimba	2016	15
Bulimba		16
East Brisbane	1991	270
East Brisbane	1995	62
East Brisbane	2000	84
East Brisbane	2005	109
East Brisbane	2010	218
East Brisbane	2015	192
East Brisbane	2016	20
East Brisbane		17
Hawthorne	1991	100
Hawthorne	1995	15
Hawthorne	2000	31
Hawthorne	2005	24
Hawthorne	2010	40
Hawthorne	2015	57
Hawthorne	2016	5
Hawthorne		11
Morningside - Seven Hills	1991	540
Morningside - Seven Hills	1995	141
Morningside - Seven Hills	2000	166
Morningside - Seven Hills	2005	268
Morningside - Seven Hills	2010	502
Morningside - Seven Hills	2015	494
Morningside - Seven Hills	2016	35
Morningside - Seven Hills		56
Norman Park	1991	84
Norman Park	1995	17
Norman Park	2000	8
Norman Park	2005	23
Norman Park	2010	49
Norman Park	2015	56
Norman Park	2016	11
Norman Park		13
