SA2_NAME16	YearOfArrival.max	workers_born_overseas
Narre Warren - South West		73
Cranbourne	1991	591
Cranbourne	1995	121
Cranbourne	2000	173
Cranbourne	2005	272
Cranbourne	2010	497
Cranbourne	2015	296
Cranbourne	2016	16
Cranbourne		42
Cranbourne East	1991	247
Cranbourne East	1995	55
Cranbourne East	2000	107
Cranbourne East	2005	183
Cranbourne East	2010	368
Cranbourne East	2015	197
Cranbourne East	2016	16
Cranbourne East		21
Cranbourne North	1991	171
Cranbourne North	1995	34
Cranbourne North	2000	54
Cranbourne North	2005	117
Cranbourne North	2010	195
Cranbourne North	2015	107
Cranbourne North	2016	9
Cranbourne North		14
Cranbourne South	1991	259
Cranbourne South	1995	51
Cranbourne South	2000	66
Cranbourne South	2005	69
Cranbourne South	2010	168
Cranbourne South	2015	135
Cranbourne South	2016	7
Cranbourne South		26
Cranbourne West	1991	82
Cranbourne West	1995	20
Cranbourne West	2000	37
Cranbourne West	2005	68
Cranbourne West	2010	136
Cranbourne West	2015	85
Cranbourne West	2016	3
Cranbourne West		10
Hampton Park - Lynbrook	1991	295
Hampton Park - Lynbrook	1995	95
Hampton Park - Lynbrook	2000	140
Hampton Park - Lynbrook	2005	154
Hampton Park - Lynbrook	2010	290
Hampton Park - Lynbrook	2015	177
Hampton Park - Lynbrook	2016	4
Hampton Park - Lynbrook		14
Lynbrook - Lyndhurst	1991	260
Lynbrook - Lyndhurst	1995	97
Lynbrook - Lyndhurst	2000	121
Lynbrook - Lyndhurst	2005	211
Lynbrook - Lyndhurst	2010	307
Lynbrook - Lyndhurst	2015	163
Lynbrook - Lyndhurst	2016	11
Lynbrook - Lyndhurst		18
Pearcedale - Tooradin	1991	151
Pearcedale - Tooradin	1995	17
Pearcedale - Tooradin	2000	32
Pearcedale - Tooradin	2005	43
Pearcedale - Tooradin	2010	87
Pearcedale - Tooradin	2015	91
Pearcedale - Tooradin	2016	7
Pearcedale - Tooradin		14
Narre Warren South (East)	1991	131
Narre Warren South (East)	1995	35
Narre Warren South (East)	2000	52
Narre Warren South (East)	2005	71
Narre Warren South (East)	2010	72
Narre Warren South (East)	2015	42
Narre Warren South (East)		9
Narre Warren South (West)	1991	162
Narre Warren South (West)	1995	31
Narre Warren South (West)	2000	72
Narre Warren South (West)	2005	84
Narre Warren South (West)	2010	128
Narre Warren South (West)	2015	67
Narre Warren South (West)		6
Clarinda - Oakleigh South	1991	457
Clarinda - Oakleigh South	1995	112
Clarinda - Oakleigh South	2000	131
Clarinda - Oakleigh South	2005	182
Clarinda - Oakleigh South	2010	297
Clarinda - Oakleigh South	2015	252
Clarinda - Oakleigh South	2016	11
Clarinda - Oakleigh South		40
Clayton South	1991	919
Clayton South	1995	248
Clayton South	2000	260
Clayton South	2005	346
Clayton South	2010	631
Clayton South	2015	496
Clayton South	2016	26
Clayton South		45
Dandenong	1991	9733
Dandenong	1995	2441
Dandenong	2000	2701
Dandenong	2005	3548
Dandenong	2010	5770
Dandenong	2015	4187
Dandenong	2016	223
Dandenong		528
Dandenong North	1991	309
Dandenong North	1995	103
Dandenong North	2000	104
Dandenong North	2005	124
Dandenong North	2010	210
Dandenong North	2015	167
Dandenong North	2016	4
Dandenong North		24
Dingley Village	1991	213
Dingley Village	1995	40
Dingley Village	2000	62
Dingley Village	2005	71
Dingley Village	2010	127
Dingley Village	2015	98
Dingley Village	2016	3
Dingley Village		8
Keysborough	1991	1459
Keysborough	1995	416
Keysborough	2000	463
Keysborough	2005	568
Keysborough	2010	862
Keysborough	2015	666
Keysborough	2016	59
Keysborough		78
Noble Park North	1991	661
Noble Park North	1995	185
Noble Park North	2000	155
Noble Park North	2005	192
Noble Park North	2010	314
Noble Park North	2015	215
Noble Park North	2016	9
Noble Park North		30
Springvale	1991	1730
Springvale	1995	518
Springvale	2000	471
Springvale	2005	579
Springvale	2010	1135
Springvale	2015	891
Springvale	2016	57
Springvale		92
Springvale South	1991	210
Springvale South	1995	91
Springvale South	2000	63
Springvale South	2005	59
Springvale South	2010	115
Springvale South	2015	97
Springvale South	2016	8
Springvale South		12
Noble Park - East	1991	250
Noble Park - East	1995	85
Noble Park - East	2000	91
Noble Park - East	2005	97
Noble Park - East	2010	200
Noble Park - East	2015	125
Noble Park - East	2016	10
Noble Park - East		13
Noble Park - West	1991	330
Noble Park - West	1995	131
Noble Park - West	2000	118
Noble Park - West	2005	151
Noble Park - West	2010	279
Noble Park - West	2015	143
Noble Park - West	2016	7
Noble Park - West		20
Ashwood - Chadstone	1991	541
Ashwood - Chadstone	1995	140
Ashwood - Chadstone	2000	186
Ashwood - Chadstone	2005	210
Ashwood - Chadstone	2010	379
Ashwood - Chadstone	2015	347
Ashwood - Chadstone	2016	28
Ashwood - Chadstone		37
Clayton	1991	4385
Clayton	1995	1210
Clayton	2000	1341
Clayton	2005	1958
Clayton	2010	3150
Clayton	2015	2611
Clayton	2016	228
Clayton		229
Glen Waverley - East	1991	606
Glen Waverley - East	1995	161
Glen Waverley - East	2000	153
Glen Waverley - East	2005	236
Glen Waverley - East	2010	312
Glen Waverley - East	2015	247
Glen Waverley - East	2016	14
Glen Waverley - East		26
Glen Waverley - West	1991	1142
Glen Waverley - West	1995	252
Glen Waverley - West	2000	373
Glen Waverley - West	2005	597
Glen Waverley - West	2010	916
Glen Waverley - West	2015	893
Glen Waverley - West	2016	61
Glen Waverley - West		72
Mount Waverley - North	1991	297
Mount Waverley - North	1995	62
Mount Waverley - North	2000	84
Mount Waverley - North	2005	108
Mount Waverley - North	2010	153
Mount Waverley - North	2015	141
Mount Waverley - North	2016	5
Mount Waverley - North		19
Mount Waverley - South	1991	1676
Mount Waverley - South	1995	396
Mount Waverley - South	2000	455
Mount Waverley - South	2005	691
Mount Waverley - South	2010	982
Mount Waverley - South	2015	857
Mount Waverley - South	2016	48
Mount Waverley - South		76
Mulgrave	1991	2803
Mulgrave	1995	684
Mulgrave	2000	812
Mulgrave	2005	1108
Mulgrave	2010	1588
Mulgrave	2015	1271
Mulgrave	2016	98
Mulgrave		153
Oakleigh - Huntingdale	1991	1549
Oakleigh - Huntingdale	1995	328
Oakleigh - Huntingdale	2000	405
Oakleigh - Huntingdale	2005	516
Oakleigh - Huntingdale	2010	1117
Oakleigh - Huntingdale	2015	915
Oakleigh - Huntingdale	2016	52
Oakleigh - Huntingdale		79
Wheelers Hill	1991	578
Wheelers Hill	1995	131
Wheelers Hill	2000	133
Wheelers Hill	2005	203
Wheelers Hill	2010	288
Wheelers Hill	2015	257
Wheelers Hill	2016	11
Wheelers Hill		26
Ardeer - Albion	1991	257
Ardeer - Albion	1995	50
Ardeer - Albion	2000	53
Ardeer - Albion	2005	70
Ardeer - Albion	2010	116
Ardeer - Albion	2015	122
Ardeer - Albion	2016	8
Ardeer - Albion		13
Cairnlea	1991	143
Cairnlea	1995	62
Cairnlea	2000	45
Cairnlea	2005	47
Cairnlea	2010	58
Cairnlea	2015	42
Cairnlea		8
Deer Park - Derrimut	1991	1500
Deer Park - Derrimut	1995	448
Deer Park - Derrimut	2000	449
Deer Park - Derrimut	2005	655
Deer Park - Derrimut	2010	1209
Deer Park - Derrimut	2015	1007
Deer Park - Derrimut	2016	56
Deer Park - Derrimut		99
Delahey	1991	126
Delahey	1995	17
Delahey	2000	34
Delahey	2005	32
Delahey	2010	63
Delahey	2015	30
Delahey	2016	3
Delahey		8
Keilor Downs	1991	305
Keilor Downs	1995	55
Keilor Downs	2000	47
Keilor Downs	2005	72
Keilor Downs	2010	112
Keilor Downs	2015	91
Keilor Downs	2016	3
Keilor Downs		18
Kings Park (Vic.)	1991	113
Kings Park (Vic.)	1995	27
Kings Park (Vic.)	2000	37
Kings Park (Vic.)	2005	36
Kings Park (Vic.)	2010	47
Kings Park (Vic.)	2015	36
Kings Park (Vic.)	2016	3
Kings Park (Vic.)		8
St Albans - North	1991	521
St Albans - North	1995	147
St Albans - North	2000	110
St Albans - North	2005	145
St Albans - North	2010	243
St Albans - North	2015	193
St Albans - North	2016	7
St Albans - North		37
St Albans - South	1991	774
St Albans - South	1995	221
St Albans - South	2000	198
St Albans - South	2005	302
St Albans - South	2010	441
St Albans - South	2015	317
St Albans - South	2016	27
St Albans - South		50
Sunshine	1991	1196
Sunshine	1995	324
Sunshine	2000	288
Sunshine	2005	371
Sunshine	2010	614
Sunshine	2015	481
Sunshine	2016	34
Sunshine		85
Sunshine North	1991	768
Sunshine North	1995	198
Sunshine North	2000	157
Sunshine North	2005	148
Sunshine North	2010	357
Sunshine North	2015	298
Sunshine North	2016	15
Sunshine North		56
Sunshine West	1991	1393
Sunshine West	1995	343
Sunshine West	2000	346
Sunshine West	2005	465
Sunshine West	2010	1139
Sunshine West	2015	883
Sunshine West	2016	23
Sunshine West		88
Sydenham	1991	215
Sydenham	1995	57
Sydenham	2000	64
Sydenham	2005	77
Sydenham	2010	200
Sydenham	2015	106
Sydenham	2016	7
Sydenham		13
Taylors Lakes	1991	525
Taylors Lakes	1995	111
Taylors Lakes	2000	112
Taylors Lakes	2005	145
Taylors Lakes	2010	255
Taylors Lakes	2015	184
Taylors Lakes	2016	21
Taylors Lakes		26
Altona	1991	889
Altona	1995	165
Altona	2000	193
Altona	2005	255
Altona	2010	525
Altona	2015	377
Altona	2016	23
Altona		59
Altona Meadows	1991	198
Altona Meadows	1995	50
Altona Meadows	2000	55
Altona Meadows	2005	80
Altona Meadows	2010	172
Altona Meadows	2015	116
Altona Meadows	2016	7
Altona Meadows		17
Altona North	1991	2236
Altona North	1995	566
Altona North	2000	451
Altona North	2005	603
Altona North	2010	1005
Altona North	2015	765
Altona North	2016	42
Altona North		131
Newport	1991	504
Newport	1995	86
Newport	2000	88
Newport	2005	136
Newport	2010	223
Newport	2015	215
Newport	2016	8
Newport		26
Seabrook	1991	33
Seabrook	1995	8
Seabrook	2000	19
Seabrook	2005	22
Seabrook	2010	24
Seabrook	2015	26
Williamstown	1991	682
Williamstown	1995	100
Williamstown	2000	168
Williamstown	2005	214
Williamstown	2010	372
Williamstown	2015	288
Williamstown	2016	22
Williamstown		40
Braybrook	1991	890
Braybrook	1995	233
Braybrook	2000	214
Braybrook	2005	303
Braybrook	2010	519
Braybrook	2015	386
Braybrook	2016	15
Braybrook		62
Footscray	1991	2203
Footscray	1995	479
Footscray	2000	561
Footscray	2005	696
Footscray	2010	1119
Footscray	2015	954
Footscray	2016	67
Footscray		123
Maribyrnong	1991	558
Maribyrnong	1995	167
Maribyrnong	2000	174
Maribyrnong	2005	243
Maribyrnong	2010	379
Maribyrnong	2015	467
Maribyrnong	2016	36
Maribyrnong		46
Seddon - Kingsville	1991	206
Seddon - Kingsville	1995	41
Seddon - Kingsville	2000	53
Seddon - Kingsville	2005	53
Seddon - Kingsville	2010	124
Seddon - Kingsville	2015	115
Seddon - Kingsville	2016	10
Seddon - Kingsville		16
West Footscray - Tottenham	1991	783
West Footscray - Tottenham	1995	172
West Footscray - Tottenham	2000	167
West Footscray - Tottenham	2005	218
West Footscray - Tottenham	2010	535
West Footscray - Tottenham	2015	347
West Footscray - Tottenham	2016	27
West Footscray - Tottenham		54
Yarraville	1991	511
Yarraville	1995	89
Yarraville	2000	133
Yarraville	2005	170
Yarraville	2010	319
Yarraville	2015	332
Yarraville	2016	33
Yarraville		45
Bacchus Marsh	1991	384
Bacchus Marsh	1995	30
Bacchus Marsh	2000	56
Bacchus Marsh	2005	75
Bacchus Marsh	2010	184
Bacchus Marsh	2015	108
Bacchus Marsh	2016	3
Bacchus Marsh		20
Hillside	1991	154
Hillside	1995	39
Hillside	2000	54
Hillside	2005	49
Hillside	2010	79
Hillside	2015	77
Hillside	2016	7
Hillside		12
Melton	1991	583
Melton	1995	82
Melton	2000	129
Melton	2005	147
Melton	2010	266
Melton	2015	190
Melton	2016	4
Melton		34
Melton South	1991	236
Melton South	1995	47
Melton South	2000	63
Melton South	2005	109
Melton South	2010	188
Melton South	2015	109
Melton South	2016	5
Melton South		5
Melton West	1991	231
Melton West	1995	51
Melton West	2000	65
Melton West	2005	92
Melton West	2010	162
Melton West	2015	88
Melton West	2016	4
Melton West		10
Rockbank - Mount Cottrell	1991	642
Rockbank - Mount Cottrell	1995	127
Rockbank - Mount Cottrell	2000	171
Rockbank - Mount Cottrell	2005	256
Rockbank - Mount Cottrell	2010	448
Rockbank - Mount Cottrell	2015	350
Rockbank - Mount Cottrell	2016	19
Rockbank - Mount Cottrell		37
Taylors Hill	1991	170
Taylors Hill	1995	49
Taylors Hill	2000	81
Taylors Hill	2005	111
Taylors Hill	2010	143
Taylors Hill	2015	87
Taylors Hill	2016	4
Taylors Hill		14
Burnside	1991	81
Burnside	1995	33
Burnside	2000	35
Burnside	2005	52
Burnside	2010	49
Burnside	2015	32
Burnside	2016	4
Burnside		3
Burnside Heights	1991	27
Burnside Heights	1995	7
Burnside Heights	2000	21
Burnside Heights	2005	40
Burnside Heights	2010	60
Burnside Heights	2015	24
Burnside Heights		3
Caroline Springs	1991	313
Caroline Springs	1995	92
Caroline Springs	2000	111
Caroline Springs	2005	146
Caroline Springs	2010	236
Caroline Springs	2015	187
Caroline Springs	2016	15
Caroline Springs		29
Hoppers Crossing - North	1991	660
Hoppers Crossing - North	1995	151
Hoppers Crossing - North	2000	213
Hoppers Crossing - North	2005	292
Hoppers Crossing - North	2010	696
Hoppers Crossing - North	2015	416
Hoppers Crossing - North	2016	26
Hoppers Crossing - North		48
Hoppers Crossing - South	1991	346
Hoppers Crossing - South	1995	89
Hoppers Crossing - South	2000	149
Hoppers Crossing - South	2005	207
Hoppers Crossing - South	2010	433
Hoppers Crossing - South	2015	270
Hoppers Crossing - South	2016	32
Hoppers Crossing - South		31
Laverton	1991	2619
Laverton	1995	688
Laverton	2000	673
Laverton	2005	914
Laverton	2010	1782
Laverton	2015	1287
Laverton	2016	68
Laverton		149
Tarneit	1991	276
Tarneit	1995	82
Tarneit	2000	155
Tarneit	2005	327
Tarneit	2010	647
Tarneit	2015	337
Tarneit	2016	17
Tarneit		30
Truganina	1991	729
Truganina	1995	277
Truganina	2000	307
Truganina	2005	499
Truganina	2010	1061
Truganina	2015	693
Truganina	2016	33
Truganina		72
Werribee - South	1991	890
Werribee - South	1995	161
Werribee - South	2000	236
Werribee - South	2005	393
Werribee - South	2010	760
Werribee - South	2015	503
Werribee - South	2016	18
Werribee - South		56
Wyndham Vale	1991	149
Wyndham Vale	1995	32
Wyndham Vale	2000	52
Wyndham Vale	2005	112
Wyndham Vale	2010	225
Wyndham Vale	2015	111
Wyndham Vale	2016	8
Wyndham Vale		15
Point Cook - East	1991	119
Point Cook - East	1995	26
Point Cook - East	2000	44
Point Cook - East	2005	96
Point Cook - East	2010	143
Point Cook - East	2015	133
Point Cook - East	2016	9
Point Cook - East		12
Point Cook - North	1991	323
Point Cook - North	1995	102
Point Cook - North	2000	191
Point Cook - North	2005	401
Point Cook - North	2010	603
Point Cook - North	2015	476
Point Cook - North	2016	26
Point Cook - North		17
Point Cook - South	1991	64
Point Cook - South	1995	29
Point Cook - South	2000	50
Point Cook - South	2005	121
Point Cook - South	2010	204
Point Cook - South	2015	163
Point Cook - South	2016	3
Point Cook - South		12
Werribee - East	1991	241
Werribee - East	1995	58
Werribee - East	2000	67
Werribee - East	2005	98
Werribee - East	2010	203
Werribee - East	2015	125
Werribee - East	2016	16
Werribee - East		17
Werribee - West	1991	94
Werribee - West	1995	13
Werribee - West	2000	18
Werribee - West	2005	29
Werribee - West	2010	84
Werribee - West	2015	43
Werribee - West		4
Carrum Downs	1991	1160
Carrum Downs	1995	195
Carrum Downs	2000	248
Carrum Downs	2005	306
Carrum Downs	2010	583
Carrum Downs	2015	417
Carrum Downs	2016	11
Carrum Downs		62
Frankston	1991	1563
Frankston	1995	270
Frankston	2000	360
Frankston	2005	533
Frankston	2010	879
Frankston	2015	554
Frankston	2016	27
Frankston		73
Frankston North	1991	378
Frankston North	1995	70
Frankston North	2000	81
Frankston North	2005	134
Frankston North	2010	203
Frankston North	2015	152
Frankston North	2016	12
Frankston North		31
Frankston South	1991	282
Frankston South	1995	36
Frankston South	2000	66
Frankston South	2005	65
Frankston South	2010	111
Frankston South	2015	87
Frankston South	2016	4
Frankston South		10
Langwarrin	1991	382
Langwarrin	1995	37
Langwarrin	2000	57
Langwarrin	2005	74
Langwarrin	2010	126
Langwarrin	2015	72
Langwarrin		13
Seaford (Vic.)	1991	640
Seaford (Vic.)	1995	90
Seaford (Vic.)	2000	120
Seaford (Vic.)	2005	128
Seaford (Vic.)	2010	206
Seaford (Vic.)	2015	173
Seaford (Vic.)	2016	11
Seaford (Vic.)		28
Skye - Sandhurst	1991	123
Skye - Sandhurst	1995	29
Skye - Sandhurst	2000	32
Skye - Sandhurst	2005	35
Skye - Sandhurst	2010	66
Skye - Sandhurst	2015	40
Skye - Sandhurst		9
Dromana	1991	238
Dromana	1995	21
Dromana	2000	39
Dromana	2005	40
Dromana	2010	77
Dromana	2015	56
Dromana	2016	3
Dromana		14
Flinders	1991	206
Flinders	1995	27
Flinders	2000	52
Flinders	2005	48
Flinders	2010	62
Flinders	2015	72
Flinders	2016	3
Flinders		12
Hastings - Somers	1991	627
Hastings - Somers	1995	64
Hastings - Somers	2000	92
Hastings - Somers	2005	97
Hastings - Somers	2010	192
Hastings - Somers	2015	98
Hastings - Somers	2016	7
Hastings - Somers		36
Mornington	1991	1135
Mornington	1995	132
Mornington	2000	201
Mornington	2005	318
Mornington	2010	409
Mornington	2015	331
Mornington	2016	18
Mornington		69
Mount Eliza	1991	458
Mount Eliza	1995	50
Mount Eliza	2000	125
Mount Eliza	2005	122
Mount Eliza	2010	153
Mount Eliza	2015	82
Mount Eliza	2016	4
Mount Eliza		20
Mount Martha	1991	275
Mount Martha	1995	29
Mount Martha	2000	43
Mount Martha	2005	67
Mount Martha	2010	108
Mount Martha	2015	61
Mount Martha	2016	3
Mount Martha		7
Point Nepean	1991	308
Point Nepean	1995	27
Point Nepean	2000	51
Point Nepean	2005	44
Point Nepean	2010	86
Point Nepean	2015	65
Point Nepean	2016	9
Point Nepean		22
Rosebud - McCrae	1991	504
Rosebud - McCrae	1995	63
Rosebud - McCrae	2000	57
Rosebud - McCrae	2005	95
Rosebud - McCrae	2010	175
Rosebud - McCrae	2015	120
Rosebud - McCrae	2016	3
Rosebud - McCrae		31
Somerville	1991	604
Somerville	1995	101
Somerville	2000	132
Somerville	2005	169
Somerville	2010	261
Somerville	2015	212
Somerville	2016	7
Somerville		41
Ararat	1991	119
Ararat	1995	10
Ararat	2000	22
Ararat	2005	35
Ararat	2010	89
Ararat	2015	61
Ararat	2016	10
Ararat		19
Ararat Region	1991	18
Ararat Region	1995	5
Ararat Region	2000	7
Ararat Region	2005	5
Ararat Region	2010	10
Ararat Region	2015	13
Ararat Region		4
Horsham	1991	176
Horsham	1995	15
Horsham	2000	25
Horsham	2005	60
Horsham	2010	152
Horsham	2015	76
Horsham	2016	3
Horsham		14
Horsham Region	1991	26
Horsham Region	2005	3
Horsham Region	2010	24
Horsham Region	2015	15
Nhill Region	1991	66
Nhill Region	1995	11
Nhill Region	2000	13
Nhill Region	2005	29
Nhill Region	2010	93
Nhill Region	2015	45
St Arnaud	1991	33
St Arnaud	1995	8
St Arnaud	2000	4
St Arnaud	2005	5
St Arnaud	2010	10
St Arnaud	2015	4
St Arnaud		4
Stawell	1991	115
Stawell	1995	17
Stawell	2000	19
Stawell	2005	27
Stawell	2010	57
Stawell	2015	108
Stawell	2016	5
Stawell		10
West Wimmera	1991	35
West Wimmera	1995	3
West Wimmera	2000	7
West Wimmera	2005	8
West Wimmera	2010	4
West Wimmera	2015	5
West Wimmera		3
Yarriambiack	1991	52
Yarriambiack	1995	3
Yarriambiack	2000	3
Yarriambiack	2005	3
Yarriambiack	2010	31
Yarriambiack	2015	30
Yarriambiack	2016	3
Yarriambiack		3
Irymple	1991	73
Irymple	1995	11
Irymple	2000	14
Irymple	2005	11
Irymple	2010	31
Irymple	2015	22
Irymple		7
Merbein	1991	58
Merbein	1995	7
Merbein	2000	8
Merbein	2005	9
Merbein	2010	20
Merbein	2015	20
Merbein		3
Mildura Region	1991	63
Mildura Region	1995	3
Mildura Region	2000	17
Mildura Region	2005	16
Mildura Region	2010	37
Mildura Region	2015	74
Mildura Region	2016	15
Mildura Region		50
Red Cliffs	1991	50
Red Cliffs	1995	4
Red Cliffs	2000	12
Red Cliffs	2005	36
Red Cliffs	2010	28
Red Cliffs	2015	36
Red Cliffs	2016	27
Red Cliffs		26
Mildura - North	1991	344
Mildura - North	1995	47
Mildura - North	2000	86
Mildura - North	2005	89
Mildura - North	2010	224
Mildura - North	2015	243
Mildura - North	2016	24
Mildura - North		34
Mildura - South	1991	120
Mildura - South	1995	16
Mildura - South	2000	34
Mildura - South	2005	32
Mildura - South	2010	68
Mildura - South	2015	57
Mildura - South	2016	3
Mildura - South		5
Buloke	1991	56
Buloke	1995	6
Buloke	2000	10
Buloke	2005	12
Buloke	2010	30
Buloke	2015	28
Buloke		8
Gannawarra	1991	35
Gannawarra	1995	8
Gannawarra	2000	11
Gannawarra	2005	8
Gannawarra	2010	19
Gannawarra	2015	13
Gannawarra		3
Kerang	1991	49
Kerang	1995	3
Kerang	2000	18
Kerang	2005	3
Kerang	2010	22
Kerang	2015	16
Kerang		5
Robinvale	1991	69
Robinvale	1995	16
Robinvale	2000	28
Robinvale	2005	22
Robinvale	2010	46
Robinvale	2015	61
Robinvale	2016	16
Robinvale		24
Swan Hill	1991	107
Swan Hill	1995	17
Swan Hill	2000	39
Swan Hill	2005	58
Swan Hill	2010	139
Swan Hill	2015	145
Swan Hill	2016	6
Swan Hill		13
Swan Hill Region	1991	69
Swan Hill Region	1995	18
Swan Hill Region	2000	20
Swan Hill Region	2005	32
Swan Hill Region	2010	69
Swan Hill Region	2015	88
Swan Hill Region	2016	24
Swan Hill Region		20
Echuca	1991	211
Echuca	1995	28
Echuca	2000	43
Echuca	2005	46
Echuca	2010	92
Echuca	2015	101
Echuca	2016	3
Echuca		29
Kyabram	1991	118
Kyabram	1995	10
Kyabram	2000	30
Kyabram	2005	30
Kyabram	2010	67
Kyabram	2015	82
Kyabram	2016	10
Kyabram		14
Lockington - Gunbower	1991	18
Lockington - Gunbower	1995	3
Lockington - Gunbower	2000	3
Lockington - Gunbower	2005	7
Lockington - Gunbower	2010	11
Lockington - Gunbower	2015	12
Rochester	1991	40
Rochester	1995	4
Rochester	2000	6
Rochester	2005	14
Rochester	2010	19
Rochester	2015	16
Rochester	2016	3
Rochester		10
Rushworth	1991	53
Rushworth	1995	8
Rushworth	2000	5
Rushworth	2005	8
Rushworth	2010	10
Rushworth	2015	13
Rushworth		5
Cobram	1991	133
Cobram	1995	10
Cobram	2000	28
Cobram	2005	38
Cobram	2010	77
Cobram	2015	88
Cobram	2016	10
Cobram		18
Moira	1991	25
Moira	2000	3
Moira	2005	8
Moira	2010	10
Moira	2015	12
Moira	2016	5
Moira		3
Numurkah	1991	128
Numurkah	1995	19
Numurkah	2000	50
Numurkah	2005	47
Numurkah	2010	131
Numurkah	2015	104
Numurkah	2016	18
Numurkah		9
Yarrawonga	1991	70
Yarrawonga	1995	3
Yarrawonga	2000	4
Yarrawonga	2005	15
Yarrawonga	2010	32
Yarrawonga	2015	26
Yarrawonga	2016	4
Yarrawonga		7
Mooroopna	1991	54
Mooroopna	1995	6
Mooroopna	2000	7
Mooroopna	2005	26
Mooroopna	2010	34
Mooroopna	2015	35
Mooroopna	2016	4
Mooroopna		10
Shepparton - North	1991	472
Shepparton - North	1995	99
Shepparton - North	2000	128
Shepparton - North	2005	198
Shepparton - North	2010	463
Shepparton - North	2015	354
Shepparton - North	2016	24
Shepparton - North		50
Shepparton - South	1991	253
Shepparton - South	1995	49
Shepparton - South	2000	74
Shepparton - South	2005	124
Shepparton - South	2010	313
Shepparton - South	2015	186
Shepparton - South	2016	12
Shepparton - South		27
Shepparton Region - East	1991	48
Shepparton Region - East	1995	4
Shepparton Region - East	2000	10
Shepparton Region - East	2005	18
Shepparton Region - East	2010	26
Shepparton Region - East	2015	30
Shepparton Region - East	2016	3
Shepparton Region - East		9
Shepparton Region - West	1991	190
Shepparton Region - West	1995	30
Shepparton Region - West	2000	51
Shepparton Region - West	2005	69
Shepparton Region - West	2010	144
Shepparton Region - West	2015	180
Shepparton Region - West	2016	12
Shepparton Region - West		32
Glenelg (Vic.)	1991	77
Glenelg (Vic.)	1995	9
Glenelg (Vic.)	2000	16
Glenelg (Vic.)	2005	21
Glenelg (Vic.)	2010	41
Glenelg (Vic.)	2015	21
Glenelg (Vic.)		3
Hamilton (Vic.)	1991	157
Hamilton (Vic.)	1995	25
Hamilton (Vic.)	2000	18
Hamilton (Vic.)	2005	44
Hamilton (Vic.)	2010	87
Hamilton (Vic.)	2015	74
Hamilton (Vic.)	2016	6
Hamilton (Vic.)		14
Portland	1991	213
Portland	1995	18
Portland	2000	40
Portland	2005	35
Portland	2010	53
Portland	2015	48
Portland	2016	9
Portland		11
Southern Grampians	1991	61
Southern Grampians	1995	6
Southern Grampians	2000	12
Southern Grampians	2005	6
Southern Grampians	2010	21
Southern Grampians	2015	26
Southern Grampians		3
Camperdown	1991	28
Camperdown	1995	8
Camperdown	2000	8
Camperdown	2005	15
Camperdown	2010	14
Camperdown	2015	3
Colac	1991	183
Colac	1995	16
Colac	2000	39
Colac	2005	74
Colac	2010	123
Colac	2015	123
Colac	2016	3
Colac		21
Colac Region	1991	45
Colac Region	1995	8
Colac Region	2000	4
Colac Region	2005	8
Colac Region	2010	12
Colac Region	2015	11
Colac Region		3
Corangamite - North	1991	47
Corangamite - North	1995	4
Corangamite - North	2000	22
Corangamite - North	2005	19
Corangamite - North	2010	19
Corangamite - North	2015	20
Corangamite - North	2016	3
Corangamite - North		7
Corangamite - South	1991	95
Corangamite - South	1995	6
Corangamite - South	2000	45
Corangamite - South	2005	51
Corangamite - South	2010	45
Corangamite - South	2015	47
Corangamite - South	2016	4
Corangamite - South		12
Otway	1991	101
Otway	1995	10
Otway	2000	12
Otway	2005	15
Otway	2010	28
Otway	2015	44
Otway	2016	12
Otway		5
Moyne - East	1991	39
Moyne - East	1995	9
Moyne - East	2000	26
Moyne - East	2005	30
Moyne - East	2010	17
Moyne - East	2015	41
Moyne - East	2016	5
Moyne - East		10
Moyne - West	1991	104
Moyne - West	1995	11
Moyne - West	2000	34
Moyne - West	2005	37
Moyne - West	2010	67
Moyne - West	2015	59
Moyne - West	2016	7
Moyne - West		7
Warrnambool - North	1991	133
Warrnambool - North	1995	18
Warrnambool - North	2000	39
Warrnambool - North	2005	43
Warrnambool - North	2010	64
Warrnambool - North	2015	52
Warrnambool - North	2016	3
Warrnambool - North		7
Warrnambool - South	1991	311
Warrnambool - South	1995	51
Warrnambool - South	2000	86
Warrnambool - South	2005	113
Warrnambool - South	2010	217
Warrnambool - South	2015	289
Warrnambool - South	2016	83
Warrnambool - South		79
Migratory - Offshore - Shipping (Vic.)	1991	12
No usual address (Vic.)	1991	11133
No usual address (Vic.)	1995	1948
No usual address (Vic.)	2000	2567
No usual address (Vic.)	2005	2847
No usual address (Vic.)	2010	4861
No usual address (Vic.)	2015	4373
No usual address (Vic.)	2016	457
No usual address (Vic.)		950
Alexandra Hills	1991	249
Alexandra Hills	1995	33
Alexandra Hills	2000	69
Alexandra Hills	2005	97
Alexandra Hills	2010	111
Alexandra Hills	2015	55
Alexandra Hills	2016	9
Alexandra Hills		7
Belmont - Gumdale	1991	167
Belmont - Gumdale	1995	23
Belmont - Gumdale	2000	43
Belmont - Gumdale	2005	46
Belmont - Gumdale	2010	75
Belmont - Gumdale	2015	61
Belmont - Gumdale	2016	3
Belmont - Gumdale		13
Birkdale	1991	202
Birkdale	1995	39
Birkdale	2000	59
Birkdale	2005	71
