SA2_NAME16	Age	workers
Corowa Region	45-49	309
Corowa Region	50-54	310
Corowa Region	55-59	314
Corowa Region	60-64	233
Corowa Region	65-69	111
Corowa Region	70-74	68
Corowa Region	75+	47
Deniliquin	15-19	193
Deniliquin	20-24	261
Deniliquin	25-29	267
Deniliquin	30-34	267
Deniliquin	35-39	258
Deniliquin	40-44	381
Deniliquin	45-49	321
Deniliquin	50-54	374
Deniliquin	55-59	386
Deniliquin	60-64	289
Deniliquin	65-69	132
Deniliquin	70-74	47
Deniliquin	75+	31
Deniliquin Region	15-19	127
Deniliquin Region	20-24	193
Deniliquin Region	25-29	177
Deniliquin Region	30-34	185
Deniliquin Region	35-39	193
Deniliquin Region	40-44	229
Deniliquin Region	45-49	300
Deniliquin Region	50-54	340
Deniliquin Region	55-59	397
Deniliquin Region	60-64	305
Deniliquin Region	65-69	148
Deniliquin Region	70-74	95
Deniliquin Region	75+	77
Moama	15-19	129
Moama	20-24	162
Moama	25-29	156
Moama	30-34	182
Moama	35-39	145
Moama	40-44	184
Moama	45-49	223
Moama	50-54	180
Moama	55-59	191
Moama	60-64	125
Moama	65-69	59
Moama	70-74	29
Moama	75+	19
Tocumwal - Finley - Jerilderie	15-19	171
Tocumwal - Finley - Jerilderie	20-24	205
Tocumwal - Finley - Jerilderie	25-29	268
Tocumwal - Finley - Jerilderie	30-34	232
Tocumwal - Finley - Jerilderie	35-39	257
Tocumwal - Finley - Jerilderie	40-44	294
Tocumwal - Finley - Jerilderie	45-49	332
Tocumwal - Finley - Jerilderie	50-54	354
Tocumwal - Finley - Jerilderie	55-59	422
Tocumwal - Finley - Jerilderie	60-64	368
Tocumwal - Finley - Jerilderie	65-69	186
Tocumwal - Finley - Jerilderie	70-74	85
Tocumwal - Finley - Jerilderie	75+	66
Armidale	15-19	794
Armidale	20-24	1185
Armidale	25-29	1024
Armidale	30-34	996
Armidale	35-39	919
Armidale	40-44	1098
Armidale	45-49	1175
Armidale	50-54	1276
Armidale	55-59	1189
Armidale	60-64	776
Armidale	65-69	318
Armidale	70-74	138
Armidale	75+	64
Armidale Region - North	15-19	91
Armidale Region - North	20-24	144
Armidale Region - North	25-29	175
Armidale Region - North	30-34	180
Armidale Region - North	35-39	156
Armidale Region - North	40-44	185
Armidale Region - North	45-49	188
Armidale Region - North	50-54	207
Armidale Region - North	55-59	161
Armidale Region - North	60-64	143
Armidale Region - North	65-69	119
Armidale Region - North	70-74	78
Armidale Region - North	75+	64
Armidale Region - South	15-19	53
Armidale Region - South	20-24	86
Armidale Region - South	25-29	75
Armidale Region - South	30-34	101
Armidale Region - South	35-39	113
Armidale Region - South	40-44	112
Armidale Region - South	45-49	142
Armidale Region - South	50-54	168
Armidale Region - South	55-59	156
Armidale Region - South	60-64	139
Armidale Region - South	65-69	90
Armidale Region - South	70-74	52
Armidale Region - South	75+	57
Walcha	15-19	57
Walcha	20-24	88
Walcha	25-29	79
Walcha	30-34	88
Walcha	35-39	108
Walcha	40-44	128
Walcha	45-49	147
Walcha	50-54	179
Walcha	55-59	165
Walcha	60-64	143
Walcha	65-69	118
Walcha	70-74	64
Walcha	75+	44
Glen Innes	15-19	183
Glen Innes	20-24	219
Glen Innes	25-29	204
Glen Innes	30-34	219
Glen Innes	35-39	268
Glen Innes	40-44	281
Glen Innes	45-49	336
Glen Innes	50-54	339
Glen Innes	55-59	396
Glen Innes	60-64	261
Glen Innes	65-69	170
Glen Innes	70-74	108
Glen Innes	75+	78
Inverell	15-19	375
Inverell	20-24	484
Inverell	25-29	465
Inverell	30-34	488
Inverell	35-39	466
Inverell	40-44	561
Inverell	45-49	618
Inverell	50-54	624
Inverell	55-59	587
Inverell	60-64	360
Inverell	65-69	176
Inverell	70-74	74
Inverell	75+	68
Inverell Region - East	15-19	32
Inverell Region - East	20-24	53
Inverell Region - East	25-29	51
Inverell Region - East	30-34	62
Inverell Region - East	35-39	92
Inverell Region - East	40-44	92
Inverell Region - East	45-49	109
Inverell Region - East	50-54	108
Inverell Region - East	55-59	144
Inverell Region - East	60-64	118
Inverell Region - East	65-69	69
Inverell Region - East	70-74	50
Inverell Region - East	75+	55
Inverell Region - West	15-19	69
Inverell Region - West	20-24	95
Inverell Region - West	25-29	119
Inverell Region - West	30-34	115
Inverell Region - West	35-39	147
Inverell Region - West	40-44	161
Inverell Region - West	45-49	209
Inverell Region - West	50-54	233
Inverell Region - West	55-59	192
Inverell Region - West	60-64	154
Inverell Region - West	65-69	120
Inverell Region - West	70-74	81
Inverell Region - West	75+	60
Tenterfield	15-19	95
Tenterfield	20-24	105
Tenterfield	25-29	136
Tenterfield	30-34	123
Tenterfield	35-39	153
Tenterfield	40-44	223
Tenterfield	45-49	221
Tenterfield	50-54	225
Tenterfield	55-59	299
Tenterfield	60-64	272
Tenterfield	65-69	136
Tenterfield	70-74	85
Tenterfield	75+	63
Moree	15-19	199
Moree	20-24	327
Moree	25-29	402
Moree	30-34	371
Moree	35-39	381
Moree	40-44	392
Moree	45-49	391
Moree	50-54	405
Moree	55-59	392
Moree	60-64	255
Moree	65-69	129
Moree	70-74	48
Moree	75+	22
Moree Region	15-19	63
Moree Region	20-24	164
Moree Region	25-29	181
Moree Region	30-34	195
Moree Region	35-39	181
Moree Region	40-44	216
Moree Region	45-49	261
Moree Region	50-54	255
Moree Region	55-59	245
Moree Region	60-64	202
Moree Region	65-69	122
Moree Region	70-74	71
Moree Region	75+	62
Narrabri	15-19	235
Narrabri	20-24	230
Narrabri	25-29	317
Narrabri	30-34	297
Narrabri	35-39	277
Narrabri	40-44	322
Narrabri	45-49	312
Narrabri	50-54	362
Narrabri	55-59	342
Narrabri	60-64	244
Narrabri	65-69	106
Narrabri	70-74	34
Narrabri	75+	18
Narrabri Region	15-19	64
Narrabri Region	20-24	119
Narrabri Region	25-29	185
Narrabri Region	30-34	194
Narrabri Region	35-39	204
Narrabri Region	40-44	204
Narrabri Region	45-49	175
Narrabri Region	50-54	249
Narrabri Region	55-59	224
Narrabri Region	60-64	168
Narrabri Region	65-69	122
Narrabri Region	70-74	54
Narrabri Region	75+	51
Gunnedah	15-19	294
Gunnedah	20-24	348
Gunnedah	25-29	372
Gunnedah	30-34	396
Gunnedah	35-39	378
Gunnedah	40-44	390
Gunnedah	45-49	400
Gunnedah	50-54	389
Gunnedah	55-59	404
Gunnedah	60-64	307
Gunnedah	65-69	111
Gunnedah	70-74	36
Gunnedah	75+	19
Gunnedah Region	15-19	58
Gunnedah Region	20-24	150
Gunnedah Region	25-29	223
Gunnedah Region	30-34	247
Gunnedah Region	35-39	249
Gunnedah Region	40-44	228
Gunnedah Region	45-49	239
Gunnedah Region	50-54	241
Gunnedah Region	55-59	232
Gunnedah Region	60-64	156
Gunnedah Region	65-69	86
Gunnedah Region	70-74	51
Gunnedah Region	75+	58
Quirindi	15-19	95
Quirindi	20-24	144
Quirindi	25-29	202
Quirindi	30-34	236
Quirindi	35-39	225
Quirindi	40-44	270
Quirindi	45-49	311
Quirindi	50-54	335
Quirindi	55-59	306
Quirindi	60-64	264
Quirindi	65-69	140
Quirindi	70-74	76
Quirindi	75+	63
Tamworth - East	15-19	451
Tamworth - East	20-24	523
Tamworth - East	25-29	693
Tamworth - East	30-34	601
Tamworth - East	35-39	569
Tamworth - East	40-44	599
Tamworth - East	45-49	644
Tamworth - East	50-54	633
Tamworth - East	55-59	612
Tamworth - East	60-64	414
Tamworth - East	65-69	165
Tamworth - East	70-74	60
Tamworth - East	75+	38
Tamworth - North	15-19	741
Tamworth - North	20-24	834
Tamworth - North	25-29	1019
Tamworth - North	30-34	1030
Tamworth - North	35-39	950
Tamworth - North	40-44	1051
Tamworth - North	45-49	1114
Tamworth - North	50-54	1050
Tamworth - North	55-59	965
Tamworth - North	60-64	697
Tamworth - North	65-69	305
Tamworth - North	70-74	107
Tamworth - North	75+	50
Tamworth - West	15-19	274
Tamworth - West	20-24	546
Tamworth - West	25-29	623
Tamworth - West	30-34	611
Tamworth - West	35-39	570
Tamworth - West	40-44	571
Tamworth - West	45-49	614
Tamworth - West	50-54	608
Tamworth - West	55-59	546
Tamworth - West	60-64	351
Tamworth - West	65-69	133
Tamworth - West	70-74	62
Tamworth - West	75+	25
Tamworth Region	15-19	151
Tamworth Region	20-24	191
Tamworth Region	25-29	209
Tamworth Region	30-34	300
Tamworth Region	35-39	252
Tamworth Region	40-44	383
Tamworth Region	45-49	382
Tamworth Region	50-54	440
Tamworth Region	55-59	428
Tamworth Region	60-64	384
Tamworth Region	65-69	244
Tamworth Region	70-74	128
Tamworth Region	75+	115
Belmont - Bennetts Green	15-19	508
Belmont - Bennetts Green	20-24	632
Belmont - Bennetts Green	25-29	473
Belmont - Bennetts Green	30-34	537
Belmont - Bennetts Green	35-39	519
Belmont - Bennetts Green	40-44	630
Belmont - Bennetts Green	45-49	673
Belmont - Bennetts Green	50-54	664
Belmont - Bennetts Green	55-59	585
Belmont - Bennetts Green	60-64	366
Belmont - Bennetts Green	65-69	123
Belmont - Bennetts Green	70-74	51
Belmont - Bennetts Green	75+	23
Belmont South - Blacksmiths	15-19	40
Belmont South - Blacksmiths	20-24	51
Belmont South - Blacksmiths	25-29	38
Belmont South - Blacksmiths	30-34	35
Belmont South - Blacksmiths	35-39	39
Belmont South - Blacksmiths	40-44	52
Belmont South - Blacksmiths	45-49	65
Belmont South - Blacksmiths	50-54	67
Belmont South - Blacksmiths	55-59	63
Belmont South - Blacksmiths	60-64	43
Belmont South - Blacksmiths	65-69	28
Belmont South - Blacksmiths	70-74	3
Belmont South - Blacksmiths	75+	3
Charlestown - Dudley	15-19	1042
Charlestown - Dudley	20-24	1671
Charlestown - Dudley	25-29	1476
Charlestown - Dudley	30-34	1343
Charlestown - Dudley	35-39	1176
Charlestown - Dudley	40-44	1246
Charlestown - Dudley	45-49	1212
Charlestown - Dudley	50-54	1083
Charlestown - Dudley	55-59	907
Charlestown - Dudley	60-64	600
Charlestown - Dudley	65-69	188
Charlestown - Dudley	70-74	68
Charlestown - Dudley	75+	37
Glendale - Cardiff - Hillsborough	15-19	848
Glendale - Cardiff - Hillsborough	20-24	1185
Glendale - Cardiff - Hillsborough	25-29	1085
Glendale - Cardiff - Hillsborough	30-34	1045
Glendale - Cardiff - Hillsborough	35-39	977
Glendale - Cardiff - Hillsborough	40-44	1079
Glendale - Cardiff - Hillsborough	45-49	1093
Glendale - Cardiff - Hillsborough	50-54	1063
Glendale - Cardiff - Hillsborough	55-59	920
Glendale - Cardiff - Hillsborough	60-64	601
Glendale - Cardiff - Hillsborough	65-69	235
Glendale - Cardiff - Hillsborough	70-74	74
Glendale - Cardiff - Hillsborough	75+	35
Mount Hutton - Windale	15-19	147
Mount Hutton - Windale	20-24	192
Mount Hutton - Windale	25-29	135
Mount Hutton - Windale	30-34	160
Mount Hutton - Windale	35-39	128
Mount Hutton - Windale	40-44	142
Mount Hutton - Windale	45-49	151
Mount Hutton - Windale	50-54	162
Mount Hutton - Windale	55-59	123
Mount Hutton - Windale	60-64	101
Mount Hutton - Windale	65-69	33
Mount Hutton - Windale	70-74	6
Mount Hutton - Windale	75+	7
Redhead	15-19	54
Redhead	20-24	90
Redhead	25-29	96
Redhead	30-34	94
Redhead	35-39	93
Redhead	40-44	97
Redhead	45-49	107
Redhead	50-54	114
Redhead	55-59	92
Redhead	60-64	51
Redhead	65-69	20
Redhead	70-74	10
Swansea - Caves Beach	15-19	198
Swansea - Caves Beach	20-24	143
Swansea - Caves Beach	25-29	149
Swansea - Caves Beach	30-34	167
Swansea - Caves Beach	35-39	168
Swansea - Caves Beach	40-44	185
Swansea - Caves Beach	45-49	230
Swansea - Caves Beach	50-54	176
Swansea - Caves Beach	55-59	181
Swansea - Caves Beach	60-64	92
Swansea - Caves Beach	65-69	52
Swansea - Caves Beach	70-74	26
Swansea - Caves Beach	75+	10
Valentine - Eleebana	15-19	49
Valentine - Eleebana	20-24	79
Valentine - Eleebana	25-29	76
Valentine - Eleebana	30-34	75
Valentine - Eleebana	35-39	114
Valentine - Eleebana	40-44	141
Valentine - Eleebana	45-49	137
Valentine - Eleebana	50-54	127
Valentine - Eleebana	55-59	120
Valentine - Eleebana	60-64	96
Valentine - Eleebana	65-69	58
Valentine - Eleebana	70-74	17
Valentine - Eleebana	75+	4
Warners Bay - Boolaroo	15-19	591
Warners Bay - Boolaroo	20-24	707
Warners Bay - Boolaroo	25-29	578
Warners Bay - Boolaroo	30-34	621
Warners Bay - Boolaroo	35-39	592
Warners Bay - Boolaroo	40-44	674
Warners Bay - Boolaroo	45-49	688
Warners Bay - Boolaroo	50-54	625
Warners Bay - Boolaroo	55-59	571
Warners Bay - Boolaroo	60-64	346
Warners Bay - Boolaroo	65-69	139
Warners Bay - Boolaroo	70-74	59
Warners Bay - Boolaroo	75+	24
Bolton Point - Teralba	15-19	49
Bolton Point - Teralba	20-24	124
Bolton Point - Teralba	25-29	153
Bolton Point - Teralba	30-34	172
Bolton Point - Teralba	35-39	182
Bolton Point - Teralba	40-44	204
Bolton Point - Teralba	45-49	205
Bolton Point - Teralba	50-54	240
Bolton Point - Teralba	55-59	233
Bolton Point - Teralba	60-64	140
Bolton Point - Teralba	65-69	62
Bolton Point - Teralba	70-74	19
Bolton Point - Teralba	75+	8
Bonnells Bay - Silverwater	15-19	51
Bonnells Bay - Silverwater	20-24	71
Bonnells Bay - Silverwater	25-29	67
Bonnells Bay - Silverwater	30-34	73
Bonnells Bay - Silverwater	35-39	74
Bonnells Bay - Silverwater	40-44	98
Bonnells Bay - Silverwater	45-49	90
Bonnells Bay - Silverwater	50-54	90
Bonnells Bay - Silverwater	55-59	89
Bonnells Bay - Silverwater	60-64	62
Bonnells Bay - Silverwater	65-69	45
Bonnells Bay - Silverwater	70-74	24
Bonnells Bay - Silverwater	75+	6
Edgeworth - Cameron Park	15-19	143
Edgeworth - Cameron Park	20-24	284
Edgeworth - Cameron Park	25-29	271
Edgeworth - Cameron Park	30-34	306
Edgeworth - Cameron Park	35-39	275
Edgeworth - Cameron Park	40-44	278
Edgeworth - Cameron Park	45-49	303
Edgeworth - Cameron Park	50-54	291
Edgeworth - Cameron Park	55-59	239
Edgeworth - Cameron Park	60-64	193
Edgeworth - Cameron Park	65-69	51
Edgeworth - Cameron Park	70-74	15
Edgeworth - Cameron Park	75+	3
Morisset - Cooranbong	15-19	383
Morisset - Cooranbong	20-24	547
Morisset - Cooranbong	25-29	518
Morisset - Cooranbong	30-34	551
Morisset - Cooranbong	35-39	547
Morisset - Cooranbong	40-44	643
Morisset - Cooranbong	45-49	667
Morisset - Cooranbong	50-54	708
Morisset - Cooranbong	55-59	684
Morisset - Cooranbong	60-64	457
Morisset - Cooranbong	65-69	184
Morisset - Cooranbong	70-74	66
Morisset - Cooranbong	75+	28
Toronto - Awaba	15-19	320
Toronto - Awaba	20-24	409
Toronto - Awaba	25-29	417
Toronto - Awaba	30-34	365
Toronto - Awaba	35-39	360
Toronto - Awaba	40-44	473
Toronto - Awaba	45-49	425
Toronto - Awaba	50-54	440
Toronto - Awaba	55-59	432
Toronto - Awaba	60-64	305
Toronto - Awaba	65-69	128
Toronto - Awaba	70-74	62
Toronto - Awaba	75+	31
Wangi Wangi - Rathmines	15-19	74
Wangi Wangi - Rathmines	20-24	83
Wangi Wangi - Rathmines	25-29	124
Wangi Wangi - Rathmines	30-34	130
Wangi Wangi - Rathmines	35-39	123
Wangi Wangi - Rathmines	40-44	139
Wangi Wangi - Rathmines	45-49	111
Wangi Wangi - Rathmines	50-54	143
Wangi Wangi - Rathmines	55-59	144
Wangi Wangi - Rathmines	60-64	83
Wangi Wangi - Rathmines	65-69	54
Wangi Wangi - Rathmines	70-74	10
Wangi Wangi - Rathmines	75+	9
West Wallsend - Barnsley - Killingworth	15-19	20
West Wallsend - Barnsley - Killingworth	20-24	78
West Wallsend - Barnsley - Killingworth	25-29	96
West Wallsend - Barnsley - Killingworth	30-34	93
West Wallsend - Barnsley - Killingworth	35-39	107
West Wallsend - Barnsley - Killingworth	40-44	93
West Wallsend - Barnsley - Killingworth	45-49	108
West Wallsend - Barnsley - Killingworth	50-54	110
West Wallsend - Barnsley - Killingworth	55-59	131
West Wallsend - Barnsley - Killingworth	60-64	83
West Wallsend - Barnsley - Killingworth	65-69	34
West Wallsend - Barnsley - Killingworth	70-74	5
Adamstown - Kotara	15-19	830
Adamstown - Kotara	20-24	1115
Adamstown - Kotara	25-29	794
Adamstown - Kotara	30-34	610
Adamstown - Kotara	35-39	571
Adamstown - Kotara	40-44	635
Adamstown - Kotara	45-49	660
Adamstown - Kotara	50-54	527
Adamstown - Kotara	55-59	518
Adamstown - Kotara	60-64	305
Adamstown - Kotara	65-69	106
Adamstown - Kotara	70-74	41
Adamstown - Kotara	75+	26
Beresfield - Hexham	15-19	262
Beresfield - Hexham	20-24	681
Beresfield - Hexham	25-29	845
Beresfield - Hexham	30-34	735
Beresfield - Hexham	35-39	748
Beresfield - Hexham	40-44	836
Beresfield - Hexham	45-49	837
Beresfield - Hexham	50-54	746
Beresfield - Hexham	55-59	616
Beresfield - Hexham	60-64	327
Beresfield - Hexham	65-69	105
Beresfield - Hexham	70-74	21
Beresfield - Hexham	75+	9
Hamilton - Broadmeadow	15-19	629
Hamilton - Broadmeadow	20-24	1172
Hamilton - Broadmeadow	25-29	1277
Hamilton - Broadmeadow	30-34	1312
Hamilton - Broadmeadow	35-39	1256
Hamilton - Broadmeadow	40-44	1280
Hamilton - Broadmeadow	45-49	1373
Hamilton - Broadmeadow	50-54	1344
Hamilton - Broadmeadow	55-59	1175
Hamilton - Broadmeadow	60-64	714
Hamilton - Broadmeadow	65-69	245
Hamilton - Broadmeadow	70-74	75
Hamilton - Broadmeadow	75+	58
Lambton - New Lambton	15-19	263
Lambton - New Lambton	20-24	821
Lambton - New Lambton	25-29	1202
Lambton - New Lambton	30-34	1275
Lambton - New Lambton	35-39	1131
Lambton - New Lambton	40-44	1210
Lambton - New Lambton	45-49	1267
Lambton - New Lambton	50-54	1117
Lambton - New Lambton	55-59	1103
Lambton - New Lambton	60-64	660
Lambton - New Lambton	65-69	224
Lambton - New Lambton	70-74	80
Lambton - New Lambton	75+	39
Maryland - Fletcher - Minmi	15-19	87
Maryland - Fletcher - Minmi	20-24	155
Maryland - Fletcher - Minmi	25-29	174
Maryland - Fletcher - Minmi	30-34	162
Maryland - Fletcher - Minmi	35-39	160
Maryland - Fletcher - Minmi	40-44	170
Maryland - Fletcher - Minmi	45-49	211
Maryland - Fletcher - Minmi	50-54	176
Maryland - Fletcher - Minmi	55-59	133
Maryland - Fletcher - Minmi	60-64	75
Maryland - Fletcher - Minmi	65-69	36
Maryland - Fletcher - Minmi	70-74	11
Maryland - Fletcher - Minmi	75+	6
Mayfield - Warabrook	15-19	390
Mayfield - Warabrook	20-24	776
Mayfield - Warabrook	25-29	879
Mayfield - Warabrook	30-34	915
Mayfield - Warabrook	35-39	903
Mayfield - Warabrook	40-44	914
Mayfield - Warabrook	45-49	887
Mayfield - Warabrook	50-54	960
Mayfield - Warabrook	55-59	774
Mayfield - Warabrook	60-64	481
Mayfield - Warabrook	65-69	155
Mayfield - Warabrook	70-74	46
Mayfield - Warabrook	75+	28
Merewether - The Junction	15-19	249
Merewether - The Junction	20-24	434
Merewether - The Junction	25-29	364
Merewether - The Junction	30-34	331
Merewether - The Junction	35-39	375
Merewether - The Junction	40-44	371
Merewether - The Junction	45-49	363
Merewether - The Junction	50-54	370
Merewether - The Junction	55-59	335
Merewether - The Junction	60-64	164
Merewether - The Junction	65-69	83
Merewether - The Junction	70-74	32
Merewether - The Junction	75+	30
Newcastle - Cooks Hill	15-19	750
Newcastle - Cooks Hill	20-24	1990
Newcastle - Cooks Hill	25-29	2344
Newcastle - Cooks Hill	30-34	2397
Newcastle - Cooks Hill	35-39	2167
Newcastle - Cooks Hill	40-44	2226
Newcastle - Cooks Hill	45-49	2132
Newcastle - Cooks Hill	50-54	1992
Newcastle - Cooks Hill	55-59	1620
Newcastle - Cooks Hill	60-64	911
Newcastle - Cooks Hill	65-69	325
Newcastle - Cooks Hill	70-74	123
Newcastle - Cooks Hill	75+	48
Newcastle Port - Kooragang	15-19	45
Newcastle Port - Kooragang	20-24	167
Newcastle Port - Kooragang	25-29	344
Newcastle Port - Kooragang	30-34	416
Newcastle Port - Kooragang	35-39	472
Newcastle Port - Kooragang	40-44	535
Newcastle Port - Kooragang	45-49	596
Newcastle Port - Kooragang	50-54	605
Newcastle Port - Kooragang	55-59	555
Newcastle Port - Kooragang	60-64	254
Newcastle Port - Kooragang	65-69	76
Newcastle Port - Kooragang	70-74	24
Newcastle Port - Kooragang	75+	6
Shortland - Jesmond	15-19	354
Shortland - Jesmond	20-24	886
Shortland - Jesmond	25-29	781
Shortland - Jesmond	30-34	844
Shortland - Jesmond	35-39	768
Shortland - Jesmond	40-44	822
Shortland - Jesmond	45-49	807
Shortland - Jesmond	50-54	820
Shortland - Jesmond	55-59	757
Shortland - Jesmond	60-64	483
Shortland - Jesmond	65-69	152
Shortland - Jesmond	70-74	39
Shortland - Jesmond	75+	23
Stockton - Fullerton Cove	15-19	56
Stockton - Fullerton Cove	20-24	140
Stockton - Fullerton Cove	25-29	127
Stockton - Fullerton Cove	30-34	126
Stockton - Fullerton Cove	35-39	131
Stockton - Fullerton Cove	40-44	166
Stockton - Fullerton Cove	45-49	183
Stockton - Fullerton Cove	50-54	237
Stockton - Fullerton Cove	55-59	255
Stockton - Fullerton Cove	60-64	190
Stockton - Fullerton Cove	65-69	77
Stockton - Fullerton Cove	70-74	12
Stockton - Fullerton Cove	75+	10
Wallsend - Elermore Vale	15-19	310
Wallsend - Elermore Vale	20-24	508
Wallsend - Elermore Vale	25-29	560
Wallsend - Elermore Vale	30-34	581
Wallsend - Elermore Vale	35-39	621
Wallsend - Elermore Vale	40-44	649
Wallsend - Elermore Vale	45-49	643
Wallsend - Elermore Vale	50-54	607
Wallsend - Elermore Vale	55-59	553
Wallsend - Elermore Vale	60-64	333
Wallsend - Elermore Vale	65-69	132
Wallsend - Elermore Vale	70-74	43
Wallsend - Elermore Vale	75+	19
Waratah - North Lambton	15-19	212
Waratah - North Lambton	20-24	429
Waratah - North Lambton	25-29	469
Waratah - North Lambton	30-34	588
Waratah - North Lambton	35-39	587
Waratah - North Lambton	40-44	627
Waratah - North Lambton	45-49	661
Waratah - North Lambton	50-54	666
Waratah - North Lambton	55-59	608
Waratah - North Lambton	60-64	363
Waratah - North Lambton	65-69	129
Waratah - North Lambton	70-74	34
Waratah - North Lambton	75+	27
Wickham - Carrington - Tighes Hill	15-19	165
Wickham - Carrington - Tighes Hill	20-24	482
Wickham - Carrington - Tighes Hill	25-29	638
Wickham - Carrington - Tighes Hill	30-34	650
Wickham - Carrington - Tighes Hill	35-39	617
Wickham - Carrington - Tighes Hill	40-44	664
Wickham - Carrington - Tighes Hill	45-49	656
Wickham - Carrington - Tighes Hill	50-54	642
Wickham - Carrington - Tighes Hill	55-59	560
Wickham - Carrington - Tighes Hill	60-64	375
Wickham - Carrington - Tighes Hill	65-69	172
Wickham - Carrington - Tighes Hill	70-74	50
Wickham - Carrington - Tighes Hill	75+	16
Ballina	15-19	647
Ballina	20-24	704
Ballina	25-29	618
Ballina	30-34	741
Ballina	35-39	809
Ballina	40-44	950
Ballina	45-49	1012
Ballina	50-54	1086
Ballina	55-59	1109
Ballina	60-64	750
Ballina	65-69	319
Ballina	70-74	96
Ballina	75+	55
Ballina Region	15-19	220
Ballina Region	20-24	272
Ballina Region	25-29	285
Ballina Region	30-34	321
Ballina Region	35-39	387
Ballina Region	40-44	465
Ballina Region	45-49	539
Ballina Region	50-54	564
Ballina Region	55-59	562
Ballina Region	60-64	429
Ballina Region	65-69	235
Ballina Region	70-74	104
Ballina Region	75+	82
Bangalow	15-19	101
Bangalow	20-24	98
Bangalow	25-29	153
Bangalow	30-34	151
Bangalow	35-39	187
Bangalow	40-44	270
Bangalow	45-49	278
Bangalow	50-54	266
Bangalow	55-59	248
Bangalow	60-64	180
Bangalow	65-69	78
Bangalow	70-74	31
Bangalow	75+	29
Brunswick Heads - Ocean Shores	15-19	115
Brunswick Heads - Ocean Shores	20-24	97
Brunswick Heads - Ocean Shores	25-29	104
Brunswick Heads - Ocean Shores	30-34	127
Brunswick Heads - Ocean Shores	35-39	173
Brunswick Heads - Ocean Shores	40-44	212
Brunswick Heads - Ocean Shores	45-49	198
Brunswick Heads - Ocean Shores	50-54	190
Brunswick Heads - Ocean Shores	55-59	205
Brunswick Heads - Ocean Shores	60-64	142
Brunswick Heads - Ocean Shores	65-69	60
Brunswick Heads - Ocean Shores	70-74	22
Brunswick Heads - Ocean Shores	75+	14
Byron Bay	15-19	283
Byron Bay	20-24	450
Byron Bay	25-29	718
Byron Bay	30-34	723
Byron Bay	35-39	682
Byron Bay	40-44	753
Byron Bay	45-49	682
Byron Bay	50-54	633
Byron Bay	55-59	612
Byron Bay	60-64	459
Byron Bay	65-69	173
Byron Bay	70-74	57
Byron Bay	75+	23
Evans Head	15-19	97
Evans Head	20-24	79
Evans Head	25-29	80
Evans Head	30-34	98
Evans Head	35-39	100
Evans Head	40-44	130
Evans Head	45-49	131
Evans Head	50-54	145
Evans Head	55-59	159
Evans Head	60-64	122
Evans Head	65-69	62
Evans Head	70-74	21
Evans Head	75+	13
Lennox Head - Skennars Head	15-19	118
Lennox Head - Skennars Head	20-24	92
Lennox Head - Skennars Head	25-29	95
Lennox Head - Skennars Head	30-34	120
Lennox Head - Skennars Head	35-39	175
Lennox Head - Skennars Head	40-44	202
Lennox Head - Skennars Head	45-49	178
Lennox Head - Skennars Head	50-54	173
Lennox Head - Skennars Head	55-59	154
Lennox Head - Skennars Head	60-64	107
Lennox Head - Skennars Head	65-69	60
Lennox Head - Skennars Head	70-74	23
Lennox Head - Skennars Head	75+	7
Mullumbimby	15-19	138
Mullumbimby	20-24	154
Mullumbimby	25-29	167
Mullumbimby	30-34	203
Mullumbimby	35-39	260
Mullumbimby	40-44	343
Mullumbimby	45-49	413
Mullumbimby	50-54	364
Mullumbimby	55-59	371
Mullumbimby	60-64	293
Mullumbimby	65-69	135
Mullumbimby	70-74	46
Mullumbimby	75+	24
Casino	15-19	335
Casino	20-24	399
Casino	25-29	371
Casino	30-34	386
Casino	35-39	438
Casino	40-44	485
Casino	45-49	542
Casino	50-54	562
Casino	55-59	525
Casino	60-64	445
Casino	65-69	139
Casino	70-74	49
Casino	75+	33
Casino Region	15-19	60
Casino Region	20-24	78
Casino Region	25-29	74
Casino Region	30-34	76
Casino Region	35-39	106
Casino Region	40-44	126
Casino Region	45-49	146
Casino Region	50-54	183
Casino Region	55-59	197
Casino Region	60-64	166
Casino Region	65-69	103
Casino Region	70-74	58
Casino Region	75+	64
Goonellabah	15-19	160
Goonellabah	20-24	200
Goonellabah	25-29	207
Goonellabah	30-34	206
Goonellabah	35-39	231
Goonellabah	40-44	267
Goonellabah	45-49	324
Goonellabah	50-54	325
Goonellabah	55-59	338
Goonellabah	60-64	233
Goonellabah	65-69	104
Goonellabah	70-74	31
Goonellabah	75+	23
Kyogle	15-19	131
Kyogle	20-24	121
Kyogle	25-29	134
Kyogle	30-34	179
Kyogle	35-39	163
Kyogle	40-44	196
Kyogle	45-49	239
Kyogle	50-54	319
Kyogle	55-59	326
Kyogle	60-64	241
Kyogle	65-69	119
Kyogle	70-74	44
Kyogle	75+	47
Lismore	15-19	949
Lismore	20-24	1106
Lismore	25-29	1120
Lismore	30-34	1250
Lismore	35-39	1393
Lismore	40-44	1633
Lismore	45-49	1754
Lismore	50-54	1827
Lismore	55-59	1786
Lismore	60-64	1184
Lismore	65-69	499
Lismore	70-74	134
Lismore	75+	66
Lismore Region	15-19	122
Lismore Region	20-24	152
