SA2_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Cessnock		0		78
Cessnock		1	Local	3
Cessnock		1	State territory	14
Cessnock	0			6
Cessnock	0	0		39
Cessnock	7875	0		284
Cessnock	7875	1	State territory	10
Cessnock	15750			4
Cessnock	15750	0		340
Cessnock	15750	1	Local	3
Cessnock	15750	1	State territory	15
Cessnock	21000			3
Cessnock	21000	0		366
Cessnock	21000	1	Local	3
Cessnock	21000	1	State territory	15
Cessnock	26250			3
Cessnock	26250	0		426
Cessnock	26250	1	Local	6
Cessnock	26250	1	National	3
Cessnock	26250	1	State territory	27
Cessnock	34125			16
Cessnock	34125	0		656
Cessnock	34125	1	Local	11
Cessnock	34125	1	National	5
Cessnock	34125	1	State territory	62
Cessnock	42000			10
Cessnock	42000	0		701
Cessnock	42000	1	Local	24
Cessnock	42000	1	National	16
Cessnock	42000	1	State territory	72
Cessnock	52500			3
Cessnock	52500	0		606
Cessnock	52500	1	Local	36
Cessnock	52500	1	National	9
Cessnock	52500	1	State territory	105
Cessnock	65625			6
Cessnock	65625	0		535
Cessnock	65625	1	Local	64
Cessnock	65625	1	National	11
Cessnock	65625	1	State territory	182
Cessnock	78750			3
Cessnock	78750	0		258
Cessnock	78750	1	Local	58
Cessnock	78750	1	National	7
Cessnock	78750	1	State territory	156
Cessnock	91875	0		170
Cessnock	91875	1	Local	33
Cessnock	91875	1	National	7
Cessnock	91875	1	State territory	194
Cessnock	105000			4
Cessnock	105000	0		116
Cessnock	105000	1	Local	20
Cessnock	105000	1	National	6
Cessnock	105000	1	State territory	161
Cessnock	157500			3
Cessnock	157500	0		118
Cessnock	157500	1	Local	21
Cessnock	157500	1	State territory	122
Cessnock	Inf	0		88
Cessnock	Inf	1	Local	10
Cessnock	Inf	1	State territory	9
Cessnock Region				3
Cessnock Region		0		32
Cessnock Region	0	0		21
Cessnock Region	7875	0		42
Cessnock Region	15750	0		47
Cessnock Region	15750	1	State territory	4
Cessnock Region	21000	0		67
Cessnock Region	21000	1	State territory	4
Cessnock Region	26250	0		85
Cessnock Region	26250	1	National	3
Cessnock Region	34125			3
Cessnock Region	34125	0		127
Cessnock Region	34125	1	State territory	6
Cessnock Region	42000	0		144
Cessnock Region	42000	1	State territory	10
Cessnock Region	52500	0		139
Cessnock Region	52500	1	State territory	7
Cessnock Region	65625			3
Cessnock Region	65625	0		186
Cessnock Region	65625	1	State territory	6
Cessnock Region	78750	0		96
Cessnock Region	78750	1	State territory	10
Cessnock Region	91875	0		90
Cessnock Region	91875	1	State territory	11
Cessnock Region	105000	0		83
Cessnock Region	105000	1	State territory	6
Cessnock Region	157500	0		229
Cessnock Region	157500	1	State territory	12
Cessnock Region	Inf	0		152
Dungog				4
Dungog		0		23
Dungog		1	State territory	3
Dungog	0	0		34
Dungog	7875			3
Dungog	7875	0		106
Dungog	7875	1	National	3
Dungog	15750	0		124
Dungog	15750	1	State territory	6
Dungog	21000			3
Dungog	21000	0		141
Dungog	21000	1	National	4
Dungog	21000	1	State territory	5
Dungog	26250	0		167
Dungog	26250	1	State territory	14
Dungog	34125			7
Dungog	34125	0		239
Dungog	34125	1	Local	8
Dungog	34125	1	National	3
Dungog	34125	1	State territory	15
Dungog	42000	0		207
Dungog	42000	1	Local	15
Dungog	42000	1	State territory	22
Dungog	52500			3
Dungog	52500	0		204
Dungog	52500	1	Local	12
Dungog	52500	1	State territory	23
Dungog	65625	0		170
Dungog	65625	1	Local	19
Dungog	65625	1	National	3
Dungog	65625	1	State territory	32
Dungog	78750	0		103
Dungog	78750	1	Local	8
Dungog	78750	1	State territory	22
Dungog	91875	0		94
Dungog	91875	1	Local	10
Dungog	91875	1	National	3
Dungog	91875	1	State territory	26
Dungog	105000	0		42
Dungog	105000	1	Local	4
Dungog	105000	1	National	3
Dungog	105000	1	State territory	39
Dungog	157500	0		58
Dungog	157500	1	Local	8
Dungog	157500	1	State territory	29
Dungog	Inf	0		66
Kurri Kurri - Abermain				10
Kurri Kurri - Abermain		0		38
Kurri Kurri - Abermain		1	State territory	6
Kurri Kurri - Abermain	0	0		20
Kurri Kurri - Abermain	7875	0		211
Kurri Kurri - Abermain	7875	1	State territory	8
Kurri Kurri - Abermain	15750	0		171
Kurri Kurri - Abermain	15750	1	State territory	9
Kurri Kurri - Abermain	21000	0		185
Kurri Kurri - Abermain	21000	1	Local	3
Kurri Kurri - Abermain	21000	1	State territory	21
Kurri Kurri - Abermain	26250			3
Kurri Kurri - Abermain	26250	0		223
Kurri Kurri - Abermain	26250	1	State territory	19
Kurri Kurri - Abermain	34125	0		317
Kurri Kurri - Abermain	34125	1	National	3
Kurri Kurri - Abermain	34125	1	State territory	45
Kurri Kurri - Abermain	42000			3
Kurri Kurri - Abermain	42000	0		356
Kurri Kurri - Abermain	42000	1	State territory	50
Kurri Kurri - Abermain	52500			10
Kurri Kurri - Abermain	52500	0		369
Kurri Kurri - Abermain	52500	1	National	3
Kurri Kurri - Abermain	52500	1	State territory	79
Kurri Kurri - Abermain	65625			3
Kurri Kurri - Abermain	65625	0		321
Kurri Kurri - Abermain	65625	1	National	3
Kurri Kurri - Abermain	65625	1	State territory	83
Kurri Kurri - Abermain	78750	0		182
Kurri Kurri - Abermain	78750	1	National	4
Kurri Kurri - Abermain	78750	1	State territory	62
Kurri Kurri - Abermain	91875	0		154
Kurri Kurri - Abermain	91875	1	State territory	48
Kurri Kurri - Abermain	105000	0		66
Kurri Kurri - Abermain	105000	1	State territory	50
Kurri Kurri - Abermain	157500	0		85
Kurri Kurri - Abermain	157500	1	State territory	40
Kurri Kurri - Abermain	Inf	0		39
Kurri Kurri - Abermain	Inf	1	State territory	3
Singleton				19
Singleton		0		122
Singleton		1	National	3
Singleton		1	State territory	16
Singleton	0			7
Singleton	0	0		56
Singleton	0	1	National	3
Singleton	7875	0		330
Singleton	7875	1	State territory	7
Singleton	15750			3
Singleton	15750	0		333
Singleton	15750	1	Local	6
Singleton	15750	1	National	4
Singleton	15750	1	State territory	14
Singleton	21000			3
Singleton	21000	0		345
Singleton	21000	1	Local	4
Singleton	21000	1	National	10
Singleton	21000	1	State territory	15
Singleton	26250			7
Singleton	26250	0		406
Singleton	26250	1	National	3
Singleton	26250	1	State territory	13
Singleton	34125			5
Singleton	34125	0		600
Singleton	34125	1	Local	3
Singleton	34125	1	National	45
Singleton	34125	1	State territory	30
Singleton	42000			5
Singleton	42000	0		719
Singleton	42000	1	Local	23
Singleton	42000	1	National	185
Singleton	42000	1	State territory	45
Singleton	52500			10
Singleton	52500	0		713
Singleton	52500	1	Local	39
Singleton	52500	1	National	91
Singleton	52500	1	State territory	61
Singleton	65625			7
Singleton	65625	0		752
Singleton	65625	1	Local	43
Singleton	65625	1	National	86
Singleton	65625	1	State territory	81
Singleton	78750	0		516
Singleton	78750	1	Local	38
Singleton	78750	1	National	67
Singleton	78750	1	State territory	50
Singleton	91875			4
Singleton	91875	0		494
Singleton	91875	1	Local	21
Singleton	91875	1	National	66
Singleton	91875	1	State territory	74
Singleton	105000			3
Singleton	105000	0		377
Singleton	105000	1	Local	8
Singleton	105000	1	National	36
Singleton	105000	1	State territory	68
Singleton	157500			3
Singleton	157500	0		683
Singleton	157500	1	Local	8
Singleton	157500	1	National	29
Singleton	157500	1	State territory	67
Singleton	Inf	0		236
Singleton	Inf	1	Local	5
Singleton	Inf	1	National	3
Singleton	Inf	1	State territory	8
Singleton Region				11
Singleton Region		0		81
Singleton Region		1	State territory	3
Singleton Region	0			8
Singleton Region	0	0		41
Singleton Region	7875			3
Singleton Region	7875	0		49
Singleton Region	7875	1	National	3
Singleton Region	15750			5
Singleton Region	15750	0		77
Singleton Region	21000			5
Singleton Region	21000	0		76
Singleton Region	21000	1	State territory	3
Singleton Region	26250			3
Singleton Region	26250	0		92
Singleton Region	26250	1	State territory	7
Singleton Region	34125			9
Singleton Region	34125	0		159
Singleton Region	34125	1	National	3
Singleton Region	34125	1	State territory	6
Singleton Region	42000			6
Singleton Region	42000	0		199
Singleton Region	42000	1	State territory	5
Singleton Region	52500			8
Singleton Region	52500	0		284
Singleton Region	52500	1	National	3
Singleton Region	52500	1	State territory	4
Singleton Region	65625			9
Singleton Region	65625	0		449
Singleton Region	65625	1	State territory	10
Singleton Region	78750			3
Singleton Region	78750	0		557
Singleton Region	78750	1	State territory	4
Singleton Region	91875			3
Singleton Region	91875	0		683
Singleton Region	91875	1	State territory	4
Singleton Region	105000			5
Singleton Region	105000	0		763
Singleton Region	105000	1	State territory	5
Singleton Region	157500			3
Singleton Region	157500	0		2429
Singleton Region	157500	1	National	3
Singleton Region	157500	1	State territory	10
Singleton Region	Inf			3
Singleton Region	Inf	0		795
Maitland				13
Maitland		0		65
Maitland		1	Local	7
Maitland		1	National	3
Maitland		1	State territory	16
Maitland	0			3
Maitland	0	0		27
Maitland	0	1	State territory	4
Maitland	7875			3
Maitland	7875	0		222
Maitland	7875	1	State territory	4
Maitland	15750			3
Maitland	15750	0		223
Maitland	15750	1	National	3
Maitland	15750	1	State territory	15
Maitland	21000			3
Maitland	21000	0		241
Maitland	21000	1	State territory	18
Maitland	26250			5
Maitland	26250	0		277
Maitland	26250	1	Local	12
Maitland	26250	1	National	3
Maitland	26250	1	State territory	28
Maitland	34125			7
Maitland	34125	0		488
Maitland	34125	1	Local	13
Maitland	34125	1	National	5
Maitland	34125	1	State territory	53
Maitland	42000			3
Maitland	42000	0		633
Maitland	42000	1	Local	11
Maitland	42000	1	National	8
Maitland	42000	1	State territory	110
Maitland	52500			5
Maitland	52500	0		649
Maitland	52500	1	Local	27
Maitland	52500	1	National	17
Maitland	52500	1	State territory	161
Maitland	65625			5
Maitland	65625	0		525
Maitland	65625	1	Local	49
Maitland	65625	1	National	26
Maitland	65625	1	State territory	268
Maitland	78750			4
Maitland	78750	0		294
Maitland	78750	1	Local	46
Maitland	78750	1	National	32
Maitland	78750	1	State territory	279
Maitland	91875			3
Maitland	91875	0		260
Maitland	91875	1	Local	31
Maitland	91875	1	National	28
Maitland	91875	1	State territory	236
Maitland	105000	0		154
Maitland	105000	1	Local	30
Maitland	105000	1	National	13
Maitland	105000	1	State territory	162
Maitland	157500	0		193
Maitland	157500	1	Local	21
Maitland	157500	1	National	5
Maitland	157500	1	State territory	196
Maitland	Inf	0		113
Maitland	Inf	1	Local	13
Maitland	Inf	1	National	7
Maitland	Inf	1	State territory	68
Maitland - East				12
Maitland - East		0		80
Maitland - East		1	State territory	10
Maitland - East	0			4
Maitland - East	0	0		55
Maitland - East	7875			3
Maitland - East	7875	0		479
Maitland - East	7875	1	National	3
Maitland - East	7875	1	State territory	12
Maitland - East	15750			3
Maitland - East	15750	0		415
Maitland - East	15750	1	National	4
Maitland - East	15750	1	State territory	22
Maitland - East	21000			3
Maitland - East	21000	0		486
Maitland - East	21000	1	National	3
Maitland - East	21000	1	State territory	18
Maitland - East	26250			7
Maitland - East	26250	0		490
Maitland - East	26250	1	State territory	25
Maitland - East	34125			5
Maitland - East	34125	0		743
Maitland - East	34125	1	Local	3
Maitland - East	34125	1	National	6
Maitland - East	34125	1	State territory	33
Maitland - East	42000			3
Maitland - East	42000	0		800
Maitland - East	42000	1	Local	9
Maitland - East	42000	1	National	7
Maitland - East	42000	1	State territory	66
Maitland - East	52500			3
Maitland - East	52500	0		844
Maitland - East	52500	1	Local	23
Maitland - East	52500	1	National	15
Maitland - East	52500	1	State territory	98
Maitland - East	65625			11
Maitland - East	65625	0		675
Maitland - East	65625	1	Local	39
Maitland - East	65625	1	National	22
Maitland - East	65625	1	State territory	90
Maitland - East	78750	0		403
Maitland - East	78750	1	Local	20
Maitland - East	78750	1	National	11
Maitland - East	78750	1	State territory	121
Maitland - East	91875	0		316
Maitland - East	91875	1	Local	7
Maitland - East	91875	1	National	7
Maitland - East	91875	1	State territory	102
Maitland - East	105000	0		247
Maitland - East	105000	1	Local	3
Maitland - East	105000	1	National	3
Maitland - East	105000	1	State territory	127
Maitland - East	157500	0		313
Maitland - East	157500	1	Local	4
Maitland - East	157500	1	National	3
Maitland - East	157500	1	State territory	90
Maitland - East	Inf			7
Maitland - East	Inf	0		183
Maitland - East	Inf	1	National	4
Maitland - East	Inf	1	State territory	6
Maitland - North		0		15
Maitland - North	0	0		13
Maitland - North	7875	0		51
Maitland - North	15750	0		50
Maitland - North	21000	0		46
Maitland - North	26250			3
Maitland - North	26250	0		66
Maitland - North	34125	0		103
Maitland - North	34125	1	State territory	12
Maitland - North	42000	0		106
Maitland - North	42000	1	State territory	7
Maitland - North	52500			4
Maitland - North	52500	0		103
Maitland - North	52500	1	State territory	11
Maitland - North	65625	0		98
Maitland - North	65625	1	State territory	12
Maitland - North	78750	0		62
Maitland - North	78750	1	State territory	17
Maitland - North	91875	0		54
Maitland - North	91875	1	State territory	11
Maitland - North	105000	0		30
Maitland - North	105000	1	State territory	10
Maitland - North	157500	0		43
Maitland - North	157500	1	State territory	15
Maitland - North	Inf	0		30
Maitland - West				18
Maitland - West		0		115
Maitland - West		1	State territory	3
Maitland - West	0	0		46
Maitland - West	7875			3
Maitland - West	7875	0		333
Maitland - West	15750			4
Maitland - West	15750	0		347
Maitland - West	15750	1	State territory	4
Maitland - West	21000			3
Maitland - West	21000	0		379
Maitland - West	21000	1	State territory	10
Maitland - West	26250			9
Maitland - West	26250	0		373
Maitland - West	26250	1	National	4
Maitland - West	26250	1	State territory	13
Maitland - West	34125			8
Maitland - West	34125	0		630
Maitland - West	34125	1	State territory	15
Maitland - West	42000			8
Maitland - West	42000	0		855
Maitland - West	42000	1	Local	3
Maitland - West	42000	1	State territory	30
Maitland - West	52500			9
Maitland - West	52500	0		1032
Maitland - West	52500	1	State territory	51
Maitland - West	65625			12
Maitland - West	65625	0		941
Maitland - West	65625	1	State territory	54
Maitland - West	78750			10
Maitland - West	78750	0		566
Maitland - West	78750	1	State territory	63
Maitland - West	91875			5
Maitland - West	91875	0		456
Maitland - West	91875	1	State territory	49
Maitland - West	105000	0		308
Maitland - West	105000	1	State territory	57
Maitland - West	157500			3
Maitland - West	157500	0		416
Maitland - West	157500	1	State territory	58
Maitland - West	Inf			3
Maitland - West	Inf	0		176
Maitland - West	Inf	1	State territory	4
Thornton - Millers Forest		0		48
Thornton - Millers Forest	0			4
Thornton - Millers Forest	0	0		27
Thornton - Millers Forest	7875			3
Thornton - Millers Forest	7875	0		152
Thornton - Millers Forest	7875	1	National	3
Thornton - Millers Forest	7875	1	State territory	6
Thornton - Millers Forest	15750	0		115
Thornton - Millers Forest	21000			3
Thornton - Millers Forest	21000	0		129
Thornton - Millers Forest	21000	1	State territory	3
Thornton - Millers Forest	26250			5
Thornton - Millers Forest	26250	0		185
Thornton - Millers Forest	26250	1	Local	4
Thornton - Millers Forest	34125	0		300
Thornton - Millers Forest	34125	1	State territory	3
Thornton - Millers Forest	42000			4
Thornton - Millers Forest	42000	0		425
Thornton - Millers Forest	42000	1	Local	6
Thornton - Millers Forest	42000	1	State territory	11
Thornton - Millers Forest	52500	0		554
Thornton - Millers Forest	52500	1	Local	9
Thornton - Millers Forest	52500	1	State territory	17
Thornton - Millers Forest	65625			4
Thornton - Millers Forest	65625	0		603
Thornton - Millers Forest	65625	1	Local	7
Thornton - Millers Forest	65625	1	National	3
Thornton - Millers Forest	65625	1	State territory	10
Thornton - Millers Forest	78750	0		377
Thornton - Millers Forest	78750	1	State territory	16
Thornton - Millers Forest	91875	0		270
Thornton - Millers Forest	91875	1	State territory	10
Thornton - Millers Forest	105000			3
Thornton - Millers Forest	105000	0		147
Thornton - Millers Forest	105000	1	State territory	14
Thornton - Millers Forest	157500			3
Thornton - Millers Forest	157500	0		219
Thornton - Millers Forest	157500	1	Local	9
Thornton - Millers Forest	157500	1	State territory	14
Thornton - Millers Forest	Inf	0		119
Anna Bay		0		14
Anna Bay	0	0		4
Anna Bay	7875	0		28
Anna Bay	15750	0		48
Anna Bay	21000	0		52
Anna Bay	21000	1	State territory	3
Anna Bay	26250			3
Anna Bay	26250	0		75
Anna Bay	34125	0		109
Anna Bay	34125	1	State territory	3
Anna Bay	42000	0		104
Anna Bay	42000	1	State territory	8
Anna Bay	52500	0		108
Anna Bay	52500	1	Local	3
Anna Bay	52500	1	State territory	3
Anna Bay	65625	0		78
Anna Bay	65625	1	Local	4
Anna Bay	65625	1	National	3
Anna Bay	65625	1	State territory	6
Anna Bay	78750	0		55
Anna Bay	78750	1	State territory	4
Anna Bay	91875	0		34
Anna Bay	91875	1	State territory	7
Anna Bay	105000	0		9
Anna Bay	105000	1	State territory	8
Anna Bay	157500	0		16
Anna Bay	157500	1	State territory	3
Anna Bay	Inf	0		18
Lemon Tree Passage - Tanilba Bay				4
Lemon Tree Passage - Tanilba Bay		0		3
Lemon Tree Passage - Tanilba Bay	0	0		7
Lemon Tree Passage - Tanilba Bay	7875	0		28
Lemon Tree Passage - Tanilba Bay	7875	1	National	3
Lemon Tree Passage - Tanilba Bay	15750	0		55
Lemon Tree Passage - Tanilba Bay	21000	0		68
Lemon Tree Passage - Tanilba Bay	26250	0		68
Lemon Tree Passage - Tanilba Bay	34125	0		118
Lemon Tree Passage - Tanilba Bay	34125	1	State territory	3
Lemon Tree Passage - Tanilba Bay	42000	0		111
Lemon Tree Passage - Tanilba Bay	42000	1	State territory	5
Lemon Tree Passage - Tanilba Bay	52500	0		88
Lemon Tree Passage - Tanilba Bay	65625	0		57
Lemon Tree Passage - Tanilba Bay	65625	1	State territory	12
Lemon Tree Passage - Tanilba Bay	78750	0		36
Lemon Tree Passage - Tanilba Bay	78750	1	State territory	9
Lemon Tree Passage - Tanilba Bay	91875	0		22
Lemon Tree Passage - Tanilba Bay	91875	1	State territory	10
Lemon Tree Passage - Tanilba Bay	105000	0		15
Lemon Tree Passage - Tanilba Bay	105000	1	State territory	5
Lemon Tree Passage - Tanilba Bay	157500	0		20
Lemon Tree Passage - Tanilba Bay	157500	1	State territory	3
Lemon Tree Passage - Tanilba Bay	Inf	0		13
Nelson Bay Peninsula				15
Nelson Bay Peninsula		0		102
Nelson Bay Peninsula		1	State territory	4
Nelson Bay Peninsula	0	0		66
Nelson Bay Peninsula	7875			5
Nelson Bay Peninsula	7875	0		401
Nelson Bay Peninsula	7875	1	State territory	3
Nelson Bay Peninsula	15750	0		354
Nelson Bay Peninsula	15750	1	National	3
Nelson Bay Peninsula	15750	1	State territory	9
Nelson Bay Peninsula	21000			5
Nelson Bay Peninsula	21000	0		439
Nelson Bay Peninsula	21000	1	State territory	15
Nelson Bay Peninsula	26250			6
Nelson Bay Peninsula	26250	0		549
Nelson Bay Peninsula	26250	1	Local	3
Nelson Bay Peninsula	26250	1	State territory	26
Nelson Bay Peninsula	34125			8
Nelson Bay Peninsula	34125	0		865
Nelson Bay Peninsula	34125	1	Local	5
Nelson Bay Peninsula	34125	1	State territory	20
Nelson Bay Peninsula	42000			3
Nelson Bay Peninsula	42000	0		871
Nelson Bay Peninsula	42000	1	Local	10
Nelson Bay Peninsula	42000	1	National	8
Nelson Bay Peninsula	42000	1	State territory	35
Nelson Bay Peninsula	52500			3
Nelson Bay Peninsula	52500	0		811
Nelson Bay Peninsula	52500	1	Local	13
Nelson Bay Peninsula	52500	1	National	6
Nelson Bay Peninsula	52500	1	State territory	39
Nelson Bay Peninsula	65625			9
Nelson Bay Peninsula	65625	0		643
Nelson Bay Peninsula	65625	1	Local	19
Nelson Bay Peninsula	65625	1	National	8
Nelson Bay Peninsula	65625	1	State territory	65
Nelson Bay Peninsula	78750	0		329
Nelson Bay Peninsula	78750	1	Local	7
Nelson Bay Peninsula	78750	1	National	9
Nelson Bay Peninsula	78750	1	State territory	43
Nelson Bay Peninsula	91875			7
Nelson Bay Peninsula	91875	0		235
Nelson Bay Peninsula	91875	1	Local	7
Nelson Bay Peninsula	91875	1	National	3
Nelson Bay Peninsula	91875	1	State territory	76
Nelson Bay Peninsula	105000	0		133
Nelson Bay Peninsula	105000	1	National	3
Nelson Bay Peninsula	105000	1	State territory	77
Nelson Bay Peninsula	157500	0		181
Nelson Bay Peninsula	157500	1	National	3
Nelson Bay Peninsula	157500	1	State territory	69
Nelson Bay Peninsula	Inf			4
Nelson Bay Peninsula	Inf	0		110
Nelson Bay Peninsula	Inf	1	Local	3
Nelson Bay Peninsula	Inf	1	National	3
Nelson Bay Peninsula	Inf	1	State territory	6
Raymond Terrace				19
Raymond Terrace		0		133
Raymond Terrace		1	Local	3
Raymond Terrace		1	National	7
Raymond Terrace		1	State territory	3
Raymond Terrace	0			5
Raymond Terrace	0	0		40
Raymond Terrace	7875			3
Raymond Terrace	7875	0		299
Raymond Terrace	15750			13
Raymond Terrace	15750	0		266
Raymond Terrace	15750	1	Local	5
Raymond Terrace	15750	1	State territory	4
Raymond Terrace	21000			3
Raymond Terrace	21000	0		337
Raymond Terrace	21000	1	National	3
Raymond Terrace	21000	1	State territory	14
Raymond Terrace	26250			14
Raymond Terrace	26250	0		382
Raymond Terrace	26250	1	Local	4
Raymond Terrace	26250	1	National	5
Raymond Terrace	26250	1	State territory	25
Raymond Terrace	34125			8
Raymond Terrace	34125	0		617
Raymond Terrace	34125	1	Local	16
Raymond Terrace	34125	1	National	4
Raymond Terrace	34125	1	State territory	27
Raymond Terrace	42000			12
Raymond Terrace	42000	0		846
Raymond Terrace	42000	1	Local	26
Raymond Terrace	42000	1	National	12
Raymond Terrace	42000	1	State territory	53
Raymond Terrace	52500			5
Raymond Terrace	52500	0		1098
Raymond Terrace	52500	1	Local	56
Raymond Terrace	52500	1	National	24
Raymond Terrace	52500	1	State territory	57
Raymond Terrace	65625			7
Raymond Terrace	65625	0		1280
Raymond Terrace	65625	1	Local	66
Raymond Terrace	65625	1	National	51
Raymond Terrace	65625	1	State territory	84
Raymond Terrace	78750			3
Raymond Terrace	78750	0		883
Raymond Terrace	78750	1	Local	57
Raymond Terrace	78750	1	National	37
Raymond Terrace	78750	1	State territory	66
Raymond Terrace	91875			4
Raymond Terrace	91875	0		832
Raymond Terrace	91875	1	Local	41
Raymond Terrace	91875	1	National	13
Raymond Terrace	91875	1	State territory	86
Raymond Terrace	105000	0		680
Raymond Terrace	105000	1	Local	21
Raymond Terrace	105000	1	National	11
Raymond Terrace	105000	1	State territory	93
Raymond Terrace	157500			3
Raymond Terrace	157500	0		750
Raymond Terrace	157500	1	Local	39
Raymond Terrace	157500	1	National	6
Raymond Terrace	157500	1	State territory	78
Raymond Terrace	Inf	0		234
Raymond Terrace	Inf	1	Local	12
Raymond Terrace	Inf	1	National	3
Raymond Terrace	Inf	1	State territory	11
Seaham - Woodville		0		6
Seaham - Woodville	0	0		14
Seaham - Woodville	7875	0		20
Seaham - Woodville	15750	0		44
Seaham - Woodville	21000	0		40
Seaham - Woodville	26250	0		39
Seaham - Woodville	26250	1	State territory	3
Seaham - Woodville	34125	0		51
Seaham - Woodville	42000	0		53
Seaham - Woodville	42000	1	State territory	6
Seaham - Woodville	52500			3
Seaham - Woodville	52500	0		91
Seaham - Woodville	52500	1	State territory	5
Seaham - Woodville	65625	0		101
Seaham - Woodville	65625	1	State territory	10
Seaham - Woodville	78750	0		71
Seaham - Woodville	78750	1	State territory	5
Seaham - Woodville	91875	0		60
Seaham - Woodville	91875	1	State territory	9
Seaham - Woodville	105000	0		38
Seaham - Woodville	105000	1	State territory	6
Seaham - Woodville	157500	0		40
Seaham - Woodville	157500	1	State territory	9
Seaham - Woodville	Inf	0		15
Tea Gardens - Hawks Nest		0		9
Tea Gardens - Hawks Nest	0	0		5
Tea Gardens - Hawks Nest	7875	0		35
Tea Gardens - Hawks Nest	15750	0		61
Tea Gardens - Hawks Nest	21000	0		80
Tea Gardens - Hawks Nest	26250			3
Tea Gardens - Hawks Nest	26250	0		105
Tea Gardens - Hawks Nest	26250	1	Local	3
Tea Gardens - Hawks Nest	34125	0		160
Tea Gardens - Hawks Nest	34125	1	State territory	3
Tea Gardens - Hawks Nest	42000			4
Tea Gardens - Hawks Nest	42000	0		165
Tea Gardens - Hawks Nest	52500	0		141
Tea Gardens - Hawks Nest	52500	1	Local	10
Tea Gardens - Hawks Nest	52500	1	State territory	3
Tea Gardens - Hawks Nest	65625	0		100
Tea Gardens - Hawks Nest	65625	1	Local	8
Tea Gardens - Hawks Nest	65625	1	State territory	4
Tea Gardens - Hawks Nest	78750	0		53
Tea Gardens - Hawks Nest	78750	1	Local	4
Tea Gardens - Hawks Nest	78750	1	State territory	7
Tea Gardens - Hawks Nest	91875	0		31
Tea Gardens - Hawks Nest	91875	1	State territory	4
Tea Gardens - Hawks Nest	105000	0		27
Tea Gardens - Hawks Nest	105000	1	State territory	4
Tea Gardens - Hawks Nest	157500	0		18
Tea Gardens - Hawks Nest	157500	1	State territory	7
Tea Gardens - Hawks Nest	Inf	0		23
Williamtown - Medowie - Karuah				14
Williamtown - Medowie - Karuah		0		54
Williamtown - Medowie - Karuah		1	National	14
Williamtown - Medowie - Karuah	0			4
Williamtown - Medowie - Karuah	0	0		22
Williamtown - Medowie - Karuah	0	1	National	4
Williamtown - Medowie - Karuah	7875			3
Williamtown - Medowie - Karuah	7875	0		192
Williamtown - Medowie - Karuah	7875	1	National	3
Williamtown - Medowie - Karuah	15750			3
Williamtown - Medowie - Karuah	15750	0		157
Williamtown - Medowie - Karuah	15750	1	Local	4
Williamtown - Medowie - Karuah	15750	1	National	6
Williamtown - Medowie - Karuah	15750	1	State territory	7
Williamtown - Medowie - Karuah	21000			3
Williamtown - Medowie - Karuah	21000	0		175
Williamtown - Medowie - Karuah	21000	1	Local	3
Williamtown - Medowie - Karuah	21000	1	National	9
Williamtown - Medowie - Karuah	21000	1	State territory	7
Williamtown - Medowie - Karuah	26250			4
Williamtown - Medowie - Karuah	26250	0		213
Williamtown - Medowie - Karuah	26250	1	National	11
Williamtown - Medowie - Karuah	26250	1	State territory	4
Williamtown - Medowie - Karuah	34125			10
Williamtown - Medowie - Karuah	34125	0		317
Williamtown - Medowie - Karuah	34125	1	Local	3
Williamtown - Medowie - Karuah	34125	1	National	26
Williamtown - Medowie - Karuah	34125	1	State territory	9
Williamtown - Medowie - Karuah	42000			3
Williamtown - Medowie - Karuah	42000	0		343
Williamtown - Medowie - Karuah	42000	1	Local	9
Williamtown - Medowie - Karuah	42000	1	National	38
Williamtown - Medowie - Karuah	42000	1	State territory	12
Williamtown - Medowie - Karuah	52500			3
Williamtown - Medowie - Karuah	52500	0		417
Williamtown - Medowie - Karuah	52500	1	Local	4
Williamtown - Medowie - Karuah	52500	1	National	127
Williamtown - Medowie - Karuah	52500	1	State territory	11
Williamtown - Medowie - Karuah	65625			6
Williamtown - Medowie - Karuah	65625	0		451
Williamtown - Medowie - Karuah	65625	1	National	362
Williamtown - Medowie - Karuah	65625	1	State territory	23
Williamtown - Medowie - Karuah	78750			3
Williamtown - Medowie - Karuah	78750	0		315
Williamtown - Medowie - Karuah	78750	1	Local	3
Williamtown - Medowie - Karuah	78750	1	National	514
Williamtown - Medowie - Karuah	78750	1	State territory	16
Williamtown - Medowie - Karuah	91875	0		316
Williamtown - Medowie - Karuah	91875	1	National	540
Williamtown - Medowie - Karuah	91875	1	State territory	16
Williamtown - Medowie - Karuah	105000			3
Williamtown - Medowie - Karuah	105000	0		216
Williamtown - Medowie - Karuah	105000	1	National	334
Williamtown - Medowie - Karuah	105000	1	State territory	14
Williamtown - Medowie - Karuah	157500			3
Williamtown - Medowie - Karuah	157500	0		364
Williamtown - Medowie - Karuah	157500	1	National	469
Williamtown - Medowie - Karuah	157500	1	State territory	15
Williamtown - Medowie - Karuah	Inf	0		184
Williamtown - Medowie - Karuah	Inf	1	National	105
Williamtown - Medowie - Karuah	Inf	1	State territory	4
Muswellbrook				14
Muswellbrook		0		118
Muswellbrook		1	Local	3
Muswellbrook		1	State territory	4
