SA2_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Narooma - Bermagui	0	0		20
Narooma - Bermagui	7875			4
Narooma - Bermagui	7875	0		94
Narooma - Bermagui	7875	1	National	3
Narooma - Bermagui	15750			3
Narooma - Bermagui	15750	0		122
Narooma - Bermagui	15750	1	State territory	3
Narooma - Bermagui	21000			7
Narooma - Bermagui	21000	0		188
Narooma - Bermagui	21000	1	National	7
Narooma - Bermagui	21000	1	State territory	4
Narooma - Bermagui	26250			3
Narooma - Bermagui	26250	0		235
Narooma - Bermagui	26250	1	Local	3
Narooma - Bermagui	26250	1	State territory	3
Narooma - Bermagui	34125	0		374
Narooma - Bermagui	34125	1	Local	3
Narooma - Bermagui	34125	1	State territory	15
Narooma - Bermagui	42000			3
Narooma - Bermagui	42000	0		350
Narooma - Bermagui	42000	1	National	4
Narooma - Bermagui	42000	1	State territory	25
Narooma - Bermagui	52500			7
Narooma - Bermagui	52500	0		280
Narooma - Bermagui	52500	1	Local	10
Narooma - Bermagui	52500	1	National	3
Narooma - Bermagui	52500	1	State territory	21
Narooma - Bermagui	65625			3
Narooma - Bermagui	65625	0		193
Narooma - Bermagui	65625	1	Local	10
Narooma - Bermagui	65625	1	National	3
Narooma - Bermagui	65625	1	State territory	23
Narooma - Bermagui	78750	0		100
Narooma - Bermagui	78750	1	Local	3
Narooma - Bermagui	78750	1	National	3
Narooma - Bermagui	78750	1	State territory	29
Narooma - Bermagui	91875	0		78
Narooma - Bermagui	91875	1	Local	4
Narooma - Bermagui	91875	1	National	3
Narooma - Bermagui	91875	1	State territory	30
Narooma - Bermagui	105000	0		33
Narooma - Bermagui	105000	1	State territory	27
Narooma - Bermagui	157500	0		36
Narooma - Bermagui	157500	1	State territory	23
Narooma - Bermagui	Inf	0		33
Goulburn				17
Goulburn		0		130
Goulburn		1	State territory	18
Goulburn	0			6
Goulburn	0	0		61
Goulburn	0	1	State territory	5
Goulburn	7875			3
Goulburn	7875	0		359
Goulburn	7875	1	State territory	10
Goulburn	15750			8
Goulburn	15750	0		343
Goulburn	15750	1	Local	3
Goulburn	15750	1	National	3
Goulburn	15750	1	State territory	22
Goulburn	21000			5
Goulburn	21000	0		378
Goulburn	21000	1	Local	9
Goulburn	21000	1	National	4
Goulburn	21000	1	State territory	23
Goulburn	26250			10
Goulburn	26250	0		537
Goulburn	26250	1	Local	3
Goulburn	26250	1	National	14
Goulburn	26250	1	State territory	26
Goulburn	34125			15
Goulburn	34125	0		902
Goulburn	34125	1	Local	18
Goulburn	34125	1	National	8
Goulburn	34125	1	State territory	64
Goulburn	42000			11
Goulburn	42000	0		1084
Goulburn	42000	1	Local	22
Goulburn	42000	1	National	10
Goulburn	42000	1	State territory	128
Goulburn	52500			4
Goulburn	52500	0		1142
Goulburn	52500	1	Local	48
Goulburn	52500	1	National	29
Goulburn	52500	1	State territory	164
Goulburn	65625			18
Goulburn	65625	0		982
Goulburn	65625	1	Local	68
Goulburn	65625	1	National	28
Goulburn	65625	1	State territory	263
Goulburn	78750			5
Goulburn	78750	0		567
Goulburn	78750	1	Local	41
Goulburn	78750	1	National	25
Goulburn	78750	1	State territory	258
Goulburn	91875			3
Goulburn	91875	0		400
Goulburn	91875	1	Local	28
Goulburn	91875	1	National	31
Goulburn	91875	1	State territory	268
Goulburn	105000			3
Goulburn	105000	0		242
Goulburn	105000	1	Local	20
Goulburn	105000	1	National	13
Goulburn	105000	1	State territory	294
Goulburn	157500			7
Goulburn	157500	0		257
Goulburn	157500	1	Local	21
Goulburn	157500	1	National	25
Goulburn	157500	1	State territory	265
Goulburn	Inf			4
Goulburn	Inf	0		133
Goulburn	Inf	1	Local	4
Goulburn	Inf	1	National	5
Goulburn	Inf	1	State territory	38
Goulburn Region				7
Goulburn Region		0		66
Goulburn Region		1	Local	4
Goulburn Region	0			4
Goulburn Region	0	0		84
Goulburn Region	7875			3
Goulburn Region	7875	0		134
Goulburn Region	7875	1	State territory	5
Goulburn Region	15750			7
Goulburn Region	15750	0		168
Goulburn Region	15750	1	National	3
Goulburn Region	15750	1	State territory	8
Goulburn Region	21000			6
Goulburn Region	21000	0		180
Goulburn Region	21000	1	National	4
Goulburn Region	21000	1	State territory	3
Goulburn Region	26250			4
Goulburn Region	26250	0		216
Goulburn Region	26250	1	Local	3
Goulburn Region	26250	1	State territory	6
Goulburn Region	34125			3
Goulburn Region	34125	0		325
Goulburn Region	34125	1	Local	4
Goulburn Region	34125	1	National	3
Goulburn Region	34125	1	State territory	8
Goulburn Region	42000	0		343
Goulburn Region	42000	1	Local	15
Goulburn Region	42000	1	State territory	20
Goulburn Region	52500			4
Goulburn Region	52500	0		384
Goulburn Region	52500	1	Local	19
Goulburn Region	52500	1	State territory	25
Goulburn Region	65625	0		358
Goulburn Region	65625	1	Local	23
Goulburn Region	65625	1	National	6
Goulburn Region	65625	1	State territory	30
Goulburn Region	78750	0		207
Goulburn Region	78750	1	Local	18
Goulburn Region	78750	1	State territory	15
Goulburn Region	91875			3
Goulburn Region	91875	0		176
Goulburn Region	91875	1	Local	9
Goulburn Region	91875	1	State territory	29
Goulburn Region	105000	0		120
Goulburn Region	105000	1	Local	3
Goulburn Region	105000	1	National	3
Goulburn Region	105000	1	State territory	18
Goulburn Region	157500	0		173
Goulburn Region	157500	1	Local	3
Goulburn Region	157500	1	State territory	30
Goulburn Region	Inf	0		103
Goulburn Region	Inf	1	Local	4
Goulburn Region	Inf	1	State territory	6
Yass				7
Yass		0		23
Yass		1	National	3
Yass		1	State territory	3
Yass	0	0		19
Yass	7875	0		125
Yass	7875	1	State territory	3
Yass	15750			4
Yass	15750	0		101
Yass	15750	1	Local	3
Yass	15750	1	State territory	3
Yass	21000			3
Yass	21000	0		111
Yass	21000	1	Local	3
Yass	21000	1	State territory	4
Yass	26250	0		132
Yass	26250	1	State territory	12
Yass	34125	0		212
Yass	34125	1	Local	11
Yass	34125	1	State territory	20
Yass	42000			4
Yass	42000	0		250
Yass	42000	1	Local	20
Yass	42000	1	State territory	19
Yass	52500	0		236
Yass	52500	1	Local	30
Yass	52500	1	State territory	21
Yass	65625	0		227
Yass	65625	1	Local	25
Yass	65625	1	National	4
Yass	65625	1	State territory	23
Yass	78750	0		114
Yass	78750	1	Local	21
Yass	78750	1	National	3
Yass	78750	1	State territory	32
Yass	91875	0		85
Yass	91875	1	Local	16
Yass	91875	1	National	3
Yass	91875	1	State territory	31
Yass	105000	0		49
Yass	105000	1	Local	14
Yass	105000	1	State territory	28
Yass	157500	0		80
Yass	157500	1	Local	7
Yass	157500	1	State territory	31
Yass	Inf	0		37
Yass	Inf	1	Local	3
Yass	Inf	1	State territory	3
Yass Region				11
Yass Region		0		46
Yass Region	0	0		38
Yass Region	7875	0		114
Yass Region	15750			4
Yass Region	15750	0		129
Yass Region	15750	1	National	3
Yass Region	21000			4
Yass Region	21000	0		162
Yass Region	26250			3
Yass Region	26250	0		153
Yass Region	26250	1	National	3
Yass Region	26250	1	State territory	5
Yass Region	34125			3
Yass Region	34125	0		230
Yass Region	34125	1	National	3
Yass Region	34125	1	State territory	5
Yass Region	42000	0		205
Yass Region	42000	1	Local	6
Yass Region	42000	1	National	3
Yass Region	42000	1	State territory	3
Yass Region	52500	0		255
Yass Region	52500	1	Local	5
Yass Region	52500	1	State territory	13
Yass Region	65625			4
Yass Region	65625	0		233
Yass Region	65625	1	Local	11
Yass Region	65625	1	State territory	9
Yass Region	78750	0		156
Yass Region	78750	1	National	3
Yass Region	78750	1	State territory	4
Yass Region	91875	0		150
Yass Region	91875	1	State territory	9
Yass Region	105000	0		83
Yass Region	105000	1	State territory	3
Yass Region	157500	0		98
Yass Region	157500	1	National	6
Yass Region	157500	1	State territory	11
Yass Region	Inf	0		101
Yass Region	Inf	1	National	7
Young				12
Young		0		64
Young	0			3
Young	0	0		41
Young	7875			4
Young	7875	0		174
Young	7875	1	Local	3
Young	15750			8
Young	15750	0		180
Young	21000			8
Young	21000	0		221
Young	21000	1	State territory	9
Young	26250			4
Young	26250	0		291
Young	26250	1	National	3
Young	26250	1	State territory	5
Young	34125			5
Young	34125	0		558
Young	34125	1	Local	7
Young	34125	1	National	6
Young	34125	1	State territory	15
Young	42000			5
Young	42000	0		613
Young	42000	1	Local	19
Young	42000	1	National	6
Young	42000	1	State territory	25
Young	52500			3
Young	52500	0		593
Young	52500	1	Local	33
Young	52500	1	National	3
Young	52500	1	State territory	37
Young	65625			3
Young	65625	0		429
Young	65625	1	Local	22
Young	65625	1	National	5
Young	65625	1	State territory	48
Young	78750	0		208
Young	78750	1	Local	10
Young	78750	1	National	7
Young	78750	1	State territory	40
Young	91875	0		162
Young	91875	1	Local	10
Young	91875	1	National	7
Young	91875	1	State territory	37
Young	105000	0		125
Young	105000	1	Local	11
Young	105000	1	State territory	37
Young	157500	0		138
Young	157500	1	Local	3
Young	157500	1	State territory	36
Young	Inf			3
Young	Inf	0		72
Young	Inf	1	Local	3
Young	Inf	1	State territory	7
Young Region				8
Young Region		0		51
Young Region		1	Local	4
Young Region	0	0		56
Young Region	7875			3
Young Region	7875	0		74
Young Region	15750			3
Young Region	15750	0		98
Young Region	15750	1	National	3
Young Region	15750	1	State territory	4
Young Region	21000	0		116
Young Region	21000	1	State territory	7
Young Region	26250			7
Young Region	26250	0		146
Young Region	26250	1	State territory	7
Young Region	34125	0		222
Young Region	34125	1	Local	6
Young Region	34125	1	State territory	14
Young Region	42000	0		301
Young Region	42000	1	Local	13
Young Region	42000	1	National	3
Young Region	42000	1	State territory	18
Young Region	52500			4
Young Region	52500	0		281
Young Region	52500	1	Local	34
Young Region	52500	1	State territory	17
Young Region	65625			3
Young Region	65625	0		233
Young Region	65625	1	Local	18
Young Region	65625	1	State territory	18
Young Region	78750	0		152
Young Region	78750	1	Local	13
Young Region	78750	1	State territory	12
Young Region	91875	0		126
Young Region	91875	1	Local	11
Young Region	91875	1	State territory	10
Young Region	105000	0		65
Young Region	105000	1	Local	4
Young Region	105000	1	State territory	24
Young Region	157500	0		81
Young Region	157500	1	Local	5
Young Region	157500	1	State territory	26
Young Region	Inf	0		80
Avoca Beach - Copacabana		0		11
Avoca Beach - Copacabana	0	0		9
Avoca Beach - Copacabana	7875			6
Avoca Beach - Copacabana	7875	0		74
Avoca Beach - Copacabana	15750	0		79
Avoca Beach - Copacabana	21000	0		79
Avoca Beach - Copacabana	21000	1	State territory	3
Avoca Beach - Copacabana	26250	0		61
Avoca Beach - Copacabana	26250	1	State territory	3
Avoca Beach - Copacabana	34125	0		122
Avoca Beach - Copacabana	42000	0		90
Avoca Beach - Copacabana	42000	1	State territory	4
Avoca Beach - Copacabana	52500	0		88
Avoca Beach - Copacabana	52500	1	State territory	8
Avoca Beach - Copacabana	65625	0		110
Avoca Beach - Copacabana	65625	1	State territory	10
Avoca Beach - Copacabana	78750	0		91
Avoca Beach - Copacabana	78750	1	State territory	4
Avoca Beach - Copacabana	91875	0		73
Avoca Beach - Copacabana	91875	1	State territory	11
Avoca Beach - Copacabana	105000	0		36
Avoca Beach - Copacabana	105000	1	State territory	10
Avoca Beach - Copacabana	157500	0		47
Avoca Beach - Copacabana	157500	1	State territory	5
Avoca Beach - Copacabana	Inf	0		29
Box Head - MacMasters Beach				6
Box Head - MacMasters Beach		0		10
Box Head - MacMasters Beach	0			3
Box Head - MacMasters Beach	0	0		20
Box Head - MacMasters Beach	7875	0		66
Box Head - MacMasters Beach	15750	0		89
Box Head - MacMasters Beach	21000	0		95
Box Head - MacMasters Beach	21000	1	State territory	3
Box Head - MacMasters Beach	26250	0		118
Box Head - MacMasters Beach	26250	1	State territory	3
Box Head - MacMasters Beach	34125	0		159
Box Head - MacMasters Beach	34125	1	State territory	8
Box Head - MacMasters Beach	42000			3
Box Head - MacMasters Beach	42000	0		133
Box Head - MacMasters Beach	42000	1	State territory	8
Box Head - MacMasters Beach	52500	0		144
Box Head - MacMasters Beach	52500	1	State territory	6
Box Head - MacMasters Beach	65625	0		148
Box Head - MacMasters Beach	65625	1	Local	3
Box Head - MacMasters Beach	65625	1	State territory	9
Box Head - MacMasters Beach	78750	0		77
Box Head - MacMasters Beach	78750	1	State territory	12
Box Head - MacMasters Beach	91875	0		74
Box Head - MacMasters Beach	91875	1	State territory	9
Box Head - MacMasters Beach	105000	0		53
Box Head - MacMasters Beach	105000	1	State territory	10
Box Head - MacMasters Beach	157500	0		52
Box Head - MacMasters Beach	157500	1	State territory	6
Box Head - MacMasters Beach	Inf	0		34
Calga - Kulnura				3
Calga - Kulnura		0		83
Calga - Kulnura		1	State territory	3
Calga - Kulnura	0			6
Calga - Kulnura	0	0		34
Calga - Kulnura	7875	0		77
Calga - Kulnura	15750			3
Calga - Kulnura	15750	0		115
Calga - Kulnura	15750	1	State territory	3
Calga - Kulnura	21000			8
Calga - Kulnura	21000	0		155
Calga - Kulnura	21000	1	State territory	3
Calga - Kulnura	26250	0		188
Calga - Kulnura	34125			3
Calga - Kulnura	34125	0		406
Calga - Kulnura	34125	1	Local	3
Calga - Kulnura	42000			3
Calga - Kulnura	42000	0		715
Calga - Kulnura	42000	1	State territory	4
Calga - Kulnura	52500			4
Calga - Kulnura	52500	0		869
Calga - Kulnura	52500	1	Local	5
Calga - Kulnura	52500	1	State territory	11
Calga - Kulnura	65625			12
Calga - Kulnura	65625	0		764
Calga - Kulnura	65625	1	Local	3
Calga - Kulnura	65625	1	State territory	12
Calga - Kulnura	78750			3
Calga - Kulnura	78750	0		514
Calga - Kulnura	78750	1	State territory	17
Calga - Kulnura	91875			9
Calga - Kulnura	91875	0		400
Calga - Kulnura	91875	1	State territory	23
Calga - Kulnura	105000	0		253
Calga - Kulnura	105000	1	Local	5
Calga - Kulnura	105000	1	State territory	18
Calga - Kulnura	157500	0		320
Calga - Kulnura	157500	1	Local	3
Calga - Kulnura	157500	1	State territory	20
Calga - Kulnura	Inf	0		146
Erina - Green Point				25
Erina - Green Point		0		124
Erina - Green Point	0	0		66
Erina - Green Point	0	1	Local	3
Erina - Green Point	7875			7
Erina - Green Point	7875	0		669
Erina - Green Point	7875	1	National	3
Erina - Green Point	15750			5
Erina - Green Point	15750	0		647
Erina - Green Point	15750	1	Local	3
Erina - Green Point	15750	1	State territory	3
Erina - Green Point	21000			8
Erina - Green Point	21000	0		584
Erina - Green Point	21000	1	National	6
Erina - Green Point	21000	1	State territory	3
Erina - Green Point	26250			10
Erina - Green Point	26250	0		683
Erina - Green Point	26250	1	State territory	8
Erina - Green Point	34125			7
Erina - Green Point	34125	0		1025
Erina - Green Point	34125	1	Local	6
Erina - Green Point	34125	1	National	5
Erina - Green Point	34125	1	State territory	20
Erina - Green Point	42000			5
Erina - Green Point	42000	0		1189
Erina - Green Point	42000	1	Local	21
Erina - Green Point	42000	1	State territory	12
Erina - Green Point	52500			5
Erina - Green Point	52500	0		1147
Erina - Green Point	52500	1	Local	60
Erina - Green Point	52500	1	National	3
Erina - Green Point	52500	1	State territory	31
Erina - Green Point	65625			11
Erina - Green Point	65625	0		898
Erina - Green Point	65625	1	Local	83
Erina - Green Point	65625	1	National	5
Erina - Green Point	65625	1	State territory	41
Erina - Green Point	78750			3
Erina - Green Point	78750	0		487
Erina - Green Point	78750	1	Local	47
Erina - Green Point	78750	1	State territory	29
Erina - Green Point	91875	0		413
Erina - Green Point	91875	1	Local	39
Erina - Green Point	91875	1	National	3
Erina - Green Point	91875	1	State territory	18
Erina - Green Point	105000	0		285
Erina - Green Point	105000	1	Local	15
Erina - Green Point	105000	1	State territory	31
Erina - Green Point	157500			3
Erina - Green Point	157500	0		380
Erina - Green Point	157500	1	Local	5
Erina - Green Point	157500	1	National	3
Erina - Green Point	157500	1	State territory	20
Erina - Green Point	Inf	0		210
Erina - Green Point	Inf	1	Local	3
Gosford - Springfield				49
Gosford - Springfield		0		187
Gosford - Springfield		1	Local	5
Gosford - Springfield		1	State territory	47
Gosford - Springfield	0			3
Gosford - Springfield	0	0		88
Gosford - Springfield	0	1	State territory	8
Gosford - Springfield	7875			7
Gosford - Springfield	7875	0		475
Gosford - Springfield	7875	1	Local	7
Gosford - Springfield	7875	1	National	6
Gosford - Springfield	7875	1	State territory	11
Gosford - Springfield	15750			13
Gosford - Springfield	15750	0		485
Gosford - Springfield	15750	1	Local	3
Gosford - Springfield	15750	1	National	3
Gosford - Springfield	15750	1	State territory	37
Gosford - Springfield	21000			13
Gosford - Springfield	21000	0		595
Gosford - Springfield	21000	1	Local	7
Gosford - Springfield	21000	1	National	7
Gosford - Springfield	21000	1	State territory	62
Gosford - Springfield	26250			13
Gosford - Springfield	26250	0		823
Gosford - Springfield	26250	1	Local	12
Gosford - Springfield	26250	1	National	3
Gosford - Springfield	26250	1	State territory	89
Gosford - Springfield	34125			16
Gosford - Springfield	34125	0		1335
Gosford - Springfield	34125	1	Local	21
Gosford - Springfield	34125	1	National	8
Gosford - Springfield	34125	1	State territory	233
Gosford - Springfield	42000			23
Gosford - Springfield	42000	0		1697
Gosford - Springfield	42000	1	Local	30
Gosford - Springfield	42000	1	National	21
Gosford - Springfield	42000	1	State territory	325
Gosford - Springfield	52500			17
Gosford - Springfield	52500	0		1969
Gosford - Springfield	52500	1	Local	70
Gosford - Springfield	52500	1	National	20
Gosford - Springfield	52500	1	State territory	520
Gosford - Springfield	65625			21
Gosford - Springfield	65625	0		1929
Gosford - Springfield	65625	1	Local	114
Gosford - Springfield	65625	1	National	50
Gosford - Springfield	65625	1	State territory	661
Gosford - Springfield	78750			7
Gosford - Springfield	78750	0		1089
Gosford - Springfield	78750	1	Local	91
Gosford - Springfield	78750	1	National	59
Gosford - Springfield	78750	1	State territory	626
Gosford - Springfield	91875			6
Gosford - Springfield	91875	0		798
Gosford - Springfield	91875	1	Local	93
Gosford - Springfield	91875	1	National	56
Gosford - Springfield	91875	1	State territory	679
Gosford - Springfield	105000			7
Gosford - Springfield	105000	0		568
Gosford - Springfield	105000	1	Local	46
Gosford - Springfield	105000	1	National	38
Gosford - Springfield	105000	1	State territory	580
Gosford - Springfield	157500			3
Gosford - Springfield	157500	0		750
Gosford - Springfield	157500	1	Local	25
Gosford - Springfield	157500	1	National	32
Gosford - Springfield	157500	1	State territory	585
Gosford - Springfield	Inf			5
Gosford - Springfield	Inf	0		392
Gosford - Springfield	Inf	1	Local	7
Gosford - Springfield	Inf	1	National	5
Gosford - Springfield	Inf	1	State territory	162
Kariong				3
Kariong		0		18
Kariong		1	State territory	5
Kariong	0	0		5
Kariong	7875	0		44
Kariong	15750	0		38
Kariong	21000	0		49
Kariong	21000	1	State territory	4
Kariong	26250	0		64
Kariong	26250	1	Local	3
Kariong	34125	0		96
Kariong	34125	1	Local	3
Kariong	34125	1	State territory	16
Kariong	42000			3
Kariong	42000	0		123
Kariong	42000	1	State territory	20
Kariong	52500	0		112
Kariong	52500	1	Local	3
Kariong	52500	1	State territory	33
Kariong	65625			3
Kariong	65625	0		95
Kariong	65625	1	State territory	46
Kariong	78750	0		89
Kariong	78750	1	State territory	63
Kariong	91875	0		65
Kariong	91875	1	State territory	98
Kariong	105000	0		42
Kariong	105000	1	State territory	43
Kariong	157500	0		41
Kariong	157500	1	State territory	35
Kariong	Inf	0		20
Kariong	Inf	1	State territory	4
Kincumber - Picketts Valley				6
Kincumber - Picketts Valley		0		20
Kincumber - Picketts Valley	0	0		19
Kincumber - Picketts Valley	7875			4
Kincumber - Picketts Valley	7875	0		176
Kincumber - Picketts Valley	15750	0		149
Kincumber - Picketts Valley	21000	0		132
Kincumber - Picketts Valley	21000	1	State territory	4
