SA2_NAME16	LabourForceStatus	Sex	workers
Geebung	Employed (away from work)	F	40
Geebung	Employed (away from work)	M	95
Geebung	Employed (full-time)	F	1053
Geebung	Employed (full-time)	M	3987
Geebung	Employed (part-time)	F	637
Geebung	Employed (part-time)	M	450
Kedron - Gordon Park		F	29
Kedron - Gordon Park		M	36
Kedron - Gordon Park	Employed (away from work)	F	59
Kedron - Gordon Park	Employed (away from work)	M	33
Kedron - Gordon Park	Employed (full-time)	F	968
Kedron - Gordon Park	Employed (full-time)	M	1768
Kedron - Gordon Park	Employed (part-time)	F	806
Kedron - Gordon Park	Employed (part-time)	M	404
Stafford		F	32
Stafford		M	37
Stafford	Employed (away from work)	F	52
Stafford	Employed (away from work)	M	49
Stafford	Employed (full-time)	F	902
Stafford	Employed (full-time)	M	1726
Stafford	Employed (part-time)	F	1033
Stafford	Employed (part-time)	M	520
Stafford Heights		F	11
Stafford Heights		M	7
Stafford Heights	Employed (away from work)	F	12
Stafford Heights	Employed (away from work)	M	7
Stafford Heights	Employed (full-time)	F	197
Stafford Heights	Employed (full-time)	M	215
Stafford Heights	Employed (part-time)	F	278
Stafford Heights	Employed (part-time)	M	103
Wavell Heights		F	10
Wavell Heights		M	10
Wavell Heights	Employed (away from work)	F	25
Wavell Heights	Employed (away from work)	M	16
Wavell Heights	Employed (full-time)	F	301
Wavell Heights	Employed (full-time)	M	365
Wavell Heights	Employed (part-time)	F	384
Wavell Heights	Employed (part-time)	M	119
Boondall		F	16
Boondall		M	13
Boondall	Employed (away from work)	F	22
Boondall	Employed (away from work)	M	25
Boondall	Employed (full-time)	F	332
Boondall	Employed (full-time)	M	578
Boondall	Employed (part-time)	F	403
Boondall	Employed (part-time)	M	304
Brisbane Airport		F	125
Brisbane Airport		M	219
Brisbane Airport	Employed (away from work)	F	390
Brisbane Airport	Employed (away from work)	M	477
Brisbane Airport	Employed (full-time)	F	4319
Brisbane Airport	Employed (full-time)	M	11001
Brisbane Airport	Employed (part-time)	F	2635
Brisbane Airport	Employed (part-time)	M	2255
Eagle Farm - Pinkenba		F	50
Eagle Farm - Pinkenba		M	121
Eagle Farm - Pinkenba	Employed (away from work)	F	81
Eagle Farm - Pinkenba	Employed (away from work)	M	200
Eagle Farm - Pinkenba	Employed (full-time)	F	1973
Eagle Farm - Pinkenba	Employed (full-time)	M	7891
Eagle Farm - Pinkenba	Employed (part-time)	F	786
Eagle Farm - Pinkenba	Employed (part-time)	M	822
Northgate - Virginia		F	60
Northgate - Virginia		M	117
Northgate - Virginia	Employed (away from work)	F	133
Northgate - Virginia	Employed (away from work)	M	160
Northgate - Virginia	Employed (full-time)	F	2036
Northgate - Virginia	Employed (full-time)	M	5692
Northgate - Virginia	Employed (part-time)	F	1045
Northgate - Virginia	Employed (part-time)	M	853
Nudgee - Banyo		F	60
Nudgee - Banyo		M	78
Nudgee - Banyo	Employed (away from work)	F	110
Nudgee - Banyo	Employed (away from work)	M	90
Nudgee - Banyo	Employed (full-time)	F	1795
Nudgee - Banyo	Employed (full-time)	M	3595
Nudgee - Banyo	Employed (part-time)	F	1047
Nudgee - Banyo	Employed (part-time)	M	658
Nundah		F	41
Nundah		M	32
Nundah	Employed (away from work)	F	107
Nundah	Employed (away from work)	M	58
Nundah	Employed (full-time)	F	1337
Nundah	Employed (full-time)	M	1328
Nundah	Employed (part-time)	F	1311
Nundah	Employed (part-time)	M	607
Bracken Ridge		F	14
Bracken Ridge		M	15
Bracken Ridge	Employed (away from work)	F	55
Bracken Ridge	Employed (away from work)	M	30
Bracken Ridge	Employed (full-time)	F	524
Bracken Ridge	Employed (full-time)	M	518
Bracken Ridge	Employed (part-time)	F	740
Bracken Ridge	Employed (part-time)	M	337
Brighton (Qld)		F	18
Brighton (Qld)		M	14
Brighton (Qld)	Employed (away from work)	F	57
Brighton (Qld)	Employed (away from work)	M	12
Brighton (Qld)	Employed (full-time)	F	366
Brighton (Qld)	Employed (full-time)	M	285
Brighton (Qld)	Employed (part-time)	F	545
Brighton (Qld)	Employed (part-time)	M	144
Deagon		F	7
Deagon		M	9
Deagon	Employed (away from work)	F	25
Deagon	Employed (away from work)	M	8
Deagon	Employed (full-time)	F	250
Deagon	Employed (full-time)	M	471
Deagon	Employed (part-time)	F	240
Deagon	Employed (part-time)	M	142
Sandgate - Shorncliffe		F	19
Sandgate - Shorncliffe		M	21
Sandgate - Shorncliffe	Employed (away from work)	F	61
Sandgate - Shorncliffe	Employed (away from work)	M	30
Sandgate - Shorncliffe	Employed (full-time)	F	678
Sandgate - Shorncliffe	Employed (full-time)	M	774
Sandgate - Shorncliffe	Employed (part-time)	F	819
Sandgate - Shorncliffe	Employed (part-time)	M	362
Taigum - Fitzgibbon		F	8
Taigum - Fitzgibbon		M	22
Taigum - Fitzgibbon	Employed (away from work)	F	50
Taigum - Fitzgibbon	Employed (away from work)	M	19
Taigum - Fitzgibbon	Employed (full-time)	F	385
Taigum - Fitzgibbon	Employed (full-time)	M	350
Taigum - Fitzgibbon	Employed (part-time)	F	651
Taigum - Fitzgibbon	Employed (part-time)	M	239
Zillmere		F	16
Zillmere		M	23
Zillmere	Employed (away from work)	F	55
Zillmere	Employed (away from work)	M	15
Zillmere	Employed (full-time)	F	520
Zillmere	Employed (full-time)	M	777
Zillmere	Employed (part-time)	F	398
Zillmere	Employed (part-time)	M	222
Camp Hill		F	9
Camp Hill		M	12
Camp Hill	Employed (away from work)	F	32
Camp Hill	Employed (away from work)	M	16
Camp Hill	Employed (full-time)	F	378
Camp Hill	Employed (full-time)	M	535
Camp Hill	Employed (part-time)	F	586
Camp Hill	Employed (part-time)	M	269
Cannon Hill		F	25
Cannon Hill		M	39
Cannon Hill	Employed (away from work)	F	92
Cannon Hill	Employed (away from work)	M	66
Cannon Hill	Employed (full-time)	F	1192
Cannon Hill	Employed (full-time)	M	1869
Cannon Hill	Employed (part-time)	F	974
Cannon Hill	Employed (part-time)	M	558
Carina		F	10
Carina		M	25
Carina	Employed (away from work)	F	42
Carina	Employed (away from work)	M	35
Carina	Employed (full-time)	F	506
Carina	Employed (full-time)	M	748
Carina	Employed (part-time)	F	610
Carina	Employed (part-time)	M	265
Carina Heights		F	6
Carina Heights		M	14
Carina Heights	Employed (away from work)	F	19
Carina Heights	Employed (away from work)	M	14
Carina Heights	Employed (full-time)	F	298
Carina Heights	Employed (full-time)	M	332
Carina Heights	Employed (part-time)	F	376
Carina Heights	Employed (part-time)	M	173
Carindale		F	65
Carindale		M	48
Carindale	Employed (away from work)	F	101
Carindale	Employed (away from work)	M	43
Carindale	Employed (full-time)	F	1178
Carindale	Employed (full-time)	M	1037
Carindale	Employed (part-time)	F	2272
Carindale	Employed (part-time)	M	896
Annerley		F	23
Annerley		M	22
Annerley	Employed (away from work)	F	49
Annerley	Employed (away from work)	M	21
Annerley	Employed (full-time)	F	639
Annerley	Employed (full-time)	M	711
Annerley	Employed (part-time)	F	702
Annerley	Employed (part-time)	M	450
Coorparoo		F	37
Coorparoo		M	41
Coorparoo	Employed (away from work)	F	123
Coorparoo	Employed (away from work)	M	69
Coorparoo	Employed (full-time)	F	1445
Coorparoo	Employed (full-time)	M	1934
Coorparoo	Employed (part-time)	F	1317
Coorparoo	Employed (part-time)	M	607
Fairfield - Dutton Park		F	11
Fairfield - Dutton Park		M	18
Fairfield - Dutton Park	Employed (away from work)	F	53
Fairfield - Dutton Park	Employed (away from work)	M	33
Fairfield - Dutton Park	Employed (full-time)	F	625
Fairfield - Dutton Park	Employed (full-time)	M	889
Fairfield - Dutton Park	Employed (part-time)	F	484
Fairfield - Dutton Park	Employed (part-time)	M	247
Greenslopes		F	48
Greenslopes		M	47
Greenslopes	Employed (away from work)	F	179
Greenslopes	Employed (away from work)	M	45
Greenslopes	Employed (full-time)	F	2152
Greenslopes	Employed (full-time)	M	1652
Greenslopes	Employed (part-time)	F	1757
Greenslopes	Employed (part-time)	M	594
Holland Park		F	14
Holland Park		M	14
Holland Park	Employed (away from work)	F	38
Holland Park	Employed (away from work)	M	9
Holland Park	Employed (full-time)	F	429
Holland Park	Employed (full-time)	M	524
Holland Park	Employed (part-time)	F	564
Holland Park	Employed (part-time)	M	246
Holland Park West		F	4
Holland Park West		M	5
Holland Park West	Employed (away from work)	F	20
Holland Park West	Employed (away from work)	M	10
Holland Park West	Employed (full-time)	F	228
Holland Park West	Employed (full-time)	M	245
Holland Park West	Employed (part-time)	F	306
Holland Park West	Employed (part-time)	M	140
Woolloongabba		F	85
Woolloongabba		M	138
Woolloongabba	Employed (away from work)	F	521
Woolloongabba	Employed (away from work)	M	205
Woolloongabba	Employed (full-time)	F	5261
Woolloongabba	Employed (full-time)	M	4824
Woolloongabba	Employed (part-time)	F	3381
Woolloongabba	Employed (part-time)	M	1170
Yeronga		F	23
Yeronga		M	37
Yeronga	Employed (away from work)	F	68
Yeronga	Employed (away from work)	M	71
Yeronga	Employed (full-time)	F	801
Yeronga	Employed (full-time)	M	1719
Yeronga	Employed (part-time)	F	807
Yeronga	Employed (part-time)	M	517
Eight Mile Plains		F	63
Eight Mile Plains		M	88
Eight Mile Plains	Employed (away from work)	F	191
Eight Mile Plains	Employed (away from work)	M	106
Eight Mile Plains	Employed (full-time)	F	3108
Eight Mile Plains	Employed (full-time)	M	3620
Eight Mile Plains	Employed (part-time)	F	1435
Eight Mile Plains	Employed (part-time)	M	617
Macgregor (Qld)		F	16
Macgregor (Qld)		M	11
Macgregor (Qld)	Employed (away from work)	F	33
Macgregor (Qld)	Employed (away from work)	M	10
Macgregor (Qld)	Employed (full-time)	F	408
Macgregor (Qld)	Employed (full-time)	M	528
Macgregor (Qld)	Employed (part-time)	F	515
Macgregor (Qld)	Employed (part-time)	M	310
Mansfield (Qld)		F	32
Mansfield (Qld)		M	29
Mansfield (Qld)	Employed (away from work)	F	58
Mansfield (Qld)	Employed (away from work)	M	40
Mansfield (Qld)	Employed (full-time)	F	898
Mansfield (Qld)	Employed (full-time)	M	1733
Mansfield (Qld)	Employed (part-time)	F	784
Mansfield (Qld)	Employed (part-time)	M	371
Mount Gravatt		F	34
Mount Gravatt		M	44
Mount Gravatt	Employed (away from work)	F	95
Mount Gravatt	Employed (away from work)	M	42
Mount Gravatt	Employed (full-time)	F	1094
Mount Gravatt	Employed (full-time)	M	1430
Mount Gravatt	Employed (part-time)	F	1314
Mount Gravatt	Employed (part-time)	M	567
Rochedale - Burbank		F	12
Rochedale - Burbank		M	14
Rochedale - Burbank	Employed (away from work)	F	27
Rochedale - Burbank	Employed (away from work)	M	27
Rochedale - Burbank	Employed (full-time)	F	369
Rochedale - Burbank	Employed (full-time)	M	693
Rochedale - Burbank	Employed (part-time)	F	478
Rochedale - Burbank	Employed (part-time)	M	221
Upper Mount Gravatt		F	86
Upper Mount Gravatt		M	91
Upper Mount Gravatt	Employed (away from work)	F	238
Upper Mount Gravatt	Employed (away from work)	M	110
Upper Mount Gravatt	Employed (full-time)	F	2895
Upper Mount Gravatt	Employed (full-time)	M	2665
Upper Mount Gravatt	Employed (part-time)	F	3141
Upper Mount Gravatt	Employed (part-time)	M	1332
Wishart		F	4
Wishart		M	8
Wishart	Employed (away from work)	F	24
Wishart	Employed (away from work)	M	17
Wishart	Employed (full-time)	F	334
Wishart	Employed (full-time)	M	424
Wishart	Employed (part-time)	F	489
Wishart	Employed (part-time)	M	229
Coopers Plains		F	51
Coopers Plains		M	80
Coopers Plains	Employed (away from work)	F	134
Coopers Plains	Employed (away from work)	M	77
Coopers Plains	Employed (full-time)	F	1559
Coopers Plains	Employed (full-time)	M	3348
Coopers Plains	Employed (part-time)	F	982
Coopers Plains	Employed (part-time)	M	637
Moorooka		F	18
Moorooka		M	18
Moorooka	Employed (away from work)	F	34
Moorooka	Employed (away from work)	M	28
Moorooka	Employed (full-time)	F	542
Moorooka	Employed (full-time)	M	1356
Moorooka	Employed (part-time)	F	547
Moorooka	Employed (part-time)	M	323
Robertson		F	20
Robertson		M	32
Robertson	Employed (away from work)	F	36
Robertson	Employed (away from work)	M	20
Robertson	Employed (full-time)	F	436
Robertson	Employed (full-time)	M	459
Robertson	Employed (part-time)	F	706
Robertson	Employed (part-time)	M	352
Salisbury - Nathan		F	68
Salisbury - Nathan		M	73
Salisbury - Nathan	Employed (away from work)	F	129
Salisbury - Nathan	Employed (away from work)	M	81
Salisbury - Nathan	Employed (full-time)	F	1931
Salisbury - Nathan	Employed (full-time)	M	3854
Salisbury - Nathan	Employed (part-time)	F	1169
Salisbury - Nathan	Employed (part-time)	M	747
Tarragindi		F	9
Tarragindi		M	9
Tarragindi	Employed (away from work)	F	18
Tarragindi	Employed (away from work)	M	6
Tarragindi	Employed (full-time)	F	236
Tarragindi	Employed (full-time)	M	329
Tarragindi	Employed (part-time)	F	411
Tarragindi	Employed (part-time)	M	150
Algester		F	12
Algester		M	17
Algester	Employed (away from work)	F	20
Algester	Employed (away from work)	M	8
Algester	Employed (full-time)	F	234
Algester	Employed (full-time)	M	263
Algester	Employed (part-time)	F	335
Algester	Employed (part-time)	M	143
Calamvale - Stretton		F	36
Calamvale - Stretton		M	51
Calamvale - Stretton	Employed (away from work)	F	81
Calamvale - Stretton	Employed (away from work)	M	53
Calamvale - Stretton	Employed (full-time)	F	967
Calamvale - Stretton	Employed (full-time)	M	1375
Calamvale - Stretton	Employed (part-time)	F	1045
Calamvale - Stretton	Employed (part-time)	M	490
Pallara - Willawong		F	42
Pallara - Willawong		M	84
Pallara - Willawong	Employed (away from work)	F	49
Pallara - Willawong	Employed (away from work)	M	151
Pallara - Willawong	Employed (full-time)	F	947
Pallara - Willawong	Employed (full-time)	M	4137
Pallara - Willawong	Employed (part-time)	F	545
Pallara - Willawong	Employed (part-time)	M	911
Parkinson - Drewvale		F	16
Parkinson - Drewvale		M	30
Parkinson - Drewvale	Employed (away from work)	F	42
Parkinson - Drewvale	Employed (away from work)	M	33
Parkinson - Drewvale	Employed (full-time)	F	458
Parkinson - Drewvale	Employed (full-time)	M	1029
Parkinson - Drewvale	Employed (part-time)	F	490
Parkinson - Drewvale	Employed (part-time)	M	355
Rocklea - Acacia Ridge		F	127
Rocklea - Acacia Ridge		M	300
Rocklea - Acacia Ridge	Employed (away from work)	F	194
Rocklea - Acacia Ridge	Employed (away from work)	M	324
Rocklea - Acacia Ridge	Employed (full-time)	F	3719
Rocklea - Acacia Ridge	Employed (full-time)	M	14638
Rocklea - Acacia Ridge	Employed (part-time)	F	2026
Rocklea - Acacia Ridge	Employed (part-time)	M	1959
Kuraby		F	9
Kuraby		M	6
Kuraby	Employed (away from work)	F	10
Kuraby	Employed (full-time)	F	147
Kuraby	Employed (full-time)	M	177
Kuraby	Employed (part-time)	F	231
Kuraby	Employed (part-time)	M	133
Runcorn		F	11
Runcorn		M	21
Runcorn	Employed (away from work)	F	35
Runcorn	Employed (away from work)	M	16
Runcorn	Employed (full-time)	F	349
Runcorn	Employed (full-time)	M	661
Runcorn	Employed (part-time)	F	484
Runcorn	Employed (part-time)	M	304
Sunnybank		F	20
Sunnybank		M	17
Sunnybank	Employed (away from work)	F	55
Sunnybank	Employed (away from work)	M	19
Sunnybank	Employed (full-time)	F	629
Sunnybank	Employed (full-time)	M	464
Sunnybank	Employed (part-time)	F	767
Sunnybank	Employed (part-time)	M	338
Sunnybank Hills		F	34
Sunnybank Hills		M	33
Sunnybank Hills	Employed (away from work)	F	58
Sunnybank Hills	Employed (away from work)	M	27
Sunnybank Hills	Employed (full-time)	F	745
Sunnybank Hills	Employed (full-time)	M	713
Sunnybank Hills	Employed (part-time)	F	1095
Sunnybank Hills	Employed (part-time)	M	563
Jindalee - Mount Ommaney		F	23
Jindalee - Mount Ommaney		M	25
Jindalee - Mount Ommaney	Employed (away from work)	F	74
Jindalee - Mount Ommaney	Employed (away from work)	M	30
Jindalee - Mount Ommaney	Employed (full-time)	F	751
Jindalee - Mount Ommaney	Employed (full-time)	M	628
Jindalee - Mount Ommaney	Employed (part-time)	F	1290
Jindalee - Mount Ommaney	Employed (part-time)	M	491
Middle Park - Jamboree Heights		F	7
Middle Park - Jamboree Heights		M	11
Middle Park - Jamboree Heights	Employed (away from work)	F	18
Middle Park - Jamboree Heights	Employed (away from work)	M	12
Middle Park - Jamboree Heights	Employed (full-time)	F	221
Middle Park - Jamboree Heights	Employed (full-time)	M	204
Middle Park - Jamboree Heights	Employed (part-time)	F	402
Middle Park - Jamboree Heights	Employed (part-time)	M	144
Riverhills		F	5
Riverhills		M	3
Riverhills	Employed (away from work)	F	3
Riverhills	Employed (full-time)	F	43
Riverhills	Employed (full-time)	M	72
Riverhills	Employed (part-time)	F	60
Riverhills	Employed (part-time)	M	50
Seventeen Mile Rocks - Sinnamon Park		F	32
Seventeen Mile Rocks - Sinnamon Park		M	37
Seventeen Mile Rocks - Sinnamon Park	Employed (away from work)	F	66
Seventeen Mile Rocks - Sinnamon Park	Employed (away from work)	M	59
Seventeen Mile Rocks - Sinnamon Park	Employed (full-time)	F	750
Seventeen Mile Rocks - Sinnamon Park	Employed (full-time)	M	1594
Seventeen Mile Rocks - Sinnamon Park	Employed (part-time)	F	896
Seventeen Mile Rocks - Sinnamon Park	Employed (part-time)	M	476
Westlake	Employed (away from work)	F	7
Westlake	Employed (away from work)	M	3
Westlake	Employed (full-time)	F	41
Westlake	Employed (full-time)	M	88
Westlake	Employed (part-time)	F	81
Westlake	Employed (part-time)	M	40
Bellbowrie - Moggill		F	5
Bellbowrie - Moggill		M	8
Bellbowrie - Moggill	Employed (away from work)	F	21
Bellbowrie - Moggill	Employed (away from work)	M	13
Bellbowrie - Moggill	Employed (full-time)	F	208
Bellbowrie - Moggill	Employed (full-time)	M	296
Bellbowrie - Moggill	Employed (part-time)	F	385
Bellbowrie - Moggill	Employed (part-time)	M	201
Brookfield - Kenmore Hills		F	17
Brookfield - Kenmore Hills		M	17
Brookfield - Kenmore Hills	Employed (away from work)	F	49
Brookfield - Kenmore Hills	Employed (away from work)	M	22
Brookfield - Kenmore Hills	Employed (full-time)	F	493
Brookfield - Kenmore Hills	Employed (full-time)	M	478
Brookfield - Kenmore Hills	Employed (part-time)	F	614
Brookfield - Kenmore Hills	Employed (part-time)	M	284
Chapel Hill		F	4
Chapel Hill		M	5
Chapel Hill	Employed (away from work)	F	22
Chapel Hill	Employed (away from work)	M	19
Chapel Hill	Employed (full-time)	F	220
Chapel Hill	Employed (full-time)	M	309
Chapel Hill	Employed (part-time)	F	476
Chapel Hill	Employed (part-time)	M	272
Fig Tree Pocket		F	3
Fig Tree Pocket		M	4
Fig Tree Pocket	Employed (away from work)	F	22
Fig Tree Pocket	Employed (away from work)	M	9
Fig Tree Pocket	Employed (full-time)	F	185
Fig Tree Pocket	Employed (full-time)	M	159
Fig Tree Pocket	Employed (part-time)	F	230
Fig Tree Pocket	Employed (part-time)	M	81
Kenmore		F	9
Kenmore		M	12
Kenmore	Employed (away from work)	F	39
Kenmore	Employed (away from work)	M	7
Kenmore	Employed (full-time)	F	452
Kenmore	Employed (full-time)	M	469
Kenmore	Employed (part-time)	F	647
Kenmore	Employed (part-time)	M	259
Pinjarra Hills - Pullenvale		F	13
Pinjarra Hills - Pullenvale		M	7
Pinjarra Hills - Pullenvale	Employed (away from work)	F	22
Pinjarra Hills - Pullenvale	Employed (away from work)	M	28
Pinjarra Hills - Pullenvale	Employed (full-time)	F	259
Pinjarra Hills - Pullenvale	Employed (full-time)	M	508
Pinjarra Hills - Pullenvale	Employed (part-time)	F	360
Pinjarra Hills - Pullenvale	Employed (part-time)	M	168
Chelmer - Graceville		F	10
Chelmer - Graceville		M	11
Chelmer - Graceville	Employed (away from work)	F	31
Chelmer - Graceville	Employed (away from work)	M	9
Chelmer - Graceville	Employed (full-time)	F	279
Chelmer - Graceville	Employed (full-time)	M	351
Chelmer - Graceville	Employed (part-time)	F	530
Chelmer - Graceville	Employed (part-time)	M	199
Corinda		F	12
Corinda		M	10
Corinda	Employed (away from work)	F	41
Corinda	Employed (away from work)	M	25
Corinda	Employed (full-time)	F	419
Corinda	Employed (full-time)	M	514
Corinda	Employed (part-time)	F	483
Corinda	Employed (part-time)	M	201
Indooroopilly		F	87
Indooroopilly		M	57
Indooroopilly	Employed (away from work)	F	199
Indooroopilly	Employed (away from work)	M	69
Indooroopilly	Employed (full-time)	F	1972
Indooroopilly	Employed (full-time)	M	1744
Indooroopilly	Employed (part-time)	F	2978
Indooroopilly	Employed (part-time)	M	1214
Sherwood		F	11
Sherwood		M	10
Sherwood	Employed (away from work)	F	19
Sherwood	Employed (away from work)	M	7
Sherwood	Employed (full-time)	F	264
Sherwood	Employed (full-time)	M	401
Sherwood	Employed (part-time)	F	334
Sherwood	Employed (part-time)	M	178
St Lucia		F	77
St Lucia		M	85
St Lucia	Employed (away from work)	F	256
St Lucia	Employed (away from work)	M	116
St Lucia	Employed (full-time)	F	2726
St Lucia	Employed (full-time)	M	3112
St Lucia	Employed (part-time)	F	2254
St Lucia	Employed (part-time)	M	1427
Taringa		F	11
Taringa		M	15
Taringa	Employed (away from work)	F	47
Taringa	Employed (away from work)	M	20
Taringa	Employed (full-time)	F	643
Taringa	Employed (full-time)	M	721
Taringa	Employed (part-time)	F	558
Taringa	Employed (part-time)	M	275
Enoggera		F	42
Enoggera		M	104
Enoggera	Employed (away from work)	F	110
Enoggera	Employed (away from work)	M	283
Enoggera	Employed (full-time)	F	1281
Enoggera	Employed (full-time)	M	5147
Enoggera	Employed (part-time)	F	603
Enoggera	Employed (part-time)	M	536
Enoggera Reservoir	Employed (full-time)	M	3
Keperra		F	15
Keperra		M	14
Keperra	Employed (away from work)	F	32
Keperra	Employed (away from work)	M	10
Keperra	Employed (full-time)	F	326
Keperra	Employed (full-time)	M	357
Keperra	Employed (part-time)	F	593
Keperra	Employed (part-time)	M	291
Mitchelton		F	24
Mitchelton		M	18
Mitchelton	Employed (away from work)	F	61
Mitchelton	Employed (away from work)	M	28
Mitchelton	Employed (full-time)	F	746
Mitchelton	Employed (full-time)	M	619
Mitchelton	Employed (part-time)	F	1188
Mitchelton	Employed (part-time)	M	486
Mount Coot-tha		F	3
Mount Coot-tha		M	6
Mount Coot-tha	Employed (away from work)	F	8
Mount Coot-tha	Employed (away from work)	M	5
Mount Coot-tha	Employed (full-time)	F	171
Mount Coot-tha	Employed (full-time)	M	267
Mount Coot-tha	Employed (part-time)	F	76
Mount Coot-tha	Employed (part-time)	M	69
The Gap		F	17
The Gap		M	18
The Gap	Employed (away from work)	F	58
The Gap	Employed (away from work)	M	25
The Gap	Employed (full-time)	F	498
The Gap	Employed (full-time)	M	647
The Gap	Employed (part-time)	F	886
The Gap	Employed (part-time)	M	423
Upper Kedron - Ferny Grove		M	3
Upper Kedron - Ferny Grove	Employed (away from work)	F	41
Upper Kedron - Ferny Grove	Employed (away from work)	M	14
Upper Kedron - Ferny Grove	Employed (full-time)	F	339
Upper Kedron - Ferny Grove	Employed (full-time)	M	366
Upper Kedron - Ferny Grove	Employed (part-time)	F	453
Upper Kedron - Ferny Grove	Employed (part-time)	M	189
Brisbane City		F	785
Brisbane City		M	865
Brisbane City	Employed (away from work)	F	3069
Brisbane City	Employed (away from work)	M	1303
Brisbane City	Employed (full-time)	F	41516
Brisbane City	Employed (full-time)	M	50605
Brisbane City	Employed (part-time)	F	16656
Brisbane City	Employed (part-time)	M	7695
Fortitude Valley		F	110
Fortitude Valley		M	185
Fortitude Valley	Employed (away from work)	F	370
Fortitude Valley	Employed (away from work)	M	253
Fortitude Valley	Employed (full-time)	F	6361
Fortitude Valley	Employed (full-time)	M	9876
Fortitude Valley	Employed (part-time)	F	3127
Fortitude Valley	Employed (part-time)	M	1804
Highgate Hill		F	4
Highgate Hill		M	7
Highgate Hill	Employed (away from work)	F	14
Highgate Hill	Employed (away from work)	M	3
Highgate Hill	Employed (full-time)	F	122
Highgate Hill	Employed (full-time)	M	161
Highgate Hill	Employed (part-time)	F	164
Highgate Hill	Employed (part-time)	M	101
Kangaroo Point		F	25
Kangaroo Point		M	32
Kangaroo Point	Employed (away from work)	F	52
Kangaroo Point	Employed (away from work)	M	27
Kangaroo Point	Employed (full-time)	F	587
Kangaroo Point	Employed (full-time)	M	777
Kangaroo Point	Employed (part-time)	F	729
Kangaroo Point	Employed (part-time)	M	437
New Farm		F	36
New Farm		M	25
New Farm	Employed (away from work)	F	70
New Farm	Employed (away from work)	M	33
New Farm	Employed (full-time)	F	946
New Farm	Employed (full-time)	M	1154
New Farm	Employed (part-time)	F	1119
New Farm	Employed (part-time)	M	561
South Brisbane		F	180
South Brisbane		M	196
South Brisbane	Employed (away from work)	F	877
South Brisbane	Employed (away from work)	M	272
South Brisbane	Employed (full-time)	F	9046
South Brisbane	Employed (full-time)	M	8887
South Brisbane	Employed (part-time)	F	5850
South Brisbane	Employed (part-time)	M	2188
Spring Hill		F	70
Spring Hill		M	87
Spring Hill	Employed (away from work)	F	262
Spring Hill	Employed (away from work)	M	105
Spring Hill	Employed (full-time)	F	3910
Spring Hill	Employed (full-time)	M	4616
Spring Hill	Employed (part-time)	F	2542
Spring Hill	Employed (part-time)	M	1043
West End		F	52
West End		M	56
West End	Employed (away from work)	F	120
West End	Employed (away from work)	M	44
West End	Employed (full-time)	F	2008
West End	Employed (full-time)	M	2968
West End	Employed (part-time)	F	1310
West End	Employed (part-time)	M	731
Balmoral		M	6
Balmoral	Employed (away from work)	F	19
Balmoral	Employed (away from work)	M	4
Balmoral	Employed (full-time)	F	209
Balmoral	Employed (full-time)	M	247
Balmoral	Employed (part-time)	F	260
Balmoral	Employed (part-time)	M	92
Bulimba		F	18
Bulimba		M	20
Bulimba	Employed (away from work)	F	41
Bulimba	Employed (away from work)	M	26
Bulimba	Employed (full-time)	F	478
Bulimba	Employed (full-time)	M	813
Bulimba	Employed (part-time)	F	523
Bulimba	Employed (part-time)	M	280
East Brisbane		F	15
East Brisbane		M	27
East Brisbane	Employed (away from work)	F	30
East Brisbane	Employed (away from work)	M	33
East Brisbane	Employed (full-time)	F	761
East Brisbane	Employed (full-time)	M	1425
East Brisbane	Employed (part-time)	F	528
East Brisbane	Employed (part-time)	M	364
Hawthorne		F	7
Hawthorne		M	10
Hawthorne	Employed (away from work)	F	16
Hawthorne	Employed (away from work)	M	9
Hawthorne	Employed (full-time)	F	278
Hawthorne	Employed (full-time)	M	283
Hawthorne	Employed (part-time)	F	299
Hawthorne	Employed (part-time)	M	116
Morningside - Seven Hills		F	37
Morningside - Seven Hills		M	59
Morningside - Seven Hills	Employed (away from work)	F	56
Morningside - Seven Hills	Employed (away from work)	M	69
Morningside - Seven Hills	Employed (full-time)	F	1334
Morningside - Seven Hills	Employed (full-time)	M	3071
Morningside - Seven Hills	Employed (part-time)	F	981
Morningside - Seven Hills	Employed (part-time)	M	588
Norman Park		F	3
Norman Park		M	8
Norman Park	Employed (away from work)	F	18
Norman Park	Employed (away from work)	M	7
Norman Park	Employed (full-time)	F	186
Norman Park	Employed (full-time)	M	274
Norman Park	Employed (part-time)	F	245
Norman Park	Employed (part-time)	M	122
Albion		F	39
Albion		M	53
Albion	Employed (away from work)	F	74
Albion	Employed (away from work)	M	73
Albion	Employed (full-time)	F	1090
Albion	Employed (full-time)	M	2590
Albion	Employed (part-time)	F	917
Albion	Employed (part-time)	M	521
Alderley		F	5
Alderley		M	13
Alderley	Employed (away from work)	F	20
Alderley	Employed (away from work)	M	3
Alderley	Employed (full-time)	F	222
Alderley	Employed (full-time)	M	382
Alderley	Employed (part-time)	F	257
Alderley	Employed (part-time)	M	110
Ascot		F	16
Ascot		M	16
Ascot	Employed (away from work)	F	18
Ascot	Employed (away from work)	M	20
Ascot	Employed (full-time)	F	425
Ascot	Employed (full-time)	M	469
Ascot	Employed (part-time)	F	447
Ascot	Employed (part-time)	M	245
Clayfield		F	22
