SA2_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Narooma - Bermagui	Technicians and trades workers	1	State territory	8
Goulburn				72
Goulburn		0		79
Goulburn		0		22
Goulburn		1	Local	6
Goulburn		1	National	4
Goulburn		1	State territory	11
Goulburn	Clerical and administrative workers			11
Goulburn	Clerical and administrative workers	0		833
Goulburn	Clerical and administrative workers	0		12
Goulburn	Clerical and administrative workers	1	Local	75
Goulburn	Clerical and administrative workers	1	National	84
Goulburn	Clerical and administrative workers	1	State territory	252
Goulburn	Community and personal service workers			17
Goulburn	Community and personal service workers	0		1093
Goulburn	Community and personal service workers	0		18
Goulburn	Community and personal service workers	1	Local	11
Goulburn	Community and personal service workers	1	National	14
Goulburn	Community and personal service workers	1	State territory	693
Goulburn	Labourers			6
Goulburn	Labourers	0		980
Goulburn	Labourers	0		22
Goulburn	Labourers	1	Local	28
Goulburn	Labourers	1	National	5
Goulburn	Labourers	1	State territory	61
Goulburn	Machinery operators and drivers			8
Goulburn	Machinery operators and drivers	0		584
Goulburn	Machinery operators and drivers	0		15
Goulburn	Machinery operators and drivers	1	Local	44
Goulburn	Machinery operators and drivers	1	State territory	18
Goulburn	Managers			8
Goulburn	Managers	0		781
Goulburn	Managers	0		13
Goulburn	Managers	1	Local	34
Goulburn	Managers	1	National	7
Goulburn	Managers	1	State territory	112
Goulburn	Professionals			8
Goulburn	Professionals	0		966
Goulburn	Professionals	0		20
Goulburn	Professionals	1	Local	42
Goulburn	Professionals	1	National	62
Goulburn	Professionals	1	State territory	656
Goulburn	Sales workers			11
Goulburn	Sales workers	0		1115
Goulburn	Sales workers	0		29
Goulburn	Sales workers	1	National	10
Goulburn	Sales workers	1	State territory	4
Goulburn	Technicians and trades workers			7
Goulburn	Technicians and trades workers	0		1078
Goulburn	Technicians and trades workers	0		22
Goulburn	Technicians and trades workers	1	Local	49
Goulburn	Technicians and trades workers	1	National	3
Goulburn	Technicians and trades workers	1	State territory	35
Goulburn Region				19
Goulburn Region		0		31
Goulburn Region		0		9
Goulburn Region		1	Local	3
Goulburn Region		1	State territory	3
Goulburn Region	Clerical and administrative workers	0		242
Goulburn Region	Clerical and administrative workers	0		3
Goulburn Region	Clerical and administrative workers	1	Local	22
Goulburn Region	Clerical and administrative workers	1	National	11
Goulburn Region	Clerical and administrative workers	1	State territory	39
Goulburn Region	Community and personal service workers	0		210
Goulburn Region	Community and personal service workers	0		3
Goulburn Region	Community and personal service workers	1	National	4
Goulburn Region	Community and personal service workers	1	State territory	42
Goulburn Region	Labourers			8
Goulburn Region	Labourers	0		397
Goulburn Region	Labourers	0		12
Goulburn Region	Labourers	1	Local	17
Goulburn Region	Labourers	1	State territory	15
Goulburn Region	Machinery operators and drivers			4
Goulburn Region	Machinery operators and drivers	0		293
Goulburn Region	Machinery operators and drivers	0		9
Goulburn Region	Machinery operators and drivers	1	Local	19
Goulburn Region	Managers	0		1031
Goulburn Region	Managers	0		26
Goulburn Region	Managers	1	Local	8
Goulburn Region	Managers	1	State territory	18
Goulburn Region	Professionals	0		218
Goulburn Region	Professionals	0		5
Goulburn Region	Professionals	1	Local	12
Goulburn Region	Professionals	1	National	7
Goulburn Region	Professionals	1	State territory	81
Goulburn Region	Sales workers	0		166
Goulburn Region	Sales workers	0		4
Goulburn Region	Technicians and trades workers			3
Goulburn Region	Technicians and trades workers	0		444
Goulburn Region	Technicians and trades workers	0		12
Goulburn Region	Technicians and trades workers	1	Local	22
Goulburn Region	Technicians and trades workers	1	State territory	8
Yass				14
Yass		0		12
Yass		0		3
Yass		1	Local	4
Yass		1	State territory	3
Yass	Clerical and administrative workers	0		197
Yass	Clerical and administrative workers	0		6
Yass	Clerical and administrative workers	1	Local	35
Yass	Clerical and administrative workers	1	National	13
Yass	Clerical and administrative workers	1	State territory	31
Yass	Community and personal service workers			4
Yass	Community and personal service workers	0		309
Yass	Community and personal service workers	0		9
Yass	Community and personal service workers	1	Local	6
Yass	Community and personal service workers	1	National	3
Yass	Community and personal service workers	1	State territory	40
Yass	Labourers	0		221
Yass	Labourers	0		4
Yass	Labourers	1	Local	22
Yass	Labourers	1	State territory	12
Yass	Machinery operators and drivers	0		112
Yass	Machinery operators and drivers	1	Local	21
Yass	Machinery operators and drivers	1	State territory	3
Yass	Managers	0		244
Yass	Managers	0		8
Yass	Managers	1	Local	20
Yass	Managers	1	National	3
Yass	Managers	1	State territory	11
Yass	Professionals	0		219
Yass	Professionals	0		4
Yass	Professionals	1	Local	25
Yass	Professionals	1	National	3
Yass	Professionals	1	State territory	124
Yass	Sales workers	0		271
Yass	Sales workers	0		8
Yass	Technicians and trades workers			5
Yass	Technicians and trades workers	0		222
Yass	Technicians and trades workers	1	Local	25
Yass	Technicians and trades workers	1	State territory	5
Yass Region				19
Yass Region		0		28
Yass Region		0		8
Yass Region	Clerical and administrative workers			3
Yass Region	Clerical and administrative workers	0		148
Yass Region	Clerical and administrative workers	0		3
Yass Region	Clerical and administrative workers	1	Local	3
Yass Region	Clerical and administrative workers	1	National	10
Yass Region	Clerical and administrative workers	1	State territory	12
Yass Region	Community and personal service workers	0		161
Yass Region	Community and personal service workers	0		5
Yass Region	Community and personal service workers	1	State territory	12
Yass Region	Labourers			3
Yass Region	Labourers	0		293
Yass Region	Labourers	0		14
Yass Region	Labourers	1	Local	3
Yass Region	Labourers	1	State territory	3
Yass Region	Machinery operators and drivers	0		97
Yass Region	Machinery operators and drivers	0		3
Yass Region	Machinery operators and drivers	1	Local	10
Yass Region	Managers			7
Yass Region	Managers	0		735
Yass Region	Managers	0		18
Yass Region	Managers	1	National	7
Yass Region	Managers	1	State territory	11
Yass Region	Professionals			3
Yass Region	Professionals	0		221
Yass Region	Professionals	1	National	12
Yass Region	Professionals	1	State territory	21
Yass Region	Sales workers	0		142
Yass Region	Sales workers	0		3
Yass Region	Sales workers	1	National	3
Yass Region	Technicians and trades workers	0		306
Yass Region	Technicians and trades workers	0		8
Yass Region	Technicians and trades workers	1	National	3
Young				25
Young		0		26
Young		0		11
Young	Clerical and administrative workers			3
Young	Clerical and administrative workers	0		473
Young	Clerical and administrative workers	0		9
Young	Clerical and administrative workers	1	Local	26
Young	Clerical and administrative workers	1	National	19
Young	Clerical and administrative workers	1	State territory	38
Young	Community and personal service workers			3
Young	Community and personal service workers	0		406
Young	Community and personal service workers	0		6
Young	Community and personal service workers	1	State territory	67
Young	Labourers			9
Young	Labourers	0		576
Young	Labourers	0		13
Young	Labourers	1	Local	16
Young	Labourers	1	State territory	12
Young	Machinery operators and drivers	0		184
Young	Machinery operators and drivers	0		4
Young	Machinery operators and drivers	1	Local	19
Young	Machinery operators and drivers	1	State territory	7
Young	Managers	0		592
Young	Managers	0		10
Young	Managers	1	Local	10
Young	Managers	1	State territory	18
Young	Professionals	0		483
Young	Professionals	0		3
Young	Professionals	1	Local	16
Young	Professionals	1	National	3
Young	Professionals	1	State territory	152
Young	Sales workers			4
Young	Sales workers	0		552
Young	Sales workers	0		9
Young	Sales workers	1	National	4
Young	Sales workers	1	State territory	3
Young	Technicians and trades workers			8
Young	Technicians and trades workers	0		581
Young	Technicians and trades workers	0		12
Young	Technicians and trades workers	1	Local	25
Young	Technicians and trades workers	1	National	3
Young	Technicians and trades workers	1	State territory	5
Young Region				14
Young Region		0		24
Young Region		0		3
Young Region		1	Local	3
Young Region	Clerical and administrative workers			3
Young Region	Clerical and administrative workers	0		153
Young Region	Clerical and administrative workers	1	Local	18
Young Region	Clerical and administrative workers	1	National	4
Young Region	Clerical and administrative workers	1	State territory	14
Young Region	Community and personal service workers	0		124
Young Region	Community and personal service workers	1	Local	3
Young Region	Community and personal service workers	1	State territory	45
Young Region	Labourers			8
Young Region	Labourers	0		374
Young Region	Labourers	0		9
Young Region	Labourers	1	Local	26
Young Region	Labourers	1	State territory	13
Young Region	Machinery operators and drivers			3
Young Region	Machinery operators and drivers	0		158
Young Region	Machinery operators and drivers	0		3
Young Region	Machinery operators and drivers	1	Local	22
Young Region	Managers			3
Young Region	Managers	0		784
Young Region	Managers	0		24
Young Region	Managers	1	Local	10
Young Region	Managers	1	State territory	25
Young Region	Professionals	0		128
Young Region	Professionals	0		4
Young Region	Professionals	1	Local	11
Young Region	Professionals	1	State territory	65
Young Region	Sales workers	0		108
Young Region	Sales workers	0		3
Young Region	Technicians and trades workers			3
Young Region	Technicians and trades workers	0		231
Young Region	Technicians and trades workers	0		4
Young Region	Technicians and trades workers	1	Local	18
Young Region	Technicians and trades workers	1	State territory	3
Avoca Beach - Copacabana				9
Avoca Beach - Copacabana		0		3
Avoca Beach - Copacabana	Clerical and administrative workers	0		124
Avoca Beach - Copacabana	Clerical and administrative workers	0		4
Avoca Beach - Copacabana	Clerical and administrative workers	1	National	3
Avoca Beach - Copacabana	Clerical and administrative workers	1	State territory	8
Avoca Beach - Copacabana	Community and personal service workers			3
Avoca Beach - Copacabana	Community and personal service workers	0		143
Avoca Beach - Copacabana	Community and personal service workers	0		3
Avoca Beach - Copacabana	Community and personal service workers	1	State territory	3
Avoca Beach - Copacabana	Labourers	0		81
Avoca Beach - Copacabana	Machinery operators and drivers	0		15
Avoca Beach - Copacabana	Managers	0		132
Avoca Beach - Copacabana	Managers	1	State territory	10
Avoca Beach - Copacabana	Professionals	0		174
Avoca Beach - Copacabana	Professionals	0		3
Avoca Beach - Copacabana	Professionals	1	State territory	42
Avoca Beach - Copacabana	Sales workers	0		122
Avoca Beach - Copacabana	Technicians and trades workers	0		202
Avoca Beach - Copacabana	Technicians and trades workers	0		3
Box Head - MacMasters Beach				7
Box Head - MacMasters Beach		0		16
Box Head - MacMasters Beach		0		3
Box Head - MacMasters Beach	Clerical and administrative workers	0		143
Box Head - MacMasters Beach	Clerical and administrative workers	1	State territory	8
Box Head - MacMasters Beach	Community and personal service workers			3
Box Head - MacMasters Beach	Community and personal service workers	0		166
Box Head - MacMasters Beach	Community and personal service workers	0		6
Box Head - MacMasters Beach	Community and personal service workers	1	State territory	4
Box Head - MacMasters Beach	Labourers			3
Box Head - MacMasters Beach	Labourers	0		126
Box Head - MacMasters Beach	Machinery operators and drivers	0		22
Box Head - MacMasters Beach	Managers	0		189
Box Head - MacMasters Beach	Managers	1	State territory	7
Box Head - MacMasters Beach	Professionals	0		232
Box Head - MacMasters Beach	Professionals	0		4
Box Head - MacMasters Beach	Professionals	1	State territory	37
Box Head - MacMasters Beach	Sales workers	0		68
Box Head - MacMasters Beach	Technicians and trades workers			4
Box Head - MacMasters Beach	Technicians and trades workers	0		297
Box Head - MacMasters Beach	Technicians and trades workers	0		5
Calga - Kulnura				31
Calga - Kulnura		0		67
Calga - Kulnura		0		9
Calga - Kulnura		1	State territory	5
Calga - Kulnura	Clerical and administrative workers	0		619
Calga - Kulnura	Clerical and administrative workers	0		8
Calga - Kulnura	Clerical and administrative workers	1	State territory	25
Calga - Kulnura	Community and personal service workers			5
Calga - Kulnura	Community and personal service workers	0		129
Calga - Kulnura	Community and personal service workers	0		4
Calga - Kulnura	Community and personal service workers	1	State territory	22
Calga - Kulnura	Labourers			9
Calga - Kulnura	Labourers	0		889
Calga - Kulnura	Labourers	0		15
Calga - Kulnura	Labourers	1	Local	6
Calga - Kulnura	Labourers	1	State territory	15
Calga - Kulnura	Machinery operators and drivers	0		911
Calga - Kulnura	Machinery operators and drivers	0		15
Calga - Kulnura	Machinery operators and drivers	1	Local	12
Calga - Kulnura	Machinery operators and drivers	1	State territory	19
Calga - Kulnura	Managers			4
Calga - Kulnura	Managers	0		951
Calga - Kulnura	Managers	0		26
Calga - Kulnura	Managers	1	Local	3
Calga - Kulnura	Managers	1	State territory	10
Calga - Kulnura	Professionals	0		318
Calga - Kulnura	Professionals	0		4
Calga - Kulnura	Professionals	1	State territory	27
Calga - Kulnura	Sales workers	0		182
Calga - Kulnura	Technicians and trades workers			3
Calga - Kulnura	Technicians and trades workers	0		966
Calga - Kulnura	Technicians and trades workers	0		10
Calga - Kulnura	Technicians and trades workers	1	Local	4
Calga - Kulnura	Technicians and trades workers	1	State territory	11
Erina - Green Point				42
Erina - Green Point		0		52
Erina - Green Point		0		16
Erina - Green Point		1	Local	11
Erina - Green Point	Clerical and administrative workers			6
Erina - Green Point	Clerical and administrative workers	0		1067
Erina - Green Point	Clerical and administrative workers	0		15
Erina - Green Point	Clerical and administrative workers	1	Local	44
