SA2_NAME16	Sex	workers
Bargo	F	474
Bargo	M	749
Douglas Park - Appin	F	924
Douglas Park - Appin	M	2138
Picton - Tahmoor - Buxton	F	2202
Picton - Tahmoor - Buxton	M	2166
The Oaks - Oakdale	F	645
The Oaks - Oakdale	M	768
Blackheath - Megalong Valley	F	648
Blackheath - Megalong Valley	M	562
Blaxland - Warrimoo - Lapstone	F	1783
Blaxland - Warrimoo - Lapstone	M	1397
Blue Mountains - North	F	16
Blue Mountains - North	M	26
Katoomba - Leura	F	3666
Katoomba - Leura	M	2855
Lawson - Hazelbrook - Linden	F	828
Lawson - Hazelbrook - Linden	M	719
Springwood - Winmalee	F	2814
Springwood - Winmalee	M	1921
Wentworth Falls	F	655
Wentworth Falls	M	480
Blue Mountains - South	F	6
Blue Mountains - South	M	5
Cambridge Park	F	777
Cambridge Park	M	544
Castlereagh - Cranebrook	F	1560
Castlereagh - Cranebrook	M	1418
Emu Plains - Leonay	F	1850
Emu Plains - Leonay	M	2507
Glenmore Park - Regentville	F	1298
Glenmore Park - Regentville	M	808
Jamisontown - South Penrith	F	2592
Jamisontown - South Penrith	M	2987
Kingswood - Werrington	F	5404
Kingswood - Werrington	M	3191
Mulgoa - Luddenham - Orchard Hills	F	1185
Mulgoa - Luddenham - Orchard Hills	M	1390
Penrith	F	10975
Penrith	M	9175
Warragamba - Silverdale	F	368
Warragamba - Silverdale	M	534
Richmond - Clarendon	F	4116
Richmond - Clarendon	M	4166
Windsor - Bligh Park	F	3503
Windsor - Bligh Park	M	3280
Yarramundi - Londonderry	F	756
Yarramundi - Londonderry	M	1242
Erskine Park	F	1711
Erskine Park	M	3973
St Clair	F	1063
St Clair	M	788
Colyton - Oxley Park	F	589
Colyton - Oxley Park	M	460
St Marys - North St Marys	F	3674
St Marys - North St Marys	M	6003
Homebush Bay - Silverwater	F	9318
Homebush Bay - Silverwater	M	17199
Rookwood Cemetery	F	53
Rookwood Cemetery	M	113
Auburn - Central	F	2610
Auburn - Central	M	2867
Auburn - North	F	1545
Auburn - North	M	2751
Auburn - South	F	840
Auburn - South	M	1591
Berala	F	339
Berala	M	319
Lidcombe	F	4759
Lidcombe	M	7334
Regents Park	F	1001
Regents Park	M	1709
Carlingford	F	2561
Carlingford	M	2098
Ermington - Rydalmere	F	4967
Ermington - Rydalmere	M	8393
Oatlands - Dundas Valley	F	981
Oatlands - Dundas Valley	M	807
Chester Hill - Sefton	F	3042
Chester Hill - Sefton	M	4769
Fairfield - East	F	2092
Fairfield - East	M	3477
Granville - Clyde	F	2482
Granville - Clyde	M	4095
Greystanes - Pemulwuy	F	2557
Greystanes - Pemulwuy	M	3121
Guildford - South Granville	F	1547
Guildford - South Granville	M	2299
Guildford West - Merrylands West	F	1249
Guildford West - Merrylands West	M	1246
Merrylands - Holroyd	F	3151
Merrylands - Holroyd	M	2598
Smithfield Industrial	F	2327
Smithfield Industrial	M	7443
Yennora Industrial	F	766
Yennora Industrial	M	2149
North Parramatta	F	4838
North Parramatta	M	4017
North Rocks	F	1911
North Rocks	M	1801
Northmead	F	11169
Northmead	M	5907
Parramatta - Rosehill	F	26102
Parramatta - Rosehill	M	24123
Toongabbie - Constitution Hill	F	1573
Toongabbie - Constitution Hill	M	1703
Winston Hills	F	1304
Winston Hills	M	1129
Pendle Hill - Girraween	F	1878
Pendle Hill - Girraween	M	3568
Wentworthville - Westmead	F	1588
Wentworthville - Westmead	M	1184
Epping - North Epping	F	2596
Epping - North Epping	M	2238
Pennant Hills - Cheltenham	F	3143
Pennant Hills - Cheltenham	M	2582
Eastwood - Denistone	F	3178
Eastwood - Denistone	M	2606
Gladesville - Huntleys Point	F	2904
Gladesville - Huntleys Point	M	3383
Hunters Hill - Woolwich	F	1769
Hunters Hill - Woolwich	M	1183
Macquarie Park - Marsfield	F	21996
Macquarie Park - Marsfield	M	26396
North Ryde - East Ryde	F	5426
North Ryde - East Ryde	M	6551
West Ryde - Meadowbank	F	2436
West Ryde - Meadowbank	M	3098
Putney	F	292
Putney	M	278
Ryde	F	3812
Ryde	M	3732
Ashcroft - Busby - Miller	F	1008
Ashcroft - Busby - Miller	M	577
Austral - Greendale	F	1422
Austral - Greendale	M	1820
Cobbitty - Leppington	F	1968
Cobbitty - Leppington	M	2389
Badgerys Creek	F	4
Badgerys Creek	M	10
Cecil Hills	F	414
Cecil Hills	M	345
Green Valley	F	845
Green Valley	M	596
Hinchinbrook	F	449
Hinchinbrook	M	670
Hoxton Park - Carnes Hill - Horningsea Park	F	1136
Hoxton Park - Carnes Hill - Horningsea Park	M	878
West Hoxton - Middleton Grange	F	765
West Hoxton - Middleton Grange	M	684
Bonnyrigg Heights - Bonnyrigg	F	1304
Bonnyrigg Heights - Bonnyrigg	M	921
Bossley Park - Abbotsbury	F	1006
Bossley Park - Abbotsbury	M	828
Cabramatta - Lansvale	F	3508
Cabramatta - Lansvale	M	3303
Cabramatta West - Mount Pritchard	F	866
Cabramatta West - Mount Pritchard	M	782
Canley Vale - Canley Heights	F	1309
Canley Vale - Canley Heights	M	1121
Edensor Park	F	527
Edensor Park	M	463
Fairfield	F	3162
Fairfield	M	2378
Fairfield - West	F	1023
Fairfield - West	M	796
Greenfield Park - Prairiewood	F	2363
Greenfield Park - Prairiewood	M	1138
Horsley Park - Kemps Creek	F	1186
Horsley Park - Kemps Creek	M	1888
Smithfield - Wetherill Park	F	1530
Smithfield - Wetherill Park	M	2131
St Johns Park - Wakeley	F	867
St Johns Park - Wakeley	M	639
Wetherill Park Industrial	F	4510
Wetherill Park Industrial	M	13059
Casula	F	1779
Casula	M	1325
Chipping Norton - Moorebank	F	4439
Chipping Norton - Moorebank	M	8521
Holsworthy - Wattle Grove	F	2442
Holsworthy - Wattle Grove	M	3969
Liverpool	F	12212
Liverpool	M	7315
Lurnea - Cartwright	F	585
Lurnea - Cartwright	M	502
Prestons - Edmondson Park	F	3183
Prestons - Edmondson Park	M	6125
Warwick Farm	F	1337
Warwick Farm	M	2158
Gymea - Grays Point	F	1648
Gymea - Grays Point	M	1176
Miranda - Yowie Bay	F	6372
Miranda - Yowie Bay	M	4350
Sylvania - Taren Point	F	2706
Sylvania - Taren Point	M	3085
Caringbah	F	5974
Caringbah	M	5476
Caringbah South	F	458
Caringbah South	M	433
Cronulla - Kurnell - Bundeena	F	3036
Cronulla - Kurnell - Bundeena	M	3394
Lilli Pilli - Port Hacking - Dolans Bay	F	177
Lilli Pilli - Port Hacking - Dolans Bay	M	133
Woolaware - Burraneer	F	840
Woolaware - Burraneer	M	832
Heathcote - Waterfall	F	720
Heathcote - Waterfall	M	755
Illawong - Alfords Point	F	772
Illawong - Alfords Point	M	559
Menai - Lucas Heights - Woronora	F	2945
Menai - Lucas Heights - Woronora	M	2809
Oyster Bay - Como - Jannali	F	1730
Oyster Bay - Como - Jannali	M	1127
Royal National Park	F	45
Royal National Park	M	45
Sutherland - Kirrawee	F	4906
Sutherland - Kirrawee	M	5635
Engadine	F	2074
Engadine	M	1292
Loftus - Yarrawarrah	F	371
Loftus - Yarrawarrah	M	282
Woronora Heights	F	124
Woronora Heights	M	104
Migratory - Offshore - Shipping (NSW)	F	12
Migratory - Offshore - Shipping (NSW)	M	78
No usual address (NSW)	F	34122
No usual address (NSW)	M	109242
Alfredton	F	1987
Alfredton	M	2070
Ballarat	F	11074
Ballarat	M	6380
Ballarat - North	F	1890
Ballarat - North	M	1841
Ballarat - South	F	2633
Ballarat - South	M	2497
Buninyong	F	1591
Buninyong	M	1347
Delacombe	F	884
Delacombe	M	2040
Smythes Creek	F	128
Smythes Creek	M	203
Wendouree - Miners Rest	F	3613
Wendouree - Miners Rest	M	5551
Bacchus Marsh Region	F	723
Bacchus Marsh Region	M	707
Creswick - Clunes	F	953
Creswick - Clunes	M	973
Daylesford	F	1706
Daylesford	M	1379
Gordon (Vic.)	F	304
Gordon (Vic.)	M	558
Avoca	F	349
Avoca	M	548
Beaufort	F	551
Beaufort	M	662
Golden Plains - North	F	214
Golden Plains - North	M	337
Maryborough (Vic.)	F	1834
Maryborough (Vic.)	M	1512
Maryborough Region	F	314
Maryborough Region	M	520
Bendigo	F	12035
Bendigo	M	8347
California Gully - Eaglehawk	F	1020
California Gully - Eaglehawk	M	1064
East Bendigo - Kennington	F	2424
East Bendigo - Kennington	M	2977
Flora Hill - Spring Gully	F	895
Flora Hill - Spring Gully	M	771
Kangaroo Flat - Golden Square	F	2967
Kangaroo Flat - Golden Square	M	3487
Maiden Gully	F	260
Maiden Gully	M	318
Strathfieldsaye	F	671
Strathfieldsaye	M	633
White Hills - Ascot	F	1337
White Hills - Ascot	M	1824
Bendigo Region - South	F	536
Bendigo Region - South	M	1001
Castlemaine	F	2669
Castlemaine	M	2797
Castlemaine Region	F	687
Castlemaine Region	M	822
Heathcote	F	482
Heathcote	M	623
Kyneton	F	2100
Kyneton	M	1990
Woodend	F	967
Woodend	M	781
Bendigo Region - North	F	399
Bendigo Region - North	M	1011
Loddon	F	1044
Loddon	M	1461
Bannockburn	F	681
Bannockburn	M	558
Golden Plains - South	F	517
Golden Plains - South	M	690
Winchelsea	F	632
Winchelsea	M	771
Belmont	F	3161
Belmont	M	2232
Corio - Norlane	F	3190
Corio - Norlane	M	4320
Geelong	F	17586
Geelong	M	13511
Geelong West - Hamlyn Heights	F	3111
Geelong West - Hamlyn Heights	M	2137
Grovedale	F	3302
Grovedale	M	2635
Highton	F	2659
Highton	M	2207
Lara	F	2387
Lara	M	3283
Leopold	F	778
Leopold	M	563
Newcomb - Moolap	F	2009
Newcomb - Moolap	M	2579
Newtown (Vic.)	F	2345
Newtown (Vic.)	M	1947
North Geelong - Bell Park	F	4471
North Geelong - Bell Park	M	6057
Clifton Springs	F	1282
Clifton Springs	M	1073
Lorne - Anglesea	F	933
Lorne - Anglesea	M	983
Ocean Grove - Barwon Heads	F	2648
Ocean Grove - Barwon Heads	M	2240
Portarlington	F	541
Portarlington	M	530
Point Lonsdale - Queenscliff	F	896
Point Lonsdale - Queenscliff	M	671
Torquay	F	2803
Torquay	M	2549
Alexandra	F	1214
Alexandra	M	1254
Euroa	F	1041
Euroa	M	1081
Kilmore - Broadford	F	2129
Kilmore - Broadford	M	1637
Mansfield (Vic.)	F	2032
Mansfield (Vic.)	M	1984
Nagambie	F	596
Nagambie	M	805
Seymour	F	1530
Seymour	M	1265
Seymour Region	F	563
Seymour Region	M	1450
Upper Yarra Valley	F	3
Upper Yarra Valley	M	5
Yea	F	510
Yea	M	502
Benalla	F	2202
Benalla	M	2162
Benalla Region	F	294
Benalla Region	M	466
Rutherglen	F	713
Rutherglen	M	855
Wangaratta	F	5463
Wangaratta	M	4342
Wangaratta Region	F	955
Wangaratta Region	M	1560
Beechworth	F	873
Beechworth	M	700
Bright - Mount Beauty	F	1953
Bright - Mount Beauty	M	1985
Chiltern - Indigo Valley	F	246
Chiltern - Indigo Valley	M	284
Myrtleford	F	889
Myrtleford	M	1000
Towong	F	962
Towong	M	1049
West Wodonga	F	2093
West Wodonga	M	2306
Wodonga	F	6303
Wodonga	M	8100
Yackandandah	F	500
Yackandandah	M	666
Drouin	F	1887
Drouin	M	1702
Mount Baw Baw Region	F	735
Mount Baw Baw Region	M	832
Trafalgar (Vic.)	F	940
Trafalgar (Vic.)	M	954
Warragul	F	4734
Warragul	M	4079
Alps - East	F	3
Bairnsdale	F	4526
Bairnsdale	M	4051
Bruthen - Omeo	F	729
Bruthen - Omeo	M	1025
Lakes Entrance	F	1412
Lakes Entrance	M	1128
Orbost	F	997
Orbost	M	1075
Paynesville	F	396
Paynesville	M	389
Foster	F	1342
Foster	M	1522
French Island	F	27
French Island	M	38
Korumburra	F	1230
Korumburra	M	1379
Leongatha	F	2591
Leongatha	M	2641
Phillip Island	F	1744
Phillip Island	M	1480
Wilsons Promontory	F	21
Wilsons Promontory	M	17
Wonthaggi - Inverloch	F	3691
Wonthaggi - Inverloch	M	3301
Churchill	F	1181
Churchill	M	2767
Moe - Newborough	F	2513
Moe - Newborough	M	2146
Morwell	F	4300
Morwell	M	5053
Traralgon	F	7036
Traralgon	M	5160
Yallourn North - Glengarry	F	195
Yallourn North - Glengarry	M	209
Alps - West	F	6
Alps - West	M	17
Longford - Loch Sport	F	629
Longford - Loch Sport	M	2092
Maffra	F	1751
Maffra	M	2184
Rosedale	F	526
Rosedale	M	774
Sale	F	4161
Sale	M	3065
Yarram	F	906
Yarram	M	912
Brunswick	F	5370
Brunswick	M	5986
Brunswick East	F	1224
Brunswick East	M	1446
Brunswick West	F	759
Brunswick West	M	703
Coburg	F	4321
Coburg	M	3353
Pascoe Vale South	F	579
Pascoe Vale South	M	438
Alphington - Fairfield	F	1608
Alphington - Fairfield	M	2180
Northcote	F	3208
Northcote	M	2916
Thornbury	F	2267
Thornbury	M	2069
Ascot Vale	F	1239
Ascot Vale	M	1074
Essendon - Aberfeldie	F	4403
Essendon - Aberfeldie	M	3353
Flemington	F	1177
Flemington	M	1348
Moonee Ponds	F	4522
Moonee Ponds	M	3342
Carlton	F	8558
Carlton	M	7100
Docklands	F	24264
Docklands	M	33292
East Melbourne	F	10815
East Melbourne	M	9093
Flemington Racecourse	F	678
Flemington Racecourse	M	790
Kensington (Vic.)	F	1875
Kensington (Vic.)	M	2454
Melbourne	F	104079
Melbourne	M	117059
North Melbourne	F	6520
North Melbourne	M	8743
Parkville	F	18400
Parkville	M	9805
South Yarra - West	F	8820
South Yarra - West	M	7307
Southbank	F	16278
Southbank	M	22497
West Melbourne	F	660
West Melbourne	M	3361
Albert Park	F	7472
Albert Park	M	9050
Elwood	F	1226
Elwood	M	1046
Port Melbourne	F	2179
Port Melbourne	M	2386
Port Melbourne Industrial	F	6194
Port Melbourne Industrial	M	16598
South Melbourne	F	11530
South Melbourne	M	14484
St Kilda	F	7498
St Kilda	M	7340
St Kilda East	F	1496
St Kilda East	M	1593
Armadale	F	3560
Armadale	M	2499
Prahran - Windsor	F	5254
Prahran - Windsor	M	4969
South Yarra - East	F	6442
South Yarra - East	M	6297
Toorak	F	2516
Toorak	M	2117
Abbotsford	F	4242
Abbotsford	M	5629
Carlton North - Princes Hill	F	1048
Carlton North - Princes Hill	M	996
Collingwood	F	5331
Collingwood	M	6257
Fitzroy	F	8680
Fitzroy	M	5525
Fitzroy North	F	1762
Fitzroy North	M	1865
Richmond (Vic.)	F	17753
Richmond (Vic.)	M	19086
Yarra - North	F	1712
Yarra - North	M	1496
Ashburton (Vic.)	F	1269
Ashburton (Vic.)	M	835
Balwyn	F	2661
Balwyn	M	2278
Balwyn North	F	1770
Balwyn North	M	1463
Camberwell	F	4952
Camberwell	M	3648
Glen Iris - East	F	3350
Glen Iris - East	M	3270
Hawthorn	F	7798
Hawthorn	M	7652
Hawthorn East	F	5041
Hawthorn East	M	5066
Kew	F	7110
Kew	M	5385
Kew East	F	1143
Kew East	M	973
Surrey Hills (West) - Canterbury	F	3310
Surrey Hills (West) - Canterbury	M	2405
Bulleen	F	1320
Bulleen	M	1390
Doncaster	F	5174
Doncaster	M	4436
Templestowe	F	1381
Templestowe	M	1224
Templestowe Lower	F	1778
Templestowe Lower	M	1215
Doncaster East (North)	F	1302
Doncaster East (North)	M	1028
Doncaster East (South)	F	2247
Doncaster East (South)	M	1827
Blackburn	F	4308
Blackburn	M	4030
Blackburn South	F	987
Blackburn South	M	595
Box Hill	F	11108
Box Hill	M	7847
Box Hill North	F	1140
Box Hill North	M	1032
Burwood	F	3733
Burwood	M	3662
Burwood East	F	2862
Burwood East	M	2775
Surrey Hills (East) - Mont Albert	F	1450
Surrey Hills (East) - Mont Albert	M	1087
Beaumaris	F	1261
Beaumaris	M	996
Brighton (Vic.)	F	5364
Brighton (Vic.)	M	4148
Brighton East	F	1729
Brighton East	M	1256
Cheltenham - Highett (West)	F	2235
Cheltenham - Highett (West)	M	3313
Hampton	F	2383
Hampton	M	1685
Sandringham - Black Rock	F	3001
Sandringham - Black Rock	M	2184
Bentleigh - McKinnon	F	3158
Bentleigh - McKinnon	M	2592
Carnegie	F	1829
Carnegie	M	1538
Caulfield - North	F	3973
Caulfield - North	M	3162
Caulfield - South	F	3353
Caulfield - South	M	2452
Elsternwick	F	2605
Elsternwick	M	2061
Hughesdale	F	833
Hughesdale	M	601
Murrumbeena	F	725
Murrumbeena	M	624
Ormond - Glen Huntly	F	1336
Ormond - Glen Huntly	M	1183
Bentleigh East (North)	F	2437
Bentleigh East (North)	M	2251
Bentleigh East (South)	F	1100
Bentleigh East (South)	M	792
Aspendale Gardens - Waterways	F	569
Aspendale Gardens - Waterways	M	441
Braeside	F	3634
Braeside	M	8532
Carrum - Patterson Lakes	F	998
Carrum - Patterson Lakes	M	856
Chelsea - Bonbeach	F	1255
Chelsea - Bonbeach	M	889
Chelsea Heights	F	693
Chelsea Heights	M	873
Cheltenham - Highett (East)	F	7161
Cheltenham - Highett (East)	M	6429
Edithvale - Aspendale	F	1096
Edithvale - Aspendale	M	731
Mentone	F	2661
Mentone	M	2300
Moorabbin - Heatherton	F	5904
Moorabbin - Heatherton	M	9425
Moorabbin Airport	F	1072
Moorabbin Airport	M	1422
Mordialloc - Parkdale	F	2903
Mordialloc - Parkdale	M	3275
Malvern - Glen Iris	F	6407
Malvern - Glen Iris	M	4089
Malvern East	F	6340
Malvern East	M	4475
Bundoora - East	F	938
Bundoora - East	M	1171
Greensborough	F	3701
Greensborough	M	2463
Heidelberg - Rosanna	F	9317
Heidelberg - Rosanna	M	4250
Heidelberg West	F	2538
Heidelberg West	M	4146
Ivanhoe	F	2243
Ivanhoe	M	1600
Ivanhoe East - Eaglemont	F	764
Ivanhoe East - Eaglemont	M	570
Montmorency - Briar Hill	F	1530
Montmorency - Briar Hill	M	1121
Viewbank - Yallambie	F	1300
Viewbank - Yallambie	M	1419
Watsonia	F	733
Watsonia	M	532
Kingsbury	F	3612
Kingsbury	M	2600
Reservoir - East	F	1764
Reservoir - East	M	1316
Reservoir - West	F	2242
Reservoir - West	M	2925
Preston - East	F	8229
Preston - East	M	8685
Preston - West	F	1115
Preston - West	M	932
Eltham	F	3317
Eltham	M	2896
Hurstbridge	F	316
Hurstbridge	M	267
Kinglake	F	331
Kinglake	M	359
Panton Hill - St Andrews	F	434
Panton Hill - St Andrews	M	544
Plenty - Yarrambat	F	1105
Plenty - Yarrambat	M	824
Research - North Warrandyte	F	587
Research - North Warrandyte	M	631
Wattle Glen - Diamond Creek	F	1318
Wattle Glen - Diamond Creek	M	1089
Bundoora - North	F	1841
Bundoora - North	M	1880
Bundoora - West	F	1285
Bundoora - West	M	726
Lalor	F	1288
Lalor	M	1554
Mill Park - North	F	2921
Mill Park - North	M	1743
Mill Park - South	F	465
Mill Park - South	M	335
Thomastown	F	4737
Thomastown	M	10056
Wallan	F	1276
Wallan	M	990
Whittlesea	F	1000
Whittlesea	M	840
Doreen	F	1455
Doreen	M	1159
Epping - East	F	736
Epping - East	M	447
Epping - South	F	6241
Epping - South	M	5147
Epping - West	F	807
Epping - West	M	878
Mernda	F	703
Mernda	M	694
South Morang (North)	F	430
South Morang (North)	M	356
South Morang (South)	F	1663
South Morang (South)	M	1079
Wollert	F	206
Wollert	M	469
Airport West	F	1914
Airport West	M	2599
Essendon Airport	F	1834
Essendon Airport	M	2548
Keilor	F	5471
Keilor	M	12075
Keilor East	F	1881
Keilor East	M	1273
Niddrie - Essendon West	F	1140
Niddrie - Essendon West	M	934
Strathmore	F	787
Strathmore	M	584
Gisborne	F	2126
Gisborne	M	1609
Macedon	F	373
Macedon	M	327
Riddells Creek	F	305
Riddells Creek	M	271
Romsey	F	913
Romsey	M	896
Coburg North	F	1626
Coburg North	M	3123
Fawkner	F	1136
Fawkner	M	1332
Pascoe Vale	F	1578
Pascoe Vale	M	1273
Glenroy	F	1942
Glenroy	M	1380
Gowanbrae	F	74
Gowanbrae	M	55
Hadfield	F	461
Hadfield	M	589
Sunbury	F	934
Sunbury	M	652
Sunbury - South	F	3637
Sunbury - South	M	2605
Broadmeadows	F	5400
Broadmeadows	M	5626
Campbellfield - Coolaroo	F	5837
Campbellfield - Coolaroo	M	17217
Gladstone Park - Westmeadows	F	1795
Gladstone Park - Westmeadows	M	1822
Greenvale - Bulla	F	934
Greenvale - Bulla	M	994
Meadow Heights	F	528
Meadow Heights	M	398
Melbourne Airport	F	6036
Melbourne Airport	M	9889
Roxburgh Park - Somerton	F	2261
Roxburgh Park - Somerton	M	4572
Tullamarine	F	1595
Tullamarine	M	2636
Craigieburn - Central	F	724
Craigieburn - Central	M	620
Craigieburn - North	F	751
Craigieburn - North	M	514
Craigieburn - South	F	1161
Craigieburn - South	M	2324
Craigieburn - West	F	1153
Craigieburn - West	M	701
Mickleham - Yuroke	F	282
Mickleham - Yuroke	M	405
Bayswater	F	4343
Bayswater	M	7993
Knoxfield - Scoresby	F	5181
Knoxfield - Scoresby	M	7941
Lysterfield	F	297
Lysterfield	M	380
Rowville - Central	F	2353
Rowville - Central	M	2409
Rowville - North	F	920
Rowville - North	M	2053
Rowville - South	F	1025
Rowville - South	M	1260
Wantirna	F	2871
Wantirna	M	1427
Wantirna South	F	5352
Wantirna South	M	3446
Boronia	F	3234
Boronia	M	3205
Ferntree Gully (North)	F	1424
Ferntree Gully (North)	M	1069
Ferntree Gully (South) - Upper Ferntree Gully	F	2985
Ferntree Gully (South) - Upper Ferntree Gully	M	2584
The Basin	F	254
The Basin	M	223
Donvale - Park Orchards	F	1370
Donvale - Park Orchards	M	1069
Warrandyte - Wonga Park	F	1135
Warrandyte - Wonga Park	M	1041
Bayswater North	F	2794
Bayswater North	M	6320
Croydon Hills - Warranwood	F	1211
Croydon Hills - Warranwood	M	874
Ringwood	F	7941
Ringwood	M	6979
Ringwood East	F	3621
Ringwood East	M	1795
Ringwood North	F	843
Ringwood North	M	604
Croydon - East	F	2148
Croydon - East	M	1970
Croydon - West	F	1610
Croydon - West	M	1193
Croydon South	F	846
Croydon South	M	1485
Forest Hill	F	2790
Forest Hill	M	2090
Mitcham (Vic.)	F	2893
Mitcham (Vic.)	M	3129
Nunawading	F	2786
Nunawading	M	3691
Vermont	F	1169
Vermont	M	1533
Vermont South	F	1413
Vermont South	M	1138
Belgrave - Selby	F	1122
Belgrave - Selby	M	928
Chirnside Park	F	1920
Chirnside Park	M	1507
Healesville - Yarra Glen	F	2351
Healesville - Yarra Glen	M	1802
Kilsyth	F	1327
Kilsyth	M	2410
Lilydale - Coldstream	F	4446
Lilydale - Coldstream	M	4729
Monbulk - Silvan	F	1006
Monbulk - Silvan	M	1110
Montrose	F	729
Montrose	M	661
Mooroolbark	F	2052
Mooroolbark	M	1398
Mount Dandenong - Olinda	F	1182
Mount Dandenong - Olinda	M	897
Mount Evelyn	F	1009
Mount Evelyn	M	844
Upwey - Tecoma	F	820
Upwey - Tecoma	M	577
Wandin - Seville	F	736
Wandin - Seville	M	813
Yarra Valley	F	1674
Yarra Valley	M	1418
Beaconsfield - Officer	F	2209
Beaconsfield - Officer	M	1737
Bunyip - Garfield	F	1020
Bunyip - Garfield	M	1083
Emerald - Cockatoo	F	1576
Emerald - Cockatoo	M	1388
Koo Wee Rup	F	1121
Koo Wee Rup	M	1133
Pakenham - North	F	1734
Pakenham - North	M	1690
Pakenham - South	F	4143
Pakenham - South	M	4324
Berwick - North	F	5231
Berwick - North	M	2967
Berwick - South	F	1802
Berwick - South	M	1258
Doveton	F	860
Doveton	M	959
Hallam	F	3377
Hallam	M	7265
Narre Warren North	F	740
Narre Warren North	M	614
Endeavour Hills - North	F	735
Endeavour Hills - North	M	480
Endeavour Hills - South	F	1012
Endeavour Hills - South	M	680
Narre Warren - North East	F	580
Narre Warren - North East	M	394
Narre Warren - South West	F	6374
Narre Warren - South West	M	3967
Cranbourne	F	3892
Cranbourne	M	3148
Cranbourne East	F	1868
Cranbourne East	M	1537
Cranbourne North	F	950
Cranbourne North	M	760
Cranbourne South	F	1010
Cranbourne South	M	1198
Cranbourne West	F	524
Cranbourne West	M	516
Hampton Park - Lynbrook	F	1461
Hampton Park - Lynbrook	M	965
Lynbrook - Lyndhurst	F	1380
Lynbrook - Lyndhurst	M	1373
Pearcedale - Tooradin	F	835
Pearcedale - Tooradin	M	953
Narre Warren South (East)	F	714
Narre Warren South (East)	M	488
Narre Warren South (West)	F	896
Narre Warren South (West)	M	484
Clarinda - Oakleigh South	F	1228
Clarinda - Oakleigh South	M	1705
Clayton South	F	1717
Clayton South	M	4073
Dandenong	F	22560
Dandenong	M	43127
Dandenong North	F	1154
Dandenong North	M	932
Dingley Village	F	892
Dingley Village	M	1103
Keysborough	F	4378
Keysborough	M	5855
Noble Park North	F	1767
Noble Park North	M	2331
Springvale	F	4413
Springvale	M	5298
Springvale South	F	656
Springvale South	M	478
Noble Park - East	F	1018
Noble Park - East	M	623
Noble Park - West	F	1261
Noble Park - West	M	863
Ashwood - Chadstone	F	2313
Ashwood - Chadstone	M	2592
Clayton	F	15788
Clayton	M	18415
Glen Waverley - East	F	2214
Glen Waverley - East	M	2084
Glen Waverley - West	F	5350
Glen Waverley - West	M	3721
Mount Waverley - North	F	1229
Mount Waverley - North	M	942
Mount Waverley - South	F	5772
Mount Waverley - South	M	7505
Mulgrave	F	8949
Mulgrave	M	12265
Oakleigh - Huntingdale	F	4726
Oakleigh - Huntingdale	M	6489
Wheelers Hill	F	2365
Wheelers Hill	M	1640
Ardeer - Albion	F	413
Ardeer - Albion	M	1028
Cairnlea	F	429
Cairnlea	M	287
Deer Park - Derrimut	F	4310
Deer Park - Derrimut	M	8621
Delahey	F	435
Delahey	M	308
Keilor Downs	F	1148
Keilor Downs	M	787
Kings Park (Vic.)	F	427
Kings Park (Vic.)	M	288
St Albans - North	F	1374
St Albans - North	M	1094
St Albans - South	F	3730
St Albans - South	M	1519
Sunshine	F	3850
Sunshine	M	3733
Sunshine North	F	1429
Sunshine North	M	2921
Sunshine West	F	2843
Sunshine West	M	7204
Sydenham	F	1119
Sydenham	M	582
Taylors Lakes	F	2864
Taylors Lakes	M	1905
Altona	F	2592
Altona	M	4459
Altona Meadows	F	1074
Altona Meadows	M	726
Altona North	F	4128
Altona North	M	9408
Newport	F	1554
Newport	M	2289
Seabrook	F	183
Seabrook	M	147
Williamstown	F	2947
Williamstown	M	3741
Braybrook	F	2673
Braybrook	M	2856
Footscray	F	7985
Footscray	M	6103
Maribyrnong	F	3953
Maribyrnong	M	2397
Seddon - Kingsville	F	672
Seddon - Kingsville	M	759
West Footscray - Tottenham	F	1502
West Footscray - Tottenham	M	3330
Yarraville	F	2224
Yarraville	M	2814
Bacchus Marsh	F	2834
Bacchus Marsh	M	2334
Hillside	F	724
Hillside	M	664
Melton	F	3032
Melton	M	2932
Melton South	F	1417
Melton South	M	1075
Melton West	F	2062
Melton West	M	1129
Rockbank - Mount Cottrell	F	1900
Rockbank - Mount Cottrell	M	3839
Taylors Hill	F	993
Taylors Hill	M	724
Burnside	F	310
Burnside	M	226
Burnside Heights	F	236
Burnside Heights	M	148
Caroline Springs	F	1830
Caroline Springs	M	1243
Hoppers Crossing - North	F	2782
Hoppers Crossing - North	M	4228
Hoppers Crossing - South	F	3272
Hoppers Crossing - South	M	1480
Laverton	F	4840
Laverton	M	14482
Tarneit	F	2179
Tarneit	M	1583
Truganina	F	2512
Truganina	M	4693
Werribee - South	F	5373
Werribee - South	M	3756
Wyndham Vale	F	1173
Wyndham Vale	M	789
Point Cook - East	F	599
Point Cook - East	M	559
Point Cook - North	F	2937
Point Cook - North	M	2020
Point Cook - South	F	639
Point Cook - South	M	513
Werribee - East	F	1377
Werribee - East	M	828
Werribee - West	F	542
Werribee - West	M	501
Carrum Downs	F	4332
Carrum Downs	M	5971
Frankston	F	9794
Frankston	M	5333
Frankston North	F	2488
Frankston North	M	1381
Frankston South	F	1536
