SA2_NAME16	LabourForceStatus	workers
Bondi Beach - North Bondi	Employed (part-time)	1939
Bondi Junction - Waverly		294
Bondi Junction - Waverly	Employed (away from work)	422
Bondi Junction - Waverly	Employed (full-time)	8641
Bondi Junction - Waverly	Employed (part-time)	5953
Centennial Park	Employed (away from work)	7
Centennial Park	Employed (full-time)	63
Centennial Park	Employed (part-time)	36
Double Bay - Bellevue Hill		160
Double Bay - Bellevue Hill	Employed (away from work)	228
Double Bay - Bellevue Hill	Employed (full-time)	5486
Double Bay - Bellevue Hill	Employed (part-time)	3542
Dover Heights		29
Dover Heights	Employed (away from work)	24
Dover Heights	Employed (full-time)	721
Dover Heights	Employed (part-time)	686
Paddington - Moore Park		150
Paddington - Moore Park	Employed (away from work)	255
Paddington - Moore Park	Employed (full-time)	6017
Paddington - Moore Park	Employed (part-time)	3023
Rose Bay - Vaucluse - Watsons Bay		84
Rose Bay - Vaucluse - Watsons Bay	Employed (away from work)	112
Rose Bay - Vaucluse - Watsons Bay	Employed (full-time)	2449
Rose Bay - Vaucluse - Watsons Bay	Employed (part-time)	1597
Woollahra		45
Woollahra	Employed (away from work)	58
Woollahra	Employed (full-time)	1502
Woollahra	Employed (part-time)	1205
Coogee - Clovelly		94
Coogee - Clovelly	Employed (away from work)	92
Coogee - Clovelly	Employed (full-time)	1868
Coogee - Clovelly	Employed (part-time)	1741
Malabar - La Perouse - Chifley		105
Malabar - La Perouse - Chifley	Employed (away from work)	154
Malabar - La Perouse - Chifley	Employed (full-time)	3234
Malabar - La Perouse - Chifley	Employed (part-time)	1555
Kensington (NSW)		208
Kensington (NSW)	Employed (away from work)	248
Kensington (NSW)	Employed (full-time)	5551
Kensington (NSW)	Employed (part-time)	3257
Kingsford		44
Kingsford	Employed (away from work)	55
Kingsford	Employed (full-time)	967
Kingsford	Employed (part-time)	1050
Maroubra - North		33
Maroubra - North	Employed (away from work)	82
Maroubra - North	Employed (full-time)	1023
Maroubra - North	Employed (part-time)	781
Maroubra - South		27
Maroubra - South	Employed (away from work)	29
Maroubra - South	Employed (full-time)	666
Maroubra - South	Employed (part-time)	544
Maroubra - West		37
Maroubra - West	Employed (away from work)	47
Maroubra - West	Employed (full-time)	1057
Maroubra - West	Employed (part-time)	890
Randwick - North		74
Randwick - North	Employed (away from work)	121
Randwick - North	Employed (full-time)	2310
Randwick - North	Employed (part-time)	1464
Randwick - South		229
Randwick - South	Employed (away from work)	499
Randwick - South	Employed (full-time)	7600
Randwick - South	Employed (part-time)	3764
Bass Hill - Georges Hall		89
Bass Hill - Georges Hall	Employed (away from work)	105
Bass Hill - Georges Hall	Employed (full-time)	1472
Bass Hill - Georges Hall	Employed (part-time)	1358
Chullora		221
Chullora	Employed (away from work)	193
Chullora	Employed (full-time)	6253
Chullora	Employed (part-time)	1190
Condell Park		329
Condell Park	Employed (away from work)	265
Condell Park	Employed (full-time)	9868
Condell Park	Employed (part-time)	2571
Greenacre - Mount Lewis		203
Greenacre - Mount Lewis	Employed (away from work)	179
Greenacre - Mount Lewis	Employed (full-time)	3722
Greenacre - Mount Lewis	Employed (part-time)	2141
Padstow		67
Padstow	Employed (away from work)	67
Padstow	Employed (full-time)	2171
Padstow	Employed (part-time)	1264
Panania - Milperra - Picnic Point		72
Panania - Milperra - Picnic Point	Employed (away from work)	108
Panania - Milperra - Picnic Point	Employed (full-time)	1848
Panania - Milperra - Picnic Point	Employed (part-time)	1348
Revesby		74
Revesby	Employed (away from work)	104
Revesby	Employed (full-time)	1506
Revesby	Employed (part-time)	1561
Yagoona - Birrong		69
Yagoona - Birrong	Employed (away from work)	55
Yagoona - Birrong	Employed (full-time)	1104
Yagoona - Birrong	Employed (part-time)	951
Bankstown - North		180
Bankstown - North	Employed (away from work)	240
Bankstown - North	Employed (full-time)	4070
Bankstown - North	Employed (part-time)	2850
Bankstown - South		262
Bankstown - South	Employed (away from work)	271
Bankstown - South	Employed (full-time)	6208
Bankstown - South	Employed (part-time)	3065
Belmore - Belfield		102
Belmore - Belfield	Employed (away from work)	88
Belmore - Belfield	Employed (full-time)	2160
Belmore - Belfield	Employed (part-time)	1331
Canterbury (South) - Campsie		182
Canterbury (South) - Campsie	Employed (away from work)	202
Canterbury (South) - Campsie	Employed (full-time)	4067
Canterbury (South) - Campsie	Employed (part-time)	2674
Kingsgrove (North) - Earlwood		175
Kingsgrove (North) - Earlwood	Employed (away from work)	146
Kingsgrove (North) - Earlwood	Employed (full-time)	4633
Kingsgrove (North) - Earlwood	Employed (part-time)	1840
Punchbowl		120
Punchbowl	Employed (away from work)	117
Punchbowl	Employed (full-time)	2713
Punchbowl	Employed (part-time)	1398
Roselands		73
Roselands	Employed (away from work)	86
Roselands	Employed (full-time)	1416
Roselands	Employed (part-time)	1363
Lakemba		100
Lakemba	Employed (away from work)	68
Lakemba	Employed (full-time)	1535
Lakemba	Employed (part-time)	1143
Wiley Park		30
Wiley Park	Employed (away from work)	21
Wiley Park	Employed (full-time)	347
Wiley Park	Employed (part-time)	335
Hurstville		200
Hurstville	Employed (away from work)	319
Hurstville	Employed (full-time)	4895
Hurstville	Employed (part-time)	4089
Mortdale - Penshurst		64
Mortdale - Penshurst	Employed (away from work)	70
Mortdale - Penshurst	Employed (full-time)	1453
Mortdale - Penshurst	Employed (part-time)	1545
Narwee - Beverly Hills		48
Narwee - Beverly Hills	Employed (away from work)	42
Narwee - Beverly Hills	Employed (full-time)	887
Narwee - Beverly Hills	Employed (part-time)	772
Oatley - Hurstville Grove		37
Oatley - Hurstville Grove	Employed (away from work)	73
Oatley - Hurstville Grove	Employed (full-time)	1085
Oatley - Hurstville Grove	Employed (part-time)	764
Peakhurst - Lugarno		109
Peakhurst - Lugarno	Employed (away from work)	125
Peakhurst - Lugarno	Employed (full-time)	3437
Peakhurst - Lugarno	Employed (part-time)	1792
Riverwood		66
Riverwood	Employed (away from work)	37
Riverwood	Employed (full-time)	999
Riverwood	Employed (part-time)	741
South Hurstville - Blakehurst		70
South Hurstville - Blakehurst	Employed (away from work)	134
South Hurstville - Blakehurst	Employed (full-time)	1963
South Hurstville - Blakehurst	Employed (part-time)	1603
Arncliffe - Bardwell Valley		79
Arncliffe - Bardwell Valley	Employed (away from work)	103
Arncliffe - Bardwell Valley	Employed (full-time)	2611
Arncliffe - Bardwell Valley	Employed (part-time)	1224
Bexley		75
Bexley	Employed (away from work)	89
Bexley	Employed (full-time)	1683
Bexley	Employed (part-time)	1327
Kingsgrove (South) - Bardwell Park		44
Kingsgrove (South) - Bardwell Park	Employed (away from work)	49
Kingsgrove (South) - Bardwell Park	Employed (full-time)	1090
Kingsgrove (South) - Bardwell Park	Employed (part-time)	846
Kogarah		200
Kogarah	Employed (away from work)	425
Kogarah	Employed (full-time)	7087
Kogarah	Employed (part-time)	3412
Kogarah Bay - Carlton - Allawah		56
Kogarah Bay - Carlton - Allawah	Employed (away from work)	79
Kogarah Bay - Carlton - Allawah	Employed (full-time)	1380
Kogarah Bay - Carlton - Allawah	Employed (part-time)	983
Monterey - Brighton-le-Sands - Kyeemagh		49
Monterey - Brighton-le-Sands - Kyeemagh	Employed (away from work)	59
Monterey - Brighton-le-Sands - Kyeemagh	Employed (full-time)	1139
Monterey - Brighton-le-Sands - Kyeemagh	Employed (part-time)	776
Rockdale - Banksia		119
Rockdale - Banksia	Employed (away from work)	131
Rockdale - Banksia	Employed (full-time)	3503
Rockdale - Banksia	Employed (part-time)	2051
Sans Souci - Ramsgate		66
Sans Souci - Ramsgate	Employed (away from work)	75
Sans Souci - Ramsgate	Employed (full-time)	1160
Sans Souci - Ramsgate	Employed (part-time)	1106
Concord - Mortlake - Cabarita		104
Concord - Mortlake - Cabarita	Employed (away from work)	98
Concord - Mortlake - Cabarita	Employed (full-time)	2264
Concord - Mortlake - Cabarita	Employed (part-time)	1652
Concord West - North Strathfield		405
Concord West - North Strathfield	Employed (away from work)	626
Concord West - North Strathfield	Employed (full-time)	14333
Concord West - North Strathfield	Employed (part-time)	4458
Drummoyne - Rodd Point		93
Drummoyne - Rodd Point	Employed (away from work)	112
Drummoyne - Rodd Point	Employed (full-time)	2056
Drummoyne - Rodd Point	Employed (part-time)	1882
Five Dock - Abbotsford		118
Five Dock - Abbotsford	Employed (away from work)	122
Five Dock - Abbotsford	Employed (full-time)	2982
Five Dock - Abbotsford	Employed (part-time)	2157
Balmain		91
Balmain	Employed (away from work)	145
Balmain	Employed (full-time)	2802
Balmain	Employed (part-time)	1912
Leichhardt - Annandale		196
Leichhardt - Annandale	Employed (away from work)	282
Leichhardt - Annandale	Employed (full-time)	6237
Leichhardt - Annandale	Employed (part-time)	3719
Lilyfield - Rozelle		84
Lilyfield - Rozelle	Employed (away from work)	151
Lilyfield - Rozelle	Employed (full-time)	3806
Lilyfield - Rozelle	Employed (part-time)	1723
Ashfield		145
Ashfield	Employed (away from work)	253
Ashfield	Employed (full-time)	4732
Ashfield	Employed (part-time)	2620
Burwood - Croydon		266
Burwood - Croydon	Employed (away from work)	403
Burwood - Croydon	Employed (full-time)	7767
Burwood - Croydon	Employed (part-time)	4877
Canterbury (North) - Ashbury		30
Canterbury (North) - Ashbury	Employed (away from work)	35
Canterbury (North) - Ashbury	Employed (full-time)	864
Canterbury (North) - Ashbury	Employed (part-time)	645
Croydon Park - Enfield		70
Croydon Park - Enfield	Employed (away from work)	82
Croydon Park - Enfield	Employed (full-time)	1475
Croydon Park - Enfield	Employed (part-time)	1137
Dulwich Hill - Lewisham		58
Dulwich Hill - Lewisham	Employed (away from work)	50
Dulwich Hill - Lewisham	Employed (full-time)	1536
Dulwich Hill - Lewisham	Employed (part-time)	987
Haberfield - Summer Hill		64
Haberfield - Summer Hill	Employed (away from work)	82
Haberfield - Summer Hill	Employed (full-time)	1894
Haberfield - Summer Hill	Employed (part-time)	1327
Homebush		245
Homebush	Employed (away from work)	232
Homebush	Employed (full-time)	7480
Homebush	Employed (part-time)	2863
Strathfield		154
Strathfield	Employed (away from work)	253
Strathfield	Employed (full-time)	4579
Strathfield	Employed (part-time)	2738
Strathfield South		59
Strathfield South	Employed (away from work)	58
Strathfield South	Employed (full-time)	1989
Strathfield South	Employed (part-time)	561
Chatswood (East) - Artarmon		480
Chatswood (East) - Artarmon	Employed (away from work)	720
Chatswood (East) - Artarmon	Employed (full-time)	17745
Chatswood (East) - Artarmon	Employed (part-time)	8707
Chatswood (West) - Lane Cove North		50
Chatswood (West) - Lane Cove North	Employed (away from work)	69
Chatswood (West) - Lane Cove North	Employed (full-time)	1801
Chatswood (West) - Lane Cove North	Employed (part-time)	1082
Lane Cove - Greenwich		203
Lane Cove - Greenwich	Employed (away from work)	304
Lane Cove - Greenwich	Employed (full-time)	8069
Lane Cove - Greenwich	Employed (part-time)	3879
St Leonards - Naremburn		467
St Leonards - Naremburn	Employed (away from work)	845
St Leonards - Naremburn	Employed (full-time)	22110
St Leonards - Naremburn	Employed (part-time)	6001
Willoughby - Castle Cove - Northbridge		106
Willoughby - Castle Cove - Northbridge	Employed (away from work)	179
Willoughby - Castle Cove - Northbridge	Employed (full-time)	4000
Willoughby - Castle Cove - Northbridge	Employed (part-time)	2836
Asquith - Mount Colah		76
Asquith - Mount Colah	Employed (away from work)	140
Asquith - Mount Colah	Employed (full-time)	2918
Asquith - Mount Colah	Employed (part-time)	1431
Berowra - Brooklyn - Cowan		28
Berowra - Brooklyn - Cowan	Employed (away from work)	52
Berowra - Brooklyn - Cowan	Employed (full-time)	810
Berowra - Brooklyn - Cowan	Employed (part-time)	777
Normanhurst - Thornleigh - Westleigh		79
Normanhurst - Thornleigh - Westleigh	Employed (away from work)	147
Normanhurst - Thornleigh - Westleigh	Employed (full-time)	3016
Normanhurst - Thornleigh - Westleigh	Employed (part-time)	2026
Hornsby - East		167
Hornsby - East	Employed (away from work)	322
Hornsby - East	Employed (full-time)	5594
Hornsby - East	Employed (part-time)	4084
Hornsby - West		47
Hornsby - West	Employed (away from work)	103
Hornsby - West	Employed (full-time)	1568
Hornsby - West	Employed (part-time)	1176
Waitara - Wahroonga (West)		36
Waitara - Wahroonga (West)	Employed (away from work)	78
Waitara - Wahroonga (West)	Employed (full-time)	1390
Waitara - Wahroonga (West)	Employed (part-time)	931
Gordon - Killara		81
Gordon - Killara	Employed (away from work)	154
Gordon - Killara	Employed (full-time)	2892
Gordon - Killara	Employed (part-time)	2346
Lindfield - Roseville		75
Lindfield - Roseville	Employed (away from work)	114
Lindfield - Roseville	Employed (full-time)	2274
Lindfield - Roseville	Employed (part-time)	2262
Pymble		87
Pymble	Employed (away from work)	154
Pymble	Employed (full-time)	3404
Pymble	Employed (part-time)	1946
St Ives		63
St Ives	Employed (away from work)	111
St Ives	Employed (full-time)	1897
St Ives	Employed (part-time)	2213
Turramurra		57
Turramurra	Employed (away from work)	116
Turramurra	Employed (full-time)	1754
Turramurra	Employed (part-time)	2038
Wahroonga (East) - Warrawee		104
Wahroonga (East) - Warrawee	Employed (away from work)	222
Wahroonga (East) - Warrawee	Employed (full-time)	3202
Wahroonga (East) - Warrawee	Employed (part-time)	2695
Cremorne - Cammeray		61
Cremorne - Cammeray	Employed (away from work)	101
Cremorne - Cammeray	Employed (full-time)	1801
Cremorne - Cammeray	Employed (part-time)	1617
Crows Nest - Waverton		142
Crows Nest - Waverton	Employed (away from work)	248
Crows Nest - Waverton	Employed (full-time)	5519
Crows Nest - Waverton	Employed (part-time)	2861
Mosman		141
Mosman	Employed (away from work)	215
Mosman	Employed (full-time)	4656
Mosman	Employed (part-time)	3727
Neutral Bay - Kirribilli		100
Neutral Bay - Kirribilli	Employed (away from work)	182
Neutral Bay - Kirribilli	Employed (full-time)	4016
Neutral Bay - Kirribilli	Employed (part-time)	2380
North Sydney - Lavender Bay		783
North Sydney - Lavender Bay	Employed (away from work)	1247
North Sydney - Lavender Bay	Employed (full-time)	39443
North Sydney - Lavender Bay	Employed (part-time)	7504
Balgowlah - Clontarf - Seaforth		99
Balgowlah - Clontarf - Seaforth	Employed (away from work)	128
Balgowlah - Clontarf - Seaforth	Employed (full-time)	2469
Balgowlah - Clontarf - Seaforth	Employed (part-time)	2360
Manly - Fairlight		150
Manly - Fairlight	Employed (away from work)	277
Manly - Fairlight	Employed (full-time)	4608
Manly - Fairlight	Employed (part-time)	3663
Avalon - Palm Beach		69
Avalon - Palm Beach	Employed (away from work)	95
Avalon - Palm Beach	Employed (full-time)	1671
Avalon - Palm Beach	Employed (part-time)	1655
Bayview - Elanora Heights		40
Bayview - Elanora Heights	Employed (away from work)	50
Bayview - Elanora Heights	Employed (full-time)	1063
Bayview - Elanora Heights	Employed (part-time)	952
Newport - Bilgola		37
Newport - Bilgola	Employed (away from work)	67
Newport - Bilgola	Employed (full-time)	1259
Newport - Bilgola	Employed (part-time)	1262
Warriewood - Mona Vale		210
Warriewood - Mona Vale	Employed (away from work)	390
Warriewood - Mona Vale	Employed (full-time)	7304
Warriewood - Mona Vale	Employed (part-time)	5031
Beacon Hill - Narraweena		22
Beacon Hill - Narraweena	Employed (away from work)	31
Beacon Hill - Narraweena	Employed (full-time)	674
Beacon Hill - Narraweena	Employed (part-time)	677
Cromer		48
Cromer	Employed (away from work)	90
Cromer	Employed (full-time)	1948
Cromer	Employed (part-time)	757
Dee Why - North Curl Curl		73
Dee Why - North Curl Curl	Employed (away from work)	156
Dee Why - North Curl Curl	Employed (full-time)	2975
Dee Why - North Curl Curl	Employed (part-time)	2435
Forestville - Killarney Heights		37
Forestville - Killarney Heights	Employed (away from work)	74
Forestville - Killarney Heights	Employed (full-time)	1125
Forestville - Killarney Heights	Employed (part-time)	1156
Frenchs Forest - Belrose		205
Frenchs Forest - Belrose	Employed (away from work)	342
Frenchs Forest - Belrose	Employed (full-time)	9272
Frenchs Forest - Belrose	Employed (part-time)	4331
Freshwater - Brookvale		247
Freshwater - Brookvale	Employed (away from work)	375
Freshwater - Brookvale	Employed (full-time)	10156
Freshwater - Brookvale	Employed (part-time)	5409
Manly Vale - Allambie Heights		65
Manly Vale - Allambie Heights	Employed (away from work)	93
Manly Vale - Allambie Heights	Employed (full-time)	1736
Manly Vale - Allambie Heights	Employed (part-time)	1613
Narrabeen - Collaroy		79
Narrabeen - Collaroy	Employed (away from work)	130
Narrabeen - Collaroy	Employed (full-time)	2423
Narrabeen - Collaroy	Employed (part-time)	2188
Terrey Hills - Duffys Forest		44
Terrey Hills - Duffys Forest	Employed (away from work)	50
Terrey Hills - Duffys Forest	Employed (full-time)	1365
Terrey Hills - Duffys Forest	Employed (part-time)	925
Camden - Ellis Lane		98
Camden - Ellis Lane	Employed (away from work)	160
Camden - Ellis Lane	Employed (full-time)	2499
Camden - Ellis Lane	Employed (part-time)	2111
Elderslie - Harrington Park		110
Elderslie - Harrington Park	Employed (away from work)	166
Elderslie - Harrington Park	Employed (full-time)	3336
Elderslie - Harrington Park	Employed (part-time)	2354
Mount Annan - Currans Hill		199
Mount Annan - Currans Hill	Employed (away from work)	233
Mount Annan - Currans Hill	Employed (full-time)	6505
Mount Annan - Currans Hill	Employed (part-time)	2598
Bradbury - Wedderburn		37
Bradbury - Wedderburn	Employed (away from work)	71
Bradbury - Wedderburn	Employed (full-time)	1024
Bradbury - Wedderburn	Employed (part-time)	652
Campbelltown - Woodbine		426
Campbelltown - Woodbine	Employed (away from work)	647
Campbelltown - Woodbine	Employed (full-time)	10134
Campbelltown - Woodbine	Employed (part-time)	7123
Claymore - Eagle Vale - Raby		52
Claymore - Eagle Vale - Raby	Employed (away from work)	78
Claymore - Eagle Vale - Raby	Employed (full-time)	1054
Claymore - Eagle Vale - Raby	Employed (part-time)	908
Ingleburn - Denham Court		250
Ingleburn - Denham Court	Employed (away from work)	241
Ingleburn - Denham Court	Employed (full-time)	8534
Ingleburn - Denham Court	Employed (part-time)	2294
Leumeah - Minto Heights		34
Leumeah - Minto Heights	Employed (away from work)	43
Leumeah - Minto Heights	Employed (full-time)	762
Leumeah - Minto Heights	Employed (part-time)	618
Macquarie Fields - Glenfield		77
Macquarie Fields - Glenfield	Employed (away from work)	120
Macquarie Fields - Glenfield	Employed (full-time)	1842
Macquarie Fields - Glenfield	Employed (part-time)	1231
Minto - St Andrews		165
Minto - St Andrews	Employed (away from work)	173
Minto - St Andrews	Employed (full-time)	5488
Minto - St Andrews	Employed (part-time)	1898
Rosemeadow - Glen Alpine		57
Rosemeadow - Glen Alpine	Employed (away from work)	87
Rosemeadow - Glen Alpine	Employed (full-time)	1089
Rosemeadow - Glen Alpine	Employed (part-time)	1023
Bargo		25
Bargo	Employed (away from work)	48
Bargo	Employed (full-time)	800
Bargo	Employed (part-time)	347
Douglas Park - Appin		50
Douglas Park - Appin	Employed (away from work)	110
Douglas Park - Appin	Employed (full-time)	2193
Douglas Park - Appin	Employed (part-time)	712
Picton - Tahmoor - Buxton		100
Picton - Tahmoor - Buxton	Employed (away from work)	140
Picton - Tahmoor - Buxton	Employed (full-time)	2555
Picton - Tahmoor - Buxton	Employed (part-time)	1572
The Oaks - Oakdale		42
The Oaks - Oakdale	Employed (away from work)	42
The Oaks - Oakdale	Employed (full-time)	843
The Oaks - Oakdale	Employed (part-time)	493
Blackheath - Megalong Valley		20
Blackheath - Megalong Valley	Employed (away from work)	43
Blackheath - Megalong Valley	Employed (full-time)	527
Blackheath - Megalong Valley	Employed (part-time)	620
Blaxland - Warrimoo - Lapstone		40
Blaxland - Warrimoo - Lapstone	Employed (away from work)	89
Blaxland - Warrimoo - Lapstone	Employed (full-time)	1539
Blaxland - Warrimoo - Lapstone	Employed (part-time)	1510
Blue Mountains - North	Employed (full-time)	30
Blue Mountains - North	Employed (part-time)	15
Katoomba - Leura		126
Katoomba - Leura	Employed (away from work)	213
Katoomba - Leura	Employed (full-time)	3075
Katoomba - Leura	Employed (part-time)	3108
Lawson - Hazelbrook - Linden		25
Lawson - Hazelbrook - Linden	Employed (away from work)	50
Lawson - Hazelbrook - Linden	Employed (full-time)	744
Lawson - Hazelbrook - Linden	Employed (part-time)	728
Springwood - Winmalee		59
Springwood - Winmalee	Employed (away from work)	174
Springwood - Winmalee	Employed (full-time)	2247
Springwood - Winmalee	Employed (part-time)	2255
Wentworth Falls		15
Wentworth Falls	Employed (away from work)	42
Wentworth Falls	Employed (full-time)	515
Wentworth Falls	Employed (part-time)	561
Blue Mountains - South	Employed (full-time)	3
Blue Mountains - South	Employed (part-time)	6
Cambridge Park		29
Cambridge Park	Employed (away from work)	39
Cambridge Park	Employed (full-time)	590
Cambridge Park	Employed (part-time)	660
Castlereagh - Cranebrook		54
Castlereagh - Cranebrook	Employed (away from work)	84
Castlereagh - Cranebrook	Employed (full-time)	1681
Castlereagh - Cranebrook	Employed (part-time)	1161
Emu Plains - Leonay		89
Emu Plains - Leonay	Employed (away from work)	84
Emu Plains - Leonay	Employed (full-time)	2809
Emu Plains - Leonay	Employed (part-time)	1377
Glenmore Park - Regentville		39
Glenmore Park - Regentville	Employed (away from work)	70
Glenmore Park - Regentville	Employed (full-time)	1047
Glenmore Park - Regentville	Employed (part-time)	943
Jamisontown - South Penrith		104
Jamisontown - South Penrith	Employed (away from work)	171
Jamisontown - South Penrith	Employed (full-time)	3275
Jamisontown - South Penrith	Employed (part-time)	2037
Kingswood - Werrington		149
Kingswood - Werrington	Employed (away from work)	370
Kingswood - Werrington	Employed (full-time)	5390
Kingswood - Werrington	Employed (part-time)	2677
Mulgoa - Luddenham - Orchard Hills		46
Mulgoa - Luddenham - Orchard Hills	Employed (away from work)	69
Mulgoa - Luddenham - Orchard Hills	Employed (full-time)	1631
Mulgoa - Luddenham - Orchard Hills	Employed (part-time)	838
Penrith		369
Penrith	Employed (away from work)	660
Penrith	Employed (full-time)	11996
Penrith	Employed (part-time)	7121
Warragamba - Silverdale		19
Warragamba - Silverdale	Employed (away from work)	27
Warragamba - Silverdale	Employed (full-time)	589
Warragamba - Silverdale	Employed (part-time)	273
Richmond - Clarendon		157
Richmond - Clarendon	Employed (away from work)	247
Richmond - Clarendon	Employed (full-time)	5133
Richmond - Clarendon	Employed (part-time)	2746
Windsor - Bligh Park		139
Windsor - Bligh Park	Employed (away from work)	179
Windsor - Bligh Park	Employed (full-time)	4135
Windsor - Bligh Park	Employed (part-time)	2334
Yarramundi - Londonderry		52
Yarramundi - Londonderry	Employed (away from work)	74
Yarramundi - Londonderry	Employed (full-time)	1369
Yarramundi - Londonderry	Employed (part-time)	504
Erskine Park		132
Erskine Park	Employed (away from work)	117
Erskine Park	Employed (full-time)	4452
Erskine Park	Employed (part-time)	978
St Clair		37
St Clair	Employed (away from work)	63
St Clair	Employed (full-time)	935
St Clair	Employed (part-time)	811
Colyton - Oxley Park		29
Colyton - Oxley Park	Employed (away from work)	27
Colyton - Oxley Park	Employed (full-time)	573
Colyton - Oxley Park	Employed (part-time)	424
St Marys - North St Marys		245
St Marys - North St Marys	Employed (away from work)	243
St Marys - North St Marys	Employed (full-time)	6612
St Marys - North St Marys	Employed (part-time)	2578
Homebush Bay - Silverwater		490
Homebush Bay - Silverwater	Employed (away from work)	688
Homebush Bay - Silverwater	Employed (full-time)	20581
Homebush Bay - Silverwater	Employed (part-time)	4752
Rookwood Cemetery		3
Rookwood Cemetery	Employed (away from work)	3
Rookwood Cemetery	Employed (full-time)	134
Rookwood Cemetery	Employed (part-time)	27
Auburn - Central		163
Auburn - Central	Employed (away from work)	173
Auburn - Central	Employed (full-time)	3578
Auburn - Central	Employed (part-time)	1566
Auburn - North		124
Auburn - North	Employed (away from work)	89
Auburn - North	Employed (full-time)	2924
Auburn - North	Employed (part-time)	1157
Auburn - South		71
Auburn - South	Employed (away from work)	34
Auburn - South	Employed (full-time)	1748
Auburn - South	Employed (part-time)	585
Berala		28
Berala	Employed (away from work)	11
Berala	Employed (full-time)	323
Berala	Employed (part-time)	302
Lidcombe		293
Lidcombe	Employed (away from work)	296
Lidcombe	Employed (full-time)	8488
Lidcombe	Employed (part-time)	3010
Regents Park		69
Regents Park	Employed (away from work)	57
Regents Park	Employed (full-time)	2027
Regents Park	Employed (part-time)	560
Carlingford		96
Carlingford	Employed (away from work)	135
Carlingford	Employed (full-time)	2151
Carlingford	Employed (part-time)	2277
Ermington - Rydalmere		276
Ermington - Rydalmere	Employed (away from work)	307
Ermington - Rydalmere	Employed (full-time)	10080
Ermington - Rydalmere	Employed (part-time)	2689
Oatlands - Dundas Valley		34
Oatlands - Dundas Valley	Employed (away from work)	54
Oatlands - Dundas Valley	Employed (full-time)	899
Oatlands - Dundas Valley	Employed (part-time)	800
Chester Hill - Sefton		206
Chester Hill - Sefton	Employed (away from work)	173
Chester Hill - Sefton	Employed (full-time)	5582
Chester Hill - Sefton	Employed (part-time)	1852
Fairfield - East		156
Fairfield - East	Employed (away from work)	134
Fairfield - East	Employed (full-time)	3797
Fairfield - East	Employed (part-time)	1479
Granville - Clyde		133
Granville - Clyde	Employed (away from work)	151
Granville - Clyde	Employed (full-time)	4408
Granville - Clyde	Employed (part-time)	1887
Greystanes - Pemulwuy		116
Greystanes - Pemulwuy	Employed (away from work)	141
Greystanes - Pemulwuy	Employed (full-time)	3893
Greystanes - Pemulwuy	Employed (part-time)	1523
Guildford - South Granville		148
Guildford - South Granville	Employed (away from work)	78
Guildford - South Granville	Employed (full-time)	2501
Guildford - South Granville	Employed (part-time)	1123
Guildford West - Merrylands West		48
Guildford West - Merrylands West	Employed (away from work)	59
Guildford West - Merrylands West	Employed (full-time)	1437
Guildford West - Merrylands West	Employed (part-time)	945
Merrylands - Holroyd		163
Merrylands - Holroyd	Employed (away from work)	154
Merrylands - Holroyd	Employed (full-time)	2983
Merrylands - Holroyd	Employed (part-time)	2443
Smithfield Industrial		216
Smithfield Industrial	Employed (away from work)	179
Smithfield Industrial	Employed (full-time)	8053
Smithfield Industrial	Employed (part-time)	1325
Yennora Industrial		70
Yennora Industrial	Employed (away from work)	56
Yennora Industrial	Employed (full-time)	2250
Yennora Industrial	Employed (part-time)	541
North Parramatta		185
North Parramatta	Employed (away from work)	235
North Parramatta	Employed (full-time)	5619
North Parramatta	Employed (part-time)	2814
North Rocks		57
North Rocks	Employed (away from work)	111
North Rocks	Employed (full-time)	2269
North Rocks	Employed (part-time)	1272
Northmead		328
Northmead	Employed (away from work)	783
Northmead	Employed (full-time)	11271
Northmead	Employed (part-time)	4696
Parramatta - Rosehill		1066
Parramatta - Rosehill	Employed (away from work)	1748
Parramatta - Rosehill	Employed (full-time)	35790
Parramatta - Rosehill	Employed (part-time)	11624
Toongabbie - Constitution Hill		73
Toongabbie - Constitution Hill	Employed (away from work)	81
Toongabbie - Constitution Hill	Employed (full-time)	2153
Toongabbie - Constitution Hill	Employed (part-time)	969
Winston Hills		50
Winston Hills	Employed (away from work)	65
Winston Hills	Employed (full-time)	1254
Winston Hills	Employed (part-time)	1065
Pendle Hill - Girraween		152
Pendle Hill - Girraween	Employed (away from work)	122
Pendle Hill - Girraween	Employed (full-time)	3876
Pendle Hill - Girraween	Employed (part-time)	1296
Wentworthville - Westmead		76
Wentworthville - Westmead	Employed (away from work)	71
Wentworthville - Westmead	Employed (full-time)	1410
Wentworthville - Westmead	Employed (part-time)	1206
Epping - North Epping		92
Epping - North Epping	Employed (away from work)	130
Epping - North Epping	Employed (full-time)	2588
Epping - North Epping	Employed (part-time)	2029
Pennant Hills - Cheltenham		91
Pennant Hills - Cheltenham	Employed (away from work)	154
Pennant Hills - Cheltenham	Employed (full-time)	3187
Pennant Hills - Cheltenham	Employed (part-time)	2292
Eastwood - Denistone		119
Eastwood - Denistone	Employed (away from work)	163
Eastwood - Denistone	Employed (full-time)	3051
Eastwood - Denistone	Employed (part-time)	2451
Gladesville - Huntleys Point		101
Gladesville - Huntleys Point	Employed (away from work)	142
Gladesville - Huntleys Point	Employed (full-time)	4007
