SA2_NAME16	LabourForceStatus	workers
Bethania - Waterford	Employed (away from work)	62
Bethania - Waterford	Employed (full-time)	1103
Bethania - Waterford	Employed (part-time)	763
Cornubia - Carbrook		24
Cornubia - Carbrook	Employed (away from work)	46
Cornubia - Carbrook	Employed (full-time)	1015
Cornubia - Carbrook	Employed (part-time)	712
Loganholme - Tanah Merah		115
Loganholme - Tanah Merah	Employed (away from work)	157
Loganholme - Tanah Merah	Employed (full-time)	4301
Loganholme - Tanah Merah	Employed (part-time)	1945
Loganlea		105
Loganlea	Employed (away from work)	285
Loganlea	Employed (full-time)	4533
Loganlea	Employed (part-time)	2183
Shailer Park		78
Shailer Park	Employed (away from work)	159
Shailer Park	Employed (full-time)	2223
Shailer Park	Employed (part-time)	1762
Waterford West		32
Waterford West	Employed (away from work)	34
Waterford West	Employed (full-time)	599
Waterford West	Employed (part-time)	590
Daisy Hill		50
Daisy Hill	Employed (away from work)	58
Daisy Hill	Employed (full-time)	1501
Daisy Hill	Employed (part-time)	717
Kingston (Qld.)		38
Kingston (Qld.)	Employed (away from work)	62
Kingston (Qld.)	Employed (full-time)	1611
Kingston (Qld.)	Employed (part-time)	668
Logan Central		103
Logan Central	Employed (away from work)	174
Logan Central	Employed (full-time)	2826
Logan Central	Employed (part-time)	1551
Rochedale South - Priestdale		36
Rochedale South - Priestdale	Employed (away from work)	45
Rochedale South - Priestdale	Employed (full-time)	740
Rochedale South - Priestdale	Employed (part-time)	676
Slacks Creek		101
Slacks Creek	Employed (away from work)	132
Slacks Creek	Employed (full-time)	3779
Slacks Creek	Employed (part-time)	1563
Springwood		99
Springwood	Employed (away from work)	133
Springwood	Employed (full-time)	3182
Springwood	Employed (part-time)	2030
Underwood		121
Underwood	Employed (away from work)	158
Underwood	Employed (full-time)	4095
Underwood	Employed (part-time)	1782
Woodridge		59
Woodridge	Employed (away from work)	85
Woodridge	Employed (full-time)	1528
Woodridge	Employed (part-time)	728
Bowen		69
Bowen	Employed (away from work)	129
Bowen	Employed (full-time)	1680
Bowen	Employed (part-time)	984
Broadsound - Nebo		199
Broadsound - Nebo	Employed (away from work)	632
Broadsound - Nebo	Employed (full-time)	7699
Broadsound - Nebo	Employed (part-time)	1149
Clermont		69
Clermont	Employed (away from work)	149
Clermont	Employed (full-time)	2053
Clermont	Employed (part-time)	440
Collinsville		79
Collinsville	Employed (away from work)	119
Collinsville	Employed (full-time)	2241
Collinsville	Employed (part-time)	509
Moranbah		162
Moranbah	Employed (away from work)	434
Moranbah	Employed (full-time)	5977
Moranbah	Employed (part-time)	1060
Andergrove - Beaconsfield		42
Andergrove - Beaconsfield	Employed (away from work)	69
Andergrove - Beaconsfield	Employed (full-time)	1007
Andergrove - Beaconsfield	Employed (part-time)	883
East Mackay		14
East Mackay	Employed (away from work)	12
East Mackay	Employed (full-time)	292
East Mackay	Employed (part-time)	271
Eimeo - Rural View		26
Eimeo - Rural View	Employed (away from work)	55
Eimeo - Rural View	Employed (full-time)	741
Eimeo - Rural View	Employed (part-time)	702
Eungella Hinterland	Employed (full-time)	8
Mackay		186
Mackay	Employed (away from work)	406
Mackay	Employed (full-time)	6624
Mackay	Employed (part-time)	3741
Mackay Harbour		13
Mackay Harbour	Employed (away from work)	18
Mackay Harbour	Employed (full-time)	310
Mackay Harbour	Employed (part-time)	112
Mount Pleasant - Glenella		69
Mount Pleasant - Glenella	Employed (away from work)	109
Mount Pleasant - Glenella	Employed (full-time)	1883
Mount Pleasant - Glenella	Employed (part-time)	1408
North Mackay		54
North Mackay	Employed (away from work)	114
North Mackay	Employed (full-time)	1614
North Mackay	Employed (part-time)	1092
Ooralea - Bakers Creek		165
Ooralea - Bakers Creek	Employed (away from work)	251
Ooralea - Bakers Creek	Employed (full-time)	7364
Ooralea - Bakers Creek	Employed (part-time)	1248
Pioneer Valley		46
Pioneer Valley	Employed (away from work)	65
Pioneer Valley	Employed (full-time)	953
Pioneer Valley	Employed (part-time)	610
Sarina		96
Sarina	Employed (away from work)	211
Sarina	Employed (full-time)	2718
Sarina	Employed (part-time)	1048
Seaforth - Calen		37
Seaforth - Calen	Employed (away from work)	38
Seaforth - Calen	Employed (full-time)	820
Seaforth - Calen	Employed (part-time)	462
Shoal Point - Bucasia		11
Shoal Point - Bucasia	Employed (away from work)	10
Shoal Point - Bucasia	Employed (full-time)	173
Shoal Point - Bucasia	Employed (part-time)	191
Slade Point		17
Slade Point	Employed (away from work)	27
Slade Point	Employed (full-time)	616
Slade Point	Employed (part-time)	244
South Mackay		12
South Mackay	Employed (away from work)	30
South Mackay	Employed (full-time)	666
South Mackay	Employed (part-time)	451
Walkerston - Eton		54
Walkerston - Eton	Employed (away from work)	55
Walkerston - Eton	Employed (full-time)	1007
Walkerston - Eton	Employed (part-time)	530
West Mackay		62
West Mackay	Employed (away from work)	162
West Mackay	Employed (full-time)	2111
West Mackay	Employed (part-time)	1253
Airlie - Whitsundays		117
Airlie - Whitsundays	Employed (away from work)	182
Airlie - Whitsundays	Employed (full-time)	4288
Airlie - Whitsundays	Employed (part-time)	1802
Proserpine		56
Proserpine	Employed (away from work)	105
Proserpine	Employed (full-time)	1783
Proserpine	Employed (part-time)	965
Beachmere - Sandstone Point		40
Beachmere - Sandstone Point	Employed (away from work)	54
Beachmere - Sandstone Point	Employed (full-time)	929
Beachmere - Sandstone Point	Employed (part-time)	717
Bribie Island		85
Bribie Island	Employed (away from work)	129
Bribie Island	Employed (full-time)	1671
Bribie Island	Employed (part-time)	1711
Burpengary - East		19
Burpengary - East	Employed (away from work)	22
Burpengary - East	Employed (full-time)	340
Burpengary - East	Employed (part-time)	226
Caboolture		223
Caboolture	Employed (away from work)	484
Caboolture	Employed (full-time)	7572
Caboolture	Employed (part-time)	4629
Caboolture - South		137
Caboolture - South	Employed (away from work)	205
Caboolture - South	Employed (full-time)	3020
Caboolture - South	Employed (part-time)	3233
Elimbah		22
Elimbah	Employed (away from work)	23
Elimbah	Employed (full-time)	473
Elimbah	Employed (part-time)	345
Morayfield - East		16
Morayfield - East	Employed (away from work)	42
Morayfield - East	Employed (full-time)	541
Morayfield - East	Employed (part-time)	393
Wamuran		30
Wamuran	Employed (away from work)	24
Wamuran	Employed (full-time)	727
Wamuran	Employed (part-time)	640
Kilcoy		42
Kilcoy	Employed (away from work)	61
Kilcoy	Employed (full-time)	1318
Kilcoy	Employed (part-time)	609
Woodford - D'Aguilar		59
Woodford - D'Aguilar	Employed (away from work)	78
Woodford - D'Aguilar	Employed (full-time)	1139
Woodford - D'Aguilar	Employed (part-time)	639
Burpengary		64
Burpengary	Employed (away from work)	104
Burpengary	Employed (full-time)	1875
Burpengary	Employed (part-time)	1517
Deception Bay		101
Deception Bay	Employed (away from work)	166
Deception Bay	Employed (full-time)	3325
Deception Bay	Employed (part-time)	1678
Morayfield		12
Morayfield	Employed (away from work)	18
Morayfield	Employed (full-time)	328
Morayfield	Employed (part-time)	259
Narangba		66
Narangba	Employed (away from work)	103
Narangba	Employed (full-time)	2471
Narangba	Employed (part-time)	1154
Upper Caboolture		4
Upper Caboolture	Employed (away from work)	6
Upper Caboolture	Employed (full-time)	158
Upper Caboolture	Employed (part-time)	117
Clontarf		75
Clontarf	Employed (away from work)	95
Clontarf	Employed (full-time)	2402
Clontarf	Employed (part-time)	1076
Margate - Woody Point		37
Margate - Woody Point	Employed (away from work)	57
Margate - Woody Point	Employed (full-time)	840
Margate - Woody Point	Employed (part-time)	860
Redcliffe		100
Redcliffe	Employed (away from work)	238
Redcliffe	Employed (full-time)	3003
Redcliffe	Employed (part-time)	2517
Rothwell - Kippa-Ring		105
Rothwell - Kippa-Ring	Employed (away from work)	187
Rothwell - Kippa-Ring	Employed (full-time)	2884
Rothwell - Kippa-Ring	Employed (part-time)	2499
Scarborough - Newport - Moreton Island		30
Scarborough - Newport - Moreton Island	Employed (away from work)	75
Scarborough - Newport - Moreton Island	Employed (full-time)	1062
Scarborough - Newport - Moreton Island	Employed (part-time)	880
Albany Creek		46
Albany Creek	Employed (away from work)	95
Albany Creek	Employed (full-time)	1442
Albany Creek	Employed (part-time)	1649
Cashmere		35
Cashmere	Employed (away from work)	73
Cashmere	Employed (full-time)	1128
Cashmere	Employed (part-time)	1078
Dayboro		20
Dayboro	Employed (away from work)	30
Dayboro	Employed (full-time)	672
Dayboro	Employed (part-time)	598
Eatons Hill		17
Eatons Hill	Employed (away from work)	18
Eatons Hill	Employed (full-time)	460
Eatons Hill	Employed (part-time)	418
The Hills District		67
The Hills District	Employed (away from work)	117
The Hills District	Employed (full-time)	1994
The Hills District	Employed (part-time)	1804
Samford Valley		37
Samford Valley	Employed (away from work)	71
Samford Valley	Employed (full-time)	1069
Samford Valley	Employed (part-time)	1126
Dakabin - Kallangur		65
Dakabin - Kallangur	Employed (away from work)	101
Dakabin - Kallangur	Employed (full-time)	1730
Dakabin - Kallangur	Employed (part-time)	1550
Murrumba Downs - Griffin		36
Murrumba Downs - Griffin	Employed (away from work)	55
Murrumba Downs - Griffin	Employed (full-time)	886
Murrumba Downs - Griffin	Employed (part-time)	759
North Lakes - Mango Hill		180
North Lakes - Mango Hill	Employed (away from work)	313
North Lakes - Mango Hill	Employed (full-time)	5501
North Lakes - Mango Hill	Employed (part-time)	4317
Bray Park		24
Bray Park	Employed (away from work)	42
Bray Park	Employed (full-time)	595
Bray Park	Employed (part-time)	667
Lawnton		72
Lawnton	Employed (away from work)	81
Lawnton	Employed (full-time)	1829
Lawnton	Employed (part-time)	882
Petrie		21
Petrie	Employed (away from work)	58
Petrie	Employed (full-time)	963
Petrie	Employed (part-time)	672
Strathpine - Brendale		218
Strathpine - Brendale	Employed (away from work)	388
Strathpine - Brendale	Employed (full-time)	9997
Strathpine - Brendale	Employed (part-time)	3953
Aurukun		7
Aurukun	Employed (away from work)	11
Aurukun	Employed (full-time)	202
Aurukun	Employed (part-time)	64
Cape York		112
Cape York	Employed (away from work)	153
Cape York	Employed (full-time)	2797
Cape York	Employed (part-time)	778
Croydon - Etheridge		15
Croydon - Etheridge	Employed (away from work)	16
Croydon - Etheridge	Employed (full-time)	354
Croydon - Etheridge	Employed (part-time)	101
Kowanyama - Pormpuraaw		9
Kowanyama - Pormpuraaw	Employed (away from work)	10
Kowanyama - Pormpuraaw	Employed (full-time)	279
Kowanyama - Pormpuraaw	Employed (part-time)	171
Northern Peninsula		20
Northern Peninsula	Employed (away from work)	28
Northern Peninsula	Employed (full-time)	573
Northern Peninsula	Employed (part-time)	196
Tablelands		50
Tablelands	Employed (away from work)	68
Tablelands	Employed (full-time)	1122
Tablelands	Employed (part-time)	410
Torres		85
Torres	Employed (away from work)	68
Torres	Employed (full-time)	1041
Torres	Employed (part-time)	310
Torres Strait Islands		38
Torres Strait Islands	Employed (away from work)	35
Torres Strait Islands	Employed (full-time)	572
Torres Strait Islands	Employed (part-time)	354
Weipa		22
Weipa	Employed (away from work)	55
Weipa	Employed (full-time)	767
Weipa	Employed (part-time)	271
Carpentaria		77
Carpentaria	Employed (away from work)	60
Carpentaria	Employed (full-time)	1198
Carpentaria	Employed (part-time)	375
Mount Isa		170
Mount Isa	Employed (away from work)	383
Mount Isa	Employed (full-time)	6282
Mount Isa	Employed (part-time)	1681
Mount Isa Region		83
Mount Isa Region	Employed (away from work)	194
Mount Isa Region	Employed (full-time)	3073
Mount Isa Region	Employed (part-time)	347
Northern Highlands		86
Northern Highlands	Employed (away from work)	106
Northern Highlands	Employed (full-time)	2093
Northern Highlands	Employed (part-time)	464
Barcaldine - Blackall		61
Barcaldine - Blackall	Employed (away from work)	87
Barcaldine - Blackall	Employed (full-time)	1626
Barcaldine - Blackall	Employed (part-time)	539
Charleville		54
Charleville	Employed (away from work)	74
Charleville	Employed (full-time)	1362
Charleville	Employed (part-time)	494
Far Central West		24
Far Central West	Employed (away from work)	46
Far Central West	Employed (full-time)	959
Far Central West	Employed (part-time)	186
Far South West		42
Far South West	Employed (away from work)	70
Far South West	Employed (full-time)	1103
Far South West	Employed (part-time)	277
Longreach		50
Longreach	Employed (away from work)	102
Longreach	Employed (full-time)	1347
Longreach	Employed (part-time)	419
Buderim - North		149
Buderim - North	Employed (away from work)	214
Buderim - North	Employed (full-time)	5925
Buderim - North	Employed (part-time)	2691
Buderim - South		53
Buderim - South	Employed (away from work)	120
Buderim - South	Employed (full-time)	1974
Buderim - South	Employed (part-time)	1888
Mountain Creek		29
Mountain Creek	Employed (away from work)	47
Mountain Creek	Employed (full-time)	892
Mountain Creek	Employed (part-time)	763
Sippy Downs		40
Sippy Downs	Employed (away from work)	114
Sippy Downs	Employed (full-time)	1846
Sippy Downs	Employed (part-time)	1383
Aroona - Currimundi		28
Aroona - Currimundi	Employed (away from work)	60
Aroona - Currimundi	Employed (full-time)	926
Aroona - Currimundi	Employed (part-time)	983
Buddina - Minyama		40
Buddina - Minyama	Employed (away from work)	75
Buddina - Minyama	Employed (full-time)	1387
Buddina - Minyama	Employed (part-time)	1566
Caloundra - Kings Beach		105
Caloundra - Kings Beach	Employed (away from work)	225
Caloundra - Kings Beach	Employed (full-time)	3196
Caloundra - Kings Beach	Employed (part-time)	2825
Caloundra - West		79
Caloundra - West	Employed (away from work)	145
Caloundra - West	Employed (full-time)	2896
Caloundra - West	Employed (part-time)	1621
Golden Beach - Pelican Waters		42
Golden Beach - Pelican Waters	Employed (away from work)	64
Golden Beach - Pelican Waters	Employed (full-time)	848
Golden Beach - Pelican Waters	Employed (part-time)	896
Moffat Beach - Battery Hill		25
Moffat Beach - Battery Hill	Employed (away from work)	48
Moffat Beach - Battery Hill	Employed (full-time)	817
Moffat Beach - Battery Hill	Employed (part-time)	828
Parrearra - Warana		81
Parrearra - Warana	Employed (away from work)	112
Parrearra - Warana	Employed (full-time)	3170
Parrearra - Warana	Employed (part-time)	1439
Wurtulla - Birtinya		87
Wurtulla - Birtinya	Employed (away from work)	151
Wurtulla - Birtinya	Employed (full-time)	3194
Wurtulla - Birtinya	Employed (part-time)	1417
Coolum Beach		51
Coolum Beach	Employed (away from work)	94
Coolum Beach	Employed (full-time)	1433
Coolum Beach	Employed (part-time)	1580
Marcoola - Mudjimba		56
Marcoola - Mudjimba	Employed (away from work)	113
Marcoola - Mudjimba	Employed (full-time)	1947
Marcoola - Mudjimba	Employed (part-time)	1835
Maroochydore - Kuluin		249
Maroochydore - Kuluin	Employed (away from work)	484
Maroochydore - Kuluin	Employed (full-time)	9603
Maroochydore - Kuluin	Employed (part-time)	6097
Mooloolaba - Alexandra Headland		85
Mooloolaba - Alexandra Headland	Employed (away from work)	155
Mooloolaba - Alexandra Headland	Employed (full-time)	2639
Mooloolaba - Alexandra Headland	Employed (part-time)	2417
Noosa Heads		78
Noosa Heads	Employed (away from work)	109
Noosa Heads	Employed (full-time)	2088
Noosa Heads	Employed (part-time)	2108
Noosaville		111
Noosaville	Employed (away from work)	201
Noosaville	Employed (full-time)	3780
Noosaville	Employed (part-time)	2916
Sunshine Beach		21
Sunshine Beach	Employed (away from work)	43
Sunshine Beach	Employed (full-time)	685
Sunshine Beach	Employed (part-time)	688
Tewantin		35
Tewantin	Employed (away from work)	87
Tewantin	Employed (full-time)	1054
Tewantin	Employed (part-time)	1088
Peregian Beach - Marcus Beach		8
