GCCSA_CODE_2016,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000mor_E,M_3000mor_OM_IE,M_3000mor_OM_UIE,M_3000mor_CFW,M_3000mor_ES_NS,M_3000mor_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000mor_E,F_3000mor_OM_IE,F_3000mor_OM_UIE,F_3000mor_CFW,F_3000mor_ES_NS,F_3000mor_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE
49799,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,19,15,0,0,0,0,15,0,0,0,0,0,0,54,0,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0
49499,71,9,44,48,8,184,304,23,142,29,5,507,420,37,357,30,16,862,579,73,493,27,35,1215,784,85,648,30,37,1590,1260,171,1030,28,57,2548,1521,289,1236,16,47,3109,1846,340,1388,22,69,3663,1991,432,1514,17,52,4010,1189,305,1018,16,35,2566,841,307,649,6,22,1822,503,137,335,0,8,988,641,197,327,7,10,1175,221,111,136,3,6,480,199,48,146,13,27,432,12361,2567,9472,301,440,25152,56,3,14,40,3,112,386,3,159,16,9,574,687,16,301,20,19,1055,675,22,281,22,23,1035,807,24,272,19,19,1140,994,29,333,18,9,1379,788,40,232,12,15,1088,684,28,203,11,5,934,512,39,128,5,3,690,286,18,54,7,0,364,201,10,43,3,0,257,109,11,31,0,0,152,105,16,32,3,0,151,36,8,14,4,3,68,117,10,18,4,7,157,6452,270,2125,186,134,9161,131,11,63,83,13,294,689,24
3RQLD,1265,338,759,2132,105,4607,12538,255,778,746,194,14509,9609,539,1875,1077,254,13359,10178,1148,2733,1072,355,15479,13788,1301,3254,918,351,19615,23823,2574,4810,1006,492,32706,39515,3389,5112,761,622,49404,55509,4451,5540,780,634,66909,58541,5921,5861,690,616,71626,41265,4808,3928,456,386,50838,35850,5365,3125,340,323,45013,26797,2885,1830,236,189,31939,42808,4889,2386,297,287,50668,16946,5822,2355,411,237,25768,6227,842,959,519,636,9185,394667,44522,45306,11446,5678,501616,1587,220,577,2579,116,5078,19391,317,1611,1103,258,22684,20928,687,3062,1412,353,26445,23682,1182,3128,1286,488,29760,31065,1212,3415,1003,490,37191,53834,2270,4445,1058,584,62183,63349,2571,3768,784,575,71044,59758,2604,3416,631,440,66854,51886,2915,2848,591,347,58582,32005,2133,1728,351,198,36406,25671,2201,1225,276,138,29510,13729,1051,681,152,70,15678,13312,1633,980,208,84,16211,3528,1754,899,324,69,6575,6088,449,592,522,450,8099,419808,23190,32378,12275,4659,492314,2855,559,1334,4708,225,9679,31937,571
3GBRI,1377,304,359,1019,79,3131,12073,232,640,370,125,13441,11325,465,1296,454,165,13709,11406,917,1776,468,225,14800,13729,1132,2139,375,222,17596,22286,2025,3165,491,354,28324,37048,2761,3486,383,412,44092,55869,3816,4011,378,481,64554,64962,5120,4335,372,442,75242,48811,4221,2985,221,285,56519,43786,5211,2418,202,238,51849,32244,2911,1535,116,141,36948,52446,5612,2168,174,195,60594,28380,7452,2975,232,199,39240,5676,645,590,134,471,7510,441403,42830,33883,5396,4037,527553,1551,191,294,1367,59,3462,18909,279,1422,587,170,21365,21206,531,2231,721,260,24949,21700,870,2329,609,284,25790,26535,954,2340,530,324,30684,44908,1673,3103,554,435,50674,57239,1834,2712,416,416,62614,62759,2041,2499,324,399,68014,63771,2269,2261,290,282,68866,43606,1699,1337,166,150,46959,36405,1943,1010,143,135,39635,20733,1025,625,84,78,22542,24316,1779,873,116,76,27168,7745,1999,931,142,64,10876,5664,289,313,164,308,6736,457060,19377,24284,6207,3417,510348,2922,496,651,2390,135,6596,30983,510
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,11,7,0,3,0,0,10,17,0,3,0,0,18,16,0,3,0,0,14,18,0,0,0,0,14,13,0,3,0,0,16,43,5,0,0,0,41,29,0,0,0,0,29,3,0,0,0,0,3,152,12,12,4,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,0,0,0,0,0,3,0,0
39499,205,75,152,169,15,612,870,57,287,66,20,1303,995,123,702,82,49,1947,1442,201,1140,97,62,2941,2043,301,1353,67,88,3856,3267,551,2060,74,119,6071,4392,781,2410,66,108,7763,6091,1056,3019,66,143,10381,7046,1503,3323,64,151,12090,4938,1234,2329,38,88,8628,3614,1282,1635,31,63,6630,2502,654,999,19,48,4220,2996,814,931,29,34,4798,1184,444,379,20,29,2060,796,160,399,38,120,1504,42380,9225,21109,938,1146,74802,165,20,70,125,7,389,871,35,440,58,27,1429,1313,65,809,96,32,2321,1443,69,865,58,44,2477,1648,92,854,49,58,2691,2271,121,973,41,58,3456,2115,131,672,37,41,2996,1722,114,539,21,44,2442,1441,132,398,25,24,2021,848,88,209,9,10,1164,579,67,136,15,6,807,346,44,63,5,3,463,405,66,62,8,4,539,146,69,69,7,7,299,340,30,91,25,54,533,15661,1128,6236,586,422,24039,371,88,215,301,20,1004,1746,87
2RVIC,734,227,648,1505,80,3199,8496,187,612,609,210,10119,5741,416,1483,844,197,8685,6278,800,2098,915,255,10356,8709,1045,2572,797,304,13420,14538,1915,3606,920,403,21374,23611,2470,3672,713,481,30945,32654,3033,4021,648,519,40883,33162,3578,3863,498,457,41559,22019,2671,2419,275,261,27648,17971,2562,1822,220,213,22788,13044,1432,1033,162,165,15827,15980,2316,1389,163,172,20021,5573,2708,1453,232,117,10086,3728,505,705,343,416,5699,212244,25867,31399,8844,4250,282606,1004,114,342,1447,91,2987,13591,199,996,743,283,15814,14196,510,1768,980,306,17765,16056,731,2089,870,335,20090,20108,825,2106,728,352,24113,31857,1304,2645,786,470,37053,34832,1443,2246,554,428,39498,32720,1390,2038,417,329,36904,28139,1298,1586,364,267,31646,17558,905,949,230,93,19733,12037,907,681,134,99,13857,6896,445,389,80,55,7864,5318,704,576,117,41,6757,1669,792,527,186,59,3238,3801,224,413,341,292,5069,239775,11794,19333,7979,3496,282377,1734,340,989,2954,169,6189,22085,385
2GMEL,3081,815,694,2122,185,6894,24942,629,1165,678,320,27735,24350,1205,2786,941,412,29695,24725,2348,3817,997,571,32462,28779,3045,4760,816,727,38126,44313,5667,7077,1038,892,58980,71953,7829,7470,871,1168,89292,106444,10121,8822,805,1376,127570,122865,12737,8935,701,1184,146419,91942,10017,6216,407,704,109279,80918,10998,4732,395,562,97603,62182,6825,3156,241,379,72780,104655,11986,4441,332,447,121868,62117,16618,6223,448,471,85879,13225,1829,1407,323,1219,18002,866482,102668,71697,11120,10619,1062579,3805,407,574,2714,205,7710,39471,644,2754,1174,507,44554,46303,1452,4582,1435,639,54402,45647,2321,4663,1285,690,54603,53184,2387,4688,1018,703,61976,83555,3682,5860,1014,881,94990,101629,4113,5176,838,878,112638,116687,4195,4780,638,822,127116,118853,4577,4245,531,660,128870,82552,3432,2723,309,369,89379,63028,3572,2113,326,295,69340,38692,2045,1266,172,154,42317,46853,3335,1975,242,177,52575,20163,3937,2139,313,201,26759,13833,703,707,407,699,16354,874255,40797,48241,12421,7866,983586,6892,1219,1266,4833,392,14604,64417,1272
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,7,3,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,9,6,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,29,0,0,0,0,29,59,0,0,0,0,60,3,0,0,3,0,5,131,4,4,3,3,144,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0
29499,295,91,146,168,25,728,1244,66,341,79,31,1761,1454,157,1014,94,73,2797,1886,301,1378,97,88,3756,3142,513,1858,82,142,5735,4376,928,2907,94,173,8477,4927,1368,3313,93,192,9892,6420,1944,4023,91,227,12706,6785,2367,4400,72,237,13862,5045,1706,3027,37,142,9967,3681,1673,2029,27,96,7507,2411,826,1093,18,45,4396,2724,988,979,9,52,4762,968,560,428,25,35,2012,1104,345,513,49,155,2166,46461,13848,27461,1043,1711,90529,194,10,61,116,14,401,1264,33,378,56,30,1763,2076,64,856,72,51,3122,2008,105,844,59,57,3072,2159,107,877,60,77,3276,2795,138,965,47,68,4011,2405,132,701,28,48,3315,1990,153,577,38,41,2794,1620,149,452,29,28,2281,977,99,238,15,16,1343,648,93,154,4,5,904,358,40,101,8,9,513,415,79,105,3,9,611,160,74,85,9,12,339,493,46,127,30,60,757,19561,1319,6522,569,530,28505,486,103,210,283,39,1125,2504,97
1RNSW,1141,248,837,1999,128,4351,13228,209,882,846,274,15443,9988,584,2434,1325,368,14700,11233,1124,3397,1417,504,17682,15603,1352,4092,1204,546,22793,26230,2628,6142,1369,694,37061,41939,3387,6288,1011,765,53391,55822,4473,7134,923,842,69192,56756,5856,7046,847,699,71213,38634,4191,4475,511,438,48241,33225,4419,3461,410,360,41885,26893,2409,2073,231,196,31798,39536,4115,2767,330,277,47027,13214,4920,3001,380,209,21726,6147,671,1123,526,727,9198,389597,40585,55172,13325,7036,505708,1540,141,538,2325,125,4666,21123,289,1562,1128,396,24502,22280,691,3287,1593,490,28338,26029,1088,3674,1368,572,32728,33476,1186,3891,1167,624,40346,55026,2043,5197,1179,689,64136,62315,2250,4451,840,661,70515,58403,2282,3880,711,551,65831,49741,2296,3206,608,429,56278,30850,1561,1911,324,216,34858,23498,1617,1350,279,180,26930,16545,818,756,168,101,18385,15051,1304,1136,236,106,17834,3407,1415,1097,254,80,6249,6104,308,707,517,484,8125,425401,19282,36648,12695,5700,499719,2683,385,1373,4323,259,9021,34354,495
1GSYD,3098,825,709,1906,207,6741,21108,521,1240,576,278,23721,23057,1058,2608,799,397,27913,25520,2198,3883,941,580,33125,31572,2915,5080,817,678,41064,46650,5771,7691,951,908,61967,71213,7855,8246,819,1051,89186,105754,10713,9479,831,1290,128071,125174,13778,10077,778,1222,151033,96241,10941,6734,435,741,115100,87020,11883,5611,407,597,105526,69608,7688,3657,256,425,81637,128825,14142,5420,351,543,149282,91630,20496,7922,550,569,121163,12639,1809,1302,281,1214,17245,939117,112606,79658,10686,10705,1152769,3741,356,615,2389,199,7299,34019,562,2602,1010,354,38550,42029,1301,4186,1286,560,49359,44644,2041,4517,1203,617,53019,51777,2169,4769,911,698,60316,81114,3754,6288,1058,932,93148,102146,4275,5741,758,952,113878,118477,4795,5514,664,891,130342,125951,5216,5043,563,766,137541,90105,3900,3348,327,457,98128,75362,4171,2558,266,300,82654,52521,2502,1623,184,216,57040,71129,4344,2455,274,271,78478,32979,5220,2760,380,216,41546,12714,654,798,301,740,15212,938695,45266,52820,11573,8169,1056525,6832,1180,1325,4293,411,14042,55124,1080
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,6,8,0,0,0,0,8,6,3,5,0,0,11,4,0,0,0,0,4,8,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,11,11,0,0,0,0,14,0,0,0,0,0,0,52,7,11,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,12,0,0,0,0,0,0,0,0
19499,306,102,181,230,27,849,1246,59,447,97,30,1883,1727,182,1191,106,70,3281,2442,377,1864,128,131,4935,3703,527,2459,102,172,6963,5448,1088,3590,137,196,10467,6410,1528,3977,106,232,12253,8247,2145,4786,101,266,15532,8942,2709,5172,77,278,17178,5848,1942,3549,45,127,11506,4425,1802,2512,48,91,8877,2630,973,1360,13,58,5029,3215,1115,1406,27,62,5834,1093,688,607,30,41,2457,1080,320,572,44,181,2185,56761,15555,33664,1293,1965,109242,211,13,77,165,16,472,1315,21,492,78,47,1959,2092,76,973,73,80,3305,2244,125,1084,74,60,3575,2558,111,1046,66,65,3842,3465,194,1204,63,87,5009,2921,186,933,34,58,4133,2480,172,806,37,56,3546,1937,191,597,29,33,2784,1099,112,342,10,13,1573,836,101,226,16,17,1194,489,70,127,6,7,707,555,88,155,15,7,819,217,124,111,10,11,479,452,55,119,30,75,728,22874,1637,8290,704,621,34122,517,115,253,392,40,1318,2570,82
