GCCSA_CODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
3RQLD,8,545,1350,89,221,54,19,1728,60,12,8,7,0,85,18810,1326,1837,497,167,22636,1633,114,188,68,9,2013,690,76,120,33,20,937,1196,84,89,15,11,1396,12535,755,1125,333,165,14915,5381,341,517,295,312,6860,419808,23190,32378,12275,4659,492314,635737,50544,59033,18829,7562,771696,2557,224,252,54,14,3105,3641,730,441,265,34,5120,332,57,60,20,12,478,236,68,43,7,4,359,1560,132,87,24,25,1829,101,4,16,4,0,136,2920,343,538,135,53,3988,184,40,47,27,11,304,1060,134,116,29,4,1350,7488,715,419,125,113,8860,977,67,65,27,17,1155,540,86,91,10,3,734,146,28,15,0,4,190,1930,186,176,43,25,2359,1382,207,281,166,35,2057,3274,310,307,87,43,4033,2759,283,290,91,27,3443,112,36,32,11,0,193,1858,204,190,37,21,2312,218,32,63,34,12,366,1666,251,313,70,26,2324,43076,3780,4199,863,532,52447,462,93,38,7,3,605
3GBRI,14,1676,1650,110,167,43,19,1988,95,12,8,7,0,126,22698,1113,1431,360,169,25773,1979,100,142,26,15,2260,3170,248,572,139,58,4182,1434,70,64,20,3,1592,23347,1032,1539,360,233,26516,3787,180,235,97,227,4527,457060,19377,24284,6207,3417,510348,620325,41082,38218,7238,4480,711341,2836,206,223,30,17,3310,11564,1783,1009,554,70,14980,634,69,80,20,5,811,369,62,39,11,3,485,4952,394,287,92,36,5767,291,27,21,7,4,343,3363,306,355,55,32,4111,396,87,80,18,8,578,3513,342,265,51,17,4184,19111,1353,942,260,194,21859,1779,110,116,32,17,2050,1849,161,196,38,18,2266,337,53,58,7,4,456,3559,329,190,36,24,4132,1555,243,181,91,39,2110,2332,133,171,31,14,2676,4995,567,559,154,67,6338,269,68,61,14,3,419,4957,428,330,51,19,5789,240,32,32,5,4,313,1880,227,204,42,16,2370,56431,3112,3133,511,570,63754,1197,162,131,19,16,1537
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,132,6,14,6,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0
39499,0,28,40,3,42,0,3,90,3,0,0,0,0,4,813,85,465,21,21,1412,81,5,37,3,0,124,60,4,20,9,3,95,36,3,15,0,0,54,691,60,297,21,24,1087,251,17,107,22,26,418,15661,1128,6236,586,422,24039,44127,7779,20033,1156,1113,74211,127,24,87,5,0,236,214,52,126,13,0,411,44,23,36,4,3,100,15,6,9,0,0,26,103,26,53,10,11,192,25,3,9,0,0,31,206,44,173,10,5,435,24,5,24,4,0,59,99,16,35,3,0,151,538,98,176,10,21,855,37,7,29,3,0,77,57,7,28,3,0,94,14,3,6,0,0,18,255,53,78,3,6,403,95,26,96,13,0,236,100,11,54,3,5,180,211,36,120,9,0,372,21,8,8,3,0,42,113,19,71,3,0,206,15,4,12,0,0,36,116,28,96,0,3,252,4474,738,1866,73,114,7265,40,14,19,0,0,77
2RVIC,3,437,423,27,62,21,7,532,49,10,3,7,0,66,6707,343,687,247,96,8082,554,52,78,25,0,702,367,45,70,18,6,510,193,6,10,7,3,216,3779,215,340,117,72,4521,4705,278,496,253,272,6003,239775,11794,19333,7979,3496,282377,391914,32050,43735,14351,6254,488302,620,50,55,18,6,757,1650,358,243,155,25,2421,347,50,58,15,8,483,185,36,22,7,6,254,370,17,15,7,3,414,206,31,27,9,3,269,1067,126,217,77,27,1513,176,54,84,31,7,363,367,46,44,8,5,467,5144,431,253,99,76,6012,313,26,23,14,3,389,297,21,27,3,3,349,157,32,17,3,11,220,829,69,76,15,14,1000,904,220,220,166,52,1558,246,19,37,7,3,313,383,22,15,5,5,429,80,24,20,4,3,128,1064,95,102,22,10,1289,232,27,30,12,9,314,1065,183,275,97,40,1663,5898,492,667,191,85,7323,394,60,41,0,12,503
2GMEL,113,13627,3870,226,353,76,44,4580,1675,159,117,56,32,2041,33832,1692,2226,432,253,38438,4032,253,328,66,28,4712,16492,982,1430,382,221,19502,1336,30,46,11,18,1442,50817,2475,3532,767,701,58289,9340,563,603,222,608,11343,874255,40797,48241,12421,7866,983586,1092254,87699,72288,11948,9984,1274175,4423,306,301,44,25,5101,46547,8253,4501,3002,365,62675,3739,466,333,70,69,4680,3518,639,400,79,46,4689,5689,279,215,79,70,6336,5585,579,348,94,118,6715,6476,734,687,133,88,8119,7054,1217,974,225,163,9632,9952,777,638,138,42,11547,90667,5637,3663,849,872,101685,8135,409,377,112,60,9094,5163,514,504,102,74,6358,3367,506,604,103,76,4656,7425,506,370,54,63,8411,11747,1981,1442,450,301,15915,3582,220,280,44,31,4166,5934,534,550,154,70,7248,3431,892,1080,170,133,5709,22573,1764,1276,292,138,26037,3185,349,281,70,66,3958,3305,492,428,96,49,4370,43466,2485,2462,336,427,49172,8019,564,788,80,100,9560
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,132,3,4,3,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,168,82,3,25,4,8,115,27,3,12,0,0,50,821,63,302,16,18,1219,80,12,20,0,3,121,233,15,60,12,14,331,23,0,4,0,0,20,1052,53,341,42,37,1535,383,32,120,16,47,598,19561,1319,6522,569,530,28505,49268,11076,24510,1107,1495,87458,110,17,56,0,0,187,975,316,824,84,29,2232,173,78,144,14,5,410,92,23,69,0,4,192,83,32,32,3,0,144,167,91,107,7,11,383,214,42,126,4,6,398,280,103,222,14,16,634,198,32,117,4,0,353,1560,354,704,31,59,2700,96,11,57,3,0,167,144,52,99,4,6,304,122,43,97,7,9,272,305,76,106,3,4,489,470,245,389,36,32,1172,69,0,25,0,0,94,121,31,73,7,3,240,190,99,193,17,14,512,362,69,158,3,6,598,124,47,96,3,3,281,147,47,133,9,9,346,1558,216,615,19,57,2463,248,18,122,3,5,401
1RNSW,3,509,926,77,169,47,27,1235,106,15,18,11,3,151,12480,819,1578,462,162,15503,1322,83,212,61,18,1693,589,78,155,42,13,880,530,9,32,5,5,584,7339,472,806,227,113,8949,7206,379,842,419,461,9302,425401,19282,36648,12695,5700,499719,706985,49643,77060,21920,10277,865894,1606,151,189,54,20,2011,2998,446,627,201,52,4317,421,50,58,9,5,548,319,108,59,4,9,495,1058,61,72,30,15,1235,1234,119,119,26,16,1521,2078,231,432,125,45,2910,297,49,93,28,13,483,675,118,174,17,6,994,6416,709,403,204,105,7823,591,29,65,12,8,701,533,53,45,9,3,647,173,56,26,3,4,262,1486,148,188,34,32,1885,1224,253,301,139,33,1951,512,42,91,13,7,668,1197,126,73,26,19,1444,267,61,115,26,17,487,1319,136,200,28,14,1700,281,32,55,36,11,416,1151,158,300,104,33,1740,12277,1021,1530,321,167,15317,642,100,45,12,11,820
1GSYD,50,6701,8347,322,455,144,100,9378,1569,132,156,34,25,1926,40264,2364,2768,460,272,46135,5700,302,401,76,37,6513,16325,1102,1508,418,209,19565,1528,51,74,7,13,1672,72502,3083,4391,908,785,81664,8666,487,588,219,609,10563,938695,45266,52820,11573,8169,1056525,1070122,85393,70843,10563,9463,1246377,5610,519,387,61,24,6601,79284,11012,7556,2453,615,100916,3691,423,321,53,67,4550,5583,1062,674,107,98,7528,17749,939,600,162,221,19669,4459,425,260,54,59,5261,7201,734,718,136,49,8839,4011,721,706,126,107,5668,20061,1586,1346,216,110,23323,75867,4405,2788,543,497,84099,16878,692,744,148,132,18600,8249,986,842,138,100,10311,7640,1228,1121,116,165,10271,11718,1198,607,61,84,13672,9741,1511,1158,286,180,12878,5938,442,504,88,59,7030,18429,3055,2764,644,218,25114,12377,3403,3045,449,390,19662,14397,1192,914,145,97,16749,2280,292,354,77,68,3065,3186,386,324,56,26,3985,47368,3630,2827,428,514,54768,8852,759,1039,95,158,10903
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,12,53,3,13,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0
19499,0,65,135,3,54,3,8,201,19,3,9,0,0,38,914,88,446,26,23,1491,115,16,51,3,3,188,247,30,50,10,7,343,26,0,3,0,0,30,1297,107,547,34,40,2021,478,37,144,20,59,735,22874,1637,8290,704,621,34122,57991,11592,28978,1324,1749,101632,124,21,66,0,0,222,1775,633,1294,98,45,3843,210,66,114,5,4,408,138,42,76,3,9,272,339,70,100,13,14,528,172,63,66,5,5,313,212,63,174,11,3,467,195,71,160,3,10,454,316,66,221,5,4,609,798,178,469,19,25,1480,220,41,170,0,4,443,201,73,140,5,7,430,341,89,126,7,19,580,531,192,179,4,13,921,364,139,309,23,15,857,125,9,71,3,0,208,637,271,610,53,17,1594,805,430,708,31,64,2040,294,48,100,4,4,455,77,41,57,9,9,185,124,41,100,3,9,279,2147,369,971,41,64,3593,217,45,212,3,10,490
