LGA_NAME16	Age	Sex	workers
Rockdale (C)	30-34	M	1800
Rockdale (C)	35-39	F	1241
Rockdale (C)	35-39	M	1596
Rockdale (C)	40-44	F	1358
Rockdale (C)	40-44	M	1623
Rockdale (C)	45-49	F	1355
Rockdale (C)	45-49	M	1610
Rockdale (C)	50-54	F	1276
Rockdale (C)	50-54	M	1501
Rockdale (C)	55-59	F	1048
Rockdale (C)	55-59	M	1302
Rockdale (C)	60-64	F	713
Rockdale (C)	60-64	M	884
Rockdale (C)	65-69	F	320
Rockdale (C)	65-69	M	461
Rockdale (C)	70-74	F	95
Rockdale (C)	70-74	M	152
Rockdale (C)	75+	F	38
Rockdale (C)	75+	M	79
Ryde (C)	15-19	F	1519
Ryde (C)	15-19	M	1198
Ryde (C)	20-24	F	3743
Ryde (C)	20-24	M	3414
Ryde (C)	25-29	F	4606
Ryde (C)	25-29	M	4712
Ryde (C)	30-34	F	5383
Ryde (C)	30-34	M	6229
Ryde (C)	35-39	F	4885
Ryde (C)	35-39	M	6491
Ryde (C)	40-44	F	4822
Ryde (C)	40-44	M	6179
Ryde (C)	45-49	F	4339
Ryde (C)	45-49	M	5262
Ryde (C)	50-54	F	3785
Ryde (C)	50-54	M	4697
Ryde (C)	55-59	F	3103
Ryde (C)	55-59	M	3477
Ryde (C)	60-64	F	1818
Ryde (C)	60-64	M	2204
Ryde (C)	65-69	F	756
Ryde (C)	65-69	M	965
Ryde (C)	70-74	F	218
Ryde (C)	70-74	M	316
Ryde (C)	75+	F	102
Ryde (C)	75+	M	175
Shellharbour (C)	15-19	F	859
Shellharbour (C)	15-19	M	711
Shellharbour (C)	20-24	F	1055
Shellharbour (C)	20-24	M	950
Shellharbour (C)	25-29	F	882
Shellharbour (C)	25-29	M	761
Shellharbour (C)	30-34	F	954
Shellharbour (C)	30-34	M	789
Shellharbour (C)	35-39	F	981
Shellharbour (C)	35-39	M	793
Shellharbour (C)	40-44	F	1150
Shellharbour (C)	40-44	M	788
Shellharbour (C)	45-49	F	1129
Shellharbour (C)	45-49	M	835
Shellharbour (C)	50-54	F	1090
Shellharbour (C)	50-54	M	750
Shellharbour (C)	55-59	F	910
Shellharbour (C)	55-59	M	674
Shellharbour (C)	60-64	F	500
Shellharbour (C)	60-64	M	455
Shellharbour (C)	65-69	F	134
Shellharbour (C)	65-69	M	176
Shellharbour (C)	70-74	F	48
Shellharbour (C)	70-74	M	69
Shellharbour (C)	75+	F	20
Shellharbour (C)	75+	M	35
Shoalhaven (C)	15-19	F	1203
Shoalhaven (C)	15-19	M	1016
Shoalhaven (C)	20-24	F	1362
Shoalhaven (C)	20-24	M	1541
Shoalhaven (C)	25-29	F	1399
Shoalhaven (C)	25-29	M	1601
Shoalhaven (C)	30-34	F	1474
Shoalhaven (C)	30-34	M	1566
Shoalhaven (C)	35-39	F	1485
Shoalhaven (C)	35-39	M	1543
Shoalhaven (C)	40-44	F	1822
Shoalhaven (C)	40-44	M	1729
Shoalhaven (C)	45-49	F	2008
Shoalhaven (C)	45-49	M	1739
Shoalhaven (C)	50-54	F	2106
Shoalhaven (C)	50-54	M	1892
Shoalhaven (C)	55-59	F	2066
Shoalhaven (C)	55-59	M	1861
Shoalhaven (C)	60-64	F	1282
Shoalhaven (C)	60-64	M	1267
Shoalhaven (C)	65-69	F	514
Shoalhaven (C)	65-69	M	591
Shoalhaven (C)	70-74	F	145
Shoalhaven (C)	70-74	M	251
Shoalhaven (C)	75+	F	74
Shoalhaven (C)	75+	M	135
Singleton (A)	15-19	F	343
Singleton (A)	15-19	M	495
Singleton (A)	20-24	F	436
Singleton (A)	20-24	M	907
Singleton (A)	25-29	F	496
Singleton (A)	25-29	M	1195
Singleton (A)	30-34	F	558
Singleton (A)	30-34	M	1395
Singleton (A)	35-39	F	515
Singleton (A)	35-39	M	1381
Singleton (A)	40-44	F	627
Singleton (A)	40-44	M	1257
Singleton (A)	45-49	F	569
Singleton (A)	45-49	M	1183
Singleton (A)	50-54	F	521
Singleton (A)	50-54	M	1094
Singleton (A)	55-59	F	415
Singleton (A)	55-59	M	911
Singleton (A)	60-64	F	207
Singleton (A)	60-64	M	516
Singleton (A)	65-69	F	102
Singleton (A)	65-69	M	203
Singleton (A)	70-74	F	36
Singleton (A)	70-74	M	77
Singleton (A)	75+	F	18
Singleton (A)	75+	M	49
Snowy Monaro Regional (A)	15-19	F	321
Snowy Monaro Regional (A)	15-19	M	321
Snowy Monaro Regional (A)	20-24	F	544
Snowy Monaro Regional (A)	20-24	M	605
Snowy Monaro Regional (A)	25-29	F	479
Snowy Monaro Regional (A)	25-29	M	548
Snowy Monaro Regional (A)	30-34	F	386
Snowy Monaro Regional (A)	30-34	M	417
Snowy Monaro Regional (A)	35-39	F	372
Snowy Monaro Regional (A)	35-39	M	344
Snowy Monaro Regional (A)	40-44	F	463
Snowy Monaro Regional (A)	40-44	M	476
Snowy Monaro Regional (A)	45-49	F	534
Snowy Monaro Regional (A)	45-49	M	488
Snowy Monaro Regional (A)	50-54	F	558
Snowy Monaro Regional (A)	50-54	M	522
Snowy Monaro Regional (A)	55-59	F	449
Snowy Monaro Regional (A)	55-59	M	522
Snowy Monaro Regional (A)	60-64	F	300
Snowy Monaro Regional (A)	60-64	M	392
Snowy Monaro Regional (A)	65-69	F	170
Snowy Monaro Regional (A)	65-69	M	206
Snowy Monaro Regional (A)	70-74	F	92
Snowy Monaro Regional (A)	70-74	M	125
Snowy Monaro Regional (A)	75+	F	40
Snowy Monaro Regional (A)	75+	M	98
Snowy Valleys (A)	15-19	F	148
Snowy Valleys (A)	15-19	M	151
Snowy Valleys (A)	20-24	F	182
Snowy Valleys (A)	20-24	M	206
Snowy Valleys (A)	25-29	F	189
Snowy Valleys (A)	25-29	M	261
Snowy Valleys (A)	30-34	F	231
Snowy Valleys (A)	30-34	M	294
Snowy Valleys (A)	35-39	F	234
Snowy Valleys (A)	35-39	M	275
Snowy Valleys (A)	40-44	F	296
Snowy Valleys (A)	40-44	M	335
Snowy Valleys (A)	45-49	F	316
Snowy Valleys (A)	45-49	M	326
Snowy Valleys (A)	50-54	F	319
Snowy Valleys (A)	50-54	M	407
Snowy Valleys (A)	55-59	F	325
Snowy Valleys (A)	55-59	M	406
Snowy Valleys (A)	60-64	F	214
Snowy Valleys (A)	60-64	M	307
Snowy Valleys (A)	65-69	F	110
Snowy Valleys (A)	65-69	M	151
Snowy Valleys (A)	70-74	F	40
Snowy Valleys (A)	70-74	M	82
Snowy Valleys (A)	75+	F	20
Snowy Valleys (A)	75+	M	70
Strathfield (A)	15-19	F	287
Strathfield (A)	15-19	M	346
Strathfield (A)	20-24	F	844
Strathfield (A)	20-24	M	1150
Strathfield (A)	25-29	F	1007
Strathfield (A)	25-29	M	1468
Strathfield (A)	30-34	F	932
Strathfield (A)	30-34	M	1671
Strathfield (A)	35-39	F	820
Strathfield (A)	35-39	M	1601
Strathfield (A)	40-44	F	907
Strathfield (A)	40-44	M	1544
Strathfield (A)	45-49	F	930
Strathfield (A)	45-49	M	1504
Strathfield (A)	50-54	F	975
Strathfield (A)	50-54	M	1505
Strathfield (A)	55-59	F	807
Strathfield (A)	55-59	M	1290
Strathfield (A)	60-64	F	473
Strathfield (A)	60-64	M	872
Strathfield (A)	65-69	F	186
Strathfield (A)	65-69	M	383
Strathfield (A)	70-74	F	66
Strathfield (A)	70-74	M	129
Strathfield (A)	75+	F	39
Strathfield (A)	75+	M	72
Sutherland Shire (A)	15-19	F	3006
Sutherland Shire (A)	15-19	M	2428
Sutherland Shire (A)	20-24	F	3750
Sutherland Shire (A)	20-24	M	3521
Sutherland Shire (A)	25-29	F	3245
Sutherland Shire (A)	25-29	M	3362
Sutherland Shire (A)	30-34	F	3087
Sutherland Shire (A)	30-34	M	3191
Sutherland Shire (A)	35-39	F	3289
Sutherland Shire (A)	35-39	M	3093
Sutherland Shire (A)	40-44	F	3915
Sutherland Shire (A)	40-44	M	3110
Sutherland Shire (A)	45-49	F	3952
Sutherland Shire (A)	45-49	M	3011
Sutherland Shire (A)	50-54	F	3729
Sutherland Shire (A)	50-54	M	3036
Sutherland Shire (A)	55-59	F	3429
Sutherland Shire (A)	55-59	M	2807
Sutherland Shire (A)	60-64	F	2148
Sutherland Shire (A)	60-64	M	2071
Sutherland Shire (A)	65-69	F	938
Sutherland Shire (A)	65-69	M	1163
Sutherland Shire (A)	70-74	F	322
Sutherland Shire (A)	70-74	M	483
Sutherland Shire (A)	75+	F	117
Sutherland Shire (A)	75+	M	246
Sydney (C)	15-19	F	4163
Sydney (C)	15-19	M	3733
Sydney (C)	20-24	F	24763
Sydney (C)	20-24	M	21875
Sydney (C)	25-29	F	41864
Sydney (C)	25-29	M	38933
Sydney (C)	30-34	F	41207
Sydney (C)	30-34	M	44722
Sydney (C)	35-39	F	32174
Sydney (C)	35-39	M	39431
Sydney (C)	40-44	F	25726
Sydney (C)	40-44	M	33167
Sydney (C)	45-49	F	21305
Sydney (C)	45-49	M	26770
Sydney (C)	50-54	F	17039
Sydney (C)	50-54	M	21878
Sydney (C)	55-59	F	12587
Sydney (C)	55-59	M	16783
Sydney (C)	60-64	F	7769
Sydney (C)	60-64	M	10071
Sydney (C)	65-69	F	3353
Sydney (C)	65-69	M	4868
Sydney (C)	70-74	F	1039
Sydney (C)	70-74	M	1848
Sydney (C)	75+	F	426
Sydney (C)	75+	M	929
Tamworth Regional (A)	15-19	F	819
Tamworth Regional (A)	15-19	M	792
Tamworth Regional (A)	20-24	F	979
Tamworth Regional (A)	20-24	M	1109
Tamworth Regional (A)	25-29	F	1254
Tamworth Regional (A)	25-29	M	1284
Tamworth Regional (A)	30-34	F	1263
Tamworth Regional (A)	30-34	M	1285
Tamworth Regional (A)	35-39	F	1257
Tamworth Regional (A)	35-39	M	1080
Tamworth Regional (A)	40-44	F	1317
Tamworth Regional (A)	40-44	M	1297
Tamworth Regional (A)	45-49	F	1455
Tamworth Regional (A)	45-49	M	1309
Tamworth Regional (A)	50-54	F	1453
Tamworth Regional (A)	50-54	M	1281
Tamworth Regional (A)	55-59	F	1350
Tamworth Regional (A)	55-59	M	1206
Tamworth Regional (A)	60-64	F	871
Tamworth Regional (A)	60-64	M	989
Tamworth Regional (A)	65-69	F	378
Tamworth Regional (A)	65-69	M	487
Tamworth Regional (A)	70-74	F	153
Tamworth Regional (A)	70-74	M	206
Tamworth Regional (A)	75+	F	76
Tamworth Regional (A)	75+	M	155
Temora (A)	15-19	F	73
Temora (A)	15-19	M	83
Temora (A)	20-24	F	89
Temora (A)	20-24	M	70
Temora (A)	25-29	F	100
Temora (A)	25-29	M	79
Temora (A)	30-34	F	90
Temora (A)	30-34	M	99
Temora (A)	35-39	F	104
Temora (A)	35-39	M	88
Temora (A)	40-44	F	129
Temora (A)	40-44	M	106
Temora (A)	45-49	F	135
Temora (A)	45-49	M	136
Temora (A)	50-54	F	170
Temora (A)	50-54	M	125
Temora (A)	55-59	F	122
Temora (A)	55-59	M	149
Temora (A)	60-64	F	105
Temora (A)	60-64	M	106
Temora (A)	65-69	F	42
Temora (A)	65-69	M	74
Temora (A)	70-74	F	17
Temora (A)	70-74	M	30
Temora (A)	75+	F	13
Temora (A)	75+	M	19
Tenterfield (A)	15-19	F	49
Tenterfield (A)	15-19	M	44
Tenterfield (A)	20-24	F	52
Tenterfield (A)	20-24	M	52
Tenterfield (A)	25-29	F	66
Tenterfield (A)	25-29	M	68
Tenterfield (A)	30-34	F	56
Tenterfield (A)	30-34	M	70
Tenterfield (A)	35-39	F	83
Tenterfield (A)	35-39	M	72
Tenterfield (A)	40-44	F	126
Tenterfield (A)	40-44	M	97
Tenterfield (A)	45-49	F	110
Tenterfield (A)	45-49	M	110
Tenterfield (A)	50-54	F	94
Tenterfield (A)	50-54	M	130
Tenterfield (A)	55-59	F	167
Tenterfield (A)	55-59	M	132
Tenterfield (A)	60-64	F	130
Tenterfield (A)	60-64	M	141
Tenterfield (A)	65-69	F	59
Tenterfield (A)	65-69	M	83
Tenterfield (A)	70-74	F	32
Tenterfield (A)	70-74	M	55
Tenterfield (A)	75+	F	24
Tenterfield (A)	75+	M	43
The Hills Shire (A)	15-19	F	2624
The Hills Shire (A)	15-19	M	1918
The Hills Shire (A)	20-24	F	3534
The Hills Shire (A)	20-24	M	3208
The Hills Shire (A)	25-29	F	3150
The Hills Shire (A)	25-29	M	3379
The Hills Shire (A)	30-34	F	3369
The Hills Shire (A)	30-34	M	3620
The Hills Shire (A)	35-39	F	3574
The Hills Shire (A)	35-39	M	3515
The Hills Shire (A)	40-44	F	3979
The Hills Shire (A)	40-44	M	3590
The Hills Shire (A)	45-49	F	3824
The Hills Shire (A)	45-49	M	3132
The Hills Shire (A)	50-54	F	3328
The Hills Shire (A)	50-54	M	2980
The Hills Shire (A)	55-59	F	2627
The Hills Shire (A)	55-59	M	2397
The Hills Shire (A)	60-64	F	1679
The Hills Shire (A)	60-64	M	1726
The Hills Shire (A)	65-69	F	810
The Hills Shire (A)	65-69	M	976
The Hills Shire (A)	70-74	F	249
The Hills Shire (A)	70-74	M	409
The Hills Shire (A)	75+	F	87
The Hills Shire (A)	75+	M	194
Tweed (A)	15-19	F	993
Tweed (A)	15-19	M	822
Tweed (A)	20-24	F	1034
Tweed (A)	20-24	M	1100
Tweed (A)	25-29	F	1056
Tweed (A)	25-29	M	1052
Tweed (A)	30-34	F	1301
Tweed (A)	30-34	M	1157
Tweed (A)	35-39	F	1484
Tweed (A)	35-39	M	1126
Tweed (A)	40-44	F	1693
Tweed (A)	40-44	M	1357
Tweed (A)	45-49	F	1853
Tweed (A)	45-49	M	1430
Tweed (A)	50-54	F	1915
Tweed (A)	50-54	M	1460
Tweed (A)	55-59	F	1850
Tweed (A)	55-59	M	1569
Tweed (A)	60-64	F	1243
Tweed (A)	60-64	M	1100
Tweed (A)	65-69	F	462
Tweed (A)	65-69	M	555
Tweed (A)	70-74	F	146
Tweed (A)	70-74	M	196
Tweed (A)	75+	F	80
Tweed (A)	75+	M	142
Upper Hunter Shire (A)	15-19	F	146
Upper Hunter Shire (A)	15-19	M	170
Upper Hunter Shire (A)	20-24	F	206
Upper Hunter Shire (A)	20-24	M	194
Upper Hunter Shire (A)	25-29	F	250
Upper Hunter Shire (A)	25-29	M	218
Upper Hunter Shire (A)	30-34	F	280
Upper Hunter Shire (A)	30-34	M	215
Upper Hunter Shire (A)	35-39	F	250
Upper Hunter Shire (A)	35-39	M	180
Upper Hunter Shire (A)	40-44	F	298
Upper Hunter Shire (A)	40-44	M	223
Upper Hunter Shire (A)	45-49	F	293
Upper Hunter Shire (A)	45-49	M	223
Upper Hunter Shire (A)	50-54	F	305
Upper Hunter Shire (A)	50-54	M	239
Upper Hunter Shire (A)	55-59	F	274
Upper Hunter Shire (A)	55-59	M	232
Upper Hunter Shire (A)	60-64	F	189
Upper Hunter Shire (A)	60-64	M	228
Upper Hunter Shire (A)	65-69	F	84
Upper Hunter Shire (A)	65-69	M	126
Upper Hunter Shire (A)	70-74	F	39
Upper Hunter Shire (A)	70-74	M	59
Upper Hunter Shire (A)	75+	F	35
Upper Hunter Shire (A)	75+	M	64
Upper Lachlan Shire (A)	15-19	F	67
Upper Lachlan Shire (A)	15-19	M	75
Upper Lachlan Shire (A)	20-24	F	73
Upper Lachlan Shire (A)	20-24	M	84
Upper Lachlan Shire (A)	25-29	F	78
Upper Lachlan Shire (A)	25-29	M	83
Upper Lachlan Shire (A)	30-34	F	80
Upper Lachlan Shire (A)	30-34	M	92
Upper Lachlan Shire (A)	35-39	F	77
Upper Lachlan Shire (A)	35-39	M	73
Upper Lachlan Shire (A)	40-44	F	106
Upper Lachlan Shire (A)	40-44	M	105
Upper Lachlan Shire (A)	45-49	F	112
Upper Lachlan Shire (A)	45-49	M	120
Upper Lachlan Shire (A)	50-54	F	138
Upper Lachlan Shire (A)	50-54	M	152
Upper Lachlan Shire (A)	55-59	F	142
Upper Lachlan Shire (A)	55-59	M	179
Upper Lachlan Shire (A)	60-64	F	104
Upper Lachlan Shire (A)	60-64	M	134
Upper Lachlan Shire (A)	65-69	F	74
Upper Lachlan Shire (A)	65-69	M	123
Upper Lachlan Shire (A)	70-74	F	37
Upper Lachlan Shire (A)	70-74	M	69
Upper Lachlan Shire (A)	75+	F	24
Upper Lachlan Shire (A)	75+	M	82
Uralla (A)	15-19	F	36
Uralla (A)	15-19	M	20
Uralla (A)	20-24	F	41
Uralla (A)	20-24	M	47
Uralla (A)	25-29	F	33
Uralla (A)	25-29	M	44
Uralla (A)	30-34	F	42
Uralla (A)	30-34	M	64
Uralla (A)	35-39	F	58
Uralla (A)	35-39	M	61
Uralla (A)	40-44	F	56
Uralla (A)	40-44	M	59
Uralla (A)	45-49	F	63
Uralla (A)	45-49	M	85
Uralla (A)	50-54	F	74
Uralla (A)	50-54	M	90
Uralla (A)	55-59	F	73
Uralla (A)	55-59	M	94
Uralla (A)	60-64	F	57
Uralla (A)	60-64	M	73
Uralla (A)	65-69	F	29
Uralla (A)	65-69	M	48
Uralla (A)	70-74	F	21
Uralla (A)	70-74	M	30
Uralla (A)	75+	F	19
Uralla (A)	75+	M	33
Wagga Wagga (C)	15-19	F	1065
Wagga Wagga (C)	15-19	M	1173
Wagga Wagga (C)	20-24	F	1833
Wagga Wagga (C)	20-24	M	1865
Wagga Wagga (C)	25-29	F	1664
Wagga Wagga (C)	25-29	M	1750
Wagga Wagga (C)	30-34	F	1563
Wagga Wagga (C)	30-34	M	1654
Wagga Wagga (C)	35-39	F	1469
Wagga Wagga (C)	35-39	M	1485
Wagga Wagga (C)	40-44	F	1534
Wagga Wagga (C)	40-44	M	1559
Wagga Wagga (C)	45-49	F	1569
Wagga Wagga (C)	45-49	M	1485
Wagga Wagga (C)	50-54	F	1522
Wagga Wagga (C)	50-54	M	1438
Wagga Wagga (C)	55-59	F	1409
Wagga Wagga (C)	55-59	M	1363
Wagga Wagga (C)	60-64	F	900
Wagga Wagga (C)	60-64	M	987
Wagga Wagga (C)	65-69	F	367
Wagga Wagga (C)	65-69	M	455
Wagga Wagga (C)	70-74	F	104
Wagga Wagga (C)	70-74	M	192
Wagga Wagga (C)	75+	F	72
Wagga Wagga (C)	75+	M	127
Walcha (A)	15-19	F	37
Walcha (A)	15-19	M	20
Walcha (A)	20-24	F	35
Walcha (A)	20-24	M	53
Walcha (A)	25-29	F	27
Walcha (A)	25-29	M	50
Walcha (A)	30-34	F	33
Walcha (A)	30-34	M	51
Walcha (A)	35-39	F	43
Walcha (A)	35-39	M	63
Walcha (A)	40-44	F	68
Walcha (A)	40-44	M	63
Walcha (A)	45-49	F	64
Walcha (A)	45-49	M	75
Walcha (A)	50-54	F	80
Walcha (A)	50-54	M	96
Walcha (A)	55-59	F	75
Walcha (A)	55-59	M	81
Walcha (A)	60-64	F	56
Walcha (A)	60-64	M	86
Walcha (A)	65-69	F	43
Walcha (A)	65-69	M	71
Walcha (A)	70-74	F	24
Walcha (A)	70-74	M	41
Walcha (A)	75+	F	14
Walcha (A)	75+	M	31
Walgett (A)	15-19	F	25
Walgett (A)	15-19	M	32
Walgett (A)	20-24	F	62
Walgett (A)	20-24	M	77
Walgett (A)	25-29	F	105
Walgett (A)	25-29	M	96
Walgett (A)	30-34	F	88
Walgett (A)	30-34	M	102
Walgett (A)	35-39	F	93
Walgett (A)	35-39	M	94
Walgett (A)	40-44	F	82
Walgett (A)	40-44	M	94
Walgett (A)	45-49	F	123
Walgett (A)	45-49	M	104
Walgett (A)	50-54	F	121
Walgett (A)	50-54	M	108
Walgett (A)	55-59	F	113
Walgett (A)	55-59	M	123
Walgett (A)	60-64	F	82
Walgett (A)	60-64	M	110
Walgett (A)	65-69	F	42
Walgett (A)	65-69	M	66
Walgett (A)	70-74	F	22
Walgett (A)	70-74	M	44
Walgett (A)	75+	F	10
Walgett (A)	75+	M	25
Warren (A)	15-19	F	10
Warren (A)	15-19	M	18
Warren (A)	20-24	F	29
Warren (A)	20-24	M	42
Warren (A)	25-29	F	46
Warren (A)	25-29	M	55
Warren (A)	30-34	F	50
Warren (A)	30-34	M	57
Warren (A)	35-39	F	43
Warren (A)	35-39	M	42
Warren (A)	40-44	F	49
Warren (A)	40-44	M	59
Warren (A)	45-49	F	52
Warren (A)	45-49	M	61
Warren (A)	50-54	F	52
Warren (A)	50-54	M	77
Warren (A)	55-59	F	64
Warren (A)	55-59	M	90
Warren (A)	60-64	F	32
Warren (A)	60-64	M	43
Warren (A)	65-69	F	24
Warren (A)	65-69	M	35
Warren (A)	70-74	F	11
Warren (A)	70-74	M	17
Warren (A)	75+	F	11
Warren (A)	75+	M	26
Warrumbungle Shire (A)	15-19	F	43
Warrumbungle Shire (A)	15-19	M	48
Warrumbungle Shire (A)	20-24	F	88
Warrumbungle Shire (A)	20-24	M	92
Warrumbungle Shire (A)	25-29	F	98
Warrumbungle Shire (A)	25-29	M	106
Warrumbungle Shire (A)	30-34	F	114
Warrumbungle Shire (A)	30-34	M	91
Warrumbungle Shire (A)	35-39	F	139
Warrumbungle Shire (A)	35-39	M	120
Warrumbungle Shire (A)	40-44	F	148
Warrumbungle Shire (A)	40-44	M	129
Warrumbungle Shire (A)	45-49	F	185
Warrumbungle Shire (A)	45-49	M	156
Warrumbungle Shire (A)	50-54	F	208
Warrumbungle Shire (A)	50-54	M	190
Warrumbungle Shire (A)	55-59	F	175
Warrumbungle Shire (A)	55-59	M	196
Warrumbungle Shire (A)	60-64	F	156
Warrumbungle Shire (A)	60-64	M	166
Warrumbungle Shire (A)	65-69	F	82
Warrumbungle Shire (A)	65-69	M	104
Warrumbungle Shire (A)	70-74	F	38
Warrumbungle Shire (A)	70-74	M	62
Warrumbungle Shire (A)	75+	F	29
Warrumbungle Shire (A)	75+	M	72
Waverley (A)	15-19	F	686
Waverley (A)	15-19	M	431
Waverley (A)	20-24	F	1793
Waverley (A)	20-24	M	1357
Waverley (A)	25-29	F	2040
Waverley (A)	25-29	M	1613
Waverley (A)	30-34	F	1695
Waverley (A)	30-34	M	1666
Waverley (A)	35-39	F	1312
Waverley (A)	35-39	M	1345
Waverley (A)	40-44	F	1240
Waverley (A)	40-44	M	1129
Waverley (A)	45-49	F	1166
Waverley (A)	45-49	M	1026
Waverley (A)	50-54	F	1004
Waverley (A)	50-54	M	880
Waverley (A)	55-59	F	847
Waverley (A)	55-59	M	708
Waverley (A)	60-64	F	577
Waverley (A)	60-64	M	524
Waverley (A)	65-69	F	395
Waverley (A)	65-69	M	380
Waverley (A)	70-74	F	157
Waverley (A)	70-74	M	163
Waverley (A)	75+	F	61
Waverley (A)	75+	M	129
Weddin (A)	15-19	F	24
Weddin (A)	15-19	M	29
Weddin (A)	20-24	F	21
Weddin (A)	20-24	M	29
Weddin (A)	25-29	F	33
Weddin (A)	25-29	M	29
Weddin (A)	30-34	F	34
Weddin (A)	30-34	M	45
Weddin (A)	35-39	F	46
Weddin (A)	35-39	M	65
Weddin (A)	40-44	F	59
Weddin (A)	40-44	M	67
Weddin (A)	45-49	F	65
Weddin (A)	45-49	M	69
Weddin (A)	50-54	F	66
Weddin (A)	50-54	M	83
Weddin (A)	55-59	F	68
Weddin (A)	55-59	M	93
Weddin (A)	60-64	F	66
Weddin (A)	60-64	M	78
Weddin (A)	65-69	F	33
Weddin (A)	65-69	M	62
Weddin (A)	70-74	F	21
Weddin (A)	70-74	M	25
Weddin (A)	75+	F	15
Weddin (A)	75+	M	27
Wentworth (A)	15-19	F	45
Wentworth (A)	15-19	M	50
Wentworth (A)	20-24	F	81
Wentworth (A)	20-24	M	117
Wentworth (A)	25-29	F	75
Wentworth (A)	25-29	M	154
Wentworth (A)	30-34	F	86
Wentworth (A)	30-34	M	127
Wentworth (A)	35-39	F	100
Wentworth (A)	35-39	M	142
Wentworth (A)	40-44	F	122
Wentworth (A)	40-44	M	175
Wentworth (A)	45-49	F	127
Wentworth (A)	45-49	M	171
Wentworth (A)	50-54	F	131
Wentworth (A)	50-54	M	219
Wentworth (A)	55-59	F	161
Wentworth (A)	55-59	M	186
Wentworth (A)	60-64	F	107
Wentworth (A)	60-64	M	163
Wentworth (A)	65-69	F	43
Wentworth (A)	65-69	M	89
Wentworth (A)	70-74	F	20
Wentworth (A)	70-74	M	23
Wentworth (A)	75+	F	12
Wentworth (A)	75+	M	22
Western Plains Regional (A)	15-19	F	737
Western Plains Regional (A)	15-19	M	639
Western Plains Regional (A)	20-24	F	972
Western Plains Regional (A)	20-24	M	973
Western Plains Regional (A)	25-29	F	1224
Western Plains Regional (A)	25-29	M	1084
Western Plains Regional (A)	30-34	F	1168
Western Plains Regional (A)	30-34	M	1126
Western Plains Regional (A)	35-39	F	1076
Western Plains Regional (A)	35-39	M	969
Western Plains Regional (A)	40-44	F	1105
Western Plains Regional (A)	40-44	M	1081
Western Plains Regional (A)	45-49	F	1212
Western Plains Regional (A)	45-49	M	1099
Western Plains Regional (A)	50-54	F	1212
Western Plains Regional (A)	50-54	M	1105
Western Plains Regional (A)	55-59	F	1109
Western Plains Regional (A)	55-59	M	1085
Western Plains Regional (A)	60-64	F	733
Western Plains Regional (A)	60-64	M	746
Western Plains Regional (A)	65-69	F	278
Western Plains Regional (A)	65-69	M	452
Western Plains Regional (A)	70-74	F	103
Western Plains Regional (A)	70-74	M	187
Western Plains Regional (A)	75+	F	82
Western Plains Regional (A)	75+	M	137
Willoughby (C)	15-19	F	1104
Willoughby (C)	15-19	M	923
Willoughby (C)	20-24	F	3091
Willoughby (C)	20-24	M	2667
Willoughby (C)	25-29	F	4028
Willoughby (C)	25-29	M	3754
Willoughby (C)	30-34	F	3983
Willoughby (C)	30-34	M	4272
Willoughby (C)	35-39	F	3292
Willoughby (C)	35-39	M	3991
Willoughby (C)	40-44	F	3161
Willoughby (C)	40-44	M	3552
Willoughby (C)	45-49	F	2869
Willoughby (C)	45-49	M	3042
Willoughby (C)	50-54	F	2783
Willoughby (C)	50-54	M	2746
Willoughby (C)	55-59	F	2264
Willoughby (C)	55-59	M	2366
Willoughby (C)	60-64	F	1469
Willoughby (C)	60-64	M	1585
Willoughby (C)	65-69	F	710
Willoughby (C)	65-69	M	896
Willoughby (C)	70-74	F	245
Willoughby (C)	70-74	M	346
Willoughby (C)	75+	F	117
Willoughby (C)	75+	M	180
Wingecarribee (A)	15-19	F	696
Wingecarribee (A)	15-19	M	626
Wingecarribee (A)	20-24	F	773
Wingecarribee (A)	20-24	M	713
Wingecarribee (A)	25-29	F	777
Wingecarribee (A)	25-29	M	712
Wingecarribee (A)	30-34	F	676
Wingecarribee (A)	30-34	M	713
Wingecarribee (A)	35-39	F	770
Wingecarribee (A)	35-39	M	660
Wingecarribee (A)	40-44	F	993
Wingecarribee (A)	40-44	M	803
Wingecarribee (A)	45-49	F	1149
Wingecarribee (A)	45-49	M	877
Wingecarribee (A)	50-54	F	1183
Wingecarribee (A)	50-54	M	923
Wingecarribee (A)	55-59	F	1020
Wingecarribee (A)	55-59	M	911
Wingecarribee (A)	60-64	F	716
Wingecarribee (A)	60-64	M	689
Wingecarribee (A)	65-69	F	398
Wingecarribee (A)	65-69	M	464
Wingecarribee (A)	70-74	F	154
Wingecarribee (A)	70-74	M	265
Wingecarribee (A)	75+	F	81
Wingecarribee (A)	75+	M	172
Wollondilly (A)	15-19	F	387
Wollondilly (A)	15-19	M	387
Wollondilly (A)	20-24	F	398
Wollondilly (A)	20-24	M	553
Wollondilly (A)	25-29	F	410
Wollondilly (A)	25-29	M	625
Wollondilly (A)	30-34	F	434
Wollondilly (A)	30-34	M	703
Wollondilly (A)	35-39	F	480
Wollondilly (A)	35-39	M	735
Wollondilly (A)	40-44	F	582
Wollondilly (A)	40-44	M	731
Wollondilly (A)	45-49	F	583
Wollondilly (A)	45-49	M	662
Wollondilly (A)	50-54	F	542
