LGA_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Lachlan (A)	26250	1	Local	3
Lachlan (A)	26250	1	National	4
Lachlan (A)	26250	1	State territory	7
Lachlan (A)	34125			3
Lachlan (A)	34125	0		258
Lachlan (A)	34125	1	Local	3
Lachlan (A)	34125	1	National	3
Lachlan (A)	34125	1	State territory	11
Lachlan (A)	42000			7
Lachlan (A)	42000	0		261
Lachlan (A)	42000	1	Local	18
Lachlan (A)	42000	1	State territory	24
Lachlan (A)	52500			5
Lachlan (A)	52500	0		281
Lachlan (A)	52500	1	Local	19
Lachlan (A)	52500	1	State territory	34
Lachlan (A)	65625	0		224
Lachlan (A)	65625	1	Local	38
Lachlan (A)	65625	1	State territory	31
Lachlan (A)	78750	0		120
Lachlan (A)	78750	1	Local	18
Lachlan (A)	78750	1	National	4
Lachlan (A)	78750	1	State territory	26
Lachlan (A)	91875	0		90
Lachlan (A)	91875	1	Local	12
Lachlan (A)	91875	1	State territory	39
Lachlan (A)	105000	0		65
Lachlan (A)	105000	1	Local	4
Lachlan (A)	105000	1	State territory	29
Lachlan (A)	157500	0		80
Lachlan (A)	157500	1	Local	3
Lachlan (A)	157500	1	State territory	24
Lachlan (A)	Inf			3
Lachlan (A)	Inf	0		60
Lachlan (A)	Inf	1	Local	6
Lake Macquarie (C)				123
Lake Macquarie (C)		0		708
Lake Macquarie (C)		1	Local	12
Lake Macquarie (C)		1	National	9
Lake Macquarie (C)		1	State territory	36
Lake Macquarie (C)	0			17
Lake Macquarie (C)	0	0		384
Lake Macquarie (C)	0	1	National	4
Lake Macquarie (C)	0	1	State territory	10
Lake Macquarie (C)	7875			37
Lake Macquarie (C)	7875	0		2761
Lake Macquarie (C)	7875	1	Local	5
Lake Macquarie (C)	7875	1	National	12
Lake Macquarie (C)	7875	1	State territory	47
Lake Macquarie (C)	15750			32
Lake Macquarie (C)	15750	0		2711
Lake Macquarie (C)	15750	1	Local	8
Lake Macquarie (C)	15750	1	National	21
Lake Macquarie (C)	15750	1	State territory	79
Lake Macquarie (C)	21000			37
Lake Macquarie (C)	21000	0		3022
Lake Macquarie (C)	21000	1	Local	10
Lake Macquarie (C)	21000	1	National	15
Lake Macquarie (C)	21000	1	State territory	110
Lake Macquarie (C)	26250			47
Lake Macquarie (C)	26250	0		3464
Lake Macquarie (C)	26250	1	Local	11
Lake Macquarie (C)	26250	1	National	23
Lake Macquarie (C)	26250	1	State territory	140
Lake Macquarie (C)	34125			56
Lake Macquarie (C)	34125	0		5415
Lake Macquarie (C)	34125	1	Local	35
Lake Macquarie (C)	34125	1	National	39
Lake Macquarie (C)	34125	1	State territory	245
Lake Macquarie (C)	42000			62
Lake Macquarie (C)	42000	0		6586
Lake Macquarie (C)	42000	1	Local	67
Lake Macquarie (C)	42000	1	National	36
Lake Macquarie (C)	42000	1	State territory	412
Lake Macquarie (C)	52500			44
Lake Macquarie (C)	52500	0		6932
Lake Macquarie (C)	52500	1	Local	149
Lake Macquarie (C)	52500	1	National	81
Lake Macquarie (C)	52500	1	State territory	543
Lake Macquarie (C)	65625			44
Lake Macquarie (C)	65625	0		6492
Lake Macquarie (C)	65625	1	Local	236
Lake Macquarie (C)	65625	1	National	101
Lake Macquarie (C)	65625	1	State territory	846
Lake Macquarie (C)	78750			24
Lake Macquarie (C)	78750	0		3673
Lake Macquarie (C)	78750	1	Local	180
Lake Macquarie (C)	78750	1	National	134
Lake Macquarie (C)	78750	1	State territory	577
Lake Macquarie (C)	91875			14
Lake Macquarie (C)	91875	0		2842
Lake Macquarie (C)	91875	1	Local	159
Lake Macquarie (C)	91875	1	National	73
Lake Macquarie (C)	91875	1	State territory	675
Lake Macquarie (C)	105000			10
Lake Macquarie (C)	105000	0		1720
Lake Macquarie (C)	105000	1	Local	60
Lake Macquarie (C)	105000	1	National	59
Lake Macquarie (C)	105000	1	State territory	679
Lake Macquarie (C)	157500			7
Lake Macquarie (C)	157500	0		2376
Lake Macquarie (C)	157500	1	Local	53
Lake Macquarie (C)	157500	1	National	62
Lake Macquarie (C)	157500	1	State territory	532
Lake Macquarie (C)	Inf			13
Lake Macquarie (C)	Inf	0		1439
Lake Macquarie (C)	Inf	1	Local	18
Lake Macquarie (C)	Inf	1	National	13
Lake Macquarie (C)	Inf	1	State territory	56
Lane Cove (A)				31
Lane Cove (A)		0		174
Lane Cove (A)		1	State territory	3
Lane Cove (A)	0			7
Lane Cove (A)	0	0		90
Lane Cove (A)	7875			8
Lane Cove (A)	7875	0		396
Lane Cove (A)	7875	1	Local	3
Lane Cove (A)	15750			7
Lane Cove (A)	15750	0		496
Lane Cove (A)	15750	1	State territory	5
Lane Cove (A)	21000			9
Lane Cove (A)	21000	0		522
Lane Cove (A)	21000	1	Local	3
Lane Cove (A)	21000	1	National	3
Lane Cove (A)	21000	1	State territory	10
Lane Cove (A)	26250			18
Lane Cove (A)	26250	0		530
Lane Cove (A)	26250	1	Local	5
Lane Cove (A)	26250	1	National	3
Lane Cove (A)	26250	1	State territory	12
Lane Cove (A)	34125			14
Lane Cove (A)	34125	0		882
Lane Cove (A)	34125	1	Local	11
Lane Cove (A)	34125	1	State territory	21
Lane Cove (A)	42000			12
Lane Cove (A)	42000	0		1140
Lane Cove (A)	42000	1	Local	20
Lane Cove (A)	42000	1	National	6
Lane Cove (A)	42000	1	State territory	19
Lane Cove (A)	52500			22
Lane Cove (A)	52500	0		1675
Lane Cove (A)	52500	1	Local	34
Lane Cove (A)	52500	1	National	4
Lane Cove (A)	52500	1	State territory	35
Lane Cove (A)	65625			22
Lane Cove (A)	65625	0		2076
Lane Cove (A)	65625	1	Local	34
Lane Cove (A)	65625	1	National	8
Lane Cove (A)	65625	1	State territory	32
Lane Cove (A)	78750			11
Lane Cove (A)	78750	0		1574
Lane Cove (A)	78750	1	Local	25
Lane Cove (A)	78750	1	National	4
Lane Cove (A)	78750	1	State territory	38
Lane Cove (A)	91875			9
Lane Cove (A)	91875	0		1322
Lane Cove (A)	91875	1	Local	17
Lane Cove (A)	91875	1	National	3
Lane Cove (A)	91875	1	State territory	30
Lane Cove (A)	105000			8
Lane Cove (A)	105000	0		999
Lane Cove (A)	105000	1	Local	15
Lane Cove (A)	105000	1	National	3
Lane Cove (A)	105000	1	State territory	33
Lane Cove (A)	157500			4
Lane Cove (A)	157500	0		1857
Lane Cove (A)	157500	1	Local	15
Lane Cove (A)	157500	1	National	10
Lane Cove (A)	157500	1	State territory	31
Lane Cove (A)	Inf			8
Lane Cove (A)	Inf	0		1540
Lane Cove (A)	Inf	1	Local	4
Lane Cove (A)	Inf	1	National	7
Lane Cove (A)	Inf	1	State territory	16
Leeton (A)				12
Leeton (A)		0		72
Leeton (A)		1	Local	3
Leeton (A)	0	0		35
Leeton (A)	7875	0		128
Leeton (A)	7875	1	National	3
Leeton (A)	7875	1	State territory	4
Leeton (A)	15750			8
Leeton (A)	15750	0		129
Leeton (A)	15750	1	Local	6
Leeton (A)	15750	1	State territory	11
Leeton (A)	21000			5
Leeton (A)	21000	0		179
Leeton (A)	21000	1	Local	3
Leeton (A)	21000	1	National	8
Leeton (A)	21000	1	State territory	6
Leeton (A)	26250			9
Leeton (A)	26250	0		217
Leeton (A)	26250	1	Local	3
Leeton (A)	26250	1	State territory	20
Leeton (A)	34125			6
Leeton (A)	34125	0		361
Leeton (A)	34125	1	Local	3
Leeton (A)	34125	1	State territory	26
Leeton (A)	42000			8
Leeton (A)	42000	0		606
Leeton (A)	42000	1	Local	13
Leeton (A)	42000	1	National	8
Leeton (A)	42000	1	State territory	52
Leeton (A)	52500			11
Leeton (A)	52500	0		683
Leeton (A)	52500	1	Local	15
Leeton (A)	52500	1	National	6
Leeton (A)	52500	1	State territory	56
Leeton (A)	65625			3
Leeton (A)	65625	0		585
Leeton (A)	65625	1	Local	28
Leeton (A)	65625	1	National	3
Leeton (A)	65625	1	State territory	60
Leeton (A)	78750	0		324
Leeton (A)	78750	1	Local	29
Leeton (A)	78750	1	State territory	51
Leeton (A)	91875	0		209
Leeton (A)	91875	1	Local	24
Leeton (A)	91875	1	National	3
Leeton (A)	91875	1	State territory	52
Leeton (A)	105000			4
Leeton (A)	105000	0		147
Leeton (A)	105000	1	Local	14
Leeton (A)	105000	1	State territory	50
Leeton (A)	157500	0		134
Leeton (A)	157500	1	Local	16
Leeton (A)	157500	1	State territory	58
Leeton (A)	Inf	0		67
Lismore (C)				57
Lismore (C)		0		198
Lismore (C)		1	Local	9
Lismore (C)		1	National	5
Lismore (C)		1	State territory	20
Lismore (C)	0			14
Lismore (C)	0	0		132
Lismore (C)	7875			19
Lismore (C)	7875	0		757
Lismore (C)	7875	1	Local	3
Lismore (C)	7875	1	National	10
Lismore (C)	7875	1	State territory	7
Lismore (C)	15750			14
Lismore (C)	15750	0		772
Lismore (C)	15750	1	Local	4
Lismore (C)	15750	1	National	17
Lismore (C)	15750	1	State territory	29
Lismore (C)	21000			16
Lismore (C)	21000	0		912
Lismore (C)	21000	1	Local	4
Lismore (C)	21000	1	National	21
Lismore (C)	21000	1	State territory	28
Lismore (C)	26250			33
Lismore (C)	26250	0		1190
Lismore (C)	26250	1	Local	12
Lismore (C)	26250	1	National	20
Lismore (C)	26250	1	State territory	63
Lismore (C)	34125			27
Lismore (C)	34125	0		1872
Lismore (C)	34125	1	Local	20
Lismore (C)	34125	1	National	42
Lismore (C)	34125	1	State territory	177
Lismore (C)	42000			23
Lismore (C)	42000	0		2397
Lismore (C)	42000	1	Local	36
Lismore (C)	42000	1	National	73
Lismore (C)	42000	1	State territory	241
Lismore (C)	52500			16
Lismore (C)	52500	0		2470
Lismore (C)	52500	1	Local	68
Lismore (C)	52500	1	National	110
Lismore (C)	52500	1	State territory	376
Lismore (C)	65625			3
Lismore (C)	65625	0		1855
Lismore (C)	65625	1	Local	112
Lismore (C)	65625	1	National	196
Lismore (C)	65625	1	State territory	454
Lismore (C)	78750			9
Lismore (C)	78750	0		934
Lismore (C)	78750	1	Local	81
Lismore (C)	78750	1	National	172
Lismore (C)	78750	1	State territory	359
Lismore (C)	91875	0		732
Lismore (C)	91875	1	Local	59
Lismore (C)	91875	1	National	133
Lismore (C)	91875	1	State territory	373
Lismore (C)	105000			3
Lismore (C)	105000	0		438
Lismore (C)	105000	1	Local	32
Lismore (C)	105000	1	National	95
Lismore (C)	105000	1	State territory	303
Lismore (C)	157500			3
Lismore (C)	157500	0		500
Lismore (C)	157500	1	Local	37
Lismore (C)	157500	1	National	113
Lismore (C)	157500	1	State territory	350
Lismore (C)	Inf			3
Lismore (C)	Inf	0		320
Lismore (C)	Inf	1	Local	3
Lismore (C)	Inf	1	National	46
Lismore (C)	Inf	1	State territory	85
Lithgow (C)				21
Lithgow (C)		0		82
Lithgow (C)		1	Local	4
Lithgow (C)		1	State territory	8
Lithgow (C)	0			3
Lithgow (C)	0	0		64
Lithgow (C)	7875			5
Lithgow (C)	7875	0		241
Lithgow (C)	7875	1	State territory	9
Lithgow (C)	15750			6
Lithgow (C)	15750	0		298
Lithgow (C)	15750	1	Local	3
Lithgow (C)	15750	1	National	3
Lithgow (C)	15750	1	State territory	14
Lithgow (C)	21000			5
Lithgow (C)	21000	0		342
Lithgow (C)	21000	1	National	4
Lithgow (C)	21000	1	State territory	22
Lithgow (C)	26250			9
Lithgow (C)	26250	0		401
Lithgow (C)	26250	1	Local	4
Lithgow (C)	26250	1	National	4
Lithgow (C)	26250	1	State territory	32
Lithgow (C)	34125			4
Lithgow (C)	34125	0		588
Lithgow (C)	34125	1	Local	21
Lithgow (C)	34125	1	National	11
Lithgow (C)	34125	1	State territory	45
Lithgow (C)	42000			3
Lithgow (C)	42000	0		626
Lithgow (C)	42000	1	Local	30
Lithgow (C)	42000	1	National	51
Lithgow (C)	42000	1	State territory	63
Lithgow (C)	52500			11
Lithgow (C)	52500	0		704
Lithgow (C)	52500	1	Local	35
Lithgow (C)	52500	1	National	33
Lithgow (C)	52500	1	State territory	112
Lithgow (C)	65625			9
Lithgow (C)	65625	0		597
Lithgow (C)	65625	1	Local	36
Lithgow (C)	65625	1	National	18
Lithgow (C)	65625	1	State territory	188
Lithgow (C)	78750	0		438
Lithgow (C)	78750	1	Local	16
Lithgow (C)	78750	1	National	21
Lithgow (C)	78750	1	State territory	169
Lithgow (C)	91875	0		335
Lithgow (C)	91875	1	Local	13
Lithgow (C)	91875	1	National	8
Lithgow (C)	91875	1	State territory	165
Lithgow (C)	105000	0		253
Lithgow (C)	105000	1	Local	6
Lithgow (C)	105000	1	National	14
Lithgow (C)	105000	1	State territory	172
Lithgow (C)	157500			3
Lithgow (C)	157500	0		569
Lithgow (C)	157500	1	Local	8
Lithgow (C)	157500	1	National	6
Lithgow (C)	157500	1	State territory	168
Lithgow (C)	Inf			4
Lithgow (C)	Inf	0		259
Lithgow (C)	Inf	1	Local	3
Lithgow (C)	Inf	1	State territory	44
Liverpool (C)				219
Liverpool (C)		0		768
Liverpool (C)		1	Local	10
Liverpool (C)		1	National	26
Liverpool (C)		1	State territory	84
Liverpool (C)	0			47
Liverpool (C)	0	0		452
Liverpool (C)	0	1	National	4
Liverpool (C)	0	1	State territory	13
Liverpool (C)	7875			44
Liverpool (C)	7875	0		1874
Liverpool (C)	7875	1	Local	3
Liverpool (C)	7875	1	National	13
Liverpool (C)	7875	1	State territory	28
Liverpool (C)	15750			77
Liverpool (C)	15750	0		2581
Liverpool (C)	15750	1	Local	5
Liverpool (C)	15750	1	National	25
Liverpool (C)	15750	1	State territory	92
Liverpool (C)	21000			87
Liverpool (C)	21000	0		2733
Liverpool (C)	21000	1	Local	4
Liverpool (C)	21000	1	National	19
Liverpool (C)	21000	1	State territory	139
Liverpool (C)	26250			83
Liverpool (C)	26250	0		3208
Liverpool (C)	26250	1	Local	13
Liverpool (C)	26250	1	National	32
Liverpool (C)	26250	1	State territory	161
Liverpool (C)	34125			140
Liverpool (C)	34125	0		5103
Liverpool (C)	34125	1	Local	29
Liverpool (C)	34125	1	National	83
Liverpool (C)	34125	1	State territory	354
Liverpool (C)	42000			153
Liverpool (C)	42000	0		6757
Liverpool (C)	42000	1	Local	41
Liverpool (C)	42000	1	National	174
Liverpool (C)	42000	1	State territory	557
Liverpool (C)	52500			152
Liverpool (C)	52500	0		8101
Liverpool (C)	52500	1	Local	85
Liverpool (C)	52500	1	National	264
Liverpool (C)	52500	1	State territory	956
Liverpool (C)	65625			112
Liverpool (C)	65625	0		7515
Liverpool (C)	65625	1	Local	161
Liverpool (C)	65625	1	National	527
Liverpool (C)	65625	1	State territory	1377
Liverpool (C)	78750			53
Liverpool (C)	78750	0		4806
Liverpool (C)	78750	1	Local	128
Liverpool (C)	78750	1	National	675
Liverpool (C)	78750	1	State territory	1217
Liverpool (C)	91875			31
Liverpool (C)	91875	0		3468
Liverpool (C)	91875	1	Local	90
Liverpool (C)	91875	1	National	572
Liverpool (C)	91875	1	State territory	1259
Liverpool (C)	105000			10
Liverpool (C)	105000	0		2199
Liverpool (C)	105000	1	Local	64
Liverpool (C)	105000	1	National	365
Liverpool (C)	105000	1	State territory	1111
Liverpool (C)	157500			22
Liverpool (C)	157500	0		2760
Liverpool (C)	157500	1	Local	47
Liverpool (C)	157500	1	National	467
Liverpool (C)	157500	1	State territory	1115
Liverpool (C)	Inf			20
Liverpool (C)	Inf	0		1479
Liverpool (C)	Inf	1	Local	24
Liverpool (C)	Inf	1	National	73
Liverpool (C)	Inf	1	State territory	337
Liverpool Plains (A)				10
Liverpool Plains (A)		0		50
Liverpool Plains (A)		1	State territory	3
Liverpool Plains (A)	0			9
Liverpool Plains (A)	0	0		47
Liverpool Plains (A)	7875	0		74
Liverpool Plains (A)	15750			4
Liverpool Plains (A)	15750	0		84
Liverpool Plains (A)	15750	1	National	3
Liverpool Plains (A)	15750	1	State territory	3
Liverpool Plains (A)	21000			7
Liverpool Plains (A)	21000	0		149
Liverpool Plains (A)	21000	1	State territory	8
Liverpool Plains (A)	26250			3
Liverpool Plains (A)	26250	0		131
Liverpool Plains (A)	26250	1	State territory	7
Liverpool Plains (A)	34125			9
Liverpool Plains (A)	34125	0		253
Liverpool Plains (A)	34125	1	Local	11
Liverpool Plains (A)	34125	1	State territory	9
Liverpool Plains (A)	42000			3
Liverpool Plains (A)	42000	0		276
Liverpool Plains (A)	42000	1	Local	19
Liverpool Plains (A)	42000	1	State territory	30
Liverpool Plains (A)	52500			3
Liverpool Plains (A)	52500	0		314
Liverpool Plains (A)	52500	1	Local	20
Liverpool Plains (A)	52500	1	National	3
Liverpool Plains (A)	52500	1	State territory	38
Liverpool Plains (A)	65625	0		255
Liverpool Plains (A)	65625	1	Local	31
Liverpool Plains (A)	65625	1	State territory	45
Liverpool Plains (A)	78750	0		169
Liverpool Plains (A)	78750	1	Local	5
Liverpool Plains (A)	78750	1	State territory	25
Liverpool Plains (A)	91875	0		143
Liverpool Plains (A)	91875	1	Local	10
Liverpool Plains (A)	91875	1	State territory	23
Liverpool Plains (A)	105000			3
Liverpool Plains (A)	105000	0		94
Liverpool Plains (A)	105000	1	Local	3
Liverpool Plains (A)	105000	1	State territory	25
Liverpool Plains (A)	157500	0		131
Liverpool Plains (A)	157500	1	Local	4
Liverpool Plains (A)	157500	1	State territory	23
Liverpool Plains (A)	Inf	0		89
Liverpool Plains (A)	Inf	1	Local	3
Liverpool Plains (A)	Inf	1	State territory	3
Lockhart (A)				3
Lockhart (A)		0		17
Lockhart (A)	0	0		14
Lockhart (A)	7875	0		18
Lockhart (A)	15750	0		45
Lockhart (A)	15750	1	National	3
Lockhart (A)	21000	0		46
Lockhart (A)	21000	1	State territory	3
Lockhart (A)	26250	0		60
Lockhart (A)	26250	1	State territory	3
Lockhart (A)	34125			3
Lockhart (A)	34125	0		86
Lockhart (A)	34125	1	State territory	5
Lockhart (A)	42000	0		112
Lockhart (A)	42000	1	Local	3
Lockhart (A)	42000	1	State territory	8
Lockhart (A)	52500	0		106
Lockhart (A)	52500	1	Local	12
Lockhart (A)	52500	1	State territory	10
Lockhart (A)	65625	0		85
Lockhart (A)	65625	1	Local	17
Lockhart (A)	65625	1	State territory	12
Lockhart (A)	78750	0		37
Lockhart (A)	78750	1	Local	3
Lockhart (A)	78750	1	State territory	11
Lockhart (A)	91875	0		46
Lockhart (A)	91875	1	Local	3
Lockhart (A)	91875	1	State territory	7
Lockhart (A)	105000	0		23
Lockhart (A)	105000	1	State territory	7
Lockhart (A)	157500	0		23
Lockhart (A)	157500	1	Local	3
Lockhart (A)	157500	1	State territory	9
Lockhart (A)	Inf	0		19
Maitland (C)				39
Maitland (C)		0		328
Maitland (C)		1	Local	4
Maitland (C)		1	National	3
Maitland (C)		1	State territory	29
Maitland (C)	0			10
Maitland (C)	0	0		177
Maitland (C)	0	1	State territory	6
Maitland (C)	7875			11
Maitland (C)	7875	0		1241
Maitland (C)	7875	1	National	4
Maitland (C)	7875	1	State territory	20
Maitland (C)	15750			11
Maitland (C)	15750	0		1159
Maitland (C)	15750	1	Local	5
Maitland (C)	15750	1	National	3
Maitland (C)	15750	1	State territory	45
Maitland (C)	21000			16
Maitland (C)	21000	0		1302
Maitland (C)	21000	1	Local	3
Maitland (C)	21000	1	National	6
Maitland (C)	21000	1	State territory	51
Maitland (C)	26250			30
Maitland (C)	26250	0		1398
Maitland (C)	26250	1	Local	16
Maitland (C)	26250	1	National	5
Maitland (C)	26250	1	State territory	75
Maitland (C)	34125			22
Maitland (C)	34125	0		2289
Maitland (C)	34125	1	Local	21
Maitland (C)	34125	1	National	13
Maitland (C)	34125	1	State territory	122
Maitland (C)	42000			22
Maitland (C)	42000	0		2849
Maitland (C)	42000	1	Local	30
Maitland (C)	42000	1	National	20
Maitland (C)	42000	1	State territory	233
Maitland (C)	52500			18
Maitland (C)	52500	0		3204
Maitland (C)	52500	1	Local	59
Maitland (C)	52500	1	National	33
Maitland (C)	52500	1	State territory	366
Maitland (C)	65625			28
Maitland (C)	65625	0		2864
Maitland (C)	65625	1	Local	93
Maitland (C)	65625	1	National	54
Maitland (C)	65625	1	State territory	444
Maitland (C)	78750			10
Maitland (C)	78750	0		1720
Maitland (C)	78750	1	Local	69
Maitland (C)	78750	1	National	52
Maitland (C)	78750	1	State territory	501
Maitland (C)	91875			9
Maitland (C)	91875	0		1368
Maitland (C)	91875	1	Local	35
Maitland (C)	91875	1	National	35
Maitland (C)	91875	1	State territory	425
Maitland (C)	105000			8
Maitland (C)	105000	0		886
Maitland (C)	105000	1	Local	38
Maitland (C)	105000	1	National	14
Maitland (C)	105000	1	State territory	399
Maitland (C)	157500			10
Maitland (C)	157500	0		1202
Maitland (C)	157500	1	Local	31
Maitland (C)	157500	1	National	15
Maitland (C)	157500	1	State territory	387
Maitland (C)	Inf			7
Maitland (C)	Inf	0		621
Maitland (C)	Inf	1	Local	17
Maitland (C)	Inf	1	National	12
Maitland (C)	Inf	1	State territory	83
Mid-Coast (A)				65
Mid-Coast (A)		0		414
Mid-Coast (A)		1	Local	16
Mid-Coast (A)		1	State territory	18
Mid-Coast (A)	0			25
Mid-Coast (A)	0	0		257
Mid-Coast (A)	0	1	Local	5
Mid-Coast (A)	0	1	National	4
Mid-Coast (A)	0	1	State territory	3
Mid-Coast (A)	7875			25
Mid-Coast (A)	7875	0		1163
Mid-Coast (A)	7875	1	National	10
Mid-Coast (A)	7875	1	State territory	10
Mid-Coast (A)	15750			30
Mid-Coast (A)	15750	0		1216
Mid-Coast (A)	15750	1	Local	3
Mid-Coast (A)	15750	1	National	8
Mid-Coast (A)	15750	1	State territory	33
Mid-Coast (A)	21000			48
Mid-Coast (A)	21000	0		1570
Mid-Coast (A)	21000	1	Local	12
Mid-Coast (A)	21000	1	National	21
Mid-Coast (A)	21000	1	State territory	57
Mid-Coast (A)	26250			57
Mid-Coast (A)	26250	0		1993
Mid-Coast (A)	26250	1	Local	10
Mid-Coast (A)	26250	1	National	16
Mid-Coast (A)	26250	1	State territory	77
Mid-Coast (A)	34125			39
Mid-Coast (A)	34125	0		3171
Mid-Coast (A)	34125	1	Local	25
Mid-Coast (A)	34125	1	National	21
Mid-Coast (A)	34125	1	State territory	153
Mid-Coast (A)	42000			41
Mid-Coast (A)	42000	0		3598
Mid-Coast (A)	42000	1	Local	46
Mid-Coast (A)	42000	1	National	20
Mid-Coast (A)	42000	1	State territory	232
Mid-Coast (A)	52500			38
Mid-Coast (A)	52500	0		3342
Mid-Coast (A)	52500	1	Local	133
Mid-Coast (A)	52500	1	National	26
Mid-Coast (A)	52500	1	State territory	320
Mid-Coast (A)	65625			14
Mid-Coast (A)	65625	0		2398
Mid-Coast (A)	65625	1	Local	155
Mid-Coast (A)	65625	1	National	29
Mid-Coast (A)	65625	1	State territory	375
Mid-Coast (A)	78750			6
Mid-Coast (A)	78750	0		1353
Mid-Coast (A)	78750	1	Local	124
Mid-Coast (A)	78750	1	National	48
Mid-Coast (A)	78750	1	State territory	307
Mid-Coast (A)	91875			3
Mid-Coast (A)	91875	0		842
Mid-Coast (A)	91875	1	Local	93
Mid-Coast (A)	91875	1	National	28
Mid-Coast (A)	91875	1	State territory	330
Mid-Coast (A)	105000			3
Mid-Coast (A)	105000	0		538
Mid-Coast (A)	105000	1	Local	62
Mid-Coast (A)	105000	1	National	22
Mid-Coast (A)	105000	1	State territory	374
Mid-Coast (A)	157500			3
Mid-Coast (A)	157500	0		650
Mid-Coast (A)	157500	1	Local	52
Mid-Coast (A)	157500	1	National	11
Mid-Coast (A)	157500	1	State territory	260
Mid-Coast (A)	Inf	0		406
Mid-Coast (A)	Inf	1	Local	14
Mid-Coast (A)	Inf	1	National	3
Mid-Coast (A)	Inf	1	State territory	42
Mid-Western Regional (A)				24
Mid-Western Regional (A)		0		156
Mid-Western Regional (A)		1	Local	6
Mid-Western Regional (A)		1	National	3
Mid-Western Regional (A)		1	State territory	3
Mid-Western Regional (A)	0			5
Mid-Western Regional (A)	0	0		123
Mid-Western Regional (A)	0	1	State territory	3
Mid-Western Regional (A)	7875			4
Mid-Western Regional (A)	7875	0		316
Mid-Western Regional (A)	7875	1	Local	7
Mid-Western Regional (A)	7875	1	State territory	10
Mid-Western Regional (A)	15750			3
Mid-Western Regional (A)	15750	0		399
Mid-Western Regional (A)	15750	1	National	9
Mid-Western Regional (A)	15750	1	State territory	15
Mid-Western Regional (A)	21000			7
Mid-Western Regional (A)	21000	0		494
Mid-Western Regional (A)	21000	1	Local	3
Mid-Western Regional (A)	21000	1	National	7
Mid-Western Regional (A)	21000	1	State territory	13
Mid-Western Regional (A)	26250			6
Mid-Western Regional (A)	26250	0		567
Mid-Western Regional (A)	26250	1	Local	6
Mid-Western Regional (A)	26250	1	National	4
Mid-Western Regional (A)	26250	1	State territory	30
Mid-Western Regional (A)	34125			5
Mid-Western Regional (A)	34125	0		867
Mid-Western Regional (A)	34125	1	Local	12
Mid-Western Regional (A)	34125	1	National	4
Mid-Western Regional (A)	34125	1	State territory	42
Mid-Western Regional (A)	42000			6
Mid-Western Regional (A)	42000	0		998
Mid-Western Regional (A)	42000	1	Local	27
Mid-Western Regional (A)	42000	1	National	3
Mid-Western Regional (A)	42000	1	State territory	64
Mid-Western Regional (A)	52500			3
Mid-Western Regional (A)	52500	0		897
Mid-Western Regional (A)	52500	1	Local	62
Mid-Western Regional (A)	52500	1	National	3
Mid-Western Regional (A)	52500	1	State territory	78
Mid-Western Regional (A)	65625			7
Mid-Western Regional (A)	65625	0		821
Mid-Western Regional (A)	65625	1	Local	62
Mid-Western Regional (A)	65625	1	National	3
Mid-Western Regional (A)	65625	1	State territory	96
Mid-Western Regional (A)	78750			4
Mid-Western Regional (A)	78750	0		528
Mid-Western Regional (A)	78750	1	Local	29
Mid-Western Regional (A)	78750	1	National	7
Mid-Western Regional (A)	78750	1	State territory	73
Mid-Western Regional (A)	91875	0		465
Mid-Western Regional (A)	91875	1	Local	24
Mid-Western Regional (A)	91875	1	National	3
Mid-Western Regional (A)	91875	1	State territory	81
Mid-Western Regional (A)	105000			3
Mid-Western Regional (A)	105000	0		379
Mid-Western Regional (A)	105000	1	Local	14
Mid-Western Regional (A)	105000	1	National	10
Mid-Western Regional (A)	105000	1	State territory	106
Mid-Western Regional (A)	157500	0		929
Mid-Western Regional (A)	157500	1	Local	15
Mid-Western Regional (A)	157500	1	State territory	88
Mid-Western Regional (A)	Inf			3
Mid-Western Regional (A)	Inf	0		447
Mid-Western Regional (A)	Inf	1	Local	8
Mid-Western Regional (A)	Inf	1	National	3
Mid-Western Regional (A)	Inf	1	State territory	12
Moree Plains (A)				25
Moree Plains (A)		0		130
Moree Plains (A)		1	Local	4
Moree Plains (A)		1	State territory	6
Moree Plains (A)	0			3
Moree Plains (A)	0	0		94
Moree Plains (A)	7875			4
Moree Plains (A)	7875	0		124
Moree Plains (A)	7875	1	State territory	3
Moree Plains (A)	15750	0		151
Moree Plains (A)	15750	1	State territory	4
Moree Plains (A)	21000			3
Moree Plains (A)	21000	0		215
Moree Plains (A)	21000	1	Local	3
Moree Plains (A)	21000	1	National	3
Moree Plains (A)	21000	1	State territory	6
Moree Plains (A)	26250			9
Moree Plains (A)	26250	0		252
Moree Plains (A)	26250	1	Local	8
Moree Plains (A)	26250	1	National	3
Moree Plains (A)	26250	1	State territory	11
Moree Plains (A)	34125			6
Moree Plains (A)	34125	0		443
Moree Plains (A)	34125	1	Local	17
Moree Plains (A)	34125	1	National	5
Moree Plains (A)	34125	1	State territory	30
Moree Plains (A)	42000			11
Moree Plains (A)	42000	0		596
Moree Plains (A)	42000	1	Local	19
Moree Plains (A)	42000	1	National	3
Moree Plains (A)	42000	1	State territory	49
Moree Plains (A)	52500			8
Moree Plains (A)	52500	0		694
Moree Plains (A)	52500	1	Local	35
Moree Plains (A)	52500	1	National	8
