STE_NAME16	HoursWorked.min	IndustryOfEmployment	Sex	workers
Victoria	49	Electricity gas water and waste services	F	624
Victoria	49	Electricity gas water and waste services	M	4144
Victoria	49	Financial and insurance services	F	4763
Victoria	49	Financial and insurance services	M	11772
Victoria	49	Health care and social assistance	F	14170
Victoria	49	Health care and social assistance	M	10518
Victoria	49	Information media and telecommunications	F	2025
Victoria	49	Information media and telecommunications	M	5655
Victoria	49	Manufacturing	F	4220
Victoria	49	Manufacturing	M	26453
Victoria	49	Mining	F	277
Victoria	49	Mining	M	2563
Victoria	49	Other services	F	2712
Victoria	49	Other services	M	9823
Victoria	49	Professional scientific and technical services	F	10228
Victoria	49	Professional scientific and technical services	M	27608
Victoria	49	Public administration and safety	F	4908
Victoria	49	Public administration and safety	M	9728
Victoria	49	Rental hiring and real estate services	F	2261
Victoria	49	Rental hiring and real estate services	M	6550
Victoria	49	Retail trade	F	7990
Victoria	49	Retail trade	M	18187
Victoria	49	Transport postal and warehousing	F	2371
Victoria	49	Transport postal and warehousing	M	22822
Victoria	49	Wholesale trade	F	2554
Victoria	49	Wholesale trade	M	11626
Queensland			F	7295
Queensland			M	10134
Queensland		Accommodation and food services	F	1217
Queensland		Accommodation and food services	M	967
Queensland		Administrative and support services	F	452
Queensland		Administrative and support services	M	461
Queensland		Agriculture forestry and fishing	F	381
Queensland		Agriculture forestry and fishing	M	688
Queensland		Arts and recreation services	F	198
Queensland		Arts and recreation services	M	196
Queensland		Construction	F	232
Queensland		Construction	M	2149
Queensland		Education and training	F	1002
Queensland		Education and training	M	478
Queensland		Electricity gas water and waste services	F	25
Queensland		Electricity gas water and waste services	M	139
Queensland		Financial and insurance services	F	196
Queensland		Financial and insurance services	M	136
Queensland		Health care and social assistance	F	2045
Queensland		Health care and social assistance	M	563
Queensland		Information media and telecommunications	F	63
Queensland		Information media and telecommunications	M	123
Queensland		Manufacturing	F	291
Queensland		Manufacturing	M	917
Queensland		Mining	F	68
Queensland		Mining	M	554
Queensland		Other services	F	419
Queensland		Other services	M	481
Queensland		Professional scientific and technical services	F	417
Queensland		Professional scientific and technical services	M	422
Queensland		Public administration and safety	F	506
Queensland		Public administration and safety	M	791
Queensland		Rental hiring and real estate services	F	158
Queensland		Rental hiring and real estate services	M	187
Queensland		Retail trade	F	1215
Queensland		Retail trade	M	927
Queensland		Transport postal and warehousing	F	294
Queensland		Transport postal and warehousing	M	1237
Queensland		Wholesale trade	F	111
Queensland		Wholesale trade	M	294
Queensland	0		F	1272
Queensland	0		M	1697
Queensland	0	Accommodation and food services	F	2585
Queensland	0	Accommodation and food services	M	1490
Queensland	0	Administrative and support services	F	1348
Queensland	0	Administrative and support services	M	874
Queensland	0	Agriculture forestry and fishing	F	609
Queensland	0	Agriculture forestry and fishing	M	952
Queensland	0	Arts and recreation services	F	680
Queensland	0	Arts and recreation services	M	486
Queensland	0	Construction	F	761
Queensland	0	Construction	M	4048
Queensland	0	Education and training	F	6033
Queensland	0	Education and training	M	1341
Queensland	0	Electricity gas water and waste services	F	264
Queensland	0	Electricity gas water and waste services	M	593
Queensland	0	Financial and insurance services	F	1575
Queensland	0	Financial and insurance services	M	447
Queensland	0	Health care and social assistance	F	11315
Queensland	0	Health care and social assistance	M	1959
Queensland	0	Information media and telecommunications	F	382
Queensland	0	Information media and telecommunications	M	361
Queensland	0	Manufacturing	F	943
Queensland	0	Manufacturing	M	2024
Queensland	0	Mining	F	518
Queensland	0	Mining	M	2565
Queensland	0	Other services	F	1230
Queensland	0	Other services	M	889
Queensland	0	Professional scientific and technical services	F	2182
Queensland	0	Professional scientific and technical services	M	1307
Queensland	0	Public administration and safety	F	4101
Queensland	0	Public administration and safety	M	3191
Queensland	0	Rental hiring and real estate services	F	615
Queensland	0	Rental hiring and real estate services	M	343
Queensland	0	Retail trade	F	4129
Queensland	0	Retail trade	M	2047
Queensland	0	Transport postal and warehousing	F	1180
Queensland	0	Transport postal and warehousing	M	2829
Queensland	0	Wholesale trade	F	492
Queensland	0	Wholesale trade	M	724
Queensland	1		F	5167
Queensland	1		M	3681
Queensland	1	Accommodation and food services	F	26902
Queensland	1	Accommodation and food services	M	17258
Queensland	1	Administrative and support services	F	8361
Queensland	1	Administrative and support services	M	4239
Queensland	1	Agriculture forestry and fishing	F	2661
Queensland	1	Agriculture forestry and fishing	M	2128
Queensland	1	Arts and recreation services	F	4243
Queensland	1	Arts and recreation services	M	3073
Queensland	1	Construction	F	3930
Queensland	1	Construction	M	5921
Queensland	1	Education and training	F	20481
Queensland	1	Education and training	M	6348
Queensland	1	Electricity gas water and waste services	F	239
Queensland	1	Electricity gas water and waste services	M	333
Queensland	1	Financial and insurance services	F	1656
Queensland	1	Financial and insurance services	M	681
Queensland	1	Health care and social assistance	F	20309
Queensland	1	Health care and social assistance	M	3768
Queensland	1	Information media and telecommunications	F	1220
Queensland	1	Information media and telecommunications	M	957
Queensland	1	Manufacturing	F	3777
Queensland	1	Manufacturing	M	2587
Queensland	1	Mining	F	284
Queensland	1	Mining	M	558
Queensland	1	Other services	F	7683
Queensland	1	Other services	M	2899
Queensland	1	Professional scientific and technical services	F	7837
Queensland	1	Professional scientific and technical services	M	4031
Queensland	1	Public administration and safety	F	3091
Queensland	1	Public administration and safety	M	2210
Queensland	1	Rental hiring and real estate services	F	2417
Queensland	1	Rental hiring and real estate services	M	1317
Queensland	1	Retail trade	F	29792
Queensland	1	Retail trade	M	14351
Queensland	1	Transport postal and warehousing	F	2512
Queensland	1	Transport postal and warehousing	M	3439
Queensland	1	Wholesale trade	F	1597
Queensland	1	Wholesale trade	M	1330
Queensland	16		F	3593
Queensland	16		M	2956
Queensland	16	Accommodation and food services	F	15000
Queensland	16	Accommodation and food services	M	9201
Queensland	16	Administrative and support services	F	6489
Queensland	16	Administrative and support services	M	4036
Queensland	16	Agriculture forestry and fishing	F	2275
Queensland	16	Agriculture forestry and fishing	M	1886
Queensland	16	Arts and recreation services	F	2342
Queensland	16	Arts and recreation services	M	1544
Queensland	16	Construction	F	3186
Queensland	16	Construction	M	6521
Queensland	16	Education and training	F	18595
Queensland	16	Education and training	M	3401
Queensland	16	Electricity gas water and waste services	F	437
Queensland	16	Electricity gas water and waste services	M	352
Queensland	16	Financial and insurance services	F	2980
Queensland	16	Financial and insurance services	M	767
Queensland	16	Health care and social assistance	F	34100
Queensland	16	Health care and social assistance	M	4493
Queensland	16	Information media and telecommunications	F	1090
Queensland	16	Information media and telecommunications	M	666
Queensland	16	Manufacturing	F	3357
Queensland	16	Manufacturing	M	2565
Queensland	16	Mining	F	386
Queensland	16	Mining	M	576
Queensland	16	Other services	F	5779
Queensland	16	Other services	M	2355
Queensland	16	Professional scientific and technical services	F	7560
Queensland	16	Professional scientific and technical services	M	3138
Queensland	16	Public administration and safety	F	5274
Queensland	16	Public administration and safety	M	2118
Queensland	16	Rental hiring and real estate services	F	2169
Queensland	16	Rental hiring and real estate services	M	1038
Queensland	16	Retail trade	F	20277
Queensland	16	Retail trade	M	8283
Queensland	16	Transport postal and warehousing	F	3098
Queensland	16	Transport postal and warehousing	M	4471
Queensland	16	Wholesale trade	F	1778
Queensland	16	Wholesale trade	M	1143
Queensland	25		F	4029
Queensland	25		M	3650
Queensland	25	Accommodation and food services	F	15121
Queensland	25	Accommodation and food services	M	8081
Queensland	25	Administrative and support services	F	6201
Queensland	25	Administrative and support services	M	4297
Queensland	25	Agriculture forestry and fishing	F	2854
Queensland	25	Agriculture forestry and fishing	M	2841
Queensland	25	Arts and recreation services	F	2688
Queensland	25	Arts and recreation services	M	2005
Queensland	25	Construction	F	3596
Queensland	25	Construction	M	11370
Queensland	25	Education and training	F	26985
Queensland	25	Education and training	M	5893
Queensland	25	Electricity gas water and waste services	F	586
Queensland	25	Electricity gas water and waste services	M	631
Queensland	25	Financial and insurance services	F	4004
Queensland	25	Financial and insurance services	M	1063
Queensland	25	Health care and social assistance	F	47711
Queensland	25	Health care and social assistance	M	7410
Queensland	25	Information media and telecommunications	F	1374
Queensland	25	Information media and telecommunications	M	928
Queensland	25	Manufacturing	F	4454
Queensland	25	Manufacturing	M	4399
Queensland	25	Mining	F	481
Queensland	25	Mining	M	733
Queensland	25	Other services	F	6760
Queensland	25	Other services	M	3290
Queensland	25	Professional scientific and technical services	F	8558
Queensland	25	Professional scientific and technical services	M	3903
Queensland	25	Public administration and safety	F	6510
Queensland	25	Public administration and safety	M	3261
Queensland	25	Rental hiring and real estate services	F	2579
Queensland	25	Rental hiring and real estate services	M	1489
Queensland	25	Retail trade	F	22366
Queensland	25	Retail trade	M	9458
Queensland	25	Transport postal and warehousing	F	3878
Queensland	25	Transport postal and warehousing	M	6757
Queensland	25	Wholesale trade	F	2344
Queensland	25	Wholesale trade	M	1676
Queensland	35		F	4762
Queensland	35		M	9759
Queensland	35	Accommodation and food services	F	10273
Queensland	35	Accommodation and food services	M	8590
Queensland	35	Administrative and support services	F	7227
Queensland	35	Administrative and support services	M	6369
Queensland	35	Agriculture forestry and fishing	F	2217
Queensland	35	Agriculture forestry and fishing	M	3769
Queensland	35	Arts and recreation services	F	2303
Queensland	35	Arts and recreation services	M	3244
Queensland	35	Construction	F	4278
Queensland	35	Construction	M	22491
Queensland	35	Education and training	F	22485
Queensland	35	Education and training	M	10169
Queensland	35	Electricity gas water and waste services	F	1288
Queensland	35	Electricity gas water and waste services	M	4038
Queensland	35	Financial and insurance services	F	8871
Queensland	35	Financial and insurance services	M	5178
Queensland	35	Health care and social assistance	F	49410
Queensland	35	Health care and social assistance	M	14293
Queensland	35	Information media and telecommunications	F	2662
Queensland	35	Information media and telecommunications	M	3808
Queensland	35	Manufacturing	F	8688
Queensland	35	Manufacturing	M	24931
Queensland	35	Mining	F	953
Queensland	35	Mining	M	3073
Queensland	35	Other services	F	7444
Queensland	35	Other services	M	9159
Queensland	35	Professional scientific and technical services	F	12594
Queensland	35	Professional scientific and technical services	M	10521
Queensland	35	Public administration and safety	F	20938
Queensland	35	Public administration and safety	M	22795
Queensland	35	Rental hiring and real estate services	F	5207
Queensland	35	Rental hiring and real estate services	M	2780
Queensland	35	Retail trade	F	22235
Queensland	35	Retail trade	M	17278
Queensland	35	Transport postal and warehousing	F	5990
Queensland	35	Transport postal and warehousing	M	14887
Queensland	35	Wholesale trade	F	4613
Queensland	35	Wholesale trade	M	8725
Queensland	40		F	4125
Queensland	40		M	10976
Queensland	40	Accommodation and food services	F	6528
Queensland	40	Accommodation and food services	M	6826
Queensland	40	Administrative and support services	F	5193
Queensland	40	Administrative and support services	M	5949
Queensland	40	Agriculture forestry and fishing	F	2836
Queensland	40	Agriculture forestry and fishing	M	6324
Queensland	40	Arts and recreation services	F	1774
Queensland	40	Arts and recreation services	M	2944
Queensland	40	Construction	F	4964
Queensland	40	Construction	M	41908
Queensland	40	Education and training	F	16899
Queensland	40	Education and training	M	9675
Queensland	40	Electricity gas water and waste services	F	1532
Queensland	40	Electricity gas water and waste services	M	5290
Queensland	40	Financial and insurance services	F	6160
Queensland	40	Financial and insurance services	M	6439
Queensland	40	Health care and social assistance	F	29241
Queensland	40	Health care and social assistance	M	12683
Queensland	40	Information media and telecommunications	F	1616
Queensland	40	Information media and telecommunications	M	3471
Queensland	40	Manufacturing	F	6304
Queensland	40	Manufacturing	M	22070
Queensland	40	Mining	F	1357
Queensland	40	Mining	M	4062
Queensland	40	Other services	F	4769
Queensland	40	Other services	M	10015
Queensland	40	Professional scientific and technical services	F	11416
Queensland	40	Professional scientific and technical services	M	19263
Queensland	40	Public administration and safety	F	11830
Queensland	40	Public administration and safety	M	19360
Queensland	40	Rental hiring and real estate services	F	4382
Queensland	40	Rental hiring and real estate services	M	4021
Queensland	40	Retail trade	F	9748
Queensland	40	Retail trade	M	12489
Queensland	40	Transport postal and warehousing	F	4546
Queensland	40	Transport postal and warehousing	M	14940
Queensland	40	Wholesale trade	F	3741
Queensland	40	Wholesale trade	M	9269
Queensland	41		F	1276
Queensland	41		M	4386
Queensland	41	Accommodation and food services	F	4413
Queensland	41	Accommodation and food services	M	4733
Queensland	41	Administrative and support services	F	2269
Queensland	41	Administrative and support services	M	2880
Queensland	41	Agriculture forestry and fishing	F	1200
Queensland	41	Agriculture forestry and fishing	M	3382
Queensland	41	Arts and recreation services	F	918
Queensland	41	Arts and recreation services	M	1403
Queensland	41	Construction	F	1965
Queensland	41	Construction	M	22864
Queensland	41	Education and training	F	10204
Queensland	41	Education and training	M	5221
Queensland	41	Electricity gas water and waste services	F	548
Queensland	41	Electricity gas water and waste services	M	2763
Queensland	41	Financial and insurance services	F	2589
Queensland	41	Financial and insurance services	M	3043
Queensland	41	Health care and social assistance	F	10727
Queensland	41	Health care and social assistance	M	5208
Queensland	41	Information media and telecommunications	F	854
Queensland	41	Information media and telecommunications	M	1755
Queensland	41	Manufacturing	F	3091
Queensland	41	Manufacturing	M	15973
Queensland	41	Mining	F	1267
Queensland	41	Mining	M	7179
Queensland	41	Other services	F	2541
Queensland	41	Other services	M	5503
Queensland	41	Professional scientific and technical services	F	5056
Queensland	41	Professional scientific and technical services	M	8836
Queensland	41	Public administration and safety	F	5592
Queensland	41	Public administration and safety	M	11818
Queensland	41	Rental hiring and real estate services	F	1973
Queensland	41	Rental hiring and real estate services	M	2364
Queensland	41	Retail trade	F	6453
Queensland	41	Retail trade	M	8426
Queensland	41	Transport postal and warehousing	F	2296
Queensland	41	Transport postal and warehousing	M	10349
Queensland	41	Wholesale trade	F	1691
Queensland	41	Wholesale trade	M	5970
Queensland	49		F	2440
Queensland	49		M	10002
Queensland	49	Accommodation and food services	F	7189
Queensland	49	Accommodation and food services	M	10562
Queensland	49	Administrative and support services	F	3331
Queensland	49	Administrative and support services	M	5321
Queensland	49	Agriculture forestry and fishing	F	5088
Queensland	49	Agriculture forestry and fishing	M	18365
Queensland	49	Arts and recreation services	F	1267
Queensland	49	Arts and recreation services	M	2494
Queensland	49	Construction	F	2741
Queensland	49	Construction	M	46838
Queensland	49	Education and training	F	17714
Queensland	49	Education and training	M	9762
Queensland	49	Electricity gas water and waste services	F	506
Queensland	49	Electricity gas water and waste services	M	4258
Queensland	49	Financial and insurance services	F	2661
Queensland	49	Financial and insurance services	M	5790
Queensland	49	Health care and social assistance	F	13011
Queensland	49	Health care and social assistance	M	9145
Queensland	49	Information media and telecommunications	F	1082
Queensland	49	Information media and telecommunications	M	2920
Queensland	49	Manufacturing	F	2856
Queensland	49	Manufacturing	M	19454
Queensland	49	Mining	F	2407
Queensland	49	Mining	M	21273
Queensland	49	Other services	F	2674
Queensland	49	Other services	M	9503
Queensland	49	Professional scientific and technical services	F	6920
Queensland	49	Professional scientific and technical services	M	18727
Queensland	49	Public administration and safety	F	4355
Queensland	49	Public administration and safety	M	11421
Queensland	49	Rental hiring and real estate services	F	2975
Queensland	49	Rental hiring and real estate services	M	6537
Queensland	49	Retail trade	F	7084
Queensland	49	Retail trade	M	14953
Queensland	49	Transport postal and warehousing	F	2691
Queensland	49	Transport postal and warehousing	M	22288
Queensland	49	Wholesale trade	F	1645
Queensland	49	Wholesale trade	M	8904
South Australia			F	2157
South Australia			M	2942
South Australia		Accommodation and food services	F	372
South Australia		Accommodation and food services	M	321
South Australia		Administrative and support services	F	144
South Australia		Administrative and support services	M	143
South Australia		Agriculture forestry and fishing	F	157
South Australia		Agriculture forestry and fishing	M	341
South Australia		Arts and recreation services	F	57
South Australia		Arts and recreation services	M	65
South Australia		Construction	F	68
South Australia		Construction	M	593
South Australia		Education and training	F	299
South Australia		Education and training	M	129
South Australia		Electricity gas water and waste services	F	9
South Australia		Electricity gas water and waste services	M	60
South Australia		Financial and insurance services	F	58
South Australia		Financial and insurance services	M	43
South Australia		Health care and social assistance	F	795
South Australia		Health care and social assistance	M	206
South Australia		Information media and telecommunications	F	34
South Australia		Information media and telecommunications	M	37
South Australia		Manufacturing	F	119
South Australia		Manufacturing	M	363
South Australia		Mining	F	13
South Australia		Mining	M	85
South Australia		Other services	F	140
South Australia		Other services	M	146
South Australia		Professional scientific and technical services	F	113
South Australia		Professional scientific and technical services	M	145
South Australia		Public administration and safety	F	151
South Australia		Public administration and safety	M	229
South Australia		Rental hiring and real estate services	F	39
South Australia		Rental hiring and real estate services	M	45
South Australia		Retail trade	F	422
South Australia		Retail trade	M	361
South Australia		Transport postal and warehousing	F	59
South Australia		Transport postal and warehousing	M	354
South Australia		Wholesale trade	F	33
South Australia		Wholesale trade	M	112
South Australia	0		F	416
South Australia	0		M	563
South Australia	0	Accommodation and food services	F	919
South Australia	0	Accommodation and food services	M	556
South Australia	0	Administrative and support services	F	511
South Australia	0	Administrative and support services	M	345
South Australia	0	Agriculture forestry and fishing	F	382
South Australia	0	Agriculture forestry and fishing	M	805
South Australia	0	Arts and recreation services	F	190
South Australia	0	Arts and recreation services	M	151
South Australia	0	Construction	F	250
South Australia	0	Construction	M	1311
South Australia	0	Education and training	F	2059
South Australia	0	Education and training	M	544
South Australia	0	Electricity gas water and waste services	F	126
South Australia	0	Electricity gas water and waste services	M	228
South Australia	0	Financial and insurance services	F	668
South Australia	0	Financial and insurance services	M	222
South Australia	0	Health care and social assistance	F	4947
South Australia	0	Health care and social assistance	M	807
South Australia	0	Information media and telecommunications	F	158
South Australia	0	Information media and telecommunications	M	155
South Australia	0	Manufacturing	F	538
South Australia	0	Manufacturing	M	1034
South Australia	0	Mining	F	82
South Australia	0	Mining	M	507
South Australia	0	Other services	F	468
South Australia	0	Other services	M	360
South Australia	0	Professional scientific and technical services	F	770
South Australia	0	Professional scientific and technical services	M	461
South Australia	0	Public administration and safety	F	1666
South Australia	0	Public administration and safety	M	1083
South Australia	0	Rental hiring and real estate services	F	176
South Australia	0	Rental hiring and real estate services	M	158
South Australia	0	Retail trade	F	1824
South Australia	0	Retail trade	M	908
South Australia	0	Transport postal and warehousing	F	318
South Australia	0	Transport postal and warehousing	M	892
South Australia	0	Wholesale trade	F	210
South Australia	0	Wholesale trade	M	367
South Australia	1		F	1573
South Australia	1		M	1245
South Australia	1	Accommodation and food services	F	10462
South Australia	1	Accommodation and food services	M	6276
South Australia	1	Administrative and support services	F	3597
South Australia	1	Administrative and support services	M	1777
South Australia	1	Agriculture forestry and fishing	F	1501
South Australia	1	Agriculture forestry and fishing	M	1316
South Australia	1	Arts and recreation services	F	1561
South Australia	1	Arts and recreation services	M	1165
South Australia	1	Construction	F	1478
South Australia	1	Construction	M	2195
South Australia	1	Education and training	F	6322
South Australia	1	Education and training	M	2532
South Australia	1	Electricity gas water and waste services	F	124
South Australia	1	Electricity gas water and waste services	M	203
South Australia	1	Financial and insurance services	F	772
South Australia	1	Financial and insurance services	M	249
South Australia	1	Health care and social assistance	F	10283
South Australia	1	Health care and social assistance	M	1822
South Australia	1	Information media and telecommunications	F	521
South Australia	1	Information media and telecommunications	M	420
South Australia	1	Manufacturing	F	2211
South Australia	1	Manufacturing	M	1364
South Australia	1	Mining	F	61
South Australia	1	Mining	M	133
South Australia	1	Other services	F	2811
South Australia	1	Other services	M	1144
South Australia	1	Professional scientific and technical services	F	2713
South Australia	1	Professional scientific and technical services	M	1610
South Australia	1	Public administration and safety	F	1181
South Australia	1	Public administration and safety	M	858
South Australia	1	Rental hiring and real estate services	F	650
South Australia	1	Rental hiring and real estate services	M	372
South Australia	1	Retail trade	F	12685
South Australia	1	Retail trade	M	6566
South Australia	1	Transport postal and warehousing	F	822
South Australia	1	Transport postal and warehousing	M	1271
South Australia	1	Wholesale trade	F	655
South Australia	1	Wholesale trade	M	673
South Australia	16		F	956
South Australia	16		M	835
South Australia	16	Accommodation and food services	F	4857
South Australia	16	Accommodation and food services	M	2793
South Australia	16	Administrative and support services	F	2487
South Australia	16	Administrative and support services	M	1459
South Australia	16	Agriculture forestry and fishing	F	1052
South Australia	16	Agriculture forestry and fishing	M	1127
South Australia	16	Arts and recreation services	F	689
South Australia	16	Arts and recreation services	M	484
South Australia	16	Construction	F	1016
South Australia	16	Construction	M	2196
South Australia	16	Education and training	F	6624
South Australia	16	Education and training	M	1355
South Australia	16	Electricity gas water and waste services	F	196
South Australia	16	Electricity gas water and waste services	M	168
South Australia	16	Financial and insurance services	F	1510
South Australia	16	Financial and insurance services	M	256
South Australia	16	Health care and social assistance	F	15676
South Australia	16	Health care and social assistance	M	2083
South Australia	16	Information media and telecommunications	F	454
South Australia	16	Information media and telecommunications	M	268
South Australia	16	Manufacturing	F	1778
South Australia	16	Manufacturing	M	1366
South Australia	16	Mining	F	92
South Australia	16	Mining	M	185
South Australia	16	Other services	F	2031
South Australia	16	Other services	M	872
South Australia	16	Professional scientific and technical services	F	2534
South Australia	16	Professional scientific and technical services	M	1056
South Australia	16	Public administration and safety	F	2690
South Australia	16	Public administration and safety	M	784
South Australia	16	Rental hiring and real estate services	F	567
South Australia	16	Rental hiring and real estate services	M	311
South Australia	16	Retail trade	F	7628
South Australia	16	Retail trade	M	3177
South Australia	16	Transport postal and warehousing	F	825
South Australia	16	Transport postal and warehousing	M	1569
South Australia	16	Wholesale trade	F	678
South Australia	16	Wholesale trade	M	509
South Australia	25		F	1093
South Australia	25		M	1110
South Australia	25	Accommodation and food services	F	4496
South Australia	25	Accommodation and food services	M	2729
South Australia	25	Administrative and support services	F	2204
South Australia	25	Administrative and support services	M	1781
South Australia	25	Agriculture forestry and fishing	F	1270
South Australia	25	Agriculture forestry and fishing	M	1762
South Australia	25	Arts and recreation services	F	792
South Australia	25	Arts and recreation services	M	657
South Australia	25	Construction	F	1113
South Australia	25	Construction	M	4144
South Australia	25	Education and training	F	7973
South Australia	25	Education and training	M	1675
South Australia	25	Electricity gas water and waste services	F	259
South Australia	25	Electricity gas water and waste services	M	293
South Australia	25	Financial and insurance services	F	2012
South Australia	25	Financial and insurance services	M	441
South Australia	25	Health care and social assistance	F	21371
South Australia	25	Health care and social assistance	M	3621
South Australia	25	Information media and telecommunications	F	516
South Australia	25	Information media and telecommunications	M	309
South Australia	25	Manufacturing	F	2272
South Australia	25	Manufacturing	M	2230
South Australia	25	Mining	F	121
South Australia	25	Mining	M	152
South Australia	25	Other services	F	2431
South Australia	25	Other services	M	1223
South Australia	25	Professional scientific and technical services	F	3008
South Australia	25	Professional scientific and technical services	M	1368
South Australia	25	Public administration and safety	F	3470
South Australia	25	Public administration and safety	M	1343
South Australia	25	Rental hiring and real estate services	F	683
South Australia	25	Rental hiring and real estate services	M	338
South Australia	25	Retail trade	F	8527
South Australia	25	Retail trade	M	3883
South Australia	25	Transport postal and warehousing	F	1062
South Australia	25	Transport postal and warehousing	M	2301
South Australia	25	Wholesale trade	F	891
South Australia	25	Wholesale trade	M	749
South Australia	35		F	1185
South Australia	35		M	2927
South Australia	35	Accommodation and food services	F	2531
South Australia	35	Accommodation and food services	M	2386
South Australia	35	Administrative and support services	F	2488
South Australia	35	Administrative and support services	M	2587
South Australia	35	Agriculture forestry and fishing	F	927
South Australia	35	Agriculture forestry and fishing	M	2591
South Australia	35	Arts and recreation services	F	640
South Australia	35	Arts and recreation services	M	822
South Australia	35	Construction	F	1237
South Australia	35	Construction	M	8370
South Australia	35	Education and training	F	7577
South Australia	35	Education and training	M	3959
South Australia	35	Electricity gas water and waste services	F	705
South Australia	35	Electricity gas water and waste services	M	1745
South Australia	35	Financial and insurance services	F	3444
South Australia	35	Financial and insurance services	M	2217
South Australia	35	Health care and social assistance	F	18614
South Australia	35	Health care and social assistance	M	6405
South Australia	35	Information media and telecommunications	F	990
South Australia	35	Information media and telecommunications	M	1675
South Australia	35	Manufacturing	F	4032
South Australia	35	Manufacturing	M	13339
South Australia	35	Mining	F	206
South Australia	35	Mining	M	631
South Australia	35	Other services	F	2545
South Australia	35	Other services	M	3742
South Australia	35	Professional scientific and technical services	F	4089
South Australia	35	Professional scientific and technical services	M	4177
South Australia	35	Public administration and safety	F	7918
South Australia	35	Public administration and safety	M	9269
South Australia	35	Rental hiring and real estate services	F	1350
South Australia	35	Rental hiring and real estate services	M	839
South Australia	35	Retail trade	F	6899
South Australia	35	Retail trade	M	6816
South Australia	35	Transport postal and warehousing	F	1278
South Australia	35	Transport postal and warehousing	M	4678
South Australia	35	Wholesale trade	F	1619
South Australia	35	Wholesale trade	M	3711
South Australia	40		F	804
South Australia	40		M	2555
South Australia	40	Accommodation and food services	F	1521
South Australia	40	Accommodation and food services	M	1841
South Australia	40	Administrative and support services	F	1266
South Australia	40	Administrative and support services	M	1877
South Australia	40	Agriculture forestry and fishing	F	1119
South Australia	40	Agriculture forestry and fishing	M	3934
South Australia	40	Arts and recreation services	F	476
South Australia	40	Arts and recreation services	M	782
South Australia	40	Construction	F	1143
South Australia	40	Construction	M	13157
South Australia	40	Education and training	F	5053
South Australia	40	Education and training	M	3411
South Australia	40	Electricity gas water and waste services	F	409
South Australia	40	Electricity gas water and waste services	M	1846
South Australia	40	Financial and insurance services	F	1870
South Australia	40	Financial and insurance services	M	2107
South Australia	40	Health care and social assistance	F	7359
South Australia	40	Health care and social assistance	M	3423
South Australia	40	Information media and telecommunications	F	546
South Australia	40	Information media and telecommunications	M	1535
South Australia	40	Manufacturing	F	2381
South Australia	40	Manufacturing	M	10230
South Australia	40	Mining	F	245
South Australia	40	Mining	M	877
South Australia	40	Other services	F	1355
South Australia	40	Other services	M	3551
South Australia	40	Professional scientific and technical services	F	2757
South Australia	40	Professional scientific and technical services	M	5634
South Australia	40	Public administration and safety	F	4195
South Australia	40	Public administration and safety	M	7113
South Australia	40	Rental hiring and real estate services	F	804
South Australia	40	Rental hiring and real estate services	M	871
South Australia	40	Retail trade	F	2875
South Australia	40	Retail trade	M	4433
South Australia	40	Transport postal and warehousing	F	868
South Australia	40	Transport postal and warehousing	M	4137
South Australia	40	Wholesale trade	F	1071
South Australia	40	Wholesale trade	M	3646
South Australia	41		F	299
South Australia	41		M	1103
South Australia	41	Accommodation and food services	F	1206
South Australia	41	Accommodation and food services	M	1639
South Australia	41	Administrative and support services	F	686
South Australia	41	Administrative and support services	M	1079
South Australia	41	Agriculture forestry and fishing	F	463
South Australia	41	Agriculture forestry and fishing	M	2278
South Australia	41	Arts and recreation services	F	256
South Australia	41	Arts and recreation services	M	388
South Australia	41	Construction	F	494
South Australia	41	Construction	M	6433
South Australia	41	Education and training	F	3685
South Australia	41	Education and training	M	2017
South Australia	41	Electricity gas water and waste services	F	193
South Australia	41	Electricity gas water and waste services	M	1107
South Australia	41	Financial and insurance services	F	894
South Australia	41	Financial and insurance services	M	1172
South Australia	41	Health care and social assistance	F	3635
South Australia	41	Health care and social assistance	M	1991
South Australia	41	Information media and telecommunications	F	256
South Australia	41	Information media and telecommunications	M	641
South Australia	41	Manufacturing	F	1210
South Australia	41	Manufacturing	M	7171
South Australia	41	Mining	F	169
South Australia	41	Mining	M	992
South Australia	41	Other services	F	722
South Australia	41	Other services	M	2051
South Australia	41	Professional scientific and technical services	F	1460
South Australia	41	Professional scientific and technical services	M	2784
South Australia	41	Public administration and safety	F	1971
South Australia	41	Public administration and safety	M	4138
South Australia	41	Rental hiring and real estate services	F	410
South Australia	41	Rental hiring and real estate services	M	615
South Australia	41	Retail trade	F	2132
South Australia	41	Retail trade	M	3758
South Australia	41	Transport postal and warehousing	F	461
South Australia	41	Transport postal and warehousing	M	3378
South Australia	41	Wholesale trade	F	514
South Australia	41	Wholesale trade	M	2375
South Australia	49		F	505
South Australia	49		M	2033
South Australia	49	Accommodation and food services	F	1719
South Australia	49	Accommodation and food services	M	2917
South Australia	49	Administrative and support services	F	797
South Australia	49	Administrative and support services	M	1387
South Australia	49	Agriculture forestry and fishing	F	1309
South Australia	49	Agriculture forestry and fishing	M	7698
South Australia	49	Arts and recreation services	F	305
South Australia	49	Arts and recreation services	M	660
South Australia	49	Construction	F	457
South Australia	49	Construction	M	10443
South Australia	49	Education and training	F	5653
