STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
Queensland	0	52500	Managers	587
Queensland	0	52500	Professionals	1347
Queensland	0	52500	Sales workers	532
Queensland	0	52500	Technicians and trades workers	1048
Queensland	0	65625		129
Queensland	0	65625	Clerical and administrative workers	1875
Queensland	0	65625	Community and personal service workers	1068
Queensland	0	65625	Labourers	629
Queensland	0	65625	Machinery operators and drivers	682
Queensland	0	65625	Managers	762
Queensland	0	65625	Professionals	2190
Queensland	0	65625	Sales workers	396
Queensland	0	65625	Technicians and trades workers	1178
Queensland	0	78750		92
Queensland	0	78750	Clerical and administrative workers	1308
Queensland	0	78750	Community and personal service workers	671
Queensland	0	78750	Labourers	274
Queensland	0	78750	Machinery operators and drivers	540
Queensland	0	78750	Managers	653
Queensland	0	78750	Professionals	2387
Queensland	0	78750	Sales workers	180
Queensland	0	78750	Technicians and trades workers	894
Queensland	0	91875		96
Queensland	0	91875	Clerical and administrative workers	756
Queensland	0	91875	Community and personal service workers	524
Queensland	0	91875	Labourers	186
Queensland	0	91875	Machinery operators and drivers	457
Queensland	0	91875	Managers	688
Queensland	0	91875	Professionals	2814
Queensland	0	91875	Sales workers	116
Queensland	0	91875	Technicians and trades workers	713
Queensland	0	105000		51
Queensland	0	105000	Clerical and administrative workers	351
Queensland	0	105000	Community and personal service workers	305
Queensland	0	105000	Labourers	128
Queensland	0	105000	Machinery operators and drivers	408
Queensland	0	105000	Managers	492
Queensland	0	105000	Professionals	1695
Queensland	0	105000	Sales workers	65
Queensland	0	105000	Technicians and trades workers	566
Queensland	0	157500		79
Queensland	0	157500	Clerical and administrative workers	333
Queensland	0	157500	Community and personal service workers	265
Queensland	0	157500	Labourers	134
Queensland	0	157500	Machinery operators and drivers	773
Queensland	0	157500	Managers	1128
Queensland	0	157500	Professionals	1989
Queensland	0	157500	Sales workers	79
Queensland	0	157500	Technicians and trades workers	988
Queensland	0	Inf		75
Queensland	0	Inf	Clerical and administrative workers	119
Queensland	0	Inf	Community and personal service workers	52
Queensland	0	Inf	Labourers	60
Queensland	0	Inf	Machinery operators and drivers	236
Queensland	0	Inf	Managers	608
Queensland	0	Inf	Professionals	1009
Queensland	0	Inf	Sales workers	43
Queensland	0	Inf	Technicians and trades workers	414
Queensland	1			162
Queensland	1		Clerical and administrative workers	344
Queensland	1		Community and personal service workers	522
Queensland	1		Labourers	711
Queensland	1		Machinery operators and drivers	115
Queensland	1		Managers	168
Queensland	1		Professionals	292
Queensland	1		Sales workers	803
Queensland	1		Technicians and trades workers	206
Queensland	1	0		151
Queensland	1	0	Clerical and administrative workers	805
Queensland	1	0	Community and personal service workers	634
Queensland	1	0	Labourers	860
Queensland	1	0	Machinery operators and drivers	136
Queensland	1	0	Managers	354
Queensland	1	0	Professionals	398
Queensland	1	0	Sales workers	830
Queensland	1	0	Technicians and trades workers	287
Queensland	1	7875		446
Queensland	1	7875	Clerical and administrative workers	3369
Queensland	1	7875	Community and personal service workers	11234
Queensland	1	7875	Labourers	13117
Queensland	1	7875	Machinery operators and drivers	1126
Queensland	1	7875	Managers	699
Queensland	1	7875	Professionals	3209
Queensland	1	7875	Sales workers	22884
Queensland	1	7875	Technicians and trades workers	2323
Queensland	1	15750		385
Queensland	1	15750	Clerical and administrative workers	5309
Queensland	1	15750	Community and personal service workers	10263
Queensland	1	15750	Labourers	9350
Queensland	1	15750	Machinery operators and drivers	1419
Queensland	1	15750	Managers	1059
Queensland	1	15750	Professionals	4053
Queensland	1	15750	Sales workers	12756
Queensland	1	15750	Technicians and trades workers	2650
Queensland	1	21000		278
Queensland	1	21000	Clerical and administrative workers	4939
Queensland	1	21000	Community and personal service workers	6772
Queensland	1	21000	Labourers	6579
Queensland	1	21000	Machinery operators and drivers	1130
Queensland	1	21000	Managers	1007
Queensland	1	21000	Professionals	3583
Queensland	1	21000	Sales workers	6533
Queensland	1	21000	Technicians and trades workers	2399
Queensland	1	26250		208
Queensland	1	26250	Clerical and administrative workers	3688
Queensland	1	26250	Community and personal service workers	4785
Queensland	1	26250	Labourers	4629
Queensland	1	26250	Machinery operators and drivers	889
Queensland	1	26250	Managers	762
Queensland	1	26250	Professionals	3293
Queensland	1	26250	Sales workers	3851
Queensland	1	26250	Technicians and trades workers	1845
Queensland	1	34125		225
Queensland	1	34125	Clerical and administrative workers	3644
Queensland	1	34125	Community and personal service workers	4100
Queensland	1	34125	Labourers	3823
Queensland	1	34125	Machinery operators and drivers	841
Queensland	1	34125	Managers	877
Queensland	1	34125	Professionals	4144
Queensland	1	34125	Sales workers	2696
Queensland	1	34125	Technicians and trades workers	1779
Queensland	1	42000		156
Queensland	1	42000	Clerical and administrative workers	2266
Queensland	1	42000	Community and personal service workers	2111
Queensland	1	42000	Labourers	2033
Queensland	1	42000	Machinery operators and drivers	577
Queensland	1	42000	Managers	683
Queensland	1	42000	Professionals	3293
Queensland	1	42000	Sales workers	1241
Queensland	1	42000	Technicians and trades workers	1114
Queensland	1	52500		119
Queensland	1	52500	Clerical and administrative workers	1586
Queensland	1	52500	Community and personal service workers	1135
Queensland	1	52500	Labourers	1146
Queensland	1	52500	Machinery operators and drivers	481
Queensland	1	52500	Managers	640
Queensland	1	52500	Professionals	2636
Queensland	1	52500	Sales workers	633
Queensland	1	52500	Technicians and trades workers	955
Queensland	1	65625		114
Queensland	1	65625	Clerical and administrative workers	1250
Queensland	1	65625	Community and personal service workers	583
Queensland	1	65625	Labourers	647
Queensland	1	65625	Machinery operators and drivers	322
Queensland	1	65625	Managers	588
Queensland	1	65625	Professionals	2234
Queensland	1	65625	Sales workers	395
Queensland	1	65625	Technicians and trades workers	723
Queensland	1	78750		73
Queensland	1	78750	Clerical and administrative workers	780
Queensland	1	78750	Community and personal service workers	264
Queensland	1	78750	Labourers	228
Queensland	1	78750	Machinery operators and drivers	168
Queensland	1	78750	Managers	453
Queensland	1	78750	Professionals	1289
Queensland	1	78750	Sales workers	174
Queensland	1	78750	Technicians and trades workers	403
Queensland	1	91875		58
Queensland	1	91875	Clerical and administrative workers	565
Queensland	1	91875	Community and personal service workers	173
Queensland	1	91875	Labourers	134
Queensland	1	91875	Machinery operators and drivers	117
Queensland	1	91875	Managers	400
Queensland	1	91875	Professionals	1155
Queensland	1	91875	Sales workers	135
Queensland	1	91875	Technicians and trades workers	282
Queensland	1	105000		38
Queensland	1	105000	Clerical and administrative workers	247
Queensland	1	105000	Community and personal service workers	83
Queensland	1	105000	Labourers	63
Queensland	1	105000	Machinery operators and drivers	88
Queensland	1	105000	Managers	260
Queensland	1	105000	Professionals	608
Queensland	1	105000	Sales workers	79
Queensland	1	105000	Technicians and trades workers	163
Queensland	1	157500		57
Queensland	1	157500	Clerical and administrative workers	318
Queensland	1	157500	Community and personal service workers	78
Queensland	1	157500	Labourers	82
Queensland	1	157500	Machinery operators and drivers	129
Queensland	1	157500	Managers	451
Queensland	1	157500	Professionals	817
Queensland	1	157500	Sales workers	123
Queensland	1	157500	Technicians and trades workers	194
Queensland	1	Inf		93
Queensland	1	Inf	Clerical and administrative workers	330
Queensland	1	Inf	Community and personal service workers	85
Queensland	1	Inf	Labourers	107
Queensland	1	Inf	Machinery operators and drivers	49
Queensland	1	Inf	Managers	572
Queensland	1	Inf	Professionals	652
Queensland	1	Inf	Sales workers	170
Queensland	1	Inf	Technicians and trades workers	123
Queensland	16			101
Queensland	16		Clerical and administrative workers	342
Queensland	16		Community and personal service workers	429
Queensland	16		Labourers	371
Queensland	16		Machinery operators and drivers	128
Queensland	16		Managers	144
Queensland	16		Professionals	312
Queensland	16		Sales workers	367
Queensland	16		Technicians and trades workers	216
Queensland	16	0		38
Queensland	16	0	Clerical and administrative workers	307
Queensland	16	0	Community and personal service workers	157
Queensland	16	0	Labourers	254
Queensland	16	0	Machinery operators and drivers	73
Queensland	16	0	Managers	210
Queensland	16	0	Professionals	186
Queensland	16	0	Sales workers	152
Queensland	16	0	Technicians and trades workers	139
Queensland	16	7875		55
Queensland	16	7875	Clerical and administrative workers	409
Queensland	16	7875	Community and personal service workers	893
Queensland	16	7875	Labourers	1009
Queensland	16	7875	Machinery operators and drivers	130
Queensland	16	7875	Managers	217
Queensland	16	7875	Professionals	356
Queensland	16	7875	Sales workers	1382
Queensland	16	7875	Technicians and trades workers	387
Queensland	16	15750		156
Queensland	16	15750	Clerical and administrative workers	1493
Queensland	16	15750	Community and personal service workers	3428
Queensland	16	15750	Labourers	3190
Queensland	16	15750	Machinery operators and drivers	647
Queensland	16	15750	Managers	545
Queensland	16	15750	Professionals	888
Queensland	16	15750	Sales workers	4486
Queensland	16	15750	Technicians and trades workers	1195
Queensland	16	21000		226
Queensland	16	21000	Clerical and administrative workers	3229
Queensland	16	21000	Community and personal service workers	6141
Queensland	16	21000	Labourers	5607
Queensland	16	21000	Machinery operators and drivers	1173
Queensland	16	21000	Managers	994
Queensland	16	21000	Professionals	1530
Queensland	16	21000	Sales workers	6106
Queensland	16	21000	Technicians and trades workers	2072
Queensland	16	26250		272
Queensland	16	26250	Clerical and administrative workers	5626
Queensland	16	26250	Community and personal service workers	8463
Queensland	16	26250	Labourers	7172
Queensland	16	26250	Machinery operators and drivers	1595
Queensland	16	26250	Managers	1132
Queensland	16	26250	Professionals	2262
Queensland	16	26250	Sales workers	7111
Queensland	16	26250	Technicians and trades workers	2850
Queensland	16	34125		247
Queensland	16	34125	Clerical and administrative workers	7718
Queensland	16	34125	Community and personal service workers	8871
Queensland	16	34125	Labourers	5887
Queensland	16	34125	Machinery operators and drivers	1702
Queensland	16	34125	Managers	1448
Queensland	16	34125	Professionals	4422
Queensland	16	34125	Sales workers	5639
Queensland	16	34125	Technicians and trades workers	2982
Queensland	16	42000		186
Queensland	16	42000	Clerical and administrative workers	5220
Queensland	16	42000	Community and personal service workers	4895
Queensland	16	42000	Labourers	2809
Queensland	16	42000	Machinery operators and drivers	1124
Queensland	16	42000	Managers	1062
Queensland	16	42000	Professionals	5378
Queensland	16	42000	Sales workers	2389
Queensland	16	42000	Technicians and trades workers	1982
Queensland	16	52500		148
Queensland	16	52500	Clerical and administrative workers	3258
Queensland	16	52500	Community and personal service workers	2508
Queensland	16	52500	Labourers	1528
Queensland	16	52500	Machinery operators and drivers	731
Queensland	16	52500	Managers	877
Queensland	16	52500	Professionals	5994
Queensland	16	52500	Sales workers	1064
Queensland	16	52500	Technicians and trades workers	1486
Queensland	16	65625		101
Queensland	16	65625	Clerical and administrative workers	2049
Queensland	16	65625	Community and personal service workers	1303
Queensland	16	65625	Labourers	766
Queensland	16	65625	Machinery operators and drivers	428
Queensland	16	65625	Managers	853
Queensland	16	65625	Professionals	5623
Queensland	16	65625	Sales workers	532
Queensland	16	65625	Technicians and trades workers	1075
Queensland	16	78750		51
Queensland	16	78750	Clerical and administrative workers	995
Queensland	16	78750	Community and personal service workers	477
Queensland	16	78750	Labourers	310
Queensland	16	78750	Machinery operators and drivers	200
Queensland	16	78750	Managers	555
Queensland	16	78750	Professionals	3430
Queensland	16	78750	Sales workers	202
Queensland	16	78750	Technicians and trades workers	537
Queensland	16	91875		48
Queensland	16	91875	Clerical and administrative workers	675
Queensland	16	91875	Community and personal service workers	269
Queensland	16	91875	Labourers	147
Queensland	16	91875	Machinery operators and drivers	145
Queensland	16	91875	Managers	475
Queensland	16	91875	Professionals	2241
Queensland	16	91875	Sales workers	183
Queensland	16	91875	Technicians and trades workers	311
Queensland	16	105000		28
Queensland	16	105000	Clerical and administrative workers	297
Queensland	16	105000	Community and personal service workers	118
Queensland	16	105000	Labourers	86
Queensland	16	105000	Machinery operators and drivers	98
Queensland	16	105000	Managers	286
Queensland	16	105000	Professionals	1038
Queensland	16	105000	Sales workers	85
Queensland	16	105000	Technicians and trades workers	216
Queensland	16	157500		38
Queensland	16	157500	Clerical and administrative workers	353
Queensland	16	157500	Community and personal service workers	104
Queensland	16	157500	Labourers	89
Queensland	16	157500	Machinery operators and drivers	129
Queensland	16	157500	Managers	457
Queensland	16	157500	Professionals	1350
Queensland	16	157500	Sales workers	106
Queensland	16	157500	Technicians and trades workers	269
Queensland	16	Inf		61
Queensland	16	Inf	Clerical and administrative workers	249
Queensland	16	Inf	Community and personal service workers	80
Queensland	16	Inf	Labourers	66
Queensland	16	Inf	Machinery operators and drivers	46
Queensland	16	Inf	Managers	473
Queensland	16	Inf	Professionals	978
Queensland	16	Inf	Sales workers	120
Queensland	16	Inf	Technicians and trades workers	130
Queensland	25			107
Queensland	25		Clerical and administrative workers	462
Queensland	25		Community and personal service workers	540
Queensland	25		Labourers	453
Queensland	25		Machinery operators and drivers	171
Queensland	25		Managers	213
Queensland	25		Professionals	392
Queensland	25		Sales workers	401
Queensland	25		Technicians and trades workers	307
Queensland	25	0		29
Queensland	25	0	Clerical and administrative workers	219
Queensland	25	0	Community and personal service workers	98
Queensland	25	0	Labourers	183
Queensland	25	0	Machinery operators and drivers	58
Queensland	25	0	Managers	291
Queensland	25	0	Professionals	179
Queensland	25	0	Sales workers	139
Queensland	25	0	Technicians and trades workers	137
Queensland	25	7875		37
Queensland	25	7875	Clerical and administrative workers	196
Queensland	25	7875	Community and personal service workers	233
Queensland	25	7875	Labourers	371
Queensland	25	7875	Machinery operators and drivers	77
Queensland	25	7875	Managers	220
Queensland	25	7875	Professionals	223
Queensland	25	7875	Sales workers	289
Queensland	25	7875	Technicians and trades workers	167
Queensland	25	15750		78
Queensland	25	15750	Clerical and administrative workers	527
Queensland	25	15750	Community and personal service workers	1097
Queensland	25	15750	Labourers	1192
Queensland	25	15750	Machinery operators and drivers	263
Queensland	25	15750	Managers	397
Queensland	25	15750	Professionals	495
Queensland	25	15750	Sales workers	1269
Queensland	25	15750	Technicians and trades workers	586
Queensland	25	21000		125
Queensland	25	21000	Clerical and administrative workers	1072
Queensland	25	21000	Community and personal service workers	2200
Queensland	25	21000	Labourers	2203
Queensland	25	21000	Machinery operators and drivers	534
Queensland	25	21000	Managers	682
Queensland	25	21000	Professionals	808
Queensland	25	21000	Sales workers	2386
Queensland	25	21000	Technicians and trades workers	1141
Queensland	25	26250		204
Queensland	25	26250	Clerical and administrative workers	2375
Queensland	25	26250	Community and personal service workers	5073
Queensland	25	26250	Labourers	4330
Queensland	25	26250	Machinery operators and drivers	1005
Queensland	25	26250	Managers	1018
Queensland	25	26250	Professionals	1191
Queensland	25	26250	Sales workers	4560
Queensland	25	26250	Technicians and trades workers	1983
Queensland	25	34125		360
Queensland	25	34125	Clerical and administrative workers	7446
Queensland	25	34125	Community and personal service workers	13982
Queensland	25	34125	Labourers	9150
Queensland	25	34125	Machinery operators and drivers	2444
Queensland	25	34125	Managers	2121
Queensland	25	34125	Professionals	2957
Queensland	25	34125	Sales workers	9822
Queensland	25	34125	Technicians and trades workers	4426
Queensland	25	42000		391
Queensland	25	42000	Clerical and administrative workers	9174
Queensland	25	42000	Community and personal service workers	13154
Queensland	25	42000	Labourers	7974
Queensland	25	42000	Machinery operators and drivers	2907
Queensland	25	42000	Managers	2373
Queensland	25	42000	Professionals	4433
Queensland	25	42000	Sales workers	7013
Queensland	25	42000	Technicians and trades workers	4709
Queensland	25	52500		310
Queensland	25	52500	Clerical and administrative workers	7404
Queensland	25	52500	Community and personal service workers	7095
Queensland	25	52500	Labourers	3967
Queensland	25	52500	Machinery operators and drivers	2164
Queensland	25	52500	Managers	2040
Queensland	25	52500	Professionals	6293
Queensland	25	52500	Sales workers	2723
Queensland	25	52500	Technicians and trades workers	3700
Queensland	25	65625		210
Queensland	25	65625	Clerical and administrative workers	4930
Queensland	25	65625	Community and personal service workers	3406
Queensland	25	65625	Labourers	1860
Queensland	25	65625	Machinery operators and drivers	1239
Queensland	25	65625	Managers	1647
Queensland	25	65625	Professionals	9153
Queensland	25	65625	Sales workers	1176
Queensland	25	65625	Technicians and trades workers	2659
Queensland	25	78750		119
Queensland	25	78750	Clerical and administrative workers	2303
Queensland	25	78750	Community and personal service workers	1263
Queensland	25	78750	Labourers	657
Queensland	25	78750	Machinery operators and drivers	439
Queensland	25	78750	Managers	1123
Queensland	25	78750	Professionals	8348
Queensland	25	78750	Sales workers	454
Queensland	25	78750	Technicians and trades workers	1367
Queensland	25	91875		84
Queensland	25	91875	Clerical and administrative workers	1285
Queensland	25	91875	Community and personal service workers	581
Queensland	25	91875	Labourers	321
Queensland	25	91875	Machinery operators and drivers	258
Queensland	25	91875	Managers	1018
Queensland	25	91875	Professionals	7945
Queensland	25	91875	Sales workers	279
Queensland	25	91875	Technicians and trades workers	797
Queensland	25	105000		56
Queensland	25	105000	Clerical and administrative workers	476
Queensland	25	105000	Community and personal service workers	224
Queensland	25	105000	Labourers	157
Queensland	25	105000	Machinery operators and drivers	181
Queensland	25	105000	Managers	654
Queensland	25	105000	Professionals	3751
Queensland	25	105000	Sales workers	146
Queensland	25	105000	Technicians and trades workers	440
Queensland	25	157500		63
Queensland	25	157500	Clerical and administrative workers	556
Queensland	25	157500	Community and personal service workers	171
Queensland	25	157500	Labourers	119
Queensland	25	157500	Machinery operators and drivers	197
Queensland	25	157500	Managers	977
Queensland	25	157500	Professionals	3219
Queensland	25	157500	Sales workers	194
Queensland	25	157500	Technicians and trades workers	468
Queensland	25	Inf		80
Queensland	25	Inf	Clerical and administrative workers	331
Queensland	25	Inf	Community and personal service workers	121
Queensland	25	Inf	Labourers	99
Queensland	25	Inf	Machinery operators and drivers	70
Queensland	25	Inf	Managers	714
Queensland	25	Inf	Professionals	1973
Queensland	25	Inf	Sales workers	158
Queensland	25	Inf	Technicians and trades workers	179
Queensland	35			301
Queensland	35		Clerical and administrative workers	818
Queensland	35		Community and personal service workers	441
Queensland	35		Labourers	498
Queensland	35		Machinery operators and drivers	366
Queensland	35		Managers	338
Queensland	35		Professionals	607
Queensland	35		Sales workers	361
Queensland	35		Technicians and trades workers	846
Queensland	35	0		53
Queensland	35	0	Clerical and administrative workers	161
Queensland	35	0	Community and personal service workers	66
Queensland	35	0	Labourers	128
Queensland	35	0	Machinery operators and drivers	59
Queensland	35	0	Managers	175
Queensland	35	0	Professionals	125
Queensland	35	0	Sales workers	72
Queensland	35	0	Technicians and trades workers	151
Queensland	35	7875		26
Queensland	35	7875	Clerical and administrative workers	101
Queensland	35	7875	Community and personal service workers	60
Queensland	35	7875	Labourers	146
Queensland	35	7875	Machinery operators and drivers	43
Queensland	35	7875	Managers	87
Queensland	35	7875	Professionals	104
Queensland	35	7875	Sales workers	82
Queensland	35	7875	Technicians and trades workers	104
Queensland	35	15750		33
Queensland	35	15750	Clerical and administrative workers	233
Queensland	35	15750	Community and personal service workers	250
Queensland	35	15750	Labourers	386
Queensland	35	15750	Machinery operators and drivers	114
Queensland	35	15750	Managers	159
Queensland	35	15750	Professionals	169
Queensland	35	15750	Sales workers	238
Queensland	35	15750	Technicians and trades workers	369
Queensland	35	21000		69
Queensland	35	21000	Clerical and administrative workers	499
Queensland	35	21000	Community and personal service workers	475
Queensland	35	21000	Labourers	732
Queensland	35	21000	Machinery operators and drivers	239
Queensland	35	21000	Managers	329
Queensland	35	21000	Professionals	267
Queensland	35	21000	Sales workers	537
Queensland	35	21000	Technicians and trades workers	1241
Queensland	35	26250		95
Queensland	35	26250	Clerical and administrative workers	953
Queensland	35	26250	Community and personal service workers	1000
Queensland	35	26250	Labourers	1211
Queensland	35	26250	Machinery operators and drivers	472
Queensland	35	26250	Managers	424
Queensland	35	26250	Professionals	442
Queensland	35	26250	Sales workers	975
Queensland	35	26250	Technicians and trades workers	2601
Queensland	35	34125		269
Queensland	35	34125	Clerical and administrative workers	3728
Queensland	35	34125	Community and personal service workers	4338
Queensland	35	34125	Labourers	5014
Queensland	35	34125	Machinery operators and drivers	1820
Queensland	35	34125	Managers	1254
Queensland	35	34125	Professionals	1219
Queensland	35	34125	Sales workers	3726
Queensland	35	34125	Technicians and trades workers	4980
Queensland	35	42000		671
Queensland	35	42000	Clerical and administrative workers	11612
Queensland	35	42000	Community and personal service workers	10444
Queensland	35	42000	Labourers	12418
Queensland	35	42000	Machinery operators and drivers	6996
Queensland	35	42000	Managers	3870
Queensland	35	42000	Professionals	3349
Queensland	35	42000	Sales workers	9767
Queensland	35	42000	Technicians and trades workers	10219
Queensland	35	52500		909
Queensland	35	52500	Clerical and administrative workers	20033
Queensland	35	52500	Community and personal service workers	10171
Queensland	35	52500	Labourers	11567
Queensland	35	52500	Machinery operators and drivers	8508
Queensland	35	52500	Managers	6554
Queensland	35	52500	Professionals	7413
Queensland	35	52500	Sales workers	8576
Queensland	35	52500	Technicians and trades workers	14264
Queensland	35	65625		883
Queensland	35	65625	Clerical and administrative workers	21789
Queensland	35	65625	Community and personal service workers	6631
Queensland	35	65625	Labourers	5593
Queensland	35	65625	Machinery operators and drivers	5225
Queensland	35	65625	Managers	6474
Queensland	35	65625	Professionals	13338
Queensland	35	65625	Sales workers	4243
Queensland	35	65625	Technicians and trades workers	13652
Queensland	35	78750		562
Queensland	35	78750	Clerical and administrative workers	11469
Queensland	35	78750	Community and personal service workers	3216
Queensland	35	78750	Labourers	1936
Queensland	35	78750	Machinery operators and drivers	1936
Queensland	35	78750	Managers	4152
Queensland	35	78750	Professionals	14035
Queensland	35	78750	Sales workers	1763
Queensland	35	78750	Technicians and trades workers	7497
Queensland	35	91875		390
Queensland	35	91875	Clerical and administrative workers	5781
Queensland	35	91875	Community and personal service workers	1882
Queensland	35	91875	Labourers	898
Queensland	35	91875	Machinery operators and drivers	939
Queensland	35	91875	Managers	3885
Queensland	35	91875	Professionals	15078
Queensland	35	91875	Sales workers	1044
Queensland	35	91875	Technicians and trades workers	4674
Queensland	35	105000		212
Queensland	35	105000	Clerical and administrative workers	2312
Queensland	35	105000	Community and personal service workers	1054
Queensland	35	105000	Labourers	388
Queensland	35	105000	Machinery operators and drivers	575
Queensland	35	105000	Managers	2632
Queensland	35	105000	Professionals	9417
Queensland	35	105000	Sales workers	452
Queensland	35	105000	Technicians and trades workers	2476
Queensland	35	157500		234
Queensland	35	157500	Clerical and administrative workers	2004
Queensland	35	157500	Community and personal service workers	747
Queensland	35	157500	Labourers	313
Queensland	35	157500	Machinery operators and drivers	861
Queensland	35	157500	Managers	4261
Queensland	35	157500	Professionals	10012
Queensland	35	157500	Sales workers	485
Queensland	35	157500	Technicians and trades workers	2461
Queensland	35	Inf		63
Queensland	35	Inf	Clerical and administrative workers	423
Queensland	35	Inf	Community and personal service workers	107
Queensland	35	Inf	Labourers	109
Queensland	35	Inf	Machinery operators and drivers	205
Queensland	35	Inf	Managers	1357
Queensland	35	Inf	Professionals	2863
Queensland	35	Inf	Sales workers	202
Queensland	35	Inf	Technicians and trades workers	566
Queensland	40			355
Queensland	40		Clerical and administrative workers	609
Queensland	40		Community and personal service workers	300
Queensland	40		Labourers	470
Queensland	40		Machinery operators and drivers	375
Queensland	40		Managers	630
Queensland	40		Professionals	741
Queensland	40		Sales workers	274
Queensland	40		Technicians and trades workers	982
Queensland	40	0		84
Queensland	40	0	Clerical and administrative workers	168
Queensland	40	0	Community and personal service workers	58
Queensland	40	0	Labourers	132
Queensland	40	0	Machinery operators and drivers	77
Queensland	40	0	Managers	511
Queensland	40	0	Professionals	217
Queensland	40	0	Sales workers	140
Queensland	40	0	Technicians and trades workers	219
Queensland	40	7875		31
Queensland	40	7875	Clerical and administrative workers	94
Queensland	40	7875	Community and personal service workers	85
Queensland	40	7875	Labourers	110
Queensland	40	7875	Machinery operators and drivers	47
Queensland	40	7875	Managers	231
Queensland	40	7875	Professionals	147
Queensland	40	7875	Sales workers	85
Queensland	40	7875	Technicians and trades workers	152
Queensland	40	15750		30
Queensland	40	15750	Clerical and administrative workers	160
Queensland	40	15750	Community and personal service workers	192
Queensland	40	15750	Labourers	293
Queensland	40	15750	Machinery operators and drivers	116
Queensland	40	15750	Managers	419
Queensland	40	15750	Professionals	264
Queensland	40	15750	Sales workers	192
Queensland	40	15750	Technicians and trades workers	414
Queensland	40	21000		67
Queensland	40	21000	Clerical and administrative workers	320
Queensland	40	21000	Community and personal service workers	340
Queensland	40	21000	Labourers	502
Queensland	40	21000	Machinery operators and drivers	207
Queensland	40	21000	Managers	650
Queensland	40	21000	Professionals	415
Queensland	40	21000	Sales workers	307
Queensland	40	21000	Technicians and trades workers	1052
Queensland	40	26250		98
Queensland	40	26250	Clerical and administrative workers	579
Queensland	40	26250	Community and personal service workers	614
Queensland	40	26250	Labourers	878
Queensland	40	26250	Machinery operators and drivers	420
Queensland	40	26250	Managers	818
Queensland	40	26250	Professionals	584
Queensland	40	26250	Sales workers	461
Queensland	40	26250	Technicians and trades workers	2308
Queensland	40	34125		248
Queensland	40	34125	Clerical and administrative workers	1769
Queensland	40	34125	Community and personal service workers	1651
Queensland	40	34125	Labourers	2538
Queensland	40	34125	Machinery operators and drivers	1138
Queensland	40	34125	Managers	1517
Queensland	40	34125	Professionals	1201
Queensland	40	34125	Sales workers	1308
Queensland	40	34125	Technicians and trades workers	4302
Queensland	40	42000		435
Queensland	40	42000	Clerical and administrative workers	5283
Queensland	40	42000	Community and personal service workers	3484
Queensland	40	42000	Labourers	5976
Queensland	40	42000	Machinery operators and drivers	3562
Queensland	40	42000	Managers	3163
Queensland	40	42000	Professionals	2546
Queensland	40	42000	Sales workers	3434
Queensland	40	42000	Technicians and trades workers	6993
Queensland	40	52500		744
Queensland	40	52500	Clerical and administrative workers	10358
Queensland	40	52500	Community and personal service workers	4842
Queensland	40	52500	Labourers	7895
Queensland	40	52500	Machinery operators and drivers	6166
Queensland	40	52500	Managers	5996
Queensland	40	52500	Professionals	5879
Queensland	40	52500	Sales workers	4577
Queensland	40	52500	Technicians and trades workers	11863
Queensland	40	65625		808
Queensland	40	65625	Clerical and administrative workers	12654
Queensland	40	65625	Community and personal service workers	5099
Queensland	40	65625	Labourers	5587
Queensland	40	65625	Machinery operators and drivers	5253
Queensland	40	65625	Managers	7506
Queensland	40	65625	Professionals	11853
Queensland	40	65625	Sales workers	4098
Queensland	40	65625	Technicians and trades workers	14978
Queensland	40	78750		602
Queensland	40	78750	Clerical and administrative workers	7991
Queensland	40	78750	Community and personal service workers	3311
Queensland	40	78750	Labourers	2428
Queensland	40	78750	Machinery operators and drivers	2493
Queensland	40	78750	Managers	5700
Queensland	40	78750	Professionals	13240
Queensland	40	78750	Sales workers	2354
Queensland	40	78750	Technicians and trades workers	9925
Queensland	40	91875		437
Queensland	40	91875	Clerical and administrative workers	5016
Queensland	40	91875	Community and personal service workers	2513
Queensland	40	91875	Labourers	1321
Queensland	40	91875	Machinery operators and drivers	1396
Queensland	40	91875	Managers	5734
Queensland	40	91875	Professionals	16949
Queensland	40	91875	Sales workers	1725
Queensland	40	91875	Technicians and trades workers	6976
Queensland	40	105000		312
Queensland	40	105000	Clerical and administrative workers	2277
Queensland	40	105000	Community and personal service workers	1819
Queensland	40	105000	Labourers	730
Queensland	40	105000	Machinery operators and drivers	866
Queensland	40	105000	Managers	4395
Queensland	40	105000	Professionals	12170
Queensland	40	105000	Sales workers	874
Queensland	40	105000	Technicians and trades workers	4064
Queensland	40	157500		375
Queensland	40	157500	Clerical and administrative workers	2715
Queensland	40	157500	Community and personal service workers	1426
Queensland	40	157500	Labourers	485
Queensland	40	157500	Machinery operators and drivers	1118
Queensland	40	157500	Managers	8707
Queensland	40	157500	Professionals	16883
Queensland	40	157500	Sales workers	1054
Queensland	40	157500	Technicians and trades workers	3938
Queensland	40	Inf		194
Queensland	40	Inf	Clerical and administrative workers	900
Queensland	40	Inf	Community and personal service workers	167
Queensland	40	Inf	Labourers	146
Queensland	40	Inf	Machinery operators and drivers	237
Queensland	40	Inf	Managers	4714
Queensland	40	Inf	Professionals	8175
Queensland	40	Inf	Sales workers	557
Queensland	40	Inf	Technicians and trades workers	810
Queensland	41			124
