STE_NAME16	EnglishProficiency	IndustryOfEmployment	SpeaksEnglishOnly	YearOfArrival.max	workers_born_overseas
Western Australia		Mining	1	2000	1608
Western Australia		Mining	1	2005	1920
Western Australia		Mining	1	2010	3626
Western Australia		Mining	1	2015	2511
Western Australia		Mining	1	2016	53
Western Australia		Mining	1		355
Western Australia		Other services	1	1991	4113
Western Australia		Other services	1	1995	664
Western Australia		Other services	1	2000	809
Western Australia		Other services	1	2005	1012
Western Australia		Other services	1	2010	1796
Western Australia		Other services	1	2015	1890
Western Australia		Other services	1	2016	76
Western Australia		Other services	1		213
Western Australia		Professional scientific and technical services	1	1991	7865
Western Australia		Professional scientific and technical services	1	1995	1252
Western Australia		Professional scientific and technical services	1	2000	1688
Western Australia		Professional scientific and technical services	1	2005	2021
Western Australia		Professional scientific and technical services	1	2010	3020
Western Australia		Professional scientific and technical services	1	2015	2656
Western Australia		Professional scientific and technical services	1	2016	115
Western Australia		Professional scientific and technical services	1		274
Western Australia		Public administration and safety	1	1991	9095
Western Australia		Public administration and safety	1	1995	1136
Western Australia		Public administration and safety	1	2000	1263
Western Australia		Public administration and safety	1	2005	1432
Western Australia		Public administration and safety	1	2010	2483
Western Australia		Public administration and safety	1	2015	1850
Western Australia		Public administration and safety	1	2016	64
Western Australia		Public administration and safety	1		294
Western Australia		Rental hiring and real estate services	1	1991	2265
Western Australia		Rental hiring and real estate services	1	1995	292
Western Australia		Rental hiring and real estate services	1	2000	318
Western Australia		Rental hiring and real estate services	1	2005	409
Western Australia		Rental hiring and real estate services	1	2010	647
Western Australia		Rental hiring and real estate services	1	2015	640
Western Australia		Rental hiring and real estate services	1	2016	22
Western Australia		Rental hiring and real estate services	1		83
Western Australia		Retail trade	1	1991	8191
Western Australia		Retail trade	1	1995	1206
Western Australia		Retail trade	1	2000	1824
Western Australia		Retail trade	1	2005	2443
Western Australia		Retail trade	1	2010	3683
Western Australia		Retail trade	1	2015	3071
Western Australia		Retail trade	1	2016	134
Western Australia		Retail trade	1		455
Western Australia		Transport postal and warehousing	1	1991	5531
Western Australia		Transport postal and warehousing	1	1995	618
Western Australia		Transport postal and warehousing	1	2000	890
Western Australia		Transport postal and warehousing	1	2005	1031
Western Australia		Transport postal and warehousing	1	2010	1820
Western Australia		Transport postal and warehousing	1	2015	1664
Western Australia		Transport postal and warehousing	1	2016	49
Western Australia		Transport postal and warehousing	1		277
Western Australia		Wholesale trade	1	1991	2908
Western Australia		Wholesale trade	1	1995	397
Western Australia		Wholesale trade	1	2000	540
Western Australia		Wholesale trade	1	2005	612
Western Australia		Wholesale trade	1	2010	1085
Western Australia		Wholesale trade	1	2015	981
Western Australia		Wholesale trade	1	2016	15
Western Australia		Wholesale trade	1		113
Western Australia	Speaks English not well or not at all		0	1991	143
Western Australia	Speaks English not well or not at all		0	1995	73
Western Australia	Speaks English not well or not at all		0	2000	76
Western Australia	Speaks English not well or not at all		0	2005	144
Western Australia	Speaks English not well or not at all		0	2010	440
Western Australia	Speaks English not well or not at all		0	2015	508
Western Australia	Speaks English not well or not at all		0	2016	52
Western Australia	Speaks English not well or not at all		0		129
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	1991	422
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	1995	218
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	2000	150
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	2005	182
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	2010	528
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	2015	906
Western Australia	Speaks English not well or not at all	Accommodation and food services	0	2016	117
Western Australia	Speaks English not well or not at all	Accommodation and food services	0		125
Western Australia	Speaks English not well or not at all	Administrative and support services	0	1991	93
Western Australia	Speaks English not well or not at all	Administrative and support services	0	1995	44
Western Australia	Speaks English not well or not at all	Administrative and support services	0	2000	77
Western Australia	Speaks English not well or not at all	Administrative and support services	0	2005	106
Western Australia	Speaks English not well or not at all	Administrative and support services	0	2010	264
Western Australia	Speaks English not well or not at all	Administrative and support services	0	2015	406
Western Australia	Speaks English not well or not at all	Administrative and support services	0	2016	43
Western Australia	Speaks English not well or not at all	Administrative and support services	0		56
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	1991	187
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	1995	63
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2000	36
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2005	30
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2010	135
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2015	252
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2016	120
Western Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0		137
Western Australia	Speaks English not well or not at all	Arts and recreation services	0	1991	21
Western Australia	Speaks English not well or not at all	Arts and recreation services	0	1995	6
Western Australia	Speaks English not well or not at all	Arts and recreation services	0	2000	5
Western Australia	Speaks English not well or not at all	Arts and recreation services	0	2005	3
Western Australia	Speaks English not well or not at all	Arts and recreation services	0	2010	24
Western Australia	Speaks English not well or not at all	Arts and recreation services	0	2015	11
Western Australia	Speaks English not well or not at all	Construction	0	1991	121
Western Australia	Speaks English not well or not at all	Construction	0	1995	43
Western Australia	Speaks English not well or not at all	Construction	0	2000	63
Western Australia	Speaks English not well or not at all	Construction	0	2005	120
Western Australia	Speaks English not well or not at all	Construction	0	2010	400
Western Australia	Speaks English not well or not at all	Construction	0	2015	578
Western Australia	Speaks English not well or not at all	Construction	0	2016	21
Western Australia	Speaks English not well or not at all	Construction	0		43
Western Australia	Speaks English not well or not at all	Education and training	0	1991	47
Western Australia	Speaks English not well or not at all	Education and training	0	1995	30
Western Australia	Speaks English not well or not at all	Education and training	0	2000	31
Western Australia	Speaks English not well or not at all	Education and training	0	2005	50
Western Australia	Speaks English not well or not at all	Education and training	0	2010	90
Western Australia	Speaks English not well or not at all	Education and training	0	2015	72
Western Australia	Speaks English not well or not at all	Education and training	0	2016	10
Western Australia	Speaks English not well or not at all	Education and training	0		13
Western Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	1991	6
Western Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	2010	25
Western Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	2015	12
Western Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	2016	3
Western Australia	Speaks English not well or not at all	Financial and insurance services	0	1991	4
Western Australia	Speaks English not well or not at all	Financial and insurance services	0	2000	3
Western Australia	Speaks English not well or not at all	Financial and insurance services	0	2010	30
Western Australia	Speaks English not well or not at all	Financial and insurance services	0	2015	14
Western Australia	Speaks English not well or not at all	Financial and insurance services	0		3
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	1991	65
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	1995	28
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	2000	43
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	2005	96
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	2010	247
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	2015	230
Western Australia	Speaks English not well or not at all	Health care and social assistance	0	2016	10
Western Australia	Speaks English not well or not at all	Health care and social assistance	0		23
Western Australia	Speaks English not well or not at all	Information media and telecommunications	0	1991	3
Western Australia	Speaks English not well or not at all	Information media and telecommunications	0	2005	4
Western Australia	Speaks English not well or not at all	Information media and telecommunications	0	2010	12
Western Australia	Speaks English not well or not at all	Information media and telecommunications	0	2015	11
Western Australia	Speaks English not well or not at all	Information media and telecommunications	0	2016	3
Western Australia	Speaks English not well or not at all	Information media and telecommunications	0		4
Western Australia	Speaks English not well or not at all	Manufacturing	0	1991	302
Western Australia	Speaks English not well or not at all	Manufacturing	0	1995	129
Western Australia	Speaks English not well or not at all	Manufacturing	0	2000	88
Western Australia	Speaks English not well or not at all	Manufacturing	0	2005	138
Western Australia	Speaks English not well or not at all	Manufacturing	0	2010	651
Western Australia	Speaks English not well or not at all	Manufacturing	0	2015	564
Western Australia	Speaks English not well or not at all	Manufacturing	0	2016	55
Western Australia	Speaks English not well or not at all	Manufacturing	0		81
Western Australia	Speaks English not well or not at all	Mining	0	1991	18
Western Australia	Speaks English not well or not at all	Mining	0	1995	8
Western Australia	Speaks English not well or not at all	Mining	0	2000	11
Western Australia	Speaks English not well or not at all	Mining	0	2005	13
Western Australia	Speaks English not well or not at all	Mining	0	2010	49
Western Australia	Speaks English not well or not at all	Mining	0	2015	60
Western Australia	Speaks English not well or not at all	Mining	0	2016	11
Western Australia	Speaks English not well or not at all	Mining	0		8
Western Australia	Speaks English not well or not at all	Other services	0	1991	77
Western Australia	Speaks English not well or not at all	Other services	0	1995	40
Western Australia	Speaks English not well or not at all	Other services	0	2000	51
Western Australia	Speaks English not well or not at all	Other services	0	2005	72
Western Australia	Speaks English not well or not at all	Other services	0	2010	291
Western Australia	Speaks English not well or not at all	Other services	0	2015	266
Western Australia	Speaks English not well or not at all	Other services	0	2016	31
Western Australia	Speaks English not well or not at all	Other services	0		30
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	1991	22
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	1995	10
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	2000	6
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	2005	21
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	2010	67
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	2015	50
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0	2016	9
Western Australia	Speaks English not well or not at all	Professional scientific and technical services	0		3
Western Australia	Speaks English not well or not at all	Public administration and safety	0	1991	20
Western Australia	Speaks English not well or not at all	Public administration and safety	0	1995	17
Western Australia	Speaks English not well or not at all	Public administration and safety	0	2000	3
Western Australia	Speaks English not well or not at all	Public administration and safety	0	2005	4
Western Australia	Speaks English not well or not at all	Public administration and safety	0	2010	23
Western Australia	Speaks English not well or not at all	Public administration and safety	0	2015	11
Western Australia	Speaks English not well or not at all	Public administration and safety	0		3
Western Australia	Speaks English not well or not at all	Rental hiring and real estate services	0	1991	14
Western Australia	Speaks English not well or not at all	Rental hiring and real estate services	0	2000	4
Western Australia	Speaks English not well or not at all	Rental hiring and real estate services	0	2005	9
Western Australia	Speaks English not well or not at all	Rental hiring and real estate services	0	2010	18
Western Australia	Speaks English not well or not at all	Rental hiring and real estate services	0	2015	21
Western Australia	Speaks English not well or not at all	Rental hiring and real estate services	0	2016	3
Western Australia	Speaks English not well or not at all	Retail trade	0	1991	170
Western Australia	Speaks English not well or not at all	Retail trade	0	1995	77
Western Australia	Speaks English not well or not at all	Retail trade	0	2000	79
Western Australia	Speaks English not well or not at all	Retail trade	0	2005	64
Western Australia	Speaks English not well or not at all	Retail trade	0	2010	199
Western Australia	Speaks English not well or not at all	Retail trade	0	2015	300
Western Australia	Speaks English not well or not at all	Retail trade	0	2016	20
Western Australia	Speaks English not well or not at all	Retail trade	0		42
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	1991	37
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	1995	22
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	2000	40
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	2005	44
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	2010	69
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	2015	143
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0	2016	10
Western Australia	Speaks English not well or not at all	Transport postal and warehousing	0		18
Western Australia	Speaks English not well or not at all	Wholesale trade	0	1991	56
Western Australia	Speaks English not well or not at all	Wholesale trade	0	1995	24
Western Australia	Speaks English not well or not at all	Wholesale trade	0	2000	28
Western Australia	Speaks English not well or not at all	Wholesale trade	0	2005	32
Western Australia	Speaks English not well or not at all	Wholesale trade	0	2010	184
Western Australia	Speaks English not well or not at all	Wholesale trade	0	2015	169
Western Australia	Speaks English not well or not at all	Wholesale trade	0	2016	20
Western Australia	Speaks English not well or not at all	Wholesale trade	0		26
Western Australia	Speaks English well or very well		0	1991	1275
Western Australia	Speaks English well or very well		0	1995	407
Western Australia	Speaks English well or very well		0	2000	582
Western Australia	Speaks English well or very well		0	2005	889
Western Australia	Speaks English well or very well		0	2010	2334
Western Australia	Speaks English well or very well		0	2015	2261
Western Australia	Speaks English well or very well		0	2016	184
Western Australia	Speaks English well or very well		0		392
Western Australia	Speaks English well or very well	Accommodation and food services	0	1991	1766
Western Australia	Speaks English well or very well	Accommodation and food services	0	1995	639
Western Australia	Speaks English well or very well	Accommodation and food services	0	2000	908
Western Australia	Speaks English well or very well	Accommodation and food services	0	2005	1629
Western Australia	Speaks English well or very well	Accommodation and food services	0	2010	6041
Western Australia	Speaks English well or very well	Accommodation and food services	0	2015	7883
Western Australia	Speaks English well or very well	Accommodation and food services	0	2016	659
Western Australia	Speaks English well or very well	Accommodation and food services	0		408
Western Australia	Speaks English well or very well	Administrative and support services	0	1991	891
Western Australia	Speaks English well or very well	Administrative and support services	0	1995	326
Western Australia	Speaks English well or very well	Administrative and support services	0	2000	450
Western Australia	Speaks English well or very well	Administrative and support services	0	2005	633
Western Australia	Speaks English well or very well	Administrative and support services	0	2010	1704
Western Australia	Speaks English well or very well	Administrative and support services	0	2015	2964
Western Australia	Speaks English well or very well	Administrative and support services	0	2016	332
Western Australia	Speaks English well or very well	Administrative and support services	0		146
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	1991	466
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	1995	79
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	2000	82
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	2005	143
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	2010	388
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	2015	594
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0	2016	115
Western Australia	Speaks English well or very well	Agriculture forestry and fishing	0		117
Western Australia	Speaks English well or very well	Arts and recreation services	0	1991	393
Western Australia	Speaks English well or very well	Arts and recreation services	0	1995	134
Western Australia	Speaks English well or very well	Arts and recreation services	0	2000	183
Western Australia	Speaks English well or very well	Arts and recreation services	0	2005	282
Western Australia	Speaks English well or very well	Arts and recreation services	0	2010	577
Western Australia	Speaks English well or very well	Arts and recreation services	0	2015	434
Western Australia	Speaks English well or very well	Arts and recreation services	0	2016	21
Western Australia	Speaks English well or very well	Arts and recreation services	0		36
Western Australia	Speaks English well or very well	Construction	0	1991	2052
Western Australia	Speaks English well or very well	Construction	0	1995	522
Western Australia	Speaks English well or very well	Construction	0	2000	804
Western Australia	Speaks English well or very well	Construction	0	2005	1222
Western Australia	Speaks English well or very well	Construction	0	2010	2988
Western Australia	Speaks English well or very well	Construction	0	2015	2694
Western Australia	Speaks English well or very well	Construction	0	2016	84
Western Australia	Speaks English well or very well	Construction	0		166
Western Australia	Speaks English well or very well	Education and training	0	1991	1977
Western Australia	Speaks English well or very well	Education and training	0	1995	820
Western Australia	Speaks English well or very well	Education and training	0	2000	1045
Western Australia	Speaks English well or very well	Education and training	0	2005	1461
Western Australia	Speaks English well or very well	Education and training	0	2010	2611
Western Australia	Speaks English well or very well	Education and training	0	2015	2006
Western Australia	Speaks English well or very well	Education and training	0	2016	100
Western Australia	Speaks English well or very well	Education and training	0		125
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	1991	262
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	1995	75
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	2000	133
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	2005	280
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	2010	642
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	2015	337
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0	2016	20
Western Australia	Speaks English well or very well	Electricity gas water and waste services	0		15
Western Australia	Speaks English well or very well	Financial and insurance services	0	1991	669
Western Australia	Speaks English well or very well	Financial and insurance services	0	1995	235
Western Australia	Speaks English well or very well	Financial and insurance services	0	2000	388
Western Australia	Speaks English well or very well	Financial and insurance services	0	2005	604
Western Australia	Speaks English well or very well	Financial and insurance services	0	2010	862
Western Australia	Speaks English well or very well	Financial and insurance services	0	2015	602
Western Australia	Speaks English well or very well	Financial and insurance services	0	2016	14
Western Australia	Speaks English well or very well	Financial and insurance services	0		38
Western Australia	Speaks English well or very well	Health care and social assistance	0	1991	3893
Western Australia	Speaks English well or very well	Health care and social assistance	0	1995	1466
Western Australia	Speaks English well or very well	Health care and social assistance	0	2000	1857
Western Australia	Speaks English well or very well	Health care and social assistance	0	2005	3255
Western Australia	Speaks English well or very well	Health care and social assistance	0	2010	8615
Western Australia	Speaks English well or very well	Health care and social assistance	0	2015	6801
Western Australia	Speaks English well or very well	Health care and social assistance	0	2016	246
Western Australia	Speaks English well or very well	Health care and social assistance	0		281
Western Australia	Speaks English well or very well	Information media and telecommunications	0	1991	203
Western Australia	Speaks English well or very well	Information media and telecommunications	0	1995	71
Western Australia	Speaks English well or very well	Information media and telecommunications	0	2000	120
Western Australia	Speaks English well or very well	Information media and telecommunications	0	2005	169
Western Australia	Speaks English well or very well	Information media and telecommunications	0	2010	419
Western Australia	Speaks English well or very well	Information media and telecommunications	0	2015	398
Western Australia	Speaks English well or very well	Information media and telecommunications	0	2016	27
Western Australia	Speaks English well or very well	Information media and telecommunications	0		21
Western Australia	Speaks English well or very well	Manufacturing	0	1991	1746
Western Australia	Speaks English well or very well	Manufacturing	0	1995	608
Western Australia	Speaks English well or very well	Manufacturing	0	2000	647
Western Australia	Speaks English well or very well	Manufacturing	0	2005	1098
Western Australia	Speaks English well or very well	Manufacturing	0	2010	3609
Western Australia	Speaks English well or very well	Manufacturing	0	2015	3185
Western Australia	Speaks English well or very well	Manufacturing	0	2016	145
Western Australia	Speaks English well or very well	Manufacturing	0		167
Western Australia	Speaks English well or very well	Mining	0	1991	975
Western Australia	Speaks English well or very well	Mining	0	1995	438
Western Australia	Speaks English well or very well	Mining	0	2000	594
Western Australia	Speaks English well or very well	Mining	0	2005	1112
Western Australia	Speaks English well or very well	Mining	0	2010	2794
Western Australia	Speaks English well or very well	Mining	0	2015	1653
Western Australia	Speaks English well or very well	Mining	0	2016	54
Western Australia	Speaks English well or very well	Mining	0		83
Western Australia	Speaks English well or very well	Other services	0	1991	923
Western Australia	Speaks English well or very well	Other services	0	1995	318
Western Australia	Speaks English well or very well	Other services	0	2000	382
Western Australia	Speaks English well or very well	Other services	0	2005	559
Western Australia	Speaks English well or very well	Other services	0	2010	1841
Western Australia	Speaks English well or very well	Other services	0	2015	1802
Western Australia	Speaks English well or very well	Other services	0	2016	120
Western Australia	Speaks English well or very well	Other services	0		81
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	1991	1787
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	1995	804
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	2000	1116
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	2005	1992
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	2010	3698
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	2015	2825
Western Australia	Speaks English well or very well	Professional scientific and technical services	0	2016	171
Western Australia	Speaks English well or very well	Professional scientific and technical services	0		102
Western Australia	Speaks English well or very well	Public administration and safety	0	1991	1681
Western Australia	Speaks English well or very well	Public administration and safety	0	1995	575
Western Australia	Speaks English well or very well	Public administration and safety	0	2000	697
Western Australia	Speaks English well or very well	Public administration and safety	0	2005	1070
Western Australia	Speaks English well or very well	Public administration and safety	0	2010	1896
Western Australia	Speaks English well or very well	Public administration and safety	0	2015	1078
Western Australia	Speaks English well or very well	Public administration and safety	0	2016	36
Western Australia	Speaks English well or very well	Public administration and safety	0		92
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	1991	498
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	1995	132
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	2000	149
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	2005	262
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	2010	516
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	2015	486
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0	2016	21
Western Australia	Speaks English well or very well	Rental hiring and real estate services	0		26
Western Australia	Speaks English well or very well	Retail trade	0	1991	2111
Western Australia	Speaks English well or very well	Retail trade	0	1995	715
Western Australia	Speaks English well or very well	Retail trade	0	2000	1136
Western Australia	Speaks English well or very well	Retail trade	0	2005	1578
Western Australia	Speaks English well or very well	Retail trade	0	2010	4406
Western Australia	Speaks English well or very well	Retail trade	0	2015	4413
Western Australia	Speaks English well or very well	Retail trade	0	2016	286
Western Australia	Speaks English well or very well	Retail trade	0		226
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	1991	1319
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	1995	544
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	2000	842
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	2005	1060
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	2010	3267
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	2015	1814
Western Australia	Speaks English well or very well	Transport postal and warehousing	0	2016	73
Western Australia	Speaks English well or very well	Transport postal and warehousing	0		133
Western Australia	Speaks English well or very well	Wholesale trade	0	1991	707
Western Australia	Speaks English well or very well	Wholesale trade	0	1995	204
Western Australia	Speaks English well or very well	Wholesale trade	0	2000	292
Western Australia	Speaks English well or very well	Wholesale trade	0	2005	445
Western Australia	Speaks English well or very well	Wholesale trade	0	2010	1314
Western Australia	Speaks English well or very well	Wholesale trade	0	2015	1171
Western Australia	Speaks English well or very well	Wholesale trade	0	2016	52
Western Australia	Speaks English well or very well	Wholesale trade	0		52
Tasmania			0	1991	287
Tasmania			0	1995	27
Tasmania			0	2000	35
Tasmania			0	2005	31
Tasmania			0	2010	35
Tasmania			0	2015	25
Tasmania			0	2016	3
Tasmania			0		40
Tasmania		Accommodation and food services	1	1991	440
Tasmania		Accommodation and food services	1	1995	59
Tasmania		Accommodation and food services	1	2000	124
Tasmania		Accommodation and food services	1	2005	127
Tasmania		Accommodation and food services	1	2010	128
Tasmania		Accommodation and food services	1	2015	166
Tasmania		Accommodation and food services	1	2016	19
Tasmania		Accommodation and food services	1		33
Tasmania		Administrative and support services	1	1991	321
Tasmania		Administrative and support services	1	1995	28
Tasmania		Administrative and support services	1	2000	34
Tasmania		Administrative and support services	1	2005	31
Tasmania		Administrative and support services	1	2010	30
Tasmania		Administrative and support services	1	2015	28
Tasmania		Administrative and support services	1	2016	3
Tasmania		Administrative and support services	1		15
Tasmania		Agriculture forestry and fishing	1	1991	438
Tasmania		Agriculture forestry and fishing	1	1995	42
Tasmania		Agriculture forestry and fishing	1	2000	94
Tasmania		Agriculture forestry and fishing	1	2005	67
Tasmania		Agriculture forestry and fishing	1	2010	96
Tasmania		Agriculture forestry and fishing	1	2015	102
Tasmania		Agriculture forestry and fishing	1	2016	10
Tasmania		Agriculture forestry and fishing	1		33
Tasmania		Arts and recreation services	1	1991	232
Tasmania		Arts and recreation services	1	1995	25
Tasmania		Arts and recreation services	1	2000	30
Tasmania		Arts and recreation services	1	2005	32
Tasmania		Arts and recreation services	1	2010	34
Tasmania		Arts and recreation services	1	2015	21
Tasmania		Arts and recreation services	1	2016	7
Tasmania		Arts and recreation services	1		8
Tasmania		Construction	1	1991	521
Tasmania		Construction	1	1995	54
Tasmania		Construction	1	2000	70
Tasmania		Construction	1	2005	71
Tasmania		Construction	1	2010	80
Tasmania		Construction	1	2015	46
Tasmania		Construction	1	2016	3
Tasmania		Construction	1		23
Tasmania		Education and training	1	1991	1292
Tasmania		Education and training	1	1995	95
Tasmania		Education and training	1	2000	131
Tasmania		Education and training	1	2005	153
Tasmania		Education and training	1	2010	155
Tasmania		Education and training	1	2015	126
Tasmania		Education and training	1	2016	14
Tasmania		Education and training	1		45
Tasmania		Electricity gas water and waste services	1	1991	148
Tasmania		Electricity gas water and waste services	1	1995	27
Tasmania		Electricity gas water and waste services	1	2000	34
Tasmania		Electricity gas water and waste services	1	2005	25
Tasmania		Electricity gas water and waste services	1	2010	36
Tasmania		Electricity gas water and waste services	1	2015	17
Tasmania		Electricity gas water and waste services	1		3
Tasmania		Financial and insurance services	1	1991	191
Tasmania		Financial and insurance services	1	1995	13
Tasmania		Financial and insurance services	1	2000	15
Tasmania		Financial and insurance services	1	2005	28
Tasmania		Financial and insurance services	1	2010	32
Tasmania		Financial and insurance services	1	2015	17
Tasmania		Financial and insurance services	1	2016	5
Tasmania		Financial and insurance services	1		3
Tasmania		Health care and social assistance	1	1991	1994
Tasmania		Health care and social assistance	1	1995	175
Tasmania		Health care and social assistance	1	2000	221
Tasmania		Health care and social assistance	1	2005	241
Tasmania		Health care and social assistance	1	2010	281
Tasmania		Health care and social assistance	1	2015	217
Tasmania		Health care and social assistance	1	2016	16
Tasmania		Health care and social assistance	1		61
Tasmania		Information media and telecommunications	1	1991	159
Tasmania		Information media and telecommunications	1	1995	9
Tasmania		Information media and telecommunications	1	2000	18
Tasmania		Information media and telecommunications	1	2005	23
Tasmania		Information media and telecommunications	1	2010	31
Tasmania		Information media and telecommunications	1	2015	6
Tasmania		Information media and telecommunications	1		8
Tasmania		Manufacturing	1	1991	537
Tasmania		Manufacturing	1	1995	63
Tasmania		Manufacturing	1	2000	73
Tasmania		Manufacturing	1	2005	76
Tasmania		Manufacturing	1	2010	86
Tasmania		Manufacturing	1	2015	67
Tasmania		Manufacturing	1	2016	3
Tasmania		Manufacturing	1		32
Tasmania		Mining	1	1991	69
Tasmania		Mining	1	1995	5
Tasmania		Mining	1	2000	8
Tasmania		Mining	1	2005	4
Tasmania		Mining	1	2010	12
Tasmania		Mining	1	2015	3
Tasmania		Other services	1	1991	346
Tasmania		Other services	1	1995	29
Tasmania		Other services	1	2000	39
Tasmania		Other services	1	2005	40
Tasmania		Other services	1	2010	43
Tasmania		Other services	1	2015	39
Tasmania		Other services	1	2016	3
Tasmania		Other services	1		14
Tasmania		Professional scientific and technical services	1	1991	716
Tasmania		Professional scientific and technical services	1	1995	68
Tasmania		Professional scientific and technical services	1	2000	89
Tasmania		Professional scientific and technical services	1	2005	83
Tasmania		Professional scientific and technical services	1	2010	101
Tasmania		Professional scientific and technical services	1	2015	70
Tasmania		Professional scientific and technical services	1	2016	7
Tasmania		Professional scientific and technical services	1		26
Tasmania		Public administration and safety	1	1991	1038
Tasmania		Public administration and safety	1	1995	66
Tasmania		Public administration and safety	1	2000	109
Tasmania		Public administration and safety	1	2005	85
Tasmania		Public administration and safety	1	2010	106
Tasmania		Public administration and safety	1	2015	45
Tasmania		Public administration and safety	1	2016	3
Tasmania		Public administration and safety	1		25
Tasmania		Rental hiring and real estate services	1	1991	149
Tasmania		Rental hiring and real estate services	1	1995	12
Tasmania		Rental hiring and real estate services	1	2000	13
Tasmania		Rental hiring and real estate services	1	2005	13
Tasmania		Rental hiring and real estate services	1	2010	15
Tasmania		Rental hiring and real estate services	1	2015	10
Tasmania		Rental hiring and real estate services	1	2016	3
Tasmania		Rental hiring and real estate services	1		7
Tasmania		Retail trade	1	1991	713
Tasmania		Retail trade	1	1995	67
Tasmania		Retail trade	1	2000	113
Tasmania		Retail trade	1	2005	88
Tasmania		Retail trade	1	2010	140
Tasmania		Retail trade	1	2015	81
Tasmania		Retail trade	1	2016	7
Tasmania		Retail trade	1		45
Tasmania		Transport postal and warehousing	1	1991	408
Tasmania		Transport postal and warehousing	1	1995	23
Tasmania		Transport postal and warehousing	1	2000	41
