SA2_MAINCODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
319041517,4,0,0,30,23,3,8,0,0,38,27,4,13,6,0,45,40,4,3,6,0,53,56,16,22,6,0,99,97,11,11,3,3,123,115,6,19,3,0,141,69,19,10,0,0,101,42,10,7,3,0,57,60,5,9,0,0,69,17,5,3,0,0,31,21,6,3,0,0,33,7,4,4,0,0,15,15,6,3,0,0,18,603,95,120,44,7,867
319041518,8,9,4,430,345,7,17,8,15,396,344,7,29,13,11,399,579,19,46,7,8,665,838,42,56,3,7,952,1108,40,54,5,12,1209,1122,43,43,3,5,1215,1033,65,38,0,3,1145,533,44,28,9,4,607,494,45,19,0,3,567,274,20,15,0,0,312,278,41,20,3,0,342,117,66,27,0,0,213,90,5,3,3,9,116,7580,449,412,86,88,8621
319041519,3,3,0,4,12,0,19,0,0,32,21,0,10,0,6,40,30,3,14,3,0,47,51,11,10,0,0,75,68,3,8,0,0,79,41,4,15,0,0,55,31,0,6,3,0,42,11,0,3,0,0,20,12,3,4,0,0,20,3,0,0,0,0,3,5,3,0,0,0,8,0,4,0,0,0,4,3,0,0,0,3,3,293,31,91,10,10,441
319041520,5,3,0,100,83,7,16,8,4,115,141,8,40,6,3,204,158,13,36,3,4,215,310,11,34,6,4,369,343,10,24,5,9,392,315,20,25,0,0,369,243,11,35,3,4,300,171,10,13,6,0,201,167,19,15,0,3,198,82,5,3,0,0,95,64,11,6,0,0,84,14,14,9,0,3,40,27,0,5,0,8,39,2217,156,280,70,41,2758
319041521,14,13,0,122,91,5,23,9,0,135,122,10,28,10,3,170,176,3,34,11,4,229,297,22,39,3,4,366,411,27,29,6,8,480,379,25,32,4,9,449,329,30,31,5,0,397,167,23,14,3,0,200,159,28,9,0,0,192,79,5,6,0,0,99,65,5,6,0,0,83,17,7,3,0,0,29,32,3,3,0,0,44,2435,196,283,83,33,3023
319051522,10,3,4,77,76,3,21,9,4,109,79,11,36,7,7,136,92,11,35,7,3,144,173,19,43,6,0,240,170,18,15,6,0,213,181,8,21,4,4,229,132,23,19,0,3,178,70,11,10,0,5,92,72,9,13,0,0,89,33,8,3,0,0,45,28,4,6,0,0,41,3,9,0,7,0,17,15,0,4,3,0,22,1176,140,251,68,26,1668
319051523,3,0,0,14,15,0,3,0,0,16,15,0,3,0,0,28,16,0,9,0,3,29,39,0,10,0,0,49,60,4,6,0,3,70,40,0,6,0,3,50,31,0,4,0,0,34,14,0,0,0,0,13,20,0,0,0,0,20,4,4,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,271,13,41,11,11,352
319051524,16,6,8,313,282,11,30,12,6,340,334,18,56,11,17,435,467,22,46,10,9,551,792,20,59,13,9,902,1045,33,65,10,14,1164,1181,40,44,11,6,1277,1201,48,55,3,9,1315,809,20,17,0,9,852,661,19,15,0,6,705,399,23,6,0,3,428,333,19,7,3,3,368,87,28,8,0,3,121,101,3,4,3,15,126,7992,296,440,116,116,8961
319051525,10,17,0,71,41,3,15,3,0,64,53,5,17,21,6,99,26,10,24,19,3,84,74,10,23,9,0,118,112,19,34,0,0,161,120,3,29,15,3,165,115,14,17,9,0,154,79,7,23,8,0,112,47,7,0,3,0,63,20,3,13,0,0,38,22,5,14,0,0,37,9,3,7,3,0,20,15,5,8,3,4,36,747,101,244,141,25,1262
319051526,3,6,0,33,9,3,10,10,0,25,36,6,10,3,0,62,46,4,5,4,0,68,65,9,23,3,0,102,83,6,7,0,0,103,78,7,16,0,0,103,62,12,17,3,0,96,27,10,9,0,0,43,26,9,8,0,0,46,12,6,3,0,0,24,10,6,3,0,0,17,3,0,0,0,0,10,6,5,3,3,0,17,507,87,113,37,8,749
397979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,10,9,0,0,0,0,9,5,0,0,0,0,12,14,0,3,0,0,17,17,0,3,0,0,22,17,0,3,0,0,22,13,0,0,0,0,14,12,0,3,0,0,17,43,5,0,0,0,47,28,0,0,0,0,28,3,0,0,0,0,3,174,12,15,6,0,202
399999499,730,122,50,2725,2310,184,1512,183,80,4266,2882,268,2000,161,109,5417,3689,391,2206,123,146,6548,5534,671,3028,118,181,9531,6511,908,3090,105,149,10751,7817,1178,3557,85,185,12822,8485,1637,3722,89,178,14111,5787,1321,2532,48,95,9794,4198,1349,1771,47,71,7437,2846,695,1059,25,55,4684,3400,879,996,33,40,5342,1333,515,445,25,41,2355,1131,186,493,58,169,2040,58038,10356,27349,1522,1566,98838
401011001,57,22,22,1979,2733,42,113,51,38,2977,2833,94,135,46,68,3168,3620,108,171,42,55,3991,5738,149,236,37,58,6225,7827,197,208,28,46,8306,11949,281,280,20,71,12595,15414,325,245,25,76,16083,11987,227,183,14,43,12449,11125,310,176,9,52,11670,7682,180,101,9,28,8000,11263,442,238,16,37,12002,4949,807,690,16,30,6496,1024,44,51,11,70,1203,100250,3273,2904,480,709,107613
401011002,12,4,7,461,493,0,18,7,3,518,438,10,24,3,7,476,441,12,18,8,8,487,732,27,45,9,6,815,940,24,36,7,7,1015,1187,30,42,3,7,1268,1276,34,35,3,3,1349,898,45,21,0,3,973,731,53,27,3,3,821,429,25,16,0,0,468,516,65,24,6,7,617,289,132,114,0,4,537,97,9,10,3,8,124,8926,471,444,69,82,9993
401021003,14,7,0,96,43,8,29,13,0,90,52,11,27,15,0,110,70,13,19,13,0,113,105,18,50,8,4,185,101,19,21,11,0,150,114,20,41,9,4,188,77,31,34,3,3,150,45,19,16,4,0,83,42,18,16,0,0,77,49,11,7,0,0,72,26,10,6,0,0,37,9,13,3,0,0,22,9,0,0,5,3,24,809,197,290,108,22,1427
401021004,26,12,0,272,215,10,58,5,3,293,183,22,53,3,5,270,214,15,52,6,3,294,330,34,73,7,4,446,341,35,78,10,4,466,384,33,83,4,3,512,329,45,88,6,0,470,190,42,43,7,0,286,158,49,45,3,0,251,91,31,24,0,0,152,104,47,37,6,0,193,40,55,21,0,0,123,35,3,12,0,4,52,2847,445,699,92,38,4120
401021005,8,6,0,130,89,4,4,6,3,113,99,5,22,11,3,143,105,13,19,6,3,144,174,11,37,7,5,236,188,13,21,4,0,230,161,14,36,3,0,213,108,15,19,3,3,149,64,12,14,0,0,93,38,10,14,0,0,66,27,11,7,0,0,39,19,12,11,0,0,42,10,16,4,0,0,30,15,0,12,0,3,30,1205,139,241,61,20,1662
401021006,22,12,0,182,145,5,25,10,3,187,124,7,30,8,7,169,160,16,23,20,5,224,280,25,39,4,6,355,387,28,43,15,6,488,346,22,48,5,0,423,346,32,40,6,7,425,224,31,26,5,0,289,140,15,26,3,4,186,99,20,14,0,0,138,67,13,13,0,3,100,30,20,6,3,0,64,27,4,4,3,7,45,2537,260,369,97,43,3305
401021007,18,10,3,444,349,8,46,11,6,419,322,13,43,8,8,395,364,17,45,12,11,443,652,27,69,3,14,759,780,34,70,6,14,899,873,39,70,7,10,995,735,66,61,3,6,873,444,47,48,0,8,551,375,54,17,0,5,451,244,23,15,0,0,291,213,37,13,0,0,269,50,35,33,5,0,116,89,3,9,4,4,106,5911,409,567,87,85,7062
401021008,5,9,3,41,36,3,37,4,6,84,31,0,26,13,0,73,36,5,24,14,3,81,66,6,29,7,0,110,75,8,46,4,0,126,82,10,30,3,0,134,79,10,28,9,6,130,73,12,26,9,0,117,83,11,3,0,0,99,46,8,10,0,0,63,86,10,15,0,0,114,23,10,7,5,0,48,13,0,6,0,0,15,747,93,294,96,21,1255
401021009,5,3,0,23,21,0,7,5,0,35,25,0,8,5,0,43,29,3,23,0,0,59,30,3,15,0,0,43,33,4,16,0,0,51,19,0,9,3,3,32,29,5,13,0,0,53,9,9,15,0,0,29,13,0,3,0,0,20,11,0,0,0,0,12,13,6,7,0,0,22,6,4,8,4,0,22,7,0,0,0,0,5,268,36,133,26,5,470
401021010,9,9,0,44,31,0,14,4,0,53,42,5,12,3,0,63,50,6,20,7,0,74,63,6,23,3,0,99,71,11,30,4,0,113,80,11,21,4,4,124,81,14,26,3,4,126,41,9,18,0,0,71,37,12,5,0,0,54,38,8,6,3,0,56,26,11,14,0,0,47,17,16,17,0,0,45,4,0,5,0,0,12,612,101,213,53,14,996
401031011,18,4,6,259,203,10,26,12,3,251,133,13,39,7,0,196,195,13,36,9,3,254,240,30,45,4,0,325,282,28,59,5,0,378,329,28,65,8,0,440,374,41,65,13,4,498,213,44,32,3,5,294,185,42,35,3,3,271,190,34,20,0,0,242,171,50,35,4,3,260,64,53,28,7,0,154,32,5,3,0,5,45,2843,420,508,97,39,3908
401031012,13,3,0,174,153,4,10,3,3,167,134,10,24,3,0,166,155,6,27,3,6,196,201,10,28,4,0,242,246,10,19,3,3,286,214,22,24,7,0,272,224,26,33,4,0,289,151,27,19,0,0,201,113,26,22,7,0,162,120,16,10,3,0,147,92,30,19,6,0,147,40,30,19,4,0,92,21,3,4,0,0,27,2033,227,256,53,19,2591
401031013,23,8,0,297,277,12,23,10,8,329,293,9,25,14,3,344,421,17,48,8,4,494,672,19,50,6,3,751,818,35,57,6,17,934,1099,44,73,7,5,1231,1354,59,65,7,4,1485,960,52,52,0,0,1071,749,72,43,3,0,872,476,51,34,0,0,561,764,122,64,12,0,968,404,205,124,8,0,753,90,8,7,0,12,124,8667,730,693,100,68,10260
401041014,3,0,4,59,36,3,20,4,0,64,24,6,21,3,0,52,34,7,17,0,0,61,36,13,26,0,0,76,46,8,31,0,3,91,55,7,23,0,0,88,62,10,26,3,0,103,61,10,16,0,0,90,45,9,10,0,0,73,51,5,3,0,3,63,36,5,14,0,0,53,3,5,9,0,0,21,8,0,3,0,0,13,545,102,218,26,11,906
401041015,16,3,0,270,269,10,35,7,4,327,257,14,33,4,4,311,331,10,30,3,7,386,522,27,50,10,6,616,581,33,42,6,9,665,630,39,47,4,10,734,537,58,46,4,0,649,277,34,31,0,7,351,232,31,17,0,0,279,145,22,14,0,0,185,117,17,19,0,0,157,30,31,16,0,3,73,58,6,11,0,3,79,4247,339,415,63,54,5120
401041016,17,13,0,151,138,9,28,11,0,185,135,13,43,10,0,201,190,19,36,7,4,256,279,18,67,6,4,378,307,29,66,4,0,408,346,26,49,10,4,428,305,42,55,6,0,415,222,30,43,5,0,303,201,34,27,5,0,277,140,22,20,0,0,183,134,22,13,0,0,171,34,16,10,3,0,63,25,6,0,0,0,35,2590,298,486,83,21,3473
401051017,16,12,4,482,536,6,33,9,7,596,510,21,32,5,5,580,651,22,40,7,9,735,888,33,72,10,5,1009,1132,45,64,5,9,1254,1353,81,71,11,10,1522,1360,94,103,7,11,1571,946,99,57,4,7,1114,705,137,60,5,3,906,546,86,43,3,0,680,580,142,56,6,0,794,281,231,75,10,7,589,107,11,11,3,7,136,10063,1024,732,122,98,12038
401051018,15,3,4,305,248,6,21,3,3,281,237,8,32,3,5,288,283,11,38,3,8,341,397,17,51,6,4,477,669,20,61,5,10,759,660,38,43,9,5,762,579,43,41,4,8,672,350,34,30,0,3,424,225,41,39,3,0,312,146,34,6,0,0,191,156,53,20,3,3,234,48,42,18,0,0,111,47,4,10,0,9,59,4349,361,420,66,55,5256
401051019,13,7,3,214,228,12,37,7,8,289,229,19,43,7,3,302,277,18,34,7,0,346,401,31,56,12,12,511,530,35,64,9,0,640,650,55,68,5,6,793,656,64,59,4,0,784,379,43,49,4,10,475,287,78,45,3,0,410,233,28,23,0,4,283,262,71,35,4,6,380,96,63,43,3,0,203,61,6,7,5,5,81,4488,526,574,99,55,5753
401061020,8,3,0,103,55,4,7,4,0,76,42,3,13,0,0,60,52,9,17,0,0,77,101,4,12,0,0,118,118,10,22,0,4,146,153,15,30,0,0,196,163,17,21,0,0,195,114,14,6,0,0,136,97,16,3,0,0,116,81,6,11,0,0,101,79,14,8,0,0,97,23,3,0,3,0,31,5,8,3,4,0,22,1188,115,147,16,14,1483
401061021,8,9,0,206,169,7,26,12,3,210,175,15,34,3,7,227,237,21,42,10,3,308,396,26,62,6,6,486,425,35,47,11,4,524,515,32,61,3,4,611,468,44,59,8,0,570,250,44,14,5,3,318,180,36,21,3,0,246,123,33,10,0,0,163,112,43,17,5,0,182,38,39,12,3,0,96,46,4,8,0,3,60,3314,397,416,87,31,4252
401061022,12,0,3,98,101,3,6,4,3,117,109,5,13,3,0,131,132,6,6,0,3,152,200,9,17,0,3,226,204,21,23,5,3,248,253,13,24,0,0,301,238,27,28,0,0,297,165,23,14,0,0,210,139,16,14,3,0,172,96,20,7,0,0,119,91,25,24,0,0,141,30,35,16,9,3,84,26,3,3,0,4,33,1870,207,218,34,23,2350
401071023,13,5,0,279,300,9,38,11,3,362,258,10,27,7,0,308,358,12,54,3,9,437,627,33,60,6,0,728,755,33,71,3,3,862,924,35,51,9,4,1027,921,71,75,7,7,1078,604,69,56,0,3,731,530,68,45,4,6,650,340,51,24,3,3,416,494,95,49,4,0,647,198,144,65,5,3,422,62,8,10,3,3,89,6650,630,639,102,54,8076
401071024,16,4,4,368,432,5,32,18,4,503,465,30,58,19,3,570,548,19,66,15,7,667,935,46,73,4,3,1063,1105,37,80,15,10,1250,1273,60,98,6,5,1438,1277,92,88,4,11,1471,837,74,70,8,6,992,677,94,51,12,3,834,424,58,33,3,3,517,657,125,77,5,3,864,313,170,67,0,3,556,120,11,11,3,6,149,9426,842,822,144,76,11305
402011025,8,6,0,69,49,6,19,4,3,84,65,6,19,0,0,92,89,4,20,3,6,122,187,3,45,10,5,243,235,15,27,7,5,291,257,23,29,8,3,324,304,23,29,6,3,364,190,16,15,0,0,220,184,13,14,3,0,216,117,4,9,0,0,128,121,8,7,0,0,144,39,9,3,0,0,51,30,3,8,0,6,42,1924,138,264,57,32,2407
402011026,17,6,0,412,305,8,35,9,7,363,316,11,49,4,4,390,367,8,48,4,3,434,620,20,55,11,9,710,656,27,58,7,6,760,607,34,58,3,6,699,526,44,52,4,6,633,344,21,31,0,0,398,261,39,29,3,3,340,216,21,9,0,0,246,153,20,30,0,0,211,49,36,24,0,0,115,77,0,8,0,5,94,4901,297,510,74,59,5843
402011027,4,3,0,32,38,0,12,3,0,59,37,0,13,9,0,60,55,3,18,3,5,81,129,4,17,6,0,161,209,9,30,3,0,248,134,8,28,8,3,187,74,23,19,0,3,122,41,10,13,0,0,65,44,4,9,0,0,56,17,3,3,0,0,25,15,8,9,0,0,28,5,3,7,0,4,16,16,0,3,3,0,24,842,79,191,51,18,1187
402021028,10,5,4,73,62,3,15,0,0,79,71,0,23,3,0,99,117,4,21,3,4,147,217,8,16,7,0,243,196,4,21,3,0,222,160,10,31,0,3,207,128,13,26,0,5,174,107,10,18,0,0,138,66,3,13,0,0,80,110,5,9,0,0,119,56,7,5,0,0,63,10,3,6,0,0,26,24,0,3,0,0,24,1381,64,208,29,20,1697
402021029,5,3,0,31,46,0,14,5,0,67,64,3,16,0,4,94,115,4,21,3,3,146,271,9,28,0,6,315,419,9,17,0,3,450,560,9,21,0,3,591,535,15,13,3,6,570,314,14,6,0,0,331,202,10,3,0,0,224,124,6,3,0,0,131,125,3,0,0,0,126,42,10,4,0,0,56,39,3,0,0,0,48,2903,103,160,19,33,3215
402021030,0,0,6,339,392,4,19,9,4,430,428,8,18,9,7,464,524,5,27,5,8,569,799,11,33,6,8,862,1029,12,20,3,8,1067,1369,23,23,0,12,1427,1803,27,22,0,21,1866,1078,25,12,0,3,1122,867,12,5,0,9,887,520,3,5,0,0,529,527,10,8,0,0,551,212,20,5,0,5,250,129,6,0,3,5,148,10040,171,212,49,106,10575
402021031,4,0,0,39,70,0,4,3,0,80,57,3,10,4,0,75,95,3,21,0,0,115,201,3,17,0,0,220,159,6,13,0,3,180,171,5,21,0,3,208,142,7,5,0,3,156,67,0,5,0,0,73,62,4,6,3,0,78,49,0,3,0,0,53,48,6,4,0,0,54,3,4,0,0,0,8,19,0,0,0,0,20,1169,43,112,23,16,1360
402021032,3,0,0,154,109,0,21,10,0,137,92,4,13,6,0,126,121,3,23,3,0,158,175,13,37,7,3,237,215,13,30,4,3,265,190,13,30,3,0,240,158,20,31,4,0,215,89,6,12,0,0,111,79,4,10,0,0,99,78,3,8,0,0,89,33,3,5,0,0,42,6,6,0,0,0,21,17,3,0,3,3,23,1516,102,245,57,17,1944
402021033,3,0,0,16,15,3,4,3,0,31,11,3,8,7,0,30,16,3,0,0,0,23,33,14,9,3,0,48,24,8,9,3,0,41,33,17,5,3,3,56,13,9,11,3,0,36,12,3,13,0,0,28,11,8,5,0,0,31,9,3,0,0,0,18,5,7,0,0,0,15,4,0,4,0,0,15,3,0,3,0,0,5,212,74,76,30,3,389
402021034,6,0,3,270,184,3,8,0,7,206,196,0,21,3,0,223,199,5,16,0,8,236,327,3,15,0,0,350,329,11,24,3,0,370,276,5,28,0,0,314,216,12,20,0,0,244,116,6,9,0,0,132,94,4,3,3,0,110,55,8,4,0,0,66,25,9,7,0,0,37,15,11,3,0,0,30,38,0,0,0,3,42,2345,80,168,25,24,2651
402021035,12,9,3,60,95,0,19,14,5,129,114,4,44,26,3,188,131,12,68,7,4,231,266,24,78,23,3,395,402,20,59,32,6,515,330,29,75,9,3,451,241,40,50,9,4,346,121,25,23,10,0,174,69,25,5,5,0,95,37,5,7,4,3,58,53,3,9,3,0,79,38,18,3,3,3,63,33,0,7,8,9,50,1962,213,459,184,53,2872
402031036,17,4,10,375,358,11,34,15,0,428,399,20,55,16,10,494,510,27,66,11,10,626,869,39,104,18,15,1039,1609,62,91,6,13,1781,2269,68,69,10,12,2430,2076,79,76,9,6,2243,1246,60,38,0,13,1360,885,57,29,0,7,982,591,24,16,0,3,635,608,40,25,3,3,679,201,51,20,0,0,276,159,7,10,0,6,192,12167,564,658,113,108,13612
402031037,26,5,7,271,203,6,32,7,0,254,167,14,35,4,4,221,244,9,44,5,5,303,419,13,50,8,10,500,519,14,47,6,7,596,620,21,43,4,3,692,745,24,51,0,4,822,503,24,24,0,3,551,407,20,21,4,0,446,233,7,10,0,0,249,190,16,0,0,0,207,44,13,3,0,0,59,54,3,6,0,3,71,4595,178,386,53,48,5265
402031038,13,9,9,188,197,6,23,3,3,235,200,8,40,6,7,267,254,13,34,4,3,315,416,24,60,8,3,510,535,34,56,3,3,638,610,45,50,3,3,719,525,52,46,5,3,628,309,41,27,0,3,377,197,40,17,3,0,263,153,22,12,3,0,190,109,30,13,3,0,156,35,29,13,0,0,79,41,7,0,0,0,52,3751,363,428,70,40,4651
402041039,0,0,0,10,26,0,0,0,0,26,14,0,0,0,0,13,23,0,0,0,0,23,49,3,7,0,0,54,41,0,7,0,0,51,57,0,4,0,0,65,66,3,5,0,0,72,61,0,9,0,0,72,43,0,4,0,0,48,43,0,0,0,0,49,63,0,3,0,0,65,9,0,0,0,0,13,6,0,0,0,3,10,513,15,35,0,7,565
402041040,3,3,0,162,148,0,22,13,0,181,157,0,29,4,0,192,180,3,31,0,3,223,270,4,41,5,3,318,290,13,39,3,0,345,240,12,27,0,3,274,200,9,27,0,0,238,117,13,14,0,0,150,115,10,9,0,0,130,50,8,0,0,0,58,41,8,0,0,0,51,14,3,6,0,0,25,22,0,4,0,0,24,2000,87,253,37,11,2393
402041041,9,3,0,129,93,8,31,9,8,140,110,10,22,9,5,154,141,6,23,7,4,177,192,16,47,5,0,258,277,28,34,0,3,345,359,27,44,3,3,436,293,18,39,4,3,361,192,13,16,0,0,224,158,17,14,0,0,196,101,12,6,0,0,123,89,16,14,0,0,120,32,13,6,0,0,50,21,0,5,3,0,38,2169,184,322,58,22,2762
402041042,0,0,3,41,29,0,3,0,0,34,27,0,0,0,0,27,36,0,0,0,0,40,59,3,0,0,0,63,84,0,4,0,0,89,111,0,0,0,0,115,108,3,3,0,0,108,53,7,0,0,0,60,53,0,0,0,0,60,28,0,0,0,0,24,30,5,0,0,0,34,11,0,0,0,0,14,16,0,0,0,0,11,671,28,14,0,11,726
402041043,6,4,0,63,64,10,19,0,0,90,81,0,19,4,4,110,95,3,18,0,5,125,163,6,24,3,0,200,164,10,31,3,0,213,180,12,26,3,5,226,160,17,27,0,3,197,117,12,15,0,0,142,81,14,4,0,0,107,89,11,8,0,0,107,34,5,16,0,0,56,5,12,3,0,0,19,15,0,0,0,0,14,1323,109,211,25,19,1689
402041044,8,0,0,121,85,0,18,5,0,106,70,8,15,3,0,97,93,10,15,0,0,114,155,4,33,0,4,198,136,10,21,0,3,173,158,8,27,0,4,196,126,9,16,0,0,151,78,5,13,0,0,101,67,4,6,0,0,77,61,0,3,0,0,66,40,3,4,0,0,42,3,9,5,0,0,14,23,0,0,0,3,23,1203,70,185,19,16,1502
402041046,4,9,3,301,334,7,25,12,3,383,383,11,26,7,9,443,449,18,21,12,0,502,814,27,58,3,11,902,1012,43,49,3,12,1117,1220,38,55,3,8,1331,1087,49,49,3,3,1189,641,25,30,0,8,705,470,22,13,0,4,506,287,27,4,0,0,323,264,42,17,3,0,322,92,30,15,0,0,138,93,4,5,0,11,116,7466,337,386,80,87,8348
402041047,16,3,0,78,69,3,23,7,0,105,81,10,20,4,3,119,125,11,35,3,3,171,183,19,41,10,3,250,302,20,40,4,8,379,349,26,48,0,3,428,282,36,37,3,9,363,162,13,20,0,3,199,117,25,13,4,0,156,119,10,8,0,3,141,86,9,11,0,4,107,12,12,6,7,3,35,21,0,8,0,0,34,1969,197,326,52,37,2582
402041048,8,8,6,90,128,4,24,3,9,164,138,3,16,5,0,166,228,11,20,0,6,267,446,11,38,3,9,502,1098,17,30,9,11,1162,1649,22,35,4,14,1722,1723,32,24,0,13,1799,1555,27,23,0,12,1620,1424,27,13,3,4,1472,979,15,8,0,0,1006,1555,32,15,0,8,1602,323,32,13,0,3,370,120,3,9,3,3,136,11456,231,285,51,86,12108
402041171,9,6,3,215,205,6,18,10,5,247,189,10,16,15,3,231,183,10,19,8,3,215,381,17,35,3,4,440,438,26,41,3,6,510,594,29,28,3,6,657,658,42,35,0,3,736,454,24,15,0,6,499,429,29,8,3,3,481,337,18,5,0,0,367,500,30,15,0,0,543,184,34,8,0,3,231,42,5,8,0,3,54,4793,287,266,69,54,5475
402041172,5,3,7,89,110,4,23,9,3,147,152,13,22,9,4,199,226,16,27,0,0,277,502,31,40,3,9,580,899,32,47,4,7,982,1277,43,40,0,6,1375,1118,56,46,7,12,1234,578,63,24,0,3,673,337,45,20,3,0,406,192,21,7,3,0,227,233,61,12,0,3,313,54,45,10,0,0,116,93,12,7,0,6,115,5852,451,325,68,63,6754
402051049,3,3,3,331,237,5,7,0,5,260,199,13,18,5,0,231,203,5,15,3,5,230,325,15,25,3,0,363,310,16,26,4,0,361,371,22,27,0,0,428,292,32,28,6,0,362,193,19,14,0,0,229,181,25,14,0,0,216,182,8,7,0,0,204,108,17,16,0,0,139,18,19,14,0,0,57,33,0,6,0,6,48,2995,201,229,35,23,3478
402051050,8,3,0,34,29,0,8,0,0,40,29,0,5,0,0,36,25,3,8,0,0,39,35,3,14,3,0,55,46,0,16,0,0,64,55,9,12,3,0,80,41,13,13,3,0,71,21,7,11,0,0,41,21,7,3,3,0,35,25,0,4,0,0,27,17,6,3,0,0,25,0,5,3,0,0,7,3,0,4,0,0,8,377,64,110,21,4,576
402051051,6,7,0,49,47,5,16,5,0,75,42,4,23,0,0,69,64,3,21,3,3,86,76,10,27,0,0,115,63,15,21,0,0,101,58,13,26,3,0,96,59,19,27,0,0,102,22,10,20,0,0,52,10,8,9,3,0,33,21,3,10,0,0,38,22,18,12,3,0,49,7,8,12,0,0,27,3,0,0,0,3,5,536,111,232,35,10,924
402051052,16,6,9,695,642,9,35,7,4,696,541,21,38,13,4,609,638,25,45,10,6,722,946,28,68,5,12,1057,1081,42,61,9,10,1201,1135,50,43,3,13,1243,1148,51,56,3,12,1271,682,45,25,0,3,765,530,38,32,3,6,605,372,23,19,0,0,416,346,30,24,3,3,408,108,19,24,0,0,152,119,4,3,3,7,142,8984,401,490,83,81,10043
402051053,14,9,3,95,90,0,16,9,0,113,95,7,31,5,0,133,110,4,40,3,0,155,131,9,33,0,7,177,135,16,40,3,3,201,171,15,32,4,0,220,138,23,38,0,0,200,109,16,9,0,0,133,105,15,7,0,0,135,95,3,6,0,0,111,56,9,10,0,0,76,4,12,15,0,0,34,16,0,9,0,0,26,1332,140,299,39,17,1824
402051054,11,4,3,133,110,9,23,3,0,146,65,8,23,3,0,96,96,5,24,4,4,132,118,8,28,3,0,163,130,12,26,3,0,176,115,21,37,3,0,179,114,27,46,5,3,185,71,18,20,0,3,106,60,14,18,0,0,92,55,7,0,0,0,57,41,6,3,0,0,51,8,3,12,0,0,22,17,3,3,3,0,26,1109,141,274,43,15,1583
402051055,10,9,0,157,148,6,21,5,0,188,150,6,21,3,3,194,187,11,43,0,3,244,299,11,59,3,3,379,370,14,37,3,4,433,403,32,42,4,3,489,320,45,44,4,3,414,136,22,24,3,0,187,92,23,20,0,0,129,63,3,10,0,0,76,63,16,11,0,0,88,17,20,16,0,0,52,31,3,0,0,0,43,2433,220,364,53,31,3099
403011056,21,3,3,270,239,11,24,3,8,279,202,4,36,9,3,253,263,20,38,0,3,326,474,22,41,7,0,553,478,27,50,4,8,565,479,27,43,0,4,551,456,33,44,0,0,543,262,29,19,0,4,317,199,38,17,0,3,260,150,22,17,0,0,187,84,17,26,3,0,132,25,38,23,4,0,86,47,3,0,0,11,60,3619,284,406,49,50,4406
403011057,22,17,0,542,407,16,32,9,4,463,415,9,36,14,5,482,542,21,68,9,7,639,685,44,82,18,10,839,781,49,64,9,7,913,930,71,113,17,13,1140,730,97,89,4,5,923,366,62,60,3,5,496,259,94,61,7,4,420,188,49,15,9,6,260,148,84,56,3,0,290,53,86,49,12,3,199,85,12,11,4,6,112,6101,689,758,153,78,7783
