SA3_NAME16	EmploymentStatus	Sex	workers
Canada Bay	Owner managers of unincorporated enterprises	F	945
Canada Bay	Owner managers of unincorporated enterprises	M	1268
Leichhardt		F	76
Leichhardt		M	102
Leichhardt	Contributing family workers	F	158
Leichhardt	Contributing family workers	M	151
Leichhardt	Employee	F	8224
Leichhardt	Employee	M	7685
Leichhardt	Owner managers of incorporated enterprises	F	855
Leichhardt	Owner managers of incorporated enterprises	M	1642
Leichhardt	Owner managers of unincorporated enterprises	F	1094
Leichhardt	Owner managers of unincorporated enterprises	M	1160
Strathfield - Burwood - Ashfield		F	200
Strathfield - Burwood - Ashfield		M	306
Strathfield - Burwood - Ashfield	Contributing family workers	F	335
Strathfield - Burwood - Ashfield	Contributing family workers	M	335
Strathfield - Burwood - Ashfield	Employee	F	22402
Strathfield - Burwood - Ashfield	Employee	M	21002
Strathfield - Burwood - Ashfield	Owner managers of incorporated enterprises	F	1217
Strathfield - Burwood - Ashfield	Owner managers of incorporated enterprises	M	2971
Strathfield - Burwood - Ashfield	Owner managers of unincorporated enterprises	F	1494
Strathfield - Burwood - Ashfield	Owner managers of unincorporated enterprises	M	2348
Chatswood - Lane Cove		F	233
Chatswood - Lane Cove		M	276
Chatswood - Lane Cove	Contributing family workers	F	368
Chatswood - Lane Cove	Contributing family workers	M	344
Chatswood - Lane Cove	Employee	F	34606
Chatswood - Lane Cove	Employee	M	34063
Chatswood - Lane Cove	Owner managers of incorporated enterprises	F	1748
Chatswood - Lane Cove	Owner managers of incorporated enterprises	M	4094
Chatswood - Lane Cove	Owner managers of unincorporated enterprises	F	1665
Chatswood - Lane Cove	Owner managers of unincorporated enterprises	M	2243
Hornsby		F	93
Hornsby		M	132
Hornsby	Contributing family workers	F	189
Hornsby	Contributing family workers	M	179
Hornsby	Employee	F	11542
Hornsby	Employee	M	10456
Hornsby	Owner managers of incorporated enterprises	F	680
Hornsby	Owner managers of incorporated enterprises	M	1606
Hornsby	Owner managers of unincorporated enterprises	F	898
Hornsby	Owner managers of unincorporated enterprises	M	1207
Ku-ring-gai		F	109
Ku-ring-gai		M	103
Ku-ring-gai	Contributing family workers	F	313
Ku-ring-gai	Contributing family workers	M	301
Ku-ring-gai	Employee	F	14257
Ku-ring-gai	Employee	M	8361
Ku-ring-gai	Owner managers of incorporated enterprises	F	1329
Ku-ring-gai	Owner managers of incorporated enterprises	M	2451
Ku-ring-gai	Owner managers of unincorporated enterprises	F	1531
Ku-ring-gai	Owner managers of unincorporated enterprises	M	1529
North Sydney - Mosman		F	219
North Sydney - Mosman		M	283
North Sydney - Mosman	Contributing family workers	F	343
North Sydney - Mosman	Contributing family workers	M	374
North Sydney - Mosman	Employee	F	31386
North Sydney - Mosman	Employee	M	34113
North Sydney - Mosman	Owner managers of incorporated enterprises	F	1839
North Sydney - Mosman	Owner managers of incorporated enterprises	M	4383
North Sydney - Mosman	Owner managers of unincorporated enterprises	F	1685
North Sydney - Mosman	Owner managers of unincorporated enterprises	M	2104
Manly		F	62
Manly		M	56
Manly	Contributing family workers	F	146
Manly	Contributing family workers	M	121
Manly	Employee	F	5875
Manly	Employee	M	4090
Manly	Owner managers of incorporated enterprises	F	622
Manly	Owner managers of incorporated enterprises	M	1224
Manly	Owner managers of unincorporated enterprises	F	745
Manly	Owner managers of unincorporated enterprises	M	795
Pittwater		F	94
Pittwater		M	94
Pittwater	Contributing family workers	F	288
Pittwater	Contributing family workers	M	196
Pittwater	Employee	F	8154
Pittwater	Employee	M	6408
Pittwater	Owner managers of incorporated enterprises	F	1123
Pittwater	Owner managers of incorporated enterprises	M	2132
Pittwater	Owner managers of unincorporated enterprises	F	1251
Pittwater	Owner managers of unincorporated enterprises	M	1420
Warringah		F	181
Warringah		M	220
Warringah	Contributing family workers	F	387
Warringah	Contributing family workers	M	302
Warringah	Employee	F	21433
Warringah	Employee	M	20137
Warringah	Owner managers of incorporated enterprises	F	1740
Warringah	Owner managers of incorporated enterprises	M	4082
Warringah	Owner managers of unincorporated enterprises	F	2165
Warringah	Owner managers of unincorporated enterprises	M	2682
Camden		F	90
Camden		M	126
Camden	Contributing family workers	F	136
Camden	Contributing family workers	M	85
Camden	Employee	F	8278
Camden	Employee	M	8346
Camden	Owner managers of incorporated enterprises	F	549
Camden	Owner managers of incorporated enterprises	M	1340
Camden	Owner managers of unincorporated enterprises	F	631
Camden	Owner managers of unincorporated enterprises	M	779
Campbelltown (NSW)		F	241
Campbelltown (NSW)		M	276
Campbelltown (NSW)	Contributing family workers	F	240
Campbelltown (NSW)	Contributing family workers	M	221
Campbelltown (NSW)	Employee	F	21995
Campbelltown (NSW)	Employee	M	19817
Campbelltown (NSW)	Owner managers of incorporated enterprises	F	742
Campbelltown (NSW)	Owner managers of incorporated enterprises	M	2113
Campbelltown (NSW)	Owner managers of unincorporated enterprises	F	950
Campbelltown (NSW)	Owner managers of unincorporated enterprises	M	1632
Wollondilly		F	56
Wollondilly		M	87
Wollondilly	Contributing family workers	F	154
Wollondilly	Contributing family workers	M	99
Wollondilly	Employee	F	3268
Wollondilly	Employee	M	4366
Wollondilly	Owner managers of incorporated enterprises	F	342
Wollondilly	Owner managers of incorporated enterprises	M	658
Wollondilly	Owner managers of unincorporated enterprises	F	424
Wollondilly	Owner managers of unincorporated enterprises	M	621
Blue Mountains		F	90
Blue Mountains		M	79
Blue Mountains	Contributing family workers	F	193
Blue Mountains	Contributing family workers	M	180
Blue Mountains	Employee	F	8353
Blue Mountains	Employee	M	5332
Blue Mountains	Owner managers of incorporated enterprises	F	537
Blue Mountains	Owner managers of incorporated enterprises	M	942
Blue Mountains	Owner managers of unincorporated enterprises	F	1239
Blue Mountains	Owner managers of unincorporated enterprises	M	1416
Blue Mountains - South		M	3
Blue Mountains - South	Employee	F	6
Blue Mountains - South	Employee	M	7
Penrith		F	190
Penrith		M	188
Penrith	Contributing family workers	F	273
Penrith	Contributing family workers	M	208
Penrith	Employee	F	23338
Penrith	Employee	M	18063
Penrith	Owner managers of incorporated enterprises	F	991
Penrith	Owner managers of incorporated enterprises	M	2275
Penrith	Owner managers of unincorporated enterprises	F	1224
Penrith	Owner managers of unincorporated enterprises	M	1820
Richmond - Windsor		F	74
Richmond - Windsor		M	83
Richmond - Windsor	Contributing family workers	F	143
Richmond - Windsor	Contributing family workers	M	100
Richmond - Windsor	Employee	F	7298
Richmond - Windsor	Employee	M	7028
Richmond - Windsor	Owner managers of incorporated enterprises	F	354
Richmond - Windsor	Owner managers of incorporated enterprises	M	797
Richmond - Windsor	Owner managers of unincorporated enterprises	F	513
Richmond - Windsor	Owner managers of unincorporated enterprises	M	687
St Marys		F	78
St Marys		M	110
St Marys	Contributing family workers	F	85
St Marys	Contributing family workers	M	71
St Marys	Employee	F	6293
St Marys	Employee	M	9548
St Marys	Owner managers of incorporated enterprises	F	252
St Marys	Owner managers of incorporated enterprises	M	835
St Marys	Owner managers of unincorporated enterprises	F	332
St Marys	Owner managers of unincorporated enterprises	M	651
Auburn		F	184
Auburn		M	339
Auburn	Contributing family workers	F	166
Auburn	Contributing family workers	M	258
Auburn	Employee	F	18704
Auburn	Employee	M	29270
Auburn	Owner managers of incorporated enterprises	F	749
Auburn	Owner managers of incorporated enterprises	M	2536
Auburn	Owner managers of unincorporated enterprises	F	664
Auburn	Owner managers of unincorporated enterprises	M	1493
Carlingford		F	56
Carlingford		M	89
Carlingford	Contributing family workers	F	119
Carlingford	Contributing family workers	M	128
Carlingford	Employee	F	7372
Carlingford	Employee	M	9077
Carlingford	Owner managers of incorporated enterprises	F	430
Carlingford	Owner managers of incorporated enterprises	M	1128
Carlingford	Owner managers of unincorporated enterprises	F	532
Carlingford	Owner managers of unincorporated enterprises	M	874
Merrylands - Guildford		F	260
Merrylands - Guildford		M	392
Merrylands - Guildford	Contributing family workers	F	234
Merrylands - Guildford	Contributing family workers	M	299
Merrylands - Guildford	Employee	F	16946
Merrylands - Guildford	Employee	M	25615
Merrylands - Guildford	Owner managers of incorporated enterprises	F	822
Merrylands - Guildford	Owner managers of incorporated enterprises	M	2867
Merrylands - Guildford	Owner managers of unincorporated enterprises	F	951
Merrylands - Guildford	Owner managers of unincorporated enterprises	M	2016
Parramatta		F	329
Parramatta		M	391
Parramatta	Contributing family workers	F	300
Parramatta	Contributing family workers	M	270
Parramatta	Employee	F	47468
Parramatta	Employee	M	37568
Parramatta	Owner managers of incorporated enterprises	F	1068
Parramatta	Owner managers of incorporated enterprises	M	3215
Parramatta	Owner managers of unincorporated enterprises	F	1202
Parramatta	Owner managers of unincorporated enterprises	M	1984
Pennant Hills - Epping		F	33
Pennant Hills - Epping		M	46
Pennant Hills - Epping	Contributing family workers	F	92
Pennant Hills - Epping	Contributing family workers	M	87
Pennant Hills - Epping	Employee	F	4735
Pennant Hills - Epping	Employee	M	3370
Pennant Hills - Epping	Owner managers of incorporated enterprises	F	397
Pennant Hills - Epping	Owner managers of incorporated enterprises	M	752
Pennant Hills - Epping	Owner managers of unincorporated enterprises	F	484
Pennant Hills - Epping	Owner managers of unincorporated enterprises	M	569
Ryde - Hunters Hill		F	230
Ryde - Hunters Hill		M	295
Ryde - Hunters Hill	Contributing family workers	F	338
Ryde - Hunters Hill	Contributing family workers	M	315
Ryde - Hunters Hill	Employee	F	38565
Ryde - Hunters Hill	Employee	M	41566
Ryde - Hunters Hill	Owner managers of incorporated enterprises	F	1268
Ryde - Hunters Hill	Owner managers of incorporated enterprises	M	3036
Ryde - Hunters Hill	Owner managers of unincorporated enterprises	F	1414
Ryde - Hunters Hill	Owner managers of unincorporated enterprises	M	2010
Bringelly - Green Valley		F	86
Bringelly - Green Valley		M	132
Bringelly - Green Valley	Contributing family workers	F	173
Bringelly - Green Valley	Contributing family workers	M	154
Bringelly - Green Valley	Employee	F	6549
Bringelly - Green Valley	Employee	M	5455
Bringelly - Green Valley	Owner managers of incorporated enterprises	F	503
Bringelly - Green Valley	Owner managers of incorporated enterprises	M	1227
Bringelly - Green Valley	Owner managers of unincorporated enterprises	F	702
Bringelly - Green Valley	Owner managers of unincorporated enterprises	M	996
Fairfield		F	266
Fairfield		M	417
Fairfield	Contributing family workers	F	346
Fairfield	Contributing family workers	M	359
Fairfield	Employee	F	20175
Fairfield	Employee	M	23187
Fairfield	Owner managers of incorporated enterprises	F	1097
Fairfield	Owner managers of incorporated enterprises	M	3244
Fairfield	Owner managers of unincorporated enterprises	F	1288
Fairfield	Owner managers of unincorporated enterprises	M	2241
Liverpool		F	246
Liverpool		M	369
Liverpool	Contributing family workers	F	255
Liverpool	Contributing family workers	M	245
Liverpool	Employee	F	23808
Liverpool	Employee	M	25127
Liverpool	Owner managers of incorporated enterprises	F	797
Liverpool	Owner managers of incorporated enterprises	M	2611
Liverpool	Owner managers of unincorporated enterprises	F	855
Liverpool	Owner managers of unincorporated enterprises	M	1549
Cronulla - Miranda - Caringbah		F	162
Cronulla - Miranda - Caringbah		M	188
Cronulla - Miranda - Caringbah	Contributing family workers	F	310
Cronulla - Miranda - Caringbah	Contributing family workers	M	257
Cronulla - Miranda - Caringbah	Employee	F	18058
Cronulla - Miranda - Caringbah	Employee	M	13699
Cronulla - Miranda - Caringbah	Owner managers of incorporated enterprises	F	1308
Cronulla - Miranda - Caringbah	Owner managers of incorporated enterprises	M	2887
Cronulla - Miranda - Caringbah	Owner managers of unincorporated enterprises	F	1359
Cronulla - Miranda - Caringbah	Owner managers of unincorporated enterprises	M	1842
Sutherland - Menai - Heathcote		F	101
Sutherland - Menai - Heathcote		M	131
Sutherland - Menai - Heathcote	Contributing family workers	F	190
Sutherland - Menai - Heathcote	Contributing family workers	M	135
Sutherland - Menai - Heathcote	Employee	F	11554
Sutherland - Menai - Heathcote	Employee	M	9241
Sutherland - Menai - Heathcote	Owner managers of incorporated enterprises	F	751
Sutherland - Menai - Heathcote	Owner managers of incorporated enterprises	M	1782
Sutherland - Menai - Heathcote	Owner managers of unincorporated enterprises	F	1084
Sutherland - Menai - Heathcote	Owner managers of unincorporated enterprises	M	1320
Migratory - Offshore - Shipping (NSW)		M	3
Migratory - Offshore - Shipping (NSW)	Employee	F	10
Migratory - Offshore - Shipping (NSW)	Employee	M	52
Migratory - Offshore - Shipping (NSW)	Owner managers of incorporated enterprises	M	7
Migratory - Offshore - Shipping (NSW)	Owner managers of unincorporated enterprises	F	3
Migratory - Offshore - Shipping (NSW)	Owner managers of unincorporated enterprises	M	11
No usual address (NSW)		F	621
No usual address (NSW)		M	1965
No usual address (NSW)	Contributing family workers	F	704
No usual address (NSW)	Contributing family workers	M	1293
No usual address (NSW)	Employee	F	22874
No usual address (NSW)	Employee	M	56761
No usual address (NSW)	Owner managers of incorporated enterprises	F	1637
No usual address (NSW)	Owner managers of incorporated enterprises	M	15555
No usual address (NSW)	Owner managers of unincorporated enterprises	F	8290
No usual address (NSW)	Owner managers of unincorporated enterprises	M	33664
Ballarat		F	246
Ballarat		M	266
Ballarat	Contributing family workers	F	317
Ballarat	Contributing family workers	M	247
Ballarat	Employee	F	21435
Ballarat	Employee	M	18046
Ballarat	Owner managers of incorporated enterprises	F	811
Ballarat	Owner managers of incorporated enterprises	M	1861
Ballarat	Owner managers of unincorporated enterprises	F	998
Ballarat	Owner managers of unincorporated enterprises	M	1491
Creswick - Daylesford - Ballan		F	63
Creswick - Daylesford - Ballan		M	82
Creswick - Daylesford - Ballan	Contributing family workers	F	230
Creswick - Daylesford - Ballan	Contributing family workers	M	245
Creswick - Daylesford - Ballan	Employee	F	2674
Creswick - Daylesford - Ballan	Employee	M	2038
Creswick - Daylesford - Ballan	Owner managers of incorporated enterprises	F	238
Creswick - Daylesford - Ballan	Owner managers of incorporated enterprises	M	524
Creswick - Daylesford - Ballan	Owner managers of unincorporated enterprises	F	490
Creswick - Daylesford - Ballan	Owner managers of unincorporated enterprises	M	742
Maryborough - Pyrenees		F	54
Maryborough - Pyrenees		M	74
Maryborough - Pyrenees	Contributing family workers	F	169
Maryborough - Pyrenees	Contributing family workers	M	253
Maryborough - Pyrenees	Employee	F	2606
Maryborough - Pyrenees	Employee	M	2352
Maryborough - Pyrenees	Owner managers of incorporated enterprises	F	150
Maryborough - Pyrenees	Owner managers of incorporated enterprises	M	326
Maryborough - Pyrenees	Owner managers of unincorporated enterprises	F	277
Maryborough - Pyrenees	Owner managers of unincorporated enterprises	M	564
Bendigo		F	211
Bendigo		M	230
Bendigo	Contributing family workers	F	245
Bendigo	Contributing family workers	M	205
Bendigo	Employee	F	19563
Bendigo	Employee	M	16001
Bendigo	Owner managers of incorporated enterprises	F	673
Bendigo	Owner managers of incorporated enterprises	M	1616
Bendigo	Owner managers of unincorporated enterprises	F	912
Bendigo	Owner managers of unincorporated enterprises	M	1370
Heathcote - Castlemaine - Kyneton		F	100
Heathcote - Castlemaine - Kyneton		M	124
Heathcote - Castlemaine - Kyneton	Contributing family workers	F	267
Heathcote - Castlemaine - Kyneton	Contributing family workers	M	280
Heathcote - Castlemaine - Kyneton	Employee	F	5882
Heathcote - Castlemaine - Kyneton	Employee	M	5705
Heathcote - Castlemaine - Kyneton	Owner managers of incorporated enterprises	F	389
Heathcote - Castlemaine - Kyneton	Owner managers of incorporated enterprises	M	754
Heathcote - Castlemaine - Kyneton	Owner managers of unincorporated enterprises	F	806
Heathcote - Castlemaine - Kyneton	Owner managers of unincorporated enterprises	M	1153
Loddon - Elmore		F	30
Loddon - Elmore		M	47
Loddon - Elmore	Contributing family workers	F	151
Loddon - Elmore	Contributing family workers	M	210
Loddon - Elmore	Employee	F	940
Loddon - Elmore	Employee	M	1500
Loddon - Elmore	Owner managers of incorporated enterprises	F	101
Loddon - Elmore	Owner managers of incorporated enterprises	M	244
Loddon - Elmore	Owner managers of unincorporated enterprises	F	210
Loddon - Elmore	Owner managers of unincorporated enterprises	M	467
Barwon - West		F	23
Barwon - West		M	39
Barwon - West	Contributing family workers	F	125
Barwon - West	Contributing family workers	M	146
Barwon - West	Employee	F	1280
Barwon - West	Employee	M	1129
Barwon - West	Owner managers of incorporated enterprises	F	175
Barwon - West	Owner managers of incorporated enterprises	M	325
Barwon - West	Owner managers of unincorporated enterprises	F	220
Barwon - West	Owner managers of unincorporated enterprises	M	385
Geelong		F	386
Geelong		M	415
Geelong	Contributing family workers	F	519
Geelong	Contributing family workers	M	403
Geelong	Employee	F	40768
Geelong	Employee	M	34350
Geelong	Owner managers of incorporated enterprises	F	1386
Geelong	Owner managers of incorporated enterprises	M	3451
Geelong	Owner managers of unincorporated enterprises	F	1932
Geelong	Owner managers of unincorporated enterprises	M	2858
Surf Coast - Bellarine Peninsula		F	99
Surf Coast - Bellarine Peninsula		M	101
Surf Coast - Bellarine Peninsula	Contributing family workers	F	330
Surf Coast - Bellarine Peninsula	Contributing family workers	M	223
Surf Coast - Bellarine Peninsula	Employee	F	7056
Surf Coast - Bellarine Peninsula	Employee	M	5147
Surf Coast - Bellarine Peninsula	Owner managers of incorporated enterprises	F	611
Surf Coast - Bellarine Peninsula	Owner managers of incorporated enterprises	M	1263
Surf Coast - Bellarine Peninsula	Owner managers of unincorporated enterprises	F	1008
Surf Coast - Bellarine Peninsula	Owner managers of unincorporated enterprises	M	1306
Upper Goulburn Valley		F	149
Upper Goulburn Valley		M	203
Upper Goulburn Valley	Contributing family workers	F	428
Upper Goulburn Valley	Contributing family workers	M	454
Upper Goulburn Valley	Employee	F	7804
Upper Goulburn Valley	Employee	M	6972
Upper Goulburn Valley	Owner managers of incorporated enterprises	F	477
Upper Goulburn Valley	Owner managers of incorporated enterprises	M	974
Upper Goulburn Valley	Owner managers of unincorporated enterprises	F	772
Upper Goulburn Valley	Owner managers of unincorporated enterprises	M	1376
Wangaratta - Benalla		F	143
Wangaratta - Benalla		M	152
Wangaratta - Benalla	Contributing family workers	F	302
Wangaratta - Benalla	Contributing family workers	M	348
Wangaratta - Benalla	Employee	F	8056
Wangaratta - Benalla	Employee	M	6894
Wangaratta - Benalla	Owner managers of incorporated enterprises	F	405
Wangaratta - Benalla	Owner managers of incorporated enterprises	M	841
Wangaratta - Benalla	Owner managers of unincorporated enterprises	F	709
Wangaratta - Benalla	Owner managers of unincorporated enterprises	M	1147
Wodonga - Alpine		F	155
Wodonga - Alpine		M	202
Wodonga - Alpine	Contributing family workers	F	374
Wodonga - Alpine	Contributing family workers	M	417
Wodonga - Alpine	Employee	F	11645
Wodonga - Alpine	Employee	M	12613
Wodonga - Alpine	Owner managers of incorporated enterprises	F	642
Wodonga - Alpine	Owner managers of incorporated enterprises	M	1262
Wodonga - Alpine	Owner managers of unincorporated enterprises	F	998
Wodonga - Alpine	Owner managers of unincorporated enterprises	M	1595
Baw Baw		F	120
Baw Baw		M	161
Baw Baw	Contributing family workers	F	293
Baw Baw	Contributing family workers	M	253
Baw Baw	Employee	F	6756
Baw Baw	Employee	M	5113
Baw Baw	Owner managers of incorporated enterprises	F	398
Baw Baw	Owner managers of incorporated enterprises	M	880
Baw Baw	Owner managers of unincorporated enterprises	F	727
Baw Baw	Owner managers of unincorporated enterprises	M	1164
Gippsland - East		F	139
Gippsland - East		M	160
Gippsland - East	Contributing family workers	F	282
Gippsland - East	Contributing family workers	M	303
Gippsland - East	Employee	F	6617
Gippsland - East	Employee	M	5381
Gippsland - East	Owner managers of incorporated enterprises	F	336
Gippsland - East	Owner managers of incorporated enterprises	M	726
Gippsland - East	Owner managers of unincorporated enterprises	F	696
Gippsland - East	Owner managers of unincorporated enterprises	M	1095
Gippsland - South West		F	163
Gippsland - South West		M	197
Gippsland - South West	Contributing family workers	F	478
Gippsland - South West	Contributing family workers	M	446
Gippsland - South West	Employee	F	8200
Gippsland - South West	Employee	M	6680
Gippsland - South West	Owner managers of incorporated enterprises	F	559
Gippsland - South West	Owner managers of incorporated enterprises	M	1064
Gippsland - South West	Owner managers of unincorporated enterprises	F	1236
Gippsland - South West	Owner managers of unincorporated enterprises	M	1977
Latrobe Valley		F	173
Latrobe Valley		M	187
Latrobe Valley	Contributing family workers	F	170
Latrobe Valley	Contributing family workers	M	165
Latrobe Valley	Employee	F	13918
Latrobe Valley	Employee	M	13091
Latrobe Valley	Owner managers of incorporated enterprises	F	399
Latrobe Valley	Owner managers of incorporated enterprises	M	994
Latrobe Valley	Owner managers of unincorporated enterprises	F	570
Latrobe Valley	Owner managers of unincorporated enterprises	M	901
Wellington		F	99
Wellington		M	133
Wellington	Contributing family workers	F	282
Wellington	Contributing family workers	M	287
Wellington	Employee	F	6573
Wellington	Employee	M	6949
Wellington	Owner managers of incorporated enterprises	F	290
Wellington	Owner managers of incorporated enterprises	M	603
Wellington	Owner managers of unincorporated enterprises	F	733
Wellington	Owner managers of unincorporated enterprises	M	1082
Brunswick - Coburg		F	101
Brunswick - Coburg		M	145
Brunswick - Coburg	Contributing family workers	F	198
Brunswick - Coburg	Contributing family workers	M	198
Brunswick - Coburg	Employee	F	10255
Brunswick - Coburg	Employee	M	8458
Brunswick - Coburg	Owner managers of incorporated enterprises	F	609
Brunswick - Coburg	Owner managers of incorporated enterprises	M	1529
Brunswick - Coburg	Owner managers of unincorporated enterprises	F	1077
Brunswick - Coburg	Owner managers of unincorporated enterprises	M	1593
Darebin - South		F	77
Darebin - South		M	85
Darebin - South	Contributing family workers	F	113
Darebin - South	Contributing family workers	M	111
Darebin - South	Employee	F	5615
Darebin - South	Employee	M	5018
Darebin - South	Owner managers of incorporated enterprises	F	420
Darebin - South	Owner managers of incorporated enterprises	M	1002
Darebin - South	Owner managers of unincorporated enterprises	F	863
Darebin - South	Owner managers of unincorporated enterprises	M	954
Essendon		F	109
Essendon		M	109
Essendon	Contributing family workers	F	188
Essendon	Contributing family workers	M	140
Essendon	Employee	F	9685
Essendon	Employee	M	6589
Essendon	Owner managers of incorporated enterprises	F	606
Essendon	Owner managers of incorporated enterprises	M	1335
Essendon	Owner managers of unincorporated enterprises	F	751
Essendon	Owner managers of unincorporated enterprises	M	944
Melbourne City		F	1228
Melbourne City		M	1479
Melbourne City	Contributing family workers	F	696
Melbourne City	Contributing family workers	M	787
Melbourne City	Employee	F	192194
Melbourne City	Employee	M	202283
Melbourne City	Owner managers of incorporated enterprises	F	3370
Melbourne City	Owner managers of incorporated enterprises	M	10247
Melbourne City	Owner managers of unincorporated enterprises	F	3456
Melbourne City	Owner managers of unincorporated enterprises	M	6718
Port Phillip		F	272
Port Phillip		M	405
Port Phillip	Contributing family workers	F	359
Port Phillip	Contributing family workers	M	397
Port Phillip	Employee	F	33163
Port Phillip	Employee	M	43941
Port Phillip	Owner managers of incorporated enterprises	F	1896
Port Phillip	Owner managers of incorporated enterprises	M	5145
Port Phillip	Owner managers of unincorporated enterprises	F	1893
Port Phillip	Owner managers of unincorporated enterprises	M	2609
Stonnington - West		F	135
Stonnington - West		M	151
Stonnington - West	Contributing family workers	F	274
Stonnington - West	Contributing family workers	M	249
Stonnington - West	Employee	F	15000
Stonnington - West	Employee	M	11588
Stonnington - West	Owner managers of incorporated enterprises	F	1202
Stonnington - West	Owner managers of incorporated enterprises	M	2409
Stonnington - West	Owner managers of unincorporated enterprises	F	1169
Stonnington - West	Owner managers of unincorporated enterprises	M	1487
Yarra		F	303
Yarra		M	340
Yarra	Contributing family workers	F	317
Yarra	Contributing family workers	M	351
Yarra	Employee	F	36270
Yarra	Employee	M	33331
Yarra	Owner managers of incorporated enterprises	F	1642
Yarra	Owner managers of incorporated enterprises	M	4128
Yarra	Owner managers of unincorporated enterprises	F	2004
Yarra	Owner managers of unincorporated enterprises	M	2711
Boroondara		F	257
Boroondara		M	283
Boroondara	Contributing family workers	F	617
Boroondara	Contributing family workers	M	536
Boroondara	Employee	F	32978
Boroondara	Employee	M	24743
Boroondara	Owner managers of incorporated enterprises	F	2307
Boroondara	Owner managers of incorporated enterprises	M	4658
Boroondara	Owner managers of unincorporated enterprises	F	2253
Boroondara	Owner managers of unincorporated enterprises	M	2747
Manningham - West		F	94
Manningham - West		M	105
Manningham - West	Contributing family workers	F	243
Manningham - West	Contributing family workers	M	221
Manningham - West	Employee	F	11338
Manningham - West	Employee	M	8007
Manningham - West	Owner managers of incorporated enterprises	F	761
Manningham - West	Owner managers of incorporated enterprises	M	1629
Manningham - West	Owner managers of unincorporated enterprises	F	765
Manningham - West	Owner managers of unincorporated enterprises	M	1163
Whitehorse - West		F	150
Whitehorse - West		M	179
Whitehorse - West	Contributing family workers	F	297
Whitehorse - West	Contributing family workers	M	262
Whitehorse - West	Employee	F	23103
Whitehorse - West	Employee	M	17004
Whitehorse - West	Owner managers of incorporated enterprises	F	968
Whitehorse - West	Owner managers of incorporated enterprises	M	2135
Whitehorse - West	Owner managers of unincorporated enterprises	F	1073
Whitehorse - West	Owner managers of unincorporated enterprises	M	1447
Bayside		F	116
Bayside		M	136
Bayside	Contributing family workers	F	353
Bayside	Contributing family workers	M	259
Bayside	Employee	F	12634
Bayside	Employee	M	9010
Bayside	Owner managers of incorporated enterprises	F	1304
Bayside	Owner managers of incorporated enterprises	M	2505
Bayside	Owner managers of unincorporated enterprises	F	1559
Bayside	Owner managers of unincorporated enterprises	M	1661
Glen Eira		F	136
Glen Eira		M	177
Glen Eira	Contributing family workers	F	368
Glen Eira	Contributing family workers	M	298
Glen Eira	Employee	F	17642
Glen Eira	Employee	M	11899
Glen Eira	Owner managers of incorporated enterprises	F	1319
Glen Eira	Owner managers of incorporated enterprises	M	2704
Glen Eira	Owner managers of unincorporated enterprises	F	1885
Glen Eira	Owner managers of unincorporated enterprises	M	2183
Kingston		F	229
Kingston		M	361
Kingston	Contributing family workers	F	411
Kingston	Contributing family workers	M	393
Kingston	Employee	F	24432
Kingston	Employee	M	28186
Kingston	Owner managers of incorporated enterprises	F	1419
Kingston	Owner managers of incorporated enterprises	M	3983
Kingston	Owner managers of unincorporated enterprises	F	1449
Kingston	Owner managers of unincorporated enterprises	M	2250
Stonnington - East		F	89
Stonnington - East		M	91
Stonnington - East	Contributing family workers	F	168
Stonnington - East	Contributing family workers	M	120
Stonnington - East	Employee	F	11268
Stonnington - East	Employee	M	6532
Stonnington - East	Owner managers of incorporated enterprises	F	587
Stonnington - East	Owner managers of incorporated enterprises	M	1069
Stonnington - East	Owner managers of unincorporated enterprises	F	625
Stonnington - East	Owner managers of unincorporated enterprises	M	762
Banyule		F	179
Banyule		M	204
Banyule	Contributing family workers	F	266
Banyule	Contributing family workers	M	232
Banyule	Employee	F	20395
Banyule	Employee	M	12962
Banyule	Owner managers of incorporated enterprises	F	971
Banyule	Owner managers of incorporated enterprises	M	2258
Banyule	Owner managers of unincorporated enterprises	F	1256
Banyule	Owner managers of unincorporated enterprises	M	1628
Darebin - North		F	179
Darebin - North		M	203
Darebin - North	Contributing family workers	F	209
Darebin - North	Contributing family workers	M	186
Darebin - North	Employee	F	15272
Darebin - North	Employee	M	13294
Darebin - North	Owner managers of incorporated enterprises	F	566
Darebin - North	Owner managers of incorporated enterprises	M	1549
Darebin - North	Owner managers of unincorporated enterprises	F	737
Darebin - North	Owner managers of unincorporated enterprises	M	1231
Nillumbik - Kinglake		F	66
Nillumbik - Kinglake		M	68
Nillumbik - Kinglake	Contributing family workers	F	218
Nillumbik - Kinglake	Contributing family workers	M	144
Nillumbik - Kinglake	Employee	F	5634
Nillumbik - Kinglake	Employee	M	4070
Nillumbik - Kinglake	Owner managers of incorporated enterprises	F	667
Nillumbik - Kinglake	Owner managers of incorporated enterprises	M	1335
Nillumbik - Kinglake	Owner managers of unincorporated enterprises	F	822
Nillumbik - Kinglake	Owner managers of unincorporated enterprises	M	983
Whittlesea - Wallan		F	276
Whittlesea - Wallan		M	438
Whittlesea - Wallan	Contributing family workers	F	393
Whittlesea - Wallan	Contributing family workers	M	327
Whittlesea - Wallan	Employee	F	23931
Whittlesea - Wallan	Employee	M	22036
