SA3_NAME16	LabourForceStatus	Sex	workers
Charles Sturt	Employed (away from work)	M	544
Charles Sturt	Employed (full-time)	F	7878
Charles Sturt	Employed (full-time)	M	14795
Charles Sturt	Employed (part-time)	F	9763
Charles Sturt	Employed (part-time)	M	5047
Port Adelaide - West		F	229
Port Adelaide - West		M	441
Port Adelaide - West	Employed (away from work)	F	493
Port Adelaide - West	Employed (away from work)	M	679
Port Adelaide - West	Employed (full-time)	F	6198
Port Adelaide - West	Employed (full-time)	M	21826
Port Adelaide - West	Employed (part-time)	F	5653
Port Adelaide - West	Employed (part-time)	M	3981
West Torrens		F	254
West Torrens		M	358
West Torrens	Employed (away from work)	F	761
West Torrens	Employed (away from work)	M	696
West Torrens	Employed (full-time)	F	8745
West Torrens	Employed (full-time)	M	19135
West Torrens	Employed (part-time)	F	8484
West Torrens	Employed (part-time)	M	4993
Barossa		F	100
Barossa		M	120
Barossa	Employed (away from work)	F	300
Barossa	Employed (away from work)	M	227
Barossa	Employed (full-time)	F	2631
Barossa	Employed (full-time)	M	5516
Barossa	Employed (part-time)	F	3573
Barossa	Employed (part-time)	M	1484
Lower North		F	73
Lower North		M	110
Lower North	Employed (away from work)	F	192
Lower North	Employed (away from work)	M	174
Lower North	Employed (full-time)	F	1494
Lower North	Employed (full-time)	M	3578
Lower North	Employed (part-time)	F	2291
Lower North	Employed (part-time)	M	948
Mid North		F	95
Mid North		M	108
Mid North	Employed (away from work)	F	255
Mid North	Employed (away from work)	M	141
Mid North	Employed (full-time)	F	1850
Mid North	Employed (full-time)	M	3904
Mid North	Employed (part-time)	F	2665
Mid North	Employed (part-time)	M	1031
Yorke Peninsula		F	84
Yorke Peninsula		M	104
Yorke Peninsula	Employed (away from work)	F	212
Yorke Peninsula	Employed (away from work)	M	169
Yorke Peninsula	Employed (full-time)	F	1462
Yorke Peninsula	Employed (full-time)	M	2720
Yorke Peninsula	Employed (part-time)	F	2321
Yorke Peninsula	Employed (part-time)	M	1039
Eyre Peninsula and South West		F	207
Eyre Peninsula and South West		M	273
Eyre Peninsula and South West	Employed (away from work)	F	536
Eyre Peninsula and South West	Employed (away from work)	M	448
Eyre Peninsula and South West	Employed (full-time)	F	4370
Eyre Peninsula and South West	Employed (full-time)	M	8702
Eyre Peninsula and South West	Employed (part-time)	F	5789
Eyre Peninsula and South West	Employed (part-time)	M	2274
Outback - North and East		F	125
Outback - North and East		M	193
Outback - North and East	Employed (away from work)	F	280
Outback - North and East	Employed (away from work)	M	480
Outback - North and East	Employed (full-time)	F	2840
Outback - North and East	Employed (full-time)	M	6813
Outback - North and East	Employed (part-time)	F	2133
Outback - North and East	Employed (part-time)	M	1126
Fleurieu - Kangaroo Island		F	127
Fleurieu - Kangaroo Island		M	132
Fleurieu - Kangaroo Island	Employed (away from work)	F	381
Fleurieu - Kangaroo Island	Employed (away from work)	M	231
Fleurieu - Kangaroo Island	Employed (full-time)	F	2421
Fleurieu - Kangaroo Island	Employed (full-time)	M	4267
Fleurieu - Kangaroo Island	Employed (part-time)	F	4557
Fleurieu - Kangaroo Island	Employed (part-time)	M	2276
Limestone Coast		F	219
Limestone Coast		M	285
Limestone Coast	Employed (away from work)	F	719
Limestone Coast	Employed (away from work)	M	590
Limestone Coast	Employed (full-time)	F	5334
Limestone Coast	Employed (full-time)	M	11406
Limestone Coast	Employed (part-time)	F	7280
Limestone Coast	Employed (part-time)	M	2668
Murray and Mallee		F	216
Murray and Mallee		M	311
Murray and Mallee	Employed (away from work)	F	564
Murray and Mallee	Employed (away from work)	M	484
Murray and Mallee	Employed (full-time)	F	5553
Murray and Mallee	Employed (full-time)	M	10887
Murray and Mallee	Employed (part-time)	F	6717
Murray and Mallee	Employed (part-time)	M	2960
Migratory - Offshore - Shipping (SA)	Employed (away from work)	M	14
Migratory - Offshore - Shipping (SA)	Employed (full-time)	F	3
Migratory - Offshore - Shipping (SA)	Employed (full-time)	M	39
Migratory - Offshore - Shipping (SA)	Employed (part-time)	M	11
No usual address (SA)		F	206
No usual address (SA)		M	498
No usual address (SA)	Employed (away from work)	F	691
No usual address (SA)	Employed (away from work)	M	1123
No usual address (SA)	Employed (full-time)	F	2131
No usual address (SA)	Employed (full-time)	M	15840
No usual address (SA)	Employed (part-time)	F	6144
No usual address (SA)	Employed (part-time)	M	7690
Augusta - Margaret River - Busselton		F	171
Augusta - Margaret River - Busselton		M	183
Augusta - Margaret River - Busselton	Employed (away from work)	F	484
Augusta - Margaret River - Busselton	Employed (away from work)	M	354
Augusta - Margaret River - Busselton	Employed (full-time)	F	3739
Augusta - Margaret River - Busselton	Employed (full-time)	M	6069
Augusta - Margaret River - Busselton	Employed (part-time)	F	5988
Augusta - Margaret River - Busselton	Employed (part-time)	M	2462
Bunbury		F	327
Bunbury		M	436
Bunbury	Employed (away from work)	F	930
Bunbury	Employed (away from work)	M	894
Bunbury	Employed (full-time)	F	8357
Bunbury	Employed (full-time)	M	16713
Bunbury	Employed (part-time)	F	11084
Bunbury	Employed (part-time)	M	3648
Manjimup		F	72
Manjimup		M	108
Manjimup	Employed (away from work)	F	222
Manjimup	Employed (away from work)	M	227
Manjimup	Employed (full-time)	F	1623
Manjimup	Employed (full-time)	M	3062
Manjimup	Employed (part-time)	F	2291
Manjimup	Employed (part-time)	M	961
Mandurah		F	218
Mandurah		M	274
Mandurah	Employed (away from work)	F	604
Mandurah	Employed (away from work)	M	381
Mandurah	Employed (full-time)	F	5736
Mandurah	Employed (full-time)	M	7694
Mandurah	Employed (part-time)	F	8412
Mandurah	Employed (part-time)	M	3059
Cottesloe - Claremont		F	304
Cottesloe - Claremont		M	272
Cottesloe - Claremont	Employed (away from work)	F	1064
Cottesloe - Claremont	Employed (away from work)	M	402
Cottesloe - Claremont	Employed (full-time)	F	10943
Cottesloe - Claremont	Employed (full-time)	M	10586
Cottesloe - Claremont	Employed (part-time)	F	11521
Cottesloe - Claremont	Employed (part-time)	M	4830
Perth City		F	1174
Perth City		M	1359
Perth City	Employed (away from work)	F	4617
Perth City	Employed (away from work)	M	2578
Perth City	Employed (full-time)	F	54496
Perth City	Employed (full-time)	M	74358
Perth City	Employed (part-time)	F	34832
Perth City	Employed (part-time)	M	14035
Bayswater - Bassendean		F	207
Bayswater - Bassendean		M	264
Bayswater - Bassendean	Employed (away from work)	F	398
Bayswater - Bassendean	Employed (away from work)	M	298
Bayswater - Bassendean	Employed (full-time)	F	4810
Bayswater - Bassendean	Employed (full-time)	M	9797
Bayswater - Bassendean	Employed (part-time)	F	6390
Bayswater - Bassendean	Employed (part-time)	M	3273
Mundaring		F	52
Mundaring		M	95
Mundaring	Employed (away from work)	F	174
Mundaring	Employed (away from work)	M	148
Mundaring	Employed (full-time)	F	1809
Mundaring	Employed (full-time)	M	3172
Mundaring	Employed (part-time)	F	2574
Mundaring	Employed (part-time)	M	1192
Swan		F	352
Swan		M	560
Swan	Employed (away from work)	F	846
Swan	Employed (away from work)	M	838
Swan	Employed (full-time)	F	11084
Swan	Employed (full-time)	M	23425
Swan	Employed (part-time)	F	11444
Swan	Employed (part-time)	M	5591
Joondalup		F	381
Joondalup		M	379
Joondalup	Employed (away from work)	F	1089
Joondalup	Employed (away from work)	M	473
Joondalup	Employed (full-time)	F	10425
Joondalup	Employed (full-time)	M	10375
Joondalup	Employed (part-time)	F	16703
Joondalup	Employed (part-time)	M	6265
Stirling		F	506
Stirling		M	585
Stirling	Employed (away from work)	F	1273
Stirling	Employed (away from work)	M	842
Stirling	Employed (full-time)	F	15880
Stirling	Employed (full-time)	M	26570
Stirling	Employed (part-time)	F	16863
Stirling	Employed (part-time)	M	8048
Wanneroo		F	330
Wanneroo		M	450
Wanneroo	Employed (away from work)	F	719
Wanneroo	Employed (away from work)	M	576
Wanneroo	Employed (full-time)	F	8129
Wanneroo	Employed (full-time)	M	17318
Wanneroo	Employed (part-time)	F	11192
Wanneroo	Employed (part-time)	M	5277
Armadale		F	152
Armadale		M	172
Armadale	Employed (away from work)	F	422
Armadale	Employed (away from work)	M	204
Armadale	Employed (full-time)	F	3913
Armadale	Employed (full-time)	M	5175
Armadale	Employed (part-time)	F	5446
Armadale	Employed (part-time)	M	2124
Belmont - Victoria Park		F	402
Belmont - Victoria Park		M	591
Belmont - Victoria Park	Employed (away from work)	F	941
Belmont - Victoria Park	Employed (away from work)	M	1051
Belmont - Victoria Park	Employed (full-time)	F	11701
Belmont - Victoria Park	Employed (full-time)	M	27155
Belmont - Victoria Park	Employed (part-time)	F	9481
Belmont - Victoria Park	Employed (part-time)	M	6375
Canning		F	404
Canning		M	685
Canning	Employed (away from work)	F	1006
Canning	Employed (away from work)	M	925
Canning	Employed (full-time)	F	12790
Canning	Employed (full-time)	M	29992
Canning	Employed (part-time)	F	11631
Canning	Employed (part-time)	M	6565
Gosnells		F	179
Gosnells		M	245
Gosnells	Employed (away from work)	F	430
Gosnells	Employed (away from work)	M	355
Gosnells	Employed (full-time)	F	4863
Gosnells	Employed (full-time)	M	8914
Gosnells	Employed (part-time)	F	6166
Gosnells	Employed (part-time)	M	3148
Kalamunda		F	100
Kalamunda		M	148
Kalamunda	Employed (away from work)	F	203
Kalamunda	Employed (away from work)	M	193
Kalamunda	Employed (full-time)	F	2625
Kalamunda	Employed (full-time)	M	5822
Kalamunda	Employed (part-time)	F	3647
Kalamunda	Employed (part-time)	M	1741
Serpentine - Jarrahdale		F	40
Serpentine - Jarrahdale		M	44
Serpentine - Jarrahdale	Employed (away from work)	F	94
Serpentine - Jarrahdale	Employed (away from work)	M	83
Serpentine - Jarrahdale	Employed (full-time)	F	879
Serpentine - Jarrahdale	Employed (full-time)	M	1735
Serpentine - Jarrahdale	Employed (part-time)	F	1176
Serpentine - Jarrahdale	Employed (part-time)	M	540
South Perth		F	89
South Perth		M	98
South Perth	Employed (away from work)	F	271
South Perth	Employed (away from work)	M	164
South Perth	Employed (full-time)	F	3157
South Perth	Employed (full-time)	M	3864
South Perth	Employed (part-time)	F	3848
South Perth	Employed (part-time)	M	1637
Cockburn		F	267
Cockburn		M	447
Cockburn	Employed (away from work)	F	560
Cockburn	Employed (away from work)	M	645
Cockburn	Employed (full-time)	F	7171
Cockburn	Employed (full-time)	M	20262
Cockburn	Employed (part-time)	F	7828
Cockburn	Employed (part-time)	M	4134
Fremantle		F	181
Fremantle		M	268
Fremantle	Employed (away from work)	F	543
Fremantle	Employed (away from work)	M	477
Fremantle	Employed (full-time)	F	5817
Fremantle	Employed (full-time)	M	9809
Fremantle	Employed (part-time)	F	6478
Fremantle	Employed (part-time)	M	3359
Kwinana		F	78
Kwinana		M	113
Kwinana	Employed (away from work)	F	177
Kwinana	Employed (away from work)	M	290
Kwinana	Employed (full-time)	F	2148
Kwinana	Employed (full-time)	M	6844
Kwinana	Employed (part-time)	F	2014
Kwinana	Employed (part-time)	M	995
Melville		F	322
Melville		M	301
Melville	Employed (away from work)	F	1036
Melville	Employed (away from work)	M	418
Melville	Employed (full-time)	F	10503
Melville	Employed (full-time)	M	10404
Melville	Employed (part-time)	F	12629
Melville	Employed (part-time)	M	4602
Rockingham		F	257
Rockingham		M	233
Rockingham	Employed (away from work)	F	739
Rockingham	Employed (away from work)	M	393
Rockingham	Employed (full-time)	F	6804
Rockingham	Employed (full-time)	M	9129
Rockingham	Employed (part-time)	F	9277
Rockingham	Employed (part-time)	M	3233
Albany		F	199
Albany		M	242
Albany	Employed (away from work)	F	608
Albany	Employed (away from work)	M	502
Albany	Employed (full-time)	F	4907
Albany	Employed (full-time)	M	8731
Albany	Employed (part-time)	F	6135
Albany	Employed (part-time)	M	2736
Wheat Belt - North		F	199
Wheat Belt - North		M	255
Wheat Belt - North	Employed (away from work)	F	442
Wheat Belt - North	Employed (away from work)	M	485
Wheat Belt - North	Employed (full-time)	F	4427
Wheat Belt - North	Employed (full-time)	M	9348
Wheat Belt - North	Employed (part-time)	F	4608
Wheat Belt - North	Employed (part-time)	M	1997
Wheat Belt - South		F	95
Wheat Belt - South		M	138
Wheat Belt - South	Employed (away from work)	F	239
Wheat Belt - South	Employed (away from work)	M	350
Wheat Belt - South	Employed (full-time)	F	1953
Wheat Belt - South	Employed (full-time)	M	4956
Wheat Belt - South	Employed (part-time)	F	1899
Wheat Belt - South	Employed (part-time)	M	763
Kimberley		F	185
Kimberley		M	217
Kimberley	Employed (away from work)	F	345
Kimberley	Employed (away from work)	M	329
Kimberley	Employed (full-time)	F	4531
Kimberley	Employed (full-time)	M	5721
Kimberley	Employed (part-time)	F	2057
Kimberley	Employed (part-time)	M	1199
East Pilbara		F	153
East Pilbara		M	389
East Pilbara	Employed (away from work)	F	444
East Pilbara	Employed (away from work)	M	1479
East Pilbara	Employed (full-time)	F	3925
East Pilbara	Employed (full-time)	M	14711
East Pilbara	Employed (part-time)	F	1331
East Pilbara	Employed (part-time)	M	1064
West Pilbara		F	176
West Pilbara		M	555
West Pilbara	Employed (away from work)	F	656
West Pilbara	Employed (away from work)	M	2483
West Pilbara	Employed (full-time)	F	5235
West Pilbara	Employed (full-time)	M	23813
West Pilbara	Employed (part-time)	F	1969
West Pilbara	Employed (part-time)	M	1651
Esperance		F	55
Esperance		M	75
Esperance	Employed (away from work)	F	191
Esperance	Employed (away from work)	M	191
Esperance	Employed (full-time)	F	1341
Esperance	Employed (full-time)	M	2948
Esperance	Employed (part-time)	F	1587
Esperance	Employed (part-time)	M	573
Gascoyne		F	42
Gascoyne		M	64
Gascoyne	Employed (away from work)	F	121
Gascoyne	Employed (away from work)	M	154
Gascoyne	Employed (full-time)	F	1184
Gascoyne	Employed (full-time)	M	1907
Gascoyne	Employed (part-time)	F	753
Gascoyne	Employed (part-time)	M	398
Goldfields		F	174
Goldfields		M	366
Goldfields	Employed (away from work)	F	412
Goldfields	Employed (away from work)	M	753
Goldfields	Employed (full-time)	F	4786
Goldfields	Employed (full-time)	M	12415
Goldfields	Employed (part-time)	F	2885
Goldfields	Employed (part-time)	M	1263
Mid West		F	212
Mid West		M	294
Mid West	Employed (away from work)	F	561
Mid West	Employed (away from work)	M	695
Mid West	Employed (full-time)	F	5241
Mid West	Employed (full-time)	M	10206
Mid West	Employed (part-time)	F	4958
Mid West	Employed (part-time)	M	2041
Migratory - Offshore - Shipping (WA)		F	8
Migratory - Offshore - Shipping (WA)		M	27
Migratory - Offshore - Shipping (WA)	Employed (away from work)	F	3
Migratory - Offshore - Shipping (WA)	Employed (away from work)	M	158
Migratory - Offshore - Shipping (WA)	Employed (full-time)	F	78
Migratory - Offshore - Shipping (WA)	Employed (full-time)	M	1242
Migratory - Offshore - Shipping (WA)	Employed (part-time)	F	3
Migratory - Offshore - Shipping (WA)	Employed (part-time)	M	73
No usual address (WA)		F	362
No usual address (WA)		M	888
No usual address (WA)	Employed (away from work)	F	978
No usual address (WA)	Employed (away from work)	M	2510
No usual address (WA)	Employed (full-time)	F	3738
No usual address (WA)	Employed (full-time)	M	27086
No usual address (WA)	Employed (part-time)	F	8236
No usual address (WA)	Employed (part-time)	M	10581
Brighton		F	23
Brighton		M	33
Brighton	Employed (away from work)	F	70
Brighton	Employed (away from work)	M	50
Brighton	Employed (full-time)	F	489
Brighton	Employed (full-time)	M	1207
Brighton	Employed (part-time)	F	651
Brighton	Employed (part-time)	M	318
Hobart - North East		F	96
Hobart - North East		M	125
Hobart - North East	Employed (away from work)	F	338
Hobart - North East	Employed (away from work)	M	251
Hobart - North East	Employed (full-time)	F	2930
Hobart - North East	Employed (full-time)	M	5271
Hobart - North East	Employed (part-time)	F	3880
Hobart - North East	Employed (part-time)	M	1911
Hobart - North West		F	162
Hobart - North West		M	229
Hobart - North West	Employed (away from work)	F	374
Hobart - North West	Employed (away from work)	M	357
Hobart - North West	Employed (full-time)	F	3599
Hobart - North West	Employed (full-time)	M	8850
Hobart - North West	Employed (part-time)	F	4495
Hobart - North West	Employed (part-time)	M	2512
Hobart - South and West		F	47
Hobart - South and West		M	60
Hobart - South and West	Employed (away from work)	F	159
Hobart - South and West	Employed (away from work)	M	124
Hobart - South and West	Employed (full-time)	F	1257
Hobart - South and West	Employed (full-time)	M	2691
Hobart - South and West	Employed (part-time)	F	2334
Hobart - South and West	Employed (part-time)	M	1169
Hobart Inner		F	301
Hobart Inner		M	342
Hobart Inner	Employed (away from work)	F	1537
Hobart Inner	Employed (away from work)	M	627
Hobart Inner	Employed (full-time)	F	13209
Hobart Inner	Employed (full-time)	M	15676
Hobart Inner	Employed (part-time)	F	13227
Hobart Inner	Employed (part-time)	M	5270
Sorell - Dodges Ferry		F	25
Sorell - Dodges Ferry		M	20
Sorell - Dodges Ferry	Employed (away from work)	F	83
Sorell - Dodges Ferry	Employed (away from work)	M	66
Sorell - Dodges Ferry	Employed (full-time)	F	501
Sorell - Dodges Ferry	Employed (full-time)	M	927
Sorell - Dodges Ferry	Employed (part-time)	F	996
Sorell - Dodges Ferry	Employed (part-time)	M	485
Launceston		F	292
Launceston		M	333
Launceston	Employed (away from work)	F	981
Launceston	Employed (away from work)	M	527
Launceston	Employed (full-time)	F	8396
Launceston	Employed (full-time)	M	12554
Launceston	Employed (part-time)	F	10562
Launceston	Employed (part-time)	M	4214
Meander Valley - West Tamar		F	45
Meander Valley - West Tamar		M	57
Meander Valley - West Tamar	Employed (away from work)	F	146
Meander Valley - West Tamar	Employed (away from work)	M	110
Meander Valley - West Tamar	Employed (full-time)	F	816
Meander Valley - West Tamar	Employed (full-time)	M	1949
Meander Valley - West Tamar	Employed (part-time)	F	1385
Meander Valley - West Tamar	Employed (part-time)	M	663
North East		F	98
North East		M	143
North East	Employed (away from work)	F	267
North East	Employed (away from work)	M	250
North East	Employed (full-time)	F	1849
North East	Employed (full-time)	M	5239
North East	Employed (part-time)	F	2690
North East	Employed (part-time)	M	1571
Central Highlands (Tas.)		F	25
Central Highlands (Tas.)		M	39
Central Highlands (Tas.)	Employed (away from work)	F	44
Central Highlands (Tas.)	Employed (away from work)	M	44
Central Highlands (Tas.)	Employed (full-time)	F	342
Central Highlands (Tas.)	Employed (full-time)	M	955
Central Highlands (Tas.)	Employed (part-time)	F	473
Central Highlands (Tas.)	Employed (part-time)	M	277
Huon - Bruny Island		F	34
Huon - Bruny Island		M	74
Huon - Bruny Island	Employed (away from work)	F	101
Huon - Bruny Island	Employed (away from work)	M	84
Huon - Bruny Island	Employed (full-time)	F	791
Huon - Bruny Island	Employed (full-time)	M	1718
Huon - Bruny Island	Employed (part-time)	F	1333
Huon - Bruny Island	Employed (part-time)	M	746
South East Coast		F	28
South East Coast		M	29
South East Coast	Employed (away from work)	F	70
South East Coast	Employed (away from work)	M	58
South East Coast	Employed (full-time)	F	377
South East Coast	Employed (full-time)	M	652
South East Coast	Employed (part-time)	F	604
South East Coast	Employed (part-time)	M	360
Burnie - Ulverstone		F	168
Burnie - Ulverstone		M	172
Burnie - Ulverstone	Employed (away from work)	F	448
Burnie - Ulverstone	Employed (away from work)	M	309
Burnie - Ulverstone	Employed (full-time)	F	3777
Burnie - Ulverstone	Employed (full-time)	M	6495
Burnie - Ulverstone	Employed (part-time)	F	5132
Burnie - Ulverstone	Employed (part-time)	M	1935
Devonport		F	133
Devonport		M	178
Devonport	Employed (away from work)	F	473
Devonport	Employed (away from work)	M	370
Devonport	Employed (full-time)	F	3259
Devonport	Employed (full-time)	M	5878
Devonport	Employed (part-time)	F	4545
Devonport	Employed (part-time)	M	1917
West Coast		F	57
West Coast		M	99
West Coast	Employed (away from work)	F	182
West Coast	Employed (away from work)	M	187
West Coast	Employed (full-time)	F	1220
West Coast	Employed (full-time)	M	3301
West Coast	Employed (part-time)	F	1499
West Coast	Employed (part-time)	M	659
Migratory - Offshore - Shipping (Tas.)	Employed (away from work)	M	5
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	F	4
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	M	41
Migratory - Offshore - Shipping (Tas.)	Employed (part-time)	M	11
No usual address (Tas.)		F	77
No usual address (Tas.)		M	172
No usual address (Tas.)	Employed (away from work)	F	178
No usual address (Tas.)	Employed (away from work)	M	341
No usual address (Tas.)	Employed (full-time)	F	484
No usual address (Tas.)	Employed (full-time)	M	4337
No usual address (Tas.)	Employed (part-time)	F	1611
No usual address (Tas.)	Employed (part-time)	M	1930
Darwin City		F	234
Darwin City		M	309
Darwin City	Employed (away from work)	F	616
Darwin City	Employed (away from work)	M	464
Darwin City	Employed (full-time)	F	8831
Darwin City	Employed (full-time)	M	11962
Darwin City	Employed (part-time)	F	3137
Darwin City	Employed (part-time)	M	1842
Darwin Suburbs		F	228
Darwin Suburbs		M	292
Darwin Suburbs	Employed (away from work)	F	598
Darwin Suburbs	Employed (away from work)	M	326
Darwin Suburbs	Employed (full-time)	F	7432
Darwin Suburbs	Employed (full-time)	M	7867
Darwin Suburbs	Employed (part-time)	F	3846
Darwin Suburbs	Employed (part-time)	M	1859
Litchfield		F	91
Litchfield		M	251
Litchfield	Employed (away from work)	F	167
Litchfield	Employed (away from work)	M	662
Litchfield	Employed (full-time)	F	2305
Litchfield	Employed (full-time)	M	9619
Litchfield	Employed (part-time)	F	977
Litchfield	Employed (part-time)	M	790
Palmerston		F	69
Palmerston		M	94
Palmerston	Employed (away from work)	F	169
Palmerston	Employed (away from work)	M	112
Palmerston	Employed (full-time)	F	2233
Palmerston	Employed (full-time)	M	2663
Palmerston	Employed (part-time)	F	1417
Palmerston	Employed (part-time)	M	642
Alice Springs		F	172
Alice Springs		M	176
Alice Springs	Employed (away from work)	F	382
Alice Springs	Employed (away from work)	M	341
Alice Springs	Employed (full-time)	F	5345
Alice Springs	Employed (full-time)	M	6636
Alice Springs	Employed (part-time)	F	2065
Alice Springs	Employed (part-time)	M	1174
Barkly		F	27
Barkly		M	36
Barkly	Employed (away from work)	F	46
Barkly	Employed (away from work)	M	41
Barkly	Employed (full-time)	F	621
Barkly	Employed (full-time)	M	798
Barkly	Employed (part-time)	F	187
Barkly	Employed (part-time)	M	162
Daly - Tiwi - West Arnhem		F	111
Daly - Tiwi - West Arnhem		M	116
Daly - Tiwi - West Arnhem	Employed (away from work)	F	91
Daly - Tiwi - West Arnhem	Employed (away from work)	M	118
Daly - Tiwi - West Arnhem	Employed (full-time)	F	1207
Daly - Tiwi - West Arnhem	Employed (full-time)	M	1844
Daly - Tiwi - West Arnhem	Employed (part-time)	F	527
Daly - Tiwi - West Arnhem	Employed (part-time)	M	427
East Arnhem		F	76
East Arnhem		M	92
East Arnhem	Employed (away from work)	F	111
East Arnhem	Employed (away from work)	M	181
East Arnhem	Employed (full-time)	F	1113
East Arnhem	Employed (full-time)	M	1939
East Arnhem	Employed (part-time)	F	553
East Arnhem	Employed (part-time)	M	393
Katherine		F	117
Katherine		M	141
Katherine	Employed (away from work)	F	166
Katherine	Employed (away from work)	M	158
Katherine	Employed (full-time)	F	2001
Katherine	Employed (full-time)	M	2918
Katherine	Employed (part-time)	F	756
Katherine	Employed (part-time)	M	496
Migratory - Offshore - Shipping (NT)		M	3
Migratory - Offshore - Shipping (NT)	Employed (away from work)	F	5
Migratory - Offshore - Shipping (NT)	Employed (away from work)	M	4
Migratory - Offshore - Shipping (NT)	Employed (full-time)	F	5
Migratory - Offshore - Shipping (NT)	Employed (full-time)	M	68
Migratory - Offshore - Shipping (NT)	Employed (part-time)	M	5
No usual address (NT)		F	33
No usual address (NT)		M	77
No usual address (NT)	Employed (away from work)	F	111
No usual address (NT)	Employed (away from work)	M	228
No usual address (NT)	Employed (full-time)	F	356
No usual address (NT)	Employed (full-time)	M	2060
No usual address (NT)	Employed (part-time)	F	352
No usual address (NT)	Employed (part-time)	M	468
Belconnen		F	189
Belconnen		M	238
Belconnen	Employed (away from work)	F	809
Belconnen	Employed (away from work)	M	391
Belconnen	Employed (full-time)	F	8077
Belconnen	Employed (full-time)	M	8946
Belconnen	Employed (part-time)	F	6390
Belconnen	Employed (part-time)	M	3327
Canberra East		F	82
Canberra East		M	150
Canberra East	Employed (away from work)	F	307
Canberra East	Employed (away from work)	M	272
Canberra East	Employed (full-time)	F	3515
Canberra East	Employed (full-time)	M	8199
Canberra East	Employed (part-time)	F	1395
Canberra East	Employed (part-time)	M	1035
Gungahlin		F	82
Gungahlin		M	132
Gungahlin	Employed (away from work)	F	275
Gungahlin	Employed (away from work)	M	173
Gungahlin	Employed (full-time)	F	3006
Gungahlin	Employed (full-time)	M	5682
Gungahlin	Employed (part-time)	F	2939
Gungahlin	Employed (part-time)	M	1791
North Canberra		F	505
North Canberra		M	561
North Canberra	Employed (away from work)	F	1904
North Canberra	Employed (away from work)	M	1003
North Canberra	Employed (full-time)	F	20981
North Canberra	Employed (full-time)	M	26658
North Canberra	Employed (part-time)	F	10324
North Canberra	Employed (part-time)	M	5409
South Canberra		F	287
South Canberra		M	383
South Canberra	Employed (away from work)	F	1385
South Canberra	Employed (away from work)	M	805
South Canberra	Employed (full-time)	F	14455
South Canberra	Employed (full-time)	M	20547
South Canberra	Employed (part-time)	F	7292
South Canberra	Employed (part-time)	M	3970
Tuggeranong		F	129
Tuggeranong		M	148
Tuggeranong	Employed (away from work)	F	457
Tuggeranong	Employed (away from work)	M	280
Tuggeranong	Employed (full-time)	F	5112
Tuggeranong	Employed (full-time)	M	6262
Tuggeranong	Employed (part-time)	F	4074
Tuggeranong	Employed (part-time)	M	2236
Weston Creek		F	30
Weston Creek		M	31
Weston Creek	Employed (away from work)	F	113
Weston Creek	Employed (away from work)	M	47
Weston Creek	Employed (full-time)	F	1115
Weston Creek	Employed (full-time)	M	1089
Weston Creek	Employed (part-time)	F	1206
Weston Creek	Employed (part-time)	M	578
Woden Valley		F	164
Woden Valley		M	140
Woden Valley	Employed (away from work)	F	885
Woden Valley	Employed (away from work)	M	270
Woden Valley	Employed (full-time)	F	7871
Woden Valley	Employed (full-time)	M	6643
Woden Valley	Employed (part-time)	F	5149
Woden Valley	Employed (part-time)	M	1914
Molonglo		F	3
Molonglo		M	3
Molonglo	Employed (away from work)	F	6
Molonglo	Employed (away from work)	M	5
Molonglo	Employed (full-time)	F	48
Molonglo	Employed (full-time)	M	156
Molonglo	Employed (part-time)	F	59
Molonglo	Employed (part-time)	M	44
Urriarra - Namadgi	Employed (away from work)	F	3
Urriarra - Namadgi	Employed (away from work)	M	6
Urriarra - Namadgi	Employed (full-time)	F	86
Urriarra - Namadgi	Employed (full-time)	M	284
Urriarra - Namadgi	Employed (part-time)	F	70
Urriarra - Namadgi	Employed (part-time)	M	42
No usual address (ACT)		F	61
No usual address (ACT)		M	100
No usual address (ACT)	Employed (away from work)	F	157
No usual address (ACT)	Employed (away from work)	M	162
No usual address (ACT)	Employed (full-time)	F	499
No usual address (ACT)	Employed (full-time)	M	3600
No usual address (ACT)	Employed (part-time)	F	972
No usual address (ACT)	Employed (part-time)	M	1270
Christmas Island		F	8
Christmas Island		M	12
Christmas Island	Employed (away from work)	F	27
Christmas Island	Employed (away from work)	M	50
Christmas Island	Employed (full-time)	F	236
Christmas Island	Employed (full-time)	M	482
Christmas Island	Employed (part-time)	F	103
Christmas Island	Employed (part-time)	M	79
Cocos (Keeling) Islands		F	3
Cocos (Keeling) Islands		M	9
Cocos (Keeling) Islands	Employed (away from work)	F	4
Cocos (Keeling) Islands	Employed (away from work)	M	10
Cocos (Keeling) Islands	Employed (full-time)	F	47
Cocos (Keeling) Islands	Employed (full-time)	M	86
Cocos (Keeling) Islands	Employed (part-time)	F	39
Cocos (Keeling) Islands	Employed (part-time)	M	33
Jervis Bay		F	3
Jervis Bay		M	8
Jervis Bay	Employed (away from work)	F	11
Jervis Bay	Employed (away from work)	M	16
Jervis Bay	Employed (full-time)	F	87
Jervis Bay	Employed (full-time)	M	261
Jervis Bay	Employed (part-time)	F	48
Jervis Bay	Employed (part-time)	M	33
Norfolk Island		F	23
Norfolk Island		M	11
