SA3_NAME16	LabourForceStatus	workers
Darling Downs - East	Employed (part-time)	5125
Granite Belt		361
Granite Belt	Employed (away from work)	556
Granite Belt	Employed (full-time)	8593
Granite Belt	Employed (part-time)	5245
Central Highlands (Qld)		357
Central Highlands (Qld)	Employed (away from work)	783
Central Highlands (Qld)	Employed (full-time)	11668
Central Highlands (Qld)	Employed (part-time)	3550
Rockhampton		761
Rockhampton	Employed (away from work)	1737
Rockhampton	Employed (full-time)	28042
Rockhampton	Employed (part-time)	14919
Biloela		200
Biloela	Employed (away from work)	346
Biloela	Employed (full-time)	5791
Biloela	Employed (part-time)	1813
Gladstone		457
Gladstone	Employed (away from work)	1066
Gladstone	Employed (full-time)	17610
Gladstone	Employed (part-time)	7462
Broadbeach - Burleigh		624
Broadbeach - Burleigh	Employed (away from work)	831
Broadbeach - Burleigh	Employed (full-time)	18498
Broadbeach - Burleigh	Employed (part-time)	13288
Coolangatta		314
Coolangatta	Employed (away from work)	564
Coolangatta	Employed (full-time)	9320
Coolangatta	Employed (part-time)	7846
Gold Coast - North		353
Gold Coast - North	Employed (away from work)	447
Gold Coast - North	Employed (full-time)	10183
Gold Coast - North	Employed (part-time)	7470
Gold Coast Hinterland		91
Gold Coast Hinterland	Employed (away from work)	153
Gold Coast Hinterland	Employed (full-time)	2297
Gold Coast Hinterland	Employed (part-time)	1949
Mudgeeraba - Tallebudgera		107
Mudgeeraba - Tallebudgera	Employed (away from work)	200
Mudgeeraba - Tallebudgera	Employed (full-time)	3285
Mudgeeraba - Tallebudgera	Employed (part-time)	2964
Nerang		345
Nerang	Employed (away from work)	537
Nerang	Employed (full-time)	11163
Nerang	Employed (part-time)	6572
Ormeau - Oxenford		860
Ormeau - Oxenford	Employed (away from work)	1235
Ormeau - Oxenford	Employed (full-time)	30506
Ormeau - Oxenford	Employed (part-time)	14620
Robina		410
Robina	Employed (away from work)	701
Robina	Employed (full-time)	13635
Robina	Employed (part-time)	8937
Southport		712
Southport	Employed (away from work)	1275
Southport	Employed (full-time)	27403
Southport	Employed (part-time)	13682
Surfers Paradise		457
Surfers Paradise	Employed (away from work)	708
Surfers Paradise	Employed (full-time)	14759
Surfers Paradise	Employed (part-time)	9939
Forest Lake - Oxley		598
Forest Lake - Oxley	Employed (away from work)	951
Forest Lake - Oxley	Employed (full-time)	23892
Forest Lake - Oxley	Employed (part-time)	7846
Ipswich Hinterland		446
Ipswich Hinterland	Employed (away from work)	624
Ipswich Hinterland	Employed (full-time)	11654
Ipswich Hinterland	Employed (part-time)	5785
Ipswich Inner		593
Ipswich Inner	Employed (away from work)	1276
Ipswich Inner	Employed (full-time)	20560
Ipswich Inner	Employed (part-time)	12698
Springfield - Redbank		419
Springfield - Redbank	Employed (away from work)	578
Springfield - Redbank	Employed (full-time)	13005
Springfield - Redbank	Employed (part-time)	6970
Beaudesert		118
Beaudesert	Employed (away from work)	148
Beaudesert	Employed (full-time)	3009
Beaudesert	Employed (part-time)	1876
Beenleigh		226
Beenleigh	Employed (away from work)	338
Beenleigh	Employed (full-time)	6099
Beenleigh	Employed (part-time)	3637
Browns Plains		425
Browns Plains	Employed (away from work)	559
Browns Plains	Employed (full-time)	11037
Browns Plains	Employed (part-time)	6637
Jimboomba		154
Jimboomba	Employed (away from work)	220
Jimboomba	Employed (full-time)	3760
Jimboomba	Employed (part-time)	2701
Loganlea - Carbrook		396
Loganlea - Carbrook	Employed (away from work)	751
Loganlea - Carbrook	Employed (full-time)	13772
Loganlea - Carbrook	Employed (part-time)	7964
Springwood - Kingston		602
Springwood - Kingston	Employed (away from work)	845
Springwood - Kingston	Employed (full-time)	19264
Springwood - Kingston	Employed (part-time)	9719
Bowen Basin - North		583
Bowen Basin - North	Employed (away from work)	1471
Bowen Basin - North	Employed (full-time)	19660
Bowen Basin - North	Employed (part-time)	4139
Mackay		906
Mackay	Employed (away from work)	1638
Mackay	Employed (full-time)	28902
Mackay	Employed (part-time)	14261
Whitsunday		173
Whitsunday	Employed (away from work)	282
Whitsunday	Employed (full-time)	6069
Whitsunday	Employed (part-time)	2765
Bribie - Beachmere		129
Bribie - Beachmere	Employed (away from work)	183
Bribie - Beachmere	Employed (full-time)	2598
Bribie - Beachmere	Employed (part-time)	2426
Caboolture		437
Caboolture	Employed (away from work)	801
Caboolture	Employed (full-time)	12682
Caboolture	Employed (part-time)	9468
Caboolture Hinterland		103
Caboolture Hinterland	Employed (away from work)	139
Caboolture Hinterland	Employed (full-time)	2458
Caboolture Hinterland	Employed (part-time)	1254
Narangba - Burpengary		253
Narangba - Burpengary	Employed (away from work)	406
Narangba - Burpengary	Employed (full-time)	8163
Narangba - Burpengary	Employed (part-time)	4724
Redcliffe		350
Redcliffe	Employed (away from work)	659
Redcliffe	Employed (full-time)	10190
Redcliffe	Employed (part-time)	7832
The Hills District		223
The Hills District	Employed (away from work)	404
The Hills District	Employed (full-time)	6761
The Hills District	Employed (part-time)	6676
North Lakes		275
North Lakes	Employed (away from work)	465
North Lakes	Employed (full-time)	8119
North Lakes	Employed (part-time)	6626
Strathpine		344
Strathpine	Employed (away from work)	567
Strathpine	Employed (full-time)	13382
Strathpine	Employed (part-time)	6172
Far North		371
Far North	Employed (away from work)	447
Far North	Employed (full-time)	7706
Far North	Employed (part-time)	2651
Outback - North		415
Outback - North	Employed (away from work)	751
Outback - North	Employed (full-time)	12644
Outback - North	Employed (part-time)	2876
Outback - South		230
Outback - South	Employed (away from work)	373
Outback - South	Employed (full-time)	6390
Outback - South	Employed (part-time)	1916
Buderim		279
Buderim	Employed (away from work)	500
Buderim	Employed (full-time)	10639
Buderim	Employed (part-time)	6727
Caloundra		484
Caloundra	Employed (away from work)	892
Caloundra	Employed (full-time)	16430
Caloundra	Employed (part-time)	11570
Maroochy		452
Maroochy	Employed (away from work)	844
Maroochy	Employed (full-time)	15620
Maroochy	Employed (part-time)	11931
Noosa		283
Noosa	Employed (away from work)	483
Noosa	Employed (full-time)	8672
Noosa	Employed (part-time)	7746
Sunshine Coast Hinterland		269
Sunshine Coast Hinterland	Employed (away from work)	404
Sunshine Coast Hinterland	Employed (full-time)	6451
Sunshine Coast Hinterland	Employed (part-time)	5694
Nambour		328
Nambour	Employed (away from work)	693
Nambour	Employed (full-time)	10936
Nambour	Employed (part-time)	7694
Noosa Hinterland		86
Noosa Hinterland	Employed (away from work)	175
Noosa Hinterland	Employed (full-time)	2537
Noosa Hinterland	Employed (part-time)	2174
Toowoomba		1012
Toowoomba	Employed (away from work)	2316
Toowoomba	Employed (full-time)	39203
Toowoomba	Employed (part-time)	21537
Charters Towers - Ayr - Ingham		400
Charters Towers - Ayr - Ingham	Employed (away from work)	574
Charters Towers - Ayr - Ingham	Employed (full-time)	10449
Charters Towers - Ayr - Ingham	Employed (part-time)	5121
Townsville		1342
Townsville	Employed (away from work)	3103
Townsville	Employed (full-time)	52136
Townsville	Employed (part-time)	25139
Bundaberg		594
Bundaberg	Employed (away from work)	952
Bundaberg	Employed (full-time)	17562
Bundaberg	Employed (part-time)	10929
Burnett		458
Burnett	Employed (away from work)	605
Burnett	Employed (full-time)	10149
Burnett	Employed (part-time)	5829
Gympie - Cooloola		328
Gympie - Cooloola	Employed (away from work)	607
Gympie - Cooloola	Employed (full-time)	8643
Gympie - Cooloola	Employed (part-time)	6115
Hervey Bay		312
Hervey Bay	Employed (away from work)	554
Hervey Bay	Employed (full-time)	8541
Hervey Bay	Employed (part-time)	6745
Maryborough		264
Maryborough	Employed (away from work)	490
Maryborough	Employed (full-time)	7560
Maryborough	Employed (part-time)	4681
Migratory - Offshore - Shipping (Qld)		11
Migratory - Offshore - Shipping (Qld)	Employed (away from work)	24
Migratory - Offshore - Shipping (Qld)	Employed (full-time)	150
Migratory - Offshore - Shipping (Qld)	Employed (part-time)	14
No usual address (Qld)		2402
No usual address (Qld)	Employed (away from work)	4786
No usual address (Qld)	Employed (full-time)	57869
No usual address (Qld)	Employed (part-time)	33784
Adelaide City		1534
Adelaide City	Employed (away from work)	4781
Adelaide City	Employed (full-time)	76044
Adelaide City	Employed (part-time)	35241
Adelaide Hills		340
Adelaide Hills	Employed (away from work)	763
Adelaide Hills	Employed (full-time)	9988
Adelaide Hills	Employed (part-time)	9203
Burnside		236
Burnside	Employed (away from work)	605
Burnside	Employed (full-time)	9066
Burnside	Employed (part-time)	6846
Campbelltown (SA)		149
Campbelltown (SA)	Employed (away from work)	299
Campbelltown (SA)	Employed (full-time)	4628
Campbelltown (SA)	Employed (part-time)	4430
Norwood - Payneham - St Peters		324
Norwood - Payneham - St Peters	Employed (away from work)	654
Norwood - Payneham - St Peters	Employed (full-time)	12920
Norwood - Payneham - St Peters	Employed (part-time)	9153
Prospect - Walkerville		144
Prospect - Walkerville	Employed (away from work)	247
Prospect - Walkerville	Employed (full-time)	4210
Prospect - Walkerville	Employed (part-time)	3482
Unley		259
Unley	Employed (away from work)	655
Unley	Employed (full-time)	10700
Unley	Employed (part-time)	7766
Gawler - Two Wells		161
Gawler - Two Wells	Employed (away from work)	316
Gawler - Two Wells	Employed (full-time)	4896
Gawler - Two Wells	Employed (part-time)	4080
Playford		469
Playford	Employed (away from work)	973
Playford	Employed (full-time)	13551
Playford	Employed (part-time)	9715
Port Adelaide - East		388
Port Adelaide - East	Employed (away from work)	755
Port Adelaide - East	Employed (full-time)	14638
Port Adelaide - East	Employed (part-time)	7754
Salisbury		778
Salisbury	Employed (away from work)	1439
Salisbury	Employed (full-time)	29297
Salisbury	Employed (part-time)	13392
Tea Tree Gully		336
Tea Tree Gully	Employed (away from work)	694
Tea Tree Gully	Employed (full-time)	10271
Tea Tree Gully	Employed (part-time)	10228
Holdfast Bay		159
Holdfast Bay	Employed (away from work)	409
Holdfast Bay	Employed (full-time)	5593
Holdfast Bay	Employed (part-time)	6030
Marion		296
Marion	Employed (away from work)	840
Marion	Employed (full-time)	11392
Marion	Employed (part-time)	9324
Mitcham		337
Mitcham	Employed (away from work)	1183
Mitcham	Employed (full-time)	14089
Mitcham	Employed (part-time)	11738
Onkaparinga		600
Onkaparinga	Employed (away from work)	1395
Onkaparinga	Employed (full-time)	19083
Onkaparinga	Employed (part-time)	16762
Charles Sturt		584
Charles Sturt	Employed (away from work)	1308
Charles Sturt	Employed (full-time)	22668
Charles Sturt	Employed (part-time)	14813
Port Adelaide - West		663
Port Adelaide - West	Employed (away from work)	1169
Port Adelaide - West	Employed (full-time)	28020
Port Adelaide - West	Employed (part-time)	9631
West Torrens		615
West Torrens	Employed (away from work)	1457
West Torrens	Employed (full-time)	27871
West Torrens	Employed (part-time)	13474
Barossa		220
Barossa	Employed (away from work)	523
Barossa	Employed (full-time)	8148
Barossa	Employed (part-time)	5053
Lower North		189
Lower North	Employed (away from work)	366
Lower North	Employed (full-time)	5073
Lower North	Employed (part-time)	3236
Mid North		203
Mid North	Employed (away from work)	394
Mid North	Employed (full-time)	5755
Mid North	Employed (part-time)	3690
Yorke Peninsula		188
Yorke Peninsula	Employed (away from work)	385
Yorke Peninsula	Employed (full-time)	4175
Yorke Peninsula	Employed (part-time)	3357
Eyre Peninsula and South West		479
Eyre Peninsula and South West	Employed (away from work)	982
Eyre Peninsula and South West	Employed (full-time)	13071
Eyre Peninsula and South West	Employed (part-time)	8062
Outback - North and East		315
Outback - North and East	Employed (away from work)	757
Outback - North and East	Employed (full-time)	9649
Outback - North and East	Employed (part-time)	3264
Fleurieu - Kangaroo Island		263
Fleurieu - Kangaroo Island	Employed (away from work)	613
Fleurieu - Kangaroo Island	Employed (full-time)	6691
Fleurieu - Kangaroo Island	Employed (part-time)	6840
Limestone Coast		505
Limestone Coast	Employed (away from work)	1309
Limestone Coast	Employed (full-time)	16741
Limestone Coast	Employed (part-time)	9951
Murray and Mallee		529
Murray and Mallee	Employed (away from work)	1043
Murray and Mallee	Employed (full-time)	16438
Murray and Mallee	Employed (part-time)	9677
Migratory - Offshore - Shipping (SA)	Employed (away from work)	14
Migratory - Offshore - Shipping (SA)	Employed (full-time)	41
Migratory - Offshore - Shipping (SA)	Employed (part-time)	11
No usual address (SA)		699
No usual address (SA)	Employed (away from work)	1810
No usual address (SA)	Employed (full-time)	17971
No usual address (SA)	Employed (part-time)	13830
Augusta - Margaret River - Busselton		353
Augusta - Margaret River - Busselton	Employed (away from work)	841
Augusta - Margaret River - Busselton	Employed (full-time)	9809
Augusta - Margaret River - Busselton	Employed (part-time)	8456
Bunbury		763
Bunbury	Employed (away from work)	1829
Bunbury	Employed (full-time)	25065
Bunbury	Employed (part-time)	14732
Manjimup		179
Manjimup	Employed (away from work)	448
Manjimup	Employed (full-time)	4690
Manjimup	Employed (part-time)	3253
Mandurah		496
Mandurah	Employed (away from work)	984
Mandurah	Employed (full-time)	13426
Mandurah	Employed (part-time)	11466
Cottesloe - Claremont		581
Cottesloe - Claremont	Employed (away from work)	1469
Cottesloe - Claremont	Employed (full-time)	21530
Cottesloe - Claremont	Employed (part-time)	16355
Perth City		2528
Perth City	Employed (away from work)	7195
Perth City	Employed (full-time)	128855
Perth City	Employed (part-time)	48869
Bayswater - Bassendean		470
Bayswater - Bassendean	Employed (away from work)	699
Bayswater - Bassendean	Employed (full-time)	14610
Bayswater - Bassendean	Employed (part-time)	9664
Mundaring		144
Mundaring	Employed (away from work)	323
Mundaring	Employed (full-time)	4976
Mundaring	Employed (part-time)	3763
Swan		912
Swan	Employed (away from work)	1691
Swan	Employed (full-time)	34508
Swan	Employed (part-time)	17037
Joondalup		762
Joondalup	Employed (away from work)	1568
Joondalup	Employed (full-time)	20800
Joondalup	Employed (part-time)	22972
Stirling		1089
Stirling	Employed (away from work)	2122
Stirling	Employed (full-time)	42451
Stirling	Employed (part-time)	24905
Wanneroo		780
Wanneroo	Employed (away from work)	1293
Wanneroo	Employed (full-time)	25443
Wanneroo	Employed (part-time)	16465
Armadale		325
Armadale	Employed (away from work)	626
Armadale	Employed (full-time)	9092
Armadale	Employed (part-time)	7568
Belmont - Victoria Park		993
Belmont - Victoria Park	Employed (away from work)	1995
Belmont - Victoria Park	Employed (full-time)	38854
Belmont - Victoria Park	Employed (part-time)	15849
Canning		1089
Canning	Employed (away from work)	1927
Canning	Employed (full-time)	42782
Canning	Employed (part-time)	18191
Gosnells		420
Gosnells	Employed (away from work)	786
Gosnells	Employed (full-time)	13784
Gosnells	Employed (part-time)	9318
Kalamunda		253
Kalamunda	Employed (away from work)	394
Kalamunda	Employed (full-time)	8445
Kalamunda	Employed (part-time)	5392
Serpentine - Jarrahdale		82
Serpentine - Jarrahdale	Employed (away from work)	181
Serpentine - Jarrahdale	Employed (full-time)	2607
Serpentine - Jarrahdale	Employed (part-time)	1713
South Perth		190
South Perth	Employed (away from work)	428
South Perth	Employed (full-time)	7019
South Perth	Employed (part-time)	5488
Cockburn		716
Cockburn	Employed (away from work)	1200
Cockburn	Employed (full-time)	27433
Cockburn	Employed (part-time)	11963
Fremantle		447
Fremantle	Employed (away from work)	1021
Fremantle	Employed (full-time)	15626
Fremantle	Employed (part-time)	9838
Kwinana		188
Kwinana	Employed (away from work)	469
Kwinana	Employed (full-time)	8989
Kwinana	Employed (part-time)	3012
Melville		621
Melville	Employed (away from work)	1448
Melville	Employed (full-time)	20906
Melville	Employed (part-time)	17229
Rockingham		488
Rockingham	Employed (away from work)	1132
Rockingham	Employed (full-time)	15932
Rockingham	Employed (part-time)	12508
Albany		441
Albany	Employed (away from work)	1117
Albany	Employed (full-time)	13638
Albany	Employed (part-time)	8875
Wheat Belt - North		457
Wheat Belt - North	Employed (away from work)	930
Wheat Belt - North	Employed (full-time)	13769
Wheat Belt - North	Employed (part-time)	6605
Wheat Belt - South		231
Wheat Belt - South	Employed (away from work)	593
Wheat Belt - South	Employed (full-time)	6910
Wheat Belt - South	Employed (part-time)	2665
Kimberley		400
Kimberley	Employed (away from work)	678
Kimberley	Employed (full-time)	10256
Kimberley	Employed (part-time)	3258
East Pilbara		542
East Pilbara	Employed (away from work)	1921
East Pilbara	Employed (full-time)	18637
East Pilbara	Employed (part-time)	2392
West Pilbara		729
West Pilbara	Employed (away from work)	3133
West Pilbara	Employed (full-time)	29053
West Pilbara	Employed (part-time)	3623
Esperance		128
Esperance	Employed (away from work)	382
Esperance	Employed (full-time)	4288
Esperance	Employed (part-time)	2156
Gascoyne		108
Gascoyne	Employed (away from work)	269
Gascoyne	Employed (full-time)	3086
Gascoyne	Employed (part-time)	1148
Goldfields		541
Goldfields	Employed (away from work)	1166
Goldfields	Employed (full-time)	17204
Goldfields	Employed (part-time)	4148
Mid West		505
Mid West	Employed (away from work)	1249
Mid West	Employed (full-time)	15445
Mid West	Employed (part-time)	7000
Migratory - Offshore - Shipping (WA)		31
Migratory - Offshore - Shipping (WA)	Employed (away from work)	169
Migratory - Offshore - Shipping (WA)	Employed (full-time)	1321
Migratory - Offshore - Shipping (WA)	Employed (part-time)	74
No usual address (WA)		1251
No usual address (WA)	Employed (away from work)	3490
No usual address (WA)	Employed (full-time)	30819
No usual address (WA)	Employed (part-time)	18821
Brighton		58
Brighton	Employed (away from work)	127
Brighton	Employed (full-time)	1693
Brighton	Employed (part-time)	966
Hobart - North East		216
Hobart - North East	Employed (away from work)	590
Hobart - North East	Employed (full-time)	8205
Hobart - North East	Employed (part-time)	5789
Hobart - North West		392
Hobart - North West	Employed (away from work)	732
Hobart - North West	Employed (full-time)	12452
Hobart - North West	Employed (part-time)	7008
Hobart - South and West		102
Hobart - South and West	Employed (away from work)	287
Hobart - South and West	Employed (full-time)	3946
Hobart - South and West	Employed (part-time)	3501
Hobart Inner		644
Hobart Inner	Employed (away from work)	2164
Hobart Inner	Employed (full-time)	28893
Hobart Inner	Employed (part-time)	18497
Sorell - Dodges Ferry		46
Sorell - Dodges Ferry	Employed (away from work)	144
Sorell - Dodges Ferry	Employed (full-time)	1430
Sorell - Dodges Ferry	Employed (part-time)	1484
Launceston		627
Launceston	Employed (away from work)	1508
Launceston	Employed (full-time)	20947
Launceston	Employed (part-time)	14769
Meander Valley - West Tamar		106
Meander Valley - West Tamar	Employed (away from work)	252
Meander Valley - West Tamar	Employed (full-time)	2761
Meander Valley - West Tamar	Employed (part-time)	2048
North East		248
North East	Employed (away from work)	518
North East	Employed (full-time)	7090
North East	Employed (part-time)	4263
Central Highlands (Tas.)		63
Central Highlands (Tas.)	Employed (away from work)	93
Central Highlands (Tas.)	Employed (full-time)	1301
Central Highlands (Tas.)	Employed (part-time)	754
Huon - Bruny Island		112
Huon - Bruny Island	Employed (away from work)	184
Huon - Bruny Island	Employed (full-time)	2510
Huon - Bruny Island	Employed (part-time)	2080
South East Coast		57
South East Coast	Employed (away from work)	130
South East Coast	Employed (full-time)	1030
South East Coast	Employed (part-time)	960
Burnie - Ulverstone		341
Burnie - Ulverstone	Employed (away from work)	758
Burnie - Ulverstone	Employed (full-time)	10276
Burnie - Ulverstone	Employed (part-time)	7069
Devonport		310
Devonport	Employed (away from work)	847
Devonport	Employed (full-time)	9138
Devonport	Employed (part-time)	6464
West Coast		158
West Coast	Employed (away from work)	372
West Coast	Employed (full-time)	4523
West Coast	Employed (part-time)	2160
Migratory - Offshore - Shipping (Tas.)	Employed (away from work)	5
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	43
Migratory - Offshore - Shipping (Tas.)	Employed (part-time)	10
No usual address (Tas.)		250
No usual address (Tas.)	Employed (away from work)	518
No usual address (Tas.)	Employed (full-time)	4823
No usual address (Tas.)	Employed (part-time)	3543
Darwin City		542
Darwin City	Employed (away from work)	1080
Darwin City	Employed (full-time)	20795
Darwin City	Employed (part-time)	4980
Darwin Suburbs		526
Darwin Suburbs	Employed (away from work)	926
Darwin Suburbs	Employed (full-time)	15295
Darwin Suburbs	Employed (part-time)	5712
Litchfield		347
Litchfield	Employed (away from work)	832
Litchfield	Employed (full-time)	11924
Litchfield	Employed (part-time)	1765
Palmerston		160
Palmerston	Employed (away from work)	284
Palmerston	Employed (full-time)	4905
Palmerston	Employed (part-time)	2067
Alice Springs		354
Alice Springs	Employed (away from work)	721
Alice Springs	Employed (full-time)	11984
Alice Springs	Employed (part-time)	3233
Barkly		66
Barkly	Employed (away from work)	84
Barkly	Employed (full-time)	1417
Barkly	Employed (part-time)	353
Daly - Tiwi - West Arnhem		224
Daly - Tiwi - West Arnhem	Employed (away from work)	204
Daly - Tiwi - West Arnhem	Employed (full-time)	3043
Daly - Tiwi - West Arnhem	Employed (part-time)	953
East Arnhem		171
East Arnhem	Employed (away from work)	293
East Arnhem	Employed (full-time)	3055
East Arnhem	Employed (part-time)	944
Katherine		261
Katherine	Employed (away from work)	325
Katherine	Employed (full-time)	4925
Katherine	Employed (part-time)	1256
Migratory - Offshore - Shipping (NT)		3
Migratory - Offshore - Shipping (NT)	Employed (away from work)	9
Migratory - Offshore - Shipping (NT)	Employed (full-time)	74
Migratory - Offshore - Shipping (NT)	Employed (part-time)	6
No usual address (NT)		108
No usual address (NT)	Employed (away from work)	334
No usual address (NT)	Employed (full-time)	2414
No usual address (NT)	Employed (part-time)	819
Belconnen		432
Belconnen	Employed (away from work)	1199
Belconnen	Employed (full-time)	17026
Belconnen	Employed (part-time)	9716
Canberra East		233
Canberra East	Employed (away from work)	584
Canberra East	Employed (full-time)	11715
Canberra East	Employed (part-time)	2434
Gungahlin		214
Gungahlin	Employed (away from work)	445
Gungahlin	Employed (full-time)	8688
Gungahlin	Employed (part-time)	4727
North Canberra		1066
North Canberra	Employed (away from work)	2908
North Canberra	Employed (full-time)	47645
North Canberra	Employed (part-time)	15733
South Canberra		670
South Canberra	Employed (away from work)	2189
South Canberra	Employed (full-time)	34998
South Canberra	Employed (part-time)	11268
Tuggeranong		285
Tuggeranong	Employed (away from work)	739
Tuggeranong	Employed (full-time)	11379
Tuggeranong	Employed (part-time)	6310
Weston Creek		59
Weston Creek	Employed (away from work)	160
Weston Creek	Employed (full-time)	2195
Weston Creek	Employed (part-time)	1780
Woden Valley		306
Woden Valley	Employed (away from work)	1155
Woden Valley	Employed (full-time)	14514
Woden Valley	Employed (part-time)	7061
Molonglo		5
Molonglo	Employed (away from work)	13
Molonglo	Employed (full-time)	199
Molonglo	Employed (part-time)	99
Urriarra - Namadgi	Employed (away from work)	8
Urriarra - Namadgi	Employed (full-time)	367
Urriarra - Namadgi	Employed (part-time)	113
No usual address (ACT)		159
No usual address (ACT)	Employed (away from work)	317
No usual address (ACT)	Employed (full-time)	4093
No usual address (ACT)	Employed (part-time)	2251
Christmas Island		16
Christmas Island	Employed (away from work)	79
Christmas Island	Employed (full-time)	713
Christmas Island	Employed (part-time)	179
Cocos (Keeling) Islands		14
Cocos (Keeling) Islands	Employed (away from work)	17
Cocos (Keeling) Islands	Employed (full-time)	134
Cocos (Keeling) Islands	Employed (part-time)	70
Jervis Bay		12
Jervis Bay	Employed (away from work)	32
Jervis Bay	Employed (full-time)	349
Jervis Bay	Employed (part-time)	83
Norfolk Island		30
Norfolk Island	Employed (away from work)	37
Norfolk Island	Employed (full-time)	599
Norfolk Island	Employed (part-time)	314
No usual address (OT)		6
No usual address (OT)	Employed (away from work)	31
No usual address (OT)	Employed (full-time)	56
No usual address (OT)	Employed (part-time)	24
