SA3_NAME16	Occupation	OccupationSubtype	workers
Orange	Clerical and administrative workers	Clerical and office support workers	181
Orange	Clerical and administrative workers	General clerical workers	778
Orange	Clerical and administrative workers	Inquiry clerks and receptionists	553
Orange	Clerical and administrative workers	Numerical clerks	628
Orange	Clerical and administrative workers	Office managers and program administrators	576
Orange	Clerical and administrative workers	Other clerical and administrative workers	341
Orange	Clerical and administrative workers	Personal assistants and secretaries	215
Orange	Community and personal service workers	Carers and aides	1270
Orange	Community and personal service workers	Health and welfare support workers	435
Orange	Community and personal service workers	Hospitality workers	504
Orange	Community and personal service workers	Protective service workers	195
Orange	Community and personal service workers	Sports and personal service workers	278
Orange	Labourers	Cleaners and laundry workers	729
Orange	Labourers	Construction and mining labourers	293
Orange	Labourers	Factory process workers	442
Orange	Labourers	Farm forestry and garden workers	310
Orange	Labourers	Food preparation assistants	379
Orange	Labourers	Labourers nfd	66
Orange	Labourers	Other labourers	444
Orange	Machinery operators and drivers	Machine and stationary plant operators	708
Orange	Machinery operators and drivers	Machinery operators and drivers nfd	29
Orange	Machinery operators and drivers	Mobile plant operators	213
Orange	Machinery operators and drivers	Road and rail drivers	720
Orange	Machinery operators and drivers	Storepersons	163
Orange	Managers	Chief executives general managers and legislators	178
Orange	Managers	Farmers and farm managers	1018
Orange	Managers	Hospitality retail and service managers	913
Orange	Managers	Managers nfd	62
Orange	Managers	Specialist managers	1252
Orange	Professionals	Arts and media professionals	118
Orange	Professionals	Business human resource and marketing professionals	801
Orange	Professionals	Design engineering science and transport professionals	616
Orange	Professionals	Education professionals	1278
Orange	Professionals	Health professionals	1748
Orange	Professionals	Information and Communication Technology ICT professionals	87
Orange	Professionals	Legal social and welfare professionals	389
Orange	Professionals	Professionals nfd	44
Orange	Sales workers	Sales assistants and salespersons	1594
Orange	Sales workers	Sales representatives and agents	322
Orange	Sales workers	Sales support workers	311
Orange	Sales workers	Sales workers nfd	3
Orange	Technicians and trades workers	Automotive and engineering trades workers	1060
Orange	Technicians and trades workers	Construction trades workers	555
Orange	Technicians and trades workers	Electrotechnology and telecommunications trades workers	437
Orange	Technicians and trades workers	Engineering ICT and science technicians	540
Orange	Technicians and trades workers	Food trades workers	364
Orange	Technicians and trades workers	Other technicians and trades workers	276
Orange	Technicians and trades workers	Skilled animal and horticultural workers	248
Orange	Technicians and trades workers	Technicians and trades workers nfd	27
Clarence Valley			272
Clarence Valley	Clerical and administrative workers	Clerical and administrative workers nfd	3
Clarence Valley	Clerical and administrative workers	Clerical and office support workers	135
Clarence Valley	Clerical and administrative workers	General clerical workers	502
Clarence Valley	Clerical and administrative workers	Inquiry clerks and receptionists	314
Clarence Valley	Clerical and administrative workers	Numerical clerks	340
Clarence Valley	Clerical and administrative workers	Office managers and program administrators	379
Clarence Valley	Clerical and administrative workers	Other clerical and administrative workers	213
Clarence Valley	Clerical and administrative workers	Personal assistants and secretaries	151
Clarence Valley	Community and personal service workers	Carers and aides	1024
Clarence Valley	Community and personal service workers	Health and welfare support workers	377
Clarence Valley	Community and personal service workers	Hospitality workers	461
Clarence Valley	Community and personal service workers	Protective service workers	224
Clarence Valley	Community and personal service workers	Sports and personal service workers	210
Clarence Valley	Labourers	Cleaners and laundry workers	484
Clarence Valley	Labourers	Construction and mining labourers	202
Clarence Valley	Labourers	Factory process workers	232
Clarence Valley	Labourers	Farm forestry and garden workers	218
Clarence Valley	Labourers	Food preparation assistants	306
Clarence Valley	Labourers	Labourers nfd	48
Clarence Valley	Labourers	Other labourers	372
Clarence Valley	Machinery operators and drivers	Machine and stationary plant operators	212
Clarence Valley	Machinery operators and drivers	Machinery operators and drivers nfd	30
Clarence Valley	Machinery operators and drivers	Mobile plant operators	224
Clarence Valley	Machinery operators and drivers	Road and rail drivers	563
Clarence Valley	Machinery operators and drivers	Storepersons	54
Clarence Valley	Managers	Chief executives general managers and legislators	73
Clarence Valley	Managers	Farmers and farm managers	513
Clarence Valley	Managers	Hospitality retail and service managers	753
Clarence Valley	Managers	Managers nfd	18
Clarence Valley	Managers	Specialist managers	585
Clarence Valley	Professionals	Arts and media professionals	71
Clarence Valley	Professionals	Business human resource and marketing professionals	342
Clarence Valley	Professionals	Design engineering science and transport professionals	356
Clarence Valley	Professionals	Education professionals	847
Clarence Valley	Professionals	Health professionals	893
Clarence Valley	Professionals	Information and Communication Technology ICT professionals	55
Clarence Valley	Professionals	Legal social and welfare professionals	200
Clarence Valley	Professionals	Professionals nfd	11
Clarence Valley	Sales workers	Sales assistants and salespersons	1406
Clarence Valley	Sales workers	Sales representatives and agents	204
Clarence Valley	Sales workers	Sales support workers	214
Clarence Valley	Sales workers	Sales workers nfd	8
Clarence Valley	Technicians and trades workers	Automotive and engineering trades workers	527
Clarence Valley	Technicians and trades workers	Construction trades workers	293
Clarence Valley	Technicians and trades workers	Electrotechnology and telecommunications trades workers	221
Clarence Valley	Technicians and trades workers	Engineering ICT and science technicians	262
Clarence Valley	Technicians and trades workers	Food trades workers	358
Clarence Valley	Technicians and trades workers	Other technicians and trades workers	262
Clarence Valley	Technicians and trades workers	Skilled animal and horticultural workers	189
Clarence Valley	Technicians and trades workers	Technicians and trades workers nfd	13
Coffs Harbour			540
Coffs Harbour	Clerical and administrative workers	Clerical and administrative workers nfd	10
Coffs Harbour	Clerical and administrative workers	Clerical and office support workers	201
Coffs Harbour	Clerical and administrative workers	General clerical workers	905
Coffs Harbour	Clerical and administrative workers	Inquiry clerks and receptionists	926
Coffs Harbour	Clerical and administrative workers	Numerical clerks	783
Coffs Harbour	Clerical and administrative workers	Office managers and program administrators	728
Coffs Harbour	Clerical and administrative workers	Other clerical and administrative workers	570
Coffs Harbour	Clerical and administrative workers	Personal assistants and secretaries	251
Coffs Harbour	Community and personal service workers	Carers and aides	1897
Coffs Harbour	Community and personal service workers	Health and welfare support workers	515
Coffs Harbour	Community and personal service workers	Hospitality workers	991
Coffs Harbour	Community and personal service workers	Protective service workers	294
Coffs Harbour	Community and personal service workers	Sports and personal service workers	468
Coffs Harbour	Labourers	Cleaners and laundry workers	947
Coffs Harbour	Labourers	Construction and mining labourers	419
Coffs Harbour	Labourers	Factory process workers	352
Coffs Harbour	Labourers	Farm forestry and garden workers	902
Coffs Harbour	Labourers	Food preparation assistants	616
Coffs Harbour	Labourers	Labourers nfd	69
Coffs Harbour	Labourers	Other labourers	621
Coffs Harbour	Machinery operators and drivers	Machine and stationary plant operators	308
Coffs Harbour	Machinery operators and drivers	Machinery operators and drivers nfd	27
Coffs Harbour	Machinery operators and drivers	Mobile plant operators	293
Coffs Harbour	Machinery operators and drivers	Road and rail drivers	907
Coffs Harbour	Machinery operators and drivers	Storepersons	195
Coffs Harbour	Managers	Chief executives general managers and legislators	188
Coffs Harbour	Managers	Farmers and farm managers	861
Coffs Harbour	Managers	Hospitality retail and service managers	1573
Coffs Harbour	Managers	Managers nfd	75
Coffs Harbour	Managers	Specialist managers	1357
Coffs Harbour	Professionals	Arts and media professionals	167
Coffs Harbour	Professionals	Business human resource and marketing professionals	885
Coffs Harbour	Professionals	Design engineering science and transport professionals	608
