SA3_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Barossa	Inf			3
Barossa	Inf	0		281
Barossa	Inf	1	Local	6
Barossa	Inf	1	National	10
Barossa	Inf	1	State territory	3
Lower North				22
Lower North		0		149
Lower North		1	State territory	3
Lower North	0			5
Lower North	0	0		118
Lower North	7875			5
Lower North	7875	0		303
Lower North	7875	1	National	3
Lower North	7875	1	State territory	3
Lower North	15750			12
Lower North	15750	0		373
Lower North	15750	1	National	6
Lower North	15750	1	State territory	13
Lower North	21000			6
Lower North	21000	0		452
Lower North	21000	1	State territory	21
Lower North	26250			9
Lower North	26250	0		559
Lower North	26250	1	Local	3
Lower North	26250	1	National	9
Lower North	26250	1	State territory	18
Lower North	34125			10
Lower North	34125	0		922
Lower North	34125	1	Local	3
Lower North	34125	1	National	7
Lower North	34125	1	State territory	49
Lower North	42000			10
Lower North	42000	0		1150
Lower North	42000	1	National	11
Lower North	42000	1	State territory	54
Lower North	52500			11
Lower North	52500	0		1233
Lower North	52500	1	Local	18
Lower North	52500	1	National	11
Lower North	52500	1	State territory	53
Lower North	65625			10
Lower North	65625	0		1007
Lower North	65625	1	Local	51
Lower North	65625	1	National	8
Lower North	65625	1	State territory	56
Lower North	78750			6
Lower North	78750	0		556
Lower North	78750	1	Local	29
Lower North	78750	1	National	16
Lower North	78750	1	State territory	54
Lower North	91875	0		492
Lower North	91875	1	Local	15
Lower North	91875	1	National	9
Lower North	91875	1	State territory	43
Lower North	105000	0		251
Lower North	105000	1	Local	12
Lower North	105000	1	National	9
Lower North	105000	1	State territory	68
Lower North	157500	0		296
Lower North	157500	1	Local	9
Lower North	157500	1	National	14
Lower North	157500	1	State territory	42
Lower North	Inf	0		161
Mid North				17
Mid North		0		144
Mid North		1	Local	4
Mid North		1	National	3
Mid North		1	State territory	18
Mid North	0	0		106
Mid North	0	1	National	3
Mid North	0	1	State territory	3
Mid North	7875			6
Mid North	7875	0		406
Mid North	7875	1	State territory	6
Mid North	15750			18
Mid North	15750	0		427
Mid North	15750	1	Local	3
Mid North	15750	1	National	3
Mid North	15750	1	State territory	21
Mid North	21000			8
Mid North	21000	0		555
Mid North	21000	1	Local	7
Mid North	21000	1	State territory	21
Mid North	26250			9
Mid North	26250	0		713
Mid North	26250	1	Local	5
Mid North	26250	1	National	3
Mid North	26250	1	State territory	50
Mid North	34125			15
Mid North	34125	0		908
Mid North	34125	1	Local	8
Mid North	34125	1	National	7
Mid North	34125	1	State territory	99
Mid North	42000			4
Mid North	42000	0		975
Mid North	42000	1	Local	11
Mid North	42000	1	National	11
Mid North	42000	1	State territory	109
Mid North	52500			9
Mid North	52500	0		1077
Mid North	52500	1	Local	43
Mid North	52500	1	National	11
Mid North	52500	1	State territory	123
Mid North	65625			6
Mid North	65625	0		930
Mid North	65625	1	Local	56
Mid North	65625	1	National	9
Mid North	65625	1	State territory	177
Mid North	78750			3
Mid North	78750	0		745
Mid North	78750	1	Local	30
Mid North	78750	1	National	8
Mid North	78750	1	State territory	141
Mid North	91875			8
Mid North	91875	0		608
Mid North	91875	1	Local	26
Mid North	91875	1	National	8
Mid North	91875	1	State territory	131
Mid North	105000	0		353
Mid North	105000	1	Local	9
Mid North	105000	1	National	3
Mid North	105000	1	State territory	109
Mid North	157500	0		370
Mid North	157500	1	Local	5
Mid North	157500	1	National	3
Mid North	157500	1	State territory	111
Mid North	Inf			3
Mid North	Inf	0		213
Mid North	Inf	1	Local	3
Mid North	Inf	1	State territory	5
Yorke Peninsula				13
Yorke Peninsula		0		110
Yorke Peninsula		1	Local	7
Yorke Peninsula		1	State territory	4
Yorke Peninsula	0			4
Yorke Peninsula	0	0		108
Yorke Peninsula	0	1	National	3
Yorke Peninsula	7875			3
Yorke Peninsula	7875	0		356
Yorke Peninsula	7875	1	National	3
Yorke Peninsula	7875	1	State territory	3
Yorke Peninsula	15750			10
Yorke Peninsula	15750	0		401
Yorke Peninsula	15750	1	National	3
Yorke Peninsula	15750	1	State territory	11
Yorke Peninsula	21000			14
Yorke Peninsula	21000	0		469
Yorke Peninsula	21000	1	National	5
Yorke Peninsula	21000	1	State territory	10
Yorke Peninsula	26250			13
Yorke Peninsula	26250	0		606
Yorke Peninsula	26250	1	Local	5
Yorke Peninsula	26250	1	National	8
Yorke Peninsula	26250	1	State territory	22
Yorke Peninsula	34125			8
Yorke Peninsula	34125	0		907
Yorke Peninsula	34125	1	Local	14
Yorke Peninsula	34125	1	National	3
Yorke Peninsula	34125	1	State territory	46
Yorke Peninsula	42000			13
Yorke Peninsula	42000	0		970
Yorke Peninsula	42000	1	Local	12
Yorke Peninsula	42000	1	National	4
Yorke Peninsula	42000	1	State territory	52
Yorke Peninsula	52500			3
Yorke Peninsula	52500	0		932
Yorke Peninsula	52500	1	Local	30
Yorke Peninsula	52500	1	National	8
Yorke Peninsula	52500	1	State territory	70
Yorke Peninsula	65625			7
Yorke Peninsula	65625	0		839
Yorke Peninsula	65625	1	Local	61
Yorke Peninsula	65625	1	National	14
Yorke Peninsula	65625	1	State territory	68
Yorke Peninsula	78750			3
Yorke Peninsula	78750	0		480
Yorke Peninsula	78750	1	Local	28
Yorke Peninsula	78750	1	National	13
Yorke Peninsula	78750	1	State territory	70
Yorke Peninsula	91875			3
Yorke Peninsula	91875	0		398
Yorke Peninsula	91875	1	Local	19
Yorke Peninsula	91875	1	National	4
Yorke Peninsula	91875	1	State territory	61
Yorke Peninsula	105000	0		225
Yorke Peninsula	105000	1	Local	9
Yorke Peninsula	105000	1	State territory	67
Yorke Peninsula	157500	0		227
Yorke Peninsula	157500	1	Local	6
Yorke Peninsula	157500	1	National	4
Yorke Peninsula	157500	1	State territory	58
Yorke Peninsula	Inf			3
Yorke Peninsula	Inf	0		136
Yorke Peninsula	Inf	1	State territory	3
Eyre Peninsula and South West				55
Eyre Peninsula and South West		0		349
Eyre Peninsula and South West		1	Local	3
Eyre Peninsula and South West		1	State territory	20
Eyre Peninsula and South West	0			9
Eyre Peninsula and South West	0	0		209
Eyre Peninsula and South West	0	1	State territory	3
Eyre Peninsula and South West	7875			24
Eyre Peninsula and South West	7875	0		840
Eyre Peninsula and South West	7875	1	Local	3
Eyre Peninsula and South West	7875	1	National	3
Eyre Peninsula and South West	7875	1	State territory	15
Eyre Peninsula and South West	15750			24
Eyre Peninsula and South West	15750	0		930
Eyre Peninsula and South West	15750	1	National	10
Eyre Peninsula and South West	15750	1	State territory	40
Eyre Peninsula and South West	21000			28
Eyre Peninsula and South West	21000	0		1055
Eyre Peninsula and South West	21000	1	Local	3
Eyre Peninsula and South West	21000	1	National	7
Eyre Peninsula and South West	21000	1	State territory	55
Eyre Peninsula and South West	26250			21
Eyre Peninsula and South West	26250	0		1327
Eyre Peninsula and South West	26250	1	Local	13
Eyre Peninsula and South West	26250	1	National	10
Eyre Peninsula and South West	26250	1	State territory	117
Eyre Peninsula and South West	34125			20
Eyre Peninsula and South West	34125	0		1943
Eyre Peninsula and South West	34125	1	Local	22
Eyre Peninsula and South West	34125	1	National	17
Eyre Peninsula and South West	34125	1	State territory	191
Eyre Peninsula and South West	42000			18
Eyre Peninsula and South West	42000	0		2184
Eyre Peninsula and South West	42000	1	Local	28
Eyre Peninsula and South West	42000	1	National	19
Eyre Peninsula and South West	42000	1	State territory	236
Eyre Peninsula and South West	52500			27
Eyre Peninsula and South West	52500	0		2404
Eyre Peninsula and South West	52500	1	Local	62
Eyre Peninsula and South West	52500	1	National	13
Eyre Peninsula and South West	52500	1	State territory	319
Eyre Peninsula and South West	65625			19
Eyre Peninsula and South West	65625	0		2392
Eyre Peninsula and South West	65625	1	Local	110
Eyre Peninsula and South West	65625	1	National	39
Eyre Peninsula and South West	65625	1	State territory	397
Eyre Peninsula and South West	78750			4
Eyre Peninsula and South West	78750	0		1569
Eyre Peninsula and South West	78750	1	Local	51
Eyre Peninsula and South West	78750	1	National	19
Eyre Peninsula and South West	78750	1	State territory	348
Eyre Peninsula and South West	91875			8
Eyre Peninsula and South West	91875	0		1473
Eyre Peninsula and South West	91875	1	Local	34
Eyre Peninsula and South West	91875	1	National	19
Eyre Peninsula and South West	91875	1	State territory	273
Eyre Peninsula and South West	105000			3
Eyre Peninsula and South West	105000	0		1002
Eyre Peninsula and South West	105000	1	Local	22
Eyre Peninsula and South West	105000	1	National	8
Eyre Peninsula and South West	105000	1	State territory	217
Eyre Peninsula and South West	157500			3
Eyre Peninsula and South West	157500	0		1097
Eyre Peninsula and South West	157500	1	Local	26
Eyre Peninsula and South West	157500	1	National	3
Eyre Peninsula and South West	157500	1	State territory	193
Eyre Peninsula and South West	Inf			3
Eyre Peninsula and South West	Inf	0		553
Eyre Peninsula and South West	Inf	1	Local	3
Eyre Peninsula and South West	Inf	1	National	3
Eyre Peninsula and South West	Inf	1	State territory	14
Outback - North and East				30
Outback - North and East		0		199
Outback - North and East		1	Local	6
Outback - North and East		1	National	6
Outback - North and East		1	State territory	11
Outback - North and East	0			9
Outback - North and East	0	0		68
Outback - North and East	0	1	National	4
Outback - North and East	0	1	State territory	4
Outback - North and East	7875			5
Outback - North and East	7875	0		287
Outback - North and East	7875	1	Local	4
Outback - North and East	7875	1	National	3
Outback - North and East	7875	1	State territory	5
Outback - North and East	15750			11
Outback - North and East	15750	0		414
Outback - North and East	15750	1	Local	13
Outback - North and East	15750	1	National	4
Outback - North and East	15750	1	State territory	26
Outback - North and East	21000			10
Outback - North and East	21000	0		387
Outback - North and East	21000	1	Local	8
Outback - North and East	21000	1	National	10
Outback - North and East	21000	1	State territory	38
Outback - North and East	26250			11
Outback - North and East	26250	0		499
Outback - North and East	26250	1	Local	15
Outback - North and East	26250	1	National	12
Outback - North and East	26250	1	State territory	60
Outback - North and East	34125			8
Outback - North and East	34125	0		832
Outback - North and East	34125	1	Local	17
Outback - North and East	34125	1	National	12
Outback - North and East	34125	1	State territory	108
Outback - North and East	42000			14
Outback - North and East	42000	0		898
Outback - North and East	42000	1	Local	19
Outback - North and East	42000	1	National	10
Outback - North and East	42000	1	State territory	109
Outback - North and East	52500			11
Outback - North and East	52500	0		1052
Outback - North and East	52500	1	Local	31
Outback - North and East	52500	1	National	17
Outback - North and East	52500	1	State territory	183
Outback - North and East	65625			11
Outback - North and East	65625	0		1092
Outback - North and East	65625	1	Local	60
Outback - North and East	65625	1	National	42
Outback - North and East	65625	1	State territory	256
Outback - North and East	78750			10
Outback - North and East	78750	0		926
Outback - North and East	78750	1	Local	45
Outback - North and East	78750	1	National	51
Outback - North and East	78750	1	State territory	252
Outback - North and East	91875	0		1005
Outback - North and East	91875	1	Local	30
Outback - North and East	91875	1	National	32
Outback - North and East	91875	1	State territory	257
Outback - North and East	105000	0		1088
Outback - North and East	105000	1	Local	18
Outback - North and East	105000	1	National	21
Outback - North and East	105000	1	State territory	151
Outback - North and East	157500			3
Outback - North and East	157500	0		2176
Outback - North and East	157500	1	Local	12
Outback - North and East	157500	1	National	18
Outback - North and East	157500	1	State territory	168
Outback - North and East	Inf	0		762
Outback - North and East	Inf	1	Local	6
Outback - North and East	Inf	1	National	3
Outback - North and East	Inf	1	State territory	15
Fleurieu - Kangaroo Island				25
Fleurieu - Kangaroo Island		0		199
Fleurieu - Kangaroo Island		1	Local	3
Fleurieu - Kangaroo Island		1	State territory	8
Fleurieu - Kangaroo Island	0			13
Fleurieu - Kangaroo Island	0	0		179
Fleurieu - Kangaroo Island	7875			9
Fleurieu - Kangaroo Island	7875	0		678
Fleurieu - Kangaroo Island	7875	1	National	3
Fleurieu - Kangaroo Island	7875	1	State territory	14
Fleurieu - Kangaroo Island	15750			15
Fleurieu - Kangaroo Island	15750	0		819
Fleurieu - Kangaroo Island	15750	1	National	10
Fleurieu - Kangaroo Island	15750	1	State territory	7
Fleurieu - Kangaroo Island	21000			14
Fleurieu - Kangaroo Island	21000	0		940
Fleurieu - Kangaroo Island	21000	1	Local	8
Fleurieu - Kangaroo Island	21000	1	National	16
Fleurieu - Kangaroo Island	21000	1	State territory	31
Fleurieu - Kangaroo Island	26250			10
Fleurieu - Kangaroo Island	26250	0		1192
Fleurieu - Kangaroo Island	26250	1	Local	13
Fleurieu - Kangaroo Island	26250	1	National	11
Fleurieu - Kangaroo Island	26250	1	State territory	44
Fleurieu - Kangaroo Island	34125			10
Fleurieu - Kangaroo Island	34125	0		1757
Fleurieu - Kangaroo Island	34125	1	Local	19
Fleurieu - Kangaroo Island	34125	1	National	18
Fleurieu - Kangaroo Island	34125	1	State territory	89
Fleurieu - Kangaroo Island	42000			8
Fleurieu - Kangaroo Island	42000	0		1775
Fleurieu - Kangaroo Island	42000	1	Local	36
Fleurieu - Kangaroo Island	42000	1	National	13
Fleurieu - Kangaroo Island	42000	1	State territory	106
Fleurieu - Kangaroo Island	52500			9
Fleurieu - Kangaroo Island	52500	0		1716
Fleurieu - Kangaroo Island	52500	1	Local	39
Fleurieu - Kangaroo Island	52500	1	National	10
Fleurieu - Kangaroo Island	52500	1	State territory	112
Fleurieu - Kangaroo Island	65625			5
Fleurieu - Kangaroo Island	65625	0		1418
Fleurieu - Kangaroo Island	65625	1	Local	111
Fleurieu - Kangaroo Island	65625	1	National	16
Fleurieu - Kangaroo Island	65625	1	State territory	141
Fleurieu - Kangaroo Island	78750			12
Fleurieu - Kangaroo Island	78750	0		744
Fleurieu - Kangaroo Island	78750	1	Local	77
Fleurieu - Kangaroo Island	78750	1	National	11
Fleurieu - Kangaroo Island	78750	1	State territory	123
Fleurieu - Kangaroo Island	91875			5
Fleurieu - Kangaroo Island	91875	0		480
Fleurieu - Kangaroo Island	91875	1	Local	46
Fleurieu - Kangaroo Island	91875	1	National	7
Fleurieu - Kangaroo Island	91875	1	State territory	102
Fleurieu - Kangaroo Island	105000			3
Fleurieu - Kangaroo Island	105000	0		305
Fleurieu - Kangaroo Island	105000	1	Local	27
Fleurieu - Kangaroo Island	105000	1	National	9
Fleurieu - Kangaroo Island	105000	1	State territory	94
Fleurieu - Kangaroo Island	157500			3
Fleurieu - Kangaroo Island	157500	0		377
Fleurieu - Kangaroo Island	157500	1	Local	19
Fleurieu - Kangaroo Island	157500	1	National	3
Fleurieu - Kangaroo Island	157500	1	State territory	74
Fleurieu - Kangaroo Island	Inf	0		202
Fleurieu - Kangaroo Island	Inf	1	Local	5
Fleurieu - Kangaroo Island	Inf	1	State territory	8
Limestone Coast				57
Limestone Coast		0		403
Limestone Coast		1	State territory	24
Limestone Coast	0			20
Limestone Coast	0	0		334
Limestone Coast	0	1	National	9
Limestone Coast	0	1	State territory	10
Limestone Coast	7875			17
Limestone Coast	7875	0		1109
Limestone Coast	7875	1	National	7
Limestone Coast	7875	1	State territory	10
Limestone Coast	15750			29
Limestone Coast	15750	0		1192
Limestone Coast	15750	1	Local	7
Limestone Coast	15750	1	National	8
Limestone Coast	15750	1	State territory	24
Limestone Coast	21000			18
Limestone Coast	21000	0		1318
Limestone Coast	21000	1	Local	3
Limestone Coast	21000	1	National	7
Limestone Coast	21000	1	State territory	41
Limestone Coast	26250			29
Limestone Coast	26250	0		1832
Limestone Coast	26250	1	Local	13
Limestone Coast	26250	1	National	12
Limestone Coast	26250	1	State territory	74
Limestone Coast	34125			36
Limestone Coast	34125	0		2868
Limestone Coast	34125	1	Local	18
Limestone Coast	34125	1	National	10
Limestone Coast	34125	1	State territory	141
Limestone Coast	42000			26
Limestone Coast	42000	0		3555
Limestone Coast	42000	1	Local	29
Limestone Coast	42000	1	National	19
Limestone Coast	42000	1	State territory	208
Limestone Coast	52500			32
Limestone Coast	52500	0		3870
Limestone Coast	52500	1	Local	70
Limestone Coast	52500	1	National	33
Limestone Coast	52500	1	State territory	233
Limestone Coast	65625			18
Limestone Coast	65625	0		3476
Limestone Coast	65625	1	Local	141
Limestone Coast	65625	1	National	33
Limestone Coast	65625	1	State territory	299
Limestone Coast	78750			9
Limestone Coast	78750	0		1982
Limestone Coast	78750	1	Local	58
Limestone Coast	78750	1	National	28
Limestone Coast	78750	1	State territory	243
Limestone Coast	91875			4
Limestone Coast	91875	0		1397
Limestone Coast	91875	1	Local	32
Limestone Coast	91875	1	National	27
Limestone Coast	91875	1	State territory	257
Limestone Coast	105000			3
Limestone Coast	105000	0		821
Limestone Coast	105000	1	Local	24
Limestone Coast	105000	1	National	7
Limestone Coast	105000	1	State territory	188
Limestone Coast	157500			3
Limestone Coast	157500	0		934
Limestone Coast	157500	1	Local	23
Limestone Coast	157500	1	National	10
Limestone Coast	157500	1	State territory	177
Limestone Coast	Inf			3
Limestone Coast	Inf	0		515
Limestone Coast	Inf	1	Local	5
Limestone Coast	Inf	1	National	3
Limestone Coast	Inf	1	State territory	29
Murray and Mallee				67
Murray and Mallee		0		407
Murray and Mallee		1	National	3
Murray and Mallee		1	State territory	21
Murray and Mallee	0			19
Murray and Mallee	0	0		344
Murray and Mallee	7875			17
Murray and Mallee	7875	0		975
Murray and Mallee	7875	1	Local	3
Murray and Mallee	7875	1	National	10
Murray and Mallee	7875	1	State territory	16
Murray and Mallee	15750			21
Murray and Mallee	15750	0		1242
Murray and Mallee	15750	1	Local	3
Murray and Mallee	15750	1	National	16
Murray and Mallee	15750	1	State territory	47
Murray and Mallee	21000			35
Murray and Mallee	21000	0		1393
Murray and Mallee	21000	1	Local	11
Murray and Mallee	21000	1	National	19
Murray and Mallee	21000	1	State territory	58
Murray and Mallee	26250			40
Murray and Mallee	26250	0		1758
Murray and Mallee	26250	1	Local	19
Murray and Mallee	26250	1	National	15
Murray and Mallee	26250	1	State territory	102
Murray and Mallee	34125			33
Murray and Mallee	34125	0		2994
Murray and Mallee	34125	1	Local	20
Murray and Mallee	34125	1	National	15
Murray and Mallee	34125	1	State territory	197
Murray and Mallee	42000			21
Murray and Mallee	42000	0		3933
Murray and Mallee	42000	1	Local	35
Murray and Mallee	42000	1	National	18
Murray and Mallee	42000	1	State territory	221
Murray and Mallee	52500			31
Murray and Mallee	52500	0		3935
Murray and Mallee	52500	1	Local	70
Murray and Mallee	52500	1	National	23
Murray and Mallee	52500	1	State territory	337
Murray and Mallee	65625			14
Murray and Mallee	65625	0		3036
Murray and Mallee	65625	1	Local	140
Murray and Mallee	65625	1	National	45
Murray and Mallee	65625	1	State territory	429
Murray and Mallee	78750	0		1525
Murray and Mallee	78750	1	Local	79
Murray and Mallee	78750	1	National	34
Murray and Mallee	78750	1	State territory	378
Murray and Mallee	91875			6
Murray and Mallee	91875	0		1016
Murray and Mallee	91875	1	Local	34
Murray and Mallee	91875	1	National	17
Murray and Mallee	91875	1	State territory	296
Murray and Mallee	105000			3
Murray and Mallee	105000	0		581
Murray and Mallee	105000	1	Local	18
Murray and Mallee	105000	1	National	13
Murray and Mallee	105000	1	State territory	241
Murray and Mallee	157500			6
Murray and Mallee	157500	0		556
Murray and Mallee	157500	1	Local	26
Murray and Mallee	157500	1	National	10
Murray and Mallee	157500	1	State territory	219
Murray and Mallee	Inf			8
Murray and Mallee	Inf	0		381
Murray and Mallee	Inf	1	Local	14
Murray and Mallee	Inf	1	State territory	16
Migratory - Offshore - Shipping (SA)	0	0		4
Migratory - Offshore - Shipping (SA)	34125	1	National	3
Migratory - Offshore - Shipping (SA)	42000	0		3
Migratory - Offshore - Shipping (SA)	52500	0		3
Migratory - Offshore - Shipping (SA)	65625	0		4
Migratory - Offshore - Shipping (SA)	78750	0		4
Migratory - Offshore - Shipping (SA)	91875	0		3
Migratory - Offshore - Shipping (SA)	91875	1	National	3
Migratory - Offshore - Shipping (SA)	105000	0		7
Migratory - Offshore - Shipping (SA)	157500	0		12
Migratory - Offshore - Shipping (SA)	157500	1	National	3
Migratory - Offshore - Shipping (SA)	Inf	0		13
No usual address (SA)				68
No usual address (SA)		0		512
No usual address (SA)		1	National	5
No usual address (SA)		1	State territory	12
No usual address (SA)	0			27
No usual address (SA)	0	0		257
No usual address (SA)	0	1	National	15
No usual address (SA)	7875			30
No usual address (SA)	7875	0		1017
No usual address (SA)	7875	1	National	29
No usual address (SA)	7875	1	State territory	10
No usual address (SA)	15750			38
No usual address (SA)	15750	0		1803
No usual address (SA)	15750	1	Local	8
No usual address (SA)	15750	1	National	36
No usual address (SA)	15750	1	State territory	28
No usual address (SA)	21000			38
No usual address (SA)	21000	0		2151
No usual address (SA)	21000	1	Local	3
No usual address (SA)	21000	1	National	23
No usual address (SA)	21000	1	State territory	29
No usual address (SA)	26250			40
No usual address (SA)	26250	0		2629
No usual address (SA)	26250	1	Local	8
No usual address (SA)	26250	1	National	27
No usual address (SA)	26250	1	State territory	38
No usual address (SA)	34125			42
No usual address (SA)	34125	0		3802
No usual address (SA)	34125	1	Local	5
No usual address (SA)	34125	1	National	30
No usual address (SA)	34125	1	State territory	54
No usual address (SA)	42000			48
No usual address (SA)	42000	0		4060
No usual address (SA)	42000	1	Local	4
No usual address (SA)	42000	1	National	16
No usual address (SA)	42000	1	State territory	74
No usual address (SA)	52500			38
No usual address (SA)	52500	0		4439
No usual address (SA)	52500	1	Local	22
No usual address (SA)	52500	1	National	21
No usual address (SA)	52500	1	State territory	81
No usual address (SA)	65625			28
No usual address (SA)	65625	0		4529
No usual address (SA)	65625	1	Local	18
No usual address (SA)	65625	1	National	24
No usual address (SA)	65625	1	State territory	98
No usual address (SA)	78750			18
No usual address (SA)	78750	0		2810
No usual address (SA)	78750	1	Local	8
No usual address (SA)	78750	1	National	21
No usual address (SA)	78750	1	State territory	77
No usual address (SA)	91875			14
No usual address (SA)	91875	0		1969
No usual address (SA)	91875	1	National	33
No usual address (SA)	91875	1	State territory	64
No usual address (SA)	105000			3
No usual address (SA)	105000	0		1073
No usual address (SA)	105000	1	National	16
No usual address (SA)	105000	1	State territory	42
No usual address (SA)	157500			4
No usual address (SA)	157500	0		1244
No usual address (SA)	157500	1	Local	3
No usual address (SA)	157500	1	National	23
No usual address (SA)	157500	1	State territory	51
No usual address (SA)	Inf			6
No usual address (SA)	Inf	0		524
No usual address (SA)	Inf	1	National	6
No usual address (SA)	Inf	1	State territory	11
Augusta - Margaret River - Busselton				45
Augusta - Margaret River - Busselton		0		221
Augusta - Margaret River - Busselton		1	Local	3
Augusta - Margaret River - Busselton		1	State territory	18
Augusta - Margaret River - Busselton	0			7
Augusta - Margaret River - Busselton	0	0		230
Augusta - Margaret River - Busselton	0	1	National	3
Augusta - Margaret River - Busselton	7875			4
Augusta - Margaret River - Busselton	7875	0		872
Augusta - Margaret River - Busselton	7875	1	Local	4
Augusta - Margaret River - Busselton	7875	1	National	3
Augusta - Margaret River - Busselton	7875	1	State territory	14
Augusta - Margaret River - Busselton	15750			12
Augusta - Margaret River - Busselton	15750	0		835
Augusta - Margaret River - Busselton	15750	1	Local	8
Augusta - Margaret River - Busselton	15750	1	National	8
Augusta - Margaret River - Busselton	15750	1	State territory	28
Augusta - Margaret River - Busselton	21000			16
Augusta - Margaret River - Busselton	21000	0		1007
Augusta - Margaret River - Busselton	21000	1	Local	3
Augusta - Margaret River - Busselton	21000	1	National	8
Augusta - Margaret River - Busselton	21000	1	State territory	38
Augusta - Margaret River - Busselton	26250			12
Augusta - Margaret River - Busselton	26250	0		1274
Augusta - Margaret River - Busselton	26250	1	Local	9
Augusta - Margaret River - Busselton	26250	1	National	4
Augusta - Margaret River - Busselton	26250	1	State territory	73
Augusta - Margaret River - Busselton	34125			21
Augusta - Margaret River - Busselton	34125	0		1987
Augusta - Margaret River - Busselton	34125	1	Local	17
Augusta - Margaret River - Busselton	34125	1	National	12
Augusta - Margaret River - Busselton	34125	1	State territory	119
Augusta - Margaret River - Busselton	42000			20
Augusta - Margaret River - Busselton	42000	0		2149
Augusta - Margaret River - Busselton	42000	1	Local	24
Augusta - Margaret River - Busselton	42000	1	National	7
Augusta - Margaret River - Busselton	42000	1	State territory	143
Augusta - Margaret River - Busselton	52500			13
Augusta - Margaret River - Busselton	52500	0		2382
Augusta - Margaret River - Busselton	52500	1	Local	42
Augusta - Margaret River - Busselton	52500	1	National	12
Augusta - Margaret River - Busselton	52500	1	State territory	162
Augusta - Margaret River - Busselton	65625			10
Augusta - Margaret River - Busselton	65625	0		2279
Augusta - Margaret River - Busselton	65625	1	Local	117
Augusta - Margaret River - Busselton	65625	1	National	16
Augusta - Margaret River - Busselton	65625	1	State territory	172
Augusta - Margaret River - Busselton	78750			5
Augusta - Margaret River - Busselton	78750	0		1257
Augusta - Margaret River - Busselton	78750	1	Local	70
Augusta - Margaret River - Busselton	78750	1	National	15
Augusta - Margaret River - Busselton	78750	1	State territory	148
Augusta - Margaret River - Busselton	91875			7
Augusta - Margaret River - Busselton	91875	0		1072
Augusta - Margaret River - Busselton	91875	1	Local	50
Augusta - Margaret River - Busselton	91875	1	National	10
Augusta - Margaret River - Busselton	91875	1	State territory	166
Augusta - Margaret River - Busselton	105000			4
Augusta - Margaret River - Busselton	105000	0		584
Augusta - Margaret River - Busselton	105000	1	Local	16
Augusta - Margaret River - Busselton	105000	1	National	3
Augusta - Margaret River - Busselton	105000	1	State territory	168
Augusta - Margaret River - Busselton	157500	0		678
Augusta - Margaret River - Busselton	157500	1	Local	24
Augusta - Margaret River - Busselton	157500	1	National	4
Augusta - Margaret River - Busselton	157500	1	State territory	183
Augusta - Margaret River - Busselton	Inf			5
Augusta - Margaret River - Busselton	Inf	0		450
Augusta - Margaret River - Busselton	Inf	1	Local	7
Augusta - Margaret River - Busselton	Inf	1	State territory	39
Bunbury				103
Bunbury		0		505
Bunbury		1	Local	5
Bunbury		1	National	8
Bunbury		1	State territory	43
Bunbury	0			16
Bunbury	0	0		304
Bunbury	0	1	National	5
Bunbury	0	1	State territory	15
Bunbury	7875			22
Bunbury	7875	0		1694
Bunbury	7875	1	Local	12
Bunbury	7875	1	National	10
Bunbury	7875	1	State territory	27
Bunbury	15750			25
Bunbury	15750	0		1496
Bunbury	15750	1	Local	15
Bunbury	15750	1	National	11
Bunbury	15750	1	State territory	95
Bunbury	21000			19
Bunbury	21000	0		1683
Bunbury	21000	1	Local	14
Bunbury	21000	1	National	24
Bunbury	21000	1	State territory	132
Bunbury	26250			22
Bunbury	26250	0		2075
Bunbury	26250	1	Local	28
Bunbury	26250	1	National	22
Bunbury	26250	1	State territory	161
Bunbury	34125			33
Bunbury	34125	0		3083
Bunbury	34125	1	Local	45
Bunbury	34125	1	National	59
Bunbury	34125	1	State territory	332
Bunbury	42000			40
Bunbury	42000	0		3696
Bunbury	42000	1	Local	53
Bunbury	42000	1	National	73
Bunbury	42000	1	State territory	416
Bunbury	52500			39
Bunbury	52500	0		4084
Bunbury	52500	1	Local	104
Bunbury	52500	1	National	99
Bunbury	52500	1	State territory	435
Bunbury	65625			39
Bunbury	65625	0		4249
Bunbury	65625	1	Local	153
Bunbury	65625	1	National	123
Bunbury	65625	1	State territory	498
Bunbury	78750			20
Bunbury	78750	0		2966
Bunbury	78750	1	Local	92
Bunbury	78750	1	National	90
Bunbury	78750	1	State territory	517
Bunbury	91875			16
Bunbury	91875	0		2743
Bunbury	91875	1	Local	67
Bunbury	91875	1	National	60
Bunbury	91875	1	State territory	562
Bunbury	105000			10
Bunbury	105000	0		2126
Bunbury	105000	1	Local	35
Bunbury	105000	1	National	29
Bunbury	105000	1	State territory	605
Bunbury	157500			15
Bunbury	157500	0		3911
Bunbury	157500	1	Local	42
Bunbury	157500	1	National	38
Bunbury	157500	1	State territory	639
Bunbury	Inf			18
Bunbury	Inf	0		1427
Bunbury	Inf	1	Local	15
Bunbury	Inf	1	National	6
Bunbury	Inf	1	State territory	89
Manjimup				24
Manjimup		0		115
Manjimup		1	State territory	8
Manjimup	0			6
Manjimup	0	0		124
Manjimup	0	1	National	3
Manjimup	0	1	State territory	3
Manjimup	7875			3
Manjimup	7875	0		362
Manjimup	7875	1	National	3
Manjimup	7875	1	State territory	9
Manjimup	15750			7
