SA3_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Kogarah - Rockdale	52500			63
Kogarah - Rockdale	52500	0		3518
Kogarah - Rockdale	52500	1	Local	95
Kogarah - Rockdale	52500	1	National	17
Kogarah - Rockdale	52500	1	State territory	571
Kogarah - Rockdale	65625			41
Kogarah - Rockdale	65625	0		3457
Kogarah - Rockdale	65625	1	Local	129
Kogarah - Rockdale	65625	1	National	25
Kogarah - Rockdale	65625	1	State territory	823
Kogarah - Rockdale	78750			16
Kogarah - Rockdale	78750	0		2118
Kogarah - Rockdale	78750	1	Local	92
Kogarah - Rockdale	78750	1	National	34
Kogarah - Rockdale	78750	1	State territory	757
Kogarah - Rockdale	91875			15
Kogarah - Rockdale	91875	0		1858
Kogarah - Rockdale	91875	1	Local	63
Kogarah - Rockdale	91875	1	National	31
Kogarah - Rockdale	91875	1	State territory	786
Kogarah - Rockdale	105000			15
Kogarah - Rockdale	105000	0		1157
Kogarah - Rockdale	105000	1	Local	47
Kogarah - Rockdale	105000	1	National	15
Kogarah - Rockdale	105000	1	State territory	562
Kogarah - Rockdale	157500			11
Kogarah - Rockdale	157500	0		1793
Kogarah - Rockdale	157500	1	Local	62
Kogarah - Rockdale	157500	1	National	41
Kogarah - Rockdale	157500	1	State territory	632
Kogarah - Rockdale	Inf			9
Kogarah - Rockdale	Inf	0		1155
Kogarah - Rockdale	Inf	1	Local	10
Kogarah - Rockdale	Inf	1	National	23
Kogarah - Rockdale	Inf	1	State territory	186
Canada Bay				76
Canada Bay		0		372
Canada Bay		1	Local	3
Canada Bay		1	State territory	30
Canada Bay	0			11
Canada Bay	0	0		212
Canada Bay	0	1	State territory	8
Canada Bay	7875			15
Canada Bay	7875	0		869
Canada Bay	7875	1	Local	9
Canada Bay	7875	1	National	3
Canada Bay	7875	1	State territory	23
Canada Bay	15750			30
Canada Bay	15750	0		1093
Canada Bay	15750	1	Local	3
Canada Bay	15750	1	National	3
Canada Bay	15750	1	State territory	29
Canada Bay	21000			32
Canada Bay	21000	0		1205
Canada Bay	21000	1	Local	4
Canada Bay	21000	1	National	7
Canada Bay	21000	1	State territory	39
Canada Bay	26250			41
Canada Bay	26250	0		1405
Canada Bay	26250	1	Local	6
Canada Bay	26250	1	National	13
Canada Bay	26250	1	State territory	65
Canada Bay	34125			45
Canada Bay	34125	0		2043
Canada Bay	34125	1	Local	6
Canada Bay	34125	1	National	11
Canada Bay	34125	1	State territory	107
Canada Bay	42000			51
Canada Bay	42000	0		2463
Canada Bay	42000	1	Local	17
Canada Bay	42000	1	National	5
Canada Bay	42000	1	State territory	211
Canada Bay	52500			53
Canada Bay	52500	0		3471
Canada Bay	52500	1	Local	36
Canada Bay	52500	1	National	12
Canada Bay	52500	1	State territory	399
Canada Bay	65625			50
Canada Bay	65625	0		3959
Canada Bay	65625	1	Local	64
Canada Bay	65625	1	National	19
Canada Bay	65625	1	State territory	658
Canada Bay	78750			34
Canada Bay	78750	0		2615
Canada Bay	78750	1	Local	56
Canada Bay	78750	1	National	15
Canada Bay	78750	1	State territory	510
Canada Bay	91875			11
Canada Bay	91875	0		2324
Canada Bay	91875	1	Local	45
Canada Bay	91875	1	National	10
Canada Bay	91875	1	State territory	508
Canada Bay	105000			16
Canada Bay	105000	0		1553
Canada Bay	105000	1	Local	25
Canada Bay	105000	1	National	9
Canada Bay	105000	1	State territory	390
Canada Bay	157500			18
Canada Bay	157500	0		3074
Canada Bay	157500	1	Local	26
Canada Bay	157500	1	National	10
Canada Bay	157500	1	State territory	430
Canada Bay	Inf			7
Canada Bay	Inf	0		2275
Canada Bay	Inf	1	Local	11
Canada Bay	Inf	1	National	14
Canada Bay	Inf	1	State territory	181
Leichhardt				58
Leichhardt		0		227
Leichhardt		1	Local	4
Leichhardt		1	National	3
Leichhardt		1	State territory	14
Leichhardt	0			9
Leichhardt	0	0		154
Leichhardt	0	1	State territory	5
Leichhardt	7875			4
Leichhardt	7875	0		520
Leichhardt	7875	1	Local	10
Leichhardt	7875	1	National	3
Leichhardt	7875	1	State territory	12
Leichhardt	15750			18
Leichhardt	15750	0		786
Leichhardt	15750	1	Local	10
Leichhardt	15750	1	National	5
Leichhardt	15750	1	State territory	16
Leichhardt	21000			9
Leichhardt	21000	0		894
Leichhardt	21000	1	Local	4
Leichhardt	21000	1	National	7
Leichhardt	21000	1	State territory	22
Leichhardt	26250			16
Leichhardt	26250	0		1039
Leichhardt	26250	1	Local	13
Leichhardt	26250	1	National	5
Leichhardt	26250	1	State territory	24
Leichhardt	34125			25
Leichhardt	34125	0		1504
Leichhardt	34125	1	Local	10
Leichhardt	34125	1	National	14
Leichhardt	34125	1	State territory	49
Leichhardt	42000			26
Leichhardt	42000	0		1833
Leichhardt	42000	1	Local	26
Leichhardt	42000	1	National	22
Leichhardt	42000	1	State territory	78
Leichhardt	52500			39
Leichhardt	52500	0		2262
Leichhardt	52500	1	Local	51
Leichhardt	52500	1	National	20
Leichhardt	52500	1	State territory	154
Leichhardt	65625			20
Leichhardt	65625	0		2479
Leichhardt	65625	1	Local	82
Leichhardt	65625	1	National	33
Leichhardt	65625	1	State territory	278
Leichhardt	78750			9
Leichhardt	78750	0		1726
Leichhardt	78750	1	Local	57
Leichhardt	78750	1	National	24
Leichhardt	78750	1	State territory	300
Leichhardt	91875			7
Leichhardt	91875	0		1419
Leichhardt	91875	1	Local	36
Leichhardt	91875	1	National	28
Leichhardt	91875	1	State territory	268
Leichhardt	105000			5
Leichhardt	105000	0		926
Leichhardt	105000	1	Local	27
Leichhardt	105000	1	National	8
Leichhardt	105000	1	State territory	269
Leichhardt	157500			5
Leichhardt	157500	0		1505
Leichhardt	157500	1	Local	28
Leichhardt	157500	1	National	24
Leichhardt	157500	1	State territory	355
Leichhardt	Inf			7
Leichhardt	Inf	0		1091
Leichhardt	Inf	1	Local	18
Leichhardt	Inf	1	National	8
Leichhardt	Inf	1	State territory	91
Strathfield - Burwood - Ashfield				138
Strathfield - Burwood - Ashfield		0		527
Strathfield - Burwood - Ashfield		1	National	15
Strathfield - Burwood - Ashfield		1	State territory	42
Strathfield - Burwood - Ashfield	0			37
Strathfield - Burwood - Ashfield	0	0		316
Strathfield - Burwood - Ashfield	0	1	State territory	11
Strathfield - Burwood - Ashfield	7875			25
Strathfield - Burwood - Ashfield	7875	0		1548
Strathfield - Burwood - Ashfield	7875	1	Local	9
Strathfield - Burwood - Ashfield	7875	1	National	9
Strathfield - Burwood - Ashfield	7875	1	State territory	36
Strathfield - Burwood - Ashfield	15750			63
Strathfield - Burwood - Ashfield	15750	0		2030
Strathfield - Burwood - Ashfield	15750	1	Local	7
Strathfield - Burwood - Ashfield	15750	1	National	7
Strathfield - Burwood - Ashfield	15750	1	State territory	48
Strathfield - Burwood - Ashfield	21000			56
Strathfield - Burwood - Ashfield	21000	0		2553
Strathfield - Burwood - Ashfield	21000	1	Local	10
Strathfield - Burwood - Ashfield	21000	1	National	22
Strathfield - Burwood - Ashfield	21000	1	State territory	54
Strathfield - Burwood - Ashfield	26250			44
Strathfield - Burwood - Ashfield	26250	0		2575
Strathfield - Burwood - Ashfield	26250	1	Local	10
Strathfield - Burwood - Ashfield	26250	1	National	20
Strathfield - Burwood - Ashfield	26250	1	State territory	77
Strathfield - Burwood - Ashfield	34125			85
Strathfield - Burwood - Ashfield	34125	0		3995
Strathfield - Burwood - Ashfield	34125	1	Local	21
Strathfield - Burwood - Ashfield	34125	1	National	40
Strathfield - Burwood - Ashfield	34125	1	State territory	160
Strathfield - Burwood - Ashfield	42000			87
Strathfield - Burwood - Ashfield	42000	0		5037
Strathfield - Burwood - Ashfield	42000	1	Local	30
Strathfield - Burwood - Ashfield	42000	1	National	99
Strathfield - Burwood - Ashfield	42000	1	State territory	254
Strathfield - Burwood - Ashfield	52500			80
Strathfield - Burwood - Ashfield	52500	0		5817
Strathfield - Burwood - Ashfield	52500	1	Local	78
Strathfield - Burwood - Ashfield	52500	1	National	234
Strathfield - Burwood - Ashfield	52500	1	State territory	433
Strathfield - Burwood - Ashfield	65625			90
Strathfield - Burwood - Ashfield	65625	0		5769
Strathfield - Burwood - Ashfield	65625	1	Local	103
Strathfield - Burwood - Ashfield	65625	1	National	346
Strathfield - Burwood - Ashfield	65625	1	State territory	705
Strathfield - Burwood - Ashfield	78750			46
Strathfield - Burwood - Ashfield	78750	0		3775
Strathfield - Burwood - Ashfield	78750	1	Local	76
Strathfield - Burwood - Ashfield	78750	1	National	217
Strathfield - Burwood - Ashfield	78750	1	State territory	887
Strathfield - Burwood - Ashfield	91875			30
Strathfield - Burwood - Ashfield	91875	0		2853
Strathfield - Burwood - Ashfield	91875	1	Local	56
Strathfield - Burwood - Ashfield	91875	1	National	123
Strathfield - Burwood - Ashfield	91875	1	State territory	964
Strathfield - Burwood - Ashfield	105000			16
Strathfield - Burwood - Ashfield	105000	0		1984
Strathfield - Burwood - Ashfield	105000	1	Local	31
Strathfield - Burwood - Ashfield	105000	1	National	92
Strathfield - Burwood - Ashfield	105000	1	State territory	965
Strathfield - Burwood - Ashfield	157500			22
Strathfield - Burwood - Ashfield	157500	0		2793
Strathfield - Burwood - Ashfield	157500	1	Local	50
Strathfield - Burwood - Ashfield	157500	1	National	106
Strathfield - Burwood - Ashfield	157500	1	State territory	1602
Strathfield - Burwood - Ashfield	Inf			17
Strathfield - Burwood - Ashfield	Inf	0		1662
Strathfield - Burwood - Ashfield	Inf	1	Local	6
Strathfield - Burwood - Ashfield	Inf	1	National	23
Strathfield - Burwood - Ashfield	Inf	1	State territory	479
Chatswood - Lane Cove				199
Chatswood - Lane Cove		0		805
Chatswood - Lane Cove		1	Local	3
Chatswood - Lane Cove		1	National	19
Chatswood - Lane Cove		1	State territory	63
Chatswood - Lane Cove	0			41
Chatswood - Lane Cove	0	0		407
Chatswood - Lane Cove	0	1	National	5
Chatswood - Lane Cove	0	1	State territory	17
Chatswood - Lane Cove	7875			21
Chatswood - Lane Cove	7875	0		1849
Chatswood - Lane Cove	7875	1	Local	10
Chatswood - Lane Cove	7875	1	National	12
Chatswood - Lane Cove	7875	1	State territory	25
Chatswood - Lane Cove	15750			41
Chatswood - Lane Cove	15750	0		2453
Chatswood - Lane Cove	15750	1	Local	10
Chatswood - Lane Cove	15750	1	National	18
Chatswood - Lane Cove	15750	1	State territory	64
Chatswood - Lane Cove	21000			55
Chatswood - Lane Cove	21000	0		2508
Chatswood - Lane Cove	21000	1	Local	15
Chatswood - Lane Cove	21000	1	National	17
Chatswood - Lane Cove	21000	1	State territory	78
Chatswood - Lane Cove	26250			58
Chatswood - Lane Cove	26250	0		2875
Chatswood - Lane Cove	26250	1	Local	17
Chatswood - Lane Cove	26250	1	National	29
Chatswood - Lane Cove	26250	1	State territory	122
Chatswood - Lane Cove	34125			92
Chatswood - Lane Cove	34125	0		4038
Chatswood - Lane Cove	34125	1	Local	24
Chatswood - Lane Cove	34125	1	National	65
Chatswood - Lane Cove	34125	1	State territory	243
Chatswood - Lane Cove	42000			83
Chatswood - Lane Cove	42000	0		5215
Chatswood - Lane Cove	42000	1	Local	51
Chatswood - Lane Cove	42000	1	National	81
Chatswood - Lane Cove	42000	1	State territory	394
Chatswood - Lane Cove	52500			101
Chatswood - Lane Cove	52500	0		7373
Chatswood - Lane Cove	52500	1	Local	81
Chatswood - Lane Cove	52500	1	National	190
Chatswood - Lane Cove	52500	1	State territory	719
Chatswood - Lane Cove	65625			85
Chatswood - Lane Cove	65625	0		8695
Chatswood - Lane Cove	65625	1	Local	128
Chatswood - Lane Cove	65625	1	National	239
Chatswood - Lane Cove	65625	1	State territory	1092
Chatswood - Lane Cove	78750			45
Chatswood - Lane Cove	78750	0		6783
Chatswood - Lane Cove	78750	1	Local	81
Chatswood - Lane Cove	78750	1	National	215
Chatswood - Lane Cove	78750	1	State territory	1055
Chatswood - Lane Cove	91875			43
Chatswood - Lane Cove	91875	0		6116
Chatswood - Lane Cove	91875	1	Local	60
Chatswood - Lane Cove	91875	1	National	212
Chatswood - Lane Cove	91875	1	State territory	985
Chatswood - Lane Cove	105000			32
Chatswood - Lane Cove	105000	0		4320
Chatswood - Lane Cove	105000	1	Local	54
Chatswood - Lane Cove	105000	1	National	165
Chatswood - Lane Cove	105000	1	State territory	750
Chatswood - Lane Cove	157500			31
Chatswood - Lane Cove	157500	0		8480
Chatswood - Lane Cove	157500	1	Local	55
Chatswood - Lane Cove	157500	1	National	254
Chatswood - Lane Cove	157500	1	State territory	1168
Chatswood - Lane Cove	Inf			49
Chatswood - Lane Cove	Inf	0		7154
Chatswood - Lane Cove	Inf	1	Local	15
Chatswood - Lane Cove	Inf	1	National	118
Chatswood - Lane Cove	Inf	1	State territory	614
Hornsby				59
Hornsby		0		254
Hornsby		1	Local	3
Hornsby		1	State territory	44
Hornsby	0			13
Hornsby	0	0		200
Hornsby	0	1	State territory	3
Hornsby	7875			18
Hornsby	7875	0		1382
Hornsby	7875	1	Local	11
Hornsby	7875	1	National	3
Hornsby	7875	1	State territory	29
Hornsby	15750			9
Hornsby	15750	0		1396
Hornsby	15750	1	Local	13
Hornsby	15750	1	State territory	47
Hornsby	21000			18
Hornsby	21000	0		1284
Hornsby	21000	1	Local	7
Hornsby	21000	1	National	3
Hornsby	21000	1	State territory	43
Hornsby	26250			14
Hornsby	26250	0		1450
Hornsby	26250	1	Local	11
Hornsby	26250	1	National	6
Hornsby	26250	1	State territory	73
Hornsby	34125			35
Hornsby	34125	0		2013
Hornsby	34125	1	Local	16
Hornsby	34125	1	National	14
Hornsby	34125	1	State territory	137
Hornsby	42000			26
Hornsby	42000	0		2505
Hornsby	42000	1	Local	41
Hornsby	42000	1	National	14
Hornsby	42000	1	State territory	170
Hornsby	52500			26
Hornsby	52500	0		2888
Hornsby	52500	1	Local	60
Hornsby	52500	1	National	23
Hornsby	52500	1	State territory	315
Hornsby	65625			17
Hornsby	65625	0		2815
Hornsby	65625	1	Local	94
Hornsby	65625	1	National	26
Hornsby	65625	1	State territory	499
Hornsby	78750			13
Hornsby	78750	0		1788
Hornsby	78750	1	Local	71
Hornsby	78750	1	National	27
Hornsby	78750	1	State territory	466
Hornsby	91875			6
Hornsby	91875	0		1394
Hornsby	91875	1	Local	60
Hornsby	91875	1	National	10
Hornsby	91875	1	State territory	537
Hornsby	105000			11
Hornsby	105000	0		955
Hornsby	105000	1	Local	41
Hornsby	105000	1	National	9
Hornsby	105000	1	State territory	492
Hornsby	157500			9
Hornsby	157500	0		1510
Hornsby	157500	1	Local	25
Hornsby	157500	1	National	11
Hornsby	157500	1	State territory	430
Hornsby	Inf			4
Hornsby	Inf	0		822
Hornsby	Inf	1	Local	24
Hornsby	Inf	1	National	6
Hornsby	Inf	1	State territory	125
Ku-ring-gai				68
Ku-ring-gai		0		358
Ku-ring-gai		1	Local	3
Ku-ring-gai		1	National	7
Ku-ring-gai		1	State territory	19
Ku-ring-gai	0			19
Ku-ring-gai	0	0		258
Ku-ring-gai	0	1	State territory	4
Ku-ring-gai	7875			11
Ku-ring-gai	7875	0		1538
Ku-ring-gai	7875	1	Local	6
Ku-ring-gai	7875	1	National	7
Ku-ring-gai	7875	1	State territory	43
Ku-ring-gai	15750			12
Ku-ring-gai	15750	0		1467
Ku-ring-gai	15750	1	Local	7
Ku-ring-gai	15750	1	National	9
Ku-ring-gai	15750	1	State territory	60
Ku-ring-gai	21000			16
Ku-ring-gai	21000	0		1378
Ku-ring-gai	21000	1	Local	3
Ku-ring-gai	21000	1	National	9
Ku-ring-gai	21000	1	State territory	64
Ku-ring-gai	26250			26
Ku-ring-gai	26250	0		1550
Ku-ring-gai	26250	1	Local	9
Ku-ring-gai	26250	1	National	5
Ku-ring-gai	26250	1	State territory	62
Ku-ring-gai	34125			16
Ku-ring-gai	34125	0		2110
Ku-ring-gai	34125	1	Local	21
Ku-ring-gai	34125	1	National	9
Ku-ring-gai	34125	1	State territory	92
Ku-ring-gai	42000			35
Ku-ring-gai	42000	0		2399
Ku-ring-gai	42000	1	Local	20
Ku-ring-gai	42000	1	National	8
Ku-ring-gai	42000	1	State territory	121
Ku-ring-gai	52500			23
Ku-ring-gai	52500	0		2965
Ku-ring-gai	52500	1	Local	51
Ku-ring-gai	52500	1	National	19
Ku-ring-gai	52500	1	State territory	194
Ku-ring-gai	65625			31
Ku-ring-gai	65625	0		3124
Ku-ring-gai	65625	1	Local	79
Ku-ring-gai	65625	1	National	23
Ku-ring-gai	65625	1	State territory	246
Ku-ring-gai	78750			9
Ku-ring-gai	78750	0		2170
Ku-ring-gai	78750	1	Local	47
Ku-ring-gai	78750	1	National	27
Ku-ring-gai	78750	1	State territory	254
Ku-ring-gai	91875			13
Ku-ring-gai	91875	0		1990
Ku-ring-gai	91875	1	Local	52
Ku-ring-gai	91875	1	National	51
Ku-ring-gai	91875	1	State territory	255
Ku-ring-gai	105000			10
Ku-ring-gai	105000	0		1524
Ku-ring-gai	105000	1	Local	31
Ku-ring-gai	105000	1	National	34
Ku-ring-gai	105000	1	State territory	297
Ku-ring-gai	157500			10
Ku-ring-gai	157500	0		2401
Ku-ring-gai	157500	1	Local	48
Ku-ring-gai	157500	1	National	67
Ku-ring-gai	157500	1	State territory	265
Ku-ring-gai	Inf			18
Ku-ring-gai	Inf	0		2034
Ku-ring-gai	Inf	1	Local	13
Ku-ring-gai	Inf	1	National	23
Ku-ring-gai	Inf	1	State territory	64
North Sydney - Mosman				183
North Sydney - Mosman		0		712
North Sydney - Mosman		1	Local	6
North Sydney - Mosman		1	National	26
North Sydney - Mosman		1	State territory	20
North Sydney - Mosman	0			37
North Sydney - Mosman	0	0		382
North Sydney - Mosman	0	1	National	6
North Sydney - Mosman	0	1	State territory	9
North Sydney - Mosman	7875			30
North Sydney - Mosman	7875	0		1280
North Sydney - Mosman	7875	1	Local	6
North Sydney - Mosman	7875	1	National	4
North Sydney - Mosman	7875	1	State territory	25
North Sydney - Mosman	15750			43
North Sydney - Mosman	15750	0		1665
North Sydney - Mosman	15750	1	Local	11
North Sydney - Mosman	15750	1	National	11
North Sydney - Mosman	15750	1	State territory	38
North Sydney - Mosman	21000			61
North Sydney - Mosman	21000	0		1961
North Sydney - Mosman	21000	1	Local	5
North Sydney - Mosman	21000	1	National	10
North Sydney - Mosman	21000	1	State territory	39
North Sydney - Mosman	26250			59
North Sydney - Mosman	26250	0		2230
North Sydney - Mosman	26250	1	Local	6
North Sydney - Mosman	26250	1	National	19
North Sydney - Mosman	26250	1	State territory	47
North Sydney - Mosman	34125			62
North Sydney - Mosman	34125	0		3040
North Sydney - Mosman	34125	1	Local	9
North Sydney - Mosman	34125	1	National	22
North Sydney - Mosman	34125	1	State territory	91
North Sydney - Mosman	42000			87
North Sydney - Mosman	42000	0		3966
North Sydney - Mosman	42000	1	Local	30
North Sydney - Mosman	42000	1	National	48
North Sydney - Mosman	42000	1	State territory	123
North Sydney - Mosman	52500			90
North Sydney - Mosman	52500	0		5940
North Sydney - Mosman	52500	1	Local	59
North Sydney - Mosman	52500	1	National	81
North Sydney - Mosman	52500	1	State territory	194
North Sydney - Mosman	65625			85
North Sydney - Mosman	65625	0		7899
North Sydney - Mosman	65625	1	Local	115
North Sydney - Mosman	65625	1	National	192
North Sydney - Mosman	65625	1	State territory	303
North Sydney - Mosman	78750			45
North Sydney - Mosman	78750	0		6697
North Sydney - Mosman	78750	1	Local	104
North Sydney - Mosman	78750	1	National	249
North Sydney - Mosman	78750	1	State territory	331
North Sydney - Mosman	91875			39
North Sydney - Mosman	91875	0		6543
North Sydney - Mosman	91875	1	Local	74
North Sydney - Mosman	91875	1	National	310
North Sydney - Mosman	91875	1	State territory	444
North Sydney - Mosman	105000			22
North Sydney - Mosman	105000	0		5059
North Sydney - Mosman	105000	1	Local	55
North Sydney - Mosman	105000	1	National	304
North Sydney - Mosman	105000	1	State territory	454
North Sydney - Mosman	157500			39
North Sydney - Mosman	157500	0		11211
North Sydney - Mosman	157500	1	Local	80
North Sydney - Mosman	157500	1	National	732
North Sydney - Mosman	157500	1	State territory	746
North Sydney - Mosman	Inf			29
North Sydney - Mosman	Inf	0		10880
North Sydney - Mosman	Inf	1	Local	23
North Sydney - Mosman	Inf	1	National	616
North Sydney - Mosman	Inf	1	State territory	271
Manly				43
Manly		0		165
Manly		1	Local	3
Manly		1	State territory	10
Manly	0			10
Manly	0	0		111
Manly	7875			4
Manly	7875	0		586
Manly	7875	1	Local	3
Manly	7875	1	National	3
Manly	7875	1	State territory	3
Manly	15750			8
Manly	15750	0		615
Manly	15750	1	Local	7
Manly	15750	1	National	3
Manly	15750	1	State territory	13
Manly	21000			10
Manly	21000	0		676
Manly	21000	1	Local	5
Manly	21000	1	State territory	25
Manly	26250			9
Manly	26250	0		772
Manly	26250	1	Local	4
Manly	26250	1	National	3
Manly	26250	1	State territory	31
Manly	34125			10
Manly	34125	0		1094
Manly	34125	1	Local	15
Manly	34125	1	National	5
Manly	34125	1	State territory	70
Manly	42000			13
Manly	42000	0		1176
Manly	42000	1	Local	15
Manly	42000	1	National	3
Manly	42000	1	State territory	74
Manly	52500			14
Manly	52500	0		1358
Manly	52500	1	Local	53
Manly	52500	1	National	16
Manly	52500	1	State territory	126
Manly	65625			10
Manly	65625	0		1475
Manly	65625	1	Local	80
Manly	65625	1	National	12
Manly	65625	1	State territory	214
Manly	78750			6
Manly	78750	0		904
Manly	78750	1	Local	49
Manly	78750	1	National	14
Manly	78750	1	State territory	176
Manly	91875			4
Manly	91875	0		843
Manly	91875	1	Local	22
Manly	91875	1	National	8
Manly	91875	1	State territory	185
Manly	105000			6
Manly	105000	0		496
Manly	105000	1	Local	10
Manly	105000	1	National	10
Manly	105000	1	State territory	143
Manly	157500			4
Manly	157500	0		838
Manly	157500	1	Local	23
Manly	157500	1	National	10
Manly	157500	1	State territory	132
Manly	Inf			5
Manly	Inf	0		822
Manly	Inf	1	Local	7
Manly	Inf	1	National	12
Manly	Inf	1	State territory	46
Pittwater				65
Pittwater		0		281
Pittwater		1	State territory	13
Pittwater	0			7
Pittwater	0	0		172
Pittwater	0	1	Local	3
Pittwater	0	1	State territory	3
Pittwater	7875			11
Pittwater	7875	0		1043
Pittwater	7875	1	National	5
Pittwater	7875	1	State territory	15
Pittwater	15750			16
Pittwater	15750	0		959
Pittwater	15750	1	State territory	21
Pittwater	21000			10
Pittwater	21000	0		917
Pittwater	21000	1	Local	6
Pittwater	21000	1	National	7
Pittwater	21000	1	State territory	20
Pittwater	26250			14
Pittwater	26250	0		1118
Pittwater	26250	1	Local	5
Pittwater	26250	1	State territory	37
Pittwater	34125			21
Pittwater	34125	0		1702
Pittwater	34125	1	Local	9
Pittwater	34125	1	National	7
Pittwater	34125	1	State territory	76
Pittwater	42000			22
Pittwater	42000	0		1982
Pittwater	42000	1	Local	23
Pittwater	42000	1	National	4
Pittwater	42000	1	State territory	137
Pittwater	52500			9
Pittwater	52500	0		2197
Pittwater	52500	1	Local	39
Pittwater	52500	1	National	11
Pittwater	52500	1	State territory	178
Pittwater	65625			12
Pittwater	65625	0		2342
Pittwater	65625	1	Local	70
Pittwater	65625	1	National	28
Pittwater	65625	1	State territory	257
Pittwater	78750			23
Pittwater	78750	0		1673
Pittwater	78750	1	Local	46
Pittwater	78750	1	National	16
Pittwater	78750	1	State territory	275
Pittwater	91875			11
Pittwater	91875	0		1362
Pittwater	91875	1	Local	49
Pittwater	91875	1	National	5
Pittwater	91875	1	State territory	226
Pittwater	105000			4
Pittwater	105000	0		842
Pittwater	105000	1	Local	21
Pittwater	105000	1	National	3
Pittwater	105000	1	State territory	161
Pittwater	157500			7
Pittwater	157500	0		1262
Pittwater	157500	1	Local	37
Pittwater	157500	1	National	8
Pittwater	157500	1	State territory	146
Pittwater	Inf			10
Pittwater	Inf	0		1044
Pittwater	Inf	1	Local	14
Pittwater	Inf	1	National	5
Pittwater	Inf	1	State territory	39
Warringah				121
Warringah		0		631
Warringah		1	Local	5
Warringah		1	National	6
Warringah		1	State territory	20
Warringah	0			20
Warringah	0	0		367
Warringah	0	1	State territory	4
Warringah	7875			19
Warringah	7875	0		2382
Warringah	7875	1	Local	5
Warringah	7875	1	National	5
Warringah	7875	1	State territory	20
Warringah	15750			25
Warringah	15750	0		2123
Warringah	15750	1	Local	10
Warringah	15750	1	National	4
Warringah	15750	1	State territory	49
Warringah	21000			30
Warringah	21000	0		2154
Warringah	21000	1	Local	10
Warringah	21000	1	National	11
Warringah	21000	1	State territory	60
Warringah	26250			30
Warringah	26250	0		2629
Warringah	26250	1	Local	20
Warringah	26250	1	National	11
Warringah	26250	1	State territory	66
Warringah	34125			50
Warringah	34125	0		3957
Warringah	34125	1	Local	33
Warringah	34125	1	National	24
Warringah	34125	1	State territory	163
Warringah	42000			59
Warringah	42000	0		5036
Warringah	42000	1	Local	37
Warringah	42000	1	National	37
Warringah	42000	1	State territory	237
Warringah	52500			65
Warringah	52500	0		6114
Warringah	52500	1	Local	66
Warringah	52500	1	National	60
Warringah	52500	1	State territory	276
Warringah	65625			39
Warringah	65625	0		6335
Warringah	65625	1	Local	85
Warringah	65625	1	National	87
Warringah	65625	1	State territory	382
Warringah	78750			25
Warringah	78750	0		4464
Warringah	78750	1	Local	97
Warringah	78750	1	National	67
Warringah	78750	1	State territory	389
Warringah	91875			18
Warringah	91875	0		3694
Warringah	91875	1	Local	94
Warringah	91875	1	National	48
Warringah	91875	1	State territory	414
Warringah	105000			11
Warringah	105000	0		2382
Warringah	105000	1	Local	75
Warringah	105000	1	National	28
Warringah	105000	1	State territory	402
Warringah	157500			20
Warringah	157500	0		3938
Warringah	157500	1	Local	57
Warringah	157500	1	National	18
Warringah	157500	1	State territory	285
Warringah	Inf			13
Warringah	Inf	0		2723
Warringah	Inf	1	Local	31
Warringah	Inf	1	National	7
Warringah	Inf	1	State territory	62
Camden				54
Camden		0		278
Camden		1	Local	7
Camden		1	State territory	12
Camden	0			12
Camden	0	0		128
Camden	0	1	National	3
Camden	7875			12
Camden	7875	0		1011
Camden	7875	1	National	3
Camden	7875	1	State territory	3
Camden	15750			20
Camden	15750	0		927
Camden	15750	1	Local	6
Camden	15750	1	National	6
Camden	15750	1	State territory	17
Camden	21000			19
Camden	21000	0		952
Camden	21000	1	Local	8
Camden	21000	1	National	3
Camden	21000	1	State territory	15
Camden	26250			18
Camden	26250	0		1100
Camden	26250	1	Local	4
Camden	26250	1	National	13
Camden	26250	1	State territory	29
Camden	34125			19
Camden	34125	0		1697
Camden	34125	1	Local	3
Camden	34125	1	National	11
Camden	34125	1	State territory	63
Camden	42000			22
Camden	42000	0		2213
Camden	42000	1	Local	26
Camden	42000	1	National	24
Camden	42000	1	State territory	124
Camden	52500			23
Camden	52500	0		2522
Camden	52500	1	Local	35
Camden	52500	1	National	26
Camden	52500	1	State territory	148
Camden	65625			24
Camden	65625	0		2597
Camden	65625	1	Local	39
Camden	65625	1	National	51
Camden	65625	1	State territory	168
Camden	78750			9
Camden	78750	0		1637
Camden	78750	1	Local	22
Camden	78750	1	National	26
Camden	78750	1	State territory	169
Camden	91875			8
Camden	91875	0		1228
Camden	91875	1	Local	30
Camden	91875	1	National	27
Camden	91875	1	State territory	190
Camden	105000			7
Camden	105000	0		744
Camden	105000	1	Local	26
Camden	105000	1	National	11
Camden	105000	1	State territory	231
Camden	157500			11
Camden	157500	0		872
Camden	157500	1	Local	3
Camden	157500	1	National	29
Camden	157500	1	State territory	144
Camden	Inf			3
Camden	Inf	0		420
Camden	Inf	1	Local	9
Camden	Inf	1	National	7
Camden	Inf	1	State territory	22
Campbelltown (NSW)				164
Campbelltown (NSW)		0		542
Campbelltown (NSW)		1	Local	6
Campbelltown (NSW)		1	National	3
Campbelltown (NSW)		1	State territory	75
Campbelltown (NSW)	0			28
Campbelltown (NSW)	0	0		283
