SA3_NAME16	CountryOfBirth	EmploymentStatus	workers
Canterbury	THA	Owner managers of unincorporated enterprises	9
Canterbury	TUR	Employee	37
Canterbury	TUR	Owner managers of incorporated enterprises	5
Canterbury	TUR	Owner managers of unincorporated enterprises	7
Canterbury	GBR	Contributing family workers	3
Canterbury	GBR	Employee	393
Canterbury	GBR	Owner managers of incorporated enterprises	34
Canterbury	GBR	Owner managers of unincorporated enterprises	23
Canterbury	GBR	Status in employment not stated	4
Canterbury	USA	Employee	44
Canterbury	USA	Owner managers of incorporated enterprises	4
Canterbury	USA	Owner managers of unincorporated enterprises	4
Canterbury	VNM	Contributing family workers	24
Canterbury	VNM	Employee	795
Canterbury	VNM	Owner managers of incorporated enterprises	78
Canterbury	VNM	Owner managers of unincorporated enterprises	134
Canterbury	VNM	Status in employment not stated	20
Canterbury	ZWE	Employee	34
Hurstville		Contributing family workers	34
Hurstville		Employee	1934
Hurstville		Owner managers of incorporated enterprises	213
Hurstville		Owner managers of unincorporated enterprises	211
Hurstville		Status in employment not stated	39
Hurstville	AUS	Contributing family workers	203
Hurstville	AUS	Employee	12384
Hurstville	AUS	Owner managers of incorporated enterprises	1427
Hurstville	AUS	Owner managers of unincorporated enterprises	1169
Hurstville	AUS	Status in employment not stated	124
Hurstville	CAN	Employee	21
Hurstville	CAN	Owner managers of incorporated enterprises	3
Hurstville	CAN	Owner managers of unincorporated enterprises	3
Hurstville	CHN	Contributing family workers	148
Hurstville	CHN	Employee	2305
Hurstville	CHN	Owner managers of incorporated enterprises	651
Hurstville	CHN	Owner managers of unincorporated enterprises	499
Hurstville	CHN	Status in employment not stated	23
Hurstville	HRV	Contributing family workers	3
Hurstville	HRV	Employee	50
Hurstville	HRV	Owner managers of incorporated enterprises	12
Hurstville	HRV	Owner managers of unincorporated enterprises	9
Hurstville	EGY	Contributing family workers	9
Hurstville	EGY	Employee	117
Hurstville	EGY	Owner managers of incorporated enterprises	38
Hurstville	EGY	Owner managers of unincorporated enterprises	23
Hurstville	EGY	Status in employment not stated	3
Hurstville	FJI	Contributing family workers	3
Hurstville	FJI	Employee	178
Hurstville	FJI	Owner managers of incorporated enterprises	8
Hurstville	FJI	Owner managers of unincorporated enterprises	9
Hurstville	FJI	Status in employment not stated	4
Hurstville	MKD	Contributing family workers	4
Hurstville	MKD	Employee	158
Hurstville	MKD	Owner managers of incorporated enterprises	33
Hurstville	MKD	Owner managers of unincorporated enterprises	26
Hurstville	MKD	Status in employment not stated	3
Hurstville	DEU	Employee	39
Hurstville	DEU	Owner managers of incorporated enterprises	4
Hurstville	DEU	Owner managers of unincorporated enterprises	5
Hurstville	GRC	Contributing family workers	6
Hurstville	GRC	Employee	139
Hurstville	GRC	Owner managers of incorporated enterprises	33
Hurstville	GRC	Owner managers of unincorporated enterprises	33
Hurstville	GRC	Status in employment not stated	3
Hurstville	HKG	Contributing family workers	17
Hurstville	HKG	Employee	471
Hurstville	HKG	Owner managers of incorporated enterprises	95
Hurstville	HKG	Owner managers of unincorporated enterprises	74
Hurstville	HKG	Status in employment not stated	3
Hurstville	IND	Contributing family workers	6
Hurstville	IND	Employee	367
Hurstville	IND	Owner managers of incorporated enterprises	42
Hurstville	IND	Owner managers of unincorporated enterprises	19
Hurstville	IDN	Contributing family workers	9
Hurstville	IDN	Employee	182
Hurstville	IDN	Owner managers of incorporated enterprises	21
Hurstville	IDN	Owner managers of unincorporated enterprises	28
Hurstville	IDN	Status in employment not stated	3
Hurstville	IRN	Employee	31
Hurstville	IRN	Owner managers of incorporated enterprises	3
Hurstville	IRN	Owner managers of unincorporated enterprises	8
Hurstville	IRQ	Employee	36
Hurstville	IRQ	Owner managers of unincorporated enterprises	3
Hurstville	IRL	Contributing family workers	3
Hurstville	IRL	Employee	71
Hurstville	IRL	Owner managers of incorporated enterprises	7
Hurstville	IRL	Owner managers of unincorporated enterprises	5
Hurstville	ITA	Contributing family workers	3
Hurstville	ITA	Employee	82
Hurstville	ITA	Owner managers of incorporated enterprises	29
Hurstville	ITA	Owner managers of unincorporated enterprises	22
Hurstville	JPN	Employee	31
Hurstville	JPN	Owner managers of incorporated enterprises	3
Hurstville	JPN	Owner managers of unincorporated enterprises	9
Hurstville	LBN	Contributing family workers	15
Hurstville	LBN	Employee	218
Hurstville	LBN	Owner managers of incorporated enterprises	72
Hurstville	LBN	Owner managers of unincorporated enterprises	73
Hurstville	LBN	Status in employment not stated	13
Hurstville	MYS	Contributing family workers	8
Hurstville	MYS	Employee	174
Hurstville	MYS	Owner managers of incorporated enterprises	34
Hurstville	MYS	Owner managers of unincorporated enterprises	24
Hurstville	MYS	Status in employment not stated	4
Hurstville	MLT	Employee	19
Hurstville	MLT	Owner managers of incorporated enterprises	3
Hurstville	MLT	Owner managers of unincorporated enterprises	4
Hurstville	NLD	Employee	19
Hurstville	NZL	Contributing family workers	3
Hurstville	NZL	Employee	403
Hurstville	NZL	Owner managers of incorporated enterprises	17
Hurstville	NZL	Owner managers of unincorporated enterprises	31
Hurstville	NZL	Status in employment not stated	8
Hurstville	PAK	Contributing family workers	3
Hurstville	PAK	Employee	81
Hurstville	PAK	Owner managers of incorporated enterprises	12
Hurstville	PAK	Owner managers of unincorporated enterprises	7
Hurstville	PHL	Employee	367
Hurstville	PHL	Owner managers of incorporated enterprises	9
Hurstville	PHL	Owner managers of unincorporated enterprises	18
Hurstville	PHL	Status in employment not stated	3
Hurstville	POL	Employee	33
Hurstville	POL	Owner managers of incorporated enterprises	5
Hurstville	POL	Owner managers of unincorporated enterprises	7
Hurstville	SGP	Employee	36
Hurstville	SGP	Owner managers of incorporated enterprises	3
Hurstville	SGP	Owner managers of unincorporated enterprises	4
Hurstville	ZAF	Employee	97
Hurstville	ZAF	Owner managers of incorporated enterprises	12
Hurstville	ZAF	Owner managers of unincorporated enterprises	4
Hurstville	ZAF	Status in employment not stated	3
Hurstville	KOR	Contributing family workers	7
Hurstville	KOR	Employee	115
Hurstville	KOR	Owner managers of incorporated enterprises	18
Hurstville	KOR	Owner managers of unincorporated enterprises	22
Hurstville	LKA	Employee	57
Hurstville	LKA	Owner managers of incorporated enterprises	4
Hurstville	LKA	Owner managers of unincorporated enterprises	3
Hurstville	THA	Contributing family workers	6
Hurstville	THA	Employee	111
Hurstville	THA	Owner managers of incorporated enterprises	8
Hurstville	THA	Owner managers of unincorporated enterprises	15
Hurstville	TUR	Employee	24
Hurstville	TUR	Owner managers of unincorporated enterprises	6
Hurstville	GBR	Contributing family workers	15
Hurstville	GBR	Employee	481
Hurstville	GBR	Owner managers of incorporated enterprises	70
Hurstville	GBR	Owner managers of unincorporated enterprises	55
Hurstville	GBR	Status in employment not stated	6
Hurstville	USA	Contributing family workers	3
Hurstville	USA	Employee	40
Hurstville	USA	Owner managers of incorporated enterprises	4
Hurstville	USA	Owner managers of unincorporated enterprises	3
Hurstville	VNM	Contributing family workers	19
Hurstville	VNM	Employee	313
Hurstville	VNM	Owner managers of incorporated enterprises	40
Hurstville	VNM	Owner managers of unincorporated enterprises	49
Hurstville	VNM	Status in employment not stated	5
Hurstville	ZWE	Employee	16
Hurstville	ZWE	Owner managers of unincorporated enterprises	3
Kogarah - Rockdale		Contributing family workers	63
Kogarah - Rockdale		Employee	3285
Kogarah - Rockdale		Owner managers of incorporated enterprises	319
Kogarah - Rockdale		Owner managers of unincorporated enterprises	419
Kogarah - Rockdale		Status in employment not stated	69
Kogarah - Rockdale	AUS	Contributing family workers	185
Kogarah - Rockdale	AUS	Employee	14891
Kogarah - Rockdale	AUS	Owner managers of incorporated enterprises	1384
Kogarah - Rockdale	AUS	Owner managers of unincorporated enterprises	1230
Kogarah - Rockdale	AUS	Status in employment not stated	143
Kogarah - Rockdale	CAN	Employee	37
Kogarah - Rockdale	CAN	Owner managers of incorporated enterprises	9
Kogarah - Rockdale	CAN	Owner managers of unincorporated enterprises	3
Kogarah - Rockdale	CHN	Contributing family workers	65
Kogarah - Rockdale	CHN	Employee	1339
Kogarah - Rockdale	CHN	Owner managers of incorporated enterprises	300
Kogarah - Rockdale	CHN	Owner managers of unincorporated enterprises	265
Kogarah - Rockdale	CHN	Status in employment not stated	18
Kogarah - Rockdale	HRV	Employee	53
Kogarah - Rockdale	HRV	Owner managers of incorporated enterprises	11
Kogarah - Rockdale	HRV	Owner managers of unincorporated enterprises	3
Kogarah - Rockdale	EGY	Contributing family workers	7
Kogarah - Rockdale	EGY	Employee	245
Kogarah - Rockdale	EGY	Owner managers of incorporated enterprises	57
Kogarah - Rockdale	EGY	Owner managers of unincorporated enterprises	49
Kogarah - Rockdale	EGY	Status in employment not stated	13
Kogarah - Rockdale	FJI	Contributing family workers	3
Kogarah - Rockdale	FJI	Employee	239
Kogarah - Rockdale	FJI	Owner managers of incorporated enterprises	18
Kogarah - Rockdale	FJI	Owner managers of unincorporated enterprises	6
Kogarah - Rockdale	FJI	Status in employment not stated	3
Kogarah - Rockdale	MKD	Contributing family workers	11
Kogarah - Rockdale	MKD	Employee	384
Kogarah - Rockdale	MKD	Owner managers of incorporated enterprises	51
Kogarah - Rockdale	MKD	Owner managers of unincorporated enterprises	66
Kogarah - Rockdale	MKD	Status in employment not stated	8
Kogarah - Rockdale	DEU	Employee	59
Kogarah - Rockdale	DEU	Owner managers of incorporated enterprises	11
Kogarah - Rockdale	DEU	Owner managers of unincorporated enterprises	10
Kogarah - Rockdale	GRC	Contributing family workers	8
Kogarah - Rockdale	GRC	Employee	214
Kogarah - Rockdale	GRC	Owner managers of incorporated enterprises	62
Kogarah - Rockdale	GRC	Owner managers of unincorporated enterprises	79
Kogarah - Rockdale	GRC	Status in employment not stated	7
Kogarah - Rockdale	HKG	Contributing family workers	7
Kogarah - Rockdale	HKG	Employee	321
Kogarah - Rockdale	HKG	Owner managers of incorporated enterprises	32
Kogarah - Rockdale	HKG	Owner managers of unincorporated enterprises	35
Kogarah - Rockdale	HKG	Status in employment not stated	6
Kogarah - Rockdale	IND	Contributing family workers	3
Kogarah - Rockdale	IND	Employee	976
Kogarah - Rockdale	IND	Owner managers of incorporated enterprises	38
Kogarah - Rockdale	IND	Owner managers of unincorporated enterprises	38
Kogarah - Rockdale	IND	Status in employment not stated	7
Kogarah - Rockdale	IDN	Contributing family workers	8
Kogarah - Rockdale	IDN	Employee	191
Kogarah - Rockdale	IDN	Owner managers of incorporated enterprises	16
Kogarah - Rockdale	IDN	Owner managers of unincorporated enterprises	22
Kogarah - Rockdale	IDN	Status in employment not stated	4
Kogarah - Rockdale	IRN	Employee	72
Kogarah - Rockdale	IRN	Owner managers of incorporated enterprises	9
Kogarah - Rockdale	IRN	Owner managers of unincorporated enterprises	14
Kogarah - Rockdale	IRQ	Contributing family workers	3
Kogarah - Rockdale	IRQ	Employee	35
Kogarah - Rockdale	IRQ	Owner managers of incorporated enterprises	11
Kogarah - Rockdale	IRQ	Owner managers of unincorporated enterprises	7
Kogarah - Rockdale	IRL	Employee	143
Kogarah - Rockdale	IRL	Owner managers of incorporated enterprises	12
Kogarah - Rockdale	IRL	Owner managers of unincorporated enterprises	14
Kogarah - Rockdale	ITA	Contributing family workers	4
Kogarah - Rockdale	ITA	Employee	132
Kogarah - Rockdale	ITA	Owner managers of incorporated enterprises	21
Kogarah - Rockdale	ITA	Owner managers of unincorporated enterprises	24
Kogarah - Rockdale	ITA	Status in employment not stated	3
Kogarah - Rockdale	JPN	Employee	38
Kogarah - Rockdale	JPN	Owner managers of incorporated enterprises	8
Kogarah - Rockdale	JPN	Owner managers of unincorporated enterprises	11
Kogarah - Rockdale	LBN	Contributing family workers	19
Kogarah - Rockdale	LBN	Employee	421
Kogarah - Rockdale	LBN	Owner managers of incorporated enterprises	152
Kogarah - Rockdale	LBN	Owner managers of unincorporated enterprises	161
Kogarah - Rockdale	LBN	Status in employment not stated	12
Kogarah - Rockdale	MYS	Contributing family workers	3
Kogarah - Rockdale	MYS	Employee	167
Kogarah - Rockdale	MYS	Owner managers of incorporated enterprises	22
Kogarah - Rockdale	MYS	Owner managers of unincorporated enterprises	22
Kogarah - Rockdale	MYS	Status in employment not stated	3
Kogarah - Rockdale	MLT	Contributing family workers	7
Kogarah - Rockdale	MLT	Employee	32
Kogarah - Rockdale	MLT	Owner managers of incorporated enterprises	7
Kogarah - Rockdale	MLT	Owner managers of unincorporated enterprises	10
Kogarah - Rockdale	NLD	Employee	30
Kogarah - Rockdale	NLD	Owner managers of incorporated enterprises	3
Kogarah - Rockdale	NZL	Contributing family workers	6
Kogarah - Rockdale	NZL	Employee	556
Kogarah - Rockdale	NZL	Owner managers of incorporated enterprises	44
Kogarah - Rockdale	NZL	Owner managers of unincorporated enterprises	45
Kogarah - Rockdale	NZL	Status in employment not stated	7
Kogarah - Rockdale	PAK	Employee	111
Kogarah - Rockdale	PAK	Owner managers of incorporated enterprises	11
Kogarah - Rockdale	PAK	Owner managers of unincorporated enterprises	16
Kogarah - Rockdale	PAK	Status in employment not stated	7
Kogarah - Rockdale	PHL	Contributing family workers	3
Kogarah - Rockdale	PHL	Employee	689
Kogarah - Rockdale	PHL	Owner managers of incorporated enterprises	12
Kogarah - Rockdale	PHL	Owner managers of unincorporated enterprises	22
Kogarah - Rockdale	PHL	Status in employment not stated	3
Kogarah - Rockdale	POL	Employee	47
Kogarah - Rockdale	POL	Owner managers of incorporated enterprises	11
Kogarah - Rockdale	POL	Owner managers of unincorporated enterprises	7
Kogarah - Rockdale	SGP	Employee	53
Kogarah - Rockdale	SGP	Owner managers of incorporated enterprises	10
Kogarah - Rockdale	SGP	Owner managers of unincorporated enterprises	3
Kogarah - Rockdale	ZAF	Contributing family workers	3
Kogarah - Rockdale	ZAF	Employee	160
Kogarah - Rockdale	ZAF	Owner managers of incorporated enterprises	16
Kogarah - Rockdale	ZAF	Owner managers of unincorporated enterprises	15
Kogarah - Rockdale	ZAF	Status in employment not stated	3
Kogarah - Rockdale	KOR	Contributing family workers	3
Kogarah - Rockdale	KOR	Employee	125
Kogarah - Rockdale	KOR	Owner managers of incorporated enterprises	23
Kogarah - Rockdale	KOR	Owner managers of unincorporated enterprises	19
Kogarah - Rockdale	KOR	Status in employment not stated	3
Kogarah - Rockdale	LKA	Employee	100
Kogarah - Rockdale	LKA	Owner managers of incorporated enterprises	7
Kogarah - Rockdale	LKA	Owner managers of unincorporated enterprises	9
Kogarah - Rockdale	THA	Contributing family workers	10
Kogarah - Rockdale	THA	Employee	212
Kogarah - Rockdale	THA	Owner managers of incorporated enterprises	12
Kogarah - Rockdale	THA	Owner managers of unincorporated enterprises	20
Kogarah - Rockdale	THA	Status in employment not stated	4
Kogarah - Rockdale	TUR	Contributing family workers	4
Kogarah - Rockdale	TUR	Employee	42
Kogarah - Rockdale	TUR	Owner managers of incorporated enterprises	8
Kogarah - Rockdale	TUR	Owner managers of unincorporated enterprises	14
Kogarah - Rockdale	GBR	Contributing family workers	14
Kogarah - Rockdale	GBR	Employee	789
Kogarah - Rockdale	GBR	Owner managers of incorporated enterprises	66
Kogarah - Rockdale	GBR	Owner managers of unincorporated enterprises	80
Kogarah - Rockdale	GBR	Status in employment not stated	12
Kogarah - Rockdale	USA	Employee	81
Kogarah - Rockdale	USA	Owner managers of incorporated enterprises	4
Kogarah - Rockdale	USA	Owner managers of unincorporated enterprises	6
Kogarah - Rockdale	VNM	Contributing family workers	15
Kogarah - Rockdale	VNM	Employee	288
Kogarah - Rockdale	VNM	Owner managers of incorporated enterprises	28
Kogarah - Rockdale	VNM	Owner managers of unincorporated enterprises	75
Kogarah - Rockdale	VNM	Status in employment not stated	6
Kogarah - Rockdale	ZWE	Employee	57
Canada Bay		Contributing family workers	37
Canada Bay		Employee	2859
Canada Bay		Owner managers of incorporated enterprises	174
Canada Bay		Owner managers of unincorporated enterprises	199
Canada Bay		Status in employment not stated	47
Canada Bay	AUS	Contributing family workers	145
Canada Bay	AUS	Employee	14302
Canada Bay	AUS	Owner managers of incorporated enterprises	1398
Canada Bay	AUS	Owner managers of unincorporated enterprises	1146
Canada Bay	AUS	Status in employment not stated	148
Canada Bay	CAN	Contributing family workers	3
Canada Bay	CAN	Employee	69
Canada Bay	CAN	Owner managers of incorporated enterprises	3
Canada Bay	CAN	Owner managers of unincorporated enterprises	5
Canada Bay	CHN	Contributing family workers	84
Canada Bay	CHN	Employee	1560
Canada Bay	CHN	Owner managers of incorporated enterprises	253
Canada Bay	CHN	Owner managers of unincorporated enterprises	176
Canada Bay	CHN	Status in employment not stated	11
Canada Bay	HRV	Employee	47
Canada Bay	HRV	Owner managers of incorporated enterprises	6
Canada Bay	HRV	Owner managers of unincorporated enterprises	9
Canada Bay	EGY	Employee	88
Canada Bay	EGY	Owner managers of incorporated enterprises	18
Canada Bay	EGY	Owner managers of unincorporated enterprises	12
Canada Bay	EGY	Status in employment not stated	3
Canada Bay	FJI	Employee	321
Canada Bay	FJI	Owner managers of incorporated enterprises	10
Canada Bay	FJI	Owner managers of unincorporated enterprises	3
Canada Bay	FJI	Status in employment not stated	4
Canada Bay	MKD	Employee	40
Canada Bay	DEU	Employee	92
Canada Bay	DEU	Owner managers of incorporated enterprises	4
Canada Bay	DEU	Owner managers of unincorporated enterprises	6
Canada Bay	GRC	Contributing family workers	3
Canada Bay	GRC	Employee	77
Canada Bay	GRC	Owner managers of incorporated enterprises	14
Canada Bay	GRC	Owner managers of unincorporated enterprises	15
Canada Bay	GRC	Status in employment not stated	3
Canada Bay	HKG	Contributing family workers	3
Canada Bay	HKG	Employee	408
Canada Bay	HKG	Owner managers of incorporated enterprises	36
Canada Bay	HKG	Owner managers of unincorporated enterprises	15
Canada Bay	IND	Contributing family workers	4
Canada Bay	IND	Employee	1540
Canada Bay	IND	Owner managers of incorporated enterprises	67
Canada Bay	IND	Owner managers of unincorporated enterprises	47
Canada Bay	IND	Status in employment not stated	13
Canada Bay	IDN	Employee	292
Canada Bay	IDN	Owner managers of incorporated enterprises	7
Canada Bay	IDN	Owner managers of unincorporated enterprises	12
Canada Bay	IRN	Contributing family workers	3
Canada Bay	IRN	Employee	156
Canada Bay	IRN	Owner managers of incorporated enterprises	23
Canada Bay	IRN	Owner managers of unincorporated enterprises	5
Canada Bay	IRQ	Contributing family workers	4
Canada Bay	IRQ	Employee	93
Canada Bay	IRQ	Owner managers of incorporated enterprises	8
Canada Bay	IRQ	Owner managers of unincorporated enterprises	5
Canada Bay	IRL	Contributing family workers	4
Canada Bay	IRL	Employee	186
Canada Bay	IRL	Owner managers of incorporated enterprises	14
Canada Bay	IRL	Owner managers of unincorporated enterprises	11
Canada Bay	ITA	Contributing family workers	15
Canada Bay	ITA	Employee	331
Canada Bay	ITA	Owner managers of incorporated enterprises	97
Canada Bay	ITA	Owner managers of unincorporated enterprises	99
Canada Bay	ITA	Status in employment not stated	3
Canada Bay	JPN	Employee	62
Canada Bay	JPN	Owner managers of incorporated enterprises	3
Canada Bay	JPN	Owner managers of unincorporated enterprises	7
Canada Bay	LBN	Contributing family workers	3
Canada Bay	LBN	Employee	207
Canada Bay	LBN	Owner managers of incorporated enterprises	50
Canada Bay	LBN	Owner managers of unincorporated enterprises	37
Canada Bay	LBN	Status in employment not stated	11
Canada Bay	MYS	Employee	322
Canada Bay	MYS	Owner managers of incorporated enterprises	14
Canada Bay	MYS	Owner managers of unincorporated enterprises	20
Canada Bay	MLT	Employee	24
Canada Bay	MLT	Owner managers of incorporated enterprises	3
Canada Bay	NLD	Employee	37
Canada Bay	NLD	Owner managers of incorporated enterprises	3
Canada Bay	NZL	Contributing family workers	9
Canada Bay	NZL	Employee	563
Canada Bay	NZL	Owner managers of incorporated enterprises	60
Canada Bay	NZL	Owner managers of unincorporated enterprises	38
Canada Bay	NZL	Status in employment not stated	11
Canada Bay	PAK	Employee	197
Canada Bay	PAK	Owner managers of incorporated enterprises	7
Canada Bay	PAK	Owner managers of unincorporated enterprises	23
Canada Bay	PAK	Status in employment not stated	4
Canada Bay	PHL	Employee	1034
Canada Bay	PHL	Owner managers of incorporated enterprises	5
Canada Bay	PHL	Owner managers of unincorporated enterprises	15
Canada Bay	PHL	Status in employment not stated	3
Canada Bay	POL	Employee	66
Canada Bay	POL	Owner managers of incorporated enterprises	4
Canada Bay	POL	Owner managers of unincorporated enterprises	5
Canada Bay	SGP	Employee	77
Canada Bay	SGP	Owner managers of incorporated enterprises	6
Canada Bay	SGP	Owner managers of unincorporated enterprises	5
Canada Bay	ZAF	Employee	265
Canada Bay	ZAF	Owner managers of incorporated enterprises	20
Canada Bay	ZAF	Owner managers of unincorporated enterprises	20
Canada Bay	KOR	Contributing family workers	14
Canada Bay	KOR	Employee	559
Canada Bay	KOR	Owner managers of incorporated enterprises	111
Canada Bay	KOR	Owner managers of unincorporated enterprises	89
Canada Bay	KOR	Status in employment not stated	9
Canada Bay	LKA	Contributing family workers	3
Canada Bay	LKA	Employee	328
Canada Bay	LKA	Owner managers of incorporated enterprises	20
Canada Bay	LKA	Owner managers of unincorporated enterprises	21
Canada Bay	LKA	Status in employment not stated	6
Canada Bay	THA	Employee	204
Canada Bay	THA	Owner managers of incorporated enterprises	13
Canada Bay	THA	Owner managers of unincorporated enterprises	11
Canada Bay	TUR	Employee	83
Canada Bay	TUR	Owner managers of incorporated enterprises	9
Canada Bay	TUR	Owner managers of unincorporated enterprises	15
Canada Bay	GBR	Contributing family workers	11
Canada Bay	GBR	Employee	923
Canada Bay	GBR	Owner managers of incorporated enterprises	94
Canada Bay	GBR	Owner managers of unincorporated enterprises	89
Canada Bay	GBR	Status in employment not stated	6
Canada Bay	USA	Contributing family workers	3
Canada Bay	USA	Employee	118
Canada Bay	USA	Owner managers of incorporated enterprises	12
Canada Bay	USA	Owner managers of unincorporated enterprises	16
Canada Bay	VNM	Contributing family workers	8
Canada Bay	VNM	Employee	408
Canada Bay	VNM	Owner managers of incorporated enterprises	22
Canada Bay	VNM	Owner managers of unincorporated enterprises	34
Canada Bay	VNM	Status in employment not stated	8
Canada Bay	ZWE	Employee	44
Canada Bay	ZWE	Owner managers of incorporated enterprises	5
Leichhardt		Contributing family workers	24
Leichhardt		Employee	1578
Leichhardt		Owner managers of incorporated enterprises	139
Leichhardt		Owner managers of unincorporated enterprises	172
Leichhardt		Status in employment not stated	29
Leichhardt	AUS	Contributing family workers	166
Leichhardt	AUS	Employee	9336
Leichhardt	AUS	Owner managers of incorporated enterprises	1539
Leichhardt	AUS	Owner managers of unincorporated enterprises	1348
Leichhardt	AUS	Status in employment not stated	85
Leichhardt	CAN	Employee	52
Leichhardt	CAN	Owner managers of incorporated enterprises	12
Leichhardt	CAN	Owner managers of unincorporated enterprises	8
Leichhardt	CHN	Contributing family workers	20
Leichhardt	CHN	Employee	499
Leichhardt	CHN	Owner managers of incorporated enterprises	84
Leichhardt	CHN	Owner managers of unincorporated enterprises	59
Leichhardt	CHN	Status in employment not stated	10
Leichhardt	HRV	Employee	25
Leichhardt	HRV	Owner managers of incorporated enterprises	10
Leichhardt	HRV	Owner managers of unincorporated enterprises	3
Leichhardt	HRV	Status in employment not stated	3
Leichhardt	EGY	Employee	40
Leichhardt	EGY	Owner managers of incorporated enterprises	14
Leichhardt	EGY	Owner managers of unincorporated enterprises	4
Leichhardt	EGY	Status in employment not stated	3
Leichhardt	FJI	Employee	84
Leichhardt	FJI	Owner managers of incorporated enterprises	4
Leichhardt	FJI	Owner managers of unincorporated enterprises	6
Leichhardt	MKD	Employee	22
Leichhardt	MKD	Owner managers of incorporated enterprises	4
Leichhardt	MKD	Owner managers of unincorporated enterprises	3
Leichhardt	DEU	Contributing family workers	7
Leichhardt	DEU	Employee	66
Leichhardt	DEU	Owner managers of incorporated enterprises	13
Leichhardt	DEU	Owner managers of unincorporated enterprises	20
Leichhardt	GRC	Employee	63
Leichhardt	GRC	Owner managers of incorporated enterprises	8
Leichhardt	GRC	Owner managers of unincorporated enterprises	8
Leichhardt	HKG	Employee	121
Leichhardt	HKG	Owner managers of incorporated enterprises	21
Leichhardt	HKG	Owner managers of unincorporated enterprises	8
Leichhardt	HKG	Status in employment not stated	3
Leichhardt	IND	Contributing family workers	4
Leichhardt	IND	Employee	472
Leichhardt	IND	Owner managers of incorporated enterprises	24
Leichhardt	IND	Owner managers of unincorporated enterprises	18
Leichhardt	IND	Status in employment not stated	7
Leichhardt	IDN	Contributing family workers	3
Leichhardt	IDN	Employee	180
Leichhardt	IDN	Owner managers of incorporated enterprises	8
Leichhardt	IDN	Owner managers of unincorporated enterprises	4
Leichhardt	IRN	Contributing family workers	3
Leichhardt	IRN	Employee	49
Leichhardt	IRN	Owner managers of incorporated enterprises	11
Leichhardt	IRN	Owner managers of unincorporated enterprises	8
Leichhardt	IRQ	Employee	28
Leichhardt	IRQ	Owner managers of incorporated enterprises	8
Leichhardt	IRQ	Owner managers of unincorporated enterprises	3
Leichhardt	IRQ	Status in employment not stated	3
Leichhardt	IRL	Contributing family workers	3
Leichhardt	IRL	Employee	149
Leichhardt	IRL	Owner managers of incorporated enterprises	29
Leichhardt	IRL	Owner managers of unincorporated enterprises	37
Leichhardt	ITA	Contributing family workers	9
Leichhardt	ITA	Employee	338
Leichhardt	ITA	Owner managers of incorporated enterprises	62
Leichhardt	ITA	Owner managers of unincorporated enterprises	34
Leichhardt	ITA	Status in employment not stated	9
Leichhardt	JPN	Employee	54
Leichhardt	JPN	Owner managers of incorporated enterprises	8
Leichhardt	JPN	Owner managers of unincorporated enterprises	17
Leichhardt	LBN	Contributing family workers	5
Leichhardt	LBN	Employee	81
Leichhardt	LBN	Owner managers of incorporated enterprises	13
Leichhardt	LBN	Owner managers of unincorporated enterprises	27
Leichhardt	MYS	Employee	78
Leichhardt	MYS	Owner managers of incorporated enterprises	13
Leichhardt	MYS	Owner managers of unincorporated enterprises	5
Leichhardt	MYS	Status in employment not stated	5
Leichhardt	MLT	Employee	9
Leichhardt	NLD	Employee	27
Leichhardt	NLD	Owner managers of incorporated enterprises	6
Leichhardt	NLD	Owner managers of unincorporated enterprises	19
Leichhardt	NZL	Contributing family workers	6
Leichhardt	NZL	Employee	431
Leichhardt	NZL	Owner managers of incorporated enterprises	108
Leichhardt	NZL	Owner managers of unincorporated enterprises	85
Leichhardt	NZL	Status in employment not stated	3
Leichhardt	PAK	Employee	60
Leichhardt	PHL	Employee	298
Leichhardt	PHL	Owner managers of incorporated enterprises	5
Leichhardt	PHL	Owner managers of unincorporated enterprises	6
Leichhardt	POL	Employee	44
Leichhardt	POL	Owner managers of incorporated enterprises	10
Leichhardt	POL	Owner managers of unincorporated enterprises	5
Leichhardt	SGP	Contributing family workers	3
Leichhardt	SGP	Employee	42
Leichhardt	SGP	Owner managers of incorporated enterprises	8
Leichhardt	SGP	Owner managers of unincorporated enterprises	3
Leichhardt	ZAF	Employee	114
Leichhardt	ZAF	Owner managers of incorporated enterprises	31
Leichhardt	ZAF	Owner managers of unincorporated enterprises	23
Leichhardt	ZAF	Status in employment not stated	3
Leichhardt	KOR	Contributing family workers	9
Leichhardt	KOR	Employee	150
Leichhardt	KOR	Owner managers of incorporated enterprises	33
Leichhardt	KOR	Owner managers of unincorporated enterprises	22
Leichhardt	LKA	Employee	94
Leichhardt	LKA	Owner managers of incorporated enterprises	3
Leichhardt	LKA	Owner managers of unincorporated enterprises	6
Leichhardt	THA	Employee	187
Leichhardt	THA	Owner managers of incorporated enterprises	14
Leichhardt	THA	Owner managers of unincorporated enterprises	6
Leichhardt	THA	Status in employment not stated	3
Leichhardt	TUR	Contributing family workers	4
Leichhardt	TUR	Employee	39
Leichhardt	TUR	Owner managers of incorporated enterprises	4
Leichhardt	TUR	Owner managers of unincorporated enterprises	8
Leichhardt	GBR	Contributing family workers	17
Leichhardt	GBR	Employee	790
Leichhardt	GBR	Owner managers of incorporated enterprises	213
Leichhardt	GBR	Owner managers of unincorporated enterprises	219
