SA3_NAME16	Age	LabourForceStatus	Sex	workers
Bringelly - Green Valley	65-69		F	7
Bringelly - Green Valley	65-69		M	6
Bringelly - Green Valley	65-69	Employed (away from work)	F	7
Bringelly - Green Valley	65-69	Employed (away from work)	M	7
Bringelly - Green Valley	65-69	Employed (full-time)	F	45
Bringelly - Green Valley	65-69	Employed (full-time)	M	119
Bringelly - Green Valley	65-69	Employed (part-time)	F	86
Bringelly - Green Valley	65-69	Employed (part-time)	M	82
Bringelly - Green Valley	70-74		M	5
Bringelly - Green Valley	70-74	Employed (away from work)	F	4
Bringelly - Green Valley	70-74	Employed (away from work)	M	5
Bringelly - Green Valley	70-74	Employed (full-time)	F	9
Bringelly - Green Valley	70-74	Employed (full-time)	M	31
Bringelly - Green Valley	70-74	Employed (part-time)	F	33
Bringelly - Green Valley	70-74	Employed (part-time)	M	41
Bringelly - Green Valley	75+		M	4
Bringelly - Green Valley	75+	Employed (away from work)	M	3
Bringelly - Green Valley	75+	Employed (full-time)	F	4
Bringelly - Green Valley	75+	Employed (full-time)	M	15
Bringelly - Green Valley	75+	Employed (part-time)	F	15
Bringelly - Green Valley	75+	Employed (part-time)	M	22
Fairfield	15-19		F	53
Fairfield	15-19		M	42
Fairfield	15-19	Employed (away from work)	F	53
Fairfield	15-19	Employed (away from work)	M	41
Fairfield	15-19	Employed (full-time)	F	160
Fairfield	15-19	Employed (full-time)	M	384
Fairfield	15-19	Employed (part-time)	F	1054
Fairfield	15-19	Employed (part-time)	M	748
Fairfield	20-24		F	81
Fairfield	20-24		M	117
Fairfield	20-24	Employed (away from work)	F	51
Fairfield	20-24	Employed (away from work)	M	45
Fairfield	20-24	Employed (full-time)	F	1014
Fairfield	20-24	Employed (full-time)	M	1542
Fairfield	20-24	Employed (part-time)	F	1224
Fairfield	20-24	Employed (part-time)	M	1011
Fairfield	25-29		F	64
Fairfield	25-29		M	113
Fairfield	25-29	Employed (away from work)	F	105
Fairfield	25-29	Employed (away from work)	M	38
Fairfield	25-29	Employed (full-time)	F	1584
Fairfield	25-29	Employed (full-time)	M	2385
Fairfield	25-29	Employed (part-time)	F	766
Fairfield	25-29	Employed (part-time)	M	616
Fairfield	30-34		F	68
Fairfield	30-34		M	134
Fairfield	30-34	Employed (away from work)	F	151
Fairfield	30-34	Employed (away from work)	M	38
Fairfield	30-34	Employed (full-time)	F	1335
Fairfield	30-34	Employed (full-time)	M	2666
Fairfield	30-34	Employed (part-time)	F	988
Fairfield	30-34	Employed (part-time)	M	499
Fairfield	35-39		F	41
Fairfield	35-39		M	93
Fairfield	35-39	Employed (away from work)	F	78
Fairfield	35-39	Employed (away from work)	M	44
Fairfield	35-39	Employed (full-time)	F	1183
Fairfield	35-39	Employed (full-time)	M	2497
Fairfield	35-39	Employed (part-time)	F	1075
Fairfield	35-39	Employed (part-time)	M	426
Fairfield	40-44		F	62
Fairfield	40-44		M	68
Fairfield	40-44	Employed (away from work)	F	48
Fairfield	40-44	Employed (away from work)	M	46
Fairfield	40-44	Employed (full-time)	F	1374
Fairfield	40-44	Employed (full-time)	M	2597
Fairfield	40-44	Employed (part-time)	F	1216
Fairfield	40-44	Employed (part-time)	M	469
Fairfield	45-49		F	57
Fairfield	45-49		M	94
Fairfield	45-49	Employed (away from work)	F	33
Fairfield	45-49	Employed (away from work)	M	42
Fairfield	45-49	Employed (full-time)	F	1432
Fairfield	45-49	Employed (full-time)	M	2602
Fairfield	45-49	Employed (part-time)	F	1129
Fairfield	45-49	Employed (part-time)	M	520
Fairfield	50-54		F	60
Fairfield	50-54		M	95
Fairfield	50-54	Employed (away from work)	F	61
Fairfield	50-54	Employed (away from work)	M	51
Fairfield	50-54	Employed (full-time)	F	1422
Fairfield	50-54	Employed (full-time)	M	2657
Fairfield	50-54	Employed (part-time)	F	1096
Fairfield	50-54	Employed (part-time)	M	531
Fairfield	55-59		F	36
Fairfield	55-59		M	62
Fairfield	55-59	Employed (away from work)	F	56
Fairfield	55-59	Employed (away from work)	M	50
Fairfield	55-59	Employed (full-time)	F	1108
Fairfield	55-59	Employed (full-time)	M	2372
Fairfield	55-59	Employed (part-time)	F	896
Fairfield	55-59	Employed (part-time)	M	495
Fairfield	60-64		F	32
Fairfield	60-64		M	49
Fairfield	60-64	Employed (away from work)	F	53
Fairfield	60-64	Employed (away from work)	M	58
Fairfield	60-64	Employed (full-time)	F	621
Fairfield	60-64	Employed (full-time)	M	1417
Fairfield	60-64	Employed (part-time)	F	612
Fairfield	60-64	Employed (part-time)	M	412
Fairfield	65-69		F	9
Fairfield	65-69		M	14
Fairfield	65-69	Employed (away from work)	F	22
Fairfield	65-69	Employed (away from work)	M	24
Fairfield	65-69	Employed (full-time)	F	193
Fairfield	65-69	Employed (full-time)	M	550
Fairfield	65-69	Employed (part-time)	F	248
Fairfield	65-69	Employed (part-time)	M	298
Fairfield	70-74		F	5
Fairfield	70-74		M	12
Fairfield	70-74	Employed (away from work)	F	10
Fairfield	70-74	Employed (away from work)	M	6
Fairfield	70-74	Employed (full-time)	F	46
Fairfield	70-74	Employed (full-time)	M	141
Fairfield	70-74	Employed (part-time)	F	65
Fairfield	70-74	Employed (part-time)	M	114
Fairfield	75+		F	8
Fairfield	75+		M	4
Fairfield	75+	Employed (away from work)	F	6
Fairfield	75+	Employed (away from work)	M	5
Fairfield	75+	Employed (full-time)	F	11
Fairfield	75+	Employed (full-time)	M	42
Fairfield	75+	Employed (part-time)	F	24
Fairfield	75+	Employed (part-time)	M	57
Liverpool	15-19		F	37
Liverpool	15-19		M	53
Liverpool	15-19	Employed (away from work)	F	58
Liverpool	15-19	Employed (away from work)	M	47
Liverpool	15-19	Employed (full-time)	F	212
Liverpool	15-19	Employed (full-time)	M	448
Liverpool	15-19	Employed (part-time)	F	1137
Liverpool	15-19	Employed (part-time)	M	836
Liverpool	20-24		F	82
Liverpool	20-24		M	114
Liverpool	20-24	Employed (away from work)	F	69
Liverpool	20-24	Employed (away from work)	M	67
Liverpool	20-24	Employed (full-time)	F	1233
Liverpool	20-24	Employed (full-time)	M	1786
Liverpool	20-24	Employed (part-time)	F	1323
Liverpool	20-24	Employed (part-time)	M	1058
Liverpool	25-29		F	64
Liverpool	25-29		M	119
Liverpool	25-29	Employed (away from work)	F	124
Liverpool	25-29	Employed (away from work)	M	68
Liverpool	25-29	Employed (full-time)	F	2025
Liverpool	25-29	Employed (full-time)	M	2762
Liverpool	25-29	Employed (part-time)	F	764
Liverpool	25-29	Employed (part-time)	M	588
Liverpool	30-34		F	50
Liverpool	30-34		M	70
Liverpool	30-34	Employed (away from work)	F	257
Liverpool	30-34	Employed (away from work)	M	64
Liverpool	30-34	Employed (full-time)	F	1585
Liverpool	30-34	Employed (full-time)	M	3090
Liverpool	30-34	Employed (part-time)	F	1060
Liverpool	30-34	Employed (part-time)	M	428
Liverpool	35-39		F	57
Liverpool	35-39		M	79
Liverpool	35-39	Employed (away from work)	F	129
Liverpool	35-39	Employed (away from work)	M	61
Liverpool	35-39	Employed (full-time)	F	1449
Liverpool	35-39	Employed (full-time)	M	2840
Liverpool	35-39	Employed (part-time)	F	1184
Liverpool	35-39	Employed (part-time)	M	394
Liverpool	40-44		F	63
Liverpool	40-44		M	93
Liverpool	40-44	Employed (away from work)	F	58
Liverpool	40-44	Employed (away from work)	M	57
Liverpool	40-44	Employed (full-time)	F	1780
Liverpool	40-44	Employed (full-time)	M	2810
Liverpool	40-44	Employed (part-time)	F	1318
Liverpool	40-44	Employed (part-time)	M	402
Liverpool	45-49		F	53
Liverpool	45-49		M	71
Liverpool	45-49	Employed (away from work)	F	56
Liverpool	45-49	Employed (away from work)	M	42
Liverpool	45-49	Employed (full-time)	F	1805
Liverpool	45-49	Employed (full-time)	M	2634
Liverpool	45-49	Employed (part-time)	F	1021
Liverpool	45-49	Employed (part-time)	M	393
Liverpool	50-54		F	54
Liverpool	50-54		M	82
Liverpool	50-54	Employed (away from work)	F	63
Liverpool	50-54	Employed (away from work)	M	63
Liverpool	50-54	Employed (full-time)	F	1643
Liverpool	50-54	Employed (full-time)	M	2495
Liverpool	50-54	Employed (part-time)	F	909
Liverpool	50-54	Employed (part-time)	M	354
Liverpool	55-59		F	39
Liverpool	55-59		M	61
Liverpool	55-59	Employed (away from work)	F	68
Liverpool	55-59	Employed (away from work)	M	65
Liverpool	55-59	Employed (full-time)	F	1403
Liverpool	55-59	Employed (full-time)	M	2186
Liverpool	55-59	Employed (part-time)	F	839
Liverpool	55-59	Employed (part-time)	M	336
Liverpool	60-64		F	28
Liverpool	60-64		M	39
Liverpool	60-64	Employed (away from work)	F	40
Liverpool	60-64	Employed (away from work)	M	37
Liverpool	60-64	Employed (full-time)	F	686
Liverpool	60-64	Employed (full-time)	M	1319
Liverpool	60-64	Employed (part-time)	F	496
Liverpool	60-64	Employed (part-time)	M	313
Liverpool	65-69		F	12
Liverpool	65-69		M	25
Liverpool	65-69	Employed (away from work)	F	24
Liverpool	65-69	Employed (away from work)	M	30
Liverpool	65-69	Employed (full-time)	F	205
Liverpool	65-69	Employed (full-time)	M	498
Liverpool	65-69	Employed (part-time)	F	246
Liverpool	65-69	Employed (part-time)	M	193
Liverpool	70-74		M	3
Liverpool	70-74	Employed (away from work)	F	8
Liverpool	70-74	Employed (away from work)	M	6
Liverpool	70-74	Employed (full-time)	F	35
Liverpool	70-74	Employed (full-time)	M	100
Liverpool	70-74	Employed (part-time)	F	72
Liverpool	70-74	Employed (part-time)	M	103
Liverpool	75+		F	10
Liverpool	75+		M	4
Liverpool	75+	Employed (away from work)	F	7
Liverpool	75+	Employed (away from work)	M	3
Liverpool	75+	Employed (full-time)	F	7
Liverpool	75+	Employed (full-time)	M	56
Liverpool	75+	Employed (part-time)	F	29
Liverpool	75+	Employed (part-time)	M	66
Cronulla - Miranda - Caringbah	15-19		F	31
Cronulla - Miranda - Caringbah	15-19		M	25
Cronulla - Miranda - Caringbah	15-19	Employed (away from work)	F	65
Cronulla - Miranda - Caringbah	15-19	Employed (away from work)	M	54
Cronulla - Miranda - Caringbah	15-19	Employed (full-time)	F	190
Cronulla - Miranda - Caringbah	15-19	Employed (full-time)	M	281
Cronulla - Miranda - Caringbah	15-19	Employed (part-time)	F	1616
Cronulla - Miranda - Caringbah	15-19	Employed (part-time)	M	979
Cronulla - Miranda - Caringbah	20-24		F	44
Cronulla - Miranda - Caringbah	20-24		M	50
Cronulla - Miranda - Caringbah	20-24	Employed (away from work)	F	78
Cronulla - Miranda - Caringbah	20-24	Employed (away from work)	M	36
Cronulla - Miranda - Caringbah	20-24	Employed (full-time)	F	974
Cronulla - Miranda - Caringbah	20-24	Employed (full-time)	M	1045
Cronulla - Miranda - Caringbah	20-24	Employed (part-time)	F	1400
Cronulla - Miranda - Caringbah	20-24	Employed (part-time)	M	1069
Cronulla - Miranda - Caringbah	25-29		F	38
Cronulla - Miranda - Caringbah	25-29		M	46
Cronulla - Miranda - Caringbah	25-29	Employed (away from work)	F	92
Cronulla - Miranda - Caringbah	25-29	Employed (away from work)	M	44
Cronulla - Miranda - Caringbah	25-29	Employed (full-time)	F	1210
Cronulla - Miranda - Caringbah	25-29	Employed (full-time)	M	1593
Cronulla - Miranda - Caringbah	25-29	Employed (part-time)	F	692
Cronulla - Miranda - Caringbah	25-29	Employed (part-time)	M	464
Cronulla - Miranda - Caringbah	30-34		F	40
Cronulla - Miranda - Caringbah	30-34		M	48
Cronulla - Miranda - Caringbah	30-34	Employed (away from work)	F	125
Cronulla - Miranda - Caringbah	30-34	Employed (away from work)	M	36
Cronulla - Miranda - Caringbah	30-34	Employed (full-time)	F	892
Cronulla - Miranda - Caringbah	30-34	Employed (full-time)	M	1605
Cronulla - Miranda - Caringbah	30-34	Employed (part-time)	F	939
Cronulla - Miranda - Caringbah	30-34	Employed (part-time)	M	282
Cronulla - Miranda - Caringbah	35-39		F	22
Cronulla - Miranda - Caringbah	35-39		M	42
Cronulla - Miranda - Caringbah	35-39	Employed (away from work)	F	82
Cronulla - Miranda - Caringbah	35-39	Employed (away from work)	M	27
Cronulla - Miranda - Caringbah	35-39	Employed (full-time)	F	741
Cronulla - Miranda - Caringbah	35-39	Employed (full-time)	M	1641
Cronulla - Miranda - Caringbah	35-39	Employed (part-time)	F	1095
Cronulla - Miranda - Caringbah	35-39	Employed (part-time)	M	210
Cronulla - Miranda - Caringbah	40-44		F	21
Cronulla - Miranda - Caringbah	40-44		M	37
Cronulla - Miranda - Caringbah	40-44	Employed (away from work)	F	46
Cronulla - Miranda - Caringbah	40-44	Employed (away from work)	M	29
Cronulla - Miranda - Caringbah	40-44	Employed (full-time)	F	924
Cronulla - Miranda - Caringbah	40-44	Employed (full-time)	M	1614
Cronulla - Miranda - Caringbah	40-44	Employed (part-time)	F	1294
Cronulla - Miranda - Caringbah	40-44	Employed (part-time)	M	218
Cronulla - Miranda - Caringbah	45-49		F	24
Cronulla - Miranda - Caringbah	45-49		M	35
Cronulla - Miranda - Caringbah	45-49	Employed (away from work)	F	35
Cronulla - Miranda - Caringbah	45-49	Employed (away from work)	M	31
Cronulla - Miranda - Caringbah	45-49	Employed (full-time)	F	1072
Cronulla - Miranda - Caringbah	45-49	Employed (full-time)	M	1518
Cronulla - Miranda - Caringbah	45-49	Employed (part-time)	F	1192
Cronulla - Miranda - Caringbah	45-49	Employed (part-time)	M	213
Cronulla - Miranda - Caringbah	50-54		F	29
Cronulla - Miranda - Caringbah	50-54		M	33
Cronulla - Miranda - Caringbah	50-54	Employed (away from work)	F	52
Cronulla - Miranda - Caringbah	50-54	Employed (away from work)	M	21
Cronulla - Miranda - Caringbah	50-54	Employed (full-time)	F	978
Cronulla - Miranda - Caringbah	50-54	Employed (full-time)	M	1403
Cronulla - Miranda - Caringbah	50-54	Employed (part-time)	F	1082
Cronulla - Miranda - Caringbah	50-54	Employed (part-time)	M	255
Cronulla - Miranda - Caringbah	55-59		F	25
Cronulla - Miranda - Caringbah	55-59		M	29
Cronulla - Miranda - Caringbah	55-59	Employed (away from work)	F	60
Cronulla - Miranda - Caringbah	55-59	Employed (away from work)	M	43
Cronulla - Miranda - Caringbah	55-59	Employed (full-time)	F	911
Cronulla - Miranda - Caringbah	55-59	Employed (full-time)	M	1211
Cronulla - Miranda - Caringbah	55-59	Employed (part-time)	F	987
Cronulla - Miranda - Caringbah	55-59	Employed (part-time)	M	283
Cronulla - Miranda - Caringbah	60-64		F	13
Cronulla - Miranda - Caringbah	60-64		M	10
Cronulla - Miranda - Caringbah	60-64	Employed (away from work)	F	53
Cronulla - Miranda - Caringbah	60-64	Employed (away from work)	M	44
Cronulla - Miranda - Caringbah	60-64	Employed (full-time)	F	450
Cronulla - Miranda - Caringbah	60-64	Employed (full-time)	M	767
Cronulla - Miranda - Caringbah	60-64	Employed (part-time)	F	748
Cronulla - Miranda - Caringbah	60-64	Employed (part-time)	M	364
Cronulla - Miranda - Caringbah	65-69		F	10
Cronulla - Miranda - Caringbah	65-69		M	9
Cronulla - Miranda - Caringbah	65-69	Employed (away from work)	F	31
Cronulla - Miranda - Caringbah	65-69	Employed (away from work)	M	22
Cronulla - Miranda - Caringbah	65-69	Employed (full-time)	F	127
Cronulla - Miranda - Caringbah	65-69	Employed (full-time)	M	349
Cronulla - Miranda - Caringbah	65-69	Employed (part-time)	F	384
Cronulla - Miranda - Caringbah	65-69	Employed (part-time)	M	307
Cronulla - Miranda - Caringbah	70-74		F	3
Cronulla - Miranda - Caringbah	70-74		M	5
Cronulla - Miranda - Caringbah	70-74	Employed (away from work)	F	10
Cronulla - Miranda - Caringbah	70-74	Employed (away from work)	M	10
Cronulla - Miranda - Caringbah	70-74	Employed (full-time)	F	36
Cronulla - Miranda - Caringbah	70-74	Employed (full-time)	M	100
Cronulla - Miranda - Caringbah	70-74	Employed (part-time)	F	161
Cronulla - Miranda - Caringbah	70-74	Employed (part-time)	M	178
Cronulla - Miranda - Caringbah	75+		F	5
Cronulla - Miranda - Caringbah	75+		M	7
Cronulla - Miranda - Caringbah	75+	Employed (away from work)	F	9
Cronulla - Miranda - Caringbah	75+	Employed (away from work)	M	13
Cronulla - Miranda - Caringbah	75+	Employed (full-time)	F	16
Cronulla - Miranda - Caringbah	75+	Employed (full-time)	M	38
Cronulla - Miranda - Caringbah	75+	Employed (part-time)	F	58
Cronulla - Miranda - Caringbah	75+	Employed (part-time)	M	102
Sutherland - Menai - Heathcote	15-19		F	17
Sutherland - Menai - Heathcote	15-19		M	12
Sutherland - Menai - Heathcote	15-19	Employed (away from work)	F	35
Sutherland - Menai - Heathcote	15-19	Employed (away from work)	M	46
Sutherland - Menai - Heathcote	15-19	Employed (full-time)	F	105
Sutherland - Menai - Heathcote	15-19	Employed (full-time)	M	258
Sutherland - Menai - Heathcote	15-19	Employed (part-time)	F	954
Sutherland - Menai - Heathcote	15-19	Employed (part-time)	M	762
Sutherland - Menai - Heathcote	20-24		F	25
Sutherland - Menai - Heathcote	20-24		M	25
Sutherland - Menai - Heathcote	20-24	Employed (away from work)	F	33
Sutherland - Menai - Heathcote	20-24	Employed (away from work)	M	31
Sutherland - Menai - Heathcote	20-24	Employed (full-time)	F	484
Sutherland - Menai - Heathcote	20-24	Employed (full-time)	M	700
Sutherland - Menai - Heathcote	20-24	Employed (part-time)	F	706
Sutherland - Menai - Heathcote	20-24	Employed (part-time)	M	560
Sutherland - Menai - Heathcote	25-29		F	29
Sutherland - Menai - Heathcote	25-29		M	15
Sutherland - Menai - Heathcote	25-29	Employed (away from work)	F	52
Sutherland - Menai - Heathcote	25-29	Employed (away from work)	M	19
Sutherland - Menai - Heathcote	25-29	Employed (full-time)	F	696
Sutherland - Menai - Heathcote	25-29	Employed (full-time)	M	940
Sutherland - Menai - Heathcote	25-29	Employed (part-time)	F	441
Sutherland - Menai - Heathcote	25-29	Employed (part-time)	M	239
Sutherland - Menai - Heathcote	30-34		F	22
Sutherland - Menai - Heathcote	30-34		M	23
Sutherland - Menai - Heathcote	30-34	Employed (away from work)	F	79
Sutherland - Menai - Heathcote	30-34	Employed (away from work)	M	26
Sutherland - Menai - Heathcote	30-34	Employed (full-time)	F	459
Sutherland - Menai - Heathcote	30-34	Employed (full-time)	M	985
Sutherland - Menai - Heathcote	30-34	Employed (part-time)	F	537
Sutherland - Menai - Heathcote	30-34	Employed (part-time)	M	182
Sutherland - Menai - Heathcote	35-39		F	31
Sutherland - Menai - Heathcote	35-39		M	25
Sutherland - Menai - Heathcote	35-39	Employed (away from work)	F	61
Sutherland - Menai - Heathcote	35-39	Employed (away from work)	M	23
Sutherland - Menai - Heathcote	35-39	Employed (full-time)	F	459
Sutherland - Menai - Heathcote	35-39	Employed (full-time)	M	984
Sutherland - Menai - Heathcote	35-39	Employed (part-time)	F	793
Sutherland - Menai - Heathcote	35-39	Employed (part-time)	M	137
Sutherland - Menai - Heathcote	40-44		F	22
Sutherland - Menai - Heathcote	40-44		M	18
Sutherland - Menai - Heathcote	40-44	Employed (away from work)	F	32
Sutherland - Menai - Heathcote	40-44	Employed (away from work)	M	16
Sutherland - Menai - Heathcote	40-44	Employed (full-time)	F	651
Sutherland - Menai - Heathcote	40-44	Employed (full-time)	M	1016
Sutherland - Menai - Heathcote	40-44	Employed (part-time)	F	928
Sutherland - Menai - Heathcote	40-44	Employed (part-time)	M	151
Sutherland - Menai - Heathcote	45-49		F	20
Sutherland - Menai - Heathcote	45-49		M	25
Sutherland - Menai - Heathcote	45-49	Employed (away from work)	F	36
Sutherland - Menai - Heathcote	45-49	Employed (away from work)	M	24
Sutherland - Menai - Heathcote	45-49	Employed (full-time)	F	738
Sutherland - Menai - Heathcote	45-49	Employed (full-time)	M	1018
Sutherland - Menai - Heathcote	45-49	Employed (part-time)	F	832
Sutherland - Menai - Heathcote	45-49	Employed (part-time)	M	141
Sutherland - Menai - Heathcote	50-54		F	21
Sutherland - Menai - Heathcote	50-54		M	28
Sutherland - Menai - Heathcote	50-54	Employed (away from work)	F	29
Sutherland - Menai - Heathcote	50-54	Employed (away from work)	M	31
Sutherland - Menai - Heathcote	50-54	Employed (full-time)	F	752
Sutherland - Menai - Heathcote	50-54	Employed (full-time)	M	1065
Sutherland - Menai - Heathcote	50-54	Employed (part-time)	F	784
Sutherland - Menai - Heathcote	50-54	Employed (part-time)	M	196
Sutherland - Menai - Heathcote	55-59		F	16
Sutherland - Menai - Heathcote	55-59		M	16
Sutherland - Menai - Heathcote	55-59	Employed (away from work)	F	51
Sutherland - Menai - Heathcote	55-59	Employed (away from work)	M	30
Sutherland - Menai - Heathcote	55-59	Employed (full-time)	F	599
Sutherland - Menai - Heathcote	55-59	Employed (full-time)	M	970
Sutherland - Menai - Heathcote	55-59	Employed (part-time)	F	770
Sutherland - Menai - Heathcote	55-59	Employed (part-time)	M	224
Sutherland - Menai - Heathcote	60-64		F	3
Sutherland - Menai - Heathcote	60-64		M	14
Sutherland - Menai - Heathcote	60-64	Employed (away from work)	F	53
Sutherland - Menai - Heathcote	60-64	Employed (away from work)	M	29
Sutherland - Menai - Heathcote	60-64	Employed (full-time)	F	303
Sutherland - Menai - Heathcote	60-64	Employed (full-time)	M	577
Sutherland - Menai - Heathcote	60-64	Employed (part-time)	F	517
Sutherland - Menai - Heathcote	60-64	Employed (part-time)	M	269
Sutherland - Menai - Heathcote	65-69		F	4
Sutherland - Menai - Heathcote	65-69		M	5
Sutherland - Menai - Heathcote	65-69	Employed (away from work)	F	16
Sutherland - Menai - Heathcote	65-69	Employed (away from work)	M	13
Sutherland - Menai - Heathcote	65-69	Employed (full-time)	F	96
Sutherland - Menai - Heathcote	65-69	Employed (full-time)	M	239
Sutherland - Menai - Heathcote	65-69	Employed (part-time)	F	266
Sutherland - Menai - Heathcote	65-69	Employed (part-time)	M	215
Sutherland - Menai - Heathcote	70-74		M	4
Sutherland - Menai - Heathcote	70-74	Employed (away from work)	F	11
Sutherland - Menai - Heathcote	70-74	Employed (away from work)	M	3
Sutherland - Menai - Heathcote	70-74	Employed (full-time)	F	20
Sutherland - Menai - Heathcote	70-74	Employed (full-time)	M	56
Sutherland - Menai - Heathcote	70-74	Employed (part-time)	F	91
Sutherland - Menai - Heathcote	70-74	Employed (part-time)	M	124
Sutherland - Menai - Heathcote	75+		F	5
Sutherland - Menai - Heathcote	75+		M	3
Sutherland - Menai - Heathcote	75+	Employed (away from work)	M	3
Sutherland - Menai - Heathcote	75+	Employed (full-time)	F	10
Sutherland - Menai - Heathcote	75+	Employed (full-time)	M	21
Sutherland - Menai - Heathcote	75+	Employed (part-time)	F	17
Sutherland - Menai - Heathcote	75+	Employed (part-time)	M	51
Migratory - Offshore - Shipping (NSW)	20-24	Employed (full-time)	M	3
Migratory - Offshore - Shipping (NSW)	25-29	Employed (full-time)	M	12
Migratory - Offshore - Shipping (NSW)	30-34	Employed (full-time)	M	9
Migratory - Offshore - Shipping (NSW)	35-39	Employed (full-time)	M	3
Migratory - Offshore - Shipping (NSW)	40-44	Employed (full-time)	M	10
Migratory - Offshore - Shipping (NSW)	45-49	Employed (away from work)	M	3
Migratory - Offshore - Shipping (NSW)	45-49	Employed (full-time)	M	3
Migratory - Offshore - Shipping (NSW)	45-49	Employed (part-time)	M	3
Migratory - Offshore - Shipping (NSW)	50-54	Employed (away from work)	M	3
Migratory - Offshore - Shipping (NSW)	50-54	Employed (full-time)	M	9
Migratory - Offshore - Shipping (NSW)	50-54	Employed (part-time)	M	4
Migratory - Offshore - Shipping (NSW)	55-59	Employed (away from work)	M	3
Migratory - Offshore - Shipping (NSW)	55-59	Employed (full-time)	M	3
Migratory - Offshore - Shipping (NSW)	60-64	Employed (full-time)	M	3
Migratory - Offshore - Shipping (NSW)	70-74	Employed (part-time)	M	3
No usual address (NSW)	15-19		F	101
No usual address (NSW)	15-19		M	159
No usual address (NSW)	15-19	Employed (away from work)	F	71
No usual address (NSW)	15-19	Employed (away from work)	M	165
No usual address (NSW)	15-19	Employed (full-time)	F	133
No usual address (NSW)	15-19	Employed (full-time)	M	2926
No usual address (NSW)	15-19	Employed (part-time)	F	900
No usual address (NSW)	15-19	Employed (part-time)	M	1748
No usual address (NSW)	20-24		F	124
No usual address (NSW)	20-24		M	376
No usual address (NSW)	20-24	Employed (away from work)	F	191
No usual address (NSW)	20-24	Employed (away from work)	M	366
No usual address (NSW)	20-24	Employed (full-time)	F	770
No usual address (NSW)	20-24	Employed (full-time)	M	7177
No usual address (NSW)	20-24	Employed (part-time)	F	1793
No usual address (NSW)	20-24	Employed (part-time)	M	2966
No usual address (NSW)	25-29		F	114
No usual address (NSW)	25-29		M	319
No usual address (NSW)	25-29	Employed (away from work)	F	243
No usual address (NSW)	25-29	Employed (away from work)	M	339
No usual address (NSW)	25-29	Employed (full-time)	F	1186
No usual address (NSW)	25-29	Employed (full-time)	M	8406
No usual address (NSW)	25-29	Employed (part-time)	F	1587
No usual address (NSW)	25-29	Employed (part-time)	M	2602
No usual address (NSW)	30-34		F	99
No usual address (NSW)	30-34		M	309
No usual address (NSW)	30-34	Employed (away from work)	F	287
No usual address (NSW)	30-34	Employed (away from work)	M	350
No usual address (NSW)	30-34	Employed (full-time)	F	1080
No usual address (NSW)	30-34	Employed (full-time)	M	8677
No usual address (NSW)	30-34	Employed (part-time)	F	1789
No usual address (NSW)	30-34	Employed (part-time)	M	2515
No usual address (NSW)	35-39		F	79
No usual address (NSW)	35-39		M	249
No usual address (NSW)	35-39	Employed (away from work)	F	242
No usual address (NSW)	35-39	Employed (away from work)	M	306
No usual address (NSW)	35-39	Employed (full-time)	F	958
No usual address (NSW)	35-39	Employed (full-time)	M	8373
No usual address (NSW)	35-39	Employed (part-time)	F	1945
No usual address (NSW)	35-39	Employed (part-time)	M	2494
No usual address (NSW)	40-44		F	120
No usual address (NSW)	40-44		M	225
No usual address (NSW)	40-44	Employed (away from work)	F	163
No usual address (NSW)	40-44	Employed (away from work)	M	356
No usual address (NSW)	40-44	Employed (full-time)	F	1175
No usual address (NSW)	40-44	Employed (full-time)	M	8678
No usual address (NSW)	40-44	Employed (part-time)	F	2456
No usual address (NSW)	40-44	Employed (part-time)	M	2844
No usual address (NSW)	45-49		F	116
No usual address (NSW)	45-49		M	274
No usual address (NSW)	45-49	Employed (away from work)	F	171
No usual address (NSW)	45-49	Employed (away from work)	M	388
No usual address (NSW)	45-49	Employed (full-time)	F	1258
No usual address (NSW)	45-49	Employed (full-time)	M	8304
No usual address (NSW)	45-49	Employed (part-time)	F	2670
No usual address (NSW)	45-49	Employed (part-time)	M	2958
No usual address (NSW)	50-54		F	107
No usual address (NSW)	50-54		M	252
No usual address (NSW)	50-54	Employed (away from work)	F	227
No usual address (NSW)	50-54	Employed (away from work)	M	441
No usual address (NSW)	50-54	Employed (full-time)	F	1253
No usual address (NSW)	50-54	Employed (full-time)	M	7894
No usual address (NSW)	50-54	Employed (part-time)	F	2838
No usual address (NSW)	50-54	Employed (part-time)	M	3209
No usual address (NSW)	55-59		F	105
No usual address (NSW)	55-59		M	194
No usual address (NSW)	55-59	Employed (away from work)	F	217
No usual address (NSW)	55-59	Employed (away from work)	M	472
No usual address (NSW)	55-59	Employed (full-time)	F	971
No usual address (NSW)	55-59	Employed (full-time)	M	6239
No usual address (NSW)	55-59	Employed (part-time)	F	2608
No usual address (NSW)	55-59	Employed (part-time)	M	3353
No usual address (NSW)	60-64		F	63
No usual address (NSW)	60-64		M	133
No usual address (NSW)	60-64	Employed (away from work)	F	177
No usual address (NSW)	60-64	Employed (away from work)	M	384
No usual address (NSW)	60-64	Employed (full-time)	F	454
No usual address (NSW)	60-64	Employed (full-time)	M	3712
No usual address (NSW)	60-64	Employed (part-time)	F	1679
No usual address (NSW)	60-64	Employed (part-time)	M	3068
No usual address (NSW)	65-69		F	35
No usual address (NSW)	65-69		M	80
