SA3_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Kogarah - Rockdale	Community and personal service workers	0		57
Kogarah - Rockdale	Community and personal service workers	1	Local	20
Kogarah - Rockdale	Community and personal service workers	1	National	31
Kogarah - Rockdale	Community and personal service workers	1	State territory	628
Kogarah - Rockdale	Labourers			42
Kogarah - Rockdale	Labourers	0		2455
Kogarah - Rockdale	Labourers	0		39
Kogarah - Rockdale	Labourers	1	Local	86
Kogarah - Rockdale	Labourers	1	National	3
Kogarah - Rockdale	Labourers	1	State territory	98
Kogarah - Rockdale	Machinery operators and drivers			29
Kogarah - Rockdale	Machinery operators and drivers	0		1333
Kogarah - Rockdale	Machinery operators and drivers	0		20
Kogarah - Rockdale	Machinery operators and drivers	1	Local	30
Kogarah - Rockdale	Machinery operators and drivers	1	National	3
Kogarah - Rockdale	Machinery operators and drivers	1	State territory	47
Kogarah - Rockdale	Managers			17
Kogarah - Rockdale	Managers	0		3253
Kogarah - Rockdale	Managers	0		48
Kogarah - Rockdale	Managers	1	Local	64
Kogarah - Rockdale	Managers	1	National	12
Kogarah - Rockdale	Managers	1	State territory	213
Kogarah - Rockdale	Professionals			45
Kogarah - Rockdale	Professionals	0		6001
Kogarah - Rockdale	Professionals	0		112
Kogarah - Rockdale	Professionals	1	Local	136
Kogarah - Rockdale	Professionals	1	National	92
Kogarah - Rockdale	Professionals	1	State territory	3480
Kogarah - Rockdale	Sales workers			23
Kogarah - Rockdale	Sales workers	0		2647
Kogarah - Rockdale	Sales workers	0		38
Kogarah - Rockdale	Sales workers	1	National	13
Kogarah - Rockdale	Sales workers	1	State territory	31
Kogarah - Rockdale	Technicians and trades workers			46
Kogarah - Rockdale	Technicians and trades workers	0		3568
Kogarah - Rockdale	Technicians and trades workers	0		53
Kogarah - Rockdale	Technicians and trades workers	1	Local	89
Kogarah - Rockdale	Technicians and trades workers	1	National	36
Kogarah - Rockdale	Technicians and trades workers	1	State territory	116
Canada Bay				241
Canada Bay		0		389
Canada Bay		0		76
Canada Bay		1	Local	6
Canada Bay		1	State territory	16
Canada Bay	Clerical and administrative workers			36
Canada Bay	Clerical and administrative workers	0		5460
Canada Bay	Clerical and administrative workers	0		68
Canada Bay	Clerical and administrative workers	1	Local	71
Canada Bay	Clerical and administrative workers	1	National	35
Canada Bay	Clerical and administrative workers	1	State territory	391
Canada Bay	Community and personal service workers			31
Canada Bay	Community and personal service workers	0		2523
Canada Bay	Community and personal service workers	0		43
Canada Bay	Community and personal service workers	1	Local	23
Canada Bay	Community and personal service workers	1	National	7
Canada Bay	Community and personal service workers	1	State territory	325
Canada Bay	Labourers			33
Canada Bay	Labourers	0		1577
Canada Bay	Labourers	0		27
Canada Bay	Labourers	1	Local	27
Canada Bay	Labourers	1	State territory	178
Canada Bay	Machinery operators and drivers			31
Canada Bay	Machinery operators and drivers	0		934
Canada Bay	Machinery operators and drivers	0		12
Canada Bay	Machinery operators and drivers	1	Local	12
Canada Bay	Machinery operators and drivers	1	National	3
Canada Bay	Machinery operators and drivers	1	State territory	37
Canada Bay	Managers			28
Canada Bay	Managers	0		4720
Canada Bay	Managers	0		46
Canada Bay	Managers	1	Local	35
Canada Bay	Managers	1	National	13
Canada Bay	Managers	1	State territory	155
Canada Bay	Professionals			40
Canada Bay	Professionals	0		7064
Canada Bay	Professionals	0		93
Canada Bay	Professionals	1	Local	76
Canada Bay	Professionals	1	National	62
Canada Bay	Professionals	1	State territory	2380
Canada Bay	Sales workers			19
Canada Bay	Sales workers	0		3206
Canada Bay	Sales workers	0		54
Canada Bay	Sales workers	1	National	15
Canada Bay	Sales workers	1	State territory	11
Canada Bay	Technicians and trades workers			34
Canada Bay	Technicians and trades workers	0		3060
Canada Bay	Technicians and trades workers	0		56
Canada Bay	Technicians and trades workers	1	Local	45
Canada Bay	Technicians and trades workers	1	National	3
Canada Bay	Technicians and trades workers	1	State territory	104
Leichhardt				126
Leichhardt		0		234
Leichhardt		0		56
Leichhardt		1	Local	10
Leichhardt		1	National	3
Leichhardt		1	State territory	11
Leichhardt	Clerical and administrative workers			12
Leichhardt	Clerical and administrative workers	0		2036
Leichhardt	Clerical and administrative workers	0		28
Leichhardt	Clerical and administrative workers	1	Local	95
Leichhardt	Clerical and administrative workers	1	National	65
Leichhardt	Clerical and administrative workers	1	State territory	249
Leichhardt	Community and personal service workers			15
Leichhardt	Community and personal service workers	0		2337
Leichhardt	Community and personal service workers	0		40
Leichhardt	Community and personal service workers	1	Local	54
Leichhardt	Community and personal service workers	1	National	8
Leichhardt	Community and personal service workers	1	State territory	342
Leichhardt	Labourers			13
Leichhardt	Labourers	0		1012
Leichhardt	Labourers	0		12
Leichhardt	Labourers	1	Local	42
Leichhardt	Labourers	1	National	3
Leichhardt	Labourers	1	State territory	34
Leichhardt	Machinery operators and drivers			14
Leichhardt	Machinery operators and drivers	0		487
Leichhardt	Machinery operators and drivers	0		12
Leichhardt	Machinery operators and drivers	1	Local	21
Leichhardt	Machinery operators and drivers	1	State territory	254
Leichhardt	Managers			9
Leichhardt	Managers	0		2947
Leichhardt	Managers	0		30
Leichhardt	Managers	1	Local	38
Leichhardt	Managers	1	National	22
Leichhardt	Managers	1	State territory	205
Leichhardt	Professionals			33
Leichhardt	Professionals	0		4757
Leichhardt	Professionals	0		62
Leichhardt	Professionals	1	Local	81
Leichhardt	Professionals	1	National	81
Leichhardt	Professionals	1	State territory	781
Leichhardt	Sales workers			8
Leichhardt	Sales workers	0		2015
Leichhardt	Sales workers	0		22
Leichhardt	Sales workers	1	National	18
Leichhardt	Sales workers	1	State territory	4
Leichhardt	Technicians and trades workers			29
Leichhardt	Technicians and trades workers	0		2528
Leichhardt	Technicians and trades workers	0		52
Leichhardt	Technicians and trades workers	1	Local	37
Leichhardt	Technicians and trades workers	1	National	14
Leichhardt	Technicians and trades workers	1	State territory	64
Strathfield - Burwood - Ashfield				409
Strathfield - Burwood - Ashfield		0		527
Strathfield - Burwood - Ashfield		0		115
Strathfield - Burwood - Ashfield		1	Local	16
Strathfield - Burwood - Ashfield		1	National	22
Strathfield - Burwood - Ashfield		1	State territory	70
Strathfield - Burwood - Ashfield	Clerical and administrative workers			43
Strathfield - Burwood - Ashfield	Clerical and administrative workers	0		5880
Strathfield - Burwood - Ashfield	Clerical and administrative workers	0		124
Strathfield - Burwood - Ashfield	Clerical and administrative workers	1	Local	122
Strathfield - Burwood - Ashfield	Clerical and administrative workers	1	National	925
Strathfield - Burwood - Ashfield	Clerical and administrative workers	1	State territory	1428
Strathfield - Burwood - Ashfield	Community and personal service workers			48
Strathfield - Burwood - Ashfield	Community and personal service workers	0		4684
Strathfield - Burwood - Ashfield	Community and personal service workers	0		59
Strathfield - Burwood - Ashfield	Community and personal service workers	1	Local	53
Strathfield - Burwood - Ashfield	Community and personal service workers	1	National	27
Strathfield - Burwood - Ashfield	Community and personal service workers	1	State territory	629
Strathfield - Burwood - Ashfield	Labourers			86
Strathfield - Burwood - Ashfield	Labourers	0		3661
Strathfield - Burwood - Ashfield	Labourers	0		59
Strathfield - Burwood - Ashfield	Labourers	1	Local	45
Strathfield - Burwood - Ashfield	Labourers	1	National	11
Strathfield - Burwood - Ashfield	Labourers	1	State territory	123
Strathfield - Burwood - Ashfield	Machinery operators and drivers			37
Strathfield - Burwood - Ashfield	Machinery operators and drivers	0		2665
Strathfield - Burwood - Ashfield	Machinery operators and drivers	0		50
Strathfield - Burwood - Ashfield	Machinery operators and drivers	1	Local	19
Strathfield - Burwood - Ashfield	Machinery operators and drivers	1	National	21
Strathfield - Burwood - Ashfield	Machinery operators and drivers	1	State territory	268
Strathfield - Burwood - Ashfield	Managers			25
Strathfield - Burwood - Ashfield	Managers	0		5531
Strathfield - Burwood - Ashfield	Managers	0		79
Strathfield - Burwood - Ashfield	Managers	1	Local	63
Strathfield - Burwood - Ashfield	Managers	1	National	81
Strathfield - Burwood - Ashfield	Managers	1	State territory	764
Strathfield - Burwood - Ashfield	Professionals			70
Strathfield - Burwood - Ashfield	Professionals	0		9749
Strathfield - Burwood - Ashfield	Professionals	0		119
Strathfield - Burwood - Ashfield	Professionals	1	Local	117
Strathfield - Burwood - Ashfield	Professionals	1	National	199
Strathfield - Burwood - Ashfield	Professionals	1	State territory	3049
Strathfield - Burwood - Ashfield	Sales workers			37
Strathfield - Burwood - Ashfield	Sales workers	0		5778
Strathfield - Burwood - Ashfield	Sales workers	0		54
Strathfield - Burwood - Ashfield	Sales workers	1	National	33
Strathfield - Burwood - Ashfield	Sales workers	1	State territory	66
Strathfield - Burwood - Ashfield	Technicians and trades workers			85
Strathfield - Burwood - Ashfield	Technicians and trades workers	0		4774
Strathfield - Burwood - Ashfield	Technicians and trades workers	0		77
Strathfield - Burwood - Ashfield	Technicians and trades workers	1	Local	40
Strathfield - Burwood - Ashfield	Technicians and trades workers	1	National	51
Strathfield - Burwood - Ashfield	Technicians and trades workers	1	State territory	306
Chatswood - Lane Cove				510
Chatswood - Lane Cove		0		786
Chatswood - Lane Cove		0		199
Chatswood - Lane Cove		1	Local	10
Chatswood - Lane Cove		1	National	8
Chatswood - Lane Cove		1	State territory	42
Chatswood - Lane Cove	Clerical and administrative workers			34
Chatswood - Lane Cove	Clerical and administrative workers	0		9875
Chatswood - Lane Cove	Clerical and administrative workers	0		136
Chatswood - Lane Cove	Clerical and administrative workers	1	Local	135
Chatswood - Lane Cove	Clerical and administrative workers	1	National	474
Chatswood - Lane Cove	Clerical and administrative workers	1	State territory	918
Chatswood - Lane Cove	Community and personal service workers			68
Chatswood - Lane Cove	Community and personal service workers	0		5100
Chatswood - Lane Cove	Community and personal service workers	0		84
Chatswood - Lane Cove	Community and personal service workers	1	Local	67
Chatswood - Lane Cove	Community and personal service workers	1	National	21
Chatswood - Lane Cove	Community and personal service workers	1	State territory	683
Chatswood - Lane Cove	Labourers			67
Chatswood - Lane Cove	Labourers	0		3270
Chatswood - Lane Cove	Labourers	0		42
Chatswood - Lane Cove	Labourers	1	Local	45
Chatswood - Lane Cove	Labourers	1	National	3
Chatswood - Lane Cove	Labourers	1	State territory	238
Chatswood - Lane Cove	Machinery operators and drivers			36
Chatswood - Lane Cove	Machinery operators and drivers	0		1499
Chatswood - Lane Cove	Machinery operators and drivers	0		23
Chatswood - Lane Cove	Machinery operators and drivers	1	Local	19
Chatswood - Lane Cove	Machinery operators and drivers	1	National	26
Chatswood - Lane Cove	Machinery operators and drivers	1	State territory	236
Chatswood - Lane Cove	Managers			45
Chatswood - Lane Cove	Managers	0		12156
Chatswood - Lane Cove	Managers	0		131
Chatswood - Lane Cove	Managers	1	Local	80
Chatswood - Lane Cove	Managers	1	National	206
Chatswood - Lane Cove	Managers	1	State territory	605
Chatswood - Lane Cove	Professionals			117
Chatswood - Lane Cove	Professionals	0		21744
Chatswood - Lane Cove	Professionals	0		280
Chatswood - Lane Cove	Professionals	1	Local	163
Chatswood - Lane Cove	Professionals	1	National	764
Chatswood - Lane Cove	Professionals	1	State territory	4341
Chatswood - Lane Cove	Sales workers			22
Chatswood - Lane Cove	Sales workers	0		7554
Chatswood - Lane Cove	Sales workers	0		90
Chatswood - Lane Cove	Sales workers	1	Local	3
Chatswood - Lane Cove	Sales workers	1	National	48
Chatswood - Lane Cove	Sales workers	1	State territory	27
Chatswood - Lane Cove	Technicians and trades workers			71
Chatswood - Lane Cove	Technicians and trades workers	0		7077
Chatswood - Lane Cove	Technicians and trades workers	0		115
Chatswood - Lane Cove	Technicians and trades workers	1	Local	71
Chatswood - Lane Cove	Technicians and trades workers	1	National	72
Chatswood - Lane Cove	Technicians and trades workers	1	State territory	296
Hornsby				135
Hornsby		0		211
Hornsby		0		50
Hornsby		1	Local	5
Hornsby		1	National	3
Hornsby		1	State territory	18
Hornsby	Clerical and administrative workers			16
Hornsby	Clerical and administrative workers	0		2834
Hornsby	Clerical and administrative workers	0		39
Hornsby	Clerical and administrative workers	1	Local	115
Hornsby	Clerical and administrative workers	1	National	59
Hornsby	Clerical and administrative workers	1	State territory	316
Hornsby	Community and personal service workers			17
Hornsby	Community and personal service workers	0		2725
Hornsby	Community and personal service workers	0		40
Hornsby	Community and personal service workers	1	Local	38
Hornsby	Community and personal service workers	1	National	18
Hornsby	Community and personal service workers	1	State territory	511
Hornsby	Labourers			25
Hornsby	Labourers	0		2067
Hornsby	Labourers	0		24
Hornsby	Labourers	1	Local	47
Hornsby	Labourers	1	State territory	255
Hornsby	Machinery operators and drivers			14
Hornsby	Machinery operators and drivers	0		1132
Hornsby	Machinery operators and drivers	0		24
Hornsby	Machinery operators and drivers	1	Local	20
Hornsby	Machinery operators and drivers	1	State territory	183
Hornsby	Managers			14
Hornsby	Managers	0		2904
Hornsby	Managers	0		34
Hornsby	Managers	1	Local	59
Hornsby	Managers	1	National	15
Hornsby	Managers	1	State territory	180
Hornsby	Professionals			33
Hornsby	Professionals	0		4539
Hornsby	Professionals	0		63
Hornsby	Professionals	1	Local	141
Hornsby	Professionals	1	National	42
Hornsby	Professionals	1	State territory	1694
Hornsby	Sales workers			9
Hornsby	Sales workers	0		3116
Hornsby	Sales workers	0		31
Hornsby	Sales workers	1	National	7
Hornsby	Sales workers	1	State territory	29
Hornsby	Technicians and trades workers			26
Hornsby	Technicians and trades workers	0		3139
Hornsby	Technicians and trades workers	0		50
Hornsby	Technicians and trades workers	1	Local	51
Hornsby	Technicians and trades workers	1	National	3
Hornsby	Technicians and trades workers	1	State territory	217
Ku-ring-gai				157
Ku-ring-gai		0		344
Ku-ring-gai		0		63
Ku-ring-gai		1	Local	10
Ku-ring-gai		1	National	3
Ku-ring-gai		1	State territory	11
Ku-ring-gai	Clerical and administrative workers			16
Ku-ring-gai	Clerical and administrative workers	0		3504
Ku-ring-gai	Clerical and administrative workers	0		52
Ku-ring-gai	Clerical and administrative workers	1	Local	109
Ku-ring-gai	Clerical and administrative workers	1	National	65
Ku-ring-gai	Clerical and administrative workers	1	State territory	206
Ku-ring-gai	Community and personal service workers			22
Ku-ring-gai	Community and personal service workers	0		4067
Ku-ring-gai	Community and personal service workers	0		51
Ku-ring-gai	Community and personal service workers	1	Local	15
Ku-ring-gai	Community and personal service workers	1	National	10
Ku-ring-gai	Community and personal service workers	1	State territory	268
Ku-ring-gai	Labourers			20
Ku-ring-gai	Labourers	0		1600
Ku-ring-gai	Labourers	0		25
Ku-ring-gai	Labourers	1	Local	14
Ku-ring-gai	Labourers	1	National	3
Ku-ring-gai	Labourers	1	State territory	72
Ku-ring-gai	Machinery operators and drivers			5
Ku-ring-gai	Machinery operators and drivers	0		403
Ku-ring-gai	Machinery operators and drivers	0		4
Ku-ring-gai	Machinery operators and drivers	1	Local	10
Ku-ring-gai	Machinery operators and drivers	1	National	3
Ku-ring-gai	Machinery operators and drivers	1	State territory	5
Ku-ring-gai	Managers			13
Ku-ring-gai	Managers	0		3631
Ku-ring-gai	Managers	0		48
Ku-ring-gai	Managers	1	Local	50
Ku-ring-gai	Managers	1	National	41
Ku-ring-gai	Managers	1	State territory	155
Ku-ring-gai	Professionals			37
Ku-ring-gai	Professionals	0		8781
Ku-ring-gai	Professionals	0		123
Ku-ring-gai	Professionals	1	Local	126
Ku-ring-gai	Professionals	1	National	136
Ku-ring-gai	Professionals	1	State territory	1265
Ku-ring-gai	Sales workers			11
Ku-ring-gai	Sales workers	0		2350
Ku-ring-gai	Sales workers	0		31
Ku-ring-gai	Sales workers	1	National	9
Ku-ring-gai	Sales workers	1	State territory	17
Ku-ring-gai	Technicians and trades workers			19
Ku-ring-gai	Technicians and trades workers	0		2574
Ku-ring-gai	Technicians and trades workers	0		51
Ku-ring-gai	Technicians and trades workers	1	Local	55
Ku-ring-gai	Technicians and trades workers	1	National	22
Ku-ring-gai	Technicians and trades workers	1	State territory	37
North Sydney - Mosman				487
North Sydney - Mosman		0		909
North Sydney - Mosman		0		183
North Sydney - Mosman		1	Local	11
North Sydney - Mosman		1	National	37
North Sydney - Mosman		1	State territory	31
North Sydney - Mosman	Clerical and administrative workers			52
North Sydney - Mosman	Clerical and administrative workers	0		9493
North Sydney - Mosman	Clerical and administrative workers	0		96
North Sydney - Mosman	Clerical and administrative workers	1	Local	156
North Sydney - Mosman	Clerical and administrative workers	1	National	335
North Sydney - Mosman	Clerical and administrative workers	1	State territory	470
North Sydney - Mosman	Community and personal service workers			51
North Sydney - Mosman	Community and personal service workers	0		4893
North Sydney - Mosman	Community and personal service workers	0		73
North Sydney - Mosman	Community and personal service workers	1	Local	29
North Sydney - Mosman	Community and personal service workers	1	National	265
North Sydney - Mosman	Community and personal service workers	1	State territory	378
North Sydney - Mosman	Labourers			63
North Sydney - Mosman	Labourers	0		2263
North Sydney - Mosman	Labourers	0		29
North Sydney - Mosman	Labourers	1	Local	41
North Sydney - Mosman	Labourers	1	National	12
North Sydney - Mosman	Labourers	1	State territory	61
North Sydney - Mosman	Machinery operators and drivers			22
North Sydney - Mosman	Machinery operators and drivers	0		510
North Sydney - Mosman	Machinery operators and drivers	0		14
North Sydney - Mosman	Machinery operators and drivers	1	Local	14
North Sydney - Mosman	Machinery operators and drivers	1	National	15
North Sydney - Mosman	Machinery operators and drivers	1	State territory	100
North Sydney - Mosman	Managers			36
North Sydney - Mosman	Managers	0		14297
North Sydney - Mosman	Managers	0		135
North Sydney - Mosman	Managers	1	Local	86
North Sydney - Mosman	Managers	1	National	623
North Sydney - Mosman	Managers	1	State territory	520
North Sydney - Mosman	Professionals			102
North Sydney - Mosman	Professionals	0		26717
North Sydney - Mosman	Professionals	0		262
North Sydney - Mosman	Professionals	1	Local	186
North Sydney - Mosman	Professionals	1	National	942
North Sydney - Mosman	Professionals	1	State territory	1426
North Sydney - Mosman	Sales workers			39
North Sydney - Mosman	Sales workers	0		5294
North Sydney - Mosman	Sales workers	0		73
North Sydney - Mosman	Sales workers	1	Local	5
North Sydney - Mosman	Sales workers	1	National	31
North Sydney - Mosman	Sales workers	1	State territory	52
North Sydney - Mosman	Technicians and trades workers			47
North Sydney - Mosman	Technicians and trades workers	0		5096
North Sydney - Mosman	Technicians and trades workers	0		79
North Sydney - Mosman	Technicians and trades workers	1	Local	62
North Sydney - Mosman	Technicians and trades workers	1	National	373
North Sydney - Mosman	Technicians and trades workers	1	State territory	100
Manly				68
Manly		0		136
Manly		0		30
Manly		1	Local	5
Manly		1	National	3
Manly		1	State territory	10
Manly	Clerical and administrative workers			13
Manly	Clerical and administrative workers	0		1252
Manly	Clerical and administrative workers	0		23
Manly	Clerical and administrative workers	1	Local	75
Manly	Clerical and administrative workers	1	National	32
Manly	Clerical and administrative workers	1	State territory	124
Manly	Community and personal service workers			6
Manly	Community and personal service workers	0		1839
Manly	Community and personal service workers	0		20
Manly	Community and personal service workers	1	Local	30
Manly	Community and personal service workers	1	State territory	198
Manly	Labourers			9
Manly	Labourers	0		784
Manly	Labourers	0		14
Manly	Labourers	1	Local	30
Manly	Labourers	1	State territory	39
Manly	Machinery operators and drivers			5
Manly	Machinery operators and drivers	0		165
Manly	Machinery operators and drivers	0		6
Manly	Machinery operators and drivers	1	Local	19
Manly	Machinery operators and drivers	1	State territory	26
Manly	Managers			12
Manly	Managers	0		1775
Manly	Managers	0		20
Manly	Managers	1	Local	40
Manly	Managers	1	National	27
Manly	Managers	1	State territory	73
Manly	Professionals			25
Manly	Professionals	0		3033
Manly	Professionals	0		57
Manly	Professionals	1	Local	62
Manly	Professionals	1	National	28
Manly	Professionals	1	State territory	740
Manly	Sales workers			7
Manly	Sales workers	0		1524
Manly	Sales workers	0		29
Manly	Sales workers	1	National	10
Manly	Technicians and trades workers			15
Manly	Technicians and trades workers	0		1434
Manly	Technicians and trades workers	0		29
Manly	Technicians and trades workers	1	Local	29
Manly	Technicians and trades workers	1	State territory	34
Pittwater				130
Pittwater		0		248
Pittwater		0		55
Pittwater		1	Local	6
Pittwater		1	National	3
Pittwater		1	State territory	5
Pittwater	Clerical and administrative workers			13
Pittwater	Clerical and administrative workers	0		2530
Pittwater	Clerical and administrative workers	0		40
Pittwater	Clerical and administrative workers	1	Local	89
Pittwater	Clerical and administrative workers	1	National	33
Pittwater	Clerical and administrative workers	1	State territory	150
Pittwater	Community and personal service workers			16
Pittwater	Community and personal service workers	0		2100
Pittwater	Community and personal service workers	0		30
Pittwater	Community and personal service workers	1	Local	15
Pittwater	Community and personal service workers	1	State territory	185
Pittwater	Labourers			13
Pittwater	Labourers	0		1357
Pittwater	Labourers	0		17
Pittwater	Labourers	1	Local	23
Pittwater	Labourers	1	State territory	57
Pittwater	Machinery operators and drivers	0		616
Pittwater	Machinery operators and drivers	0		15
Pittwater	Machinery operators and drivers	1	Local	4
Pittwater	Machinery operators and drivers	1	National	4
Pittwater	Machinery operators and drivers	1	State territory	147
Pittwater	Managers			16
Pittwater	Managers	0		2925
Pittwater	Managers	0		52
Pittwater	Managers	1	Local	32
Pittwater	Managers	1	National	10
Pittwater	Managers	1	State territory	64
Pittwater	Professionals			20
Pittwater	Professionals	0		3791
Pittwater	Professionals	0		68
Pittwater	Professionals	1	Local	105
Pittwater	Professionals	1	National	30
Pittwater	Professionals	1	State territory	948
Pittwater	Sales workers			10
Pittwater	Sales workers	0		2286
Pittwater	Sales workers	0		32
Pittwater	Sales workers	1	National	11
Pittwater	Sales workers	1	State territory	7
Pittwater	Technicians and trades workers			12
Pittwater	Technicians and trades workers	0		3057
Pittwater	Technicians and trades workers	0		58
Pittwater	Technicians and trades workers	1	Local	44
Pittwater	Technicians and trades workers	1	National	3
Pittwater	Technicians and trades workers	1	State territory	29
Warringah				276
Warringah		0		513
Warringah		0		107
Warringah		1	Local	8
Warringah		1	National	3
Warringah		1	State territory	15
Warringah	Clerical and administrative workers			40
Warringah	Clerical and administrative workers	0		6654
Warringah	Clerical and administrative workers	0		107
Warringah	Clerical and administrative workers	1	Local	169
Warringah	Clerical and administrative workers	1	National	212
Warringah	Clerical and administrative workers	1	State territory	243
Warringah	Community and personal service workers			53
Warringah	Community and personal service workers	0		5244
Warringah	Community and personal service workers	0		80
Warringah	Community and personal service workers	1	Local	62
Warringah	Community and personal service workers	1	National	21
Warringah	Community and personal service workers	1	State territory	528
Warringah	Labourers			38
Warringah	Labourers	0		3642
Warringah	Labourers	0		52
Warringah	Labourers	1	Local	35
Warringah	Labourers	1	National	4
Warringah	Labourers	1	State territory	70
Warringah	Machinery operators and drivers			22
Warringah	Machinery operators and drivers	0		2372
Warringah	Machinery operators and drivers	0		34
Warringah	Machinery operators and drivers	1	Local	25
Warringah	Machinery operators and drivers	1	National	28
Warringah	Machinery operators and drivers	1	State territory	224
Warringah	Managers			16
Warringah	Managers	0		7489
Warringah	Managers	0		103
Warringah	Managers	1	Local	83
Warringah	Managers	1	National	36
Warringah	Managers	1	State territory	201
Warringah	Professionals			46
Warringah	Professionals	0		10395
Warringah	Professionals	0		130
Warringah	Professionals	1	Local	187
Warringah	Professionals	1	National	87
Warringah	Professionals	1	State territory	1433
Warringah	Sales workers			21
Warringah	Sales workers	0		5695
Warringah	Sales workers	0		82
Warringah	Sales workers	1	Local	4
Warringah	Sales workers	1	National	23
Warringah	Sales workers	1	State territory	13
Warringah	Technicians and trades workers			48
Warringah	Technicians and trades workers	0		6922
Warringah	Technicians and trades workers	0		98
Warringah	Technicians and trades workers	1	Local	37
Warringah	Technicians and trades workers	1	National	11
Warringah	Technicians and trades workers	1	State territory	100
Camden				130
Camden		0		191
Camden		0		54
Camden		1	Local	5
Camden		1	State territory	3
Camden	Clerical and administrative workers			15
Camden	Clerical and administrative workers	0		2392
Camden	Clerical and administrative workers	0		28
Camden	Clerical and administrative workers	1	Local	38
Camden	Clerical and administrative workers	1	National	83
Camden	Clerical and administrative workers	1	State territory	124
Camden	Community and personal service workers			15
Camden	Community and personal service workers	0		1934
Camden	Community and personal service workers	0		33
Camden	Community and personal service workers	1	Local	5
Camden	Community and personal service workers	1	National	12
Camden	Community and personal service workers	1	State territory	288
Camden	Labourers			17
Camden	Labourers	0		1925
Camden	Labourers	0		34
Camden	Labourers	1	Local	31
Camden	Labourers	1	State territory	51
Camden	Machinery operators and drivers			30
Camden	Machinery operators and drivers	0		2023
Camden	Machinery operators and drivers	0		36
Camden	Machinery operators and drivers	1	Local	34
Camden	Machinery operators and drivers	1	National	27
Camden	Machinery operators and drivers	1	State territory	17
Camden	Managers			11
Camden	Managers	0		1970
Camden	Managers	0		28
Camden	Managers	1	Local	13
Camden	Managers	1	National	13
Camden	Managers	1	State territory	68
Camden	Professionals			13
Camden	Professionals	0		2158
Camden	Professionals	0		32
Camden	Professionals	1	Local	50
Camden	Professionals	1	National	73
Camden	Professionals	1	State territory	760
Camden	Sales workers			6
Camden	Sales workers	0		2353
Camden	Sales workers	0		41
Camden	Sales workers	1	National	8
Camden	Technicians and trades workers			23
Camden	Technicians and trades workers	0		3370
Camden	Technicians and trades workers	0		67
Camden	Technicians and trades workers	1	Local	35
Camden	Technicians and trades workers	1	National	17
Camden	Technicians and trades workers	1	State territory	24
Campbelltown (NSW)				352
Campbelltown (NSW)		0		508
Campbelltown (NSW)		0		125
Campbelltown (NSW)		1	Local	16
Campbelltown (NSW)		1	National	13
Campbelltown (NSW)		1	State territory	26
Campbelltown (NSW)	Clerical and administrative workers			35
Campbelltown (NSW)	Clerical and administrative workers	0		4820
Campbelltown (NSW)	Clerical and administrative workers	0		74
Campbelltown (NSW)	Clerical and administrative workers	1	Local	181
Campbelltown (NSW)	Clerical and administrative workers	1	National	392
Campbelltown (NSW)	Clerical and administrative workers	1	State territory	608
Campbelltown (NSW)	Community and personal service workers			44
Campbelltown (NSW)	Community and personal service workers	0		4136
Campbelltown (NSW)	Community and personal service workers	0		97
Campbelltown (NSW)	Community and personal service workers	1	Local	137
Campbelltown (NSW)	Community and personal service workers	1	National	37
Campbelltown (NSW)	Community and personal service workers	1	State territory	1256
Campbelltown (NSW)	Labourers			76
Campbelltown (NSW)	Labourers	0		5112
Campbelltown (NSW)	Labourers	0		81
Campbelltown (NSW)	Labourers	1	Local	85
Campbelltown (NSW)	Labourers	1	National	9
Campbelltown (NSW)	Labourers	1	State territory	270
Campbelltown (NSW)	Machinery operators and drivers			73
Campbelltown (NSW)	Machinery operators and drivers	0		4688
Campbelltown (NSW)	Machinery operators and drivers	0		81
Campbelltown (NSW)	Machinery operators and drivers	1	Local	45
Campbelltown (NSW)	Machinery operators and drivers	1	National	5
Campbelltown (NSW)	Machinery operators and drivers	1	State territory	158
Campbelltown (NSW)	Managers			22
Campbelltown (NSW)	Managers	0		4371
Campbelltown (NSW)	Managers	0		54
Campbelltown (NSW)	Managers	1	Local	58
Campbelltown (NSW)	Managers	1	National	64
Campbelltown (NSW)	Managers	1	State territory	351
Campbelltown (NSW)	Professionals			57
Campbelltown (NSW)	Professionals	0		5097
Campbelltown (NSW)	Professionals	0		92
Campbelltown (NSW)	Professionals	1	Local	120
Campbelltown (NSW)	Professionals	1	National	394
Campbelltown (NSW)	Professionals	1	State territory	3292
Campbelltown (NSW)	Sales workers			32
Campbelltown (NSW)	Sales workers	0		5229
Campbelltown (NSW)	Sales workers	0		89
Campbelltown (NSW)	Sales workers	1	National	19
Campbelltown (NSW)	Sales workers	1	State territory	37
Campbelltown (NSW)	Technicians and trades workers			90
Campbelltown (NSW)	Technicians and trades workers	0		5653
Campbelltown (NSW)	Technicians and trades workers	0		98
Campbelltown (NSW)	Technicians and trades workers	1	Local	88
Campbelltown (NSW)	Technicians and trades workers	1	National	40
Campbelltown (NSW)	Technicians and trades workers	1	State territory	124
Wollondilly				67
Wollondilly		0		92
Wollondilly		0		24
Wollondilly		1	Local	3
Wollondilly		1	State territory	4
Wollondilly	Clerical and administrative workers			9
Wollondilly	Clerical and administrative workers	0		924
Wollondilly	Clerical and administrative workers	0		18
