SA4_NAME16	Occupation	OccupationSubtype	workers
Barossa - Yorke - Mid North	Community and personal service workers	Health and welfare support workers	768
Barossa - Yorke - Mid North	Community and personal service workers	Hospitality workers	945
Barossa - Yorke - Mid North	Community and personal service workers	Protective service workers	257
Barossa - Yorke - Mid North	Community and personal service workers	Sports and personal service workers	333
Barossa - Yorke - Mid North	Labourers	Cleaners and laundry workers	1265
Barossa - Yorke - Mid North	Labourers	Construction and mining labourers	413
Barossa - Yorke - Mid North	Labourers	Factory process workers	1737
Barossa - Yorke - Mid North	Labourers	Farm forestry and garden workers	1569
Barossa - Yorke - Mid North	Labourers	Food preparation assistants	722
Barossa - Yorke - Mid North	Labourers	Labourers nfd	152
Barossa - Yorke - Mid North	Labourers	Other labourers	818
Barossa - Yorke - Mid North	Machinery operators and drivers	Machine and stationary plant operators	809
Barossa - Yorke - Mid North	Machinery operators and drivers	Machinery operators and drivers nfd	63
Barossa - Yorke - Mid North	Machinery operators and drivers	Mobile plant operators	723
Barossa - Yorke - Mid North	Machinery operators and drivers	Road and rail drivers	1113
Barossa - Yorke - Mid North	Machinery operators and drivers	Storepersons	229
Barossa - Yorke - Mid North	Managers	Chief executives general managers and legislators	254
Barossa - Yorke - Mid North	Managers	Farmers and farm managers	4377
Barossa - Yorke - Mid North	Managers	Hospitality retail and service managers	1747
Barossa - Yorke - Mid North	Managers	Managers nfd	66
Barossa - Yorke - Mid North	Managers	Specialist managers	1575
Barossa - Yorke - Mid North	Professionals	Arts and media professionals	120
Barossa - Yorke - Mid North	Professionals	Business human resource and marketing professionals	782
Barossa - Yorke - Mid North	Professionals	Design engineering science and transport professionals	795
Barossa - Yorke - Mid North	Professionals	Education professionals	1828
Barossa - Yorke - Mid North	Professionals	Health professionals	1429
Barossa - Yorke - Mid North	Professionals	Information and Communication Technology ICT professionals	87
Barossa - Yorke - Mid North	Professionals	Legal social and welfare professionals	320
Barossa - Yorke - Mid North	Professionals	Professionals nfd	27
Barossa - Yorke - Mid North	Sales workers	Sales assistants and salespersons	2603
Barossa - Yorke - Mid North	Sales workers	Sales representatives and agents	366
Barossa - Yorke - Mid North	Sales workers	Sales support workers	527
Barossa - Yorke - Mid North	Sales workers	Sales workers nfd	3
Barossa - Yorke - Mid North	Technicians and trades workers	Automotive and engineering trades workers	1497
Barossa - Yorke - Mid North	Technicians and trades workers	Construction trades workers	588
Barossa - Yorke - Mid North	Technicians and trades workers	Electrotechnology and telecommunications trades workers	601
Barossa - Yorke - Mid North	Technicians and trades workers	Engineering ICT and science technicians	511
Barossa - Yorke - Mid North	Technicians and trades workers	Food trades workers	792
Barossa - Yorke - Mid North	Technicians and trades workers	Other technicians and trades workers	590
Barossa - Yorke - Mid North	Technicians and trades workers	Skilled animal and horticultural workers	533
Barossa - Yorke - Mid North	Technicians and trades workers	Technicians and trades workers nfd	81
South Australia - Outback			722
South Australia - Outback	Clerical and administrative workers	Clerical and administrative workers nfd	4
South Australia - Outback	Clerical and administrative workers	Clerical and office support workers	191
South Australia - Outback	Clerical and administrative workers	General clerical workers	767
South Australia - Outback	Clerical and administrative workers	Inquiry clerks and receptionists	605
South Australia - Outback	Clerical and administrative workers	Numerical clerks	763
South Australia - Outback	Clerical and administrative workers	Office managers and program administrators	596
South Australia - Outback	Clerical and administrative workers	Other clerical and administrative workers	493
South Australia - Outback	Clerical and administrative workers	Personal assistants and secretaries	237
South Australia - Outback	Community and personal service workers	Carers and aides	1791
South Australia - Outback	Community and personal service workers	Community and personal service workers nfd	3
South Australia - Outback	Community and personal service workers	Health and welfare support workers	743
South Australia - Outback	Community and personal service workers	Hospitality workers	587
South Australia - Outback	Community and personal service workers	Protective service workers	738
South Australia - Outback	Community and personal service workers	Sports and personal service workers	295
South Australia - Outback	Labourers	Cleaners and laundry workers	1243
South Australia - Outback	Labourers	Construction and mining labourers	497
South Australia - Outback	Labourers	Factory process workers	412
South Australia - Outback	Labourers	Farm forestry and garden workers	694
South Australia - Outback	Labourers	Food preparation assistants	544
South Australia - Outback	Labourers	Labourers nfd	104
South Australia - Outback	Labourers	Other labourers	883
South Australia - Outback	Machinery operators and drivers	Machine and stationary plant operators	2370
South Australia - Outback	Machinery operators and drivers	Machinery operators and drivers nfd	108
South Australia - Outback	Machinery operators and drivers	Mobile plant operators	483
South Australia - Outback	Machinery operators and drivers	Road and rail drivers	1185
South Australia - Outback	Machinery operators and drivers	Storepersons	190
South Australia - Outback	Managers	Chief executives general managers and legislators	205
South Australia - Outback	Managers	Farmers and farm managers	2184
South Australia - Outback	Managers	Hospitality retail and service managers	1437
South Australia - Outback	Managers	Managers nfd	68
South Australia - Outback	Managers	Specialist managers	1279
South Australia - Outback	Professionals	Arts and media professionals	131
South Australia - Outback	Professionals	Business human resource and marketing professionals	665
South Australia - Outback	Professionals	Design engineering science and transport professionals	816
South Australia - Outback	Professionals	Education professionals	1649
South Australia - Outback	Professionals	Health professionals	1369
South Australia - Outback	Professionals	Information and Communication Technology ICT professionals	55
South Australia - Outback	Professionals	Legal social and welfare professionals	467
South Australia - Outback	Professionals	Professionals nfd	24
South Australia - Outback	Sales workers	Sales assistants and salespersons	2248
South Australia - Outback	Sales workers	Sales representatives and agents	246
South Australia - Outback	Sales workers	Sales support workers	512
South Australia - Outback	Sales workers	Sales workers nfd	4
South Australia - Outback	Technicians and trades workers	Automotive and engineering trades workers	2046
South Australia - Outback	Technicians and trades workers	Construction trades workers	540
South Australia - Outback	Technicians and trades workers	Electrotechnology and telecommunications trades workers	823
South Australia - Outback	Technicians and trades workers	Engineering ICT and science technicians	892
South Australia - Outback	Technicians and trades workers	Food trades workers	589
South Australia - Outback	Technicians and trades workers	Other technicians and trades workers	620
South Australia - Outback	Technicians and trades workers	Skilled animal and horticultural workers	355
South Australia - Outback	Technicians and trades workers	Technicians and trades workers nfd	80
South Australia - South East			1013
South Australia - South East	Clerical and administrative workers	Clerical and administrative workers nfd	9
South Australia - South East	Clerical and administrative workers	Clerical and office support workers	457
South Australia - South East	Clerical and administrative workers	General clerical workers	1672
South Australia - South East	Clerical and administrative workers	Inquiry clerks and receptionists	1061
South Australia - South East	Clerical and administrative workers	Numerical clerks	1690
South Australia - South East	Clerical and administrative workers	Office managers and program administrators	1135
South Australia - South East	Clerical and administrative workers	Other clerical and administrative workers	834
South Australia - South East	Clerical and administrative workers	Personal assistants and secretaries	465
South Australia - South East	Community and personal service workers	Carers and aides	3782
South Australia - South East	Community and personal service workers	Community and personal service workers nfd	4
South Australia - South East	Community and personal service workers	Health and welfare support workers	1221
South Australia - South East	Community and personal service workers	Hospitality workers	1482
South Australia - South East	Community and personal service workers	Protective service workers	715
South Australia - South East	Community and personal service workers	Sports and personal service workers	691
South Australia - South East	Labourers	Cleaners and laundry workers	2044
South Australia - South East	Labourers	Construction and mining labourers	616
South Australia - South East	Labourers	Factory process workers	3234
South Australia - South East	Labourers	Farm forestry and garden workers	3635
South Australia - South East	Labourers	Food preparation assistants	1128
South Australia - South East	Labourers	Labourers nfd	201
South Australia - South East	Labourers	Other labourers	1309
South Australia - South East	Machinery operators and drivers	Machine and stationary plant operators	940
South Australia - South East	Machinery operators and drivers	Machinery operators and drivers nfd	87
South Australia - South East	Machinery operators and drivers	Mobile plant operators	1381
South Australia - South East	Machinery operators and drivers	Road and rail drivers	2058
South Australia - South East	Machinery operators and drivers	Storepersons	425
South Australia - South East	Managers	Chief executives general managers and legislators	414
South Australia - South East	Managers	Farmers and farm managers	6693
South Australia - South East	Managers	Hospitality retail and service managers	3125
South Australia - South East	Managers	Managers nfd	148
South Australia - South East	Managers	Specialist managers	2376
South Australia - South East	Professionals	Arts and media professionals	218
South Australia - South East	Professionals	Business human resource and marketing professionals	1335
South Australia - South East	Professionals	Design engineering science and transport professionals	1025
South Australia - South East	Professionals	Education professionals	2937
South Australia - South East	Professionals	Health professionals	2503
South Australia - South East	Professionals	Information and Communication Technology ICT professionals	124
South Australia - South East	Professionals	Legal social and welfare professionals	748
South Australia - South East	Professionals	Professionals nfd	23
South Australia - South East	Sales workers	Sales assistants and salespersons	5167
South Australia - South East	Sales workers	Sales representatives and agents	752
South Australia - South East	Sales workers	Sales support workers	1116
South Australia - South East	Sales workers	Sales workers nfd	7
South Australia - South East	Technicians and trades workers	Automotive and engineering trades workers	2525
South Australia - South East	Technicians and trades workers	Construction trades workers	1216
South Australia - South East	Technicians and trades workers	Electrotechnology and telecommunications trades workers	919
South Australia - South East	Technicians and trades workers	Engineering ICT and science technicians	723
South Australia - South East	Technicians and trades workers	Food trades workers	1217
South Australia - South East	Technicians and trades workers	Other technicians and trades workers	935
South Australia - South East	Technicians and trades workers	Skilled animal and horticultural workers	994
South Australia - South East	Technicians and trades workers	Technicians and trades workers nfd	80
Migratory - Offshore - Shipping (SA)	Labourers	Other labourers	23
Migratory - Offshore - Shipping (SA)	Managers	Specialist managers	3
Migratory - Offshore - Shipping (SA)	Professionals	Design engineering science and transport professionals	12
Migratory - Offshore - Shipping (SA)	Technicians and trades workers	Automotive and engineering trades workers	8
Migratory - Offshore - Shipping (SA)	Technicians and trades workers	Other technicians and trades workers	5
No usual address (SA)			626
No usual address (SA)	Clerical and administrative workers	Clerical and office support workers	540
No usual address (SA)	Clerical and administrative workers	General clerical workers	149
No usual address (SA)	Clerical and administrative workers	Inquiry clerks and receptionists	89
No usual address (SA)	Clerical and administrative workers	Numerical clerks	201
No usual address (SA)	Clerical and administrative workers	Office managers and program administrators	94
No usual address (SA)	Clerical and administrative workers	Other clerical and administrative workers	159
No usual address (SA)	Clerical and administrative workers	Personal assistants and secretaries	47
No usual address (SA)	Community and personal service workers	Carers and aides	2292
No usual address (SA)	Community and personal service workers	Health and welfare support workers	496
No usual address (SA)	Community and personal service workers	Hospitality workers	117
No usual address (SA)	Community and personal service workers	Protective service workers	411
No usual address (SA)	Community and personal service workers	Sports and personal service workers	579
No usual address (SA)	Labourers	Cleaners and laundry workers	2686
No usual address (SA)	Labourers	Construction and mining labourers	2076
No usual address (SA)	Labourers	Factory process workers	141
No usual address (SA)	Labourers	Farm forestry and garden workers	1035
No usual address (SA)	Labourers	Food preparation assistants	68
No usual address (SA)	Labourers	Labourers nfd	127
No usual address (SA)	Labourers	Other labourers	1173
No usual address (SA)	Machinery operators and drivers	Machine and stationary plant operators	428
No usual address (SA)	Machinery operators and drivers	Machinery operators and drivers nfd	32
No usual address (SA)	Machinery operators and drivers	Mobile plant operators	579
No usual address (SA)	Machinery operators and drivers	Road and rail drivers	1323
No usual address (SA)	Machinery operators and drivers	Storepersons	43
No usual address (SA)	Managers	Chief executives general managers and legislators	126
No usual address (SA)	Managers	Farmers and farm managers	341
No usual address (SA)	Managers	Hospitality retail and service managers	363
No usual address (SA)	Managers	Managers nfd	51
No usual address (SA)	Managers	Specialist managers	1259
No usual address (SA)	Professionals	Arts and media professionals	305
No usual address (SA)	Professionals	Business human resource and marketing professionals	516
No usual address (SA)	Professionals	Design engineering science and transport professionals	338
No usual address (SA)	Professionals	Education professionals	812
No usual address (SA)	Professionals	Health professionals	698
No usual address (SA)	Professionals	Information and Communication Technology ICT professionals	108
No usual address (SA)	Professionals	Legal social and welfare professionals	284
No usual address (SA)	Professionals	Professionals nfd	33
No usual address (SA)	Sales workers	Sales assistants and salespersons	530
No usual address (SA)	Sales workers	Sales representatives and agents	431
No usual address (SA)	Sales workers	Sales support workers	536
No usual address (SA)	Sales workers	Sales workers nfd	4
No usual address (SA)	Technicians and trades workers	Automotive and engineering trades workers	749
No usual address (SA)	Technicians and trades workers	Construction trades workers	6554
No usual address (SA)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	2087
No usual address (SA)	Technicians and trades workers	Engineering ICT and science technicians	541
No usual address (SA)	Technicians and trades workers	Food trades workers	95
No usual address (SA)	Technicians and trades workers	Other technicians and trades workers	421
No usual address (SA)	Technicians and trades workers	Skilled animal and horticultural workers	1528
No usual address (SA)	Technicians and trades workers	Technicians and trades workers nfd	123
Bunbury			1077
Bunbury	Clerical and administrative workers	Clerical and administrative workers nfd	7
Bunbury	Clerical and administrative workers	Clerical and office support workers	448
Bunbury	Clerical and administrative workers	General clerical workers	1617
Bunbury	Clerical and administrative workers	Inquiry clerks and receptionists	1581
Bunbury	Clerical and administrative workers	Numerical clerks	1872
Bunbury	Clerical and administrative workers	Office managers and program administrators	1345
Bunbury	Clerical and administrative workers	Other clerical and administrative workers	876
Bunbury	Clerical and administrative workers	Personal assistants and secretaries	424
Bunbury	Community and personal service workers	Carers and aides	3583
Bunbury	Community and personal service workers	Community and personal service workers nfd	11
Bunbury	Community and personal service workers	Health and welfare support workers	833
Bunbury	Community and personal service workers	Hospitality workers	1589
Bunbury	Community and personal service workers	Protective service workers	604
Bunbury	Community and personal service workers	Sports and personal service workers	963
Bunbury	Labourers	Cleaners and laundry workers	2243
Bunbury	Labourers	Construction and mining labourers	837
Bunbury	Labourers	Factory process workers	1731
Bunbury	Labourers	Farm forestry and garden workers	1536
Bunbury	Labourers	Food preparation assistants	1160
Bunbury	Labourers	Labourers nfd	153
Bunbury	Labourers	Other labourers	1584
Bunbury	Machinery operators and drivers	Machine and stationary plant operators	2164
Bunbury	Machinery operators and drivers	Machinery operators and drivers nfd	148
Bunbury	Machinery operators and drivers	Mobile plant operators	967
Bunbury	Machinery operators and drivers	Road and rail drivers	2106
Bunbury	Machinery operators and drivers	Storepersons	376
Bunbury	Managers	Chief executives general managers and legislators	466
Bunbury	Managers	Farmers and farm managers	2663
Bunbury	Managers	Hospitality retail and service managers	3227
Bunbury	Managers	Managers nfd	133
Bunbury	Managers	Specialist managers	2758
Bunbury	Professionals	Arts and media professionals	309
Bunbury	Professionals	Business human resource and marketing professionals	1661
Bunbury	Professionals	Design engineering science and transport professionals	1645
Bunbury	Professionals	Education professionals	3269
Bunbury	Professionals	Health professionals	2779
Bunbury	Professionals	Information and Communication Technology ICT professionals	196
Bunbury	Professionals	Legal social and welfare professionals	758
Bunbury	Professionals	Professionals nfd	54
Bunbury	Sales workers	Sales assistants and salespersons	5131
Bunbury	Sales workers	Sales representatives and agents	961
Bunbury	Sales workers	Sales support workers	1081
Bunbury	Sales workers	Sales workers nfd	10
Bunbury	Technicians and trades workers	Automotive and engineering trades workers	3185
Bunbury	Technicians and trades workers	Construction trades workers	1693
Bunbury	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1347
Bunbury	Technicians and trades workers	Engineering ICT and science technicians	1604
Bunbury	Technicians and trades workers	Food trades workers	1276
Bunbury	Technicians and trades workers	Other technicians and trades workers	1303
Bunbury	Technicians and trades workers	Skilled animal and horticultural workers	929
Bunbury	Technicians and trades workers	Technicians and trades workers nfd	138
Mandurah			397
Mandurah	Clerical and administrative workers	Clerical and administrative workers nfd	3
Mandurah	Clerical and administrative workers	Clerical and office support workers	176
Mandurah	Clerical and administrative workers	General clerical workers	567
Mandurah	Clerical and administrative workers	Inquiry clerks and receptionists	646
Mandurah	Clerical and administrative workers	Numerical clerks	705
Mandurah	Clerical and administrative workers	Office managers and program administrators	488
Mandurah	Clerical and administrative workers	Other clerical and administrative workers	310
Mandurah	Clerical and administrative workers	Personal assistants and secretaries	193
Mandurah	Community and personal service workers	Carers and aides	1908
Mandurah	Community and personal service workers	Community and personal service workers nfd	3
Mandurah	Community and personal service workers	Health and welfare support workers	373
Mandurah	Community and personal service workers	Hospitality workers	753
Mandurah	Community and personal service workers	Protective service workers	296
Mandurah	Community and personal service workers	Sports and personal service workers	487
Mandurah	Labourers	Cleaners and laundry workers	808
Mandurah	Labourers	Construction and mining labourers	358
Mandurah	Labourers	Factory process workers	106
Mandurah	Labourers	Farm forestry and garden workers	204
Mandurah	Labourers	Food preparation assistants	637
Mandurah	Labourers	Labourers nfd	51
Mandurah	Labourers	Other labourers	746
Mandurah	Machinery operators and drivers	Machine and stationary plant operators	606
Mandurah	Machinery operators and drivers	Machinery operators and drivers nfd	30
Mandurah	Machinery operators and drivers	Mobile plant operators	204
Mandurah	Machinery operators and drivers	Road and rail drivers	721
Mandurah	Machinery operators and drivers	Storepersons	132
Mandurah	Managers	Chief executives general managers and legislators	172
Mandurah	Managers	Farmers and farm managers	166
Mandurah	Managers	Hospitality retail and service managers	1213
Mandurah	Managers	Managers nfd	51
Mandurah	Managers	Specialist managers	835
Mandurah	Professionals	Arts and media professionals	114
Mandurah	Professionals	Business human resource and marketing professionals	630
Mandurah	Professionals	Design engineering science and transport professionals	390
Mandurah	Professionals	Education professionals	1524
Mandurah	Professionals	Health professionals	1246
Mandurah	Professionals	Information and Communication Technology ICT professionals	58
Mandurah	Professionals	Legal social and welfare professionals	322
Mandurah	Professionals	Professionals nfd	23
Mandurah	Sales workers	Sales assistants and salespersons	2448
Mandurah	Sales workers	Sales representatives and agents	434
Mandurah	Sales workers	Sales support workers	647
Mandurah	Sales workers	Sales workers nfd	7
Mandurah	Technicians and trades workers	Automotive and engineering trades workers	1045
Mandurah	Technicians and trades workers	Construction trades workers	840
Mandurah	Technicians and trades workers	Electrotechnology and telecommunications trades workers	400
Mandurah	Technicians and trades workers	Engineering ICT and science technicians	488
Mandurah	Technicians and trades workers	Food trades workers	452
Mandurah	Technicians and trades workers	Other technicians and trades workers	527
Mandurah	Technicians and trades workers	Skilled animal and horticultural workers	410
Mandurah	Technicians and trades workers	Technicians and trades workers nfd	35
Perth - Inner			3670
Perth - Inner	Clerical and administrative workers	Clerical and administrative workers nfd	118
Perth - Inner	Clerical and administrative workers	Clerical and office support workers	1564
Perth - Inner	Clerical and administrative workers	General clerical workers	6876
Perth - Inner	Clerical and administrative workers	Inquiry clerks and receptionists	6737
Perth - Inner	Clerical and administrative workers	Numerical clerks	9210
Perth - Inner	Clerical and administrative workers	Office managers and program administrators	7548
Perth - Inner	Clerical and administrative workers	Other clerical and administrative workers	5462
Perth - Inner	Clerical and administrative workers	Personal assistants and secretaries	3719
Perth - Inner	Community and personal service workers	Carers and aides	6235
Perth - Inner	Community and personal service workers	Community and personal service workers nfd	15
Perth - Inner	Community and personal service workers	Health and welfare support workers	2180
Perth - Inner	Community and personal service workers	Hospitality workers	5997
Perth - Inner	Community and personal service workers	Protective service workers	3208
Perth - Inner	Community and personal service workers	Sports and personal service workers	3462
Perth - Inner	Labourers	Cleaners and laundry workers	4058
Perth - Inner	Labourers	Construction and mining labourers	1208
Perth - Inner	Labourers	Factory process workers	477
Perth - Inner	Labourers	Farm forestry and garden workers	202
Perth - Inner	Labourers	Food preparation assistants	2649
Perth - Inner	Labourers	Labourers nfd	198
Perth - Inner	Labourers	Other labourers	1739
Perth - Inner	Machinery operators and drivers	Machine and stationary plant operators	1655
Perth - Inner	Machinery operators and drivers	Machinery operators and drivers nfd	40
Perth - Inner	Machinery operators and drivers	Mobile plant operators	235
Perth - Inner	Machinery operators and drivers	Road and rail drivers	1588
Perth - Inner	Machinery operators and drivers	Storepersons	465
Perth - Inner	Managers	Chief executives general managers and legislators	3576
Perth - Inner	Managers	Farmers and farm managers	93
Perth - Inner	Managers	Hospitality retail and service managers	7807
Perth - Inner	Managers	Managers nfd	840
Perth - Inner	Managers	Specialist managers	18572
Perth - Inner	Professionals	Arts and media professionals	1713
Perth - Inner	Professionals	Business human resource and marketing professionals	24798
Perth - Inner	Professionals	Design engineering science and transport professionals	16178
Perth - Inner	Professionals	Education professionals	7312
Perth - Inner	Professionals	Health professionals	16804
Perth - Inner	Professionals	Information and Communication Technology ICT professionals	7450
Perth - Inner	Professionals	Legal social and welfare professionals	7378
Perth - Inner	Professionals	Professionals nfd	1665
Perth - Inner	Sales workers	Sales assistants and salespersons	7640
Perth - Inner	Sales workers	Sales representatives and agents	3722
Perth - Inner	Sales workers	Sales support workers	1673
Perth - Inner	Sales workers	Sales workers nfd	37
Perth - Inner	Technicians and trades workers	Automotive and engineering trades workers	1681
Perth - Inner	Technicians and trades workers	Construction trades workers	2381
Perth - Inner	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1869
Perth - Inner	Technicians and trades workers	Engineering ICT and science technicians	6423
Perth - Inner	Technicians and trades workers	Food trades workers	3627
Perth - Inner	Technicians and trades workers	Other technicians and trades workers	2478
Perth - Inner	Technicians and trades workers	Skilled animal and horticultural workers	857
Perth - Inner	Technicians and trades workers	Technicians and trades workers nfd	298
Perth - North East			1459
Perth - North East	Clerical and administrative workers	Clerical and administrative workers nfd	12
Perth - North East	Clerical and administrative workers	Clerical and office support workers	681
Perth - North East	Clerical and administrative workers	General clerical workers	2057
Perth - North East	Clerical and administrative workers	Inquiry clerks and receptionists	1741
Perth - North East	Clerical and administrative workers	Numerical clerks	2572
Perth - North East	Clerical and administrative workers	Office managers and program administrators	1734
Perth - North East	Clerical and administrative workers	Other clerical and administrative workers	1816
Perth - North East	Clerical and administrative workers	Personal assistants and secretaries	553
Perth - North East	Community and personal service workers	Carers and aides	4327
Perth - North East	Community and personal service workers	Community and personal service workers nfd	7
Perth - North East	Community and personal service workers	Health and welfare support workers	1067
Perth - North East	Community and personal service workers	Hospitality workers	1719
Perth - North East	Community and personal service workers	Protective service workers	1750
Perth - North East	Community and personal service workers	Sports and personal service workers	1254
Perth - North East	Labourers	Cleaners and laundry workers	1918
Perth - North East	Labourers	Construction and mining labourers	1170
Perth - North East	Labourers	Factory process workers	1752
Perth - North East	Labourers	Farm forestry and garden workers	662
Perth - North East	Labourers	Food preparation assistants	1575
Perth - North East	Labourers	Labourers nfd	204
Perth - North East	Labourers	Other labourers	2086
Perth - North East	Machinery operators and drivers	Machine and stationary plant operators	1551
Perth - North East	Machinery operators and drivers	Machinery operators and drivers nfd	153
Perth - North East	Machinery operators and drivers	Mobile plant operators	1044
Perth - North East	Machinery operators and drivers	Road and rail drivers	3457
Perth - North East	Machinery operators and drivers	Storepersons	1457
Perth - North East	Managers	Chief executives general managers and legislators	960
Perth - North East	Managers	Farmers and farm managers	328
Perth - North East	Managers	Hospitality retail and service managers	3716
Perth - North East	Managers	Managers nfd	244
Perth - North East	Managers	Specialist managers	5124
Perth - North East	Professionals	Arts and media professionals	428
Perth - North East	Professionals	Business human resource and marketing professionals	2723
Perth - North East	Professionals	Design engineering science and transport professionals	1885
Perth - North East	Professionals	Education professionals	3988
Perth - North East	Professionals	Health professionals	2706
Perth - North East	Professionals	Information and Communication Technology ICT professionals	600
Perth - North East	Professionals	Legal social and welfare professionals	1009
Perth - North East	Professionals	Professionals nfd	94
Perth - North East	Sales workers	Sales assistants and salespersons	6882
Perth - North East	Sales workers	Sales representatives and agents	1480
Perth - North East	Sales workers	Sales support workers	1520
Perth - North East	Sales workers	Sales workers nfd	23
Perth - North East	Technicians and trades workers	Automotive and engineering trades workers	4949
Perth - North East	Technicians and trades workers	Construction trades workers	2294
Perth - North East	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1760
Perth - North East	Technicians and trades workers	Engineering ICT and science technicians	1635
Perth - North East	Technicians and trades workers	Food trades workers	1455
Perth - North East	Technicians and trades workers	Other technicians and trades workers	2009
Perth - North East	Technicians and trades workers	Skilled animal and horticultural workers	1018
Perth - North East	Technicians and trades workers	Technicians and trades workers nfd	191
Perth - North West			2402
Perth - North West	Clerical and administrative workers	Clerical and administrative workers nfd	36
Perth - North West	Clerical and administrative workers	Clerical and office support workers	1082
Perth - North West	Clerical and administrative workers	General clerical workers	4066
Perth - North West	Clerical and administrative workers	Inquiry clerks and receptionists	4227
Perth - North West	Clerical and administrative workers	Numerical clerks	5204
Perth - North West	Clerical and administrative workers	Office managers and program administrators	3581
Perth - North West	Clerical and administrative workers	Other clerical and administrative workers	2575
Perth - North West	Clerical and administrative workers	Personal assistants and secretaries	1256
Perth - North West	Community and personal service workers	Carers and aides	9377
Perth - North West	Community and personal service workers	Community and personal service workers nfd	8
Perth - North West	Community and personal service workers	Health and welfare support workers	1993
Perth - North West	Community and personal service workers	Hospitality workers	3540
Perth - North West	Community and personal service workers	Protective service workers	1709
Perth - North West	Community and personal service workers	Sports and personal service workers	3086
Perth - North West	Labourers	Cleaners and laundry workers	3731
Perth - North West	Labourers	Construction and mining labourers	1932
Perth - North West	Labourers	Factory process workers	2195
Perth - North West	Labourers	Farm forestry and garden workers	957
Perth - North West	Labourers	Food preparation assistants	2791
Perth - North West	Labourers	Labourers nfd	260
Perth - North West	Labourers	Other labourers	3416
Perth - North West	Machinery operators and drivers	Machine and stationary plant operators	1490
Perth - North West	Machinery operators and drivers	Machinery operators and drivers nfd	115
Perth - North West	Machinery operators and drivers	Mobile plant operators	839
Perth - North West	Machinery operators and drivers	Road and rail drivers	3480
Perth - North West	Machinery operators and drivers	Storepersons	1423
Perth - North West	Managers	Chief executives general managers and legislators	1778
Perth - North West	Managers	Farmers and farm managers	437
Perth - North West	Managers	Hospitality retail and service managers	6637
Perth - North West	Managers	Managers nfd	445
Perth - North West	Managers	Specialist managers	8796
Perth - North West	Professionals	Arts and media professionals	1081
Perth - North West	Professionals	Business human resource and marketing professionals	6463
Perth - North West	Professionals	Design engineering science and transport professionals	3405
Perth - North West	Professionals	Education professionals	9726
Perth - North West	Professionals	Health professionals	6409
Perth - North West	Professionals	Information and Communication Technology ICT professionals	1791
Perth - North West	Professionals	Legal social and welfare professionals	1921
Perth - North West	Professionals	Professionals nfd	272
Perth - North West	Sales workers	Sales assistants and salespersons	14029
Perth - North West	Sales workers	Sales representatives and agents	3325
Perth - North West	Sales workers	Sales support workers	3287
Perth - North West	Sales workers	Sales workers nfd	53
Perth - North West	Technicians and trades workers	Automotive and engineering trades workers	3677
Perth - North West	Technicians and trades workers	Construction trades workers	5290
Perth - North West	Technicians and trades workers	Electrotechnology and telecommunications trades workers	3616
Perth - North West	Technicians and trades workers	Engineering ICT and science technicians	3663
Perth - North West	Technicians and trades workers	Food trades workers	2395
Perth - North West	Technicians and trades workers	Other technicians and trades workers	3407
Perth - North West	Technicians and trades workers	Skilled animal and horticultural workers	1689
Perth - North West	Technicians and trades workers	Technicians and trades workers nfd	262
Perth - South East			3177
Perth - South East	Clerical and administrative workers	Clerical and administrative workers nfd	39
Perth - South East	Clerical and administrative workers	Clerical and office support workers	2368
Perth - South East	Clerical and administrative workers	General clerical workers	4724
Perth - South East	Clerical and administrative workers	Inquiry clerks and receptionists	3752
Perth - South East	Clerical and administrative workers	Numerical clerks	5395
Perth - South East	Clerical and administrative workers	Office managers and program administrators	4118
Perth - South East	Clerical and administrative workers	Other clerical and administrative workers	5028
Perth - South East	Clerical and administrative workers	Personal assistants and secretaries	1227
Perth - South East	Community and personal service workers	Carers and aides	9155
Perth - South East	Community and personal service workers	Community and personal service workers nfd	18
Perth - South East	Community and personal service workers	Health and welfare support workers	2091
Perth - South East	Community and personal service workers	Hospitality workers	5091
Perth - South East	Community and personal service workers	Protective service workers	3173
Perth - South East	Community and personal service workers	Sports and personal service workers	3218
Perth - South East	Labourers	Cleaners and laundry workers	4741
Perth - South East	Labourers	Construction and mining labourers	2158
Perth - South East	Labourers	Factory process workers	2891
Perth - South East	Labourers	Farm forestry and garden workers	1067
Perth - South East	Labourers	Food preparation assistants	3126
Perth - South East	Labourers	Labourers nfd	393
Perth - South East	Labourers	Other labourers	4150
Perth - South East	Machinery operators and drivers	Machine and stationary plant operators	3359
Perth - South East	Machinery operators and drivers	Machinery operators and drivers nfd	304
Perth - South East	Machinery operators and drivers	Mobile plant operators	3309
Perth - South East	Machinery operators and drivers	Road and rail drivers	7868
Perth - South East	Machinery operators and drivers	Storepersons	4081
Perth - South East	Managers	Chief executives general managers and legislators	2185
Perth - South East	Managers	Farmers and farm managers	494
Perth - South East	Managers	Hospitality retail and service managers	7411
Perth - South East	Managers	Managers nfd	569
Perth - South East	Managers	Specialist managers	12205
Perth - South East	Professionals	Arts and media professionals	614
Perth - South East	Professionals	Business human resource and marketing professionals	7790
