SA4_NAME16	IndustryOfEmployment	Occupation	workers
Adelaide - South	Education and training	Labourers	131
Adelaide - South	Education and training	Machinery operators and drivers	31
Adelaide - South	Education and training	Managers	878
Adelaide - South	Education and training	Professionals	7499
Adelaide - South	Education and training	Sales workers	29
Adelaide - South	Education and training	Technicians and trades workers	395
Adelaide - South	Electricity gas water and waste services		17
Adelaide - South	Electricity gas water and waste services	Clerical and administrative workers	76
Adelaide - South	Electricity gas water and waste services	Community and personal service workers	3
Adelaide - South	Electricity gas water and waste services	Labourers	91
Adelaide - South	Electricity gas water and waste services	Machinery operators and drivers	117
Adelaide - South	Electricity gas water and waste services	Managers	81
Adelaide - South	Electricity gas water and waste services	Professionals	27
Adelaide - South	Electricity gas water and waste services	Sales workers	24
Adelaide - South	Electricity gas water and waste services	Technicians and trades workers	165
Adelaide - South	Financial and insurance services		43
Adelaide - South	Financial and insurance services	Clerical and administrative workers	1326
Adelaide - South	Financial and insurance services	Community and personal service workers	18
Adelaide - South	Financial and insurance services	Labourers	5
Adelaide - South	Financial and insurance services	Managers	256
Adelaide - South	Financial and insurance services	Professionals	618
Adelaide - South	Financial and insurance services	Sales workers	115
Adelaide - South	Financial and insurance services	Technicians and trades workers	30
Adelaide - South	Health care and social assistance		85
Adelaide - South	Health care and social assistance	Clerical and administrative workers	2537
Adelaide - South	Health care and social assistance	Community and personal service workers	7339
Adelaide - South	Health care and social assistance	Labourers	1125
Adelaide - South	Health care and social assistance	Machinery operators and drivers	146
Adelaide - South	Health care and social assistance	Managers	736
Adelaide - South	Health care and social assistance	Professionals	8117
Adelaide - South	Health care and social assistance	Sales workers	113
Adelaide - South	Health care and social assistance	Technicians and trades workers	646
Adelaide - South	Information media and telecommunications		4
Adelaide - South	Information media and telecommunications	Clerical and administrative workers	67
Adelaide - South	Information media and telecommunications	Community and personal service workers	7
Adelaide - South	Information media and telecommunications	Labourers	81
Adelaide - South	Information media and telecommunications	Machinery operators and drivers	14
Adelaide - South	Information media and telecommunications	Managers	90
Adelaide - South	Information media and telecommunications	Professionals	164
Adelaide - South	Information media and telecommunications	Sales workers	127
Adelaide - South	Information media and telecommunications	Technicians and trades workers	157
Adelaide - South	Manufacturing		72
Adelaide - South	Manufacturing	Clerical and administrative workers	692
Adelaide - South	Manufacturing	Community and personal service workers	98
Adelaide - South	Manufacturing	Labourers	1077
Adelaide - South	Manufacturing	Machinery operators and drivers	715
Adelaide - South	Manufacturing	Managers	1188
Adelaide - South	Manufacturing	Professionals	646
Adelaide - South	Manufacturing	Sales workers	587
Adelaide - South	Manufacturing	Technicians and trades workers	1704
Adelaide - South	Mining		4
Adelaide - South	Mining	Clerical and administrative workers	25
Adelaide - South	Mining	Labourers	14
Adelaide - South	Mining	Machinery operators and drivers	75
Adelaide - South	Mining	Managers	34
Adelaide - South	Mining	Professionals	22
Adelaide - South	Mining	Sales workers	6
Adelaide - South	Mining	Technicians and trades workers	66
Adelaide - South	Other services		27
Adelaide - South	Other services	Clerical and administrative workers	409
Adelaide - South	Other services	Community and personal service workers	660
Adelaide - South	Other services	Labourers	259
Adelaide - South	Other services	Machinery operators and drivers	54
Adelaide - South	Other services	Managers	332
Adelaide - South	Other services	Professionals	314
Adelaide - South	Other services	Sales workers	77
Adelaide - South	Other services	Technicians and trades workers	2121
Adelaide - South	Professional scientific and technical services		31
Adelaide - South	Professional scientific and technical services	Clerical and administrative workers	853
Adelaide - South	Professional scientific and technical services	Community and personal service workers	18
Adelaide - South	Professional scientific and technical services	Labourers	109
Adelaide - South	Professional scientific and technical services	Machinery operators and drivers	29
Adelaide - South	Professional scientific and technical services	Managers	398
Adelaide - South	Professional scientific and technical services	Professionals	2164
Adelaide - South	Professional scientific and technical services	Sales workers	73
Adelaide - South	Professional scientific and technical services	Technicians and trades workers	711
Adelaide - South	Public administration and safety		77
Adelaide - South	Public administration and safety	Clerical and administrative workers	811
Adelaide - South	Public administration and safety	Community and personal service workers	1227
Adelaide - South	Public administration and safety	Labourers	182
Adelaide - South	Public administration and safety	Machinery operators and drivers	107
Adelaide - South	Public administration and safety	Managers	300
Adelaide - South	Public administration and safety	Professionals	993
Adelaide - South	Public administration and safety	Sales workers	45
Adelaide - South	Public administration and safety	Technicians and trades workers	385
Adelaide - South	Rental hiring and real estate services		14
Adelaide - South	Rental hiring and real estate services	Clerical and administrative workers	283
Adelaide - South	Rental hiring and real estate services	Community and personal service workers	26
Adelaide - South	Rental hiring and real estate services	Labourers	63
Adelaide - South	Rental hiring and real estate services	Machinery operators and drivers	14
Adelaide - South	Rental hiring and real estate services	Managers	140
Adelaide - South	Rental hiring and real estate services	Professionals	83
Adelaide - South	Rental hiring and real estate services	Sales workers	718
Adelaide - South	Rental hiring and real estate services	Technicians and trades workers	33
Adelaide - South	Retail trade		38
Adelaide - South	Retail trade	Clerical and administrative workers	630
Adelaide - South	Retail trade	Community and personal service workers	99
Adelaide - South	Retail trade	Labourers	1457
Adelaide - South	Retail trade	Machinery operators and drivers	399
Adelaide - South	Retail trade	Managers	1900
Adelaide - South	Retail trade	Professionals	444
Adelaide - South	Retail trade	Sales workers	7627
Adelaide - South	Retail trade	Technicians and trades workers	747
Adelaide - South	Transport postal and warehousing		12
Adelaide - South	Transport postal and warehousing	Clerical and administrative workers	467
Adelaide - South	Transport postal and warehousing	Community and personal service workers	24
Adelaide - South	Transport postal and warehousing	Labourers	79
Adelaide - South	Transport postal and warehousing	Machinery operators and drivers	989
Adelaide - South	Transport postal and warehousing	Managers	189
Adelaide - South	Transport postal and warehousing	Professionals	54
Adelaide - South	Transport postal and warehousing	Sales workers	91
Adelaide - South	Transport postal and warehousing	Technicians and trades workers	78
Adelaide - South	Wholesale trade		10
Adelaide - South	Wholesale trade	Clerical and administrative workers	296
Adelaide - South	Wholesale trade	Community and personal service workers	8
Adelaide - South	Wholesale trade	Labourers	114
Adelaide - South	Wholesale trade	Machinery operators and drivers	187
Adelaide - South	Wholesale trade	Managers	451
Adelaide - South	Wholesale trade	Professionals	197
Adelaide - South	Wholesale trade	Sales workers	496
Adelaide - South	Wholesale trade	Technicians and trades workers	183
Adelaide - West		Clerical and administrative workers	520
Adelaide - West		Community and personal service workers	191
Adelaide - West		Labourers	584
Adelaide - West		Machinery operators and drivers	616
Adelaide - West		Managers	532
Adelaide - West		Professionals	365
Adelaide - West		Sales workers	311
Adelaide - West		Technicians and trades workers	727
Adelaide - West	Accommodation and food services		37
Adelaide - West	Accommodation and food services	Clerical and administrative workers	167
Adelaide - West	Accommodation and food services	Community and personal service workers	1799
Adelaide - West	Accommodation and food services	Labourers	1399
Adelaide - West	Accommodation and food services	Machinery operators and drivers	135
Adelaide - West	Accommodation and food services	Managers	1089
Adelaide - West	Accommodation and food services	Professionals	63
Adelaide - West	Accommodation and food services	Sales workers	793
Adelaide - West	Accommodation and food services	Technicians and trades workers	813
Adelaide - West	Administrative and support services		40
Adelaide - West	Administrative and support services	Clerical and administrative workers	574
Adelaide - West	Administrative and support services	Community and personal service workers	296
Adelaide - West	Administrative and support services	Labourers	1714
Adelaide - West	Administrative and support services	Machinery operators and drivers	253
Adelaide - West	Administrative and support services	Managers	419
Adelaide - West	Administrative and support services	Professionals	381
Adelaide - West	Administrative and support services	Sales workers	103
Adelaide - West	Administrative and support services	Technicians and trades workers	307
Adelaide - West	Agriculture forestry and fishing	Clerical and administrative workers	60
Adelaide - West	Agriculture forestry and fishing	Community and personal service workers	4
Adelaide - West	Agriculture forestry and fishing	Labourers	94
Adelaide - West	Agriculture forestry and fishing	Machinery operators and drivers	37
Adelaide - West	Agriculture forestry and fishing	Managers	96
Adelaide - West	Agriculture forestry and fishing	Professionals	35
Adelaide - West	Agriculture forestry and fishing	Sales workers	33
Adelaide - West	Agriculture forestry and fishing	Technicians and trades workers	37
Adelaide - West	Arts and recreation services		30
Adelaide - West	Arts and recreation services	Clerical and administrative workers	253
Adelaide - West	Arts and recreation services	Community and personal service workers	553
Adelaide - West	Arts and recreation services	Labourers	96
Adelaide - West	Arts and recreation services	Machinery operators and drivers	16
Adelaide - West	Arts and recreation services	Managers	342
Adelaide - West	Arts and recreation services	Professionals	277
Adelaide - West	Arts and recreation services	Sales workers	95
Adelaide - West	Arts and recreation services	Technicians and trades workers	179
Adelaide - West	Construction		112
Adelaide - West	Construction	Clerical and administrative workers	1229
Adelaide - West	Construction	Community and personal service workers	19
Adelaide - West	Construction	Labourers	1247
Adelaide - West	Construction	Machinery operators and drivers	853
Adelaide - West	Construction	Managers	1422
Adelaide - West	Construction	Professionals	454
Adelaide - West	Construction	Sales workers	243
Adelaide - West	Construction	Technicians and trades workers	4039
Adelaide - West	Education and training		40
Adelaide - West	Education and training	Clerical and administrative workers	787
Adelaide - West	Education and training	Community and personal service workers	1277
Adelaide - West	Education and training	Labourers	107
Adelaide - West	Education and training	Machinery operators and drivers	35
Adelaide - West	Education and training	Managers	510
Adelaide - West	Education and training	Professionals	3939
Adelaide - West	Education and training	Sales workers	18
Adelaide - West	Education and training	Technicians and trades workers	266
Adelaide - West	Electricity gas water and waste services		43
Adelaide - West	Electricity gas water and waste services	Clerical and administrative workers	480
Adelaide - West	Electricity gas water and waste services	Labourers	189
Adelaide - West	Electricity gas water and waste services	Machinery operators and drivers	470
Adelaide - West	Electricity gas water and waste services	Managers	404
Adelaide - West	Electricity gas water and waste services	Professionals	459
Adelaide - West	Electricity gas water and waste services	Sales workers	83
Adelaide - West	Electricity gas water and waste services	Technicians and trades workers	812
Adelaide - West	Financial and insurance services		33
Adelaide - West	Financial and insurance services	Clerical and administrative workers	1142
Adelaide - West	Financial and insurance services	Community and personal service workers	15
Adelaide - West	Financial and insurance services	Labourers	5
Adelaide - West	Financial and insurance services	Machinery operators and drivers	24
Adelaide - West	Financial and insurance services	Managers	243
Adelaide - West	Financial and insurance services	Professionals	422
Adelaide - West	Financial and insurance services	Sales workers	113
Adelaide - West	Financial and insurance services	Technicians and trades workers	44
Adelaide - West	Health care and social assistance		103
Adelaide - West	Health care and social assistance	Clerical and administrative workers	2101
Adelaide - West	Health care and social assistance	Community and personal service workers	5089
Adelaide - West	Health care and social assistance	Labourers	826
Adelaide - West	Health care and social assistance	Machinery operators and drivers	149
Adelaide - West	Health care and social assistance	Managers	783
Adelaide - West	Health care and social assistance	Professionals	5269
Adelaide - West	Health care and social assistance	Sales workers	106
Adelaide - West	Health care and social assistance	Technicians and trades workers	499
Adelaide - West	Information media and telecommunications		21
Adelaide - West	Information media and telecommunications	Clerical and administrative workers	193
Adelaide - West	Information media and telecommunications	Community and personal service workers	17
Adelaide - West	Information media and telecommunications	Labourers	71
Adelaide - West	Information media and telecommunications	Machinery operators and drivers	30
Adelaide - West	Information media and telecommunications	Managers	222
Adelaide - West	Information media and telecommunications	Professionals	334
Adelaide - West	Information media and telecommunications	Sales workers	143
Adelaide - West	Information media and telecommunications	Technicians and trades workers	417
Adelaide - West	Manufacturing		176
Adelaide - West	Manufacturing	Clerical and administrative workers	1723
Adelaide - West	Manufacturing	Community and personal service workers	97
Adelaide - West	Manufacturing	Labourers	3265
Adelaide - West	Manufacturing	Machinery operators and drivers	2261
Adelaide - West	Manufacturing	Managers	2591
Adelaide - West	Manufacturing	Professionals	1460
Adelaide - West	Manufacturing	Sales workers	872
Adelaide - West	Manufacturing	Technicians and trades workers	4916
Adelaide - West	Mining		9
Adelaide - West	Mining	Clerical and administrative workers	62
Adelaide - West	Mining	Community and personal service workers	3
Adelaide - West	Mining	Labourers	24
Adelaide - West	Mining	Machinery operators and drivers	92
Adelaide - West	Mining	Managers	77
Adelaide - West	Mining	Professionals	72
Adelaide - West	Mining	Sales workers	3
Adelaide - West	Mining	Technicians and trades workers	111
Adelaide - West	Other services		40
Adelaide - West	Other services	Clerical and administrative workers	783
Adelaide - West	Other services	Community and personal service workers	618
Adelaide - West	Other services	Labourers	667
Adelaide - West	Other services	Machinery operators and drivers	217
Adelaide - West	Other services	Managers	489
Adelaide - West	Other services	Professionals	452
Adelaide - West	Other services	Sales workers	150
Adelaide - West	Other services	Technicians and trades workers	2560
Adelaide - West	Professional scientific and technical services		51
Adelaide - West	Professional scientific and technical services	Clerical and administrative workers	817
Adelaide - West	Professional scientific and technical services	Community and personal service workers	23
Adelaide - West	Professional scientific and technical services	Labourers	161
Adelaide - West	Professional scientific and technical services	Machinery operators and drivers	78
Adelaide - West	Professional scientific and technical services	Managers	607
Adelaide - West	Professional scientific and technical services	Professionals	2110
Adelaide - West	Professional scientific and technical services	Sales workers	103
Adelaide - West	Professional scientific and technical services	Technicians and trades workers	853
Adelaide - West	Public administration and safety		93
Adelaide - West	Public administration and safety	Clerical and administrative workers	1174
Adelaide - West	Public administration and safety	Community and personal service workers	1750
Adelaide - West	Public administration and safety	Labourers	392
Adelaide - West	Public administration and safety	Machinery operators and drivers	130
Adelaide - West	Public administration and safety	Managers	499
Adelaide - West	Public administration and safety	Professionals	1087
Adelaide - West	Public administration and safety	Sales workers	41
Adelaide - West	Public administration and safety	Technicians and trades workers	754
Adelaide - West	Rental hiring and real estate services		33
Adelaide - West	Rental hiring and real estate services	Clerical and administrative workers	266
Adelaide - West	Rental hiring and real estate services	Community and personal service workers	27
Adelaide - West	Rental hiring and real estate services	Labourers	191
Adelaide - West	Rental hiring and real estate services	Machinery operators and drivers	88
Adelaide - West	Rental hiring and real estate services	Managers	238
Adelaide - West	Rental hiring and real estate services	Professionals	93
Adelaide - West	Rental hiring and real estate services	Sales workers	626
Adelaide - West	Rental hiring and real estate services	Technicians and trades workers	127
Adelaide - West	Retail trade		60
Adelaide - West	Retail trade	Clerical and administrative workers	873
Adelaide - West	Retail trade	Community and personal service workers	131
Adelaide - West	Retail trade	Labourers	1168
Adelaide - West	Retail trade	Machinery operators and drivers	803
Adelaide - West	Retail trade	Managers	1966
Adelaide - West	Retail trade	Professionals	528
Adelaide - West	Retail trade	Sales workers	7086
Adelaide - West	Retail trade	Technicians and trades workers	721
Adelaide - West	Transport postal and warehousing		111
Adelaide - West	Transport postal and warehousing	Clerical and administrative workers	2589
Adelaide - West	Transport postal and warehousing	Community and personal service workers	520
Adelaide - West	Transport postal and warehousing	Labourers	664
Adelaide - West	Transport postal and warehousing	Machinery operators and drivers	4703
Adelaide - West	Transport postal and warehousing	Managers	1197
Adelaide - West	Transport postal and warehousing	Professionals	745
Adelaide - West	Transport postal and warehousing	Sales workers	457
Adelaide - West	Transport postal and warehousing	Technicians and trades workers	652
Adelaide - West	Wholesale trade		47
Adelaide - West	Wholesale trade	Clerical and administrative workers	1052
Adelaide - West	Wholesale trade	Community and personal service workers	13
Adelaide - West	Wholesale trade	Labourers	352
Adelaide - West	Wholesale trade	Machinery operators and drivers	1271
Adelaide - West	Wholesale trade	Managers	1106
Adelaide - West	Wholesale trade	Professionals	543
Adelaide - West	Wholesale trade	Sales workers	995
Adelaide - West	Wholesale trade	Technicians and trades workers	461
Barossa - Yorke - Mid North		Clerical and administrative workers	130
Barossa - Yorke - Mid North		Community and personal service workers	47
Barossa - Yorke - Mid North		Labourers	217
Barossa - Yorke - Mid North		Machinery operators and drivers	104
Barossa - Yorke - Mid North		Managers	179
Barossa - Yorke - Mid North		Professionals	74
Barossa - Yorke - Mid North		Sales workers	82
Barossa - Yorke - Mid North		Technicians and trades workers	201
Barossa - Yorke - Mid North	Accommodation and food services		21
Barossa - Yorke - Mid North	Accommodation and food services	Clerical and administrative workers	108
Barossa - Yorke - Mid North	Accommodation and food services	Community and personal service workers	804
Barossa - Yorke - Mid North	Accommodation and food services	Labourers	774
Barossa - Yorke - Mid North	Accommodation and food services	Machinery operators and drivers	23
Barossa - Yorke - Mid North	Accommodation and food services	Managers	667
Barossa - Yorke - Mid North	Accommodation and food services	Professionals	15
Barossa - Yorke - Mid North	Accommodation and food services	Sales workers	222
Barossa - Yorke - Mid North	Accommodation and food services	Technicians and trades workers	415
Barossa - Yorke - Mid North	Administrative and support services		18
Barossa - Yorke - Mid North	Administrative and support services	Clerical and administrative workers	127
Barossa - Yorke - Mid North	Administrative and support services	Community and personal service workers	84
Barossa - Yorke - Mid North	Administrative and support services	Labourers	648
Barossa - Yorke - Mid North	Administrative and support services	Machinery operators and drivers	100
Barossa - Yorke - Mid North	Administrative and support services	Managers	104
Barossa - Yorke - Mid North	Administrative and support services	Professionals	75
Barossa - Yorke - Mid North	Administrative and support services	Sales workers	17
Barossa - Yorke - Mid North	Administrative and support services	Technicians and trades workers	110
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Clerical and administrative workers	313
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Community and personal service workers	12
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Labourers	1334
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Machinery operators and drivers	247
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Managers	4193
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Professionals	105
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Sales workers	40
Barossa - Yorke - Mid North	Agriculture forestry and fishing	Technicians and trades workers	248
Barossa - Yorke - Mid North	Arts and recreation services		3
Barossa - Yorke - Mid North	Arts and recreation services	Clerical and administrative workers	26
Barossa - Yorke - Mid North	Arts and recreation services	Community and personal service workers	57
Barossa - Yorke - Mid North	Arts and recreation services	Labourers	54
Barossa - Yorke - Mid North	Arts and recreation services	Managers	50
Barossa - Yorke - Mid North	Arts and recreation services	Professionals	39
Barossa - Yorke - Mid North	Arts and recreation services	Sales workers	13
Barossa - Yorke - Mid North	Arts and recreation services	Technicians and trades workers	66
Barossa - Yorke - Mid North	Construction		13
Barossa - Yorke - Mid North	Construction	Clerical and administrative workers	233
Barossa - Yorke - Mid North	Construction	Labourers	347
Barossa - Yorke - Mid North	Construction	Machinery operators and drivers	278
Barossa - Yorke - Mid North	Construction	Managers	245
Barossa - Yorke - Mid North	Construction	Professionals	33
Barossa - Yorke - Mid North	Construction	Sales workers	23
Barossa - Yorke - Mid North	Construction	Technicians and trades workers	937
Barossa - Yorke - Mid North	Education and training		7
Barossa - Yorke - Mid North	Education and training	Clerical and administrative workers	331
Barossa - Yorke - Mid North	Education and training	Community and personal service workers	665
Barossa - Yorke - Mid North	Education and training	Labourers	79
Barossa - Yorke - Mid North	Education and training	Machinery operators and drivers	51
Barossa - Yorke - Mid North	Education and training	Managers	205
Barossa - Yorke - Mid North	Education and training	Professionals	1908
Barossa - Yorke - Mid North	Education and training	Sales workers	8
Barossa - Yorke - Mid North	Education and training	Technicians and trades workers	135
Barossa - Yorke - Mid North	Electricity gas water and waste services		8
Barossa - Yorke - Mid North	Electricity gas water and waste services	Clerical and administrative workers	42
Barossa - Yorke - Mid North	Electricity gas water and waste services	Labourers	69
Barossa - Yorke - Mid North	Electricity gas water and waste services	Machinery operators and drivers	68
Barossa - Yorke - Mid North	Electricity gas water and waste services	Managers	23
Barossa - Yorke - Mid North	Electricity gas water and waste services	Professionals	15
Barossa - Yorke - Mid North	Electricity gas water and waste services	Sales workers	11
Barossa - Yorke - Mid North	Electricity gas water and waste services	Technicians and trades workers	177
Barossa - Yorke - Mid North	Financial and insurance services		5
Barossa - Yorke - Mid North	Financial and insurance services	Clerical and administrative workers	238
Barossa - Yorke - Mid North	Financial and insurance services	Community and personal service workers	3
Barossa - Yorke - Mid North	Financial and insurance services	Labourers	11
Barossa - Yorke - Mid North	Financial and insurance services	Managers	57
Barossa - Yorke - Mid North	Financial and insurance services	Professionals	110
Barossa - Yorke - Mid North	Financial and insurance services	Sales workers	28
Barossa - Yorke - Mid North	Financial and insurance services	Technicians and trades workers	3
Barossa - Yorke - Mid North	Health care and social assistance		47
Barossa - Yorke - Mid North	Health care and social assistance	Clerical and administrative workers	588
Barossa - Yorke - Mid North	Health care and social assistance	Community and personal service workers	2054
Barossa - Yorke - Mid North	Health care and social assistance	Labourers	495
Barossa - Yorke - Mid North	Health care and social assistance	Machinery operators and drivers	12
Barossa - Yorke - Mid North	Health care and social assistance	Managers	209
Barossa - Yorke - Mid North	Health care and social assistance	Professionals	1425
Barossa - Yorke - Mid North	Health care and social assistance	Sales workers	33
Barossa - Yorke - Mid North	Health care and social assistance	Technicians and trades workers	167
Barossa - Yorke - Mid North	Information media and telecommunications	Clerical and administrative workers	45
Barossa - Yorke - Mid North	Information media and telecommunications	Labourers	13
Barossa - Yorke - Mid North	Information media and telecommunications	Machinery operators and drivers	7
Barossa - Yorke - Mid North	Information media and telecommunications	Managers	21
Barossa - Yorke - Mid North	Information media and telecommunications	Professionals	68
Barossa - Yorke - Mid North	Information media and telecommunications	Sales workers	24
Barossa - Yorke - Mid North	Information media and telecommunications	Technicians and trades workers	41
Barossa - Yorke - Mid North	Manufacturing		68
Barossa - Yorke - Mid North	Manufacturing	Clerical and administrative workers	472
Barossa - Yorke - Mid North	Manufacturing	Community and personal service workers	108
Barossa - Yorke - Mid North	Manufacturing	Labourers	1624
Barossa - Yorke - Mid North	Manufacturing	Machinery operators and drivers	785
Barossa - Yorke - Mid North	Manufacturing	Managers	758
Barossa - Yorke - Mid North	Manufacturing	Professionals	525
Barossa - Yorke - Mid North	Manufacturing	Sales workers	269
Barossa - Yorke - Mid North	Manufacturing	Technicians and trades workers	1085
Barossa - Yorke - Mid North	Mining		3
Barossa - Yorke - Mid North	Mining	Clerical and administrative workers	20
Barossa - Yorke - Mid North	Mining	Labourers	21
Barossa - Yorke - Mid North	Mining	Machinery operators and drivers	139
Barossa - Yorke - Mid North	Mining	Managers	24
Barossa - Yorke - Mid North	Mining	Professionals	5
Barossa - Yorke - Mid North	Mining	Technicians and trades workers	35
Barossa - Yorke - Mid North	Other services		3
Barossa - Yorke - Mid North	Other services	Clerical and administrative workers	134
Barossa - Yorke - Mid North	Other services	Community and personal service workers	162
Barossa - Yorke - Mid North	Other services	Labourers	129
Barossa - Yorke - Mid North	Other services	Machinery operators and drivers	14
Barossa - Yorke - Mid North	Other services	Managers	69
Barossa - Yorke - Mid North	Other services	Professionals	98
Barossa - Yorke - Mid North	Other services	Sales workers	17
Barossa - Yorke - Mid North	Other services	Technicians and trades workers	748
Barossa - Yorke - Mid North	Professional scientific and technical services		9
Barossa - Yorke - Mid North	Professional scientific and technical services	Clerical and administrative workers	308
Barossa - Yorke - Mid North	Professional scientific and technical services	Community and personal service workers	8
Barossa - Yorke - Mid North	Professional scientific and technical services	Labourers	42
Barossa - Yorke - Mid North	Professional scientific and technical services	Machinery operators and drivers	8
Barossa - Yorke - Mid North	Professional scientific and technical services	Managers	64
Barossa - Yorke - Mid North	Professional scientific and technical services	Professionals	361
Barossa - Yorke - Mid North	Professional scientific and technical services	Sales workers	12
Barossa - Yorke - Mid North	Professional scientific and technical services	Technicians and trades workers	153
Barossa - Yorke - Mid North	Public administration and safety		27
Barossa - Yorke - Mid North	Public administration and safety	Clerical and administrative workers	410
Barossa - Yorke - Mid North	Public administration and safety	Community and personal service workers	313
Barossa - Yorke - Mid North	Public administration and safety	Labourers	131
Barossa - Yorke - Mid North	Public administration and safety	Machinery operators and drivers	126
Barossa - Yorke - Mid North	Public administration and safety	Managers	182
Barossa - Yorke - Mid North	Public administration and safety	Professionals	281
Barossa - Yorke - Mid North	Public administration and safety	Sales workers	14
Barossa - Yorke - Mid North	Public administration and safety	Technicians and trades workers	133
Barossa - Yorke - Mid North	Rental hiring and real estate services		7
Barossa - Yorke - Mid North	Rental hiring and real estate services	Clerical and administrative workers	90
Barossa - Yorke - Mid North	Rental hiring and real estate services	Community and personal service workers	7
Barossa - Yorke - Mid North	Rental hiring and real estate services	Labourers	20
Barossa - Yorke - Mid North	Rental hiring and real estate services	Machinery operators and drivers	6
Barossa - Yorke - Mid North	Rental hiring and real estate services	Managers	19
Barossa - Yorke - Mid North	Rental hiring and real estate services	Professionals	16
Barossa - Yorke - Mid North	Rental hiring and real estate services	Sales workers	149
Barossa - Yorke - Mid North	Rental hiring and real estate services	Technicians and trades workers	10
Barossa - Yorke - Mid North	Retail trade		10
Barossa - Yorke - Mid North	Retail trade	Clerical and administrative workers	233
Barossa - Yorke - Mid North	Retail trade	Community and personal service workers	27
Barossa - Yorke - Mid North	Retail trade	Labourers	473
Barossa - Yorke - Mid North	Retail trade	Machinery operators and drivers	97
Barossa - Yorke - Mid North	Retail trade	Managers	635
Barossa - Yorke - Mid North	Retail trade	Professionals	128
Barossa - Yorke - Mid North	Retail trade	Sales workers	2244
Barossa - Yorke - Mid North	Retail trade	Technicians and trades workers	357
Barossa - Yorke - Mid North	Transport postal and warehousing		11
Barossa - Yorke - Mid North	Transport postal and warehousing	Clerical and administrative workers	297
Barossa - Yorke - Mid North	Transport postal and warehousing	Community and personal service workers	5
Barossa - Yorke - Mid North	Transport postal and warehousing	Labourers	95
Barossa - Yorke - Mid North	Transport postal and warehousing	Machinery operators and drivers	719
Barossa - Yorke - Mid North	Transport postal and warehousing	Managers	168
Barossa - Yorke - Mid North	Transport postal and warehousing	Professionals	25
Barossa - Yorke - Mid North	Transport postal and warehousing	Sales workers	60
Barossa - Yorke - Mid North	Transport postal and warehousing	Technicians and trades workers	53
Barossa - Yorke - Mid North	Wholesale trade		13
Barossa - Yorke - Mid North	Wholesale trade	Clerical and administrative workers	129
Barossa - Yorke - Mid North	Wholesale trade	Community and personal service workers	3
Barossa - Yorke - Mid North	Wholesale trade	Labourers	100
Barossa - Yorke - Mid North	Wholesale trade	Machinery operators and drivers	148
Barossa - Yorke - Mid North	Wholesale trade	Managers	164
Barossa - Yorke - Mid North	Wholesale trade	Professionals	76
Barossa - Yorke - Mid North	Wholesale trade	Sales workers	227
Barossa - Yorke - Mid North	Wholesale trade	Technicians and trades workers	104
South Australia - Outback		Clerical and administrative workers	66
South Australia - Outback		Community and personal service workers	61
South Australia - Outback		Labourers	183
South Australia - Outback		Machinery operators and drivers	113
South Australia - Outback		Managers	109
South Australia - Outback		Professionals	59
South Australia - Outback		Sales workers	49
South Australia - Outback		Technicians and trades workers	171
South Australia - Outback	Accommodation and food services		24
South Australia - Outback	Accommodation and food services	Clerical and administrative workers	120
South Australia - Outback	Accommodation and food services	Community and personal service workers	556
South Australia - Outback	Accommodation and food services	Labourers	727
South Australia - Outback	Accommodation and food services	Machinery operators and drivers	43
South Australia - Outback	Accommodation and food services	Managers	486
South Australia - Outback	Accommodation and food services	Professionals	12
South Australia - Outback	Accommodation and food services	Sales workers	315
South Australia - Outback	Accommodation and food services	Technicians and trades workers	284
South Australia - Outback	Administrative and support services		17
South Australia - Outback	Administrative and support services	Clerical and administrative workers	90
South Australia - Outback	Administrative and support services	Community and personal service workers	95
South Australia - Outback	Administrative and support services	Labourers	461
South Australia - Outback	Administrative and support services	Machinery operators and drivers	52
South Australia - Outback	Administrative and support services	Managers	66
South Australia - Outback	Administrative and support services	Professionals	147
South Australia - Outback	Administrative and support services	Sales workers	11
South Australia - Outback	Administrative and support services	Technicians and trades workers	104
South Australia - Outback	Agriculture forestry and fishing	Clerical and administrative workers	185
South Australia - Outback	Agriculture forestry and fishing	Community and personal service workers	7
South Australia - Outback	Agriculture forestry and fishing	Labourers	817
South Australia - Outback	Agriculture forestry and fishing	Machinery operators and drivers	112
South Australia - Outback	Agriculture forestry and fishing	Managers	2200
South Australia - Outback	Agriculture forestry and fishing	Professionals	121
South Australia - Outback	Agriculture forestry and fishing	Sales workers	39
South Australia - Outback	Agriculture forestry and fishing	Technicians and trades workers	199
South Australia - Outback	Arts and recreation services		3
South Australia - Outback	Arts and recreation services	Clerical and administrative workers	38
South Australia - Outback	Arts and recreation services	Community and personal service workers	63
South Australia - Outback	Arts and recreation services	Labourers	35
South Australia - Outback	Arts and recreation services	Machinery operators and drivers	11
South Australia - Outback	Arts and recreation services	Managers	41
South Australia - Outback	Arts and recreation services	Professionals	68
