SA4_NAME16	Occupation	OccupationSubtype	Sex	workers
No usual address (NSW)	Technicians and trades workers	Skilled animal and horticultural workers	F	634
No usual address (NSW)	Technicians and trades workers	Skilled animal and horticultural workers	M	4487
No usual address (NSW)	Technicians and trades workers	Technicians and trades workers nfd	F	15
No usual address (NSW)	Technicians and trades workers	Technicians and trades workers nfd	M	474
Ballarat			F	409
Ballarat			M	552
Ballarat	Clerical and administrative workers	Clerical and administrative workers nfd	F	16
Ballarat	Clerical and administrative workers	Clerical and office support workers	F	220
Ballarat	Clerical and administrative workers	Clerical and office support workers	M	202
Ballarat	Clerical and administrative workers	General clerical workers	F	1244
Ballarat	Clerical and administrative workers	General clerical workers	M	164
Ballarat	Clerical and administrative workers	Inquiry clerks and receptionists	F	1357
Ballarat	Clerical and administrative workers	Inquiry clerks and receptionists	M	196
Ballarat	Clerical and administrative workers	Numerical clerks	F	1330
Ballarat	Clerical and administrative workers	Numerical clerks	M	211
Ballarat	Clerical and administrative workers	Office managers and program administrators	F	917
Ballarat	Clerical and administrative workers	Office managers and program administrators	M	199
Ballarat	Clerical and administrative workers	Other clerical and administrative workers	F	603
Ballarat	Clerical and administrative workers	Other clerical and administrative workers	M	433
Ballarat	Clerical and administrative workers	Personal assistants and secretaries	F	430
Ballarat	Clerical and administrative workers	Personal assistants and secretaries	M	17
Ballarat	Community and personal service workers	Carers and aides	F	2816
Ballarat	Community and personal service workers	Carers and aides	M	447
Ballarat	Community and personal service workers	Community and personal service workers nfd	F	3
Ballarat	Community and personal service workers	Health and welfare support workers	F	925
Ballarat	Community and personal service workers	Health and welfare support workers	M	284
Ballarat	Community and personal service workers	Hospitality workers	F	1130
Ballarat	Community and personal service workers	Hospitality workers	M	415
Ballarat	Community and personal service workers	Protective service workers	F	143
Ballarat	Community and personal service workers	Protective service workers	M	511
Ballarat	Community and personal service workers	Sports and personal service workers	F	593
Ballarat	Community and personal service workers	Sports and personal service workers	M	324
Ballarat	Labourers	Cleaners and laundry workers	F	948
Ballarat	Labourers	Cleaners and laundry workers	M	564
Ballarat	Labourers	Construction and mining labourers	F	24
Ballarat	Labourers	Construction and mining labourers	M	563
Ballarat	Labourers	Factory process workers	F	453
Ballarat	Labourers	Factory process workers	M	926
Ballarat	Labourers	Farm forestry and garden workers	F	238
Ballarat	Labourers	Farm forestry and garden workers	M	431
Ballarat	Labourers	Food preparation assistants	F	650
Ballarat	Labourers	Food preparation assistants	M	506
Ballarat	Labourers	Labourers nfd	F	44
Ballarat	Labourers	Labourers nfd	M	108
Ballarat	Labourers	Other labourers	F	281
Ballarat	Labourers	Other labourers	M	746
Ballarat	Machinery operators and drivers	Machine and stationary plant operators	F	130
Ballarat	Machinery operators and drivers	Machine and stationary plant operators	M	561
Ballarat	Machinery operators and drivers	Machinery operators and drivers nfd	F	6
Ballarat	Machinery operators and drivers	Machinery operators and drivers nfd	M	56
Ballarat	Machinery operators and drivers	Mobile plant operators	F	21
Ballarat	Machinery operators and drivers	Mobile plant operators	M	525
Ballarat	Machinery operators and drivers	Road and rail drivers	F	83
Ballarat	Machinery operators and drivers	Road and rail drivers	M	1489
Ballarat	Machinery operators and drivers	Storepersons	F	44
Ballarat	Machinery operators and drivers	Storepersons	M	317
Ballarat	Managers	Chief executives general managers and legislators	F	112
Ballarat	Managers	Chief executives general managers and legislators	M	331
Ballarat	Managers	Farmers and farm managers	F	396
Ballarat	Managers	Farmers and farm managers	M	1205
Ballarat	Managers	Hospitality retail and service managers	F	1170
Ballarat	Managers	Hospitality retail and service managers	M	1379
Ballarat	Managers	Managers nfd	F	57
Ballarat	Managers	Managers nfd	M	117
Ballarat	Managers	Specialist managers	F	888
Ballarat	Managers	Specialist managers	M	1859
Ballarat	Professionals	Arts and media professionals	F	186
Ballarat	Professionals	Arts and media professionals	M	195
Ballarat	Professionals	Business human resource and marketing professionals	F	891
Ballarat	Professionals	Business human resource and marketing professionals	M	956
Ballarat	Professionals	Design engineering science and transport professionals	F	368
Ballarat	Professionals	Design engineering science and transport professionals	M	755
Ballarat	Professionals	Education professionals	F	2245
Ballarat	Professionals	Education professionals	M	1050
Ballarat	Professionals	Health professionals	F	2866
Ballarat	Professionals	Health professionals	M	871
Ballarat	Professionals	Information and Communication Technology ICT professionals	F	84
Ballarat	Professionals	Information and Communication Technology ICT professionals	M	462
Ballarat	Professionals	Legal social and welfare professionals	F	732
Ballarat	Professionals	Legal social and welfare professionals	M	322
Ballarat	Professionals	Professionals nfd	F	65
Ballarat	Professionals	Professionals nfd	M	52
Ballarat	Sales workers	Sales assistants and salespersons	F	3151
Ballarat	Sales workers	Sales assistants and salespersons	M	1617
Ballarat	Sales workers	Sales representatives and agents	F	278
Ballarat	Sales workers	Sales representatives and agents	M	411
Ballarat	Sales workers	Sales support workers	F	629
Ballarat	Sales workers	Sales support workers	M	241
Ballarat	Sales workers	Sales workers nfd	F	10
Ballarat	Sales workers	Sales workers nfd	M	6
Ballarat	Technicians and trades workers	Automotive and engineering trades workers	F	37
Ballarat	Technicians and trades workers	Automotive and engineering trades workers	M	1922
Ballarat	Technicians and trades workers	Construction trades workers	F	21
Ballarat	Technicians and trades workers	Construction trades workers	M	1424
Ballarat	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	24
Ballarat	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	752
Ballarat	Technicians and trades workers	Engineering ICT and science technicians	F	372
Ballarat	Technicians and trades workers	Engineering ICT and science technicians	M	730
Ballarat	Technicians and trades workers	Food trades workers	F	432
Ballarat	Technicians and trades workers	Food trades workers	M	642
Ballarat	Technicians and trades workers	Other technicians and trades workers	F	467
Ballarat	Technicians and trades workers	Other technicians and trades workers	M	464
Ballarat	Technicians and trades workers	Skilled animal and horticultural workers	F	218
Ballarat	Technicians and trades workers	Skilled animal and horticultural workers	M	540
Ballarat	Technicians and trades workers	Technicians and trades workers nfd	F	3
Ballarat	Technicians and trades workers	Technicians and trades workers nfd	M	68
Bendigo			F	386
Bendigo			M	510
Bendigo	Clerical and administrative workers	Clerical and administrative workers nfd	F	9
Bendigo	Clerical and administrative workers	Clerical and administrative workers nfd	M	3
Bendigo	Clerical and administrative workers	Clerical and office support workers	F	178
Bendigo	Clerical and administrative workers	Clerical and office support workers	M	232
Bendigo	Clerical and administrative workers	General clerical workers	F	1296
Bendigo	Clerical and administrative workers	General clerical workers	M	159
Bendigo	Clerical and administrative workers	Inquiry clerks and receptionists	F	1176
Bendigo	Clerical and administrative workers	Inquiry clerks and receptionists	M	134
Bendigo	Clerical and administrative workers	Numerical clerks	F	1360
Bendigo	Clerical and administrative workers	Numerical clerks	M	304
Bendigo	Clerical and administrative workers	Office managers and program administrators	F	944
Bendigo	Clerical and administrative workers	Office managers and program administrators	M	304
Bendigo	Clerical and administrative workers	Other clerical and administrative workers	F	420
Bendigo	Clerical and administrative workers	Other clerical and administrative workers	M	342
Bendigo	Clerical and administrative workers	Personal assistants and secretaries	F	394
Bendigo	Clerical and administrative workers	Personal assistants and secretaries	M	9
Bendigo	Community and personal service workers	Carers and aides	F	2697
Bendigo	Community and personal service workers	Carers and aides	M	429
Bendigo	Community and personal service workers	Community and personal service workers nfd	F	9
Bendigo	Community and personal service workers	Health and welfare support workers	F	927
Bendigo	Community and personal service workers	Health and welfare support workers	M	397
Bendigo	Community and personal service workers	Hospitality workers	F	984
Bendigo	Community and personal service workers	Hospitality workers	M	346
Bendigo	Community and personal service workers	Protective service workers	F	190
Bendigo	Community and personal service workers	Protective service workers	M	666
Bendigo	Community and personal service workers	Sports and personal service workers	F	494
Bendigo	Community and personal service workers	Sports and personal service workers	M	264
Bendigo	Labourers	Cleaners and laundry workers	F	855
Bendigo	Labourers	Cleaners and laundry workers	M	526
Bendigo	Labourers	Construction and mining labourers	F	13
Bendigo	Labourers	Construction and mining labourers	M	580
Bendigo	Labourers	Factory process workers	F	755
Bendigo	Labourers	Factory process workers	M	1591
Bendigo	Labourers	Farm forestry and garden workers	F	211
Bendigo	Labourers	Farm forestry and garden workers	M	556
Bendigo	Labourers	Food preparation assistants	F	668
Bendigo	Labourers	Food preparation assistants	M	497
Bendigo	Labourers	Labourers nfd	F	20
Bendigo	Labourers	Labourers nfd	M	111
Bendigo	Labourers	Other labourers	F	231
Bendigo	Labourers	Other labourers	M	864
Bendigo	Machinery operators and drivers	Machine and stationary plant operators	F	204
Bendigo	Machinery operators and drivers	Machine and stationary plant operators	M	705
Bendigo	Machinery operators and drivers	Machinery operators and drivers nfd	F	4
Bendigo	Machinery operators and drivers	Machinery operators and drivers nfd	M	50
Bendigo	Machinery operators and drivers	Mobile plant operators	F	7
Bendigo	Machinery operators and drivers	Mobile plant operators	M	516
Bendigo	Machinery operators and drivers	Road and rail drivers	F	74
Bendigo	Machinery operators and drivers	Road and rail drivers	M	1474
Bendigo	Machinery operators and drivers	Storepersons	F	42
Bendigo	Machinery operators and drivers	Storepersons	M	310
Bendigo	Managers	Chief executives general managers and legislators	F	141
Bendigo	Managers	Chief executives general managers and legislators	M	340
Bendigo	Managers	Farmers and farm managers	F	507
Bendigo	Managers	Farmers and farm managers	M	1263
Bendigo	Managers	Hospitality retail and service managers	F	1193
Bendigo	Managers	Hospitality retail and service managers	M	1299
Bendigo	Managers	Managers nfd	F	51
Bendigo	Managers	Managers nfd	M	104
Bendigo	Managers	Specialist managers	F	962
Bendigo	Managers	Specialist managers	M	1824
Bendigo	Professionals	Arts and media professionals	F	204
Bendigo	Professionals	Arts and media professionals	M	196
Bendigo	Professionals	Business human resource and marketing professionals	F	977
Bendigo	Professionals	Business human resource and marketing professionals	M	969
Bendigo	Professionals	Design engineering science and transport professionals	F	403
Bendigo	Professionals	Design engineering science and transport professionals	M	929
Bendigo	Professionals	Education professionals	F	2158
Bendigo	Professionals	Education professionals	M	941
Bendigo	Professionals	Health professionals	F	2925
Bendigo	Professionals	Health professionals	M	844
Bendigo	Professionals	Information and Communication Technology ICT professionals	F	91
Bendigo	Professionals	Information and Communication Technology ICT professionals	M	377
Bendigo	Professionals	Legal social and welfare professionals	F	732
Bendigo	Professionals	Legal social and welfare professionals	M	346
Bendigo	Professionals	Professionals nfd	F	62
Bendigo	Professionals	Professionals nfd	M	43
Bendigo	Sales workers	Sales assistants and salespersons	F	3049
Bendigo	Sales workers	Sales assistants and salespersons	M	1547
Bendigo	Sales workers	Sales representatives and agents	F	286
Bendigo	Sales workers	Sales representatives and agents	M	377
Bendigo	Sales workers	Sales support workers	F	677
Bendigo	Sales workers	Sales support workers	M	196
Bendigo	Sales workers	Sales workers nfd	F	4
Bendigo	Technicians and trades workers	Automotive and engineering trades workers	F	29
Bendigo	Technicians and trades workers	Automotive and engineering trades workers	M	1782
Bendigo	Technicians and trades workers	Construction trades workers	F	27
Bendigo	Technicians and trades workers	Construction trades workers	M	1425
Bendigo	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	16
Bendigo	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	903
Bendigo	Technicians and trades workers	Engineering ICT and science technicians	F	315
Bendigo	Technicians and trades workers	Engineering ICT and science technicians	M	718
Bendigo	Technicians and trades workers	Food trades workers	F	391
Bendigo	Technicians and trades workers	Food trades workers	M	662
Bendigo	Technicians and trades workers	Other technicians and trades workers	F	497
Bendigo	Technicians and trades workers	Other technicians and trades workers	M	410
Bendigo	Technicians and trades workers	Skilled animal and horticultural workers	F	252
Bendigo	Technicians and trades workers	Skilled animal and horticultural workers	M	454
Bendigo	Technicians and trades workers	Technicians and trades workers nfd	F	4
Bendigo	Technicians and trades workers	Technicians and trades workers nfd	M	64
Geelong			F	704
Geelong			M	946
Geelong	Clerical and administrative workers	Clerical and administrative workers nfd	F	26
Geelong	Clerical and administrative workers	Clerical and administrative workers nfd	M	20
Geelong	Clerical and administrative workers	Clerical and office support workers	F	295
Geelong	Clerical and administrative workers	Clerical and office support workers	M	420
Geelong	Clerical and administrative workers	General clerical workers	F	2190
Geelong	Clerical and administrative workers	General clerical workers	M	310
Geelong	Clerical and administrative workers	Inquiry clerks and receptionists	F	2499
Geelong	Clerical and administrative workers	Inquiry clerks and receptionists	M	278
Geelong	Clerical and administrative workers	Numerical clerks	F	2323
Geelong	Clerical and administrative workers	Numerical clerks	M	434
Geelong	Clerical and administrative workers	Office managers and program administrators	F	1712
Geelong	Clerical and administrative workers	Office managers and program administrators	M	415
Geelong	Clerical and administrative workers	Other clerical and administrative workers	F	991
Geelong	Clerical and administrative workers	Other clerical and administrative workers	M	718
Geelong	Clerical and administrative workers	Personal assistants and secretaries	F	741
Geelong	Clerical and administrative workers	Personal assistants and secretaries	M	29
Geelong	Community and personal service workers	Carers and aides	F	5018
Geelong	Community and personal service workers	Carers and aides	M	694
Geelong	Community and personal service workers	Community and personal service workers nfd	F	7
Geelong	Community and personal service workers	Community and personal service workers nfd	M	3
Geelong	Community and personal service workers	Health and welfare support workers	F	1404
Geelong	Community and personal service workers	Health and welfare support workers	M	412
Geelong	Community and personal service workers	Hospitality workers	F	2244
Geelong	Community and personal service workers	Hospitality workers	M	747
Geelong	Community and personal service workers	Protective service workers	F	368
Geelong	Community and personal service workers	Protective service workers	M	1155
Geelong	Community and personal service workers	Sports and personal service workers	F	1227
Geelong	Community and personal service workers	Sports and personal service workers	M	618
Geelong	Labourers	Cleaners and laundry workers	F	1554
Geelong	Labourers	Cleaners and laundry workers	M	946
Geelong	Labourers	Construction and mining labourers	F	21
Geelong	Labourers	Construction and mining labourers	M	1329
Geelong	Labourers	Factory process workers	F	512
Geelong	Labourers	Factory process workers	M	1188
Geelong	Labourers	Farm forestry and garden workers	F	238
Geelong	Labourers	Farm forestry and garden workers	M	539
Geelong	Labourers	Food preparation assistants	F	1083
Geelong	Labourers	Food preparation assistants	M	1111
Geelong	Labourers	Labourers nfd	F	29
Geelong	Labourers	Labourers nfd	M	181
Geelong	Labourers	Other labourers	F	470
Geelong	Labourers	Other labourers	M	1457
Geelong	Machinery operators and drivers	Machine and stationary plant operators	F	246
Geelong	Machinery operators and drivers	Machine and stationary plant operators	M	993
Geelong	Machinery operators and drivers	Machinery operators and drivers nfd	F	14
Geelong	Machinery operators and drivers	Machinery operators and drivers nfd	M	101
Geelong	Machinery operators and drivers	Mobile plant operators	F	39
Geelong	Machinery operators and drivers	Mobile plant operators	M	815
Geelong	Machinery operators and drivers	Road and rail drivers	F	132
Geelong	Machinery operators and drivers	Road and rail drivers	M	2562
Geelong	Machinery operators and drivers	Storepersons	F	264
Geelong	Machinery operators and drivers	Storepersons	M	586
Geelong	Managers	Chief executives general managers and legislators	F	251
Geelong	Managers	Chief executives general managers and legislators	M	653
Geelong	Managers	Farmers and farm managers	F	304
Geelong	Managers	Farmers and farm managers	M	746
Geelong	Managers	Hospitality retail and service managers	F	2190
Geelong	Managers	Hospitality retail and service managers	M	2371
Geelong	Managers	Managers nfd	F	151
Geelong	Managers	Managers nfd	M	292
Geelong	Managers	Specialist managers	F	1895
Geelong	Managers	Specialist managers	M	3453
Geelong	Professionals	Arts and media professionals	F	337
Geelong	Professionals	Arts and media professionals	M	341
Geelong	Professionals	Business human resource and marketing professionals	F	1977
Geelong	Professionals	Business human resource and marketing professionals	M	1841
Geelong	Professionals	Design engineering science and transport professionals	F	1092
Geelong	Professionals	Design engineering science and transport professionals	M	2055
Geelong	Professionals	Education professionals	F	3970
Geelong	Professionals	Education professionals	M	1898
Geelong	Professionals	Health professionals	F	5080
Geelong	Professionals	Health professionals	M	1534
Geelong	Professionals	Information and Communication Technology ICT professionals	F	198
Geelong	Professionals	Information and Communication Technology ICT professionals	M	787
Geelong	Professionals	Legal social and welfare professionals	F	1283
Geelong	Professionals	Legal social and welfare professionals	M	513
Geelong	Professionals	Professionals nfd	F	156
Geelong	Professionals	Professionals nfd	M	179
Geelong	Sales workers	Sales assistants and salespersons	F	5696
Geelong	Sales workers	Sales assistants and salespersons	M	2897
Geelong	Sales workers	Sales representatives and agents	F	603
Geelong	Sales workers	Sales representatives and agents	M	775
Geelong	Sales workers	Sales support workers	F	1446
Geelong	Sales workers	Sales support workers	M	514
Geelong	Sales workers	Sales workers nfd	F	14
Geelong	Sales workers	Sales workers nfd	M	13
Geelong	Technicians and trades workers	Automotive and engineering trades workers	F	45
Geelong	Technicians and trades workers	Automotive and engineering trades workers	M	2671
Geelong	Technicians and trades workers	Construction trades workers	F	49
Geelong	Technicians and trades workers	Construction trades workers	M	3126
Geelong	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	35
Geelong	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1268
Geelong	Technicians and trades workers	Engineering ICT and science technicians	F	658
Geelong	Technicians and trades workers	Engineering ICT and science technicians	M	1365
Geelong	Technicians and trades workers	Food trades workers	F	690
Geelong	Technicians and trades workers	Food trades workers	M	1249
Geelong	Technicians and trades workers	Other technicians and trades workers	F	968
Geelong	Technicians and trades workers	Other technicians and trades workers	M	1031
Geelong	Technicians and trades workers	Skilled animal and horticultural workers	F	461
Geelong	Technicians and trades workers	Skilled animal and horticultural workers	M	874
Geelong	Technicians and trades workers	Technicians and trades workers nfd	F	22
Geelong	Technicians and trades workers	Technicians and trades workers nfd	M	112
Hume			F	421
Hume			M	694
Hume	Clerical and administrative workers	Clerical and administrative workers nfd	F	8
Hume	Clerical and administrative workers	Clerical and administrative workers nfd	M	5
Hume	Clerical and administrative workers	Clerical and office support workers	F	215
Hume	Clerical and administrative workers	Clerical and office support workers	M	252
Hume	Clerical and administrative workers	General clerical workers	F	1279
Hume	Clerical and administrative workers	General clerical workers	M	172
Hume	Clerical and administrative workers	Inquiry clerks and receptionists	F	1105
Hume	Clerical and administrative workers	Inquiry clerks and receptionists	M	77
Hume	Clerical and administrative workers	Numerical clerks	F	1452
Hume	Clerical and administrative workers	Numerical clerks	M	173
Hume	Clerical and administrative workers	Office managers and program administrators	F	1031
Hume	Clerical and administrative workers	Office managers and program administrators	M	219
Hume	Clerical and administrative workers	Other clerical and administrative workers	F	442
Hume	Clerical and administrative workers	Other clerical and administrative workers	M	433
Hume	Clerical and administrative workers	Personal assistants and secretaries	F	377
Hume	Clerical and administrative workers	Personal assistants and secretaries	M	9
Hume	Community and personal service workers	Carers and aides	F	2839
Hume	Community and personal service workers	Carers and aides	M	345
Hume	Community and personal service workers	Community and personal service workers nfd	F	10
Hume	Community and personal service workers	Health and welfare support workers	F	972
Hume	Community and personal service workers	Health and welfare support workers	M	331
Hume	Community and personal service workers	Hospitality workers	F	1295
Hume	Community and personal service workers	Hospitality workers	M	413
Hume	Community and personal service workers	Protective service workers	F	219
Hume	Community and personal service workers	Protective service workers	M	1228
Hume	Community and personal service workers	Sports and personal service workers	F	678
Hume	Community and personal service workers	Sports and personal service workers	M	498
Hume	Labourers	Cleaners and laundry workers	F	1320
Hume	Labourers	Cleaners and laundry workers	M	571
Hume	Labourers	Construction and mining labourers	F	11
Hume	Labourers	Construction and mining labourers	M	699
Hume	Labourers	Factory process workers	F	550
Hume	Labourers	Factory process workers	M	1602
Hume	Labourers	Farm forestry and garden workers	F	413
Hume	Labourers	Farm forestry and garden workers	M	957
Hume	Labourers	Food preparation assistants	F	756
Hume	Labourers	Food preparation assistants	M	501
Hume	Labourers	Labourers nfd	F	28
Hume	Labourers	Labourers nfd	M	150
Hume	Labourers	Other labourers	F	306
Hume	Labourers	Other labourers	M	768
Hume	Machinery operators and drivers	Machine and stationary plant operators	F	220
Hume	Machinery operators and drivers	Machine and stationary plant operators	M	976
Hume	Machinery operators and drivers	Machinery operators and drivers nfd	F	9
Hume	Machinery operators and drivers	Machinery operators and drivers nfd	M	74
Hume	Machinery operators and drivers	Mobile plant operators	F	45
Hume	Machinery operators and drivers	Mobile plant operators	M	925
Hume	Machinery operators and drivers	Road and rail drivers	F	125
Hume	Machinery operators and drivers	Road and rail drivers	M	1893
Hume	Machinery operators and drivers	Storepersons	F	116
Hume	Machinery operators and drivers	Storepersons	M	544
Hume	Managers	Chief executives general managers and legislators	F	149
Hume	Managers	Chief executives general managers and legislators	M	358
Hume	Managers	Farmers and farm managers	F	1117
Hume	Managers	Farmers and farm managers	M	2622
Hume	Managers	Hospitality retail and service managers	F	1522
Hume	Managers	Hospitality retail and service managers	M	1581
Hume	Managers	Managers nfd	F	55
Hume	Managers	Managers nfd	M	140
Hume	Managers	Specialist managers	F	1036
Hume	Managers	Specialist managers	M	2334
Hume	Professionals	Arts and media professionals	F	162
Hume	Professionals	Arts and media professionals	M	136
Hume	Professionals	Business human resource and marketing professionals	F	782
Hume	Professionals	Business human resource and marketing professionals	M	880
Hume	Professionals	Design engineering science and transport professionals	F	413
Hume	Professionals	Design engineering science and transport professionals	M	805
Hume	Professionals	Education professionals	F	2391
Hume	Professionals	Education professionals	M	994
Hume	Professionals	Health professionals	F	2754
Hume	Professionals	Health professionals	M	629
Hume	Professionals	Information and Communication Technology ICT professionals	F	46
Hume	Professionals	Information and Communication Technology ICT professionals	M	190
Hume	Professionals	Legal social and welfare professionals	F	589
Hume	Professionals	Legal social and welfare professionals	M	273
Hume	Professionals	Professionals nfd	F	38
Hume	Professionals	Professionals nfd	M	12
Hume	Sales workers	Sales assistants and salespersons	F	3015
Hume	Sales workers	Sales assistants and salespersons	M	1563
Hume	Sales workers	Sales representatives and agents	F	299
Hume	Sales workers	Sales representatives and agents	M	398
Hume	Sales workers	Sales support workers	F	699
Hume	Sales workers	Sales support workers	M	194
Hume	Sales workers	Sales workers nfd	F	8
Hume	Sales workers	Sales workers nfd	M	3
Hume	Technicians and trades workers	Automotive and engineering trades workers	F	46
Hume	Technicians and trades workers	Automotive and engineering trades workers	M	2758
Hume	Technicians and trades workers	Construction trades workers	F	30
Hume	Technicians and trades workers	Construction trades workers	M	1461
Hume	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	18
Hume	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1005
Hume	Technicians and trades workers	Engineering ICT and science technicians	F	273
Hume	Technicians and trades workers	Engineering ICT and science technicians	M	644
Hume	Technicians and trades workers	Food trades workers	F	578
Hume	Technicians and trades workers	Food trades workers	M	758
Hume	Technicians and trades workers	Other technicians and trades workers	F	471
Hume	Technicians and trades workers	Other technicians and trades workers	M	480
Hume	Technicians and trades workers	Skilled animal and horticultural workers	F	326
Hume	Technicians and trades workers	Skilled animal and horticultural workers	M	625
Hume	Technicians and trades workers	Technicians and trades workers nfd	F	3
Hume	Technicians and trades workers	Technicians and trades workers nfd	M	91
Latrobe - Gippsland			F	689
Latrobe - Gippsland			M	1006
Latrobe - Gippsland	Clerical and administrative workers	Clerical and administrative workers nfd	F	18
Latrobe - Gippsland	Clerical and administrative workers	Clerical and administrative workers nfd	M	6
Latrobe - Gippsland	Clerical and administrative workers	Clerical and office support workers	F	332
Latrobe - Gippsland	Clerical and administrative workers	Clerical and office support workers	M	378
Latrobe - Gippsland	Clerical and administrative workers	General clerical workers	F	2052
Latrobe - Gippsland	Clerical and administrative workers	General clerical workers	M	212
Latrobe - Gippsland	Clerical and administrative workers	Inquiry clerks and receptionists	F	2223
Latrobe - Gippsland	Clerical and administrative workers	Inquiry clerks and receptionists	M	204
Latrobe - Gippsland	Clerical and administrative workers	Numerical clerks	F	2367
Latrobe - Gippsland	Clerical and administrative workers	Numerical clerks	M	261
Latrobe - Gippsland	Clerical and administrative workers	Office managers and program administrators	F	1429
Latrobe - Gippsland	Clerical and administrative workers	Office managers and program administrators	M	345
Latrobe - Gippsland	Clerical and administrative workers	Other clerical and administrative workers	F	799
Latrobe - Gippsland	Clerical and administrative workers	Other clerical and administrative workers	M	557
Latrobe - Gippsland	Clerical and administrative workers	Personal assistants and secretaries	F	548
Latrobe - Gippsland	Clerical and administrative workers	Personal assistants and secretaries	M	9
Latrobe - Gippsland	Community and personal service workers	Carers and aides	F	4838
Latrobe - Gippsland	Community and personal service workers	Carers and aides	M	574
Latrobe - Gippsland	Community and personal service workers	Community and personal service workers nfd	F	8
Latrobe - Gippsland	Community and personal service workers	Community and personal service workers nfd	M	5
Latrobe - Gippsland	Community and personal service workers	Health and welfare support workers	F	1343
Latrobe - Gippsland	Community and personal service workers	Health and welfare support workers	M	390
Latrobe - Gippsland	Community and personal service workers	Hospitality workers	F	1754
Latrobe - Gippsland	Community and personal service workers	Hospitality workers	M	482
Latrobe - Gippsland	Community and personal service workers	Protective service workers	F	298
Latrobe - Gippsland	Community and personal service workers	Protective service workers	M	1021
Latrobe - Gippsland	Community and personal service workers	Sports and personal service workers	F	899
Latrobe - Gippsland	Community and personal service workers	Sports and personal service workers	M	357
Latrobe - Gippsland	Labourers	Cleaners and laundry workers	F	1913
Latrobe - Gippsland	Labourers	Cleaners and laundry workers	M	808
Latrobe - Gippsland	Labourers	Construction and mining labourers	F	29
Latrobe - Gippsland	Labourers	Construction and mining labourers	M	1358
Latrobe - Gippsland	Labourers	Factory process workers	F	596
Latrobe - Gippsland	Labourers	Factory process workers	M	1494
Latrobe - Gippsland	Labourers	Farm forestry and garden workers	F	684
Latrobe - Gippsland	Labourers	Farm forestry and garden workers	M	1413
Latrobe - Gippsland	Labourers	Food preparation assistants	F	1034
Latrobe - Gippsland	Labourers	Food preparation assistants	M	757
Latrobe - Gippsland	Labourers	Labourers nfd	F	31
Latrobe - Gippsland	Labourers	Labourers nfd	M	145
Latrobe - Gippsland	Labourers	Other labourers	F	507
Latrobe - Gippsland	Labourers	Other labourers	M	1325
Latrobe - Gippsland	Machinery operators and drivers	Machine and stationary plant operators	F	154
Latrobe - Gippsland	Machinery operators and drivers	Machine and stationary plant operators	M	1685
Latrobe - Gippsland	Machinery operators and drivers	Machinery operators and drivers nfd	F	3
Latrobe - Gippsland	Machinery operators and drivers	Machinery operators and drivers nfd	M	109
Latrobe - Gippsland	Machinery operators and drivers	Mobile plant operators	F	31
Latrobe - Gippsland	Machinery operators and drivers	Mobile plant operators	M	1190
Latrobe - Gippsland	Machinery operators and drivers	Road and rail drivers	F	175
Latrobe - Gippsland	Machinery operators and drivers	Road and rail drivers	M	2551
Latrobe - Gippsland	Machinery operators and drivers	Storepersons	F	64
Latrobe - Gippsland	Machinery operators and drivers	Storepersons	M	357
Latrobe - Gippsland	Managers	Chief executives general managers and legislators	F	175
Latrobe - Gippsland	Managers	Chief executives general managers and legislators	M	416
Latrobe - Gippsland	Managers	Farmers and farm managers	F	1986
Latrobe - Gippsland	Managers	Farmers and farm managers	M	3793
Latrobe - Gippsland	Managers	Hospitality retail and service managers	F	2047
Latrobe - Gippsland	Managers	Hospitality retail and service managers	M	2259
Latrobe - Gippsland	Managers	Managers nfd	F	75
Latrobe - Gippsland	Managers	Managers nfd	M	210
Latrobe - Gippsland	Managers	Specialist managers	F	1234
Latrobe - Gippsland	Managers	Specialist managers	M	2887
Latrobe - Gippsland	Professionals	Arts and media professionals	F	193
Latrobe - Gippsland	Professionals	Arts and media professionals	M	164
Latrobe - Gippsland	Professionals	Business human resource and marketing professionals	F	1184
Latrobe - Gippsland	Professionals	Business human resource and marketing professionals	M	1110
Latrobe - Gippsland	Professionals	Design engineering science and transport professionals	F	580
Latrobe - Gippsland	Professionals	Design engineering science and transport professionals	M	1481
Latrobe - Gippsland	Professionals	Education professionals	F	3523
Latrobe - Gippsland	Professionals	Education professionals	M	1313
Latrobe - Gippsland	Professionals	Health professionals	F	3946
Latrobe - Gippsland	Professionals	Health professionals	M	1067
Latrobe - Gippsland	Professionals	Information and Communication Technology ICT professionals	F	54
Latrobe - Gippsland	Professionals	Information and Communication Technology ICT professionals	M	301
Latrobe - Gippsland	Professionals	Legal social and welfare professionals	F	971
Latrobe - Gippsland	Professionals	Legal social and welfare professionals	M	413
Latrobe - Gippsland	Professionals	Professionals nfd	F	67
Latrobe - Gippsland	Professionals	Professionals nfd	M	38
