SA4_NAME16	Occupation	OccupationSubtype	Sex	workers
Far West and Orana	Professionals	Arts and media professionals	F	85
Far West and Orana	Professionals	Arts and media professionals	M	77
Far West and Orana	Professionals	Business human resource and marketing professionals	F	521
Far West and Orana	Professionals	Business human resource and marketing professionals	M	486
Far West and Orana	Professionals	Design engineering science and transport professionals	F	204
Far West and Orana	Professionals	Design engineering science and transport professionals	M	497
Far West and Orana	Professionals	Education professionals	F	1940
Far West and Orana	Professionals	Education professionals	M	564
Far West and Orana	Professionals	Health professionals	F	1745
Far West and Orana	Professionals	Health professionals	M	431
Far West and Orana	Professionals	Information and Communication Technology ICT professionals	F	23
Far West and Orana	Professionals	Information and Communication Technology ICT professionals	M	66
Far West and Orana	Professionals	Legal social and welfare professionals	F	500
Far West and Orana	Professionals	Legal social and welfare professionals	M	235
Far West and Orana	Professionals	Professionals nfd	F	14
Far West and Orana	Professionals	Professionals nfd	M	17
Far West and Orana	Sales workers	Sales assistants and salespersons	F	1920
Far West and Orana	Sales workers	Sales assistants and salespersons	M	1063
Far West and Orana	Sales workers	Sales representatives and agents	F	183
Far West and Orana	Sales workers	Sales representatives and agents	M	319
Far West and Orana	Sales workers	Sales support workers	F	406
Far West and Orana	Sales workers	Sales support workers	M	133
Far West and Orana	Sales workers	Sales workers nfd	F	8
Far West and Orana	Sales workers	Sales workers nfd	M	3
Far West and Orana	Technicians and trades workers	Automotive and engineering trades workers	F	26
Far West and Orana	Technicians and trades workers	Automotive and engineering trades workers	M	1798
Far West and Orana	Technicians and trades workers	Construction trades workers	F	7
Far West and Orana	Technicians and trades workers	Construction trades workers	M	760
Far West and Orana	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	15
Far West and Orana	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	821
Far West and Orana	Technicians and trades workers	Engineering ICT and science technicians	F	173
Far West and Orana	Technicians and trades workers	Engineering ICT and science technicians	M	491
Far West and Orana	Technicians and trades workers	Food trades workers	F	306
Far West and Orana	Technicians and trades workers	Food trades workers	M	389
Far West and Orana	Technicians and trades workers	Other technicians and trades workers	F	289
Far West and Orana	Technicians and trades workers	Other technicians and trades workers	M	190
Far West and Orana	Technicians and trades workers	Skilled animal and horticultural workers	F	125
Far West and Orana	Technicians and trades workers	Skilled animal and horticultural workers	M	446
Far West and Orana	Technicians and trades workers	Technicians and trades workers nfd	F	3
Far West and Orana	Technicians and trades workers	Technicians and trades workers nfd	M	71
Hunter Valley exc Newcastle			F	552
Hunter Valley exc Newcastle			M	1060
Hunter Valley exc Newcastle	Clerical and administrative workers	Clerical and administrative workers nfd	F	10
Hunter Valley exc Newcastle	Clerical and administrative workers	Clerical and administrative workers nfd	M	4
Hunter Valley exc Newcastle	Clerical and administrative workers	Clerical and office support workers	F	256
Hunter Valley exc Newcastle	Clerical and administrative workers	Clerical and office support workers	M	220
Hunter Valley exc Newcastle	Clerical and administrative workers	General clerical workers	F	2297
Hunter Valley exc Newcastle	Clerical and administrative workers	General clerical workers	M	197
Hunter Valley exc Newcastle	Clerical and administrative workers	Inquiry clerks and receptionists	F	1710
Hunter Valley exc Newcastle	Clerical and administrative workers	Inquiry clerks and receptionists	M	154
Hunter Valley exc Newcastle	Clerical and administrative workers	Numerical clerks	F	1944
Hunter Valley exc Newcastle	Clerical and administrative workers	Numerical clerks	M	233
Hunter Valley exc Newcastle	Clerical and administrative workers	Office managers and program administrators	F	1458
Hunter Valley exc Newcastle	Clerical and administrative workers	Office managers and program administrators	M	412
Hunter Valley exc Newcastle	Clerical and administrative workers	Other clerical and administrative workers	F	788
Hunter Valley exc Newcastle	Clerical and administrative workers	Other clerical and administrative workers	M	583
Hunter Valley exc Newcastle	Clerical and administrative workers	Personal assistants and secretaries	F	802
Hunter Valley exc Newcastle	Clerical and administrative workers	Personal assistants and secretaries	M	9
Hunter Valley exc Newcastle	Community and personal service workers	Carers and aides	F	4028
Hunter Valley exc Newcastle	Community and personal service workers	Carers and aides	M	423
Hunter Valley exc Newcastle	Community and personal service workers	Community and personal service workers nfd	F	5
Hunter Valley exc Newcastle	Community and personal service workers	Community and personal service workers nfd	M	4
Hunter Valley exc Newcastle	Community and personal service workers	Health and welfare support workers	F	780
Hunter Valley exc Newcastle	Community and personal service workers	Health and welfare support workers	M	236
Hunter Valley exc Newcastle	Community and personal service workers	Hospitality workers	F	2146
Hunter Valley exc Newcastle	Community and personal service workers	Hospitality workers	M	559
Hunter Valley exc Newcastle	Community and personal service workers	Protective service workers	F	360
Hunter Valley exc Newcastle	Community and personal service workers	Protective service workers	M	1656
Hunter Valley exc Newcastle	Community and personal service workers	Sports and personal service workers	F	817
Hunter Valley exc Newcastle	Community and personal service workers	Sports and personal service workers	M	355
Hunter Valley exc Newcastle	Labourers	Cleaners and laundry workers	F	2075
Hunter Valley exc Newcastle	Labourers	Cleaners and laundry workers	M	839
Hunter Valley exc Newcastle	Labourers	Construction and mining labourers	F	30
Hunter Valley exc Newcastle	Labourers	Construction and mining labourers	M	1382
Hunter Valley exc Newcastle	Labourers	Factory process workers	F	362
Hunter Valley exc Newcastle	Labourers	Factory process workers	M	842
Hunter Valley exc Newcastle	Labourers	Farm forestry and garden workers	F	400
Hunter Valley exc Newcastle	Labourers	Farm forestry and garden workers	M	911
Hunter Valley exc Newcastle	Labourers	Food preparation assistants	F	849
Hunter Valley exc Newcastle	Labourers	Food preparation assistants	M	810
Hunter Valley exc Newcastle	Labourers	Labourers nfd	F	38
Hunter Valley exc Newcastle	Labourers	Labourers nfd	M	249
Hunter Valley exc Newcastle	Labourers	Other labourers	F	494
Hunter Valley exc Newcastle	Labourers	Other labourers	M	1607
Hunter Valley exc Newcastle	Machinery operators and drivers	Machine and stationary plant operators	F	465
Hunter Valley exc Newcastle	Machinery operators and drivers	Machine and stationary plant operators	M	4931
Hunter Valley exc Newcastle	Machinery operators and drivers	Machinery operators and drivers nfd	F	18
Hunter Valley exc Newcastle	Machinery operators and drivers	Machinery operators and drivers nfd	M	323
Hunter Valley exc Newcastle	Machinery operators and drivers	Mobile plant operators	F	37
Hunter Valley exc Newcastle	Machinery operators and drivers	Mobile plant operators	M	1067
Hunter Valley exc Newcastle	Machinery operators and drivers	Road and rail drivers	F	548
Hunter Valley exc Newcastle	Machinery operators and drivers	Road and rail drivers	M	3486
Hunter Valley exc Newcastle	Machinery operators and drivers	Storepersons	F	113
Hunter Valley exc Newcastle	Machinery operators and drivers	Storepersons	M	637
Hunter Valley exc Newcastle	Managers	Chief executives general managers and legislators	F	138
Hunter Valley exc Newcastle	Managers	Chief executives general managers and legislators	M	554
Hunter Valley exc Newcastle	Managers	Farmers and farm managers	F	563
Hunter Valley exc Newcastle	Managers	Farmers and farm managers	M	1352
Hunter Valley exc Newcastle	Managers	Hospitality retail and service managers	F	1944
Hunter Valley exc Newcastle	Managers	Hospitality retail and service managers	M	1824
